smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,co2_location_label,fuel_region_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,prefix,ProbabilityWeight-htse_capacity,ProbabilityWeight-ft_capacity,ProbabilityWeight-h2_storage_capacity,PointProbability
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1100405805.58,5382790.28973,-1100968674.91,-1093298699.16,-1106387173.35,-1105579055.92,-1094444538.18,4.0,28974431303200.0,0.00782621714084,91,0.125226860254,0.249981948155,0.250003306843,1.7334191682000001e-13
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1163804206.31,8348472.80653,-1167370227.33,-1151383163.61,-1169093206.99,-1168960355.5,-1153655627.71,4.0,69696998201500.0,0.00779786128164,112,0.249546279492,0.124990974078,0.250003306843,1.7334191682000001e-13
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1170654459.59,4145135.74054,-1170530310.06,-1166692268.49,-1174864949.75,-1174665857.93,-1166816870.6,4.0,17182150307500.0,0.0038989409552,123,0.249546279492,0.124990974078,0.125001984106,1.7334191682000001e-13
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1182339494.45,2715083.78713,-1181583283.86,-1179950423.92,-1186240986.16,-1185564077.05,-1180173606.67,4.0,7371679971140.0,0.00391311892231,96,0.125226860254,0.249981948155,0.125001984106,1.7334191682000001e-13
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1227084288.41,7337670.20348,-1227737373.8,-1219456977.32,-1233405428.7,-1233394004.06,-1219860253.19,4.0,53841404015100.0,0.00195644559034,101,0.125226860254,0.124990974078,0.124994709051,1.7334191682000001e-13
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1232840927.58,3352947.34261,-1233196242.0,-1229252014.91,-1235719211.42,-1235712896.92,-1229471518.06,4.0,11242255882300.0,0.00391300505149,106,0.125226860254,0.124990974078,0.249996693157,1.7334191682000001e-13
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1243252392.37,4550775.78003,-1243696893.78,-1237757957.65,-1247857824.28,-1247574661.82,-1238307820.96,4.0,20709560200100.0,0.00779786128164,117,0.249546279492,0.124990974078,0.250003306843,1.7334191682000001e-13
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1312893597.03,3279299.98426,-1312061343.73,-1309920516.0,-1317531184.64,-1316787904.2,-1310164444.47,4.0,10753808386800.0,0.00391310857042,111,0.125226860254,0.124990974078,0.250003306843,1.7334191682000001e-13
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1325955453.54,1317214.24492,-1325836313.98,-1324491408.36,-1327657777.84,-1327423592.19,-1324654110.28,4.0,1735053367010.0,0.0038989409552,122,0.249546279492,0.124990974078,0.125001984106,1.7334191682000001e-13
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1401462345.11,3686085.65429,-1402132828.1,-1396951284.61,-1404632439.64,-1404583785.34,-1397402228.7,4.0,13587227450700.0,0.00391310857042,116,0.125226860254,0.124990974078,0.250003306843,1.7334191682000001e-13
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1476277652.36,5770753.03207,-1478592183.21,-1467814730.08,-1480111512.95,-1480063335.94,-1469251625.61,4.0,33301590557200.0,0.00195655946116,121,0.125226860254,0.124990974078,0.125001984106,1.7334191682000001e-13
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-141617507016.0,747.225033284,-141617507032.0,-141617506300.0,-141617507701.0,-141617507689.0,-141617506321.0,4.0,558345.250366,0.00195644559034,1,0.125226860254,0.124990974078,0.124994709051,1.7334191682000001e-13
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-499964752043.0,1314453.62557,-499964448414.0,-499963529913.0,-499966581429.0,-499966303734.0,-499963625431.0,4.0,1727788333770.0,0.00779855422245,27,0.249546279492,0.250018051845,0.124994709051,1.7334191682000001e-13
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-190105853206000.0,2124465.83269,-190105853324000.0,-190105850573000.0,-190105855605000.0,-190105855359000.0,-190105850889000.0,4.0,4513355074270.0,0.00779900812097,48,0.249546279492,0.250018051845,0.125001984106,1.7334191682000001e-13
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-190403886427000.0,1641823.98443,-190403886970000.0,-190403884031000.0,-190403887736000.0,-190403887643000.0,-190403884450000.0,4.0,2695585995850.0,0.0078273681505,74,0.250453720508,0.250018051845,0.125001984106,1.7334191682000001e-13
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-190762219669000.0,4415111.60644,-190762218764000.0,-190762215436000.0,-190762225711000.0,-190762224834000.0,-190762215770000.0,4.0,19493210497300.0,0.00391311892231,100,0.125226860254,0.249981948155,0.125001984106,1.7334191682000001e-13
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-191263038639000.0,1140534.88208,-191263039007000.0,-191263037060000.0,-191263039480000.0,-191263039478000.0,-191263037282000.0,4.0,1300819817230.0,0.0038989409552,22,0.249546279492,0.124990974078,0.125001984106,1.7334191682000001e-13
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-194611408790000.0,2038544.44013,-194611409284000.0,-194611406118000.0,-194611410475000.0,-194611410447000.0,-194611406443000.0,4.0,4155663434400.0,0.0155979749784,43,0.249546279492,0.250018051845,0.250003306843,1.7334191682000001e-13
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-194909440821000.0,3188904.86916,-194909441279000.0,-194909436772000.0,-194909443954000.0,-194909443762000.0,-194909437239000.0,4.0,10169114264500.0,0.0156546948874,69,0.250453720508,0.250018051845,0.250003306843,1.7334191682000001e-13
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-195267775533000.0,3211571.63027,-195267774415000.0,-195267773052000.0,-195267780248000.0,-195267779399000.0,-195267773232000.0,4.0,10314192336300.0,0.00782621714084,95,0.125226860254,0.249981948155,0.250003306843,1.7334191682000001e-13
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-195768594218000.0,480489.430023,-195768594216000.0,-195768593709000.0,-195768594730000.0,-195768594697000.0,-195768593741000.0,4.0,230870092364.0,0.00779786128164,17,0.249546279492,0.124990974078,0.250003306843,1.7334191682000001e-13
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-199116940426000.0,1924335.19254,-199116940469000.0,-199116938613000.0,-199116942153000.0,-199116942133000.0,-199116938658000.0,4.0,3703065933260.0,0.0155979749784,38,0.249546279492,0.250018051845,0.250003306843,1.7334191682000001e-13
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-199414974590000.0,4284555.90191,-199414975018000.0,-199414969572000.0,-199414978754000.0,-199414978563000.0,-199414970018000.0,4.0,18357419276600.0,0.0156546948874,64,0.250453720508,0.250018051845,0.250003306843,1.7334191682000001e-13
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-199773307985000.0,5984653.79275,-199773308840000.0,-199773300210000.0,-199773314048000.0,-199773313581000.0,-199773301190000.0,4.0,35816081019100.0,0.00782621714084,90,0.125226860254,0.249981948155,0.250003306843,1.7334191682000001e-13
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-200274127115000.0,481595.057931,-200274127122000.0,-200274126561000.0,-200274127656000.0,-200274127609000.0,-200274126612000.0,4.0,231933799823.0,0.00779786128164,12,0.249546279492,0.124990974078,0.250003306843,1.7334191682000001e-13
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-203622496170000.0,3034691.9994,-203622496808000.0,-203622492369000.0,-203622498695000.0,-203622498671000.0,-203622492775000.0,4.0,9209355531210.0,0.0155975623434,33,0.249546279492,0.250018051845,0.249996693157,1.7334191682000001e-13
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-203920529438000.0,3291541.75004,-203920530135000.0,-203920525073000.0,-203920532408000.0,-203920532270000.0,-203920525629000.0,4.0,10834247092200.0,0.0156542807519,59,0.250453720508,0.250018051845,0.249996693157,1.7334191682000001e-13
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-204278863509000.0,3977349.15368,-204278864841000.0,-204278857685000.0,-204278866669000.0,-204278866399000.0,-204278858754000.0,4.0,15819306290300.0,0.00782601010299,85,0.125226860254,0.249981948155,0.249996693157,1.7334191682000001e-13
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-204779681096000.0,2229959.59748,-204779680922000.0,-204779678608000.0,-204779683933000.0,-204779683565000.0,-204779678872000.0,4.0,4972719806410.0,0.00779765499392,7,0.249546279492,0.124990974078,0.249996693157,1.7334191682000001e-13
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-208127789977000.0,2571060.4857,-208127790729000.0,-208127786262000.0,-208127792188000.0,-208127791980000.0,-208127786921000.0,4.0,6610352021120.0,0.00779855422245,28,0.249546279492,0.250018051845,0.124994709051,1.7334191682000001e-13
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-208425826084000.0,1073349.0012,-208425826091000.0,-208425824799000.0,-208425827356000.0,-208425827212000.0,-208425824947000.0,4.0,1152078078370.0,0.00782691260144,54,0.250453720508,0.250018051845,0.124994709051,1.7334191682000001e-13
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-208784161499000.0,4588860.5843,-208784160773000.0,-208784157541000.0,-208784166909000.0,-208784166428000.0,-208784157586000.0,4.0,21057641462200.0,0.00391289118068,80,0.125226860254,0.249981948155,0.124994709051,1.7334191682000001e-13
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-209284975137000.0,1201801.04144,-209284975489000.0,-209284973405000.0,-209284976164000.0,-209284976081000.0,-209284973699000.0,4.0,1444325743210.0,0.00389871403872,2,0.249546279492,0.124990974078,0.124994709051,1.7334191682000001e-13
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-398890863448000.0,1893541.31529,-398890863965000.0,-398890860819000.0,-398890865042000.0,-398890864974000.0,-398890861198000.0,4.0,3585498712710.0,0.0038989409552,23,0.249546279492,0.124990974078,0.125001984106,1.7334191682000001e-13
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-399249209841000.0,3093453.15963,-399249210206000.0,-399249206377000.0,-399249212578000.0,-399249212539000.0,-399249206634000.0,4.0,9569452450830.0,0.0078273681505,49,0.250453720508,0.250018051845,0.125001984106,1.7334191682000001e-13
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-399547236851000.0,3932709.73554,-399547237255000.0,-399547231914000.0,-399547240980000.0,-399547240650000.0,-399547232487000.0,4.0,15466205864000.0,0.00391368407525,75,0.125226860254,0.250018051845,0.125001984106,1.7334191682000001e-13
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-403396418990000.0,1220840.21657,-403396419178000.0,-403396417342000.0,-403396420264000.0,-403396420127000.0,-403396417591000.0,4.0,1490450834390.0,0.00779786128164,18,0.249546279492,0.124990974078,0.250003306843,1.7334191682000001e-13
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-403754761233000.0,2136650.28152,-403754761927000.0,-403754758200000.0,-403754762877000.0,-403754762831000.0,-403754758662000.0,4.0,4565274425530.0,0.0156546948874,44,0.250453720508,0.250018051845,0.250003306843,1.7334191682000001e-13
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-404052791865000.0,3288394.5026,-404052791834000.0,-404052788947000.0,-404052794845000.0,-404052794805000.0,-404052788969000.0,4.0,10813538404800.0,0.00782734744372,70,0.125226860254,0.250018051845,0.250003306843,1.7334191682000001e-13
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-407901949871000.0,1417984.93926,-407901949948000.0,-407901948069000.0,-407901951519000.0,-407901951308000.0,-407901948325000.0,4.0,2010681287980.0,0.00779786128164,13,0.249546279492,0.124990974078,0.250003306843,1.7334191682000001e-13
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-408260296305000.0,1399696.55382,-408260296220000.0,-408260294688000.0,-408260298091000.0,-408260297836000.0,-408260294893000.0,4.0,1959150442780.0,0.0156546948874,39,0.250453720508,0.250018051845,0.250003306843,1.7334191682000001e-13
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-408558322439000.0,6579294.22609,-408558320908000.0,-408558316636000.0,-408558331304000.0,-408558330126000.0,-408558316896000.0,4.0,43287112513500.0,0.00782734744372,65,0.125226860254,0.250018051845,0.250003306843,1.7334191682000001e-13
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-412407504796000.0,1940091.65317,-412407504054000.0,-412407503457000.0,-412407507620000.0,-412407507154000.0,-412407503478000.0,4.0,3763955622700.0,0.00779765499392,8,0.249546279492,0.124990974078,0.249996693157,1.7334191682000001e-13
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-412765855385000.0,1747612.9448,-412765855372000.0,-412765853806000.0,-412765856991000.0,-412765856963000.0,-412765853826000.0,4.0,3054151004850.0,0.0156542807519,34,0.250453720508,0.250018051845,0.249996693157,1.7334191682000001e-13
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-413063880679000.0,6968007.91199,-413063881053000.0,-413063872095000.0,-413063888513000.0,-413063887735000.0,-413063873098000.0,4.0,48553134261600.0,0.00782714037597,60,0.125226860254,0.250018051845,0.249996693157,1.7334191682000001e-13
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-416912801932000.0,2157854.58894,-416912802792000.0,-416912798767000.0,-416912803376000.0,-416912803354000.0,-416912799305000.0,4.0,4656336427010.0,0.00389871403872,3,0.249546279492,0.124990974078,0.124994709051,1.7334191682000001e-13
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-417271143253000.0,3615513.78281,-417271142330000.0,-417271140176000.0,-417271148176000.0,-417271147506000.0,-417271140292000.0,4.0,13071939913700.0,0.00782691260144,29,0.250453720508,0.250018051845,0.124994709051,1.7334191682000001e-13
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-417569179820000.0,1325498.7417,-417569179577000.0,-417569178652000.0,-417569181475000.0,-417569181299000.0,-417569178682000.0,4.0,1756946914250.0,0.00391345630072,55,0.125226860254,0.250018051845,0.124994709051,1.7334191682000001e-13
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-608034214249000.0,3904391.56401,-608034215254000.0,-608034209086000.0,-608034217404000.0,-608034217364000.0,-608034209728000.0,4.0,15244273485100.0,0.00391311892231,24,0.250453720508,0.124990974078,0.125001984106,1.7334191682000001e-13
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-608392554939000.0,5306440.48706,-608392554251000.0,-608392550048000.0,-608392561207000.0,-608392560642000.0,-608392550200000.0,4.0,28158310642700.0,0.00391368407525,50,0.125226860254,0.250018051845,0.125001984106,1.7334191682000001e-13
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-612539772671000.0,5029109.87904,-612539771906000.0,-612539768164000.0,-612539778709000.0,-612539778138000.0,-612539768276000.0,4.0,25291946175500.0,0.00782621714084,19,0.250453720508,0.124990974078,0.250003306843,1.7334191682000001e-13
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-612898114554000.0,4176602.99805,-612898114683000.0,-612898109331000.0,-612898119517000.0,-612898118858000.0,-612898110068000.0,4.0,17444012603300.0,0.00782734744372,45,0.125226860254,0.250018051845,0.250003306843,1.7334191682000001e-13
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-617045305742000.0,2746679.52377,-617045306131000.0,-617045302044000.0,-617045308663000.0,-617045308320000.0,-617045302620000.0,4.0,7544248406290.0,0.00782621714084,14,0.250453720508,0.124990974078,0.250003306843,1.7334191682000001e-13
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-617403646227000.0,4561564.13885,-617403645914000.0,-617403641364000.0,-617403651715000.0,-617403651153000.0,-617403641738000.0,4.0,20807867392800.0,0.00782734744372,40,0.125226860254,0.250018051845,0.250003306843,1.7334191682000001e-13
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-621550862510000.0,1077473.27705,-621550862425000.0,-621550861286000.0,-621550863904000.0,-621550863699000.0,-621550861439000.0,4.0,1160948662750.0,0.00782601010299,9,0.250453720508,0.124990974078,0.249996693157,1.7334191682000001e-13
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-621909199916000.0,3867359.58983,-621909198484000.0,-621909197067000.0,-621909205629000.0,-621909204570000.0,-621909197267000.0,4.0,14956470197000.0,0.00782714037597,35,0.125226860254,0.250018051845,0.249996693157,1.7334191682000001e-13
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-626056151380000.0,1526904.94412,-626056151889000.0,-626056149146000.0,-626056152596000.0,-626056152498000.0,-626056149549000.0,4.0,2331438708390.0,0.00391289118068,4,0.250453720508,0.124990974078,0.124994709051,1.7334191682000001e-13
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-626414494989000.0,1354918.57007,-626414494485000.0,-626414494055000.0,-626414496933000.0,-626414496628000.0,-626414494057000.0,4.0,1835804331520.0,0.00391345630072,30,0.125226860254,0.250018051845,0.124994709051,1.7334191682000001e-13
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-817177563526000.0,3337242.64212,-817177564704000.0,-817177558616000.0,-817177566078000.0,-817177565884000.0,-817177559517000.0,4.0,11137188452400.0,0.00195655946116,25,0.125226860254,0.124990974078,0.125001984106,1.7334191682000001e-13
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-821683127786000.0,4473862.34205,-821683126718000.0,-821683124072000.0,-821683133633000.0,-821683132928000.0,-821683124138000.0,4.0,20015444255600.0,0.00391310857042,20,0.125226860254,0.124990974078,0.250003306843,1.7334191682000001e-13
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-826188658157000.0,3779705.00903,-826188656420000.0,-826188655971000.0,-826188663817000.0,-826188662720000.0,-826188656026000.0,4.0,14286169955300.0,0.00391310857042,15,0.125226860254,0.124990974078,0.250003306843,1.7334191682000001e-13
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-830694216014000.0,2590877.64148,-830694216193000.0,-830694213027000.0,-830694218645000.0,-830694218495000.0,-830694213284000.0,4.0,6712646953100.0,0.00391300505149,10,0.125226860254,0.124990974078,0.249996693157,1.7334191682000001e-13
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-835199500886000.0,5385716.44987,-835199501131000.0,-835199494193000.0,-835199507090000.0,-835199506398000.0,-835199495032000.0,4.0,29005941678400.0,0.00195644559034,5,0.125226860254,0.124990974078,0.124994709051,1.7334191682000001e-13
