npp_capacity,elec_market_capacity,location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight-npp_capacity,PointProbability,ProbabilityWeight
1538.0,-1.0000000000000005e+200,cooper,2143538982.48,62990119.1456,2157435732.96,2200049998.73,1935309049.15,2027351940.71,2199227947.82,25.0,3967755109980000.0,2,0.5,0.0013003901170399999,0.5
769.0,-1.0000000000000005e+200,cooper,1058570571.16,29664093.2986,1052979109.44,1099247471.75,998310600.55,1013113842.02,1098746150.42,25.0,879958431227000.0,1,0.5,0.0013003901170399999,0.5
