smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,prefix,ProbabilityWeight,ProbabilityWeight-meoh_capacity,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-101750176493000.0,13883106.2568,-101750176493000.0,-101750166676000.0,-101750186309000.0,-101750185328000.0,-101750167657000.0,2.0,192740639338000.0,2.6175466018599997e-14,118,0.00779721069797,0.249963898917,0.249546279492,0.125000249693
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-102159998957000.0,19555815.3098,-102159998957000.0,-102159985129000.0,-102160012785000.0,-102160011403000.0,-102159986512000.0,2.0,382429912431000.0,2.6175466018599997e-14,124,0.0039133472,0.25,0.125226860254,0.125000249693
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-102732796431000.0,3193074.9213,-102732796431000.0,-102732794174000.0,-102732798689000.0,-102732798463000.0,-102732794399000.0,2.0,10195727453000.0,2.6175466018599997e-14,106,0.00391391230429,0.125018050542,0.250453720508,0.125000249693
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-103073698527000.0,32766940.3148,-103073698527000.0,-103073675357000.0,-103073721696000.0,-103073719379000.0,-103073677674000.0,2.0,1073672377590000.0,2.6175466018599997e-14,112,0.00779833681159,0.25,0.249546279492,0.125000249693
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-135873378103000.0,3999338.54616,-135873378103000.0,-135873375275000.0,-135873380931000.0,-135873380648000.0,-135873375558000.0,2.0,15994708806800.0,2.6175466018599997e-14,93,0.0155944213959,0.249963898917,0.249546279492,0.250000499385
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-136283263241000.0,39435361.3729,-136283263241000.0,-136283235356000.0,-136283291126000.0,-136283288338000.0,-136283238145000.0,2.0,1555147726610000.0,2.6175466018599997e-14,99,0.0078266944,0.25,0.125226860254,0.250000499385
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-136856020346000.0,18518788.3481,-136856020346000.0,-136856007252000.0,-136856033441000.0,-136856032132000.0,-136856008561000.0,2.0,342945521882000.0,2.6175466018599997e-14,81,0.00782782460857,0.125018050542,0.250453720508,0.250000499385
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-137196907421000.0,20865467.5782,-137196907421000.0,-137196892667000.0,-137196922175000.0,-137196920700000.0,-137196894142000.0,2.0,435367737258000.0,2.6175466018599997e-14,87,0.0155966736232,0.25,0.249546279492,0.250000499385
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-169996572173000.0,318533.264342,-169996572173000.0,-169996571948000.0,-169996572398000.0,-169996572376000.0,-169996571970000.0,2.0,101463440493.0,2.6175466018599997e-14,68,0.0155944213959,0.249963898917,0.249546279492,0.250000499385
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-170406454850000.0,31789256.5495,-170406454850000.0,-170406432372000.0,-170406477329000.0,-170406475081000.0,-170406434620000.0,2.0,1010556831970000.0,2.6175466018599997e-14,74,0.0078266944,0.25,0.125226860254,0.250000499385
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-170979209404000.0,10863636.5796,-170979209404000.0,-170979201722000.0,-170979217086000.0,-170979216318000.0,-170979202490000.0,2.0,118018599733000.0,2.6175466018599997e-14,56,0.00782782460857,0.125018050542,0.250453720508,0.250000499385
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-171320145674000.0,7595881.53678,-171320145674000.0,-171320140303000.0,-171320151045000.0,-171320150508000.0,-171320140840000.0,2.0,57697416320900.0,2.6175466018599997e-14,62,0.0155966736232,0.25,0.249546279492,0.250000499385
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-204119840881000.0,38479182.0506,-204119840881000.0,-204119813672000.0,-204119868090000.0,-204119865369000.0,-204119816393000.0,2.0,1480647451280000.0,2.6175466018599997e-14,43,0.0155943590951,0.249963898917,0.249546279492,0.249999500615
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-204529627414000.0,60403234.9173,-204529627414000.0,-204529584703000.0,-204529670126000.0,-204529665855000.0,-204529588974000.0,2.0,3648550788470000.0,2.6175466018599997e-14,49,0.00782666313177,0.25,0.125226860254,0.249999500615
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-205102449921000.0,16460147.2865,-205102449921000.0,-205102438282000.0,-205102461560000.0,-205102460396000.0,-205102439446000.0,2.0,270936448694000.0,2.6175466018599997e-14,31,0.00782779333583,0.125018050542,0.250453720508,0.249999500615
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-205443344859000.0,25339802.1989,-205443344859000.0,-205443326941000.0,-205443362777000.0,-205443360985000.0,-205443328733000.0,2.0,642105575478000.0,2.6175466018599997e-14,37,0.0155966113133,0.25,0.249546279492,0.249999500615
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-238242747066000.0,57636330.5461,-238242747066000.0,-238242706311000.0,-238242787821000.0,-238242783746000.0,-238242710387000.0,2.0,3321946598820000.0,2.6175466018599997e-14,18,0.00779714839709,0.249963898917,0.249546279492,0.124999250922
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-238652633167000.0,36863615.1256,-238652633167000.0,-238652607100000.0,-238652659233000.0,-238652656627000.0,-238652609707000.0,2.0,1358926120130000.0,2.6175466018599997e-14,24,0.00391331593177,0.25,0.125226860254,0.124999250922
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-239225381040000.0,5023724.93556,-239225381040000.0,-239225377488000.0,-239225384593000.0,-239225384238000.0,-239225377843000.0,2.0,25237812228200.0,2.6175466018599997e-14,6,0.00391388103154,0.125018050542,0.250453720508,0.124999250922
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-239566284054000.0,9337806.36645,-239566284054000.0,-239566277451000.0,-239566290657000.0,-239566289997000.0,-239566278112000.0,2.0,87194627737300.0,2.6175466018599997e-14,12,0.00779827450171,0.25,0.249546279492,0.124999250922
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-340546845948000.0,3680963.80632,-340546845948000.0,-340546843345000.0,-340546848551000.0,-340546848291000.0,-340546843606000.0,2.0,13549494543400.0,2.6175466018599997e-14,117,0.00779833681159,0.25,0.249546279492,0.125000249693
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-340956766493000.0,14999281.9344,-340956766493000.0,-340956755887000.0,-340956777099000.0,-340956776039000.0,-340956756948000.0,2.0,224978458548000.0,2.6175466018599997e-14,123,0.00391278209571,0.249963898917,0.125226860254,0.125000249693
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-341939336633000.0,4681872.92476,-341939336633000.0,-341939333323000.0,-341939339944000.0,-341939339613000.0,-341939333654000.0,2.0,21919934083600.0,2.6175466018599997e-14,111,0.0038997314626,0.125018050542,0.249546279492,0.125000249693
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-374670049703000.0,27684185.6521,-374670049703000.0,-374670030127000.0,-374670069278000.0,-374670067321000.0,-374670032085000.0,2.0,766414135222000.0,2.6175466018599997e-14,92,0.0155966736232,0.25,0.249546279492,0.250000499385
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-375079976401000.0,8676384.09712,-375079976401000.0,-375079970266000.0,-375079982536000.0,-375079981923000.0,-375079970880000.0,2.0,75279641000700.0,2.6175466018599997e-14,98,0.00782556419142,0.249963898917,0.125226860254,0.250000499385
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-376062564817000.0,14677260.6449,-376062564817000.0,-376062554438000.0,-376062575195000.0,-376062574157000.0,-376062555476000.0,2.0,215421980038000.0,2.6175466018599997e-14,86,0.00779946292521,0.125018050542,0.249546279492,0.250000499385
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-408793292849000.0,51007318.8691,-408793292849000.0,-408793256781000.0,-408793328916000.0,-408793325309000.0,-408793260388000.0,2.0,2601746578220000.0,2.6175466018599997e-14,67,0.0155966736232,0.25,0.249546279492,0.250000499385
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-409203184687000.0,24787929.1326,-409203184687000.0,-409203167160000.0,-409203202215000.0,-409203200462000.0,-409203168912000.0,2.0,614441430684000.0,2.6175466018599997e-14,73,0.00782556419142,0.249963898917,0.125226860254,0.250000499385
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-410185763432000.0,6716010.62612,-410185763432000.0,-410185758683000.0,-410185768181000.0,-410185767706000.0,-410185759158000.0,2.0,45104798730100.0,2.6175466018599997e-14,61,0.00779946292521,0.125018050542,0.249546279492,0.250000499385
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-442916516517000.0,48720835.4846,-442916516517000.0,-442916482066000.0,-442916550968000.0,-442916547523000.0,-442916485511000.0,2.0,2373719810320000.0,2.6175466018599997e-14,42,0.0155966113133,0.25,0.249546279492,0.249999500615
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-443326387650000.0,8821354.28971,-443326387650000.0,-443326381412000.0,-443326393887000.0,-443326393264000.0,-443326382036000.0,2.0,77816291504500.0,2.6175466018599997e-14,48,0.0078255329277,0.249963898917,0.125226860254,0.249999500615
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-444309002478000.0,15786542.6722,-444309002478000.0,-444308991316000.0,-444309013641000.0,-444309012525000.0,-444308992432000.0,2.0,249214929541000.0,2.6175466018599997e-14,36,0.00779943176577,0.125018050542,0.249546279492,0.249999500615
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-477039448632000.0,20506063.5972,-477039448632000.0,-477039434132000.0,-477039463132000.0,-477039461682000.0,-477039435582000.0,2.0,420498644251000.0,2.6175466018599997e-14,17,0.00779827450171,0.25,0.249546279492,0.124999250922
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-477449294923000.0,6319261.62906,-477449294923000.0,-477449290454000.0,-477449299391000.0,-477449298944000.0,-477449290901000.0,2.0,39933067536500.0,2.6175466018599997e-14,23,0.00391275083199,0.249963898917,0.125226860254,0.124999250922
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-478431956896000.0,7397479.12963,-478431956896000.0,-478431951666000.0,-478431962127000.0,-478431961604000.0,-478431952189000.0,2.0,54722697473400.0,2.6175466018599997e-14,11,0.00389970030317,0.125018050542,0.249546279492,0.124999250922
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-579412493866000.0,7267270.67498,-579412493866000.0,-579412488727000.0,-579412499005000.0,-579412498491000.0,-579412489241000.0,2.0,52813223063500.0,2.6175466018599997e-14,116,0.0038997314626,0.125018050542,0.249546279492,0.125000249693
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-579753393520000.0,10916913.2306,-579753393520000.0,-579753385801000.0,-579753401239000.0,-579753400467000.0,-579753386573000.0,2.0,119178994485000.0,2.6175466018599997e-14,122,0.0039133472,0.25,0.125226860254,0.125000249693
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-613535698958000.0,33826426.2363,-613535698958000.0,-613535675039000.0,-613535722877000.0,-613535720485000.0,-613535677431000.0,2.0,1144227111920000.0,2.6175466018599997e-14,91,0.00779946292521,0.125018050542,0.249546279492,0.250000499385
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-613876585435000.0,41267072.5114,-613876585435000.0,-613876556255000.0,-613876614616000.0,-613876611698000.0,-613876559173000.0,2.0,1702971273660000.0,2.6175466018599997e-14,97,0.0078266944,0.25,0.125226860254,0.250000499385
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-647658949965000.0,36679691.1939,-647658949965000.0,-647658924028000.0,-647658975901000.0,-647658973308000.0,-647658926622000.0,2.0,1345399746080000.0,2.6175466018599997e-14,66,0.00779946292521,0.125018050542,0.249546279492,0.250000499385
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-647999864455000.0,30505979.1872,-647999864455000.0,-647999842884000.0,-647999886026000.0,-647999883869000.0,-647999845041000.0,2.0,930614766169000.0,2.6175466018599997e-14,72,0.0078266944,0.25,0.125226860254,0.250000499385
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-681782156642000.0,1697268.31849,-681782156642000.0,-681782155441000.0,-681782157842000.0,-681782157722000.0,-681782155561000.0,2.0,2880719744960.0,2.6175466018599997e-14,41,0.00779943176577,0.125018050542,0.249546279492,0.249999500615
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-682123069848000.0,6739852.71999,-682123069848000.0,-682123065083000.0,-682123074614000.0,-682123074138000.0,-682123065559000.0,2.0,45425614687100.0,2.6175466018599997e-14,47,0.00782666313177,0.25,0.125226860254,0.249999500615
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-715905116031000.0,34918707.9582,-715905116031000.0,-715905091340000.0,-715905140723000.0,-715905138254000.0,-715905093809000.0,2.0,1219316165470000.0,2.6175466018599997e-14,16,0.00389970030317,0.125018050542,0.249546279492,0.124999250922
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-716245985149000.0,45597743.6617,-716245985149000.0,-716245952906000.0,-716246017391000.0,-716246014167000.0,-716245956131000.0,2.0,2079154227040000.0,2.6175466018599997e-14,22,0.00391331593177,0.25,0.125226860254,0.124999250922
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-818619076207000.0,43910310.4914,-818619076207000.0,-818619045158000.0,-818619107256000.0,-818619104151000.0,-818619048263000.0,2.0,1928115367450000.0,2.6175466018599997e-14,121,0.00195695615214,0.125018050542,0.125226860254,0.125000249693
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-852742263631000.0,53721882.7986,-852742263631000.0,-852742225644000.0,-852742301618000.0,-852742297819000.0,-852742229442000.0,2.0,2886040691430000.0,2.6175466018599997e-14,96,0.00391391230429,0.125018050542,0.125226860254,0.250000499385
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-886865510934000.0,18093765.8079,-886865510934000.0,-886865498140000.0,-886865523729000.0,-886865522449000.0,-886865499420000.0,2.0,327384361113000.0,2.6175466018599997e-14,71,0.00391391230429,0.125018050542,0.125226860254,0.250000499385
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-920988692719000.0,27678280.2057,-920988692719000.0,-920988673148000.0,-920988712291000.0,-920988710333000.0,-920988675105000.0,2.0,766087195143000.0,2.6175466018599997e-14,46,0.00391389666791,0.125018050542,0.125226860254,0.249999500615
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-955111633560000.0,5339183.43445,-955111633560000.0,-955111629784000.0,-955111637335000.0,-955111636958000.0,-955111630162000.0,2.0,28506879746700.0,2.6175466018599997e-14,21,0.00195694051577,0.125018050542,0.125226860254,0.124999250922
