smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-h2_storage_capacity,PointProbability,prefix,ProbabilityWeight-htse_capacity,ProbabilityWeight-meoh_capacity,ProbabilityWeight
720.0,-323.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1095068788.74,9208664.53581,-1095068788.74,-1088557279.61,-1101580297.88,-1100929146.97,-1089208430.52,2.0,84799502533100.0,0.111111298535,1.83804491715e-14,360,0.110483870968,0.055548424363,0.000681912811344
720.0,-460.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1095357775.72,10147481.4443,-1095357775.72,-1088182422.78,-1102533128.66,-1101815593.36,-1088899958.07,2.0,102971379662000.0,0.111111298535,1.83804491715e-14,339,0.111290322581,0.111096848726,0.00137378055424
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1096954257.76,23296231.2399,-1096954257.76,-1080481334.68,-1113427180.85,-1111779888.54,-1082128626.99,2.0,542714389984000.0,0.111111298535,1.83804491715e-14,645,0.110483870968,0.111096848726,0.00136382562269
720.0,-185.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,3128853.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1102213706.77,46201543.291,-1102213706.77,-1069544282.21,-1134883131.33,-1131616188.88,-1072811224.67,2.0,2134582602470000.0,0.111111298535,1.83804491715e-14,578,0.111290322581,0.111128939092,0.00137417737127
720.0,-667.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,4380394.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1108567478.87,2911479.15359,-1108567478.87,-1106508752.21,-1110626205.52,-1110420332.85,-1106714624.88,2.0,8476710861800.0,0.111111298535,1.83804491715e-14,702,0.0556451612903,0.111128939092,0.000687088685635
720.0,-598.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1109146354.27,599985.155119,-1109146354.27,-1108722100.7,-1109570607.84,-1109528182.48,-1108764526.05,2.0,359982186363.0,0.111111298535,1.83804491715e-14,614,0.111290322581,0.111096848726,0.00137378055424
720.0,-667.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1109708903.46,22422700.2264,-1109708903.46,-1093853660.07,-1125564146.84,-1123978622.5,-1095439184.41,2.0,502777485444000.0,0.111111298535,1.83804491715e-14,308,0.0556451612903,0.111128939092,0.000687088685635
720.0,-529.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,3128853.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1112814713.1,9683915.7824,-1112814713.1,-1105967150.58,-1119662275.62,-1118977519.37,-1106651906.83,2.0,93778224880600.0,0.111111298535,1.83804491715e-14,526,0.111290322581,0.111096848726,0.00137378055424
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1115570619.48,61259900.1918,-1115570619.48,-1072253328.64,-1158887910.33,-1154556181.24,-1076585057.73,2.0,3752775371510000.0,0.111111298535,1.83804491715e-14,329,0.111290322581,0.111096848726,0.00137378055424
720.0,-116.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1119416506.88,13838145.3651,-1119416506.88,-1109631460.45,-1129201553.3,-1128223048.66,-1110609965.09,2.0,191494267144000.0,0.111111298535,1.83804491715e-14,490,0.111290322581,0.055548424363,0.00068689027712
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1122247904.73,46227848.293,-1122247904.73,-1089559879.72,-1154935929.74,-1151667127.24,-1092828682.22,2.0,2137013957800000.0,0.111111298535,1.83804491715e-14,469,0.111290322581,0.111096848726,0.00137378055424
720.0,-460.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1141495932.55,31565085.835,-1141495932.55,-1119176046.31,-1163815818.8,-1161583830.17,-1121408034.93,2.0,996354643769000.0,0.111111298535,1.83804491715e-14,635,0.111290322581,0.111096848726,0.00137378055424
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,3128853.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1156323537.29,51467454.0934,-1156323537.29,-1119930551.49,-1192716523.09,-1189077224.51,-1123569850.07,2.0,2648898830860000.0,0.111111298535,1.83804491715e-14,547,0.110483870968,0.111128939092,0.00136421956423
720.0,-460.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1159195863.46,2663605.33935,-1159195863.46,-1157312410.06,-1161079316.85,-1160890971.51,-1157500755.4,2.0,7094793403810.0,0.111111298535,1.83804491715e-14,438,0.111290322581,0.111128939092,0.00137417737127
720.0,-667.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1162136580.56,38018300.9515,-1162136580.56,-1135253582.15,-1189019578.98,-1186331279.14,-1137941881.99,2.0,1445391207240000.0,0.111111298535,1.83804491715e-14,604,0.0556451612903,0.111096848726,0.00068689027712
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,4380394.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1166305672.37,6650200.33701,-1166305672.37,-1161603270.61,-1171008074.12,-1170537833.95,-1162073510.79,2.0,44225164522300.0,0.111111298535,1.83804491715e-14,723,0.111290322581,0.111128939092,0.00137417737127
720.0,-391.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1173433635.57,47826831.7889,-1173433635.57,-1139614958.49,-1207252312.65,-1203870444.94,-1142996826.2,2.0,2287405838970000.0,0.111111298535,1.83804491715e-14,350,0.110483870968,0.055548424363,0.000681912811344
720.0,-598.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1180730344.29,5274318.36641,-1180730344.29,-1177000838.01,-1184459850.57,-1184086899.94,-1177373788.64,2.0,27818434230200.0,0.111111298535,1.83804491715e-14,220,0.111290322581,0.055548424363,0.00068689027712
720.0,-185.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1188522716.17,4598973.41102,-1188522716.17,-1185270750.89,-1191774681.46,-1191449484.93,-1185595947.42,2.0,21150556435300.0,0.111111298535,1.83804491715e-14,480,0.111290322581,0.055548424363,0.00068689027712
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1192863097.95,35151749.7217,-1192863097.95,-1168007057.35,-1217719138.55,-1215233534.49,-1170492661.41,2.0,1235645508500000.0,0.111111298535,1.83804491715e-14,407,0.0556451612903,0.111128939092,0.000687088685635
720.0,-254.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,3128853.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1193167531.03,20697118.4442,-1193167531.03,-1178532458.23,-1207802603.83,-1206339096.55,-1179995965.51,2.0,428370711891000.0,0.111111298535,1.83804491715e-14,568,0.111290322581,0.111128939092,0.00137417737127
720.0,-598.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,4380394.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1195173613.88,17612788.2529,-1195173613.88,-1182719491.87,-1207627735.88,-1206382323.68,-1183964904.07,2.0,310210310041000.0,0.111111298535,1.83804491715e-14,713,0.111290322581,0.111128939092,0.00137417737127
720.0,-598.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,3128853.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1202357301.79,9664997.87692,-1202357301.79,-1195523116.25,-1209191487.33,-1208508068.78,-1196206534.81,2.0,93412183960800.0,0.111111298535,1.83804491715e-14,516,0.111290322581,0.111096848726,0.00137378055424
720.0,-323.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1206173358.38,34740656.1883,-1206173358.38,-1181608004.8,-1230738711.95,-1228282176.59,-1184064540.16,2.0,1206913192390000.0,0.111111298535,1.83804491715e-14,459,0.110483870968,0.111096848726,0.00136382562269
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,3128853.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1214278075.7,13651588.6546,-1214278075.7,-1204624944.78,-1223931206.61,-1222965893.52,-1205590257.88,2.0,186365872795000.0,0.111111298535,1.83804491715e-14,589,0.111290322581,0.111096848726,0.00137378055424
720.0,-460.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,3128853.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1218437418.22,1664124.29226,-1218437418.22,-1217260704.65,-1219614131.79,-1219496460.43,-1217378376.0,2.0,2769309660100.0,0.111111298535,1.83804491715e-14,537,0.111290322581,0.111128939092,0.00137417737127
720.0,-667.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1228531322.87,9382574.75286,-1228531322.87,-1221896840.64,-1235165805.11,-1234502356.88,-1222560288.86,2.0,88032708993100.0,0.111111298535,1.83804491715e-14,801,0.0556451612903,0.055548424363,0.00034344513856
720.0,-667.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1229791462.25,51516887.8758,-1229791462.25,-1193363521.49,-1266219403.02,-1262576608.94,-1197006315.57,2.0,2653989736410000.0,0.111111298535,1.83804491715e-14,210,0.0556451612903,0.055548424363,0.00034344513856
720.0,-667.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,3128853.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1232918182.87,3155495.75981,-1232918182.87,-1230686910.42,-1235149455.32,-1234926328.07,-1230910037.66,2.0,9957153490170.0,0.111111298535,1.83804491715e-14,506,0.0556451612903,0.111096848726,0.00068689027712
720.0,-323.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1232934908.65,268466.863723,-1232934908.65,-1232745073.91,-1233124743.39,-1233105759.92,-1232764057.39,2.0,72074456917.2,0.111111298535,1.83804491715e-14,656,0.110483870968,0.111096848726,0.00136382562269
720.0,-529.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1244297769.22,18232385.9072,-1244297769.22,-1231405525.51,-1257190012.94,-1255900788.57,-1232694749.88,2.0,332419895867000.0,0.111111298535,1.83804491715e-14,428,0.111290322581,0.111128939092,0.00137417737127
720.0,-598.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1245569621.82,1796942.32382,-1245569621.82,-1244298991.72,-1246840251.93,-1246713188.92,-1244426054.73,2.0,3229001715120.0,0.111111298535,1.83804491715e-14,811,0.111290322581,0.055548424363,0.00068689027712
720.0,-598.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1248160097.39,63907699.9273,-1248160097.39,-1202970529.4,-1293349665.38,-1288830708.58,-1207489486.2,2.0,4084194110000000.0,0.111111298535,1.83804491715e-14,319,0.111290322581,0.111096848726,0.00137378055424
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1252390045.68,557706.428326,-1252390045.68,-1251995687.69,-1252784403.68,-1252744967.88,-1252035123.49,2.0,311036460197.0,0.111111298535,1.83804491715e-14,625,0.111290322581,0.111096848726,0.00137378055424
720.0,-323.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,3128853.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1253466567.24,25737967.3365,-1253466567.24,-1235267076.0,-1271666058.48,-1269846109.36,-1237087025.13,2.0,662442962616000.0,0.111111298535,1.83804491715e-14,558,0.110483870968,0.111128939092,0.00136421956423
720.0,-460.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1255392761.02,228631.012936,-1255392761.02,-1255231094.48,-1255554427.56,-1255538260.9,-1255247261.13,2.0,52272140075.9,0.111111298535,1.83804491715e-14,340,0.111290322581,0.055548424363,0.00068689027712
720.0,-391.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1258335603.8,17831241.8593,-1258335603.8,-1245727011.77,-1270944195.84,-1269683336.63,-1246987870.97,2.0,317953186246000.0,0.111111298535,1.83804491715e-14,646,0.110483870968,0.111096848726,0.00136382562269
720.0,-47.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,3128853.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1258393479.94,3715161.51713,-1258393479.94,-1255766464.04,-1261020495.84,-1260757794.25,-1256029165.63,2.0,13802425098300.0,0.111111298535,1.83804491715e-14,600,0.0556451612903,0.055548424363,0.00034344513856
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1267276388.82,29587992.0673,-1267276388.82,-1246354518.98,-1288198258.65,-1286106071.67,-1248446705.97,2.0,875449274576000.0,0.111111298535,1.83804491715e-14,309,0.0556451612903,0.111096848726,0.00068689027712
720.0,-460.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,4380394.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1272478097.17,4670578.80501,-1272478097.17,-1269175499.22,-1275780695.11,-1275450435.32,-1269505759.02,2.0,21814306373800.0,0.111111298535,1.83804491715e-14,734,0.111290322581,0.111096848726,0.00137378055424
720.0,-667.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,4380394.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1273662188.53,4957880.66108,-1273662188.53,-1270156437.49,-1277167939.57,-1276817364.46,-1270507012.6,2.0,24580580649500.0,0.111111298535,1.83804491715e-14,703,0.0556451612903,0.111128939092,0.000687088685635
720.0,-598.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1273764651.4,10698684.4525,-1273764651.4,-1266199539.08,-1281329763.73,-1280573252.49,-1266956050.31,2.0,114461849014000.0,0.111111298535,1.83804491715e-14,615,0.111290322581,0.111096848726,0.00137378055424
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1289239159.22,3168074.03601,-1289239159.22,-1286998992.59,-1291479325.85,-1291255309.19,-1287223009.25,2.0,10036693097700.0,0.111111298535,1.83804491715e-14,667,0.111290322581,0.111128939092,0.00137417737127
720.0,-185.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,3128853.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1296052206.33,61832134.3879,-1296052206.33,-1252330284.81,-1339774127.85,-1335401935.7,-1256702476.96,2.0,3823212842970000.0,0.111111298535,1.83804491715e-14,579,0.111290322581,0.111096848726,0.00137378055424
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,3128853.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1298301798.39,24516934.2095,-1298301798.39,-1280965707.96,-1315637888.82,-1313904279.78,-1282699317.0,2.0,601080063031000.0,0.111111298535,1.83804491715e-14,527,0.111290322581,0.111128939092,0.00137417737127
720.0,-460.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1301697893.27,7491636.99057,-1301697893.27,-1296400505.95,-1306995280.59,-1306465541.85,-1296930244.68,2.0,56124624798500.0,0.111111298535,1.83804491715e-14,636,0.111290322581,0.111096848726,0.00137378055424
720.0,-254.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1304810599.68,4194229.81889,-1304810599.68,-1301844831.33,-1307776368.02,-1307479791.19,-1302141408.17,2.0,17591563773700.0,0.111111298535,1.83804491715e-14,470,0.111290322581,0.055548424363,0.00068689027712
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1305321871.16,75026623.8244,-1305321871.16,-1252270036.68,-1358373705.63,-1353068522.19,-1257575220.13,2.0,5628994282480000.0,0.111111298535,1.83804491715e-14,449,0.110483870968,0.111096848726,0.00136382562269
720.0,-460.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1314883063.47,37232159.3667,-1314883063.47,-1288555951.1,-1341210175.84,-1338577464.6,-1291188662.34,2.0,1386233691110000.0,0.111111298535,1.83804491715e-14,439,0.111290322581,0.111096848726,0.00137378055424
720.0,-598.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1322846853.42,48854058.0741,-1322846853.42,-1288301817.67,-1357391889.17,-1353937385.6,-1291756321.24,2.0,2386718990300000.0,0.111111298535,1.83804491715e-14,418,0.111290322581,0.111128939092,0.00137417737127
720.0,-529.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,4380394.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1323133266.57,30414589.7748,-1323133266.57,-1301626903.89,-1344639629.24,-1342488992.97,-1303777540.16,2.0,925047271169000.0,0.111111298535,1.83804491715e-14,724,0.111290322581,0.111096848726,0.00137378055424
720.0,-391.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,3128853.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1338178062.72,37792079.2059,-1338178062.72,-1311455027.24,-1364901098.2,-1362228794.65,-1314127330.78,2.0,1428241250700000.0,0.111111298535,1.83804491715e-14,548,0.110483870968,0.111128939092,0.00136421956423
720.0,-598.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1338910238.61,17244100.3118,-1338910238.61,-1326716818.34,-1351103658.88,-1349884316.85,-1327936160.37,2.0,297358995562000.0,0.111111298535,1.83804491715e-14,812,0.111290322581,0.111128939092,0.00137417737127
720.0,-529.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1339387556.9,71386825.6952,-1339387556.9,-1288909448.36,-1389865665.43,-1384817854.58,-1293957259.22,2.0,5096078882840000.0,0.111111298535,1.83804491715e-14,330,0.111290322581,0.055548424363,0.00068689027712
720.0,-529.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1355426989.77,7814039.8197,-1355426989.77,-1349901629.22,-1360952350.31,-1360399814.26,-1350454165.28,2.0,61059218303900.0,0.111111298535,1.83804491715e-14,822,0.111290322581,0.111128939092,0.00137417737127
720.0,-598.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,3128853.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1365938142.83,36597638.6977,-1365938142.83,-1340059704.33,-1391816581.32,-1389228737.47,-1342647548.18,2.0,1339387158250000.0,0.111111298535,1.83804491715e-14,517,0.111290322581,0.111128939092,0.00137417737127
720.0,-529.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1366927307.44,15209330.4719,-1366927307.44,-1356172686.72,-1377681928.15,-1376606466.08,-1357248148.79,2.0,231323733404000.0,0.111111298535,1.83804491715e-14,626,0.111290322581,0.111096848726,0.00137378055424
720.0,-667.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1366971895.45,11746783.605,-1366971895.45,-1358665665.11,-1375278125.8,-1374447502.76,-1359496288.15,2.0,137986925063000.0,0.111111298535,1.83804491715e-14,802,0.0556451612903,0.111128939092,0.000687088685635
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,4380394.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1368171099.45,42770793.7039,-1368171099.45,-1337927581.19,-1398414617.72,-1395390265.89,-1340951933.01,2.0,1829340794060000.0,0.111111298535,1.83804491715e-14,745,0.110483870968,0.111096848726,0.00136382562269
720.0,-323.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1369349439.98,83003577.3099,-1369349439.98,-1310657047.6,-1428041832.36,-1422172593.12,-1316526286.84,2.0,6889593846250000.0,0.111111298535,1.83804491715e-14,657,0.110483870968,0.111128939092,0.00136421956423
720.0,-116.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,3128853.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1371628532.31,38647913.8827,-1371628532.31,-1344300330.33,-1398956734.3,-1396223914.1,-1347033150.52,2.0,1493661247490000.0,0.111111298535,1.83804491715e-14,590,0.111290322581,0.055548424363,0.00068689027712
720.0,-598.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,4380394.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1373647607.79,20354010.6793,-1373647607.79,-1359255148.82,-1388040066.77,-1386600820.87,-1360694394.71,2.0,414285750733000.0,0.111111298535,1.83804491715e-14,714,0.111290322581,0.111096848726,0.00137378055424
720.0,-598.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1380356824.79,3767455.58186,-1380356824.79,-1377692831.4,-1383020818.18,-1382754418.84,-1377959230.74,2.0,14193721561300.0,0.111111298535,1.83804491715e-14,320,0.111290322581,0.055548424363,0.00068689027712
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,3128853.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1381797733.32,114971193.451,-1381797733.32,-1300500822.79,-1463094643.86,-1454964952.8,-1308630513.85,2.0,1.32183753236e+16,0.111111298535,1.83804491715e-14,569,0.111290322581,0.111096848726,0.00137378055424
720.0,-323.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,4380394.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1382945714.37,38905638.1818,-1382945714.37,-1355435273.78,-1410456154.95,-1407705110.89,-1358186317.84,2.0,1513648682330000.0,0.111111298535,1.83804491715e-14,755,0.110483870968,0.111096848726,0.00136382562269
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1383027178.45,275826.741608,-1383027178.45,-1382832139.49,-1383222217.41,-1383202713.51,-1382851643.38,2.0,76080391385.9,0.111111298535,1.83804491715e-14,429,0.111290322581,0.111096848726,0.00137378055424
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1385888654.86,15431867.9721,-1385888654.86,-1374976676.37,-1396800633.35,-1395709435.5,-1376067874.22,2.0,238142549109000.0,0.111111298535,1.83804491715e-14,605,0.0556451612903,0.111096848726,0.00068689027712
720.0,-323.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1387818288.08,12144558.9808,-1387818288.08,-1379230788.07,-1396405788.09,-1395547038.08,-1380089538.07,2.0,147490312837000.0,0.111111298535,1.83804491715e-14,460,0.110483870968,0.055548424363,0.000681912811344
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1402556309.77,91478685.1878,-1402556309.77,-1337871111.14,-1467241508.4,-1460772988.53,-1344339631.0,2.0,8368349843690000.0,0.111111298535,1.83804491715e-14,647,0.110483870968,0.111128939092,0.00136421956423
720.0,-667.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1404529493.96,54373576.4063,-1404529493.96,-1366081569.37,-1442977418.56,-1439132626.1,-1369926361.83,2.0,2956485811220000.0,0.111111298535,1.83804491715e-14,408,0.0556451612903,0.111128939092,0.000687088685635
720.0,-185.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1405159163.8,36341263.9844,-1405159163.8,-1379462009.6,-1430856318.0,-1428286602.58,-1382031725.02,2.0,1320687467980000.0,0.111111298535,1.83804491715e-14,678,0.111290322581,0.111128939092,0.00137417737127
720.0,-460.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,3128853.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1421053163.04,41939010.8091,-1421053163.04,-1391397804.1,-1450708521.98,-1447742986.08,-1394363339.99,2.0,1758880627650000.0,0.111111298535,1.83804491715e-14,538,0.111290322581,0.111128939092,0.00137417737127
720.0,-460.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,4380394.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1424848457.98,8789891.95059,-1424848457.98,-1418633065.78,-1431063850.18,-1430442310.96,-1419254605.0,2.0,77262200503000.0,0.111111298535,1.83804491715e-14,735,0.111290322581,0.111096848726,0.00137378055424
720.0,-254.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,4380394.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1427203052.37,33533414.4608,-1427203052.37,-1403491347.6,-1450914757.13,-1448543586.65,-1405862518.08,2.0,1124489885400000.0,0.111111298535,1.83804491715e-14,766,0.111290322581,0.111096848726,0.00137378055424
