npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight,ProbabilityWeight-ft_capacity,PointProbability,ProbabilityWeight-htse_capacity,prefix
522.0,-413.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-440853751341.0,675329.527427,-440853751341.0,-440853273811.0,-440854228871.0,-440854181118.0,-440853321564.0,2.0,456069970614.0,0.250009196248,0.0155839065661,0.25,1.0406674226900002e-12,0.249333333333,42
522.0,-413.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-440883629632.0,247400.743124,-440883629632.0,-440883454693.0,-440883804570.0,-440883787076.0,-440883472187.0,2.0,61207127698.3,0.125004598124,0.00779195328306,0.25,1.0406674226900002e-12,0.249333333333,47
522.0,-320.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124644860021000.0,133637.248576,-124644860021000.0,-124644859926000.0,-124644860115000.0,-124644860106000.0,-124644859936000.0,2.0,17858914207.1,0.124986205628,0.00779080681749,0.25,1.0406674226900002e-12,0.249333333333,28
522.0,-320.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124644889785000.0,322503.370608,-124644889785000.0,-124644889557000.0,-124644890013000.0,-124644889990000.0,-124644889580000.0,2.0,104008424054.0,0.249990803752,0.0155827601005,0.25,1.0406674226900002e-12,0.249333333333,33
522.0,-320.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124644919508000.0,764456.201587,-124644919508000.0,-124644918967000.0,-124644920048000.0,-124644919994000.0,-124644919021000.0,2.0,584393284145.0,0.250009196248,0.0155839065661,0.25,1.0406674226900002e-12,0.249333333333,38
522.0,-320.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124644948460000.0,177656.082016,-124644948460000.0,-124644948334000.0,-124644948585000.0,-124644948573000.0,-124644948346000.0,2.0,31561683477.3,0.250009196248,0.0155839065661,0.25,1.0406674226900002e-12,0.249333333333,43
522.0,-320.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124644978430000.0,457054.510505,-124644978430000.0,-124644978106000.0,-124644978753000.0,-124644978720000.0,-124644978139000.0,2.0,208898825573.0,0.125004598124,0.00779195328306,0.25,1.0406674226900002e-12,0.249333333333,48
522.0,-226.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124922384223000.0,365725.71455,-124922384223000.0,-124922383965000.0,-124922384482000.0,-124922384456000.0,-124922383991000.0,2.0,133755298283.0,0.124986205628,0.00783246888603,0.25,1.0406674226900002e-12,0.250666666667,54
522.0,-226.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124922414572000.0,714879.055857,-124922414572000.0,-124922414067000.0,-124922415078000.0,-124922415027000.0,-124922414117000.0,2.0,511052064504.0,0.249990803752,0.0156660903685,0.25,1.0406674226900002e-12,0.250666666667,59
522.0,-226.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124922443540000.0,1202943.07134,-124922443540000.0,-124922442689000.0,-124922444390000.0,-124922444305000.0,-124922442774000.0,2.0,1447072032880.0,0.250009196248,0.0156672429649,0.25,1.0406674226900002e-12,0.250666666667,64
522.0,-226.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124922473952000.0,585010.542794,-124922473952000.0,-124922473539000.0,-124922474366000.0,-124922474325000.0,-124922473580000.0,2.0,342237335180.0,0.250009196248,0.0156672429649,0.25,1.0406674226900002e-12,0.250666666667,69
522.0,-226.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124922503240000.0,341799.961113,-124922503240000.0,-124922502998000.0,-124922503481000.0,-124922503457000.0,-124922503022000.0,2.0,116827213417.0,0.125004598124,0.00783362148244,0.25,1.0406674226900002e-12,0.250666666667,74
522.0,-132.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125253050069000.0,358227.95199,-125253050069000.0,-125253049815000.0,-125253050322000.0,-125253050297000.0,-125253049841000.0,2.0,128327265587.0,0.124986205628,0.00391623444301,0.25,1.0406674226900002e-12,0.125333333333,80
522.0,-132.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125253080362000.0,1250538.60556,-125253080362000.0,-125253079478000.0,-125253081246000.0,-125253081158000.0,-125253079566000.0,2.0,1563846803990.0,0.249990803752,0.00783304518423,0.25,1.0406674226900002e-12,0.125333333333,85
522.0,-132.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125253109110000.0,13308.4898743,-125253109110000.0,-125253109100000.0,-125253109119000.0,-125253109118000.0,-125253109101000.0,2.0,177115902.736,0.250009196248,0.00783362148244,0.25,1.0406674226900002e-12,0.125333333333,90
522.0,-132.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125253139296000.0,1408002.15963,-125253139296000.0,-125253138301000.0,-125253140292000.0,-125253140192000.0,-125253138400000.0,2.0,1982470081520.0,0.250009196248,0.00783362148244,0.25,1.0406674226900002e-12,0.125333333333,95
522.0,-132.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125253168672000.0,513941.626702,-125253168672000.0,-125253168308000.0,-125253169035000.0,-125253168999000.0,-125253168345000.0,2.0,264135995657.0,0.125004598124,0.00391681074122,0.25,1.0406674226900002e-12,0.125333333333,100
522.0,-413.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125649715425000.0,208737.43567,-125649715425000.0,-125649715277000.0,-125649715572000.0,-125649715557000.0,-125649715292000.0,2.0,43571317050.2,0.124986205628,0.00389457688563,0.124973477615,1.0406674226900002e-12,0.249333333333,2
522.0,-413.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125649744427000.0,5797.0713145,-125649744427000.0,-125649744422000.0,-125649744431000.0,-125649744430000.0,-125649744423000.0,2.0,33606035.8254,0.249990803752,0.00778972688243,0.124973477615,1.0406674226900002e-12,0.249333333333,7
522.0,-413.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125649774133000.0,28757.2814899,-125649774133000.0,-125649774113000.0,-125649774154000.0,-125649774151000.0,-125649774115000.0,2.0,826981238.689,0.250009196248,0.00779029999359,0.124973477615,1.0406674226900002e-12,0.249333333333,12
522.0,-413.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125649803889000.0,398654.484107,-125649803889000.0,-125649803607000.0,-125649804171000.0,-125649804143000.0,-125649803635000.0,2.0,158925397699.0,0.250009196248,0.00779029999359,0.124973477615,1.0406674226900002e-12,0.249333333333,17
522.0,-413.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125649833599000.0,453232.112217,-125649833599000.0,-125649833278000.0,-125649833919000.0,-125649833887000.0,-125649833310000.0,2.0,205419347544.0,0.125004598124,0.00389514999679,0.124973477615,1.0406674226900002e-12,0.249333333333,22
522.0,-320.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-249853809633000.0,496480.508624,-249853809633000.0,-249853809282000.0,-249853809984000.0,-249853809949000.0,-249853809317000.0,2.0,246492895444.0,0.124986205628,0.00389457688563,0.124973477615,1.0406674226900002e-12,0.249333333333,3
522.0,-320.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-249853838768000.0,760151.169775,-249853838768000.0,-249853838230000.0,-249853839305000.0,-249853839251000.0,-249853838284000.0,2.0,577829800911.0,0.249990803752,0.00778972688243,0.124973477615,1.0406674226900002e-12,0.249333333333,8
522.0,-320.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-249853869370000.0,1335952.7516,-249853869370000.0,-249853868426000.0,-249853870315000.0,-249853870220000.0,-249853868520000.0,2.0,1784769754500.0,0.250009196248,0.00779029999359,0.124973477615,1.0406674226900002e-12,0.249333333333,13
522.0,-320.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-249853898481000.0,61059.5102448,-249853898481000.0,-249853898438000.0,-249853898524000.0,-249853898520000.0,-249853898442000.0,2.0,3728263791.33,0.250009196248,0.00779029999359,0.124973477615,1.0406674226900002e-12,0.249333333333,18
522.0,-320.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-249853927667000.0,215132.487302,-249853927667000.0,-249853927515000.0,-249853927819000.0,-249853927804000.0,-249853927530000.0,2.0,46281987092.9,0.125004598124,0.00389514999679,0.124973477615,1.0406674226900002e-12,0.249333333333,23
522.0,-226.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250184481062000.0,1240810.89337,-250184481062000.0,-250184480184000.0,-250184481939000.0,-250184481851000.0,-250184480272000.0,2.0,1539611673120.0,0.124986205628,0.00783246888603,0.25,1.0406674226900002e-12,0.250666666667,29
522.0,-226.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250184509730000.0,613346.123477,-250184509730000.0,-250184509296000.0,-250184510163000.0,-250184510120000.0,-250184509339000.0,2.0,376193467184.0,0.249990803752,0.0156660903685,0.25,1.0406674226900002e-12,0.250666666667,34
522.0,-226.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250184540747000.0,237754.335834,-250184540747000.0,-250184540579000.0,-250184540915000.0,-250184540898000.0,-250184540596000.0,2.0,56527124208.1,0.250009196248,0.0156672429649,0.25,1.0406674226900002e-12,0.250666666667,39
522.0,-226.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250184570640000.0,748483.443847,-250184570640000.0,-250184570110000.0,-250184571169000.0,-250184571116000.0,-250184570163000.0,2.0,560227465713.0,0.250009196248,0.0156672429649,0.25,1.0406674226900002e-12,0.250666666667,44
522.0,-226.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250184599690000.0,968342.100292,-250184599690000.0,-250184599005000.0,-250184600375000.0,-250184600306000.0,-250184599074000.0,2.0,937686423198.0,0.125004598124,0.00783362148244,0.25,1.0406674226900002e-12,0.250666666667,49
522.0,-132.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250462003606000.0,1215955.29452,-250462003606000.0,-250462002747000.0,-250462004466000.0,-250462004380000.0,-250462002833000.0,2.0,1478547278270.0,0.124986205628,0.00391623444301,0.25,1.0406674226900002e-12,0.125333333333,55
522.0,-132.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250462032438000.0,2693761.62138,-250462032438000.0,-250462030533000.0,-250462034343000.0,-250462034153000.0,-250462030724000.0,2.0,7256351672800.0,0.249990803752,0.00783304518423,0.25,1.0406674226900002e-12,0.125333333333,60
522.0,-132.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250462063476000.0,654092.908675,-250462063476000.0,-250462063014000.0,-250462063939000.0,-250462063893000.0,-250462063060000.0,2.0,427837533179.0,0.250009196248,0.00783362148244,0.25,1.0406674226900002e-12,0.125333333333,65
522.0,-132.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250462092935000.0,103148.229434,-250462092935000.0,-250462092862000.0,-250462093008000.0,-250462093000000.0,-250462092869000.0,2.0,10639557235.3,0.250009196248,0.00783362148244,0.25,1.0406674226900002e-12,0.125333333333,70
522.0,-132.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250462121490000.0,2705034.89221,-250462121490000.0,-250462119577000.0,-250462123403000.0,-250462123211000.0,-250462119768000.0,2.0,7317213768050.0,0.125004598124,0.00391681074122,0.25,1.0406674226900002e-12,0.125333333333,75
522.0,-226.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375393431839000.0,522392.149358,-375393431839000.0,-375393431470000.0,-375393432209000.0,-375393432172000.0,-375393431507000.0,2.0,272893557711.0,0.124986205628,0.0039154035,0.124973477615,1.0406674226900002e-12,0.250666666667,4
522.0,-226.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375393460268000.0,846668.402395,-375393460268000.0,-375393459669000.0,-375393460866000.0,-375393460807000.0,-375393459729000.0,2.0,716847383614.0,0.249990803752,0.00783138317592,0.124973477615,1.0406674226900002e-12,0.250666666667,9
522.0,-226.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375393491163000.0,440755.655004,-375393491163000.0,-375393490851000.0,-375393491475000.0,-375393491443000.0,-375393490882000.0,2.0,194265547418.0,0.250009196248,0.00783195935184,0.124973477615,1.0406674226900002e-12,0.250666666667,14
522.0,-226.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375393519778000.0,498437.271961,-375393519778000.0,-375393519426000.0,-375393520130000.0,-375393520095000.0,-375393519461000.0,2.0,248439714080.0,0.250009196248,0.00783195935184,0.124973477615,1.0406674226900002e-12,0.250666666667,19
522.0,-226.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375393549517000.0,428511.924312,-375393549517000.0,-375393549214000.0,-375393549820000.0,-375393549790000.0,-375393549244000.0,2.0,183622469277.0,0.125004598124,0.00391597967592,0.124973477615,1.0406674226900002e-12,0.250666666667,24
522.0,-132.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375724100093000.0,938211.727919,-375724100093000.0,-375724099429000.0,-375724100756000.0,-375724100690000.0,-375724099496000.0,2.0,880241246404.0,0.124986205628,0.00391623444301,0.25,1.0406674226900002e-12,0.125333333333,30
522.0,-132.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375724129894000.0,27204.4749985,-375724129894000.0,-375724129875000.0,-375724129914000.0,-375724129912000.0,-375724129877000.0,2.0,740083459.941,0.249990803752,0.00783304518423,0.25,1.0406674226900002e-12,0.125333333333,35
522.0,-132.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375724160156000.0,1298332.90307,-375724160156000.0,-375724159237000.0,-375724161074000.0,-375724160982000.0,-375724159329000.0,2.0,1685668327200.0,0.250009196248,0.00783362148244,0.25,1.0406674226900002e-12,0.125333333333,40
522.0,-132.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375724189129000.0,963588.420276,-375724189129000.0,-375724188448000.0,-375724189810000.0,-375724189742000.0,-375724188516000.0,2.0,928502643690.0,0.250009196248,0.00783362148244,0.25,1.0406674226900002e-12,0.125333333333,45
522.0,-132.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375724218289000.0,154620.299803,-375724218289000.0,-375724218180000.0,-375724218398000.0,-375724218387000.0,-375724218190000.0,2.0,23907437111.3,0.125004598124,0.00391681074122,0.25,1.0406674226900002e-12,0.125333333333,50
522.0,-132.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-500933050761000.0,373248.170605,-500933050761000.0,-500933050497000.0,-500933051025000.0,-500933050998000.0,-500933050523000.0,2.0,139314196860.0,0.124986205628,0.00195770175,0.124973477615,1.0406674226900002e-12,0.125333333333,5
522.0,-132.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-500933079409000.0,1024919.59211,-500933079409000.0,-500933078684000.0,-500933080133000.0,-500933080061000.0,-500933078756000.0,2.0,1050460170290.0,0.249990803752,0.00391569158796,0.124973477615,1.0406674226900002e-12,0.125333333333,10
522.0,-132.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-500933108476000.0,1785512.54894,-500933108476000.0,-500933107213000.0,-500933109738000.0,-500933109612000.0,-500933107339000.0,2.0,3188055062430.0,0.250009196248,0.00391597967592,0.124973477615,1.0406674226900002e-12,0.125333333333,15
522.0,-132.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-500933141668000.0,1682896.9035,-500933141668000.0,-500933140478000.0,-500933142858000.0,-500933142739000.0,-500933140597000.0,2.0,2832141987800.0,0.250009196248,0.00391597967592,0.124973477615,1.0406674226900002e-12,0.125333333333,20
522.0,-132.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-500933169068000.0,497143.708494,-500933169068000.0,-500933168717000.0,-500933169420000.0,-500933169384000.0,-500933168752000.0,2.0,247151866895.0,0.125004598124,0.00195798983796,0.124973477615,1.0406674226900002e-12,0.125333333333,25
