smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-h2_storage_capacity,PointProbability,prefix,ProbabilityWeight-ft_capacity,ProbabilityWeight-htse_capacity,ProbabilityWeight
720.0,-154.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1203399449.83,13921060.9634,-1203137518.01,-1187476122.22,-1219846641.07,-1218142373.94,-1189023230.26,4.0,193795938348000.0,0.250000944804,4.95258127397e-14,115,0.124990974078,0.125226860254,0.00391307159924
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1217981016.09,4785453.36678,-1218221963.93,-1212661350.67,-1222818785.84,-1222565072.88,-1213059632.33,4.0,22900563925600.0,0.125000566882,4.95258127397e-14,98,0.249981948155,0.249546279492,0.00779779350107
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1268251210.01,24094676.579,-1261036416.02,-1249158551.65,-1301773456.34,-1296958830.9,-1249644300.7,4.0,580553439448000.0,0.250000944804,4.95258127397e-14,91,0.249981948155,0.125226860254,0.00782614319848
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1283132450.89,14997083.1452,-1279379026.9,-1269647982.44,-1304123767.31,-1300932697.48,-1270586997.87,4.0,224912502863000.0,0.124998488314,4.95258127397e-14,103,0.124990974078,0.249546279492,0.00389883191784
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1300427129.46,18798078.6586,-1302030825.61,-1278743479.83,-1318903386.78,-1318027291.75,-1280581792.55,4.0,353367761255000.0,0.249999055196,4.95258127397e-14,108,0.124990974078,0.249546279492,0.00779772866837
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1336934247.34,17793449.4254,-1338158754.0,-1318434270.47,-1352985210.89,-1352736860.0,-1319417325.35,4.0,316606842455000.0,0.250000944804,4.95258127397e-14,114,0.124990974078,0.250453720508,0.00782614319848
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1382849687.74,13395669.861,-1382273106.92,-1371174299.89,-1395678237.24,-1395299577.49,-1371207011.14,4.0,179443971025000.0,0.125000566882,4.95258127397e-14,97,0.249981948155,0.249546279492,0.00779779350107
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1400949487.72,22001657.4316,-1394989164.2,-1382670159.83,-1431149462.67,-1426957773.39,-1383285654.99,4.0,484072929736000.0,0.124998488314,4.95258127397e-14,102,0.124990974078,0.249546279492,0.00389883191784
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1407872349.52,16013310.7216,-1405748722.13,-1390776984.02,-1429214969.78,-1426070029.83,-1392647747.54,4.0,256426120267000.0,0.249999055196,4.95258127397e-14,107,0.124990974078,0.249546279492,0.00779772866837
720.0,-154.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1447654362.24,35762185.3425,-1453576342.46,-1399712728.86,-1483752035.17,-1480589031.09,-1406428921.07,4.0,1278933900470000.0,0.250000944804,4.95258127397e-14,120,0.124990974078,0.125226860254,0.00391307159924
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1459741061.93,11363632.2966,-1461266000.25,-1445208455.21,-1471223792.03,-1470398387.94,-1446948822.28,4.0,129132138971000.0,0.250000944804,4.95258127397e-14,113,0.124990974078,0.249546279492,0.00779778760718
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1489235780.22,24139773.1265,-1484140449.93,-1465900223.27,-1522761997.75,-1517527056.61,-1468077966.23,4.0,582728646601000.0,0.125000566882,4.95258127397e-14,96,0.249981948155,0.125226860254,0.0039130745569
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1524390982.44,20548051.7812,-1523929251.44,-1503793829.16,-1545911597.72,-1544678752.89,-1504749635.39,4.0,422222432001000.0,0.124998488314,4.95258127397e-14,101,0.124990974078,0.125226860254,0.00195650474422
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1550986150.13,15831712.0248,-1555812766.98,-1528679213.06,-1563639853.5,-1563197732.17,-1532017304.51,4.0,250643105635000.0,0.249999055196,4.95258127397e-14,106,0.124990974078,0.125226860254,0.00391304202267
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1562742931.3,24187653.9646,-1562009734.36,-1541272349.78,-1585679906.71,-1585066781.39,-1541445556.93,4.0,585042604312000.0,0.250000944804,4.95258127397e-14,119,0.124990974078,0.250453720508,0.00782614319848
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1618928797.99,41974721.0258,-1607943130.28,-1584246098.87,-1675582832.53,-1668102686.92,-1585134843.86,4.0,1761877205190000.0,0.250000944804,4.95258127397e-14,112,0.124990974078,0.249546279492,0.00779778760718
720.0,-154.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1634257091.49,13120719.6277,-1629508752.97,-1624435347.89,-1653575512.13,-1650103725.92,-1625058130.99,4.0,172153283548000.0,0.125000566882,4.95258127397e-14,125,0.124990974078,0.125226860254,0.00195653727845
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1697903126.27,21871330.0547,-1698750651.78,-1673179298.13,-1720931903.37,-1719417285.44,-1675202431.37,4.0,478355078361000.0,0.250000944804,4.95258127397e-14,118,0.124990974078,0.249546279492,0.00779778760718
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1717068266.16,14260586.3979,-1715373233.47,-1701920311.15,-1735606286.54,-1733164046.53,-1703345531.56,4.0,203364324413000.0,0.250000944804,4.95258127397e-14,111,0.124990974078,0.125226860254,0.00391307159924
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1765026226.95,11182659.0358,-1764007641.99,-1753674156.02,-1778415467.81,-1777109025.95,-1754369446.89,4.0,125051863112000.0,0.125000566882,4.95258127397e-14,124,0.124990974078,0.250453720508,0.0039130745569
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1819087233.26,25432010.6932,-1812917476.89,-1798474616.26,-1852039363.02,-1848165309.88,-1798646815.57,4.0,646787167899000.0,0.250000944804,4.95258127397e-14,117,0.124990974078,0.249546279492,0.00779778760718
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1917319664.85,42143875.2441,-1903023718.1,-1886813433.14,-1976417790.06,-1967771719.44,-1886881935.72,4.0,1776106220590000.0,0.125000566882,4.95258127397e-14,123,0.124990974078,0.249546279492,0.00389889675053
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1950973504.54,26877256.1946,-1954051082.3,-1920642823.24,-1975149030.3,-1974675597.82,-1922962802.38,4.0,722386900551000.0,0.250000944804,4.95258127397e-14,116,0.124990974078,0.125226860254,0.00391307159924
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2016076447.78,9822217.05669,-2016001156.92,-2004465680.26,-2027837797.04,-2026490225.12,-2005768077.66,4.0,96475947908700.0,0.125000566882,4.95258127397e-14,122,0.124990974078,0.249546279492,0.00389889675053
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2161729240.65,26450852.0928,-2161940382.79,-2131604376.82,-2191431820.22,-2188872885.5,-2134289996.82,4.0,699647576435000.0,0.125000566882,4.95258127397e-14,121,0.124990974078,0.125226860254,0.00195653727845
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-125177905712.0,5017.4222099,-125177903735.0,-125177902242.0,-125177913138.0,-125177911804.0,-125177902389.0,4.0,25174525.6324,0.124998488314,4.95258127397e-14,1,0.124990974078,0.125226860254,0.00195650474422
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-448153244222.0,4148054.34719,-448151996214.0,-448149764913.0,-448159219545.0,-448158224402.0,-448150011252.0,4.0,17206354867200.0,0.124998488314,4.95258127397e-14,27,0.250018051845,0.249546279492,0.00779879001474
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-45420501447600.0,15411943.924,-45420499198600.0,-45420487959200.0,-45420519434000.0,-45420517887500.0,-45420488156300.0,4.0,237528015517000.0,0.249999055196,4.95258127397e-14,33,0.250018051845,0.249546279492,0.0155977097136
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-45689140878300.0,16495342.2658,-45689133514000.0,-45689130992900.0,-45689165492300.0,-45689160914300.0,-45689131152300.0,4.0,272096316464000.0,0.249999055196,4.95258127397e-14,59,0.250018051845,0.250453720508,0.015654428658
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-46012107682400.0,16791048.518,-46012102806300.0,-46012093205400.0,-46012131911900.0,-46012127680800.0,-46012094510800.0,4.0,281939310333000.0,0.249999055196,4.95258127397e-14,85,0.249981948155,0.125226860254,0.00782608404535
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-46462467355700.0,4520420.86149,-46462467564900.0,-46462462530700.0,-46462471762200.0,-46462471589000.0,-46462462829400.0,4.0,20434204765000.0,0.249999055196,4.95258127397e-14,7,0.124990974078,0.249546279492,0.00779772866837
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-91432444166400.0,12058768.7234,-91432443087600.0,-91432433029400.0,-91432457461200.0,-91432456529000.0,-91432433314300.0,4.0,145413903124000.0,0.250000944804,4.95258127397e-14,13,0.124990974078,0.249546279492,0.00779778760718
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-91755423131800.0,11021920.3117,-91755424100100.0,-91755411387800.0,-91755432939200.0,-91755432815600.0,-91755412092500.0,4.0,121482727356000.0,0.250000944804,4.95258127397e-14,39,0.250018051845,0.250453720508,0.0156545469814
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-92024066873900.0,17896847.4569,-92024063110900.0,-92024049722500.0,-92024091551200.0,-92024087860600.0,-92024051155400.0,4.0,320297148894000.0,0.250000944804,4.95258127397e-14,65,0.250018051845,0.125226860254,0.00782727349068
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-137767587972000.0,20469812.1362,-137767585620000.0,-137767570554000.0,-137767610094000.0,-137767608681000.0,-137767570556000.0,4.0,419013208893000.0,0.250000944804,4.95258127397e-14,19,0.124990974078,0.250453720508,0.00782614319848
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-138090584250000.0,26184961.711,-138090590268000.0,-138090547661000.0,-138090608804000.0,-138090606718000.0,-138090553358000.0,4.0,685652219808000.0,0.250000944804,4.95258127397e-14,45,0.250018051845,0.125226860254,0.00782727349068
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-184102493591000.0,8752854.51141,-184102492319000.0,-184102484461000.0,-184102505265000.0,-184102503603000.0,-184102485360000.0,4.0,76612462097900.0,0.125000566882,4.95258127397e-14,25,0.124990974078,0.125226860254,0.00195653727845
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-187446629235000.0,12941749.9055,-187446624249000.0,-187446620111000.0,-187446648329000.0,-187446644952000.0,-187446620496000.0,4.0,167488890617000.0,0.124998488314,4.95258127397e-14,28,0.250018051845,0.249546279492,0.00779879001474
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-187715294254000.0,19325941.2863,-187715289917000.0,-187715278050000.0,-187715319132000.0,-187715316255000.0,-187715278325000.0,4.0,373492006602000.0,0.124998488314,4.95258127397e-14,54,0.250018051845,0.250453720508,0.00782714925116
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-188038243566000.0,7610746.54296,-188038243827000.0,-188038234324000.0,-188038252288000.0,-188038251388000.0,-188038235380000.0,4.0,57923462941100.0,0.124998488314,4.95258127397e-14,80,0.249981948155,0.125226860254,0.00391300948845
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-188488610074000.0,4707298.4031,-188488609507000.0,-188488605676000.0,-188488615604000.0,-188488615112000.0,-188488605828000.0,4.0,22158658255800.0,0.124998488314,4.95258127397e-14,2,0.124990974078,0.249546279492,0.00389883191784
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-233460950617000.0,11623905.2088,-233460947946000.0,-233460939592000.0,-233460966984000.0,-233460964265000.0,-233460940709000.0,4.0,135115172303000.0,0.249999055196,4.95258127397e-14,8,0.124990974078,0.249546279492,0.00779772866837
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-233783941326000.0,25383655.6056,-233783941766000.0,-233783913978000.0,-233783967795000.0,-233783966224000.0,-233783915813000.0,4.0,644329971904000.0,0.249999055196,4.95258127397e-14,34,0.250018051845,0.250453720508,0.015654428658
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-234052560337000.0,12886816.0641,-234052557839000.0,-234052548167000.0,-234052577503000.0,-234052575248000.0,-234052548923000.0,4.0,166070028269000.0,0.249999055196,4.95258127397e-14,60,0.250018051845,0.125226860254,0.00782721432901
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-279795878939000.0,23666025.4313,-279795875891000.0,-279795858720000.0,-279795905255000.0,-279795903361000.0,-279795858785000.0,4.0,560080759715000.0,0.250000944804,4.95258127397e-14,14,0.124990974078,0.250453720508,0.00782614319848
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-280118850680000.0,16154513.5481,-280118846437000.0,-280118837057000.0,-280118872791000.0,-280118869740000.0,-280118837562000.0,4.0,260968307976000.0,0.250000944804,4.95258127397e-14,40,0.250018051845,0.125226860254,0.00782727349068
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-326131009068000.0,16518552.0818,-326131003619000.0,-326130995823000.0,-326131033211000.0,-326131028872000.0,-326130996892000.0,4.0,272862562879000.0,0.250000944804,4.95258127397e-14,20,0.124990974078,0.125226860254,0.00391307159924
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-375487090371000.0,9444386.3887,-375487091433000.0,-375487077877000.0,-375487100743000.0,-375487099483000.0,-375487079774000.0,4.0,89196434259100.0,0.124998488314,4.95258127397e-14,3,0.124990974078,0.249546279492,0.00389883191784
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-375810063792000.0,36494613.29,-375810047309000.0,-375810042155000.0,-375810118395000.0,-375810107901000.0,-375810042759000.0,4.0,1331856799190000.0,0.124998488314,4.95258127397e-14,29,0.250018051845,0.250453720508,0.00782714925116
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-376078715993000.0,22073517.7731,-376078716425000.0,-376078691433000.0,-376078739688000.0,-376078738026000.0,-376078693355000.0,4.0,487240186881000.0,0.124998488314,4.95258127397e-14,55,0.250018051845,0.125226860254,0.00391357462558
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-421824373549000.0,9196233.46373,-421824376832000.0,-421824360209000.0,-421824380325000.0,-421824380106000.0,-421824362397000.0,4.0,84570709919500.0,0.249999055196,4.95258127397e-14,9,0.124990974078,0.250453720508,0.00782608404535
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-422147362167000.0,29130796.8128,-422147362772000.0,-422147326486000.0,-422147396637000.0,-422147392528000.0,-422147330958000.0,4.0,848603322951000.0,0.249999055196,4.95258127397e-14,35,0.250018051845,0.125226860254,0.00782721432901
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-468159316909000.0,36264105.1736,-468159317550000.0,-468159275518000.0,-468159357019000.0,-468159353745000.0,-468159279177000.0,4.0,1315085324040000.0,0.250000944804,4.95258127397e-14,15,0.124990974078,0.125226860254,0.00391307159924
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-563850513646000.0,14947307.2813,-563850511065000.0,-563850499933000.0,-563850532520000.0,-563850530428000.0,-563850500477000.0,4.0,223421994962000.0,0.124998488314,4.95258127397e-14,4,0.124990974078,0.250453720508,0.00391300948845
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-564173483838000.0,7289399.28786,-564173482976000.0,-564173476963000.0,-564173492436000.0,-564173491660000.0,-564173477222000.0,4.0,53135341977900.0,0.124998488314,4.95258127397e-14,30,0.250018051845,0.125226860254,0.00391357462558
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-610187794608000.0,16805476.541,-610187795581000.0,-610187777518000.0,-610187809752000.0,-610187809535000.0,-610187778318000.0,4.0,282424041772000.0,0.249999055196,4.95258127397e-14,10,0.124990974078,0.125226860254,0.00391304202267
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-752213966550000.0,40828861.4277,-752213957718000.0,-752213931341000.0,-752214019422000.0,-752214013185000.0,-752213932279000.0,4.0,1666995925480000.0,0.124998488314,4.95258127397e-14,5,0.124990974078,0.125226860254,0.00195650474422
