npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-ft_capacity,PointProbability,prefix
522.0,-320.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124645810210000.0,450017.770518,-124645810210000.0,-124645809892000.0,-124645810529000.0,-124645810497000.0,-124645809924000.0,2.0,202515993782.0,0.00779080681749,0.249333333333,0.124986205628,0.25,1.0406674226900002e-12,28
522.0,-320.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124645840021000.0,217522.707097,-124645840021000.0,-124645839867000.0,-124645840175000.0,-124645840159000.0,-124645839882000.0,2.0,47316128102.6,0.0155827601005,0.249333333333,0.249990803752,0.25,1.0406674226900002e-12,33
522.0,-320.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124645869685000.0,711287.074943,-124645869685000.0,-124645869182000.0,-124645870188000.0,-124645870138000.0,-124645869232000.0,2.0,505929302981.0,0.0155839065661,0.249333333333,0.250009196248,0.25,1.0406674226900002e-12,38
522.0,-320.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124645899011000.0,691014.201992,-124645899011000.0,-124645898522000.0,-124645899499000.0,-124645899450000.0,-124645898571000.0,2.0,477500627355.0,0.0155839065661,0.249333333333,0.250009196248,0.25,1.0406674226900002e-12,43
522.0,-320.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124645929419000.0,142461.786526,-124645929419000.0,-124645929318000.0,-124645929520000.0,-124645929510000.0,-124645929328000.0,2.0,20295360620.2,0.00779195328306,0.249333333333,0.125004598124,0.25,1.0406674226900002e-12,48
522.0,-226.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124923120771000.0,371747.888889,-124923120771000.0,-124923120508000.0,-124923121034000.0,-124923121008000.0,-124923120535000.0,2.0,138196492893.0,0.00783246888603,0.250666666667,0.124986205628,0.25,1.0406674226900002e-12,54
522.0,-226.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124923149623000.0,1564040.14224,-124923149623000.0,-124923148517000.0,-124923150729000.0,-124923150618000.0,-124923148628000.0,2.0,2446221566530.0,0.0156660903685,0.250666666667,0.249990803752,0.25,1.0406674226900002e-12,59
522.0,-226.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124923178669000.0,680465.726662,-124923178669000.0,-124923178188000.0,-124923179150000.0,-124923179102000.0,-124923178236000.0,2.0,463033605161.0,0.0156672429649,0.250666666667,0.250009196248,0.25,1.0406674226900002e-12,64
522.0,-226.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124923207919000.0,342542.036535,-124923207919000.0,-124923207677000.0,-124923208161000.0,-124923208137000.0,-124923207701000.0,2.0,117335046793.0,0.0156672429649,0.250666666667,0.250009196248,0.25,1.0406674226900002e-12,69
522.0,-226.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124923238680000.0,14232.8994082,-124923238680000.0,-124923238670000.0,-124923238690000.0,-124923238689000.0,-124923238671000.0,2.0,202575425.565,0.00783362148244,0.250666666667,0.125004598124,0.25,1.0406674226900002e-12,74
522.0,-132.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125253570170000.0,866068.893403,-125253570170000.0,-125253569557000.0,-125253570782000.0,-125253570721000.0,-125253569619000.0,2.0,750075328120.0,0.00391623444301,0.125333333333,0.124986205628,0.25,1.0406674226900002e-12,80
522.0,-132.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125253599882000.0,896718.679902,-125253599882000.0,-125253599248000.0,-125253600516000.0,-125253600453000.0,-125253599312000.0,2.0,804104390884.0,0.00783304518423,0.125333333333,0.249990803752,0.25,1.0406674226900002e-12,85
522.0,-132.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125253628988000.0,1263053.11395,-125253628988000.0,-125253628095000.0,-125253629881000.0,-125253629792000.0,-125253628184000.0,2.0,1595303168670.0,0.00783362148244,0.125333333333,0.250009196248,0.25,1.0406674226900002e-12,90
522.0,-132.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125253656951000.0,529789.635338,-125253656951000.0,-125253656577000.0,-125253657326000.0,-125253657289000.0,-125253656614000.0,2.0,280677057712.0,0.00783362148244,0.125333333333,0.250009196248,0.25,1.0406674226900002e-12,95
522.0,-132.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125253687413000.0,1742553.8122,-125253687413000.0,-125253686181000.0,-125253688645000.0,-125253688522000.0,-125253686304000.0,2.0,3036493788400.0,0.00391681074122,0.125333333333,0.125004598124,0.25,1.0406674226900002e-12,100
522.0,-413.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125650881343000.0,78829.4019667,-125650881343000.0,-125650881287000.0,-125650881399000.0,-125650881393000.0,-125650881293000.0,2.0,6214074614.42,0.00389457688563,0.249333333333,0.124986205628,0.124973477615,1.0406674226900002e-12,2
522.0,-413.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125650910758000.0,189476.145262,-125650910758000.0,-125650910624000.0,-125650910891000.0,-125650910878000.0,-125650910637000.0,2.0,35901209623.2,0.00778972688243,0.249333333333,0.249990803752,0.124973477615,1.0406674226900002e-12,7
522.0,-413.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125650940633000.0,539161.429742,-125650940633000.0,-125650940252000.0,-125650941015000.0,-125650940976000.0,-125650940290000.0,2.0,290695047322.0,0.00779029999359,0.249333333333,0.250009196248,0.124973477615,1.0406674226900002e-12,12
522.0,-413.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125650970184000.0,24296.3989239,-125650970184000.0,-125650970167000.0,-125650970201000.0,-125650970199000.0,-125650970168000.0,2.0,590315000.669,0.00779029999359,0.249333333333,0.250009196248,0.124973477615,1.0406674226900002e-12,17
522.0,-413.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125650999268000.0,454166.122935,-125650999268000.0,-125650998947000.0,-125650999589000.0,-125650999557000.0,-125650998979000.0,2.0,206266867222.0,0.00389514999679,0.249333333333,0.125004598124,0.124973477615,1.0406674226900002e-12,22
522.0,-320.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-249854976113000.0,475855.0877,-249854976113000.0,-249854975776000.0,-249854976449000.0,-249854976416000.0,-249854975810000.0,2.0,226438064490.0,0.00389457688563,0.249333333333,0.124986205628,0.124973477615,1.0406674226900002e-12,3
522.0,-320.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-249855005731000.0,558058.747984,-249855005731000.0,-249855005336000.0,-249855006125000.0,-249855006086000.0,-249855005376000.0,2.0,311429566202.0,0.00778972688243,0.249333333333,0.249990803752,0.124973477615,1.0406674226900002e-12,8
522.0,-320.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-249855035198000.0,319754.813404,-249855035198000.0,-249855034971000.0,-249855035424000.0,-249855035401000.0,-249855034994000.0,2.0,102243140695.0,0.00779029999359,0.249333333333,0.250009196248,0.124973477615,1.0406674226900002e-12,13
522.0,-320.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-249855065154000.0,463303.124742,-249855065154000.0,-249855064826000.0,-249855065481000.0,-249855065449000.0,-249855064859000.0,2.0,214649785396.0,0.00779029999359,0.249333333333,0.250009196248,0.124973477615,1.0406674226900002e-12,18
522.0,-320.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-249855093552000.0,677099.003451,-249855093552000.0,-249855093073000.0,-249855094031000.0,-249855093983000.0,-249855093121000.0,2.0,458463060475.0,0.00389514999679,0.249333333333,0.125004598124,0.124973477615,1.0406674226900002e-12,23
522.0,-226.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250185432148000.0,841918.390495,-250185432148000.0,-250185431553000.0,-250185432744000.0,-250185432684000.0,-250185431613000.0,2.0,708826576254.0,0.00783246888603,0.250666666667,0.124986205628,0.25,1.0406674226900002e-12,29
522.0,-226.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250185461969000.0,202337.74365,-250185461969000.0,-250185461826000.0,-250185462112000.0,-250185462098000.0,-250185461840000.0,2.0,40940562505.4,0.0156660903685,0.250666666667,0.249990803752,0.25,1.0406674226900002e-12,34
522.0,-226.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250185491839000.0,41196.4167224,-250185491839000.0,-250185491810000.0,-250185491869000.0,-250185491866000.0,-250185491813000.0,2.0,1697144750.77,0.0156672429649,0.250666666667,0.250009196248,0.25,1.0406674226900002e-12,39
522.0,-226.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250185520530000.0,2349719.43571,-250185520530000.0,-250185518868000.0,-250185522191000.0,-250185522025000.0,-250185519034000.0,2.0,5521181426540.0,0.0156672429649,0.250666666667,0.250009196248,0.25,1.0406674226900002e-12,44
522.0,-226.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250185549407000.0,693210.696626,-250185549407000.0,-250185548917000.0,-250185549897000.0,-250185549848000.0,-250185548966000.0,2.0,480541069916.0,0.00783362148244,0.250666666667,0.125004598124,0.25,1.0406674226900002e-12,49
522.0,-132.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250462739074000.0,2059749.6614,-250462739074000.0,-250462737617000.0,-250462740530000.0,-250462740385000.0,-250462737763000.0,2.0,4242568667650.0,0.00391623444301,0.125333333333,0.124986205628,0.25,1.0406674226900002e-12,55
522.0,-132.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250462769340000.0,1295129.99662,-250462769340000.0,-250462768425000.0,-250462770256000.0,-250462770165000.0,-250462768516000.0,2.0,1677361708130.0,0.00783304518423,0.125333333333,0.249990803752,0.25,1.0406674226900002e-12,60
522.0,-132.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250462798292000.0,255775.725551,-250462798292000.0,-250462798111000.0,-250462798473000.0,-250462798455000.0,-250462798129000.0,2.0,65421221781.1,0.00783362148244,0.125333333333,0.250009196248,0.25,1.0406674226900002e-12,65
522.0,-132.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250462827717000.0,1759794.81014,-250462827717000.0,-250462826472000.0,-250462828961000.0,-250462828837000.0,-250462826597000.0,2.0,3096877773810.0,0.00783362148244,0.125333333333,0.250009196248,0.25,1.0406674226900002e-12,70
522.0,-132.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250462858088000.0,1062363.32685,-250462858088000.0,-250462857337000.0,-250462858840000.0,-250462858765000.0,-250462857412000.0,2.0,1128615838240.0,0.00391681074122,0.125333333333,0.125004598124,0.25,1.0406674226900002e-12,75
522.0,-226.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375394598511000.0,1165738.09562,-375394598511000.0,-375394597687000.0,-375394599335000.0,-375394599253000.0,-375394597769000.0,2.0,1358945307580.0,0.0039154035,0.250666666667,0.124986205628,0.124973477615,1.0406674226900002e-12,4
522.0,-226.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375394627186000.0,1403156.00331,-375394627186000.0,-375394626194000.0,-375394628178000.0,-375394628079000.0,-375394626293000.0,2.0,1968846769610.0,0.00783138317592,0.250666666667,0.249990803752,0.124973477615,1.0406674226900002e-12,9
522.0,-226.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375394658209000.0,421883.372762,-375394658209000.0,-375394657911000.0,-375394658508000.0,-375394658478000.0,-375394657941000.0,2.0,177985580213.0,0.00783195935184,0.250666666667,0.250009196248,0.124973477615,1.0406674226900002e-12,14
522.0,-226.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375394685477000.0,2020977.82545,-375394685477000.0,-375394684048000.0,-375394686906000.0,-375394686763000.0,-375394684190000.0,2.0,4084351370940.0,0.00783195935184,0.250666666667,0.250009196248,0.124973477615,1.0406674226900002e-12,19
522.0,-226.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375394716177000.0,1426055.61222,-375394716177000.0,-375394715169000.0,-375394717186000.0,-375394717085000.0,-375394715270000.0,2.0,2033634609140.0,0.00391597967592,0.250666666667,0.125004598124,0.124973477615,1.0406674226900002e-12,24
522.0,-132.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375725051648000.0,439907.347838,-375725051648000.0,-375725051337000.0,-375725051959000.0,-375725051928000.0,-375725051368000.0,2.0,193518474682.0,0.00391623444301,0.125333333333,0.124986205628,0.25,1.0406674226900002e-12,30
522.0,-132.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375725081792000.0,549469.035777,-375725081792000.0,-375725081404000.0,-375725082181000.0,-375725082142000.0,-375725081443000.0,2.0,301916221278.0,0.00783304518423,0.125333333333,0.249990803752,0.25,1.0406674226900002e-12,35
522.0,-132.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375725110921000.0,1108699.85745,-375725110921000.0,-375725110137000.0,-375725111705000.0,-375725111626000.0,-375725110215000.0,2.0,1229215373900.0,0.00783362148244,0.125333333333,0.250009196248,0.25,1.0406674226900002e-12,40
522.0,-132.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375725139383000.0,999163.139214,-375725139383000.0,-375725138676000.0,-375725140089000.0,-375725140019000.0,-375725138747000.0,2.0,998326978764.0,0.00783362148244,0.125333333333,0.250009196248,0.25,1.0406674226900002e-12,45
522.0,-132.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375725169677000.0,1658021.46146,-375725169677000.0,-375725168504000.0,-375725170849000.0,-375725170732000.0,-375725168622000.0,2.0,2749035166660.0,0.00391681074122,0.125333333333,0.125004598124,0.25,1.0406674226900002e-12,50
522.0,-132.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-500934215184000.0,800183.998095,-500934215184000.0,-500934214618000.0,-500934215750000.0,-500934215693000.0,-500934214675000.0,2.0,640294430807.0,0.00195770175,0.125333333333,0.124986205628,0.124973477615,1.0406674226900002e-12,5
522.0,-132.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-500934246045000.0,747420.706549,-500934246045000.0,-500934245517000.0,-500934246574000.0,-500934246521000.0,-500934245570000.0,2.0,558637712578.0,0.00391569158796,0.125333333333,0.249990803752,0.124973477615,1.0406674226900002e-12,10
522.0,-132.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-500934275182000.0,947852.863715,-500934275182000.0,-500934274512000.0,-500934275852000.0,-500934275785000.0,-500934274579000.0,2.0,898425051253.0,0.00391597967592,0.125333333333,0.250009196248,0.124973477615,1.0406674226900002e-12,15
522.0,-132.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-500934305457000.0,1263793.16749,-500934305457000.0,-500934304563000.0,-500934306350000.0,-500934306261000.0,-500934304653000.0,2.0,1597173170200.0,0.00391597967592,0.125333333333,0.250009196248,0.124973477615,1.0406674226900002e-12,20
522.0,-132.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-500934335250000.0,975835.421338,-500934335250000.0,-500934334560000.0,-500934335940000.0,-500934335871000.0,-500934334629000.0,2.0,952254769538.0,0.00195798983796,0.125333333333,0.125004598124,0.124973477615,1.0406674226900002e-12,25
