smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,prefix,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight,ProbabilityWeight-htse_capacity,ProbabilityWeight-ft_capacity
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1074907103.65,7339264.03319,-1077184773.35,-1064288837.07,-1080970030.83,-1080541029.09,-1066084440.62,4.0,53864796548800.0,1.7334191682000001e-13,116,0.250003306843,0.00391310857042,0.125226860254,0.124990974078
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1087429374.99,5413715.69398,-1089584249.28,-1079411209.36,-1091137792.06,-1090986551.86,-1080855374.13,4.0,29308317615200.0,1.7334191682000001e-13,121,0.125001984106,0.00195655946116,0.125226860254,0.124990974078
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1109307082.33,6445076.02811,-1108606407.36,-1103688665.6,-1116326848.98,-1115862614.98,-1103732494.62,4.0,41539005008100.0,1.7334191682000001e-13,101,0.124994709051,0.00195644559034,0.125226860254,0.124990974078
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-135562347703.0,1001.09010753,-135562347997.0,-135562346273.0,-135562348546.0,-135562348493.0,-135562346502.0,4.0,1002181.40339,1.7334191682000001e-13,1,0.124994709051,0.00195644559034,0.125226860254,0.124990974078
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-485827257685.0,1335351.82787,-485827710329.0,-485825343176.0,-485828266906.0,-485828237069.0,-485825644599.0,4.0,1783164504210.0,1.7334191682000001e-13,27,0.124994709051,0.00779855422245,0.249546279492,0.250018051845
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-27259196840400.0,2761759.9596,-27259197243800.0,-27259193198000.0,-27259199676000.0,-27259199429700.0,-27259193686400.0,4.0,7627318074460.0,1.7334191682000001e-13,48,0.125001984106,0.00779900812097,0.249546279492,0.250018051845
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-27550539895200.0,4338496.69598,-27550539819700.0,-27550534770400.0,-27550545170800.0,-27550544531100.0,-27550535364800.0,4.0,18822553581000.0,1.7334191682000001e-13,74,0.125001984106,0.0078273681505,0.250453720508,0.250018051845
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-27900795476900.0,6412074.37339,-27900796967600.0,-27900787063700.0,-27900800908800.0,-27900800775200.0,-27900788091700.0,4.0,41114697769800.0,1.7334191682000001e-13,100,0.125001984106,0.00391311892231,0.125226860254,0.249981948155
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-28389521819500.0,1265441.68454,-28389521983800.0,-28389520131200.0,-28389523179200.0,-28389523023800.0,-28389520385100.0,4.0,1601342656960.0,1.7334191682000001e-13,22,0.125001984106,0.0038989409552,0.249546279492,0.124990974078
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-71276683058400.0,1960106.82212,-71276683014200.0,-71276680867400.0,-71276685337700.0,-71276685120200.0,-71276681058400.0,4.0,3842018754140.0,1.7334191682000001e-13,43,0.250003306843,0.0155979749784,0.249546279492,0.250018051845
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-71568025721700.0,1917140.6774,-71568025460800.0,-71568023748300.0,-71568028217100.0,-71568027896700.0,-71568023912200.0,4.0,3675428376940.0,1.7334191682000001e-13,69,0.250003306843,0.0156546948874,0.250453720508,0.250018051845
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-71918280756600.0,3777212.9311,-71918281446800.0,-71918275696400.0,-71918284436300.0,-71918284162300.0,-71918276384600.0,4.0,14267337526900.0,1.7334191682000001e-13,95,0.250003306843,0.00782621714084,0.125226860254,0.249981948155
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-72407011116400.0,854719.977093,-72407010778700.0,-72407010525100.0,-72407012383100.0,-72407012152700.0,-72407010552900.0,4.0,730546239242.0,1.7334191682000001e-13,17,0.250003306843,0.00779786128164,0.249546279492,0.124990974078
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-115293941693000.0,2558131.70546,-115293941799000.0,-115293938672000.0,-115293944503000.0,-115293944268000.0,-115293938970000.0,4.0,6544037822460.0,1.7334191682000001e-13,38,0.250003306843,0.0155979749784,0.249546279492,0.250018051845
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-115585285004000.0,3014890.90969,-115585286375000.0,-115585280507000.0,-115585286761000.0,-115585286751000.0,-115585281339000.0,4.0,9089567197340.0,1.7334191682000001e-13,64,0.250003306843,0.0156546948874,0.250453720508,0.250018051845
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-115935536943000.0,8194656.90292,-115935538301000.0,-115935525734000.0,-115935545435000.0,-115935544380000.0,-115935527604000.0,4.0,67152401756500.0,1.7334191682000001e-13,90,0.250003306843,0.00782621714084,0.125226860254,0.249981948155
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-116424266424000.0,1859652.418,-116424266284000.0,-116424264295000.0,-116424268833000.0,-116424268454000.0,-116424264591000.0,4.0,3458307115780.0,1.7334191682000001e-13,12,0.250003306843,0.00779786128164,0.249546279492,0.124990974078
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-159311431116000.0,3921148.7727,-159311432718000.0,-159311425281000.0,-159311433749000.0,-159311433606000.0,-159311426384000.0,4.0,15375407697700.0,1.7334191682000001e-13,33,0.249996693157,0.0155975623434,0.249546279492,0.250018051845
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-159602773309000.0,2747704.10195,-159602773280000.0,-159602770732000.0,-159602775945000.0,-159602775865000.0,-159602770795000.0,4.0,7549877831860.0,1.7334191682000001e-13,59,0.249996693157,0.0156542807519,0.250453720508,0.250018051845
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-159953026710000.0,7182604.54275,-159953030086000.0,-159953015970000.0,-159953030699000.0,-159953030696000.0,-159953017998000.0,4.0,51589808017600.0,1.7334191682000001e-13,85,0.249996693157,0.00782601010299,0.125226860254,0.249981948155
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-160441755691000.0,1164344.84992,-160441755307000.0,-160441754761000.0,-160441757387000.0,-160441757094000.0,-160441754825000.0,4.0,1355698929540.0,1.7334191682000001e-13,7,0.249996693157,0.00779765499392,0.249546279492,0.124990974078
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-203326356131000.0,552259.326285,-203326356157000.0,-203326355517000.0,-203326356692000.0,-203326356662000.0,-203326355563000.0,4.0,304990363468.0,1.7334191682000001e-13,28,0.124994709051,0.00779855422245,0.249546279492,0.250018051845
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-203617701652000.0,1393939.63699,-203617701697000.0,-203617700328000.0,-203617702884000.0,-203617702876000.0,-203617700364000.0,4.0,1943067711580.0,1.7334191682000001e-13,54,0.124994709051,0.00782691260144,0.250453720508,0.250018051845
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-203967952164000.0,3428026.49951,-203967953397000.0,-203967947111000.0,-203967954749000.0,-203967954548000.0,-203967948052000.0,4.0,11751365681400.0,1.7334191682000001e-13,80,0.124994709051,0.00391289118068,0.125226860254,0.249981948155
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-204456683127000.0,1392429.61747,-204456683341000.0,-204456681291000.0,-204456684534000.0,-204456684420000.0,-204456681534000.0,4.0,1938860239620.0,1.7334191682000001e-13,2,0.124994709051,0.00389871403872,0.249546279492,0.124990974078
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-231230054222000.0,3330911.89759,-231230055513000.0,-231230049354000.0,-231230056510000.0,-231230056467000.0,-231230050171000.0,4.0,11094974069500.0,1.7334191682000001e-13,23,0.125001984106,0.0038989409552,0.249546279492,0.124990974078
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-231580311320000.0,3192013.62026,-231580309911000.0,-231580309366000.0,-231580316091000.0,-231580315176000.0,-231580309436000.0,4.0,10188950951900.0,1.7334191682000001e-13,49,0.125001984106,0.0078273681505,0.250453720508,0.250018051845
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-231871655281000.0,5979145.43603,-231871657827000.0,-231871646434000.0,-231871659036000.0,-231871659002000.0,-231871647996000.0,4.0,35750180145200.0,1.7334191682000001e-13,75,0.125001984106,0.00391368407525,0.125226860254,0.250018051845
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-275247544263000.0,3082099.09395,-275247544812000.0,-275247540314000.0,-275247547112000.0,-275247546984000.0,-275247540772000.0,4.0,9499334824900.0,1.7334191682000001e-13,18,0.250003306843,0.00779786128164,0.249546279492,0.124990974078
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-275597802602000.0,4597580.0264,-275597803303000.0,-275597796467000.0,-275597807335000.0,-275597806894000.0,-275597797328000.0,4.0,21137742099100.0,1.7334191682000001e-13,44,0.250003306843,0.0156546948874,0.250453720508,0.250018051845
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-275889143067000.0,2232845.16719,-275889143769000.0,-275889139974000.0,-275889144754000.0,-275889144739000.0,-275889140411000.0,4.0,4985597540630.0,1.7334191682000001e-13,70,0.250003306843,0.00782734744372,0.125226860254,0.250018051845
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-319264794926000.0,3126621.21363,-319264794218000.0,-319264792298000.0,-319264798971000.0,-319264798497000.0,-319264792347000.0,4.0,9775760213500.0,1.7334191682000001e-13,13,0.250003306843,0.00779786128164,0.249546279492,0.124990974078
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-319615062529000.0,2364923.27747,-319615062657000.0,-319615060182000.0,-319615064620000.0,-319615064603000.0,-319615060275000.0,4.0,5592862108330.0,1.7334191682000001e-13,39,0.250003306843,0.0156546948874,0.250453720508,0.250018051845
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-319906396899000.0,1819279.92235,-319906396995000.0,-319906394581000.0,-319906399026000.0,-319906398734000.0,-319906394930000.0,4.0,3309779435880.0,1.7334191682000001e-13,65,0.250003306843,0.00782734744372,0.125226860254,0.250018051845
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-363282288536000.0,2205513.05117,-363282288499000.0,-363282286145000.0,-363282291002000.0,-363282290803000.0,-363282286321000.0,4.0,4864287818890.0,1.7334191682000001e-13,8,0.249996693157,0.00779765499392,0.249546279492,0.124990974078
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-363632544451000.0,5792830.82738,-363632543650000.0,-363632539206000.0,-363632551299000.0,-363632550682000.0,-363632539342000.0,4.0,33556888994600.0,1.7334191682000001e-13,34,0.249996693157,0.0156542807519,0.250453720508,0.250018051845
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-363923887183000.0,8092916.0573,-363923885438000.0,-363923879876000.0,-363923897978000.0,-363923896577000.0,-363923880231000.0,4.0,65495290310500.0,1.7334191682000001e-13,60,0.249996693157,0.00782714037597,0.125226860254,0.250018051845
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-407297213869000.0,2660026.17016,-407297213102000.0,-407297211563000.0,-407297217707000.0,-407297217021000.0,-407297211789000.0,4.0,7075739225930.0,1.7334191682000001e-13,3,0.124994709051,0.00389871403872,0.249546279492,0.124990974078
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-407647474665000.0,5687356.86052,-407647477140000.0,-407647466231000.0,-407647478150000.0,-407647478129000.0,-407647467737000.0,4.0,32346028058900.0,1.7334191682000001e-13,29,0.124994709051,0.00782691260144,0.250453720508,0.250018051845
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-407938818386000.0,7520127.30884,-407938820321000.0,-407938808083000.0,-407938824817000.0,-407938824549000.0,-407938809513000.0,4.0,56552314741100.0,1.7334191682000001e-13,55,0.124994709051,0.00391345630072,0.125226860254,0.250018051845
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-435551166944000.0,6419778.41687,-435551167621000.0,-435551159930000.0,-435551172603000.0,-435551172539000.0,-435551160400000.0,4.0,41213554921700.0,1.7334191682000001e-13,24,0.125001984106,0.00391311892231,0.250453720508,0.124990974078
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-435901430649000.0,3113135.17606,-435901430298000.0,-435901427222000.0,-435901434777000.0,-435901434128000.0,-435901427661000.0,4.0,9691610624440.0,1.7334191682000001e-13,50,0.125001984106,0.00391368407525,0.125226860254,0.250018051845
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-479568656979000.0,5134812.83489,-479568656021000.0,-479568652188000.0,-479568663686000.0,-479568662860000.0,-479568652439000.0,4.0,26366302849300.0,1.7334191682000001e-13,19,0.250003306843,0.00782621714084,0.250453720508,0.124990974078
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-479918918710000.0,6859102.02136,-479918919798000.0,-479918909537000.0,-479918925706000.0,-479918925073000.0,-479918910823000.0,4.0,47047280539500.0,1.7334191682000001e-13,45,0.250003306843,0.00782734744372,0.125226860254,0.250018051845
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-523585913168000.0,4756751.28641,-523585912015000.0,-523585908859000.0,-523585919784000.0,-523585918799000.0,-523585909152000.0,4.0,22626682800800.0,1.7334191682000001e-13,14,0.250003306843,0.00782621714084,0.250453720508,0.124990974078
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-523936177983000.0,5391795.6663,-523936175413000.0,-523936175045000.0,-523936186062000.0,-523936184499000.0,-523936175066000.0,4.0,29071460507100.0,1.7334191682000001e-13,40,0.250003306843,0.00782734744372,0.125226860254,0.250018051845
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-567603405546000.0,2092601.27867,-567603405359000.0,-567603403276000.0,-567603408188000.0,-567603407866000.0,-567603403486000.0,4.0,4378980111510.0,1.7334191682000001e-13,9,0.249996693157,0.00782601010299,0.250453720508,0.124990974078
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-567953663169000.0,3277751.70425,-567953663201000.0,-567953659559000.0,-567953666714000.0,-567953666460000.0,-567953659832000.0,4.0,10743656234700.0,1.7334191682000001e-13,35,0.249996693157,0.00782714037597,0.125226860254,0.250018051845
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-611618330372000.0,5417551.44332,-611618328712000.0,-611618325830000.0,-611618338234000.0,-611618336839000.0,-611618326229000.0,4.0,29349863641000.0,1.7334191682000001e-13,4,0.124994709051,0.00391289118068,0.250453720508,0.124990974078
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-611968584977000.0,2679651.44169,-611968585401000.0,-611968581388000.0,-611968587716000.0,-611968587464000.0,-611968581895000.0,4.0,7180531848940.0,1.7334191682000001e-13,30,0.124994709051,0.00391345630072,0.125226860254,0.250018051845
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-639872290575000.0,4612673.89364,-639872289469000.0,-639872286485000.0,-639872296877000.0,-639872296002000.0,-639872286697000.0,4.0,21276760449000.0,1.7334191682000001e-13,25,0.125001984106,0.00195655946116,0.125226860254,0.124990974078
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-683889769107000.0,4074268.32382,-683889768454000.0,-683889765056000.0,-683889774464000.0,-683889773770000.0,-683889765358000.0,4.0,16599662374500.0,1.7334191682000001e-13,20,0.250003306843,0.00391310857042,0.125226860254,0.124990974078
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-727907026161000.0,5940792.6983,-727907027376000.0,-727907018145000.0,-727907031748000.0,-727907031381000.0,-727907019240000.0,4.0,35293017884200.0,1.7334191682000001e-13,15,0.250003306843,0.00391310857042,0.125226860254,0.124990974078
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-771924513386000.0,5459948.46707,-771924515412000.0,-771924505326000.0,-771924517395000.0,-771924517144000.0,-771924506792000.0,4.0,29811037263100.0,1.7334191682000001e-13,10,0.249996693157,0.00391300505149,0.125226860254,0.124990974078
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-815939446268000.0,4454124.17539,-815939445151000.0,-815939442203000.0,-815939452568000.0,-815939451551000.0,-815939442550000.0,4.0,19839222169800.0,1.7334191682000001e-13,5,0.124994709051,0.00195644559034,0.125226860254,0.124990974078
