smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-htse_capacity,ProbabilityWeight-meoh_capacity,prefix,PointProbability,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-219727153078000.0,1422706.11369,-219727153078000.0,-219727152072000.0,-219727154084000.0,-219727153983000.0,-219727152173000.0,2.0,2024092685930.0,0.250453720508,0.125018050542,106,1.83230531396e-13,0.00391394826849,0.125001398296
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-220068117019000.0,4454771.21887,-220068117019000.0,-220068113869000.0,-220068120169000.0,-220068119854000.0,-220068114184000.0,2.0,19844986612500.0,0.249546279492,0.25,112,1.83230531396e-13,0.00779840846903,0.125001398296
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-223619389689000.0,2386862.14184,-223619389689000.0,-223619388001000.0,-223619391376000.0,-223619391207000.0,-223619388170000.0,2.0,5697110884130.0,0.249546279492,0.249963898917,93,1.83230531396e-13,0.0155946083013,0.250003495741
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-224029298193000.0,132717.755644,-224029298193000.0,-224029298099000.0,-224029298287000.0,-224029298278000.0,-224029298109000.0,2.0,17614002663.3,0.125226860254,0.25,99,1.83230531396e-13,0.00782678820604,0.250003495741
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-224601887065000.0,724076.239081,-224601887065000.0,-224601886553000.0,-224601887577000.0,-224601887525000.0,-224601886604000.0,2.0,524286400001.0,0.250453720508,0.125018050542,81,1.83230531396e-13,0.00782791842816,0.250003495741
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-224942842338000.0,2614559.78406,-224942842338000.0,-224942840489000.0,-224942844186000.0,-224942844001000.0,-224942840674000.0,2.0,6835922864410.0,0.249546279492,0.25,87,1.83230531396e-13,0.0155968605555,0.250003495741
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-228494145255000.0,2962695.49927,-228494145255000.0,-228494143160000.0,-228494147350000.0,-228494147140000.0,-228494143369000.0,2.0,8777564621400.0,0.249546279492,0.249963898917,68,1.83230531396e-13,0.0155946083013,0.250003495741
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-228904059462000.0,540469.86455,-228904059462000.0,-228904059080000.0,-228904059844000.0,-228904059806000.0,-228904059118000.0,2.0,292107674486.0,0.125226860254,0.25,74,1.83230531396e-13,0.00782678820604,0.250003495741
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-229476642751000.0,1589925.22227,-229476642751000.0,-229476641627000.0,-229476643875000.0,-229476643763000.0,-229476641739000.0,2.0,2527862212430.0,0.250453720508,0.125018050542,56,1.83230531396e-13,0.00782791842816,0.250003495741
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-229817602494000.0,2850069.5641,-229817602494000.0,-229817600479000.0,-229817604510000.0,-229817604308000.0,-229817600681000.0,2.0,8122896520180.0,0.249546279492,0.25,62,1.83230531396e-13,0.0155968605555,0.250003495741
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-233368872164000.0,502672.488027,-233368872164000.0,-233368871808000.0,-233368872519000.0,-233368872483000.0,-233368871844000.0,2.0,252679630220.0,0.249546279492,0.249963898917,43,1.83230531396e-13,0.0155941721897,0.249996504259
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-233778788037000.0,3086432.31378,-233778788037000.0,-233778785855000.0,-233778790220000.0,-233778790001000.0,-233778786073000.0,2.0,9526064427570.0,0.125226860254,0.25,49,1.83230531396e-13,0.00782656932572,0.249996504259
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-234351372230000.0,2541197.78697,-234351372230000.0,-234351370434000.0,-234351374027000.0,-234351373848000.0,-234351370613000.0,2.0,6457686192480.0,0.250453720508,0.125018050542,31,1.83230531396e-13,0.00782769951624,0.249996504259
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-234692331444000.0,408072.163112,-234692331444000.0,-234692331156000.0,-234692331733000.0,-234692331704000.0,-234692331185000.0,2.0,166522890307.0,0.249546279492,0.25,37,1.83230531396e-13,0.015596424381,0.249996504259
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-238243361760000.0,3592134.11355,-238243361760000.0,-238243359220000.0,-238243364300000.0,-238243364046000.0,-238243359474000.0,2.0,12903427489800.0,0.249546279492,0.249963898917,18,1.83230531396e-13,0.00779688984465,0.124995105963
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-238653269669000.0,8654889.66406,-238653269669000.0,-238653263549000.0,-238653275789000.0,-238653275177000.0,-238653264161000.0,2.0,74907115097000.0,0.125226860254,0.25,24,1.83230531396e-13,0.00391318616671,0.124995105963
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-239225856857000.0,1769387.31025,-239225856857000.0,-239225855605000.0,-239225858108000.0,-239225857983000.0,-239225855731000.0,2.0,3130731453680.0,0.250453720508,0.125018050542,6,1.83230531396e-13,0.00391375124775,0.124995105963
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-239566813781000.0,5561126.39862,-239566813781000.0,-239566809849000.0,-239566817713000.0,-239566817320000.0,-239566810242000.0,2.0,30926126821400.0,0.249546279492,0.25,12,1.83230531396e-13,0.00779801591193,0.124995105963
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-457541345256000.0,7460578.28939,-457541345256000.0,-457541339981000.0,-457541350532000.0,-457541350004000.0,-457541340508000.0,2.0,55660228412100.0,0.249546279492,0.25,117,1.83230531396e-13,0.00779840846903,0.125001398296
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-457951272173000.0,7621653.36925,-457951272173000.0,-457951266784000.0,-457951277563000.0,-457951277024000.0,-457951267323000.0,2.0,58089600081000.0,0.125226860254,0.249963898917,123,1.83230531396e-13,0.00391281804952,0.125001398296
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-458933766009000.0,4930028.3815,-458933766009000.0,-458933762523000.0,-458933769496000.0,-458933769147000.0,-458933762872000.0,2.0,24305179842400.0,0.249546279492,0.125018050542,111,1.83230531396e-13,0.0038997672965,0.125001398296
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-462416077259000.0,1310437.77567,-462416077259000.0,-462416076332000.0,-462416078185000.0,-462416078093000.0,-462416076425000.0,2.0,1717247163910.0,0.249546279492,0.25,92,1.83230531396e-13,0.0155968605555,0.250003495741
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-462825999603000.0,2499349.66086,-462825999603000.0,-462825997836000.0,-462826001370000.0,-462826001194000.0,-462825998013000.0,2.0,6246748727240.0,0.125226860254,0.249963898917,98,1.83230531396e-13,0.00782565798392,0.250003495741
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-463808497808000.0,4682991.92124,-463808497808000.0,-463808494497000.0,-463808501120000.0,-463808500789000.0,-463808494828000.0,2.0,21930413334400.0,0.249546279492,0.125018050542,86,1.83230531396e-13,0.00779955640487,0.250003495741
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-467290838641000.0,1661226.90908,-467290838641000.0,-467290837466000.0,-467290839815000.0,-467290839698000.0,-467290837583000.0,2.0,2759674843450.0,0.249546279492,0.25,67,1.83230531396e-13,0.0155968605555,0.250003495741
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-467700752099000.0,1633843.58026,-467700752099000.0,-467700750944000.0,-467700753254000.0,-467700753139000.0,-467700751059000.0,2.0,2669444844760.0,0.125226860254,0.249963898917,73,1.83230531396e-13,0.00782565798392,0.250003495741
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-468683254437000.0,3588501.59553,-468683254437000.0,-468683251900000.0,-468683256974000.0,-468683256721000.0,-468683252153000.0,2.0,12877343701100.0,0.249546279492,0.125018050542,61,1.83230531396e-13,0.00779955640487,0.250003495741
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-472165562891000.0,3733372.30704,-472165562891000.0,-472165560251000.0,-472165565531000.0,-472165565267000.0,-472165560515000.0,2.0,13938068783000.0,0.249546279492,0.25,42,1.83230531396e-13,0.015596424381,0.249996504259
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-472575475488000.0,9217269.03335,-472575475488000.0,-472575468970000.0,-472575482006000.0,-472575481354000.0,-472575469622000.0,2.0,84958048433100.0,0.125226860254,0.249963898917,48,1.83230531396e-13,0.0078254391352,0.249996504259
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-473557987960000.0,1572776.6012,-473557987960000.0,-473557986848000.0,-473557989072000.0,-473557988961000.0,-473557986959000.0,2.0,2473626237280.0,0.249546279492,0.125018050542,36,1.83230531396e-13,0.0077993382861,0.249996504259
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-477040049798000.0,4528441.00629,-477040049798000.0,-477040046596000.0,-477040053000000.0,-477040052680000.0,-477040046916000.0,2.0,20506777947400.0,0.249546279492,0.25,17,1.83230531396e-13,0.00779801591193,0.124995105963
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-477449977073000.0,6659266.72114,-477449977073000.0,-477449972364000.0,-477449981782000.0,-477449981311000.0,-477449972835000.0,2.0,44345833263300.0,0.125226860254,0.249963898917,23,1.83230531396e-13,0.00391262108568,0.124995105963
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-478432470119000.0,5169153.6427,-478432470119000.0,-478432466464000.0,-478432473775000.0,-478432473409000.0,-478432466830000.0,2.0,26720149381900.0,0.249546279492,0.125018050542,11,1.83230531396e-13,0.00389957098961,0.124995105963
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-696407006267000.0,546057.112975,-696407006267000.0,-696407005881000.0,-696407006653000.0,-696407006614000.0,-696407005919000.0,2.0,298178370631.0,0.249546279492,0.125018050542,116,1.83230531396e-13,0.0038997672965,0.125001398296
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-696747948097000.0,2633588.18222,-696747948097000.0,-696747946235000.0,-696747949960000.0,-696747949773000.0,-696747946421000.0,2.0,6935786713530.0,0.125226860254,0.25,122,1.83230531396e-13,0.003913383159,0.125001398296
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-701281730512000.0,2860455.96834,-701281730512000.0,-701281728489000.0,-701281732535000.0,-701281732332000.0,-701281728692000.0,2.0,8182208346820.0,0.249546279492,0.125018050542,91,1.83230531396e-13,0.00779955640487,0.250003495741
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-701622683276000.0,9092384.25307,-701622683276000.0,-701622676847000.0,-701622689706000.0,-701622689063000.0,-701622677490000.0,2.0,82671451405500.0,0.125226860254,0.25,97,1.83230531396e-13,0.00782678820604,0.250003495741
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-706156482303000.0,159300.02087,-706156482303000.0,-706156482191000.0,-706156482416000.0,-706156482405000.0,-706156482202000.0,2.0,25376496649.0,0.249546279492,0.125018050542,66,1.83230531396e-13,0.00779955640487,0.250003495741
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-706497437543000.0,3972251.89283,-706497437543000.0,-706497434734000.0,-706497440352000.0,-706497440071000.0,-706497435015000.0,2.0,15778785100100.0,0.125226860254,0.25,72,1.83230531396e-13,0.00782678820604,0.250003495741
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-711031209849000.0,1826390.96649,-711031209849000.0,-711031208558000.0,-711031211141000.0,-711031211011000.0,-711031208687000.0,2.0,3335703962460.0,0.249546279492,0.125018050542,41,1.83230531396e-13,0.0077993382861,0.249996504259
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-711372173189000.0,3633456.08592,-711372173189000.0,-711372170619000.0,-711372175758000.0,-711372175501000.0,-711372170876000.0,2.0,13202003128300.0,0.125226860254,0.25,47,1.83230531396e-13,0.00782656932572,0.249996504259
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-715905702132000.0,2940364.86825,-715905702132000.0,-715905700053000.0,-715905704212000.0,-715905704004000.0,-715905700261000.0,2.0,8645745558420.0,0.249546279492,0.125018050542,16,1.83230531396e-13,0.00389957098961,0.124995105963
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-716246652970000.0,17110333.6291,-716246652970000.0,-716246640871000.0,-716246665069000.0,-716246663859000.0,-716246642081000.0,2.0,292763516899000.0,0.125226860254,0.25,22,1.83230531396e-13,0.00391318616671,0.124995105963
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-935613604973000.0,5459526.37948,-935613604973000.0,-935613601112000.0,-935613608833000.0,-935613608447000.0,-935613601498000.0,2.0,29806428288300.0,0.125226860254,0.125018050542,121,1.83230531396e-13,0.00195697413424,0.125001398296
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-940488330632000.0,7161196.08414,-940488330632000.0,-940488325568000.0,-940488335696000.0,-940488335189000.0,-940488326074000.0,2.0,51282729355500.0,0.125226860254,0.125018050542,96,1.83230531396e-13,0.00391395921408,0.250003495741
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-945363091573000.0,1009804.8753,-945363091573000.0,-945363090859000.0,-945363092287000.0,-945363092215000.0,-945363090930000.0,2.0,1019705886180.0,0.125226860254,0.125018050542,71,1.83230531396e-13,0.00391395921408,0.250003495741
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-950237810218000.0,2089862.84224,-950237810218000.0,-950237808740000.0,-950237811696000.0,-950237811548000.0,-950237808888000.0,2.0,4367526699390.0,0.125226860254,0.125018050542,46,1.83230531396e-13,0.00391384975812,0.249996504259
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-955112298460000.0,5074513.71981,-955112298460000.0,-955112294872000.0,-955112302048000.0,-955112301690000.0,-955112295231000.0,2.0,25750689492500.0,0.125226860254,0.125018050542,21,1.83230531396e-13,0.00195687562387,0.124995105963
