smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight-meoh_capacity,PointProbability,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-206993464147000.0,1234822.09669,-206993464147000.0,-206993463274000.0,-206993465020000.0,-206993464933000.0,-206993463361000.0,2.0,1524785610460.0,106,0.125018050542,3.66466187075e-13,0.00391402488934,0.125003845369,0.250453720508
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-207301083719000.0,101534.655953,-207301083719000.0,-207301083647000.0,-207301083791000.0,-207301083783000.0,-207301083654000.0,2.0,10309286359.5,112,0.25,3.66466187075e-13,0.00779856113348,0.125003845369,0.249546279492
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-208305925358000.0,2266078.07266,-208305925358000.0,-208305923756000.0,-208305926961000.0,-208305926801000.0,-208305923916000.0,2.0,5135109831380.0,93,0.249963898917,3.66466187075e-13,0.0155947827514,0.250006292421,0.249546279492
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-208675738377000.0,1424619.58883,-208675738377000.0,-208675737370000.0,-208675739384000.0,-208675739284000.0,-208675737470000.0,2.0,2029540972890.0,99,0.25,3.66466187075e-13,0.00782687576092,0.250006292421,0.125226860254
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-209192038985000.0,118043.875721,-209192038985000.0,-209192038901000.0,-209192039068000.0,-209192039060000.0,-209192038910000.0,2.0,13934356595.3,81,0.125018050542,3.66466187075e-13,0.00782800599569,0.250006292421,0.250453720508
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-209499655904000.0,327599.058287,-209499655904000.0,-209499655673000.0,-209499656136000.0,-209499656113000.0,-209499655696000.0,2.0,107321142990.0,87,0.25,3.66466187075e-13,0.0155970350308,0.250006292421,0.249546279492
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-210504477040000.0,323768.948115,-210504477040000.0,-210504476811000.0,-210504477269000.0,-210504477246000.0,-210504476834000.0,2.0,104826331764.0,68,0.249963898917,3.66466187075e-13,0.0155947827514,0.250006292421,0.249546279492
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-210874285979000.0,199712.18988,-210874285979000.0,-210874285838000.0,-210874286121000.0,-210874286107000.0,-210874285852000.0,2.0,39884958786.8,74,0.25,3.66466187075e-13,0.00782687576092,0.250006292421,0.125226860254
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-211390588979000.0,318196.217476,-211390588979000.0,-211390588754000.0,-211390589204000.0,-211390589182000.0,-211390588777000.0,2.0,101248832816.0,56,0.125018050542,3.66466187075e-13,0.00782800599569,0.250006292421,0.250453720508
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-211698205720000.0,1194989.20281,-211698205720000.0,-211698204875000.0,-211698206565000.0,-211698206481000.0,-211698204960000.0,2.0,1427999194830.0,62,0.25,3.66466187075e-13,0.0155970350308,0.250006292421,0.249546279492
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-212703050713000.0,2364840.64906,-212703050713000.0,-212703049041000.0,-212703052385000.0,-212703052218000.0,-212703049208000.0,2.0,5592471295440.0,43,0.249963898917,3.66466187075e-13,0.0155939977396,0.249993707579,0.249546279492
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-213072861675000.0,492060.737688,-213072861675000.0,-213072861327000.0,-213072862023000.0,-213072861988000.0,-213072861362000.0,2.0,242123769574.0,49,0.25,3.66466187075e-13,0.00782648177084,0.249993707579,0.125226860254
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-213589163234000.0,228948.580409,-213589163234000.0,-213589163072000.0,-213589163396000.0,-213589163379000.0,-213589163088000.0,2.0,52417452471.1,31,0.125018050542,3.66466187075e-13,0.00782761194871,0.249993707579,0.250453720508
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-213896779811000.0,1743391.72268,-213896779811000.0,-213896778578000.0,-213896781044000.0,-213896780920000.0,-213896778701000.0,2.0,3039414698730.0,37,0.25,3.66466187075e-13,0.0155962499057,0.249993707579,0.249546279492
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-214901378716000.0,237701.170243,-214901378716000.0,-214901378547000.0,-214901378884000.0,-214901378867000.0,-214901378564000.0,2.0,56501846335.0,18,0.249963898917,3.66466187075e-13,0.00779656275213,0.12498986221,0.249546279492
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-215271190063000.0,3266343.967,-215271190063000.0,-215271187753000.0,-215271192372000.0,-215271192142000.0,-215271187984000.0,2.0,10669002910700.0,24,0.25,3.66466187075e-13,0.00391302200204,0.12498986221,0.125226860254
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-215787491610000.0,408557.680306,-215787491610000.0,-215787491321000.0,-215787491898000.0,-215787491870000.0,-215787491350000.0,2.0,166919378137.0,6,0.125018050542,3.66466187075e-13,0.00391358705936,0.12498986221,0.250453720508
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-216095109086000.0,437996.944189,-216095109086000.0,-216095108776000.0,-216095109396000.0,-216095109365000.0,-216095108807000.0,2.0,191841323119.0,12,0.25,3.66466187075e-13,0.00779768877217,0.12498986221,0.249546279492
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-421507934977000.0,740250.864759,-421507934977000.0,-421507934454000.0,-421507935501000.0,-421507935448000.0,-421507934506000.0,2.0,547971342776.0,117,0.25,3.66466187075e-13,0.00779856113348,0.125003845369,0.249546279492
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-421877754616000.0,3728259.92501,-421877754616000.0,-421877751979000.0,-421877757252000.0,-421877756988000.0,-421877752243000.0,2.0,13899922068400.0,123,0.249963898917,3.66466187075e-13,0.00391289464826,0.125003845369,0.125226860254
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-422763875690000.0,1641923.42428,-422763875690000.0,-422763874529000.0,-422763876851000.0,-422763876735000.0,-422763874645000.0,2.0,2695912531210.0,111,0.125018050542,3.66466187075e-13,0.00389984363975,0.125003845369,0.249546279492
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-423706510076000.0,2096348.33725,-423706510076000.0,-423706508594000.0,-423706511558000.0,-423706511410000.0,-423706508742000.0,2.0,4394676351100.0,92,0.25,3.66466187075e-13,0.0155970350308,0.250006292421,0.249546279492
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-424076329861000.0,4399713.36582,-424076329861000.0,-424076326750000.0,-424076332972000.0,-424076332661000.0,-424076327061000.0,2.0,19357477701400.0,98,0.249963898917,3.66466187075e-13,0.00782574552616,0.250006292421,0.125226860254
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-424962448332000.0,1537688.41592,-424962448332000.0,-424962447245000.0,-424962449419000.0,-424962449311000.0,-424962447354000.0,2.0,2364485664460.0,86,0.125018050542,3.66466187075e-13,0.00779964365513,0.250006292421,0.249546279492
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-425905058659000.0,1381033.8583,-425905058659000.0,-425905057682000.0,-425905059635000.0,-425905059538000.0,-425905057780000.0,2.0,1907254517760.0,67,0.25,3.66466187075e-13,0.0155970350308,0.250006292421,0.249546279492
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-426274881297000.0,2369856.97505,-426274881297000.0,-426274879621000.0,-426274882972000.0,-426274882805000.0,-426274879789000.0,2.0,5616222082190.0,73,0.249963898917,3.66466187075e-13,0.00782574552616,0.250006292421,0.125226860254
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-427161000682000.0,2735808.334,-427161000682000.0,-427160998748000.0,-427161002617000.0,-427161002423000.0,-427160998941000.0,2.0,7484647240400.0,61,0.125018050542,3.66466187075e-13,0.00779964365513,0.250006292421,0.249546279492
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-428103632476000.0,190126.959714,-428103632476000.0,-428103632341000.0,-428103632610000.0,-428103632597000.0,-428103632355000.0,2.0,36148260810.0,42,0.25,3.66466187075e-13,0.0155962499057,0.249993707579,0.249546279492
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-428473457567000.0,2316636.2738,-428473457567000.0,-428473455929000.0,-428473459206000.0,-428473459042000.0,-428473456093000.0,2.0,5366803625110.0,48,0.249963898917,3.66466187075e-13,0.00782535159296,0.249993707579,0.125226860254
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-429359573834000.0,2317133.81181,-429359573834000.0,-429359572196000.0,-429359575473000.0,-429359575309000.0,-429359572360000.0,2.0,5369109101850.0,36,0.125018050542,3.66466187075e-13,0.00779925103585,0.249993707579,0.249546279492
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-430301963554000.0,884195.664127,-430301963554000.0,-430301962929000.0,-430301964179000.0,-430301964117000.0,-430301962991000.0,2.0,781801972461.0,17,0.25,3.66466187075e-13,0.00779768877217,0.12498986221,0.249546279492
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-430671785718000.0,2385384.42125,-430671785718000.0,-430671784031000.0,-430671787405000.0,-430671787236000.0,-430671784200000.0,2.0,5690058837120.0,23,0.249963898917,3.66466187075e-13,0.00391245694471,0.12498986221,0.125226860254
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-431557902616000.0,585243.910129,-431557902616000.0,-431557902202000.0,-431557903030000.0,-431557902988000.0,-431557902243000.0,2.0,342510434343.0,11,0.125018050542,3.66466187075e-13,0.00389940739611,0.12498986221,0.249546279492
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-636970729803000.0,2023980.20084,-636970729803000.0,-636970728372000.0,-636970731234000.0,-636970731091000.0,-636970728515000.0,2.0,4096495853390.0,116,0.125018050542,3.66466187075e-13,0.00389984363975,0.125003845369,0.249546279492
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-637278338368000.0,988201.614086,-637278338368000.0,-637278337669000.0,-637278339066000.0,-637278338997000.0,-637278337739000.0,2.0,976542430083.0,122,0.25,3.66466187075e-13,0.0039134597688,0.125003845369,0.125226860254
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-639169305397000.0,2694909.36617,-639169305397000.0,-639169303492000.0,-639169307303000.0,-639169307113000.0,-639169303682000.0,2.0,7262536491860.0,91,0.125018050542,3.66466187075e-13,0.00779964365513,0.250006292421,0.249546279492
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-639476914011000.0,2287253.99831,-639476914011000.0,-639476912393000.0,-639476915628000.0,-639476915466000.0,-639476912555000.0,2.0,5231530852780.0,97,0.25,3.66466187075e-13,0.00782687576092,0.250006292421,0.125226860254
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-641367854009000.0,1818940.00556,-641367854009000.0,-641367852722000.0,-641367855295000.0,-641367855166000.0,-641367852851000.0,2.0,3308542743810.0,66,0.125018050542,3.66466187075e-13,0.00779964365513,0.250006292421,0.249546279492
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-641675463018000.0,3254760.27629,-641675463018000.0,-641675460716000.0,-641675465319000.0,-641675465089000.0,-641675460947000.0,2.0,10593464456100.0,72,0.25,3.66466187075e-13,0.00782687576092,0.250006292421,0.125226860254
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-643566429668000.0,880204.399901,-643566429668000.0,-643566429045000.0,-643566430290000.0,-643566430228000.0,-643566429108000.0,2.0,774759785604.0,41,0.125018050542,3.66466187075e-13,0.00779925103585,0.249993707579,0.249546279492
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-643874037836000.0,138634.118083,-643874037836000.0,-643874037738000.0,-643874037934000.0,-643874037924000.0,-643874037747000.0,2.0,19219418696.5,47,0.25,3.66466187075e-13,0.00782648177084,0.249993707579,0.125226860254
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-645764756589000.0,1118228.20971,-645764756589000.0,-645764755798000.0,-645764757379000.0,-645764757300000.0,-645764755877000.0,2.0,1250434328990.0,16,0.125018050542,3.66466187075e-13,0.00389940739611,0.12498986221,0.249546279492
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-646072369871000.0,2004812.65732,-646072369871000.0,-646072368453000.0,-646072371288000.0,-646072371146000.0,-646072368595000.0,2.0,4019273790950.0,22,0.25,3.66466187075e-13,0.00391302200204,0.12498986221,0.125226860254
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-852741135021000.0,259348.470951,-852741135021000.0,-852741134838000.0,-852741135205000.0,-852741135186000.0,-852741134856000.0,2.0,67261629384.8,121,0.125018050542,3.66466187075e-13,0.00195701244467,0.125003845369,0.125226860254
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-854939708240000.0,3156400.66236,-854939708240000.0,-854939706008000.0,-854939710472000.0,-854939710249000.0,-854939706231000.0,2.0,9962865141380.0,96,0.125018050542,3.66466187075e-13,0.00391400299785,0.250006292421,0.125226860254
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-857138257517000.0,2324646.86556,-857138257517000.0,-857138255873000.0,-857138259161000.0,-857138258997000.0,-857138256038000.0,2.0,5403983049550.0,71,0.125018050542,3.66466187075e-13,0.00391400299785,0.250006292421,0.125226860254
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-859336834150000.0,285232.379842,-859336834150000.0,-859336833948000.0,-859336834352000.0,-859336834331000.0,-859336833968000.0,2.0,81357510510.1,46,0.125018050542,3.66466187075e-13,0.00391380597435,0.249993707579,0.125226860254
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-861535161646000.0,1937160.03925,-861535161646000.0,-861535160276000.0,-861535163016000.0,-861535162879000.0,-861535160413000.0,2.0,3752589017680.0,21,0.125018050542,3.66466187075e-13,0.00195679352968,0.12498986221,0.125226860254
