smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-meoh_capacity,ProbabilityWeight-htse_capacity,ProbabilityWeight,prefix,PointProbability
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-769746908538.0,4381689.32627,-769746908538.0,-769743810216.0,-769750006860.0,-769749697028.0,-769744120048.0,2.0,19199201351900.0,0.124999250922,0.249963898917,0.249546279492,0.00779714839709,13,2.6175466018599997e-14
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-101750344886000.0,22716909.6144,-101750344886000.0,-101750328822000.0,-101750360949000.0,-101750359343000.0,-101750330429000.0,2.0,516057982428000.0,0.125000249693,0.249963898917,0.249546279492,0.00779721069797,118,2.6175466018599997e-14
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-102160219639000.0,139487.816938,-102160219639000.0,-102160219540000.0,-102160219738000.0,-102160219728000.0,-102160219550000.0,2.0,19456851074.2,0.125000249693,0.25,0.125226860254,0.0039133472,124,2.6175466018599997e-14
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-102732870421000.0,15380390.2377,-102732870421000.0,-102732859546000.0,-102732881297000.0,-102732880209000.0,-102732860633000.0,2.0,236556403864000.0,0.125000249693,0.125018050542,0.250453720508,0.00391391230429,106,2.6175466018599997e-14
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-103073806214000.0,17330296.2855,-103073806214000.0,-103073793960000.0,-103073818468000.0,-103073817243000.0,-103073795185000.0,2.0,300339169343000.0,0.125000249693,0.25,0.249546279492,0.00779833681159,112,2.6175466018599997e-14
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-135873571206000.0,13589699.0707,-135873571206000.0,-135873561597000.0,-135873580815000.0,-135873579854000.0,-135873562558000.0,2.0,184679920833000.0,0.250000499385,0.249963898917,0.249546279492,0.0155944213959,93,2.6175466018599997e-14
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-136283422440000.0,52351364.9992,-136283422440000.0,-136283385422000.0,-136283459458000.0,-136283455756000.0,-136283389123000.0,2.0,2740665417280000.0,0.250000499385,0.25,0.125226860254,0.0078266944,99,2.6175466018599997e-14
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-136856089376000.0,7756992.9995,-136856089376000.0,-136856083891000.0,-136856094861000.0,-136856094313000.0,-136856084440000.0,2.0,60170940394300.0,0.250000499385,0.125018050542,0.250453720508,0.00782782460857,81,2.6175466018599997e-14
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-137197013925000.0,3796514.67765,-137197013925000.0,-137197011241000.0,-137197016610000.0,-137197016341000.0,-137197011509000.0,2.0,14413523697600.0,0.250000499385,0.25,0.249546279492,0.0155966736232,87,2.6175466018599997e-14
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-169996805403000.0,32888830.6194,-169996805403000.0,-169996782147000.0,-169996828659000.0,-169996826333000.0,-169996784473000.0,2.0,1081675179510000.0,0.250000499385,0.249963898917,0.249546279492,0.0155944213959,68,2.6175466018599997e-14
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-170406659708000.0,47576707.7876,-170406659708000.0,-170406626066000.0,-170406693350000.0,-170406689985000.0,-170406629430000.0,2.0,2263543123900000.0,0.250000499385,0.25,0.125226860254,0.0078266944,74,2.6175466018599997e-14
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-170979304981000.0,2814100.0586,-170979304981000.0,-170979302991000.0,-170979306971000.0,-170979306772000.0,-170979303190000.0,2.0,7919159139820.0,0.250000499385,0.125018050542,0.250453720508,0.00782782460857,56,2.6175466018599997e-14
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-171320245583000.0,552562.782624,-171320245583000.0,-171320245192000.0,-171320245974000.0,-171320245935000.0,-171320245231000.0,2.0,305325628742.0,0.250000499385,0.25,0.249546279492,0.0155966736232,62,2.6175466018599997e-14
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-204119989453000.0,19526422.2178,-204119989453000.0,-204119975646000.0,-204120003260000.0,-204120001879000.0,-204119977026000.0,2.0,381281164627000.0,0.249999500615,0.249963898917,0.249546279492,0.0155943590951,43,2.6175466018599997e-14
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-204529855200000.0,26397619.3815,-204529855200000.0,-204529836534000.0,-204529873866000.0,-204529871999000.0,-204529838400000.0,2.0,696834309013000.0,0.249999500615,0.25,0.125226860254,0.00782666313177,49,2.6175466018599997e-14
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-205102518097000.0,1147088.26475,-205102518097000.0,-205102517286000.0,-205102518909000.0,-205102518827000.0,-205102517367000.0,2.0,1315811487130.0,0.249999500615,0.125018050542,0.250453720508,0.00782779333583,31,2.6175466018599997e-14
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-205443465426000.0,10769632.5666,-205443465426000.0,-205443457811000.0,-205443473041000.0,-205443472280000.0,-205443458572000.0,2.0,115984985620000.0,0.249999500615,0.25,0.249546279492,0.0155966113133,37,2.6175466018599997e-14
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-238242960858000.0,8471256.08801,-238242960858000.0,-238242954868000.0,-238242966848000.0,-238242966249000.0,-238242955467000.0,2.0,71762179708700.0,0.124999250922,0.249963898917,0.249546279492,0.00779714839709,18,2.6175466018599997e-14
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-238652779519000.0,50177331.646,-238652779519000.0,-238652744038000.0,-238652815000000.0,-238652811451000.0,-238652747586000.0,2.0,2517764611120000.0,0.124999250922,0.25,0.125226860254,0.00391331593177,24,2.6175466018599997e-14
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-239225464536000.0,9311324.13474,-239225464536000.0,-239225457952000.0,-239225471121000.0,-239225470462000.0,-239225458611000.0,2.0,86700757142200.0,0.124999250922,0.125018050542,0.250453720508,0.00391388103154,6,2.6175466018599997e-14
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-239566380669000.0,1928136.89269,-239566380669000.0,-239566379305000.0,-239566382032000.0,-239566381896000.0,-239566379442000.0,2.0,3717711876940.0,0.124999250922,0.25,0.249546279492,0.00779827450171,12,2.6175466018599997e-14
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-340546974461000.0,35183355.7525,-340546974461000.0,-340546949583000.0,-340546999340000.0,-340546996852000.0,-340546952071000.0,2.0,1237868522010000.0,0.125000249693,0.25,0.249546279492,0.00779833681159,117,2.6175466018599997e-14
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-340956926127000.0,4022095.67306,-340956926127000.0,-340956923283000.0,-340956928971000.0,-340956928687000.0,-340956923568000.0,2.0,16177253603200.0,0.125000249693,0.249963898917,0.125226860254,0.00391278209571,123,2.6175466018599997e-14
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-341939444099000.0,5132593.34949,-341939444099000.0,-341939440469000.0,-341939447728000.0,-341939447365000.0,-341939440832000.0,2.0,26343514491300.0,0.125000249693,0.125018050542,0.249546279492,0.0038997314626,111,2.6175466018599997e-14
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-374670264544000.0,57966784.3713,-374670264544000.0,-374670223555000.0,-374670305533000.0,-374670301434000.0,-374670227654000.0,2.0,3360148090340000.0,0.250000499385,0.25,0.249546279492,0.0155966736232,92,2.6175466018599997e-14
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-375080115312000.0,9520484.24349,-375080115312000.0,-375080108580000.0,-375080122044000.0,-375080121370000.0,-375080109253000.0,2.0,90639620230500.0,0.250000499385,0.249963898917,0.125226860254,0.00782556419142,98,2.6175466018599997e-14
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-376062665764000.0,4894064.66544,-376062665764000.0,-376062662304000.0,-376062669225000.0,-376062668879000.0,-376062662650000.0,2.0,23951868949500.0,0.250000499385,0.125018050542,0.249546279492,0.00779946292521,86,2.6175466018599997e-14
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-408793448827000.0,9967213.62497,-408793448827000.0,-408793441779000.0,-408793455875000.0,-408793455170000.0,-408793442484000.0,2.0,99345347445800.0,0.250000499385,0.25,0.249546279492,0.0155966736232,67,2.6175466018599997e-14
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-409203336634000.0,20497218.0007,-409203336634000.0,-409203322140000.0,-409203351128000.0,-409203349678000.0,-409203323590000.0,2.0,420135945768000.0,0.250000499385,0.249963898917,0.125226860254,0.00782556419142,73,2.6175466018599997e-14
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-410185867908000.0,15348665.9141,-410185867908000.0,-410185857054000.0,-410185878761000.0,-410185877675000.0,-410185858140000.0,2.0,235581545341000.0,0.250000499385,0.125018050542,0.249546279492,0.00779946292521,61,2.6175466018599997e-14
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-442916652683000.0,12966658.7674,-442916652683000.0,-442916643514000.0,-442916661852000.0,-442916660935000.0,-442916644431000.0,2.0,168134239590000.0,0.249999500615,0.25,0.249546279492,0.0155966113133,42,2.6175466018599997e-14
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-443326556841000.0,56535586.5459,-443326556841000.0,-443326516864000.0,-443326596818000.0,-443326592820000.0,-443326520862000.0,2.0,3196272546090000.0,0.249999500615,0.249963898917,0.125226860254,0.0078255329277,48,2.6175466018599997e-14
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-444309150876000.0,6011496.09839,-444309150876000.0,-444309146625000.0,-444309155127000.0,-444309154701000.0,-444309147050000.0,2.0,36138085341000.0,0.249999500615,0.125018050542,0.249546279492,0.00779943176577,36,2.6175466018599997e-14
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-477039575501000.0,9549730.71029,-477039575501000.0,-477039568748000.0,-477039582254000.0,-477039581578000.0,-477039569424000.0,2.0,91197356639000.0,0.124999250922,0.25,0.249546279492,0.00779827450171,17,2.6175466018599997e-14
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-477449532486000.0,41272481.6573,-477449532486000.0,-477449503302000.0,-477449561670000.0,-477449558751000.0,-477449506220000.0,2.0,1703417742150000.0,0.124999250922,0.249963898917,0.125226860254,0.00391275083199,23,2.6175466018599997e-14
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-478432039618000.0,37948329.0151,-478432039618000.0,-478432012784000.0,-478432066451000.0,-478432063768000.0,-478432015468000.0,2.0,1440075675040000.0,0.124999250922,0.125018050542,0.249546279492,0.00389970030317,11,2.6175466018599997e-14
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-579412611040000.0,2023768.15719,-579412611040000.0,-579412609609000.0,-579412612471000.0,-579412612328000.0,-579412609752000.0,2.0,4095637554070.0,0.125000249693,0.125018050542,0.249546279492,0.0038997314626,116,2.6175466018599997e-14
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-579753555409000.0,2941856.06806,-579753555409000.0,-579753553329000.0,-579753557489000.0,-579753557281000.0,-579753553537000.0,2.0,8654517125180.0,0.125000249693,0.25,0.125226860254,0.0039133472,122,2.6175466018599997e-14
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-613535842241000.0,764936.448626,-613535842241000.0,-613535841700000.0,-613535842782000.0,-613535842728000.0,-613535841754000.0,2.0,585127770436.0,0.250000499385,0.125018050542,0.249546279492,0.00779946292521,91,2.6175466018599997e-14
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-613876797305000.0,14357256.952,-613876797305000.0,-613876787153000.0,-613876807457000.0,-613876806442000.0,-613876788168000.0,2.0,206130827186000.0,0.250000499385,0.25,0.125226860254,0.0078266944,97,2.6175466018599997e-14
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-647659079825000.0,20968651.3508,-647659079825000.0,-647659064997000.0,-647659094652000.0,-647659093169000.0,-647659066480000.0,2.0,439684339472000.0,0.250000499385,0.125018050542,0.249546279492,0.00779946292521,66,2.6175466018599997e-14
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-648000009077000.0,69786106.9225,-648000009077000.0,-647999959731000.0,-648000058424000.0,-648000053489000.0,-647999964666000.0,2.0,4870100719400000.0,0.250000499385,0.25,0.125226860254,0.0078266944,72,2.6175466018599997e-14
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-681782267234000.0,43448298.0575,-681782267234000.0,-681782236512000.0,-681782297957000.0,-681782294885000.0,-681782239584000.0,2.0,1887754604100000.0,0.249999500615,0.125018050542,0.249546279492,0.00779943176577,41,2.6175466018599997e-14
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-682123222169000.0,1465283.81931,-682123222169000.0,-682123221133000.0,-682123223206000.0,-682123223102000.0,-682123221237000.0,2.0,2147056671140.0,0.249999500615,0.25,0.125226860254,0.00782666313177,47,2.6175466018599997e-14
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-715905221856000.0,20919289.5522,-715905221856000.0,-715905207064000.0,-715905236648000.0,-715905235169000.0,-715905208543000.0,2.0,437616675371000.0,0.124999250922,0.125018050542,0.249546279492,0.00389970030317,16,2.6175466018599997e-14
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-716246168168000.0,28879755.5664,-716246168168000.0,-716246147746000.0,-716246188589000.0,-716246186547000.0,-716246149789000.0,2.0,834040281574000.0,0.124999250922,0.25,0.125226860254,0.00391331593177,22,2.6175466018599997e-14
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-818619180199000.0,16844546.6857,-818619180199000.0,-818619168289000.0,-818619192110000.0,-818619190919000.0,-818619169480000.0,2.0,283738753048000.0,0.125000249693,0.125018050542,0.125226860254,0.00195695615214,121,2.6175466018599997e-14
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-852742374070000.0,28554694.69,-852742374070000.0,-852742353879000.0,-852742394261000.0,-852742392242000.0,-852742355898000.0,2.0,815370588838000.0,0.250000499385,0.125018050542,0.125226860254,0.00391391230429,96,2.6175466018599997e-14
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-886865659808000.0,12488332.8939,-886865659808000.0,-886865650977000.0,-886865668639000.0,-886865667756000.0,-886865651861000.0,2.0,155958458469000.0,0.250000499385,0.125018050542,0.125226860254,0.00391391230429,71,2.6175466018599997e-14
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-920988856088000.0,12763085.2441,-920988856088000.0,-920988847063000.0,-920988865113000.0,-920988864211000.0,-920988847966000.0,2.0,162896344949000.0,0.249999500615,0.125018050542,0.125226860254,0.00391389666791,46,2.6175466018599997e-14
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-955111758903000.0,14642079.2983,-955111758903000.0,-955111748550000.0,-955111769257000.0,-955111768221000.0,-955111749585000.0,2.0,214390486178000.0,0.124999250922,0.125018050542,0.125226860254,0.00195694051577,21,2.6175466018599997e-14
