smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity,ProbabilityWeight-ft_capacity,PointProbability
720.0,-636.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,141753.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,675755436.38,1140.20095276,675755436.38,675756242.623,675754630.136,675754710.76,675756161.999,2.0,1300058.21268,132,0.00137389548923,0.111113462669,0.111290322581,0.111103979461,2.43442575998e-13
720.0,-705.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,659597615.65,22745.2377211,659597615.65,659613698.962,659581532.338,659583140.67,659612090.631,2.0,517345838.991,101,0.000343401180962,0.055544973545,0.0556451612903,0.111103979461,2.43442575998e-13
720.0,-636.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,654785113.234,95758.0959101,654785113.234,654852824.433,654717402.035,654724173.155,654846053.313,2.0,9169612932.32,142,0.00137391002749,0.111114638448,0.111290322581,0.111103979461,2.43442575998e-13
720.0,-705.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,47251.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,653122772.689,118422.131547,653122772.689,653206509.781,653039035.597,653047409.306,653198136.072,2.0,14023801240.2,111,0.000686875053268,0.111101704879,0.0556451612903,0.111103979461,2.43442575998e-13
720.0,-636.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,236256.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,633870608.216,84944.1437806,633870608.216,633930672.796,633810543.636,633816550.094,633924666.338,2.0,7215507562.62,152,0.00137391002749,0.111114638448,0.111290322581,0.111103979461,2.43442575998e-13
720.0,-705.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,631711867.636,472661.951302,631711867.636,632046090.107,631377645.166,631411067.413,632012667.86,2.0,223409320209.0,121,0.000686947744613,0.111113462669,0.0556451612903,0.111103979461,2.43442575998e-13
720.0,-636.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,612972878.289,111080.503526,612972878.289,613051424.066,612894332.512,612902187.089,613043569.488,2.0,12338878263.5,162,0.00137389548923,0.111113462669,0.111290322581,0.111103979461,2.43442575998e-13
720.0,-705.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,141753.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,610956825.915,237061.243826,610956825.915,611124453.528,610789198.302,610805961.063,611107690.767,2.0,56198033324.3,131,0.000686947744613,0.111113462669,0.0556451612903,0.111103979461,2.43442575998e-13
720.0,-636.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,330758.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,592029887.804,52066.7590847,592029887.804,592066704.562,591993071.046,591996752.721,592063022.887,2.0,2710947401.59,172,0.00137389548923,0.111113462669,0.111290322581,0.111103979461,2.43442575998e-13
720.0,-705.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,590363643.715,443.769551051,590363643.715,590363957.508,590363329.923,590363361.302,590363926.129,2.0,196931.41444,141,0.000686955013747,0.111114638448,0.0556451612903,0.111103979461,2.43442575998e-13
720.0,-636.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,571131857.28,50774.8574811,571131857.28,571167760.526,571095954.034,571099544.359,571164170.202,2.0,2578086152.23,182,0.00137389548923,0.111113462669,0.111290322581,0.111103979461,2.43442575998e-13
720.0,-705.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,236256.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,569039502.357,165158.932199,569039502.357,569156287.358,568922717.356,568934395.856,569144608.858,2.0,27277472885.2,151,0.000686955013747,0.111114638448,0.0556451612903,0.111103979461,2.43442575998e-13
720.0,-636.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,550207677.218,70703.5866404,550207677.218,550257672.203,550157682.232,550162681.731,550252672.705,2.0,4998997163.81,192,0.000686947744613,0.0555567313345,0.111290322581,0.111103979461,2.43442575998e-13
720.0,-705.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,547675525.589,39137.2420004,547675525.589,547703199.799,547647851.38,547650618.801,547700432.378,2.0,1531723711.4,161,0.000686947744613,0.111113462669,0.0556451612903,0.111103979461,2.43442575998e-13
720.0,-705.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,330758.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,526682132.691,215314.247371,526682132.691,526834382.855,526529882.526,526545107.543,526819157.839,2.0,46360225121.1,171,0.000686947744613,0.111113462669,0.0556451612903,0.111103979461,2.43442575998e-13
720.0,-705.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,506216049.398,498681.578497,506216049.398,506568670.524,505863428.273,505898690.385,506533408.412,2.0,248683316732.0,181,0.000686947744613,0.111113462669,0.0556451612903,0.111103979461,2.43442575998e-13
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,47251.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,489854407.699,68847.7527182,489854407.699,489903090.412,489805724.986,489810593.257,489898222.14,2.0,4740013054.34,213,0.00137375010654,0.111101704879,0.111290322581,0.111103979461,2.43442575998e-13
720.0,-705.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,485352446.026,188761.061607,485352446.026,485485920.253,485218971.8,485232319.222,485472572.83,2.0,35630738378.9,191,0.000343473872306,0.0555567313345,0.0556451612903,0.111103979461,2.43442575998e-13
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,468944197.499,141190.475202,468944197.499,469044034.242,468844360.757,468854344.431,469034050.567,2.0,19934750287.8,223,0.00137389548923,0.111113462669,0.111290322581,0.111103979461,2.43442575998e-13
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,141753.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,448141516.357,54716.3001951,448141516.357,448180206.624,448102826.091,448106695.117,448176337.598,2.0,2993873507.04,233,0.00137389548923,0.111113462669,0.111290322581,0.111103979461,2.43442575998e-13
720.0,-636.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,431673814.954,106468.833829,431673814.954,431749099.789,431598530.12,431606058.603,431741571.305,2.0,11335612577.0,202,0.000686802361924,0.055544973545,0.111290322581,0.111103979461,2.43442575998e-13
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,427255995.537,10125.8453614,427255995.537,427263155.591,427248835.483,427249551.489,427262439.586,2.0,102532744.282,243,0.00137391002749,0.111114638448,0.111290322581,0.111103979461,2.43442575998e-13
720.0,-636.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,47251.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,424748136.803,74338.9001015,424748136.803,424800702.344,424695571.263,424700827.817,424795445.789,2.0,5526272068.31,212,0.00137375010654,0.111101704879,0.111290322581,0.111103979461,2.43442575998e-13
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,236256.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,406390268.537,13732.0016491,406390268.537,406399978.529,406380558.546,406381529.545,406399007.529,2.0,188567869.291,253,0.00137391002749,0.111114638448,0.111290322581,0.111103979461,2.43442575998e-13
720.0,-636.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,403525047.893,33228.8655673,403525047.893,403548544.249,403501551.537,403503901.172,403546194.613,2.0,1104157506.89,222,0.00137389548923,0.111113462669,0.111290322581,0.111103979461,2.43442575998e-13
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,385328810.984,63359.715353,385328810.984,385373613.068,385284008.899,385288489.108,385369132.86,2.0,4014453529.61,263,0.00137389548923,0.111113462669,0.111290322581,0.111103979461,2.43442575998e-13
720.0,-636.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,141753.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,383046799.816,272575.52285,383046799.816,383239539.817,382854059.815,382873333.815,383220265.816,2.0,74297415657.1,232,0.00137389548923,0.111113462669,0.111290322581,0.111103979461,2.43442575998e-13
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,330758.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,364420237.147,158105.585577,364420237.147,364532034.679,364308439.615,364319619.368,364520854.926,2.0,24997376190.7,273,0.00137389548923,0.111113462669,0.111290322581,0.111103979461,2.43442575998e-13
720.0,-636.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,361695856.934,110779.511433,361695856.934,361774189.878,361617523.991,361625357.285,361766356.584,2.0,12272100153.4,242,0.00137391002749,0.111114638448,0.111290322581,0.111103979461,2.43442575998e-13
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,47251.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,357106873.947,97858.93154,357106873.947,357176070.661,357037677.232,357044596.904,357169150.989,2.0,9576370482.14,211,0.000686875053268,0.111101704879,0.0556451612903,0.111103979461,2.43442575998e-13
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,352856715.92,155806.825608,352856715.92,352966887.983,352746543.858,352757561.064,352955870.777,2.0,24275766905.9,201,0.000343401180962,0.055544973545,0.0556451612903,0.111103979461,2.43442575998e-13
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,343695779.026,108162.374248,343695779.026,343772261.374,343619296.678,343626944.913,343764613.14,2.0,11699099203.1,283,0.00137389548923,0.111113462669,0.111290322581,0.111103979461,2.43442575998e-13
720.0,-636.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,236256.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,340662637.831,570771.297323,340662637.831,341066234.086,340259041.576,340299401.202,341025874.461,2.0,325779873848.0,252,0.00137391002749,0.111114638448,0.111290322581,0.111103979461,2.43442575998e-13
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,335975688.674,316475.367124,335975688.674,336199470.552,335751906.796,335774284.984,336177092.364,2.0,100156657996.0,221,0.000686947744613,0.111113462669,0.0556451612903,0.111103979461,2.43442575998e-13
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,322764495.038,13625.9327739,322764495.038,322774130.028,322754860.049,322755823.548,322773166.529,2.0,185666043.959,293,0.000686947744613,0.0555567313345,0.111290322581,0.111103979461,2.43442575998e-13
720.0,-636.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,320146642.483,428077.967125,320146642.483,320449339.316,319843945.649,319874215.333,320419069.633,2.0,183250745938.0,262,0.00137389548923,0.111113462669,0.111290322581,0.111103979461,2.43442575998e-13
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,141753.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,315247676.374,345251.439065,315247676.374,315491806.008,315003546.74,315027959.703,315467393.044,2.0,119198556177.0,231,0.000686947744613,0.111113462669,0.0556451612903,0.111103979461,2.43442575998e-13
720.0,-636.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,330758.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,299311683.241,428037.616633,299311683.241,299614351.542,299009014.939,299039281.769,299584084.712,2.0,183216201253.0,272,0.00137389548923,0.111113462669,0.111290322581,0.111103979461,2.43442575998e-13
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,293998178.435,276835.062236,293998178.435,294193930.385,293802426.485,293822001.68,294174355.19,2.0,76637651683.3,241,0.000686955013747,0.111114638448,0.0556451612903,0.111103979461,2.43442575998e-13
720.0,-636.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,277837487.941,97492.5686229,277837487.941,277906425.597,277768550.285,277775444.05,277899531.832,2.0,9504800936.68,282,0.00137389548923,0.111113462669,0.111290322581,0.111103979461,2.43442575998e-13
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,236256.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,272896333.997,208587.871388,272896333.997,273043827.896,272748840.099,272763589.489,273029078.506,2.0,43508900090.4,251,0.000686955013747,0.111114638448,0.0556451612903,0.111103979461,2.43442575998e-13
720.0,-498.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,47251.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,263329011.291,232514.860815,263329011.291,263493424.125,263164598.456,263181039.739,263476982.842,2.0,54063160499.8,314,0.00136418932843,0.111101704879,0.110483870968,0.111136071887,2.43442575998e-13
720.0,-636.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,257001615.83,187776.161587,257001615.83,257134393.627,256868838.033,256882115.813,257121115.848,2.0,35259886860.2,292,0.000686947744613,0.0555567313345,0.111290322581,0.111103979461,2.43442575998e-13
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,251807071.255,337301.764646,251807071.255,252045579.62,251568562.89,251592413.726,252021728.783,2.0,113772480433.0,261,0.000686947744613,0.111113462669,0.0556451612903,0.111103979461,2.43442575998e-13
720.0,-498.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,242692485.668,143871.878526,242692485.668,242794218.449,242590752.887,242600926.165,242784045.171,2.0,20699117430.7,324,0.00136433369931,0.111113462669,0.110483870968,0.111136071887,2.43442575998e-13
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,330758.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,230506458.308,567791.537423,230506458.308,230907947.554,230104969.061,230145117.986,230867798.629,2.0,322387229969.0,271,0.000686947744613,0.111113462669,0.0556451612903,0.111103979461,2.43442575998e-13
720.0,-498.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,141753.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,221592118.986,249816.527182,221592118.986,221768765.946,221415472.025,221433136.721,221751101.25,2.0,62408297253.2,334,0.00136433369931,0.111113462669,0.110483870968,0.111136071887,2.43442575998e-13
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,209966165.62,941379.082686,209966165.62,210631821.153,209300510.087,209367075.64,210565255.6,2.0,886194577319.0,281,0.000686947744613,0.111113462669,0.0556451612903,0.111103979461,2.43442575998e-13
720.0,-567.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,204772458.645,5377.53275294,204772458.645,204776261.135,204768656.155,204769036.404,204775880.886,2.0,28917858.509,303,0.000687000745044,0.055544973545,0.111290322581,0.111136071887,2.43442575998e-13
720.0,-498.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,200530857.619,30842.5131631,200530857.619,200552666.569,200509048.669,200511229.564,200550485.674,2.0,951260618.213,344,0.0013643481364,0.111114638448,0.110483870968,0.111136071887,2.43442575998e-13
720.0,-567.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,47251.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,197300962.089,471964.866996,197300962.089,197634691.647,196967232.531,197000605.487,197601318.691,2.0,222750835678.0,313,0.00137414691477,0.111101704879,0.111290322581,0.111136071887,2.43442575998e-13
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,188965279.081,35075.0304752,188965279.081,188990080.872,188940477.289,188942957.468,188987600.693,2.0,1230257762.84,291,0.000343473872306,0.0555567313345,0.0556451612903,0.111103979461,2.43442575998e-13
720.0,-498.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,236256.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,179663735.587,52116.8456682,179663735.587,179700587.762,179626883.412,179630568.63,179696902.545,2.0,2716165602.4,354,0.0013643481364,0.111114638448,0.110483870968,0.111136071887,2.43442575998e-13
720.0,-567.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,176440353.899,199544.390822,176440353.899,176581453.09,176299254.707,176313364.626,176567343.171,2.0,39817963908.4,323,0.00137429233945,0.111113462669,0.111290322581,0.111136071887,2.43442575998e-13
720.0,-498.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,158859126.229,193290.777166,158859126.229,158995803.448,158722449.01,158736116.732,158982135.726,2.0,37361324537.6,364,0.00136433369931,0.111113462669,0.110483870968,0.111136071887,2.43442575998e-13
720.0,-567.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,141753.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,155263130.936,359229.607214,155263130.936,155517144.627,155009117.245,155034518.614,155491743.258,2.0,129045910699.0,333,0.00137429233945,0.111113462669,0.111290322581,0.111136071887,2.43442575998e-13
720.0,-498.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,330758.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,137726305.012,114029.056338,137726305.012,137806935.731,137645674.293,137653737.365,137798872.659,2.0,13002625689.4,374,0.00136433369931,0.111113462669,0.110483870968,0.111136071887,2.43442575998e-13
720.0,-567.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,134634645.423,233159.049661,134634645.423,134799513.768,134469777.078,134486263.912,134783026.933,2.0,54363142438.9,343,0.00137430688192,0.111114638448,0.111290322581,0.111136071887,2.43442575998e-13
720.0,-636.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,47251.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,128888347.759,12109.4785364,128888347.759,128896910.453,128879785.064,128880641.334,128896054.183,2.0,146639470.424,312,0.00137414691477,0.111101704879,0.111290322581,0.111136071887,2.43442575998e-13
720.0,-636.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,125327545.62,20372.8059368,125327545.62,125341951.369,125313139.871,125314580.446,125340510.794,2.0,415051221.741,302,0.000687000745044,0.055544973545,0.111290322581,0.111136071887,2.43442575998e-13
720.0,-498.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,116865815.182,43790.8540997,116865815.182,116896779.992,116834850.372,116837946.853,116893683.511,2.0,1917638902.78,384,0.00136433369931,0.111113462669,0.110483870968,0.111136071887,2.43442575998e-13
720.0,-567.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,236256.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,113623474.315,548511.995672,113623474.315,114011330.867,113235617.764,113274403.419,113972545.212,2.0,300865409396.0,353,0.00137430688192,0.111114638448,0.111290322581,0.111136071887,2.43442575998e-13
720.0,-636.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,108337529.746,733478.159803,108337529.746,108856177.126,107818882.365,107870747.103,108804312.388,2.0,537990210907.0,322,0.00137429233945,0.111113462669,0.111290322581,0.111136071887,2.43442575998e-13
720.0,-498.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,95942438.5436,54572.75682,95942438.5436,95981027.31,95903849.7772,95907708.6538,95977168.4334,2.0,2978185786.94,394,0.000682166849656,0.0555567313345,0.110483870968,0.111136071887,2.43442575998e-13
720.0,-567.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,92647908.6485,467336.497954,92647908.6485,92978365.4553,92317451.8417,92350497.5224,92945319.7746,2.0,218403402320.0,363,0.00137429233945,0.111113462669,0.111290322581,0.111136071887,2.43442575998e-13
720.0,-636.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,141753.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,86721585.9636,63275.2253342,86721585.9636,86766328.3045,86676843.6227,86681317.8568,86761854.0704,2.0,4003754141.09,332,0.00137429233945,0.111113462669,0.111290322581,0.111136071887,2.43442575998e-13
