npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,prefix,PointProbability,ProbabilityWeight-htse_capacity,ProbabilityWeight-meoh_capacity,ProbabilityWeight-h2_storage_capacity
769.0,-472.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-184054943173000.0,958592.998129,-184054943173000.0,-184054942495000.0,-184054943851000.0,-184054943783000.0,-184054942563000.0,2.0,918900536062.0,0.00779928435215,12,2.85069050095e-13,0.249579831933,0.250017101033,0.12499008153
769.0,-472.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-184055010425000.0,21691327.9383,-184055010425000.0,-184054995087000.0,-184055025763000.0,-184055024230000.0,-184054996621000.0,2.0,470513707728000.0,0.0155994196985,37,2.85069050095e-13,0.249579831933,0.250017101033,0.249993800956
769.0,-472.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-184055030310000.0,1627179.12094,-184055030310000.0,-184055029159000.0,-184055031461000.0,-184055031346000.0,-184055029275000.0,2.0,2647711891640.0,0.0156001933296,62,2.85069050095e-13,0.249579831933,0.250017101033,0.250006199044
769.0,-472.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-184055099682000.0,18664227.916,-184055099682000.0,-184055086485000.0,-184055112880000.0,-184055111560000.0,-184055087804000.0,2.0,348353403700000.0,0.0156001933296,87,2.85069050095e-13,0.249579831933,0.250017101033,0.250006199044
769.0,-472.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-184055123219000.0,7091254.58352,-184055123219000.0,-184055118205000.0,-184055128233000.0,-184055127732000.0,-184055118706000.0,2.0,50285891568200.0,0.00780013534634,112,2.85069050095e-13,0.249579831933,0.250017101033,0.125003719426
769.0,-323.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-188909295814000.0,17854079.6564,-188909295814000.0,-188909283189000.0,-188909308439000.0,-188909307176000.0,-188909284452000.0,2.0,318768160377000.0,0.00782554456883,18,2.85069050095e-13,0.250420168067,0.250017101033,0.12499008153
769.0,-323.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-188909325439000.0,3739641.78092,-188909325439000.0,-188909322795000.0,-188909328084000.0,-188909327819000.0,-188909323059000.0,2.0,13984920649600.0,0.0156519429971,43,2.85069050095e-13,0.250420168067,0.250017101033,0.249993800956
769.0,-323.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-188909399080000.0,43059178.0797,-188909399080000.0,-188909368633000.0,-188909429528000.0,-188909426483000.0,-188909371678000.0,2.0,1854092816900000.0,0.015652719233,68,2.85069050095e-13,0.250420168067,0.250017101033,0.250006199044
769.0,-323.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-188909422843000.0,17682711.9523,-188909422843000.0,-188909410339000.0,-188909435346000.0,-188909434096000.0,-188909411590000.0,2.0,312678301989000.0,0.015652719233,93,2.85069050095e-13,0.250420168067,0.250017101033,0.250006199044
769.0,-323.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-188909449367000.0,2556100.12867,-188909449367000.0,-188909447560000.0,-188909451175000.0,-188909450994000.0,-188909447741000.0,2.0,6533647867790.0,0.00782639842831,118,2.85069050095e-13,0.250420168067,0.250017101033,0.125003719426
769.0,-174.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-193763607950000.0,8523344.97646,-193763607950000.0,-193763601923000.0,-193763613977000.0,-193763613374000.0,-193763602526000.0,2.0,72647409587800.0,0.00391223702145,24,2.85069050095e-13,0.125210084034,0.249982898967,0.12499008153
769.0,-174.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-193763651931000.0,16880649.282,-193763651931000.0,-193763639995000.0,-193763663868000.0,-193763662674000.0,-193763641189000.0,2.0,284956320181000.0,0.00782490091423,49,2.85069050095e-13,0.125210084034,0.249982898967,0.249993800956
769.0,-174.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-193763705429000.0,17244211.2829,-193763705429000.0,-193763693236000.0,-193763717623000.0,-193763716403000.0,-193763694455000.0,2.0,297362822770000.0,0.00782528897909,74,2.85069050095e-13,0.125210084034,0.249982898967,0.250006199044
769.0,-174.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-193763726718000.0,5196311.44865,-193763726718000.0,-193763723044000.0,-193763730392000.0,-193763730025000.0,-193763723411000.0,2.0,27001652671400.0,0.00782528897909,99,2.85069050095e-13,0.125210084034,0.249982898967,0.250006199044
769.0,-174.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-193763796245000.0,18418078.0792,-193763796245000.0,-193763783221000.0,-193763809268000.0,-193763807966000.0,-193763784524000.0,2.0,339225600133000.0,0.00391266389279,124,2.85069050095e-13,0.125210084034,0.249982898967,0.125003719426
769.0,-472.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-382578501441000.0,18593803.3951,-382578501441000.0,-382578488293000.0,-382578514589000.0,-382578513274000.0,-382578489608000.0,2.0,345729524697000.0,0.00389964217608,11,2.85069050095e-13,0.249579831933,0.125008550516,0.12499008153
769.0,-472.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-382578536395000.0,7361861.94009,-382578536395000.0,-382578531189000.0,-382578541600000.0,-382578541080000.0,-382578531710000.0,2.0,54197011225000.0,0.00779970984924,36,2.85069050095e-13,0.249579831933,0.125008550516,0.249993800956
769.0,-472.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-382578573636000.0,1998260.65008,-382578573636000.0,-382578572223000.0,-382578575049000.0,-382578574908000.0,-382578572364000.0,2.0,3993045625660.0,0.00780009666478,61,2.85069050095e-13,0.249579831933,0.125008550516,0.250006199044
769.0,-472.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-382578615635000.0,540314.301058,-382578615635000.0,-382578615253000.0,-382578616017000.0,-382578615979000.0,-382578615291000.0,2.0,291939543928.0,0.00780009666478,86,2.85069050095e-13,0.249579831933,0.125008550516,0.250006199044
769.0,-472.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-382578663741000.0,7326395.09913,-382578663741000.0,-382578658560000.0,-382578668922000.0,-382578668403000.0,-382578659078000.0,2.0,53676065148600.0,0.00390006767317,111,2.85069050095e-13,0.249579831933,0.125008550516,0.125003719426
769.0,-323.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-387432833964000.0,6217926.42141,-387432833964000.0,-387432829567000.0,-387432838361000.0,-387432837921000.0,-387432830007000.0,2.0,38662608982100.0,0.00782554456883,17,2.85069050095e-13,0.250420168067,0.250017101033,0.12499008153
769.0,-323.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-387432868138000.0,825418.78296,-387432868138000.0,-387432867554000.0,-387432868722000.0,-387432868663000.0,-387432867613000.0,2.0,681316167264.0,0.0156519429971,42,2.85069050095e-13,0.250420168067,0.250017101033,0.249993800956
769.0,-323.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-387432933424000.0,15061232.7969,-387432933424000.0,-387432922774000.0,-387432944073000.0,-387432943008000.0,-387432923839000.0,2.0,226840733364000.0,0.015652719233,67,2.85069050095e-13,0.250420168067,0.250017101033,0.250006199044
769.0,-323.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-387432959460000.0,9177644.09515,-387432959460000.0,-387432952971000.0,-387432965950000.0,-387432965301000.0,-387432953619000.0,2.0,84229151137300.0,0.015652719233,92,2.85069050095e-13,0.250420168067,0.250017101033,0.250006199044
769.0,-323.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-387433042586000.0,9011442.04919,-387433042586000.0,-387433036214000.0,-387433048958000.0,-387433048321000.0,-387433036851000.0,2.0,81206087805900.0,0.00782639842831,117,2.85069050095e-13,0.250420168067,0.250017101033,0.125003719426
769.0,-174.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-392287184870000.0,33632080.4566,-392287184870000.0,-392287161089000.0,-392287208652000.0,-392287206274000.0,-392287163467000.0,2.0,1131116835840000.0,0.00391277228441,23,2.85069050095e-13,0.125210084034,0.250017101033,0.12499008153
769.0,-174.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-392287212630000.0,15383824.9426,-392287212630000.0,-392287201752000.0,-392287223508000.0,-392287222420000.0,-392287202840000.0,2.0,236662069865000.0,0.00782597149857,48,2.85069050095e-13,0.125210084034,0.250017101033,0.249993800956
769.0,-174.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-392287280563000.0,37679163.8691,-392287280563000.0,-392287253920000.0,-392287307206000.0,-392287304542000.0,-392287256584000.0,2.0,1419719389870000.0,0.00782635961652,73,2.85069050095e-13,0.125210084034,0.250017101033,0.250006199044
769.0,-174.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-392287329294000.0,4676950.26832,-392287329294000.0,-392287325987000.0,-392287332602000.0,-392287332271000.0,-392287326318000.0,2.0,21873863812300.0,0.00782635961652,98,2.85069050095e-13,0.125210084034,0.250017101033,0.250006199044
769.0,-174.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-392287393830000.0,47606049.1614,-392287393830000.0,-392287360167000.0,-392287427492000.0,-392287424126000.0,-392287363533000.0,2.0,2266335916750000.0,0.00391319921416,123,2.85069050095e-13,0.125210084034,0.250017101033,0.125003719426
769.0,-323.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-585956393923000.0,6060079.23981,-585956393923000.0,-585956389638000.0,-585956398208000.0,-585956397779000.0,-585956390066000.0,2.0,36724560392800.0,0.00391277228441,16,2.85069050095e-13,0.250420168067,0.125008550516,0.12499008153
769.0,-323.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-585956426616000.0,2465244.79595,-585956426616000.0,-585956424873000.0,-585956428359000.0,-585956428185000.0,-585956425047000.0,2.0,6077431903950.0,0.00782597149857,41,2.85069050095e-13,0.250420168067,0.125008550516,0.249993800956
769.0,-323.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-585956461198000.0,390886.949261,-585956461198000.0,-585956460921000.0,-585956461474000.0,-585956461447000.0,-585956460949000.0,2.0,152792607103.0,0.00782635961652,66,2.85069050095e-13,0.250420168067,0.125008550516,0.250006199044
769.0,-323.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-585956542339000.0,217797.904217,-585956542339000.0,-585956542185000.0,-585956542493000.0,-585956542477000.0,-585956542200000.0,2.0,47435927081.3,0.00391319921416,116,2.85069050095e-13,0.250420168067,0.125008550516,0.125003719426
769.0,-323.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-585956546205000.0,17292249.8416,-585956546205000.0,-585956533978000.0,-585956558433000.0,-585956557210000.0,-585956535201000.0,2.0,299021904586000.0,0.00782635961652,91,2.85069050095e-13,0.250420168067,0.125008550516,0.250006199044
769.0,-174.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-590810743739000.0,62101845.8327,-590810743739000.0,-590810699826000.0,-590810787651000.0,-590810783260000.0,-590810704217000.0,2.0,3856639255830000.0,0.00391277228441,22,2.85069050095e-13,0.125210084034,0.250017101033,0.12499008153
769.0,-174.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-590810759516000.0,27223733.4935,-590810759516000.0,-590810740266000.0,-590810778766000.0,-590810776841000.0,-590810742191000.0,2.0,741131665327000.0,0.00782597149857,47,2.85069050095e-13,0.125210084034,0.250017101033,0.249993800956
769.0,-174.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-590810817822000.0,22455964.8167,-590810817822000.0,-590810801943000.0,-590810833701000.0,-590810832113000.0,-590810803531000.0,2.0,504270355850000.0,0.00782635961652,72,2.85069050095e-13,0.125210084034,0.250017101033,0.250006199044
769.0,-174.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-590810886363000.0,38446526.8872,-590810886363000.0,-590810859177000.0,-590810913549000.0,-590810910830000.0,-590810861896000.0,2.0,1478135429690000.0,0.00782635961652,97,2.85069050095e-13,0.125210084034,0.250017101033,0.250006199044
769.0,-174.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-590810941682000.0,412003.809398,-590810941682000.0,-590810941390000.0,-590810941973000.0,-590810941944000.0,-590810941420000.0,2.0,169747138958.0,0.00391319921416,122,2.85069050095e-13,0.125210084034,0.250017101033,0.125003719426
769.0,-174.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-789334244156000.0,14742120.5889,-789334244156000.0,-789334233732000.0,-789334254580000.0,-789334253538000.0,-789334234774000.0,2.0,217330119458000.0,0.00195638614221,21,2.85069050095e-13,0.125210084034,0.125008550516,0.12499008153
769.0,-174.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-789334316016000.0,44132532.7628,-789334316016000.0,-789334284810000.0,-789334347222000.0,-789334344102000.0,-789334287930000.0,2.0,1947680448060000.0,0.00391298574928,46,2.85069050095e-13,0.125210084034,0.125008550516,0.249993800956
769.0,-174.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-789334377635000.0,3618462.06341,-789334377635000.0,-789334375077000.0,-789334380194000.0,-789334379938000.0,-789334375332000.0,2.0,13093267704300.0,0.00391317980826,96,2.85069050095e-13,0.125210084034,0.125008550516,0.250006199044
769.0,-174.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-789334384113000.0,51481047.3553,-789334384113000.0,-789334347711000.0,-789334420516000.0,-789334416876000.0,-789334351351000.0,2.0,2650298236800000.0,0.00391317980826,71,2.85069050095e-13,0.125210084034,0.125008550516,0.250006199044
769.0,-174.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-789334427954000.0,17109390.5254,-789334427954000.0,-789334415856000.0,-789334440052000.0,-789334438842000.0,-789334417065000.0,2.0,292731244152000.0,0.00195659960708,121,2.85069050095e-13,0.125210084034,0.125008550516,0.125003719426
