npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight-htse_capacity,ProbabilityWeight-ft_capacity,ProbabilityWeight-h2_storage_capacity,PointProbability,ProbabilityWeight
769,-234,-5875,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,1061230,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,677639996.3,21348249.17,686203359.3,692094491.7,646058774.9,651679722.8,691611561.5,4,4.56E+14,738,0.111360239,0.111111111,0.111111355,2.79E-14,0.001374821
769,-605,-13347,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,2122460,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,677233426.4,2686419.723,677606935.1,680041092.7,673678742.7,674170024.4,679773916.2,4,7.22E+12,363,0.111360239,0.111111111,0.111111512,2.79E-14,0.001374823
769,-531,-9611,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,1414973,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,670078716.5,11861835.36,674467681.5,678611029.8,652768473.1,655669365.7,678343516.3,4,1.41E+14,544,0.110612855,0.111111111,0.111111355,2.79E-14,0.001365594
769,-754,-11479,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,1414973,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,667312701.2,12228026.41,666813970.6,680126350.7,655496513.1,655920171.1,679403454.3,4,1.50E+14,441,0.055306428,0.111111111,0.111111355,2.79E-14,0.000682797
769,-754,-18951,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,3183690,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,666114825,2353955.557,666540274.1,668372799.6,663005952.2,663406293.4,668227727.9,4,5.54E+12,91,0.055306428,0.055555556,0.055555835,2.79E-14,0.0001707
769,-680,-9611,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,1061230,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,663859310.3,10979756.73,668638064.4,670673278.1,647487834.3,650528880.8,670499484,4,1.21E+14,532,0.111360239,0.111111111,0.111111355,2.79E-14,0.001374821
769,-308,-7743,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,1414973,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,662619014.2,15966194.92,668967297.9,673617726.9,638923734.1,643291215,673059216.2,4,2.55E+14,647,0.110612855,0.111111111,0.111111355,2.79E-14,0.001365594
769,-234,-4007,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,707487,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,661735050.2,25973071.5,667210362.1,684852062.8,627667413.9,631859751.4,683944912.4,4,6.75E+14,828,0.111360239,0.111111111,0.111111512,2.79E-14,0.001374823
769,-680,-15215,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,2476203,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,659626906.6,3202377.749,659384505.2,663669485,656069131,656430277.7,663162897.4,4,1.03E+13,272,0.111360239,0.111111111,0.111111355,2.79E-14,0.001374821
769,-457,-5875,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,707487,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,658447458.1,15683662.59,658800729.2,673167531.4,643020842.6,643603452.2,672796884.4,4,2.46E+14,725,0.111360239,0.111111111,0.111111512,2.79E-14,0.001374823
769,-308,-2139,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,10,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,656822095.1,22192488.37,663319675.7,674090700.5,626558328.6,630653534.6,673894042.9,4,4.93E+14,907,0.110612855,0.055555556,0.055554107,2.79E-14,0.000341389
769,-382,-4007,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,353743,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,656358489.8,17461249.44,650327958,682000312.1,642777731.1,643899135,677260589.2,4,3.05E+14,816,0.111360239,0.111111111,0.111109942,2.79E-14,0.001374803
769,-605,-5875,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,353743,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,649087406.6,20560175.1,651392923.7,668690560.9,624873218.1,627054549,667892540.3,4,4.23E+14,713,0.111360239,0.111111111,0.111109942,2.79E-14,0.001374803
769,-605,-11479,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,1768716,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,646907801,2052129.273,647145014.1,648909744.5,644431431.4,644674804.5,648808699.3,4,4.21E+12,453,0.111360239,0.111111111,0.111111512,2.79E-14,0.001374823
769,-531,-7743,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,1061230,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,641094230.7,4253638.322,641848294.2,645385978.5,635294355.7,636166942,644965830.4,4,1.81E+13,634,0.110612855,0.111111111,0.111111355,2.79E-14,0.001365594
769,-754,-17083,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,2829946,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,640187859.8,3618713.102,640415855.9,643853257.9,636066469.5,636404945.6,643651579.5,4,1.31E+13,181,0.055306428,0.111111111,0.111111512,2.79E-14,0.000682798
769,-382,-9611,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,1768716,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,633689024.6,15088109.37,637140309.5,647749433.2,612726046,615890818.1,646655432.2,4,2.28E+14,556,0.111360239,0.111111111,0.111111512,2.79E-14,0.001374823
769,-680,-13347,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,2122460,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,629347010.6,10252337.59,632734501.7,637521465.8,614397573.2,616995374.1,636956159.6,4,1.05E+14,362,0.111360239,0.111111111,0.111111512,2.79E-14,0.001374823
769,-680,-7743,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,707487,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,629188073.1,11337453.51,631119398,640809281.8,613704214.5,616122325.9,639549965.4,4,1.29E+14,622,0.111360239,0.111111111,0.111111512,2.79E-14,0.001374823
769,-680,-5875,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,10,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,626073041.4,34749385.4,626939488.3,662112967.4,588300221.6,590922280.8,660010776.3,4,1.21E+15,702,0.111360239,0.111111111,0.055554107,2.79E-14,0.000687391
769,-85,-2139,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,707487,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,622832654.3,18174087.68,626152053.4,640715684.1,598310826.2,601754211.8,639263937.9,4,3.30E+14,930,0.055306428,0.055555556,0.111111512,2.79E-14,0.000341399
769,-754,-9611,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,1061230,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,621809059.6,16003757.37,628087949.3,632830998.4,598229341.2,602340317.5,632487356,4,2.56E+14,531,0.055306428,0.111111111,0.111111355,2.79E-14,0.000682797
769,-234,-2139,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,353743,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,618541077.3,17225140.28,621882583.2,635353030.8,595046112.2,598461082,633942964.4,4,2.97E+14,918,0.111360239,0.055555556,0.111109942,2.79E-14,0.000687402
769,-531,-4007,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,10,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,617220834,12952628.49,623318857.9,624418554.3,597827065.8,601544000.2,624360434.3,4,1.68E+14,804,0.110612855,0.111111111,0.055554107,2.79E-14,0.000682778
769,-308,-5875,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,1061230,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,615679720,16916411.5,620814657.1,629209978.2,591879587.5,595424384.1,628746143.9,4,2.86E+14,737,0.110612855,0.111111111,0.111111355,2.79E-14,0.001365594
769,-457,-11479,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,2122460,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,613106648.4,6382126.304,614490091.7,618434274.6,605012135.8,605909236,618367240.3,4,4.07E+13,465,0.111360239,0.111111111,0.111111512,2.79E-14,0.001374823
769,-754,-15215,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,2476203,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,604486981,5650637.605,604696829.4,611125039.4,597429225.8,598376066.6,610304107.6,4,3.19E+13,271,0.055306428,0.111111111,0.111111355,2.79E-14,0.000682797
769,-457,-4007,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,353743,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,599645268.4,17296522.13,599065299.2,617893573.4,582556901.7,583284443.8,616818049.9,4,2.99E+14,815,0.111360239,0.111111111,0.111109942,2.79E-14,0.001374803
769,-605,-9611,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,1414973,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,592576690.7,26656363.95,598553920.2,616552692.3,556646230.3,561453593.6,615331666.6,4,7.11E+14,543,0.111360239,0.111111111,0.111111355,2.79E-14,0.001374821
769,-382,-7743,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,1414973,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,588969342.3,25450097.84,580574859.6,625725968.1,569001682.1,569969644.3,619721316.2,4,6.48E+14,646,0.111360239,0.111111111,0.111111355,2.79E-14,0.001374821
769,-457,-9611,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,1768716,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,588229007.4,7367812.898,589262210.6,594818737.3,579572871.1,580335899.2,594675631.2,4,5.43E+13,555,0.111360239,0.111111111,0.111111512,2.79E-14,0.001374823
769,-531,-13347,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,2476203,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,586818516.6,5640247.004,586712286.9,592803323,581046169.4,581352384.2,592433370.4,4,3.18E+13,374,0.110612855,0.111111111,0.111111355,2.79E-14,0.001365594
769,-680,-11479,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,1768716,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,581453147.7,15225772.05,584240176.9,594986359.1,562345878.2,564412794.5,594591660.2,4,2.32E+14,452,0.111360239,0.111111111,0.111111512,2.79E-14,0.001374823
769,-382,-2139,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,10,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,577781682.9,25309038.2,584219710.1,600587812.8,542099498.7,547702799.5,598847328.3,4,6.41E+14,906,0.111360239,0.055555556,0.055554107,2.79E-14,0.000343695
769,-680,-5875,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,353743,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,575651657,23224955.74,581903954,595977502.6,542821217.3,547940896.8,594609201.4,4,5.39E+14,712,0.111360239,0.111111111,0.111109942,2.79E-14,0.001374803
769,-754,-13347,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,2122460,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,575391560,2725916.98,576133381.6,577812206.3,571487270.7,572152675.2,577591894.8,4,7.43E+12,361,0.055306428,0.111111111,0.111111512,2.79E-14,0.000682798
769,-308,-4007,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,707487,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,572112266.8,27987851.87,575062725.1,599519174.6,538804442.5,541938842.6,598155049.4,4,7.83E+14,827,0.110612855,0.111111111,0.111111512,2.79E-14,0.001365596
769,-159,-4007,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,1061230,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,567313572.7,24894582.6,561636386.8,602394258.9,543587258,546180032,596395173.4,4,6.20E+14,839,0.111360239,0.111111111,0.111111355,2.79E-14,0.001374821
769,-754,-5875,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,10,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,566925807.4,10680537.88,567489340.9,579133388.8,553591159,555268550.8,577794117.1,4,1.14E+14,701,0.055306428,0.111111111,0.055554107,2.79E-14,0.000341389
769,-531,-11479,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,2122460,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,566719158.7,7960994.243,569473826.3,572899179.7,555029802.5,557159329.5,572422453.3,4,6.34E+13,464,0.110612855,0.111111111,0.111111512,2.79E-14,0.001365596
769,-754,-7743,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,707487,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,560733863.3,27109906.44,569092009.3,582198221.6,522553213.2,528249612.3,581516710,4,7.35E+14,621,0.055306428,0.111111111,0.111111512,2.79E-14,0.000682798
769,-531,-5875,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,707487,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,560247843.3,37178858.14,569597485.9,594458396.7,507338004.6,516521119.8,590885067.1,4,1.38E+15,724,0.110612855,0.111111111,0.111111512,2.79E-14,0.001365596
769,-605,-15215,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,2829946,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,557317152.1,8130471.058,556688159.7,567536696.3,548355592.6,549226393.2,566288500.3,4,6.61E+13,283,0.111360239,0.111111111,0.111111512,2.79E-14,0.001374823
769,-382,-5875,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,1061230,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,556227917.5,18135642.89,555024250.1,578087782.7,536775387.1,538314816.8,575826152.6,4,3.29E+14,736,0.111360239,0.111111111,0.111111355,2.79E-14,0.001374821
769,-457,-7743,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,1414973,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,556164406.1,4005686.385,556980512.8,559918323.5,550778275.3,551504528,559681734.9,4,1.60E+13,645,0.111360239,0.111111111,0.111111355,2.79E-14,0.001374821
769,-605,-7743,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,1061230,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,547426190.1,21903398.86,546883195.5,572786742.7,523151626.7,525188012.9,570424559.8,4,4.80E+14,633,0.111360239,0.111111111,0.111111355,2.79E-14,0.001374821
769,-680,-9611,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,1414973,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,547408009.8,7878571.676,548145224.1,555986798.1,537354792.9,538630222.5,555153697.1,4,6.21E+13,542,0.111360239,0.111111111,0.111111355,2.79E-14,0.001374821
769,-680,-17083,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,3183690,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,543992640.7,4955792.516,545562044.6,548066546.2,536779927.4,538058470.4,547729645.6,4,2.46E+13,192,0.111360239,0.111111111,0.055555835,2.79E-14,0.000687412
769,-308,-2139,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,353743,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,543235368.4,14545710.15,543713082.9,560362283.9,525153023.8,527540535.7,558261400.7,4,2.12E+14,917,0.110612855,0.055555556,0.111109942,2.79E-14,0.000682788
769,-234,-5875,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,1414973,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,542782300.2,24518768.94,542188124.3,565303451.9,521449500.3,521485269.4,564911177.3,4,6.01E+14,748,0.111360239,0.111111111,0.111111355,2.79E-14,0.001374821
769,-754,-11479,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,1768716,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,533823717.3,1395559.252,534274163.9,534945288.1,531801253.3,532140605.9,534876203.5,4,1.95E+12,451,0.055306428,0.111111111,0.111111512,2.79E-14,0.000682798
769,-605,-13347,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,2476203,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,532988186,10634075.8,535814279.4,542412819.5,517911365.8,520313329.2,541706512.2,4,1.13E+14,373,0.111360239,0.111111111,0.111111355,2.79E-14,0.001374821
769,-159,-2139,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,707487,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,525829990.1,35637485.84,523280313.6,570757742.1,486001590.8,490122614.3,565106912.8,4,1.27E+15,929,0.111360239,0.055555556,0.111111512,2.79E-14,0.000687411
769,-382,-4007,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,707487,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,522865359.8,19681593.79,531089444.9,535532571.5,493749977.9,498892715.7,535324284.8,4,3.87E+14,826,0.111360239,0.111111111,0.111111512,2.79E-14,0.001374823
769,-605,-5875,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,707487,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,522384474.2,4128088.314,521271461.6,527963334.3,519031639.2,519101800,527225366,4,1.70E+13,723,0.111360239,0.111111111,0.111111512,2.79E-14,0.001374823
769,-605,-4007,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,10,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,520093528.9,14075053,516636860,535574888.4,508068838.4,508925640.6,533681085.6,3,1.98E+14,803,0.111360239,0.111111111,0.055554107,2.79E-14,0.000687391
769,-308,-7743,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,1768716,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,518644054.5,17034736.93,523770198.3,532521545.9,494514275.5,498205841,531905666.7,4,2.90E+14,657,0.110612855,0.111111111,0.111111512,2.79E-14,0.001365596
769,-605,-11479,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,2122460,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,513834737.2,4787029.103,515599530.1,517369463.3,506770425.3,508058177,517140587.4,4,2.29E+13,463,0.111360239,0.111111111,0.111111512,2.79E-14,0.001374823
769,-680,-15215,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,2829946,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,512202136,8942071.399,514836427.2,519733240,499402449.4,501469854.4,519246409.8,4,8.00E+13,282,0.111360239,0.111111111,0.111111512,2.79E-14,0.001374823
769,-234,-4007,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,1061230,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,508550124.8,16839468,509499825.1,527484058,487716790.9,490187849.4,525582819.6,4,2.84E+14,838,0.111360239,0.111111111,0.111111355,2.79E-14,0.001374821
769,-754,-5875,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,353743,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,507306880.8,17912229.35,511174143.3,524622340.5,482256895.9,486350172.8,522849421.2,4,3.21E+14,711,0.055306428,0.111111111,0.111109942,2.79E-14,0.000682788
769,-531,-4007,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,353743,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,507286774.1,28048193.7,504829066,543662044.9,475826919.4,479548492,538465847.4,4,7.87E+14,814,0.110612855,0.111111111,0.111109942,2.79E-14,0.001365576
769,-531,-9611,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,1768716,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,503410085.9,26024108.78,497970577.5,536655027.2,481044161.6,481550844,532884639.8,4,6.77E+14,554,0.110612855,0.111111111,0.111111512,2.79E-14,0.001365596
769,-680,-7743,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,1061230,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,498790311.7,10613797.98,502164013,507387685.9,483445534.9,485997483.3,506859958.3,4,1.13E+14,632,0.111360239,0.111111111,0.111111355,2.79E-14,0.001374821
769,-457,-2139,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,10,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,497264319.4,30567120.18,503321081.6,522751763,459663351.5,463474284.6,522574887.2,4,9.34E+14,905,0.111360239,0.055555556,0.055554107,2.79E-14,0.000343695
769,-754,-17083,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,3183690,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,496528729.5,3437459.083,496891117.7,500142829.7,492189852.8,492702418,499847697.5,4,1.18E+13,191,0.055306428,0.111111111,0.055555835,2.79E-14,0.000341399
769,-382,-9611,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,2122460,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,492704941.9,23492261.5,501597867.4,509440722,458183310.7,464158194.2,508801593.8,4,5.52E+14,566,0.111360239,0.111111111,0.111111512,2.79E-14,0.001374823
769,-531,-7743,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,1414973,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,486655334.2,11229779.3,491693123.9,493343733.9,469891355.2,473019337.9,493238425.1,4,1.26E+14,644,0.110612855,0.111111111,0.111111355,2.79E-14,0.001365594
769,-457,-5875,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,1061230,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,485094047.4,34781468.16,488824914.2,522528660.2,440197701.1,446051546,518913335.4,4,1.21E+15,735,0.111360239,0.111111111,0.111111355,2.79E-14,0.001374821
769,-308,-5875,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,1414973,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,482864568.8,33860469.45,491588145.9,510658376.2,437623607.2,443423356,510092773.7,4,1.15E+15,747,0.110612855,0.111111111,0.111111355,2.79E-14,0.001365594
769,-680,-13347,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,2476203,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,479798622.9,13250087.41,482032799.7,492944355.5,462184536.6,464546547.1,491922851.1,4,1.76E+14,372,0.111360239,0.111111111,0.111111355,2.79E-14,0.001374821
769,-382,-7743,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,1768716,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,475467043.2,7446870.108,477360194.4,482166045.1,464981739,466616493.4,481667181.4,4,5.55E+13,656,0.111360239,0.111111111,0.111111512,2.79E-14,0.001374823
769,-754,-9611,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,1414973,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,468400015.7,23831559.48,475497131.8,488404152.4,434201646.9,439783006.7,487081062.3,4,5.68E+14,541,0.055306428,0.111111111,0.111111355,2.79E-14,0.000682797
769,-85,-2139,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,1061230,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,466106666.2,28685251.56,465495863.8,499010209.7,434424727.7,437013995.3,496054460.6,4,8.23E+14,940,0.055306428,0.055555556,0.111111355,2.79E-14,0.000341398
769,-234,-2139,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,707487,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,464989599.8,22746862.64,465924076.9,486003618.2,442106627.3,443113206.8,485557724.9,4,5.17E+14,928,0.111360239,0.055555556,0.111111512,2.79E-14,0.000687411
769,-457,-11479,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,2476203,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,464422187.8,16655187.42,468374750.3,479539090.7,441400159.8,444755649.4,478555138.5,4,2.77E+14,475,0.111360239,0.111111111,0.111111355,2.79E-14,0.001374821
769,-754,-15215,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,2829946,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,460307026.2,10589691.55,462390568.2,470034159,446412809.5,448138015.6,469559078.1,4,1.12E+14,281,0.055306428,0.111111111,0.111111512,2.79E-14,0.000682798
769,-382,-2139,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,353743,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,457737271,30474405.92,463480667,487192388.6,416795361.2,422390028.8,485043758.6,4,9.29E+14,916,0.111360239,0.055555556,0.111109942,2.79E-14,0.000687402
769,-308,-4007,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,1061230,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,456143454.5,11247653.83,458925352.2,465475928,441247185.8,443111894.1,465280358.4,4,1.27E+14,837,0.110612855,0.111111111,0.111111355,2.79E-14,0.001365594
769,-605,-9611,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,1768716,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,455843357.8,10799176.89,452740852.1,471416187.6,446475539.5,447352898.3,468677325.4,4,1.17E+14,553,0.111360239,0.111111111,0.111111512,2.79E-14,0.001374823
769,-605,-4007,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,353743,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,454612280.6,18330941.41,455751080.5,470513488.6,436433472.7,437151827.5,470478413.8,4,3.36E+14,813,0.111360239,0.111111111,0.111109942,2.79E-14,0.001374803
769,-680,-5875,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,707487,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,453167739.8,1170600.373,453167739.8,453995479.2,452340000.3,452422774.3,453912705.3,2,1.37E+12,722,0.111360239,0.111111111,0.111111512,2.79E-14,0.001374823
769,-680,-4007,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,10,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,452138692.8,27917104.02,464470845.4,469210959.4,410402120.9,418435475.6,468576896.2,4,7.79E+14,802,0.111360239,0.111111111,0.055554107,2.79E-14,0.000687391
769,-457,-9611,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,2122460,1.00E+200,-1.00E+200,ref,cooper,nebraska,covid,448627708.3,1886701.957,449200539.7,450196204.6,445913548.9,446359661.8,450093790.7,4,3.56E+12,565,0.111360239,0.111111111,0.111111512,2.79E-14,0.001374823
