npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight-ft_capacity,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity,PointProbability
894.0,-703.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-260741940642000.0,433769.417909,-260741940642000.0,-260741940336000.0,-260741940949000.0,-260741940918000.0,-260741940366000.0,2.0,188155907913.0,12,0.125,0.00781268234875,0.25000583516,0.25,1.69457067906e-13
894.0,-703.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-260741993082000.0,2075955.93011,-260741993082000.0,-260741991614000.0,-260741994549000.0,-260741994403000.0,-260741991760000.0,2.0,4309593023760.0,17,0.125,0.00781264919443,0.250004774222,0.25,1.69457067906e-13
894.0,-703.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-260742048471000.0,274140.128348,-260742048471000.0,-260742048277000.0,-260742048665000.0,-260742048646000.0,-260742048297000.0,2.0,75152809970.5,22,0.125,0.00390630802006,0.125001856642,0.25,1.69457067906e-13
894.0,-350.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-260912316702000.0,8082324.09013,-260912316702000.0,-260912310987000.0,-260912322417000.0,-260912321845000.0,-260912311558000.0,2.0,65323962697800.0,54,0.25,0.00781201926239,0.124992308198,0.25,1.69457067906e-13
894.0,-350.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-260912368851000.0,629614.595483,-260912368851000.0,-260912368406000.0,-260912369296000.0,-260912369251000.0,-260912368450000.0,2.0,396414538845.0,59,0.25,0.0156247016111,0.249995225778,0.25,1.69457067906e-13
894.0,-350.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-260912428058000.0,3791642.92185,-260912428058000.0,-260912425377000.0,-260912430740000.0,-260912430471000.0,-260912425645000.0,2.0,14376556046800.0,64,0.25,0.0156253646975,0.25000583516,0.25,1.69457067906e-13
894.0,-350.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-260912470107000.0,7095873.5155,-260912470107000.0,-260912465089000.0,-260912475125000.0,-260912474623000.0,-260912465591000.0,2.0,50351420947900.0,69,0.25,0.0156252983889,0.250004774222,0.25,1.69457067906e-13
894.0,-350.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-260912523138000.0,2677264.88646,-260912523138000.0,-260912521245000.0,-260912525031000.0,-260912524842000.0,-260912521434000.0,2.0,7167747272280.0,74,0.25,0.00781261604011,0.125001856642,0.25,1.69457067906e-13
894.0,-526.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-261567372919000.0,1231418.72546,-261567372919000.0,-261567372049000.0,-261567373790000.0,-261567373703000.0,-261567372136000.0,2.0,1516392077400.0,28,0.25,0.00781201926239,0.124992308198,0.25,1.69457067906e-13
894.0,-526.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-261567426671000.0,5187162.63595,-261567426671000.0,-261567423003000.0,-261567430339000.0,-261567429972000.0,-261567423370000.0,2.0,26906656211800.0,33,0.25,0.0156247016111,0.249995225778,0.25,1.69457067906e-13
894.0,-526.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-261567478213000.0,4631096.69166,-261567478213000.0,-261567474939000.0,-261567481488000.0,-261567481160000.0,-261567475266000.0,2.0,21447056567500.0,38,0.25,0.0156253646975,0.25000583516,0.25,1.69457067906e-13
894.0,-526.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-261567527674000.0,2143729.99377,-261567527674000.0,-261567526158000.0,-261567529190000.0,-261567529038000.0,-261567526310000.0,2.0,4595578286170.0,43,0.25,0.0156252983889,0.250004774222,0.25,1.69457067906e-13
894.0,-526.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-261567582100000.0,1384704.18443,-261567582100000.0,-261567581121000.0,-261567583079000.0,-261567582981000.0,-261567581218000.0,2.0,1917405678390.0,48,0.25,0.00781261604011,0.125001856642,0.25,1.69457067906e-13
894.0,-173.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-261737831120000.0,8443027.6561,-261737831120000.0,-261737825150000.0,-261737837090000.0,-261737836493000.0,-261737825747000.0,2.0,71284716001700.0,80,0.25,0.00391707481429,0.124992308198,0.125354107649,1.69457067906e-13
894.0,-173.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-261737890381000.0,2928254.91332,-261737890381000.0,-261737888311000.0,-261737892452000.0,-261737892245000.0,-261737888518000.0,2.0,8574676837370.0,85,0.25,0.00783448211097,0.249995225778,0.125354107649,1.69457067906e-13
894.0,-173.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-261737949981000.0,1532410.08477,-261737949981000.0,-261737948897000.0,-261737951064000.0,-261737950956000.0,-261737949006000.0,2.0,2348280667910.0,90,0.25,0.00783481459336,0.25000583516,0.125354107649,1.69457067906e-13
894.0,-173.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-261737991436000.0,1893581.02623,-261737991436000.0,-261737990097000.0,-261737992775000.0,-261737992641000.0,-261737990231000.0,2.0,3585649102910.0,95,0.25,0.00783478134512,0.250004774222,0.125354107649,1.69457067906e-13
894.0,-173.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-261738043308000.0,14326319.7045,-261738043308000.0,-261738033178000.0,-261738053438000.0,-261738052425000.0,-261738034191000.0,2.0,205243436276000.0,100,0.25,0.00391737404844,0.125001856642,0.125354107649,1.69457067906e-13
894.0,-350.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-522150711677000.0,8211247.00255,-522150711677000.0,-522150705870000.0,-522150717483000.0,-522150716902000.0,-522150706451000.0,2.0,67424577336900.0,29,0.25,0.00781201926239,0.124992308198,0.25,1.69457067906e-13
894.0,-350.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-522150760956000.0,775918.214685,-522150760956000.0,-522150760408000.0,-522150761505000.0,-522150761450000.0,-522150760462000.0,2.0,602049075880.0,34,0.25,0.0156247016111,0.249995225778,0.25,1.69457067906e-13
894.0,-350.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-522150814597000.0,4631725.00022,-522150814597000.0,-522150811322000.0,-522150817873000.0,-522150817545000.0,-522150811650000.0,2.0,21452876477700.0,39,0.25,0.0156253646975,0.25000583516,0.25,1.69457067906e-13
894.0,-350.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-522150867331000.0,1220378.5347,-522150867331000.0,-522150866468000.0,-522150868194000.0,-522150868108000.0,-522150866554000.0,2.0,1489323767950.0,44,0.25,0.0156252983889,0.250004774222,0.25,1.69457067906e-13
894.0,-350.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-522150930932000.0,163279.087504,-522150930932000.0,-522150930816000.0,-522150931047000.0,-522150931036000.0,-522150930828000.0,2.0,26660060416.1,49,0.25,0.00781261604011,0.125001856642,0.25,1.69457067906e-13
894.0,-526.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-522805761931000.0,328982.534801,-522805761931000.0,-522805761698000.0,-522805762163000.0,-522805762140000.0,-522805761721000.0,2.0,108229508204.0,3,0.125,0.0039060096312,0.124992308198,0.25,1.69457067906e-13
894.0,-526.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-522805819978000.0,662657.474397,-522805819978000.0,-522805819510000.0,-522805820447000.0,-522805820400000.0,-522805819557000.0,2.0,439114928374.0,8,0.125,0.00781235080557,0.249995225778,0.25,1.69457067906e-13
894.0,-526.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-522805870920000.0,551223.411895,-522805870920000.0,-522805870530000.0,-522805871310000.0,-522805871271000.0,-522805870569000.0,2.0,303847249822.0,13,0.125,0.00781268234875,0.25000583516,0.25,1.69457067906e-13
894.0,-526.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-522805923058000.0,1048551.10073,-522805923058000.0,-522805922317000.0,-522805923800000.0,-522805923725000.0,-522805922391000.0,2.0,1099459410850.0,18,0.125,0.00781264919443,0.250004774222,0.25,1.69457067906e-13
894.0,-526.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-522805981044000.0,912019.697248,-522805981044000.0,-522805980400000.0,-522805981689000.0,-522805981625000.0,-522805980464000.0,2.0,831779928169.0,23,0.125,0.00390630802006,0.125001856642,0.25,1.69457067906e-13
894.0,-173.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-522976231342000.0,4825482.02518,-522976231342000.0,-522976227930000.0,-522976234754000.0,-522976234413000.0,-522976228271000.0,2.0,23285276775400.0,55,0.25,0.00391707481429,0.124992308198,0.125354107649,1.69457067906e-13
894.0,-173.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-522976292575000.0,3579276.45949,-522976292575000.0,-522976290044000.0,-522976295106000.0,-522976294853000.0,-522976290297000.0,2.0,12811219973500.0,60,0.25,0.00783448211097,0.249995225778,0.125354107649,1.69457067906e-13
894.0,-173.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-522976344717000.0,1384841.05379,-522976344717000.0,-522976343738000.0,-522976345696000.0,-522976345598000.0,-522976343836000.0,2.0,1917784744260.0,65,0.25,0.00783481459336,0.25000583516,0.125354107649,1.69457067906e-13
894.0,-173.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-522976394326000.0,1855591.91329,-522976394326000.0,-522976393014000.0,-522976395638000.0,-522976395507000.0,-522976393145000.0,2.0,3443221348660.0,70,0.25,0.00783478134512,0.250004774222,0.125354107649,1.69457067906e-13
894.0,-173.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-522976438781000.0,479491.980944,-522976438781000.0,-522976438442000.0,-522976439120000.0,-522976439086000.0,-522976438476000.0,2.0,229912559790.0,75,0.25,0.00391737404844,0.125001856642,0.125354107649,1.69457067906e-13
894.0,-350.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-783389100032000.0,2075108.52892,-783389100032000.0,-783389098565000.0,-783389101500000.0,-783389101353000.0,-783389098712000.0,2.0,4306075406810.0,4,0.125,0.0039060096312,0.124992308198,0.25,1.69457067906e-13
894.0,-350.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-783389157121000.0,11490436.0504,-783389157121000.0,-783389148996000.0,-783389165246000.0,-783389164434000.0,-783389149809000.0,2.0,132030120627000.0,9,0.125,0.00781235080557,0.249995225778,0.25,1.69457067906e-13
894.0,-350.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-783389216229000.0,5217963.41185,-783389216229000.0,-783389212539000.0,-783389219918000.0,-783389219549000.0,-783389212908000.0,2.0,27227142167400.0,14,0.125,0.00781268234875,0.25000583516,0.25,1.69457067906e-13
894.0,-350.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-783389264065000.0,13718802.7263,-783389264065000.0,-783389254365000.0,-783389273766000.0,-783389272796000.0,-783389255335000.0,2.0,188205548242000.0,19,0.125,0.00781264919443,0.250004774222,0.25,1.69457067906e-13
894.0,-350.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-783389323588000.0,6291038.25738,-783389323588000.0,-783389319139000.0,-783389328036000.0,-783389327591000.0,-783389319584000.0,2.0,39577162355900.0,24,0.125,0.00390630802006,0.125001856642,0.25,1.69457067906e-13
894.0,-173.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-784214625098000.0,16383365.1023,-784214625098000.0,-784214613513000.0,-784214636683000.0,-784214635524000.0,-784214614672000.0,2.0,268414652076000.0,30,0.25,0.00391707481429,0.124992308198,0.125354107649,1.69457067906e-13
894.0,-173.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-784214684993000.0,6739582.34003,-784214684993000.0,-784214680227000.0,-784214689759000.0,-784214689282000.0,-784214680704000.0,2.0,45421970118000.0,35,0.25,0.00783448211097,0.249995225778,0.125354107649,1.69457067906e-13
894.0,-173.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-784214747617000.0,8111946.14111,-784214747617000.0,-784214741881000.0,-784214753353000.0,-784214752780000.0,-784214742455000.0,2.0,65803670196300.0,40,0.25,0.00783481459336,0.25000583516,0.125354107649,1.69457067906e-13
894.0,-173.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-784214798595000.0,166191.571947,-784214798595000.0,-784214798477000.0,-784214798712000.0,-784214798701000.0,-784214798489000.0,2.0,27619638586.3,45,0.25,0.00783478134512,0.250004774222,0.125354107649,1.69457067906e-13
894.0,-173.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-784214852513000.0,2784039.99916,-784214852513000.0,-784214850544000.0,-784214854481000.0,-784214854285000.0,-784214850741000.0,2.0,7750878716920.0,50,0.25,0.00391737404844,0.125001856642,0.125354107649,1.69457067906e-13
894.0,-173.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1045453034040000.0,5623649.6641,-1045453034040000.0,-1045453030060000.0,-1045453038010000.0,-1045453037620000.0,-1045453030460000.0,2.0,31625435544500.0,5,0.125,0.00195853740714,0.124992308198,0.125354107649,1.69457067906e-13
894.0,-173.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1045453086830000.0,2409974.41312,-1045453086830000.0,-1045453085130000.0,-1045453088540000.0,-1045453088360000.0,-1045453085300000.0,2.0,5807976671870.0,10,0.125,0.00391724105548,0.249995225778,0.125354107649,1.69457067906e-13
894.0,-173.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1045453126190000.0,1387216.13708,-1045453126190000.0,-1045453125210000.0,-1045453127170000.0,-1045453127070000.0,-1045453125310000.0,2.0,1924368610970.0,15,0.125,0.00391740729668,0.25000583516,0.125354107649,1.69457067906e-13
894.0,-173.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1045453193660000.0,10721947.9811,-1045453193660000.0,-1045453186080000.0,-1045453201240000.0,-1045453200480000.0,-1045453186840000.0,2.0,114960168510000.0,20,0.125,0.00391739067256,0.250004774222,0.125354107649,1.69457067906e-13
894.0,-173.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1045453237140000.0,5568769.69259,-1045453237140000.0,-1045453233200000.0,-1045453241080000.0,-1045453240690000.0,-1045453233600000.0,2.0,31011195889200.0,25,0.125,0.00195868702422,0.125001856642,0.125354107649,1.69457067906e-13
