npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight-meoh_capacity,ProbabilityWeight-htse_capacity,ProbabilityWeight,PointProbability,ProbabilityWeight-h2_storage_capacity
1193.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,786667.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-224608973925000.0,3874406.74328,-224608973925000.0,-224608971185000.0,-224608976665000.0,-224608976391000.0,-224608971459000.0,2.0,15011027612400.0,87,0.25,0.25,0.0156251638654,6.05994367894e-14,0.250002621847
1193.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,1048889.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-224890132387000.0,15096221.9873,-224890132387000.0,-224890121712000.0,-224890143061000.0,-224890141994000.0,-224890122779000.0,2.0,227895918289000.0,118,0.250025424591,0.25,0.00781336156113,6.05994367894e-14,0.125001072574
1193.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-229717357461000.0,889743.955389,-229717357461000.0,-229717356832000.0,-229717358091000.0,-229717358028000.0,-229717356895000.0,2.0,791644306151.0,31,0.124987287705,0.25,0.00781162355716,6.05994367894e-14,0.249997378153
1193.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-230051025824000.0,4102598.9846,-230051025824000.0,-230051022923000.0,-230051028725000.0,-230051028435000.0,-230051023214000.0,2.0,16831318428400.0,62,0.25,0.25,0.0156251638654,6.05994367894e-14,0.250002621847
1193.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,786667.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-230332153678000.0,14140210.636,-230332153678000.0,-230332143680000.0,-230332163677000.0,-230332162677000.0,-230332144680000.0,2.0,199945556831000.0,93,0.250025424591,0.25,0.015626752919,6.05994367894e-14,0.250002621847
1193.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,1048889.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-230613305229000.0,9990032.11548,-230613305229000.0,-230613298165000.0,-230613312293000.0,-230613311586000.0,-230613298871000.0,2.0,99800741668300.0,124,0.25,0.125,0.00390628351793,6.05994367894e-14,0.125001072574
1193.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-235159168294000.0,2987411.77599,-235159168294000.0,-235159166182000.0,-235159170406000.0,-235159170195000.0,-235159166393000.0,2.0,8924629119330.0,6,0.124987287705,0.25,0.00390573730187,6.05994367894e-14,0.12499630558
1193.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-235493052415000.0,4792953.9421,-235493052415000.0,-235493049026000.0,-235493055804000.0,-235493055465000.0,-235493049365000.0,2.0,22972407491100.0,37,0.25,0.25,0.0156248361346,6.05994367894e-14,0.249997378153
1193.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-235774199810000.0,14143970.4774,-235774199810000.0,-235774189809000.0,-235774209811000.0,-235774208811000.0,-235774190809000.0,2.0,200051900867000.0,68,0.250025424591,0.25,0.015626752919,6.05994367894e-14,0.250002621847
1193.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,786667.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-236055320754000.0,4521269.92706,-236055320754000.0,-236055317557000.0,-236055323951000.0,-236055323632000.0,-236055317877000.0,2.0,20441881753400.0,99,0.25,0.125,0.00781258193271,6.05994367894e-14,0.250002621847
1193.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-240934859242000.0,6839087.99727,-240934859242000.0,-240934854406000.0,-240934864078000.0,-240934863594000.0,-240934854889000.0,2.0,46773124634400.0,12,0.25,0.25,0.00781226909872,6.05994367894e-14,0.12499630558
1193.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-241216221951000.0,12624368.2178,-241216221951000.0,-241216213024000.0,-241216230877000.0,-241216229985000.0,-241216213917000.0,2.0,159374672899000.0,43,0.250025424591,0.25,0.0156264251548,6.05994367894e-14,0.249997378153
1193.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-241497374021000.0,13792159.5968,-241497374021000.0,-241497364268000.0,-241497383773000.0,-241497382798000.0,-241497365243000.0,2.0,190223666344000.0,74,0.25,0.125,0.00781258193271,6.05994367894e-14,0.250002621847
1193.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-246658049068000.0,1817091.29697,-246658049068000.0,-246658047783000.0,-246658050352000.0,-246658050224000.0,-246658047911000.0,2.0,3301820781540.0,18,0.250025424591,0.25,0.0078130635937,6.05994367894e-14,0.12499630558
1193.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-246939395677000.0,9885098.08787,-246939395677000.0,-246939388687000.0,-246939402667000.0,-246939401968000.0,-246939389386000.0,2.0,97715164206800.0,49,0.25,0.125,0.00781241806729,6.05994367894e-14,0.249997378153
1193.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-252381207021000.0,3861516.82748,-252381207021000.0,-252381204290000.0,-252381209751000.0,-252381209478000.0,-252381204563000.0,2.0,14911312208900.0,24,0.25,0.125,0.00390613454936,6.05994367894e-14,0.12499630558
1193.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,1048889.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-477273230234000.0,1459160.9817,-477273230234000.0,-477273229203000.0,-477273231266000.0,-477273231163000.0,-477273229306000.0,2.0,2129150770500.0,111,0.124987287705,0.25,0.00390588625529,6.05994367894e-14,0.125001072574
1193.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,786667.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-482715247902000.0,8404907.50743,-482715247902000.0,-482715241959000.0,-482715253845000.0,-482715253251000.0,-482715242553000.0,2.0,70642470208500.0,86,0.124987287705,0.25,0.00781178740592,6.05994367894e-14,0.250002621847
1193.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,1048889.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-483048912734000.0,438587.709808,-483048912734000.0,-483048912424000.0,-483048913044000.0,-483048913013000.0,-483048912455000.0,2.0,192359179194.0,117,0.25,0.25,0.00781256703585,6.05994367894e-14,0.125001072574
1193.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-488157295403000.0,6866356.81898,-488157295403000.0,-488157290547000.0,-488157300258000.0,-488157299772000.0,-488157291033000.0,2.0,47146855965600.0,61,0.124987287705,0.25,0.00781178740592,6.05994367894e-14,0.250002621847
1193.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,786667.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-488490939956000.0,6781910.19389,-488490939956000.0,-488490935161000.0,-488490944752000.0,-488490944272000.0,-488490935640000.0,2.0,45994305878000.0,92,0.25,0.25,0.0156251638654,6.05994367894e-14,0.250002621847
1193.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,1048889.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-488772082426000.0,9842102.96827,-488772082426000.0,-488772075466000.0,-488772089385000.0,-488772088689000.0,-488772076162000.0,2.0,96866990838000.0,123,0.250025424591,0.125,0.00390668078057,6.05994367894e-14,0.125001072574
1193.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-493599322378000.0,8191688.11962,-493599322378000.0,-493599316586000.0,-493599328171000.0,-493599327591000.0,-493599317165000.0,2.0,67103754249200.0,36,0.124987287705,0.25,0.00781162355716,6.05994367894e-14,0.249997378153
1193.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-493932991932000.0,2656444.56923,-493932991932000.0,-493932990054000.0,-493932993810000.0,-493932993622000.0,-493932990241000.0,2.0,7056697749400.0,67,0.25,0.25,0.0156251638654,6.05994367894e-14,0.250002621847
1193.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,786667.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-494214118726000.0,11006926.4213,-494214118726000.0,-494214110943000.0,-494214126509000.0,-494214125731000.0,-494214111721000.0,2.0,121152429243000.0,98,0.250025424591,0.125,0.0078133764595,6.05994367894e-14,0.250002621847
1193.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-499041137178000.0,4462008.28,-499041137178000.0,-499041134023000.0,-499041140333000.0,-499041140017000.0,-499041134338000.0,2.0,19909517890800.0,11,0.124987287705,0.25,0.00390573730187,6.05994367894e-14,0.12499630558
1193.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-499375012702000.0,4135134.91215,-499375012702000.0,-499375009778000.0,-499375015626000.0,-499375015334000.0,-499375010071000.0,2.0,17099340741700.0,42,0.25,0.25,0.0156248361346,6.05994367894e-14,0.249997378153
1193.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-499656160219000.0,8251387.15642,-499656160219000.0,-499656154385000.0,-499656166054000.0,-499656165471000.0,-499656154968000.0,2.0,68085390005100.0,73,0.250025424591,0.125,0.0078133764595,6.05994367894e-14,0.250002621847
1193.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-504816822415000.0,10750708.5772,-504816822415000.0,-504816814813000.0,-504816830017000.0,-504816829256000.0,-504816815573000.0,2.0,115577734912000.0,17,0.25,0.25,0.00781226909872,6.05994367894e-14,0.12499630558
1193.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-505098179907000.0,715439.37169,-505098179907000.0,-505098179401000.0,-505098180413000.0,-505098180363000.0,-505098179452000.0,2.0,511853494565.0,48,0.250025424591,0.125,0.00781321257741,6.05994367894e-14,0.249997378153
1193.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-510540016134000.0,3707944.48202,-510540016134000.0,-510540013512000.0,-510540018756000.0,-510540018494000.0,-510540013775000.0,2.0,13748852281700.0,23,0.250025424591,0.125,0.00390653179685,6.05994367894e-14,0.12499630558
1193.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,1048889.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-741155195472000.0,12845073.2148,-741155195472000.0,-741155186389000.0,-741155204555000.0,-741155203647000.0,-741155187298000.0,2.0,164995905893000.0,116,0.124987287705,0.25,0.00390588625529,6.05994367894e-14,0.125001072574
1193.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,786667.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-746597217676000.0,4987761.88242,-746597217676000.0,-746597214150000.0,-746597221203000.0,-746597220851000.0,-746597214502000.0,2.0,24877768595700.0,91,0.124987287705,0.25,0.00781178740592,6.05994367894e-14,0.250002621847
1193.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,1048889.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-746930874136000.0,9367477.78233,-746930874136000.0,-746930867512000.0,-746930880760000.0,-746930880097000.0,-746930868174000.0,2.0,87749640002400.0,122,0.25,0.125,0.00390628351793,6.05994367894e-14,0.125001072574
1193.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-752039257824000.0,7642684.62527,-752039257824000.0,-752039252420000.0,-752039263228000.0,-752039262688000.0,-752039252960000.0,2.0,58410628281400.0,66,0.124987287705,0.25,0.00781178740592,6.05994367894e-14,0.250002621847
1193.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,786667.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-752372898974000.0,9222261.03044,-752372898974000.0,-752372892453000.0,-752372905495000.0,-752372904843000.0,-752372893105000.0,2.0,85050098513700.0,97,0.25,0.125,0.00781258193271,6.05994367894e-14,0.250002621847
1193.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-757481288167000.0,584519.037289,-757481288167000.0,-757481287754000.0,-757481288581000.0,-757481288539000.0,-757481287795000.0,2.0,341662504954.0,41,0.124987287705,0.25,0.00781162355716,6.05994367894e-14,0.249997378153
1193.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-757814949965000.0,1617061.46147,-757814949965000.0,-757814948822000.0,-757814951109000.0,-757814950994000.0,-757814948936000.0,2.0,2614887770170.0,72,0.25,0.125,0.00781258193271,6.05994367894e-14,0.250002621847
1193.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-762923098859000.0,9365027.56895,-762923098859000.0,-762923092236000.0,-762923105481000.0,-762923104818000.0,-762923092899000.0,2.0,87703741367100.0,16,0.124987287705,0.25,0.00390573730187,6.05994367894e-14,0.12499630558
1193.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-763256967282000.0,3323766.47351,-763256967282000.0,-763256964932000.0,-763256969632000.0,-763256969397000.0,-763256965167000.0,2.0,11047423570400.0,47,0.25,0.125,0.00781241806729,6.05994367894e-14,0.249997378153
1193.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-768698789365000.0,5439082.50823,-768698789365000.0,-768698785519000.0,-768698793211000.0,-768698792826000.0,-768698785903000.0,2.0,29583618531300.0,22,0.25,0.125,0.00390613454936,6.05994367894e-14,0.12499630558
1193.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,1048889.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1005037148120000.0,13253288.6112,-1005037148120000.0,-1005037138750000.0,-1005037157490000.0,-1005037156550000.0,-1005037139680000.0,2.0,175649659012000.0,121,0.124987287705,0.125,0.00195294312764,6.05994367894e-14,0.125001072574
1193.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,786667.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1010479174360000.0,11599886.8993,-1010479174360000.0,-1010479166150000.0,-1010479182560000.0,-1010479181740000.0,-1010479166970000.0,2.0,134557376077000.0,96,0.124987287705,0.125,0.00390589370296,6.05994367894e-14,0.250002621847
1193.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1015921210140000.0,829882.261934,-1015921210140000.0,-1015921209550000.0,-1015921210730000.0,-1015921210670000.0,-1015921209610000.0,2.0,688704568673.0,71,0.124987287705,0.125,0.00390589370296,6.05994367894e-14,0.250002621847
1193.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1021363239620000.0,4412770.49028,-1021363239620000.0,-1021363236500000.0,-1021363242740000.0,-1021363242430000.0,-1021363236810000.0,2.0,19472543399900.0,46,0.124987287705,0.125,0.00390581177858,6.05994367894e-14,0.249997378153
1193.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1026805068410000.0,652443.891467,-1026805068410000.0,-1026805067950000.0,-1026805068880000.0,-1026805068830000.0,-1026805068000000.0,2.0,425683031512.0,21,0.124987287705,0.125,0.00195286865094,6.05994367894e-14,0.12499630558
