smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity,ProbabilityWeight-meoh_capacity,PointProbability,prefix
480.0,-209.9,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1824346210.55,23799974.2272,-1824346210.55,-1807517087.38,-1841175333.72,-1839492421.4,-1809199999.7,2.0,566438773215000.0,0.00145683197123,0.14286352234,0.142763157895,0.0714285714286,0.0,168
480.0,-209.9,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1827653947.95,15693045.7644,-1827653947.95,-1816557288.87,-1838750607.02,-1837640941.12,-1817666954.78,2.0,246271685363000.0,0.000728208095864,0.0714113745622,0.142763157895,0.0714285714286,0.0,40
480.0,-264.1,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1829151252.19,12776454.9048,-1829151252.19,-1820116934.28,-1838185570.09,-1837282138.3,-1821020366.07,2.0,163237799936000.0,0.00145663398099,0.142844106523,0.142763157895,0.0714285714286,0.0,96
480.0,-318.4,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1844146330.3,4588652.17703,-1844146330.3,-1840901663.22,-1847390997.37,-1847066530.66,-1841226129.93,2.0,21055728801800.0,0.0014577585108,0.0714113745622,0.142894736842,0.142857142857,1.07010398565e-12,23
480.0,-427.0,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1847385384.31,27317688.6933,-1847385384.31,-1828068861.39,-1866701907.23,-1864770254.94,-1830000513.68,2.0,746256115546000.0,0.0007288792554,0.0714113745622,0.0714473684211,0.142857142857,1.07010398565e-12,6
480.0,-372.7,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1847569297.07,26235582.9736,-1847569297.07,-1829017938.44,-1866120655.7,-1864265519.84,-1830873074.3,2.0,688305813963000.0,0.00291595300158,0.142844106523,0.142894736842,0.142857142857,1.07010398565e-12,79
480.0,-372.7,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1887240388.24,22009179.8027,-1887240388.24,-1871677547.95,-1902803228.52,-1901246944.5,-1873233831.98,2.0,484403995587000.0,0.00291634934701,0.14286352234,0.142894736842,0.142857142857,1.07010398565e-12,143
480.0,-264.1,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1898058432.37,19772763.9204,-1898058432.37,-1884076976.92,-1912039887.82,-1910641742.28,-1885475122.47,2.0,390962193053000.0,0.000728208095864,0.0714113745622,0.142763157895,0.0714285714286,0.0,32
480.0,-427.0,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1901330961.73,12886825.8816,-1901330961.73,-1892218599.76,-1910443323.7,-1909532087.5,-1893129835.96,2.0,166070281303000.0,0.00145797650079,0.142844106523,0.0714473684211,0.142857142857,1.07010398565e-12,71
480.0,-318.4,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1907310151.83,4212819.01669,-1907310151.83,-1904331238.94,-1910289064.73,-1909991173.44,-1904629130.23,2.0,17747844067400.0,0.00145797650079,0.142844106523,0.142894736842,0.0714285714286,0.0,88
480.0,-264.1,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1911668536.88,7107223.84344,-1911668536.88,-1906642970.7,-1916694103.05,-1916191546.43,-1907145527.32,2.0,50512630760700.0,0.00145683197123,0.14286352234,0.142763157895,0.0714285714286,0.0,160
480.0,-372.7,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1914862095.55,30653344.7342,-1914862095.55,-1893186907.62,-1936537283.48,-1934369764.69,-1895354426.42,2.0,939627543395000.0,0.0014577585108,0.0714113745622,0.142894736842,0.142857142857,1.07010398565e-12,15
480.0,-427.0,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1925995646.54,16312157.1417,-1925995646.54,-1914461209.61,-1937530083.47,-1936376639.77,-1915614653.3,2.0,266086470616000.0,0.00145817467351,0.14286352234,0.0714473684211,0.142857142857,1.07010398565e-12,135
480.0,-318.4,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1957321479.07,42038809.0778,-1957321479.07,-1927595552.1,-1987047406.05,-1984074813.35,-1930568144.8,2.0,1767261468680000.0,0.0007288792554,0.0714113745622,0.142894736842,0.0714285714286,0.0,24
480.0,-427.0,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1962738139.68,36273766.2038,-1962738139.68,-1937088713.62,-1988387565.74,-1985822623.13,-1939653656.22,2.0,1315786114610000.0,0.0007288792554,0.0714113745622,0.0714473684211,0.142857142857,1.07010398565e-12,7
480.0,-372.7,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1965547239.23,51709300.7551,-1965547239.23,-1928983242.02,-2002111236.45,-1998454836.73,-1932639641.74,2.0,2673851784580000.0,0.00145797650079,0.142844106523,0.142894736842,0.0714285714286,0.0,80
480.0,-318.4,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1973915564.08,3485665.71887,-1973915564.08,-1971450826.22,-1976380301.95,-1976133828.16,-1971697300.0,2.0,12149865503700.0,0.00145817467351,0.14286352234,0.142894736842,0.0714285714286,0.0,152
480.0,-372.7,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2000268486.82,2321639.51272,-2000268486.82,-1998626839.78,-2001910133.86,-2001745969.16,-1998791004.48,2.0,5390010027030.0,0.00145817467351,0.14286352234,0.142894736842,0.0714285714286,0.0,144
480.0,-372.7,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2021413936.82,891148.274349,-2021413936.82,-2020783799.83,-2022044073.8,-2021981060.11,-2020846813.53,2.0,794145246875.0,0.0007288792554,0.0714113745622,0.142894736842,0.0714285714286,0.0,16
480.0,-427.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2053141851.46,16992981.5807,-2053141851.46,-2041125998.95,-2065157703.97,-2063956118.71,-2042327584.2,2.0,288761423003000.0,0.0003644396277,0.0714113745622,0.0714473684211,0.0714285714286,0.0,8
480.0,-427.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2079558226.59,6404194.30987,-2079558226.59,-2075029777.37,-2084086675.82,-2083633830.89,-2075482622.29,2.0,41013704758500.0,0.000728988250394,0.142844106523,0.0714473684211,0.0714285714286,0.0,72
480.0,-427.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2105684766.84,41097772.4326,-2105684766.84,-2076624253.26,-2134745280.42,-2131839229.06,-2079530304.62,2.0,1689026898920000.0,0.000729087336753,0.14286352234,0.0714473684211,0.0714285714286,0.0,136
480.0,-372.7,-9366.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-25326982400.2,4401274.37247,-25326982400.2,-25323870229.2,-25330094571.1,-25329783354.0,-25324181446.3,2.0,19371216101800.0,0.0014577585108,0.0714113745622,0.142894736842,0.142857142857,1.07010398565e-12,10
480.0,-372.7,-9366.3,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-25343538949.0,1665662.83786,-25343538949.0,-25342361147.6,-25344716750.5,-25344598970.4,-25342478927.7,2.0,2774432689410.0,0.00291595300158,0.142844106523,0.142894736842,0.142857142857,1.07010398565e-12,74
480.0,-372.7,-9366.3,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-25371727740.0,3899941.21326,-25371727740.0,-25368970065.1,-25374485414.9,-25374209647.4,-25369245832.6,2.0,15209541466900.0,0.00291634934701,0.14286352234,0.142894736842,0.142857142857,1.07010398565e-12,138
480.0,-318.4,-8002.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-50162398041.6,16831335.9838,-50162398041.6,-50150496489.8,-50174299593.4,-50173109438.2,-50151686645.0,2.0,283293870999000.0,0.0014577585108,0.0714113745622,0.142894736842,0.142857142857,1.07010398565e-12,19
480.0,-318.4,-8002.1,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-50195155593.3,6195673.42187,-50195155593.3,-50190774590.6,-50199536596.0,-50199098495.7,-50191212690.9,2.0,38386369150400.0,0.00291595300158,0.142844106523,0.142894736842,0.142857142857,1.07010398565e-12,83
480.0,-318.4,-8002.1,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-50198268681.3,12862739.2374,-50198268681.3,-50189173351.1,-50207364011.4,-50206454478.4,-50190082884.1,2.0,165450060689000.0,0.00291634934701,0.14286352234,0.142894736842,0.142857142857,1.07010398565e-12,147
480.0,-264.1,-6637.9,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-75001483281.7,17751298.9464,-75001483281.7,-74988931217.8,-75014035345.5,-75012780139.1,-74990186424.2,2.0,315108614285000.0,0.00291326796198,0.142844106523,0.142763157895,0.142857142857,1.07010398565e-12,92
480.0,-264.1,-6637.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-75004866146.2,9864621.64213,-75004866146.2,-74997890805.3,-75011841487.0,-75011143952.9,-74998588339.4,2.0,97310760142300.0,0.00145641619173,0.0714113745622,0.142763157895,0.142857142857,1.07010398565e-12,28
480.0,-264.1,-6637.9,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-75034419621.7,9943645.7094,-75034419621.7,-75027388402.4,-75041450841.0,-75040747719.1,-75028091524.3,2.0,98876089994200.0,0.00291366394246,0.14286352234,0.142763157895,0.142857142857,1.07010398565e-12,156
480.0,-209.9,-6637.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-94024241656400.0,27419877.9099,-94024241656400.0,-94024222267700.0,-94024261045200.0,-94024259106300.0,-94024224206500.0,2.0,751849704592000.0,0.00145641619173,0.0714113745622,0.142763157895,0.142857142857,1.07010398565e-12,36
480.0,-209.9,-6637.9,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-94024253418900.0,18279916.1869,-94024253418900.0,-94024240493100.0,-94024266344800.0,-94024265052200.0,-94024241785700.0,2.0,334155335802000.0,0.00291326796198,0.142844106523,0.142763157895,0.142857142857,1.07010398565e-12,100
480.0,-209.9,-6637.9,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-94024271489100.0,11395482.6029,-94024271489100.0,-94024263431300.0,-94024279546900.0,-94024278741200.0,-94024264237100.0,2.0,129857023754000.0,0.00291366394246,0.14286352234,0.142763157895,0.142857142857,1.07010398565e-12,164
480.0,-155.6,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-94049055128400.0,19327065.7799,-94049055128400.0,-94049041462100.0,-94049068794700.0,-94049067428100.0,-94049042828800.0,2.0,373535471662000.0,0.0014577585108,0.0714113745622,0.142894736842,0.142857142857,1.07010398565e-12,45
480.0,-155.6,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-94049087887300.0,102933.74406,-94049087887300.0,-94049087814500.0,-94049087960100.0,-94049087952800.0,-94049087821800.0,2.0,10595355666.1,0.00291634934701,0.14286352234,0.142894736842,0.142857142857,1.07010398565e-12,173
480.0,-155.6,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-94049091088500.0,18830444.1925,-94049091088500.0,-94049077773400.0,-94049104403700.0,-94049103072200.0,-94049079104900.0,2.0,354585628486000.0,0.00291595300158,0.142844106523,0.142894736842,0.142857142857,1.07010398565e-12,109
480.0,-101.3,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-94073875048500.0,26098275.3159,-94073875048500.0,-94073856594200.0,-94073893502700.0,-94073891657300.0,-94073858439600.0,2.0,681119974463000.0,0.0014577585108,0.0714113745622,0.142894736842,0.142857142857,1.07010398565e-12,54
480.0,-101.3,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-94073877761500.0,12494939.6135,-94073877761500.0,-94073868926300.0,-94073886596800.0,-94073885713300.0,-94073869809800.0,2.0,156123515946000.0,0.00291595300158,0.142844106523,0.142894736842,0.142857142857,1.07010398565e-12,118
480.0,-47.0,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-94098717393600.0,28992159.1165,-94098717393600.0,-94098696893000.0,-94098737894100.0,-94098735844100.0,-94098698943100.0,2.0,840545290235000.0,0.0007288792554,0.0714113745622,0.0714473684211,0.142857142857,1.07010398565e-12,63
480.0,-47.0,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-94098727782700.0,19664524.1165,-94098727782700.0,-94098713877800.0,-94098741687700.0,-94098740297200.0,-94098715268300.0,2.0,386693508727000.0,0.00145797650079,0.142844106523,0.0714473684211,0.142857142857,1.07010398565e-12,127
480.0,-372.7,-10730.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-94123083050800.0,402490.461055,-94123083050800.0,-94123082766200.0,-94123083335400.0,-94123083307000.0,-94123082794700.0,2.0,161998571240.0,0.0007288792554,0.0714113745622,0.142894736842,0.0714285714286,1.07010398565e-12,9
480.0,-372.7,-10730.5,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-94123095135200.0,1507864.4528,-94123095135200.0,-94123094069000.0,-94123096201500.0,-94123096094800.0,-94123094175600.0,2.0,2273655208030.0,0.00145797650079,0.142844106523,0.142894736842,0.0714285714286,1.07010398565e-12,73
480.0,-372.7,-10730.5,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-94123111941400.0,4649709.43256,-94123111941400.0,-94123108653600.0,-94123115229300.0,-94123114900500.0,-94123108982400.0,2.0,21619797807300.0,0.00145817467351,0.14286352234,0.142894736842,0.0714285714286,1.07010398565e-12,137
480.0,-318.4,-9366.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-94147916176300.0,2588485.08892,-94147916176300.0,-94147914345900.0,-94147918006600.0,-94147917823600.0,-94147914529000.0,2.0,6700255055560.0,0.0014577585108,0.0714113745622,0.142894736842,0.142857142857,1.07010398565e-12,18
480.0,-318.4,-9366.3,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-94147920211200.0,3342642.34653,-94147920211200.0,-94147917847600.0,-94147922574800.0,-94147922338500.0,-94147918084000.0,2.0,11173257856800.0,0.00291595300158,0.142844106523,0.142894736842,0.142857142857,1.07010398565e-12,82
480.0,-318.4,-9366.3,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-94147953332400.0,15109967.6791,-94147953332400.0,-94147942648000.0,-94147964016700.0,-94147962948300.0,-94147943716400.0,2.0,228311123262000.0,0.00291634934701,0.14286352234,0.142894736842,0.142857142857,1.07010398565e-12,146
480.0,-264.1,-8002.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-94172742074500.0,2504308.65596,-94172742074500.0,-94172740303700.0,-94172743845400.0,-94172743668300.0,-94172740480800.0,2.0,6271561844310.0,0.00145641619173,0.0714113745622,0.142763157895,0.142857142857,1.07010398565e-12,27
480.0,-264.1,-8002.1,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-94172769686500.0,5719864.95461,-94172769686500.0,-94172765642000.0,-94172773731100.0,-94172773326600.0,-94172766046400.0,2.0,32716855099000.0,0.00291326796198,0.142844106523,0.142763157895,0.142857142857,1.07010398565e-12,91
480.0,-264.1,-8002.1,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-94172780636500.0,15508734.1512,-94172780636500.0,-94172769670200.0,-94172791602900.0,-94172790506200.0,-94172770766800.0,2.0,240520834973000.0,0.00291366394246,0.14286352234,0.142763157895,0.142857142857,1.07010398565e-12,155
480.0,-209.9,-8002.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-188121971037000.0,10628556.7646,-188121971037000.0,-188121963521000.0,-188121978552000.0,-188121977801000.0,-188121964273000.0,2.0,112966218899000.0,0.00145641619173,0.0714113745622,0.142763157895,0.142857142857,1.07010398565e-12,35
480.0,-209.9,-8002.1,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-188121998118000.0,5787595.84056,-188121998118000.0,-188121994025000.0,-188122002210000.0,-188122001801000.0,-188121994435000.0,2.0,33496265613600.0,0.00291326796198,0.142844106523,0.142763157895,0.142857142857,1.07010398565e-12,99
480.0,-209.9,-8002.1,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-188122020622000.0,7801140.93517,-188122020622000.0,-188122015105000.0,-188122026138000.0,-188122025586000.0,-188122015657000.0,2.0,60857799890400.0,0.00291366394246,0.14286352234,0.142763157895,0.142857142857,1.07010398565e-12,163
480.0,-155.6,-6637.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-188146826414000.0,15645643.6027,-188146826414000.0,-188146815351000.0,-188146837477000.0,-188146836371000.0,-188146816457000.0,2.0,244786163743000.0,0.0014577585108,0.0714113745622,0.142894736842,0.142857142857,1.07010398565e-12,44
480.0,-155.6,-6637.9,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-188146839339000.0,12046126.0348,-188146839339000.0,-188146830821000.0,-188146847857000.0,-188146847005000.0,-188146831673000.0,2.0,145109152447000.0,0.00291595300158,0.142844106523,0.142894736842,0.142857142857,1.07010398565e-12,108
480.0,-155.6,-6637.9,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-188146863474000.0,3724747.74772,-188146863474000.0,-188146860840000.0,-188146866108000.0,-188146865845000.0,-188146861104000.0,2.0,13873745784200.0,0.00291634934701,0.14286352234,0.142894736842,0.142857142857,1.07010398565e-12,172
480.0,-101.3,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-188171674167000.0,19458428.2218,-188171674167000.0,-188171660408000.0,-188171687926000.0,-188171686550000.0,-188171661784000.0,2.0,378630428863000.0,0.00291595300158,0.142844106523,0.142894736842,0.142857142857,1.07010398565e-12,117
480.0,-101.3,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-188171698702000.0,1776982.65355,-188171698702000.0,-188171697445000.0,-188171699958000.0,-188171699832000.0,-188171697571000.0,2.0,3157667351010.0,0.0014577585108,0.0714113745622,0.142894736842,0.142857142857,1.07010398565e-12,53
480.0,-47.0,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-188196450242000.0,4489144.58549,-188196450242000.0,-188196447068000.0,-188196453417000.0,-188196453099000.0,-188196447386000.0,2.0,20152419109400.0,0.0007288792554,0.0714113745622,0.0714473684211,0.142857142857,1.07010398565e-12,62
480.0,-47.0,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-188196476934000.0,5301666.35948,-188196476934000.0,-188196473185000.0,-188196480683000.0,-188196480308000.0,-188196473560000.0,2.0,28107666187200.0,0.00145797650079,0.142844106523,0.0714473684211,0.142857142857,1.07010398565e-12,126
480.0,-318.4,-10730.5,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-188245676622000.0,4681759.87606,-188245676622000.0,-188245673311000.0,-188245679932000.0,-188245679601000.0,-188245673642000.0,2.0,21918875537100.0,0.00145797650079,0.142844106523,0.142894736842,0.0714285714286,1.07010398565e-12,81
480.0,-318.4,-10730.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-188245676813000.0,5160027.30274,-188245676813000.0,-188245673165000.0,-188245680462000.0,-188245680097000.0,-188245673530000.0,2.0,26625881765000.0,0.0007288792554,0.0714113745622,0.142894736842,0.0714285714286,1.07010398565e-12,17
480.0,-318.4,-10730.5,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-188245697069000.0,8390071.63376,-188245697069000.0,-188245691136000.0,-188245703002000.0,-188245702408000.0,-188245691729000.0,2.0,70393302019700.0,0.00145817467351,0.14286352234,0.142894736842,0.0714285714286,1.07010398565e-12,145
480.0,-264.1,-9366.3,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-188270496755000.0,14299905.2667,-188270496755000.0,-188270486643000.0,-188270506867000.0,-188270505855000.0,-188270487655000.0,2.0,204487290635000.0,0.00291326796198,0.142844106523,0.142763157895,0.142857142857,1.07010398565e-12,90
480.0,-264.1,-9366.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-188270503464000.0,6876267.80441,-188270503464000.0,-188270498602000.0,-188270508326000.0,-188270507840000.0,-188270499088000.0,2.0,47283058917900.0,0.00145641619173,0.0714113745622,0.142763157895,0.142857142857,1.07010398565e-12,26
480.0,-264.1,-9366.3,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-188270525141000.0,5500826.14428,-188270525141000.0,-188270521251000.0,-188270529030000.0,-188270528641000.0,-188270521640000.0,2.0,30259088269600.0,0.00291366394246,0.14286352234,0.142763157895,0.142857142857,1.07010398565e-12,154
480.0,-209.9,-9366.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-282219730208000.0,22149391.6449,-282219730208000.0,-282219714546000.0,-282219745870000.0,-282219744304000.0,-282219716112000.0,2.0,490595550238000.0,0.00145641619173,0.0714113745622,0.142763157895,0.142857142857,1.07010398565e-12,34
480.0,-209.9,-9366.3,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-282219763119000.0,732417.403254,-282219763119000.0,-282219762601000.0,-282219763637000.0,-282219763585000.0,-282219762653000.0,2.0,536435252589.0,0.00291326796198,0.142844106523,0.142763157895,0.142857142857,1.07010398565e-12,98
480.0,-209.9,-9366.3,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-282219776562000.0,9144289.29376,-282219776562000.0,-282219770096000.0,-282219783028000.0,-282219782381000.0,-282219770742000.0,2.0,83618026688000.0,0.00291366394246,0.14286352234,0.142763157895,0.142857142857,1.07010398565e-12,162
480.0,-155.6,-8002.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-282244578002000.0,3218005.08677,-282244578002000.0,-282244575727000.0,-282244580278000.0,-282244580050000.0,-282244575954000.0,2.0,10355556738500.0,0.0014577585108,0.0714113745622,0.142894736842,0.142857142857,1.07010398565e-12,43
480.0,-155.6,-8002.1,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-282244611556000.0,5740365.37231,-282244611556000.0,-282244607496000.0,-282244615615000.0,-282244615209000.0,-282244607902000.0,2.0,32951794607600.0,0.00291595300158,0.142844106523,0.142894736842,0.142857142857,1.07010398565e-12,107
480.0,-155.6,-8002.1,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-282244618239000.0,2759494.24566,-282244618239000.0,-282244616288000.0,-282244620191000.0,-282244619996000.0,-282244616483000.0,2.0,7614808491820.0,0.00291634934701,0.14286352234,0.142894736842,0.142857142857,1.07010398565e-12,171
480.0,-101.3,-6637.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-282269376179000.0,7299786.98032,-282269376179000.0,-282269371017000.0,-282269381340000.0,-282269380824000.0,-282269371533000.0,2.0,53286889958000.0,0.0014577585108,0.0714113745622,0.142894736842,0.142857142857,1.07010398565e-12,52
480.0,-101.3,-6637.9,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-282269417992000.0,18557948.4409,-282269417992000.0,-282269404870000.0,-282269431115000.0,-282269429802000.0,-282269406182000.0,2.0,344397450337000.0,0.00291595300158,0.142844106523,0.142894736842,0.142857142857,1.07010398565e-12,116
