npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,ProbabilityWeight-htse_capacity,ProbabilityWeight-meoh_capacity,ProbabilityWeight-h2_storage_capacity,prefix,PointProbability
1193.0,-600.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,2208291042.5,8813267.03689,2208291042.5,2214522963.38,2202059121.61,2202682313.7,2213899771.29,2.0,77673675863500.0,0.00781284756262,0.25,0.250025424591,0.124992849434,13,1.21200144652e-13
1193.0,-1000.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,2201623572.58,4307997.03093,2201623572.58,2204669786.49,2198577358.66,2198881980.06,2204365165.1,2.0,18558838418500.0,0.00390602654481,0.125,0.25,0.124992849434,2,1.21200144652e-13
1193.0,-800.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,2190113991.73,800262.389504,2190113991.73,2190679862.7,2189548120.77,2189604707.87,2190623275.6,2.0,640419892055.0,0.00781264897013,0.25,0.25,0.125002383522,107,1.21200144652e-13
1193.0,-1000.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,2173771031.95,1140610.25307,2173771031.95,2174577565.2,2172964498.71,2173045152.03,2174496911.87,2.0,1300991749410.0,0.00781264897013,0.125,0.25,0.250004767044,52,1.21200144652e-13
1193.0,-600.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,2154390584.35,1213542.09105,2154390584.35,2155248688.19,2153532480.51,2153618290.89,2155162877.81,2.0,1472684406740.0,0.0156262910664,0.25,0.250025424591,0.249995232956,38,1.21200144652e-13
1193.0,-1000.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,2117392492.67,3594877.30266,2117392492.67,2119934454.79,2114850530.55,2115104726.77,2119680258.58,2.0,12923142821200.0,0.00781264897013,0.125,0.25,0.250004767044,77,1.21200144652e-13
1193.0,-600.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,2099381447.05,3301275.75626,2099381447.05,2101715801.53,2097047092.58,2097280528.03,2101482366.08,2.0,10898421618900.0,0.0156268870075,0.25,0.250025424591,0.250004767044,63,1.21200144652e-13
1193.0,-1000.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,2061868707.01,2220342.70818,2061868707.01,2063438726.4,2060298687.63,2060455689.57,2063281724.46,2.0,4929921741760.0,0.00390632448506,0.125,0.25,0.125002383522,102,1.21200144652e-13
1193.0,-600.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,2043991916.41,4201809.57223,2043991916.41,2046963044.45,2041020788.37,2041317901.17,2046665931.65,2.0,17655203681300.0,0.0156268870075,0.25,0.250025424591,0.250004767044,88,1.21200144652e-13
1193.0,-800.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,2023649509.18,3349908.57952,2023649509.18,2026018252.25,2021280766.1,2021517640.41,2025781377.94,2.0,11221887491200.0,0.0156262910664,0.25,0.250025424591,0.249995232956,33,1.21200144652e-13
1193.0,-400.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,2017305498.15,1121515.71099,2017305498.15,2018098529.51,2016512466.79,2016591769.92,2018019226.38,2.0,1257797490000.0,0.00781205308962,0.25,0.25,0.124992849434,19,1.21200144652e-13
1193.0,-800.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1994693617.19,2784903.9725,1994693617.19,1996662841.67,1992724392.71,1992921315.15,1996465919.22,2.0,7755690136020.0,0.00781284756262,0.25,0.250025424591,0.124992849434,8,1.21200144652e-13
1193.0,-600.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1985558727.06,5238960.27225,1985558727.06,1989263231.39,1981854222.72,1982224673.15,1988892780.96,2.0,27446704734300.0,0.00781344350374,0.25,0.250025424591,0.125002383522,113,1.21200144652e-13
1193.0,-400.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1973331198.34,3474158.42868,1973331198.34,1975787799.32,1970874597.35,1971120257.45,1975542139.22,2.0,12069776787600.0,0.0156247020597,0.25,0.25,0.249995232956,44,1.21200144652e-13
1193.0,-800.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1960021313.26,3538448.54596,1960021313.26,1962523374.22,1957519252.3,1957769458.4,1962273168.13,2.0,12520618112400.0,0.0156268870075,0.25,0.250025424591,0.250004767044,58,1.21200144652e-13
1193.0,-400.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1921432696.41,1275314.30351,1921432696.41,1922334479.8,1920530913.02,1920621091.36,1922244301.46,2.0,1626426572750.0,0.0156252979403,0.25,0.25,0.250004767044,69,1.21200144652e-13
1193.0,-800.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1906518944.02,2268503.45999,1906518944.02,1908123018.2,1904914869.84,1905075277.26,1907962610.78,2.0,5146107948000.0,0.0156268870075,0.25,0.250025424591,0.250004767044,83,1.21200144652e-13
1193.0,-200.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1867431000.75,5038898.05205,1867431000.75,1870994039.73,1863867961.77,1864224265.67,1870637735.83,2.0,25390493579000.0,0.00195281465415,0.125,0.124987287705,0.124992849434,25,1.21200144652e-13
1193.0,-1000.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1859948915.32,1832436.21854,1859948915.32,1861244643.4,1858653187.25,1858782760.05,1861115070.59,2.0,3357822495010.0,0.00781314553318,0.125,0.250025424591,0.249995232956,28,1.21200144652e-13
1193.0,-800.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1855960991.46,3794101.29697,1855960991.46,1858643826.22,1853278156.7,1853546440.18,1858375542.74,2.0,14395204651600.0,0.00781344350374,0.25,0.250025424591,0.125002383522,108,1.21200144652e-13
1193.0,-400.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1846460379.03,10941667.0557,1846460379.03,1854197306.0,1838723452.05,1839497144.75,1853423613.3,2.0,119720077958000.0,0.0156252979403,0.25,0.25,0.250004767044,94,1.21200144652e-13
1193.0,-600.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1819140586.67,2547888.48555,1819140586.67,1820942215.9,1817338957.44,1817519120.37,1820762052.97,2.0,6491735734790.0,0.0156247020597,0.25,0.25,0.249995232956,39,1.21200144652e-13
1193.0,-600.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1809786250.72,749905.421602,1809786250.72,1810316513.93,1809255987.51,1809309013.83,1810263487.61,2.0,562358141348.0,0.00781205308962,0.25,0.25,0.124992849434,14,1.21200144652e-13
1193.0,-1000.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1806768221.06,7683732.35159,1806768221.06,1812201440.31,1801335001.81,1801878323.73,1811658118.39,2.0,59039742850900.0,0.00781344350374,0.125,0.250025424591,0.250004767044,53,1.21200144652e-13
1193.0,-200.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1805110240.18,1208110.60983,1805110240.18,1805964503.39,1804255976.98,1804341403.3,1805879077.06,2.0,1459531245590.0,0.00390577826328,0.125,0.124987287705,0.249995232956,50,1.21200144652e-13
1193.0,-400.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1796616549.65,1794187.31959,1796616549.65,1797885231.67,1795347867.63,1795474735.83,1797758363.47,2.0,3219108137780.0,0.00781264897013,0.25,0.25,0.125002383522,119,1.21200144652e-13
1193.0,-1000.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1792832271.23,2106227.23992,1792832271.23,1794321598.79,1791342943.67,1791491876.42,1794172666.04,2.0,4436193186180.0,0.00390642378131,0.125,0.250025424591,0.124992849434,3,1.21200144652e-13
1193.0,-600.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1768290373.49,6559569.75159,1768290373.49,1772928689.75,1763652057.24,1764115888.87,1772464858.12,2.0,43027955325900.0,0.0156252979403,0.25,0.25,0.250004767044,64,1.21200144652e-13
1193.0,-1000.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1747367415.9,550318.912891,1747367415.9,1747756550.13,1746978281.66,1747017195.09,1747717636.71,2.0,302850905886.0,0.00781344350374,0.125,0.250025424591,0.250004767044,78,1.21200144652e-13
1193.0,-200.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1744763357.21,3762377.01169,1744763357.21,1747423759.51,1742102954.91,1742368995.14,1747157719.28,2.0,14155480778100.0,0.00390592721826,0.125,0.124987287705,0.250004767044,75,1.21200144652e-13
1193.0,-600.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1703936527.1,1273943.5922,1703936527.1,1704837341.26,1703035712.95,1703125794.37,1704747259.84,2.0,1622932276100.0,0.0156252979403,0.25,0.25,0.250004767044,89,1.21200144652e-13
1193.0,-1000.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1691324690.78,3467863.20034,1691324690.78,1693776840.36,1688872541.19,1689117756.15,1693531625.4,2.0,12026075176200.0,0.00390672175187,0.125,0.250025424591,0.125002383522,103,1.21200144652e-13
1193.0,-200.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1682680175.49,7222140.64664,1682680175.49,1687787000.11,1677573350.86,1678084033.32,1687276317.65,2.0,52159315519800.0,0.00390592721826,0.125,0.124987287705,0.250004767044,100,1.21200144652e-13
1193.0,-800.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1649244361.88,5375545.34541,1649244361.88,1653045446.44,1645443277.31,1645823385.77,1652665337.99,2.0,28896487760600.0,0.0156247020597,0.25,0.25,0.249995232956,34,1.21200144652e-13
1193.0,-600.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1645974834.6,8055169.09051,1645974834.6,1651670699.29,1640278969.91,1640848556.38,1651101112.82,2.0,64885749076700.0,0.00781264897013,0.25,0.25,0.125002383522,114,1.21200144652e-13
1193.0,-200.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1640722281.81,14701966.4133,1640722281.81,1651118141.96,1630326421.66,1631366007.68,1650078555.94,2.0,216147816419000.0,0.00195296360913,0.125,0.124987287705,0.125002383522,125,1.21200144652e-13
1193.0,-400.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1638654591.75,4453244.37972,1638654591.75,1641803511.05,1635505672.45,1635820564.38,1641488619.12,2.0,19831385505500.0,0.0039056293083,0.25,0.124987287705,0.124992849434,20,1.21200144652e-13
1193.0,-400.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1629684502.73,5486094.54966,1629684502.73,1633563757.39,1625805248.07,1626193173.54,1633175831.92,2.0,30097233407800.0,0.00781155652656,0.25,0.124987287705,0.249995232956,45,1.21200144652e-13
1193.0,-800.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1597969308.51,1635850.02793,1597969308.51,1599126029.16,1596812587.87,1596928259.93,1599010357.1,2.0,2676005313890.0,0.00781205308962,0.25,0.25,0.124992849434,9,1.21200144652e-13
1193.0,-800.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1588608345.99,2970545.14404,1588608345.99,1590708838.6,1586507853.37,1586717902.63,1590498789.34,2.0,8824138452770.0,0.0156252979403,0.25,0.25,0.250004767044,59,1.21200144652e-13
1193.0,-400.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1580273356.96,10987236.757,1580273356.96,1588042506.58,1572504207.34,1573281122.31,1587265591.62,2.0,120719371555000.0,0.00781185443652,0.25,0.124987287705,0.250004767044,70,1.21200144652e-13
1193.0,-400.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1535186279.78,7392247.40845,1535186279.78,1540413388.05,1529959171.51,1530481882.34,1539890677.23,2.0,54645321747700.0,0.00781185443652,0.25,0.124987287705,0.250004767044,95,1.21200144652e-13
1193.0,-800.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1533446030.14,1492571.45105,1533446030.14,1534501437.53,1532390622.74,1532496163.48,1534395896.79,2.0,2227769536480.0,0.0156252979403,0.25,0.25,0.250004767044,84,1.21200144652e-13
1193.0,-800.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1471386892.97,1176394.82485,1471386892.97,1472218729.72,1470555056.21,1470638239.88,1472135546.05,2.0,1383904783930.0,0.00781264897013,0.25,0.25,0.125002383522,109,1.21200144652e-13
1193.0,-400.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1469673074.11,452501.547037,1469673074.11,1469993041.03,1469353107.2,1469385103.89,1469961044.34,2.0,204757650071.0,0.00390592721826,0.25,0.124987287705,0.125002383522,120,1.21200144652e-13
1193.0,-1000.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1462337969.06,4370484.60475,1462337969.06,1465428368.36,1459247569.75,1459556609.68,1465119328.43,2.0,19101135680400.0,0.00781235102987,0.125,0.25,0.249995232956,29,1.21200144652e-13
1193.0,-600.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1453118617.88,2264950.62637,1453118617.88,1454720179.82,1451517055.93,1451677212.13,1454560023.63,2.0,5130001339900.0,0.00781155652656,0.25,0.124987287705,0.249995232956,40,1.21200144652e-13
1193.0,-600.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1437350687.06,10000172.1445,1437350687.06,1444421876.6,1430279497.52,1430986616.48,1443714757.64,2.0,100003442920000.0,0.0039056293083,0.25,0.124987287705,0.124992849434,15,1.21200144652e-13
1193.0,-1000.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1394944515.77,7653838.37297,1394944515.77,1400356596.78,1389532434.75,1390073642.86,1399815388.68,2.0,58581241839600.0,0.00781264897013,0.125,0.25,0.250004767044,54,1.21200144652e-13
1193.0,-1000.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1394367000.14,8255701.40284,1394367000.14,1400204662.58,1388529337.69,1389113103.94,1399620896.34,2.0,68156605652800.0,0.00390602654481,0.125,0.25,0.124992849434,4,1.21200144652e-13
1193.0,-600.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1391561977.51,4743150.66038,1391561977.51,1394915891.51,1388208063.52,1388543454.92,1394580500.11,2.0,22497478187000.0,0.00781185443652,0.25,0.124987287705,0.250004767044,65,1.21200144652e-13
1193.0,-1000.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1334275639.03,3729303.67033,1334275639.03,1336912654.94,1331638623.11,1331902324.7,1336648953.35,2.0,13907705865500.0,0.00781264897013,0.125,0.25,0.250004767044,79,1.21200144652e-13
1193.0,-600.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1331008206.35,685143.189829,1331008206.35,1331492675.75,1330523736.96,1330572183.9,1331444228.81,2.0,469421190569.0,0.00781185443652,0.25,0.124987287705,0.250004767044,90,1.21200144652e-13
1193.0,-1000.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1287443431.44,17583665.3298,1287443431.44,1299876960.43,1275009902.44,1276253255.34,1298633607.53,2.0,309185286429000.0,0.00390632448506,0.125,0.25,0.125002383522,104,1.21200144652e-13
1193.0,-600.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1267039129.0,5808270.76445,1267039129.0,1271146196.64,1262932061.35,1263342768.12,1270735489.88,2.0,33736009273100.0,0.00390592721826,0.25,0.124987287705,0.125002383522,115,1.21200144652e-13
1193.0,-800.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1249162505.81,5903077.13564,1249162505.81,1253336611.68,1244988399.94,1245405810.52,1252919201.09,2.0,34846319669300.0,0.00781155652656,0.25,0.124987287705,0.249995232956,35,1.21200144652e-13
1193.0,-800.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1228440375.28,11515454.5537,1228440375.28,1236583031.28,1220297719.28,1221111984.88,1235768765.68,2.0,132605693579000.0,0.0039056293083,0.25,0.124987287705,0.124992849434,10,1.21200144652e-13
1193.0,-800.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1190672790.15,8824495.34816,1190672790.15,1196912650.65,1184432929.65,1185056915.7,1196288664.6,2.0,77871718149800.0,0.00781185443652,0.25,0.124987287705,0.250004767044,60,1.21200144652e-13
1193.0,-800.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1135808988.37,2088021.41336,1135808988.37,1137285442.47,1134332534.27,1134480179.68,1137137797.06,2.0,4359833422650.0,0.00781185443652,0.25,0.124987287705,0.250004767044,85,1.21200144652e-13
1193.0,-800.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1078478703.66,626394.091906,1078478703.66,1078921631.17,1078035776.15,1078080068.9,1078877338.42,2.0,392369558375.0,0.00390592721826,0.25,0.124987287705,0.125002383522,110,1.21200144652e-13
1193.0,-1000.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1053308718.27,976481.067348,1053308718.27,1053999194.66,1052618241.89,1052687289.53,1053930147.02,2.0,953515274888.0,0.00390577826328,0.125,0.124987287705,0.249995232956,30,1.21200144652e-13
1193.0,-1000.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1044390390.49,3473155.12785,1044390390.49,1046846282.03,1041934498.95,1042180088.1,1046600692.88,2.0,12062806542100.0,0.00195281465415,0.125,0.124987287705,0.124992849434,5,1.21200144652e-13
1193.0,-1000.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,992084679.59,2382909.39505,992084679.59,993769650.983,990399708.198,990568205.337,993601153.843,2.0,5678257185040.0,0.00390592721826,0.125,0.124987287705,0.250004767044,55,1.21200144652e-13
1193.0,-1000.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,934596006.633,1545167.02513,934596006.633,935688604.715,933503408.552,933612668.36,935579344.907,2.0,2387541135560.0,0.00390592721826,0.125,0.124987287705,0.250004767044,80,1.21200144652e-13
1193.0,-1000.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,881115177.12,17405659.6958,881115177.12,893422837.122,868807517.118,870038283.119,892192071.122,2.0,302956989447000.0,0.00195296360913,0.125,0.124987287705,0.125002383522,105,1.21200144652e-13
1193.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-235159956579000.0,4364107.62257,-235159956579000.0,-235159953493000.0,-235159959665000.0,-235159959356000.0,-235159953801000.0,2.0,19045435341400.0,0.0039056293083,0.25,0.124987287705,0.124992849434,6,1.21200144652e-13
1193.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-235160011340000.0,1686455.50676,-235160011340000.0,-235160010148000.0,-235160012533000.0,-235160012414000.0,-235160010267000.0,2.0,2844132176280.0,0.00781155652656,0.25,0.124987287705,0.249995232956,31,1.21200144652e-13
1193.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-235160067688000.0,845350.532132,-235160067688000.0,-235160067090000.0,-235160068285000.0,-235160068226000.0,-235160067150000.0,2.0,714617522175.0,0.00781185443652,0.25,0.124987287705,0.250004767044,56,1.21200144652e-13
1193.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-235160127148000.0,4575283.44969,-235160127148000.0,-235160123913000.0,-235160130383000.0,-235160130060000.0,-235160124236000.0,2.0,20933218645000.0,0.00781185443652,0.25,0.124987287705,0.250004767044,81,1.21200144652e-13
