npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity,ProbabilityWeight-ft_capacity,ProbabilityWeight,PointProbability
1280.0,-585.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-170929711829.0,27573126.6774,-170929711829.0,-170910214684.0,-170949208973.0,-170947259259.0,-170912164398.0,2.0,760277314766000.0,53,0.124999475902,0.25,0.25,0.00781246724386,8.40946932138e-15
1280.0,-385.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-170952229433.0,11892438.4698,-170952229433.0,-170943820209.0,-170960638657.0,-170959797734.0,-170944661131.0,2.0,141430092759000.0,79,0.124999475902,0.25,0.25,0.00781246724386,8.40946932138e-15
1280.0,-185.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171037978927.0,54545795.7596,-171037978927.0,-170999409225.0,-171076548629.0,-171072691659.0,-171003266195.0,2.0,2975243835050000.0,105,0.124999475902,0.125,0.125,0.00195311681096,8.40946932138e-15
1280.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,7393661.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-124099320757000.0,16546853.9354,-124099320757000.0,-124099309056000.0,-124099332457000.0,-124099331287000.0,-124099310227000.0,2.0,273798375158000.0,22,0.125000152158,0.25,0.125,0.00390625475492,8.40946932138e-15
1280.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,7393661.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-124099432303000.0,32681439.6586,-124099432303000.0,-124099409194000.0,-124099455412000.0,-124099453102000.0,-124099411505000.0,2.0,1068076498160000.0,48,0.125000152158,0.25,0.25,0.00781250950985,8.40946932138e-15
1280.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,7393661.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-124099563382000.0,55697584.6873,-124099563382000.0,-124099523998000.0,-124099602766000.0,-124099598828000.0,-124099527937000.0,2.0,3102220940000000.0,74,0.125000152158,0.25,0.25,0.00781250950985,8.40946932138e-15
1280.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,7393661.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-124099621440000.0,70147272.3949,-124099621440000.0,-124099571838000.0,-124099671042000.0,-124099666081000.0,-124099576799000.0,2.0,4920639824450000.0,100,0.125000152158,0.125,0.25,0.00390625475492,8.40946932138e-15
1280.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5545246.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-167146581479000.0,10141237.9734,-167146581479000.0,-167146574308000.0,-167146588650000.0,-167146587933000.0,-167146575025000.0,2.0,102844707633000.0,17,0.250000304315,0.25,0.125,0.00781250950985,8.40946932138e-15
1280.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5545246.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-167146730130000.0,17605610.4652,-167146730130000.0,-167146717681000.0,-167146742579000.0,-167146741334000.0,-167146718926000.0,2.0,309957519853000.0,43,0.250000304315,0.25,0.25,0.0156250190197,8.40946932138e-15
1280.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5545246.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-167146774470000.0,17086785.9568,-167146774470000.0,-167146762388000.0,-167146786552000.0,-167146785344000.0,-167146763596000.0,2.0,291958254334000.0,69,0.250000304315,0.25,0.25,0.0156250190197,8.40946932138e-15
1280.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5545246.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-167146933149000.0,62080161.431,-167146933149000.0,-167146889252000.0,-167146977047000.0,-167146972657000.0,-167146893642000.0,2.0,3853946443300000.0,95,0.250000304315,0.125,0.25,0.00781250950985,8.40946932138e-15
1280.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3696831.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-210193941586000.0,43144822.1681,-210193941586000.0,-210193911078000.0,-210193972094000.0,-210193969044000.0,-210193914129000.0,2.0,1861475679910000.0,12,0.250000371941,0.25,0.125,0.00781251162315,8.40946932138e-15
1280.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3696831.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-210194010774000.0,16664969.4719,-210194010774000.0,-210193998990000.0,-210194022558000.0,-210194021379000.0,-210194000168000.0,2.0,277721207501000.0,38,0.250000371941,0.25,0.25,0.0156250232463,8.40946932138e-15
1280.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3696831.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-210194133220000.0,16070405.8502,-210194133220000.0,-210194121857000.0,-210194144584000.0,-210194143448000.0,-210194122993000.0,2.0,258257944191000.0,64,0.250000371941,0.25,0.25,0.0156250232463,8.40946932138e-15
1280.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3696831.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-210194167875000.0,36706970.0034,-210194167875000.0,-210194141919000.0,-210194193831000.0,-210194191235000.0,-210194144515000.0,2.0,1347401646830000.0,90,0.250000371941,0.125,0.25,0.00781251162315,8.40946932138e-15
1280.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1848415.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-253241247845000.0,6331053.03238,-253241247845000.0,-253241243368000.0,-253241252321000.0,-253241251874000.0,-253241243816000.0,2.0,40082232498900.0,7,0.249999695685,0.25,0.125,0.00781249049015,8.40946932138e-15
1280.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1848415.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-253241326623000.0,45398188.2507,-253241326623000.0,-253241294522000.0,-253241358724000.0,-253241355514000.0,-253241297732000.0,2.0,2060995496440000.0,33,0.249999695685,0.25,0.25,0.0156249809803,8.40946932138e-15
1280.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1848415.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-253241380738000.0,90101701.0993,-253241380738000.0,-253241317027000.0,-253241444450000.0,-253241438079000.0,-253241323398000.0,2.0,8118316540990000.0,59,0.249999695685,0.25,0.25,0.0156249809803,8.40946932138e-15
1280.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1848415.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-253241481906000.0,118318527.397,-253241481906000.0,-253241398242000.0,-253241565570000.0,-253241557203000.0,-253241406608000.0,2.0,1.39992739254e+16,85,0.249999695685,0.125,0.25,0.00781249049015,8.40946932138e-15
1280.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296288247559000.0,24400327.3131,-296288247559000.0,-296288230305000.0,-296288264812000.0,-296288263087000.0,-296288232030000.0,2.0,595375972985000.0,2,0.124999475902,0.25,0.125,0.00390623362193,8.40946932138e-15
1280.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296288352284000.0,17404524.7425,-296288352284000.0,-296288339978000.0,-296288364591000.0,-296288363361000.0,-296288341208000.0,2.0,302917481512000.0,28,0.124999475902,0.25,0.25,0.00781246724386,8.40946932138e-15
1280.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296288417666000.0,74640501.7043,-296288417666000.0,-296288364887000.0,-296288470445000.0,-296288465167000.0,-296288370165000.0,2.0,5571204494660000.0,54,0.124999475902,0.25,0.25,0.00781246724386,8.40946932138e-15
1280.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296288523253000.0,31075976.1957,-296288523253000.0,-296288501279000.0,-296288545227000.0,-296288543029000.0,-296288503476000.0,2.0,965716296518000.0,80,0.124999475902,0.125,0.25,0.00390623362193,8.40946932138e-15
1280.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,7393661.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-420216854335000.0,27111192.2786,-420216854335000.0,-420216835165000.0,-420216873506000.0,-420216871588000.0,-420216837082000.0,2.0,735016746767000.0,23,0.125000152158,0.25,0.125,0.00390625475492,8.40946932138e-15
1280.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,7393661.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-420216934535000.0,24549223.2299,-420216934535000.0,-420216917176000.0,-420216951894000.0,-420216950158000.0,-420216918912000.0,2.0,602664361193000.0,49,0.125000152158,0.25,0.25,0.00781250950985,8.40946932138e-15
1280.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,7393661.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-420217045401000.0,53601865.1227,-420217045401000.0,-420217007498000.0,-420217083303000.0,-420217079513000.0,-420217011289000.0,2.0,2873159944630000.0,75,0.125000152158,0.125,0.25,0.00390625475492,8.40946932138e-15
1280.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5545246.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-463264180699000.0,15262817.494,-463264180699000.0,-463264169907000.0,-463264191492000.0,-463264190413000.0,-463264170986000.0,2.0,232953597854000.0,18,0.250000304315,0.25,0.125,0.00781250950985,8.40946932138e-15
1280.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5545246.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-463264258348000.0,912593.249236,-463264258348000.0,-463264257703000.0,-463264258994000.0,-463264258929000.0,-463264257768000.0,2.0,832826438552.0,44,0.250000304315,0.25,0.25,0.0156250190197,8.40946932138e-15
1280.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5545246.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-463264354428000.0,140248269.358,-463264354428000.0,-463264255257000.0,-463264453598000.0,-463264443681000.0,-463264265174000.0,2.0,1.96695770578e+16,70,0.250000304315,0.125,0.25,0.00781250950985,8.40946932138e-15
1280.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3696831.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-506311455117000.0,39522478.4199,-506311455117000.0,-506311427171000.0,-506311483064000.0,-506311480269000.0,-506311429966000.0,2.0,1562026300450000.0,13,0.250000371941,0.25,0.125,0.00781251162315,8.40946932138e-15
1280.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3696831.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-506311507772000.0,4746581.72471,-506311507772000.0,-506311504416000.0,-506311511128000.0,-506311510793000.0,-506311504751000.0,2.0,22530038069400.0,39,0.250000371941,0.25,0.25,0.0156250232463,8.40946932138e-15
1280.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3696831.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-506311555638000.0,45625006.6056,-506311555638000.0,-506311523377000.0,-506311587900000.0,-506311584674000.0,-506311526603000.0,2.0,2081641227760000.0,65,0.250000371941,0.125,0.25,0.00781251162315,8.40946932138e-15
1280.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1848415.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-549358723057000.0,8874330.15523,-549358723057000.0,-549358716782000.0,-549358729332000.0,-549358728704000.0,-549358717409000.0,2.0,78753735704000.0,8,0.249999695685,0.25,0.125,0.00781249049015,8.40946932138e-15
1280.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1848415.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-549358825948000.0,15683619.1701,-549358825948000.0,-549358814858000.0,-549358837038000.0,-549358835929000.0,-549358815967000.0,2.0,245975910274000.0,34,0.249999695685,0.25,0.25,0.0156249809803,8.40946932138e-15
1280.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1848415.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-549358927093000.0,89912779.4473,-549358927093000.0,-549358863515000.0,-549358990671000.0,-549358984313000.0,-549358869872000.0,2.0,8084307907930000.0,60,0.249999695685,0.125,0.25,0.00781249049015,8.40946932138e-15
1280.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592405811320000.0,9457722.28528,-592405811320000.0,-592405804632000.0,-592405818008000.0,-592405817339000.0,-592405805301000.0,2.0,89448510825500.0,3,0.124999475902,0.25,0.125,0.00390623362193,8.40946932138e-15
1280.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592405840395000.0,17802520.3688,-592405840395000.0,-592405827807000.0,-592405852983000.0,-592405851724000.0,-592405829065000.0,2.0,316929731482000.0,29,0.124999475902,0.25,0.25,0.00781246724386,8.40946932138e-15
1280.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592405961097000.0,53114610.7445,-592405961097000.0,-592405923539000.0,-592405998655000.0,-592405994899000.0,-592405927295000.0,2.0,2821161874540000.0,55,0.124999475902,0.125,0.25,0.00390623362193,8.40946932138e-15
1280.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,7393661.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-716334439730000.0,2571048.74168,-716334439730000.0,-716334437912000.0,-716334441548000.0,-716334441367000.0,-716334438094000.0,2.0,6610291632070.0,24,0.125000152158,0.25,0.125,0.00390625475492,8.40946932138e-15
1280.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,7393661.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-716334551371000.0,15115921.8054,-716334551371000.0,-716334540683000.0,-716334562060000.0,-716334560991000.0,-716334541751000.0,2.0,228491092028000.0,50,0.125000152158,0.125,0.25,0.00390625475492,8.40946932138e-15
1280.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5545246.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-759381670183000.0,32852906.899,-759381670183000.0,-759381646952000.0,-759381693413000.0,-759381691090000.0,-759381649276000.0,2.0,1079313491720000.0,19,0.250000304315,0.25,0.125,0.00781250950985,8.40946932138e-15
1280.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5545246.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-759381784501000.0,8766898.58227,-759381784501000.0,-759381778302000.0,-759381790701000.0,-759381790081000.0,-759381778922000.0,2.0,76858510751900.0,45,0.250000304315,0.125,0.25,0.00781250950985,8.40946932138e-15
1280.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3696831.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-802429023617000.0,51027517.9047,-802429023617000.0,-802428987535000.0,-802429059699000.0,-802429056091000.0,-802428991143000.0,2.0,2603807583510000.0,14,0.250000371941,0.25,0.125,0.00781251162315,8.40946932138e-15
1280.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3696831.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-802429077396000.0,25563627.1719,-802429077396000.0,-802429059320000.0,-802429095472000.0,-802429093665000.0,-802429061127000.0,2.0,653499034186000.0,40,0.250000371941,0.125,0.25,0.00781251162315,8.40946932138e-15
1280.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1848415.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-845476248040000.0,9989977.55777,-845476248040000.0,-845476240976000.0,-845476255104000.0,-845476254397000.0,-845476241682000.0,2.0,99799651604700.0,9,0.249999695685,0.25,0.125,0.00781249049015,8.40946932138e-15
1280.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1848415.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-845476431270000.0,20898248.0874,-845476431270000.0,-845476416493000.0,-845476446048000.0,-845476444570000.0,-845476417971000.0,2.0,436736773121000.0,35,0.249999695685,0.125,0.25,0.00781249049015,8.40946932138e-15
1280.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-888523332291000.0,45264728.8947,-888523332291000.0,-888523300284000.0,-888523364298000.0,-888523361098000.0,-888523303485000.0,2.0,2048895681910000.0,4,0.124999475902,0.25,0.125,0.00390623362193,8.40946932138e-15
1280.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-888523421658000.0,47631758.8568,-888523421658000.0,-888523387977000.0,-888523455339000.0,-888523451971000.0,-888523391345000.0,2.0,2268784451790000.0,30,0.124999475902,0.125,0.25,0.00390623362193,8.40946932138e-15
1280.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,7393661.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1012451799600000.0,21020978.3133,-1012451799600000.0,-1012451784740000.0,-1012451814460000.0,-1012451812980000.0,-1012451786220000.0,2.0,441881529248000.0,25,0.125000152158,0.125,0.125,0.00195312737746,8.40946932138e-15
1280.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5545246.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1055499142310000.0,637817.918028,-1055499142310000.0,-1055499141860000.0,-1055499142770000.0,-1055499142720000.0,-1055499141910000.0,2.0,406811696558.0,20,0.250000304315,0.125,0.125,0.00390625475492,8.40946932138e-15
1280.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3696831.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1098546490020000.0,64676571.618,-1098546490020000.0,-1098546444290000.0,-1098546535750000.0,-1098546531180000.0,-1098546448860000.0,2.0,4183058916260000.0,15,0.250000371941,0.125,0.125,0.00390625581157,8.40946932138e-15
1280.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1848415.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1141593796000000.0,9808381.04588,-1141593796000000.0,-1141593789060000.0,-1141593802930000.0,-1141593802240000.0,-1141593789760000.0,2.0,96204338741100.0,10,0.249999695685,0.125,0.125,0.00390624524508,8.40946932138e-15
1280.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1184640776660000.0,125049619.948,-1184640776660000.0,-1184640688240000.0,-1184640865090000.0,-1184640856250000.0,-1184640697080000.0,2.0,1.56374074491e+16,5,0.124999475902,0.125,0.125,0.00195311681096,8.40946932138e-15
