npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-ft_capacity,prefix,ProbabilityWeight-htse_capacity,PointProbability,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity
1193.0,-985.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1110299456.59,5143992.80352,1109009795.84,1117603005.53,1105575229.14,1106023720.29,1116380717.94,4.0,26460661962700.0,0.125,106,0.125,5.88667788813e-14,0.00390621671525,0.249997869776
1193.0,-785.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,792178.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1081718849.81,16100627.0064,1078314593.79,1103530325.93,1066715885.72,1067678558.52,1100525099.52,4.0,259230189999000.0,0.125,117,0.25,5.88667788813e-14,0.0078125665695,0.250002130224
1193.0,-985.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,984704800.663,14437182.5991,981169369.154,1004364508.83,972115955.514,972685111.407,1001674094.03,4.0,208432241399000.0,0.125,111,0.125,5.88667788813e-14,0.00390629068136,0.250002603607
1193.0,-785.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1056237.0,1e+200,-1e+200,ref,braidwood,illinois,covid,978309007.608,9738223.45052,978609081.996,987530968.723,968486897.716,968929815.9,987268095.172,4.0,94832995972300.0,0.125,122,0.25,5.88667788813e-14,0.00390628328475,0.125001065112
1193.0,-985.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,792178.0,1e+200,-1e+200,ref,braidwood,illinois,covid,882804374.309,10936303.517,879134943.545,898183555.13,874764055.016,874831879.437,895914072.25,4.0,119602734615000.0,0.125,116,0.125,5.88667788813e-14,0.00390628328475,0.250002130224
1193.0,-985.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1056237.0,1e+200,-1e+200,ref,braidwood,illinois,covid,772483161.013,8139417.77837,772529441.072,780804022.446,764069739.463,764525896.175,780375633.77,4.0,66250121770800.0,0.125,121,0.125,5.88667788813e-14,0.00195314164237,0.125001065112
1193.0,-985.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-151894964042.0,3508565.31593,-151894964039.0,-151891179193.0,-151898748894.0,-151898486369.0,-151891441717.0,4.0,12310030576100.0,0.125,1,0.125,5.88667788813e-14,0.00195306767627,0.124996331281
1193.0,-785.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-152112116454.0,5799653.40867,-152112237605.0,-152106268812.0,-152117721793.0,-152117529020.0,-152106534275.0,4.0,33635979660700.0,0.25,27,0.25,5.88667788813e-14,0.00781227070507,0.124996331281
1193.0,-585.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-152322597465.0,9547094.08438,-152324681933.0,-152310314337.0,-152330711658.0,-152330542319.0,-152311734356.0,4.0,91147005456000.0,0.25,53,0.25,5.88667788813e-14,0.00781227070507,0.124996331281
1193.0,-385.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-152519194397.0,8971563.70308,-152515827703.0,-152512987393.0,-152532134791.0,-152530068452.0,-152513033715.0,4.0,80488955278500.0,0.25,79,0.25,5.88667788813e-14,0.00781227070507,0.124996331281
1193.0,-185.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-152722953779.0,3341087.77554,-152723123501.0,-152719405796.0,-152726162318.0,-152726050974.0,-152719618972.0,4.0,11162867523800.0,0.125,105,0.125,5.88667788813e-14,0.00195306767627,0.124996331281
1193.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1056237.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-242113539571000.0,5572374.49291,-242113539344000.0,-242113533021000.0,-242113546576000.0,-242113545601000.0,-242113533859000.0,4.0,31051357489200.0,0.125,22,0.25,5.88667788813e-14,0.00390628328475,0.125001065112
1193.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1056237.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-242113756328000.0,7050541.88598,-242113758072000.0,-242113746456000.0,-242113762710000.0,-242113762248000.0,-242113747965000.0,4.0,49710140885900.0,0.25,48,0.25,5.88667788813e-14,0.0078125665695,0.125001065112
1193.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1056237.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-242113970114000.0,2572990.05914,-242113970110000.0,-242113967426000.0,-242113972811000.0,-242113972651000.0,-242113967583000.0,4.0,6620277844440.0,0.25,74,0.25,5.88667788813e-14,0.0078125665695,0.125001065112
1193.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1056237.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-242114173245000.0,8942575.82413,-242114176959000.0,-242114159922000.0,-242114179139000.0,-242114178844000.0,-242114162446000.0,4.0,79969662370300.0,0.25,100,0.125,5.88667788813e-14,0.00390628328475,0.125001065112
1193.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,792178.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-247593662605000.0,3596708.92783,-247593662249000.0,-247593658917000.0,-247593667004000.0,-247593666542000.0,-247593659166000.0,4.0,12936315111500.0,0.125,17,0.25,5.88667788813e-14,0.0078125665695,0.250002130224
1193.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,792178.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-247593871163000.0,6266593.15534,-247593871270000.0,-247593863526000.0,-247593878586000.0,-247593877710000.0,-247593864466000.0,4.0,39270189774600.0,0.25,43,0.25,5.88667788813e-14,0.015625133139,0.250002130224
1193.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,792178.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-247594085664000.0,9860549.19403,-247594089131000.0,-247594071161000.0,-247594093235000.0,-247594092620000.0,-247594073855000.0,4.0,97230430408000.0,0.25,69,0.25,5.88667788813e-14,0.015625133139,0.250002130224
1193.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,792178.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-247594280446000.0,8945707.62537,-247594283639000.0,-247594267488000.0,-247594287017000.0,-247594286821000.0,-247594269600000.0,4.0,80025684918600.0,0.25,95,0.125,5.88667788813e-14,0.0078125665695,0.250002130224
1193.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-253073779430000.0,5190244.71904,-253073779011000.0,-253073774841000.0,-253073784856000.0,-253073784560000.0,-253073774886000.0,4.0,26938640243600.0,0.125,12,0.25,5.88667788813e-14,0.00781258136272,0.250002603607
1193.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-253074000041000.0,7710765.86947,-253074001166000.0,-253073990044000.0,-253074007788000.0,-253074007217000.0,-253073991289000.0,4.0,59455910293800.0,0.25,38,0.25,5.88667788813e-14,0.0156251627254,0.250002603607
1193.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-253074203970000.0,10095652.3415,-253074207586000.0,-253074189355000.0,-253074211354000.0,-253074211149000.0,-253074191730000.0,4.0,101922196201000.0,0.25,64,0.25,5.88667788813e-14,0.0156251627254,0.250002603607
1193.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-253074405067000.0,13137564.5487,-253074403662000.0,-253074391488000.0,-253074421457000.0,-253074419615000.0,-253074392487000.0,4.0,172595602272000.0,0.25,90,0.125,5.88667788813e-14,0.00781258136272,0.250002603607
1193.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-258553922597000.0,5503992.10351,-258553921144000.0,-258553917692000.0,-258553930409000.0,-258553929152000.0,-258553918077000.0,4.0,30293929075500.0,0.125,7,0.25,5.88667788813e-14,0.0078124334305,0.249997869776
1193.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-258554136677000.0,7129199.71649,-258554133792000.0,-258554131991000.0,-258554147132000.0,-258554145357000.0,-258554132035000.0,4.0,50825488597500.0,0.25,33,0.25,5.88667788813e-14,0.015624866861,0.249997869776
1193.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-258554345455000.0,8170204.69706,-258554346906000.0,-258554334438000.0,-258554353569000.0,-258554352885000.0,-258554335993000.0,4.0,66752244791900.0,0.25,59,0.25,5.88667788813e-14,0.015624866861,0.249997869776
1193.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-258554550738000.0,11802909.3055,-258554546266000.0,-258554542375000.0,-258554568045000.0,-258554565087000.0,-258554542650000.0,4.0,139308668074000.0,0.25,85,0.125,5.88667788813e-14,0.0078124334305,0.249997869776
1193.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264033837637000.0,3805114.72729,-264033838803000.0,-264033832189000.0,-264033840754000.0,-264033840583000.0,-264033833059000.0,4.0,14478898087800.0,0.125,2,0.25,5.88667788813e-14,0.00390613535253,0.124996331281
1193.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264034049404000.0,8350376.77159,-264034046985000.0,-264034042526000.0,-264034061119000.0,-264034059381000.0,-264034042813000.0,4.0,69728792227500.0,0.25,28,0.25,5.88667788813e-14,0.00781227070507,0.124996331281
1193.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264034261702000.0,6831796.59581,-264034262484000.0,-264034254256000.0,-264034267581000.0,-264034267558000.0,-264034254750000.0,4.0,46673444726500.0,0.25,54,0.25,5.88667788813e-14,0.00781227070507,0.124996331281
1193.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264034451211000.0,10076697.0744,-264034448586000.0,-264034442370000.0,-264034465300000.0,-264034463192000.0,-264034442903000.0,4.0,101539823929000.0,0.25,80,0.125,5.88667788813e-14,0.00390613535253,0.124996331281
1193.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1056237.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-505995478036000.0,6018721.68499,-505995477105000.0,-505995472870000.0,-505995485066000.0,-505995484461000.0,-505995472916000.0,4.0,36225010721400.0,0.125,23,0.25,5.88667788813e-14,0.00390628328475,0.125001065112
1193.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1056237.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-505995700424000.0,7698547.47057,-505995701362000.0,-505995690162000.0,-505995708809000.0,-505995707761000.0,-505995691772000.0,4.0,59267633156700.0,0.25,49,0.25,5.88667788813e-14,0.0078125665695,0.125001065112
1193.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1056237.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-505995898686000.0,15706394.9921,-505995900372000.0,-505995879955000.0,-505995914044000.0,-505995913282000.0,-505995881729000.0,4.0,246690843649000.0,0.25,75,0.125,5.88667788813e-14,0.00390628328475,0.125001065112
1193.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,792178.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-511475600214000.0,5902323.19005,-511475600144000.0,-511475593794000.0,-511475606776000.0,-511475606258000.0,-511475594270000.0,4.0,34837419039700.0,0.125,18,0.25,5.88667788813e-14,0.0078125665695,0.250002130224
1193.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,792178.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-511475816613000.0,7602349.99181,-511475816190000.0,-511475808045000.0,-511475826027000.0,-511475824903000.0,-511475808915000.0,4.0,57795725398000.0,0.25,44,0.25,5.88667788813e-14,0.015625133139,0.250002130224
1193.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,792178.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-511476019341000.0,9955109.09229,-511476022005000.0,-511476005081000.0,-511476028272000.0,-511476027334000.0,-511476007618000.0,4.0,99104197039400.0,0.25,70,0.125,5.88667788813e-14,0.0078125665695,0.250002130224
1193.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-516955715888000.0,9246495.83465,-516955711529000.0,-516955710760000.0,-516955729733000.0,-516955727079000.0,-516955710799000.0,4.0,85497685220300.0,0.125,13,0.25,5.88667788813e-14,0.00781258136272,0.250002603607
1193.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-516955938686000.0,4169549.46889,-516955937562000.0,-516955935291000.0,-516955944330000.0,-516955943580000.0,-516955935367000.0,4.0,17385142773500.0,0.25,39,0.25,5.88667788813e-14,0.0156251627254,0.250002603607
1193.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-516956147414000.0,10627051.5033,-516956145750000.0,-516956138281000.0,-516956159874000.0,-516956158787000.0,-516956138370000.0,4.0,112934223654000.0,0.25,65,0.125,5.88667788813e-14,0.00781258136272,0.250002603607
1193.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-522435866637000.0,8452410.41663,-522435868499000.0,-522435854960000.0,-522435874589000.0,-522435873972000.0,-522435856694000.0,4.0,71443241851200.0,0.125,8,0.25,5.88667788813e-14,0.0078124334305,0.249997869776
1193.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-522436076483000.0,9037816.79966,-522436078778000.0,-522436064054000.0,-522436084321000.0,-522436083947000.0,-522436065805000.0,4.0,81682132504100.0,0.25,34,0.25,5.88667788813e-14,0.015624866861,0.249997869776
1193.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-522436280489000.0,14583927.7041,-522436284434000.0,-522436260989000.0,-522436292098000.0,-522436291965000.0,-522436263488000.0,4.0,212690947279000.0,0.25,60,0.125,5.88667788813e-14,0.0078124334305,0.249997869776
1193.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527915772381000.0,7254305.81584,-527915771680000.0,-527915765795000.0,-527915780369000.0,-527915779814000.0,-527915765930000.0,4.0,52624952869700.0,0.125,3,0.25,5.88667788813e-14,0.00390613535253,0.124996331281
1193.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527915984907000.0,11587245.7476,-527915981692000.0,-527915974810000.0,-527916001436000.0,-527915998754000.0,-527915975562000.0,4.0,134264264016000.0,0.25,29,0.25,5.88667788813e-14,0.00781227070507,0.124996331281
1193.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527916196554000.0,12751856.0775,-527916196199000.0,-527916183195000.0,-527916210625000.0,-527916209579000.0,-527916184027000.0,4.0,162609833422000.0,0.25,55,0.125,5.88667788813e-14,0.00390613535253,0.124996331281
1193.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1056237.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-769877420894000.0,4422195.54018,-769877420106000.0,-769877416577000.0,-769877426785000.0,-769877425997000.0,-769877416892000.0,4.0,19555813395600.0,0.125,24,0.25,5.88667788813e-14,0.00390628328475,0.125001065112
1193.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1056237.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-769877620782000.0,9656659.53828,-769877623128000.0,-769877607090000.0,-769877629784000.0,-769877628837000.0,-769877609444000.0,4.0,93251073438300.0,0.25,50,0.125,5.88667788813e-14,0.00390628328475,0.125001065112
1193.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,792178.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-775357532828000.0,7081904.12487,-775357530578000.0,-775357527039000.0,-775357543118000.0,-775357541340000.0,-775357527467000.0,4.0,50153366033800.0,0.125,19,0.25,5.88667788813e-14,0.0078125665695,0.250002130224
1193.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,792178.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-775357740111000.0,10254105.116,-775357743475000.0,-775357725395000.0,-775357748098000.0,-775357747779000.0,-775357727733000.0,4.0,105146671730000.0,0.25,45,0.125,5.88667788813e-14,0.0078125665695,0.250002130224
1193.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-780837666369000.0,6201937.72566,-780837667558000.0,-780837657773000.0,-780837672586000.0,-780837671848000.0,-780837659225000.0,4.0,38464031553000.0,0.125,14,0.25,5.88667788813e-14,0.00781258136272,0.250002603607
1193.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-780837866308000.0,6991076.62109,-780837867417000.0,-780837857145000.0,-780837873253000.0,-780837872745000.0,-780837858319000.0,4.0,48875152322000.0,0.25,40,0.125,5.88667788813e-14,0.00781258136272,0.250002603607
1193.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-786317800696000.0,10696375.5611,-786317804585000.0,-786317785018000.0,-786317808595000.0,-786317808226000.0,-786317787721000.0,4.0,114412450145000.0,0.125,9,0.25,5.88667788813e-14,0.0078124334305,0.249997869776
1193.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-786317997763000.0,9452656.19223,-786317993732000.0,-786317991850000.0,-786318011738000.0,-786318009281000.0,-786317991888000.0,4.0,89352709088500.0,0.25,35,0.125,5.88667788813e-14,0.0078124334305,0.249997869776
1193.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-791797714151000.0,12920894.817,-791797717861000.0,-791797695783000.0,-791797725098000.0,-791797724438000.0,-791797698669000.0,4.0,166949522872000.0,0.125,4,0.25,5.88667788813e-14,0.00390613535253,0.124996331281
1193.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-791797911667000.0,8438951.5588,-791797911074000.0,-791797903112000.0,-791797921407000.0,-791797920568000.0,-791797903596000.0,4.0,71215903411700.0,0.25,30,0.125,5.88667788813e-14,0.00390613535253,0.124996331281
1193.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1056237.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1033759343810000.0,12386110.776,-1033759343490000.0,-1033759329260000.0,-1033759358970000.0,-1033759357110000.0,-1033759330940000.0,4.0,153415740156000.0,0.125,25,0.125,5.88667788813e-14,0.00195314164237,0.125001065112
1193.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,792178.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1039239471820000.0,6504962.60782,-1039239471690000.0,-1039239464110000.0,-1039239479770000.0,-1039239478780000.0,-1039239465030000.0,4.0,42314538529200.0,0.125,20,0.125,5.88667788813e-14,0.00390628328475,0.250002130224
1193.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1044719589930000.0,3880189.61702,-1044719589790000.0,-1044719585750000.0,-1044719594380000.0,-1044719593990000.0,-1044719586060000.0,4.0,15055871464000.0,0.125,15,0.125,5.88667788813e-14,0.00390629068136,0.250002603607
1193.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1050199725510000.0,8708399.45835,-1050199726000000.0,-1050199714720000.0,-1050199735340000.0,-1050199734340000.0,-1050199716020000.0,4.0,75836221126200.0,0.125,10,0.125,5.88667788813e-14,0.00390621671525,0.249997869776
1193.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1055679640530000.0,14213850.1326,-1055679638970000.0,-1055679625300000.0,-1055679658880000.0,-1055679656500000.0,-1055679626740000.0,4.0,202033535593000.0,0.125,5,0.125,5.88667788813e-14,0.00195306767627,0.124996331281
