npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-meoh_capacity,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity,prefix,PointProbability
522.0,-334.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-113387811777000.0,214404.885473,-113387811777000.0,-113387811625000.0,-113387811928000.0,-113387811913000.0,-113387811640000.0,2.0,45969454914.7,0.25,0.00779081278539,0.12498630137,0.249333333333,12,1.0563053673200001e-12
522.0,-334.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-113387840918000.0,219617.886586,-113387840918000.0,-113387840763000.0,-113387841074000.0,-113387841058000.0,-113387840779000.0,2.0,48232016108.6,0.25,0.0155827640791,0.24999086758,0.249333333333,37,1.0563053673200001e-12
522.0,-334.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-113387871510000.0,424250.180693,-113387871510000.0,-113387871210000.0,-113387871810000.0,-113387871780000.0,-113387871240000.0,2.0,179988215818.0,0.25,0.0155839025875,0.25000913242,0.249333333333,62,1.0563053673200001e-12
522.0,-334.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-113387900821000.0,105810.14396,-113387900821000.0,-113387900746000.0,-113387900896000.0,-113387900888000.0,-113387900754000.0,2.0,11195786564.9,0.25,0.0155839025875,0.25000913242,0.249333333333,87,1.0563053673200001e-12
522.0,-334.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-113387931174000.0,263376.869332,-113387931174000.0,-113387930987000.0,-113387931360000.0,-113387931341000.0,-113387931006000.0,2.0,69367375299.2,0.25,0.00779195129376,0.12500456621,0.249333333333,112,1.0563053673200001e-12
522.0,-241.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-115093339564000.0,515655.49886,-115093339564000.0,-115093339199000.0,-115093339928000.0,-115093339892000.0,-115093339236000.0,2.0,265900593504.0,0.25,0.00779081278539,0.12498630137,0.249333333333,18,1.0563053673200001e-12
522.0,-241.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-115093369406000.0,748489.41006,-115093369406000.0,-115093368877000.0,-115093369935000.0,-115093369882000.0,-115093368930000.0,2.0,560236396973.0,0.25,0.0155827640791,0.24999086758,0.249333333333,43,1.0563053673200001e-12
522.0,-241.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-115093399394000.0,1087487.02966,-115093399394000.0,-115093398625000.0,-115093400163000.0,-115093400086000.0,-115093398702000.0,2.0,1182628039680.0,0.25,0.0155839025875,0.25000913242,0.249333333333,68,1.0563053673200001e-12
522.0,-241.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-115093428711000.0,46734.9963142,-115093428711000.0,-115093428678000.0,-115093428745000.0,-115093428741000.0,-115093428682000.0,2.0,2184159880.49,0.25,0.0155839025875,0.25000913242,0.249333333333,93,1.0563053673200001e-12
522.0,-241.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-115093458504000.0,219647.375149,-115093458504000.0,-115093458349000.0,-115093458659000.0,-115093458644000.0,-115093458364000.0,2.0,48244969409.7,0.25,0.00779195129376,0.12500456621,0.249333333333,118,1.0563053673200001e-12
522.0,-147.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-118081239685000.0,94496.7890145,-118081239685000.0,-118081239618000.0,-118081239752000.0,-118081239745000.0,-118081239625000.0,2.0,8929643134.05,0.25,0.00391623744292,0.12498630137,0.125333333333,24,1.0563053673200001e-12
522.0,-147.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-118081270827000.0,1946342.29589,-118081270827000.0,-118081269451000.0,-118081272203000.0,-118081272065000.0,-118081269588000.0,2.0,3788248332790.0,0.25,0.00783304718417,0.24999086758,0.125333333333,49,1.0563053673200001e-12
522.0,-147.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-118081302080000.0,2567036.69514,-118081302080000.0,-118081300265000.0,-118081303895000.0,-118081303714000.0,-118081300446000.0,2.0,6589677394190.0,0.25,0.0078336194825,0.25000913242,0.125333333333,74,1.0563053673200001e-12
522.0,-147.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-118081330667000.0,754628.389601,-118081330667000.0,-118081330134000.0,-118081331201000.0,-118081331148000.0,-118081330187000.0,2.0,569464006391.0,0.25,0.0078336194825,0.25000913242,0.125333333333,99,1.0563053673200001e-12
522.0,-147.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-118081358929000.0,674452.711565,-118081358929000.0,-118081358452000.0,-118081359406000.0,-118081359358000.0,-118081358500000.0,2.0,454886460138.0,0.25,0.00391680974125,0.12500456621,0.125333333333,124,1.0563053673200001e-12
522.0,-334.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-235939518569000.0,573456.948319,-235939518569000.0,-235939518163000.0,-235939518974000.0,-235939518933000.0,-235939518204000.0,2.0,328852871575.0,0.125027109087,0.00389625119998,0.12498630137,0.249333333333,11,1.0563053673200001e-12
522.0,-334.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-235939548449000.0,313692.588095,-235939548449000.0,-235939548228000.0,-235939548671000.0,-235939548649000.0,-235939548250000.0,2.0,98403039825.8,0.125027109087,0.0077930717776,0.24999086758,0.249333333333,36,1.0563053673200001e-12
522.0,-334.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-235939578576000.0,627772.626512,-235939578576000.0,-235939578132000.0,-235939579020000.0,-235939578976000.0,-235939578177000.0,2.0,394098470598.0,0.125027109087,0.00779364115524,0.25000913242,0.249333333333,61,1.0563053673200001e-12
522.0,-334.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-235939607724000.0,738175.329579,-235939607724000.0,-235939607202000.0,-235939608246000.0,-235939608194000.0,-235939607254000.0,2.0,544902817199.0,0.125027109087,0.00779364115524,0.25000913242,0.249333333333,86,1.0563053673200001e-12
522.0,-334.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-235939637836000.0,276610.936218,-235939637836000.0,-235939637641000.0,-235939638032000.0,-235939638013000.0,-235939637660000.0,2.0,76513610035.3,0.125027109087,0.00389682057762,0.12500456621,0.249333333333,111,1.0563053673200001e-12
522.0,-241.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-237591906684000.0,435607.851346,-237591906684000.0,-237591906376000.0,-237591906992000.0,-237591906961000.0,-237591906407000.0,2.0,189754200154.0,0.25,0.00779081278539,0.12498630137,0.249333333333,17,1.0563053673200001e-12
522.0,-241.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-237591935071000.0,1318887.23767,-237591935071000.0,-237591934139000.0,-237591936004000.0,-237591935911000.0,-237591934232000.0,2.0,1739463545680.0,0.25,0.0155827640791,0.24999086758,0.249333333333,42,1.0563053673200001e-12
522.0,-241.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-237591964635000.0,481892.078136,-237591964635000.0,-237591964295000.0,-237591964976000.0,-237591964942000.0,-237591964329000.0,2.0,232219974970.0,0.25,0.0155839025875,0.25000913242,0.249333333333,67,1.0563053673200001e-12
522.0,-241.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-237591994446000.0,22240.8947537,-237591994446000.0,-237591994430000.0,-237591994462000.0,-237591994460000.0,-237591994432000.0,2.0,494657399.445,0.25,0.0155839025875,0.25000913242,0.249333333333,92,1.0563053673200001e-12
522.0,-241.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-237592023917000.0,131839.860478,-237592023917000.0,-237592023823000.0,-237592024010000.0,-237592024000000.0,-237592023833000.0,2.0,17381748811.0,0.25,0.00779195129376,0.12500456621,0.249333333333,117,1.0563053673200001e-12
522.0,-147.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-240632958966000.0,705339.080525,-240632958966000.0,-240632958467000.0,-240632959465000.0,-240632959415000.0,-240632958517000.0,2.0,497503218516.0,0.25,0.00391623744292,0.12498630137,0.125333333333,23,1.0563053673200001e-12
522.0,-147.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-240632987959000.0,2694177.68743,-240632987959000.0,-240632986054000.0,-240632989864000.0,-240632989674000.0,-240632986245000.0,2.0,7258593411420.0,0.25,0.00783304718417,0.24999086758,0.125333333333,48,1.0563053673200001e-12
522.0,-147.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-240633017303000.0,1679202.09379,-240633017303000.0,-240633016116000.0,-240633018491000.0,-240633018372000.0,-240633016235000.0,2.0,2819719671780.0,0.25,0.0078336194825,0.25000913242,0.125333333333,73,1.0563053673200001e-12
522.0,-147.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-240633047403000.0,1362.48428209,-240633047403000.0,-240633047403000.0,-240633047404000.0,-240633047404000.0,-240633047403000.0,2.0,1856363.41895,0.25,0.0078336194825,0.25000913242,0.125333333333,98,1.0563053673200001e-12
522.0,-147.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-240633077441000.0,2313792.29033,-240633077441000.0,-240633075804000.0,-240633079077000.0,-240633078913000.0,-240633075968000.0,2.0,5353634762790.0,0.25,0.00391680974125,0.12500456621,0.125333333333,123,1.0563053673200001e-12
522.0,-241.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-360143612491000.0,146035.316373,-360143612491000.0,-360143612388000.0,-360143612594000.0,-360143612584000.0,-360143612398000.0,2.0,21326313628.1,0.125027109087,0.00389625119998,0.12498630137,0.249333333333,16,1.0563053673200001e-12
522.0,-241.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-360143641144000.0,2101.25618864,-360143641144000.0,-360143641142000.0,-360143641145000.0,-360143641145000.0,-360143641143000.0,2.0,4415277.57031,0.125027109087,0.0077930717776,0.24999086758,0.249333333333,41,1.0563053673200001e-12
522.0,-241.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-360143672340000.0,400011.720331,-360143672340000.0,-360143672058000.0,-360143672623000.0,-360143672595000.0,-360143672086000.0,2.0,160009376402.0,0.125027109087,0.00779364115524,0.25000913242,0.249333333333,66,1.0563053673200001e-12
522.0,-241.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-360143701387000.0,1568534.53504,-360143701387000.0,-360143700278000.0,-360143702497000.0,-360143702386000.0,-360143700389000.0,2.0,2460300587600.0,0.125027109087,0.00779364115524,0.25000913242,0.249333333333,91,1.0563053673200001e-12
522.0,-241.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-360143730559000.0,695465.240306,-360143730559000.0,-360143730067000.0,-360143731051000.0,-360143731002000.0,-360143730117000.0,2.0,483671900474.0,0.125027109087,0.00389682057762,0.12500456621,0.249333333333,116,1.0563053673200001e-12
522.0,-147.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-363131524333000.0,514391.633877,-363131524333000.0,-363131523970000.0,-363131524697000.0,-363131524661000.0,-363131524006000.0,2.0,264598753003.0,0.25,0.00391623744292,0.12498630137,0.125333333333,22,1.0563053673200001e-12
522.0,-147.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-363131553694000.0,1132676.69935,-363131553694000.0,-363131552893000.0,-363131554494000.0,-363131554414000.0,-363131552973000.0,2.0,1282956505240.0,0.25,0.00783304718417,0.24999086758,0.125333333333,47,1.0563053673200001e-12
522.0,-147.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-363131584493000.0,795403.691089,-363131584493000.0,-363131583931000.0,-363131585055000.0,-363131584999000.0,-363131583987000.0,2.0,632667031798.0,0.25,0.0078336194825,0.25000913242,0.125333333333,72,1.0563053673200001e-12
522.0,-147.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-363131612452000.0,143890.219564,-363131612452000.0,-363131612350000.0,-363131612554000.0,-363131612544000.0,-363131612360000.0,2.0,20704395286.1,0.25,0.0078336194825,0.25000913242,0.125333333333,97,1.0563053673200001e-12
522.0,-147.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-363131644174000.0,1475405.9645,-363131644174000.0,-363131643131000.0,-363131645218000.0,-363131645113000.0,-363131643235000.0,2.0,2176822760080.0,0.25,0.00391680974125,0.12500456621,0.125333333333,122,1.0563053673200001e-12
522.0,-147.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-485683232367000.0,1656116.51579,-485683232367000.0,-485683231196000.0,-485683233538000.0,-485683233421000.0,-485683231313000.0,2.0,2742721913870.0,0.125027109087,0.00195854338395,0.12498630137,0.125333333333,21,1.0563053673200001e-12
522.0,-147.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-485683260812000.0,450134.940321,-485683260812000.0,-485683260494000.0,-485683261131000.0,-485683261099000.0,-485683260526000.0,2.0,202621464498.0,0.125027109087,0.00391737297911,0.24999086758,0.125333333333,46,1.0563053673200001e-12
522.0,-147.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-485683291732000.0,6940.96016413,-485683291732000.0,-485683291727000.0,-485683291737000.0,-485683291737000.0,-485683291728000.0,2.0,48176928.0,0.125027109087,0.00391765919034,0.25000913242,0.125333333333,71,1.0563053673200001e-12
522.0,-147.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-485683321665000.0,646396.493303,-485683321665000.0,-485683321208000.0,-485683322122000.0,-485683322077000.0,-485683321254000.0,2.0,417828426555.0,0.125027109087,0.00391765919034,0.25000913242,0.125333333333,96,1.0563053673200001e-12
522.0,-147.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-485683351447000.0,1043351.30263,-485683351447000.0,-485683350710000.0,-485683352185000.0,-485683352111000.0,-485683350784000.0,2.0,1088581940700.0,0.125027109087,0.00195882959517,0.12500456621,0.125333333333,121,1.0563053673200001e-12
