npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,ProbabilityWeight-htse_capacity,PointProbability,prefix,ProbabilityWeight-meoh_capacity,ProbabilityWeight-h2_storage_capacity
1193.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-235159540176000.0,2855738.57174,-235159540176000.0,-235159538157000.0,-235159542196000.0,-235159541994000.0,-235159538359000.0,2.0,8155242790140.0,0.00390592721826,0.25,1.21200144652e-13,106,0.124987287705,0.125002383522
1193.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-240935031232000.0,1503712.04557,-240935031232000.0,-240935030168000.0,-240935032295000.0,-240935032189000.0,-240935030275000.0,2.0,2261149915990.0,0.00781205308962,0.25,1.21200144652e-13,12,0.25,0.124992849434
1193.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-240935080058000.0,1545945.52278,-240935080058000.0,-240935078965000.0,-240935081151000.0,-240935081042000.0,-240935079074000.0,2.0,2389947559390.0,0.0156247020597,0.25,1.21200144652e-13,37,0.25,0.249995232956
1193.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-240935138547000.0,6263414.44597,-240935138547000.0,-240935134118000.0,-240935142975000.0,-240935142533000.0,-240935134561000.0,2.0,39230360521900.0,0.0156252979403,0.25,1.21200144652e-13,62,0.25,0.250004767044
1193.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-240935199800000.0,2726714.56515,-240935199800000.0,-240935197872000.0,-240935201728000.0,-240935201535000.0,-240935198065000.0,2.0,7434972319780.0,0.0156252979403,0.25,1.21200144652e-13,87,0.25,0.250004767044
1193.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-240935252761000.0,2783377.52849,-240935252761000.0,-240935250792000.0,-240935254729000.0,-240935254532000.0,-240935250989000.0,2.0,7747190466120.0,0.00781264897013,0.25,1.21200144652e-13,112,0.25,0.125002383522
1193.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-246658226559000.0,2284516.74376,-246658226559000.0,-246658224943000.0,-246658228174000.0,-246658228013000.0,-246658225105000.0,2.0,5219016752540.0,0.00781284756262,0.25,1.21200144652e-13,18,0.250025424591,0.124992849434
1193.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-246658280865000.0,5995082.51482,-246658280865000.0,-246658276625000.0,-246658285104000.0,-246658284680000.0,-246658277049000.0,2.0,35941014359500.0,0.0156262910664,0.25,1.21200144652e-13,43,0.250025424591,0.249995232956
1193.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-246658335378000.0,3088109.39429,-246658335378000.0,-246658333195000.0,-246658337562000.0,-246658337344000.0,-246658333413000.0,2.0,9536419631120.0,0.0156268870075,0.25,1.21200144652e-13,68,0.250025424591,0.250004767044
1193.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-246658396096000.0,17964142.904,-246658396096000.0,-246658383394000.0,-246658408799000.0,-246658407529000.0,-246658384664000.0,2.0,322710430275000.0,0.0156268870075,0.25,1.21200144652e-13,93,0.250025424591,0.250004767044
1193.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-246658465545000.0,2185416.92162,-246658465545000.0,-246658464000000.0,-246658467090000.0,-246658466936000.0,-246658464154000.0,2.0,4776047121320.0,0.00781344350374,0.25,1.21200144652e-13,118,0.250025424591,0.125002383522
1193.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-252381398053000.0,3043360.09745,-252381398053000.0,-252381395901000.0,-252381400205000.0,-252381399990000.0,-252381396116000.0,2.0,9262040682760.0,0.00390602654481,0.125,1.21200144652e-13,24,0.25,0.124992849434
1193.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-252381459799000.0,4370462.30283,-252381459799000.0,-252381456709000.0,-252381462890000.0,-252381462581000.0,-252381457018000.0,2.0,19100940740400.0,0.00781235102987,0.125,1.21200144652e-13,49,0.25,0.249995232956
1193.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-252381525731000.0,915875.550526,-252381525731000.0,-252381525083000.0,-252381526378000.0,-252381526313000.0,-252381525148000.0,2.0,838828024052.0,0.00781264897013,0.125,1.21200144652e-13,74,0.25,0.250004767044
1193.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-252381571683000.0,6909781.08611,-252381571683000.0,-252381566797000.0,-252381576568000.0,-252381576080000.0,-252381567285000.0,2.0,47745074657900.0,0.00781264897013,0.125,1.21200144652e-13,99,0.25,0.250004767044
1193.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-252381628484000.0,4397557.13208,-252381628484000.0,-252381625374000.0,-252381631593000.0,-252381631282000.0,-252381625685000.0,2.0,19338508729900.0,0.00390632448506,0.125,1.21200144652e-13,124,0.25,0.125002383522
1193.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-499041255709000.0,2043253.94296,-499041255709000.0,-499041254265000.0,-499041257154000.0,-499041257010000.0,-499041254409000.0,2.0,4174886675400.0,0.0039056293083,0.25,1.21200144652e-13,11,0.124987287705,0.124992849434
1193.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-499041310104000.0,750689.307645,-499041310104000.0,-499041309573000.0,-499041310635000.0,-499041310581000.0,-499041309626000.0,2.0,563534436612.0,0.00781155652656,0.25,1.21200144652e-13,36,0.124987287705,0.249995232956
1193.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-499041363523000.0,3909099.30232,-499041363523000.0,-499041360759000.0,-499041366287000.0,-499041366011000.0,-499041361035000.0,2.0,15281057355400.0,0.00781185443652,0.25,1.21200144652e-13,61,0.124987287705,0.250004767044
1193.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-499041418603000.0,2649191.15626,-499041418603000.0,-499041416729000.0,-499041420476000.0,-499041420289000.0,-499041416917000.0,2.0,7018213782400.0,0.00781185443652,0.25,1.21200144652e-13,86,0.124987287705,0.250004767044
1193.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-499041486370000.0,1295698.93031,-499041486370000.0,-499041485453000.0,-499041487286000.0,-499041487194000.0,-499041485545000.0,2.0,1678835718010.0,0.00390592721826,0.25,1.21200144652e-13,111,0.124987287705,0.125002383522
1193.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-504816960350000.0,2948814.48492,-504816960350000.0,-504816958265000.0,-504816962435000.0,-504816962227000.0,-504816958474000.0,2.0,8695506866490.0,0.00781205308962,0.25,1.21200144652e-13,17,0.25,0.124992849434
1193.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-504817023046000.0,523540.932713,-504817023046000.0,-504817022676000.0,-504817023416000.0,-504817023379000.0,-504817022713000.0,2.0,274095108226.0,0.0156247020597,0.25,1.21200144652e-13,42,0.25,0.249995232956
1193.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-504817073739000.0,1345048.84065,-504817073739000.0,-504817072788000.0,-504817074690000.0,-504817074595000.0,-504817072883000.0,2.0,1809156383730.0,0.0156252979403,0.25,1.21200144652e-13,67,0.25,0.250004767044
1193.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-504817134748000.0,10029002.8694,-504817134748000.0,-504817127657000.0,-504817141840000.0,-504817141131000.0,-504817128366000.0,2.0,100580898555000.0,0.0156252979403,0.25,1.21200144652e-13,92,0.25,0.250004767044
1193.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-504817197468000.0,2902055.6348,-504817197468000.0,-504817195416000.0,-504817199520000.0,-504817199315000.0,-504817195621000.0,2.0,8421926907490.0,0.00781264897013,0.25,1.21200144652e-13,117,0.25,0.125002383522
1193.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-510540151361000.0,1938977.21529,-510540151361000.0,-510540149990000.0,-510540152732000.0,-510540152595000.0,-510540150127000.0,2.0,3759632641430.0,0.00390642378131,0.125,1.21200144652e-13,23,0.250025424591,0.124992849434
1193.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-510540210344000.0,4845770.95167,-510540210344000.0,-510540206918000.0,-510540213771000.0,-510540213428000.0,-510540207260000.0,2.0,23481496116000.0,0.00781314553318,0.125,1.21200144652e-13,48,0.250025424591,0.249995232956
1193.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-510540277633000.0,4608576.62231,-510540277633000.0,-510540274374000.0,-510540280891000.0,-510540280566000.0,-510540274700000.0,2.0,21238978483700.0,0.00781344350374,0.125,1.21200144652e-13,73,0.250025424591,0.250004767044
1193.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-510540323368000.0,1228873.00846,-510540323368000.0,-510540322499000.0,-510540324237000.0,-510540324150000.0,-510540322586000.0,2.0,1510128870920.0,0.00781344350374,0.125,1.21200144652e-13,98,0.250025424591,0.250004767044
1193.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-510540376905000.0,2030312.25368,-510540376905000.0,-510540375469000.0,-510540378341000.0,-510540378197000.0,-510540375613000.0,2.0,4122167847420.0,0.00390672175187,0.125,1.21200144652e-13,123,0.250025424591,0.125002383522
1193.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-762923196597000.0,252937.929261,-762923196597000.0,-762923196418000.0,-762923196776000.0,-762923196758000.0,-762923196436000.0,2.0,63977596059.0,0.0039056293083,0.25,1.21200144652e-13,16,0.124987287705,0.124992849434
1193.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-762923241680000.0,5107468.07779,-762923241680000.0,-762923238068000.0,-762923245291000.0,-762923244930000.0,-762923238429000.0,2.0,26086230165700.0,0.00781155652656,0.25,1.21200144652e-13,41,0.124987287705,0.249995232956
1193.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-762923303905000.0,15409836.5727,-762923303905000.0,-762923293008000.0,-762923314801000.0,-762923313712000.0,-762923294098000.0,2.0,237463063196000.0,0.00781185443652,0.25,1.21200144652e-13,66,0.124987287705,0.250004767044
1193.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-762923359802000.0,11154289.9493,-762923359802000.0,-762923351915000.0,-762923367690000.0,-762923366901000.0,-762923352704000.0,2.0,124418184274000.0,0.00781185443652,0.25,1.21200144652e-13,91,0.124987287705,0.250004767044
1193.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-762923420706000.0,1505334.25901,-762923420706000.0,-762923419642000.0,-762923421771000.0,-762923421664000.0,-762923419748000.0,2.0,2266031231360.0,0.00390592721826,0.25,1.21200144652e-13,116,0.124987287705,0.125002383522
1193.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-768698900102000.0,8961184.74407,-768698900102000.0,-768698893765000.0,-768698906438000.0,-768698905805000.0,-768698894399000.0,2.0,80302832017400.0,0.00390602654481,0.125,1.21200144652e-13,22,0.25,0.124992849434
1193.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-768698954572000.0,11164933.0554,-768698954572000.0,-768698946677000.0,-768698962466000.0,-768698961677000.0,-768698947466000.0,2.0,124655730133000.0,0.00781235102987,0.125,1.21200144652e-13,47,0.25,0.249995232956
1193.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-768699013612000.0,791850.877261,-768699013612000.0,-768699013052000.0,-768699014172000.0,-768699014116000.0,-768699013108000.0,2.0,627027811820.0,0.00781264897013,0.125,1.21200144652e-13,72,0.25,0.250004767044
1193.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-768699054515000.0,8128268.28694,-768699054515000.0,-768699048768000.0,-768699060263000.0,-768699059688000.0,-768699049342000.0,2.0,66068745344500.0,0.00781264897013,0.125,1.21200144652e-13,97,0.25,0.250004767044
1193.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-768699124737000.0,1715216.72153,-768699124737000.0,-768699123524000.0,-768699125950000.0,-768699125829000.0,-768699123645000.0,2.0,2941968401820.0,0.00390632448506,0.125,1.21200144652e-13,122,0.25,0.125002383522
1193.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1026805122810000.0,877621.780771,-1026805122810000.0,-1026805122190000.0,-1026805123430000.0,-1026805123370000.0,-1026805122250000.0,2.0,770219990083.0,0.00195281465415,0.125,1.21200144652e-13,21,0.124987287705,0.124992849434
1193.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1026805182270000.0,13673969.9466,-1026805182270000.0,-1026805172600000.0,-1026805191930000.0,-1026805190970000.0,-1026805173560000.0,2.0,186977454101000.0,0.00390577826328,0.125,1.21200144652e-13,46,0.124987287705,0.249995232956
1193.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1026805240050000.0,1170445.83579,-1026805240050000.0,-1026805239220000.0,-1026805240880000.0,-1026805240790000.0,-1026805239300000.0,2.0,1369943454520.0,0.00390592721826,0.125,1.21200144652e-13,71,0.124987287705,0.250004767044
1193.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1026805284680000.0,2295919.85708,-1026805284680000.0,-1026805283060000.0,-1026805286300000.0,-1026805286140000.0,-1026805283220000.0,2.0,5271247990120.0,0.00390592721826,0.125,1.21200144652e-13,96,0.124987287705,0.250004767044
1193.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1026805350980000.0,727387.841108,-1026805350980000.0,-1026805350470000.0,-1026805351500000.0,-1026805351450000.0,-1026805350520000.0,2.0,529093071392.0,0.00195296360913,0.125,1.21200144652e-13,121,0.124987287705,0.125002383522
