smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight,ProbabilityWeight-meoh_capacity,PointProbability,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity
240.0,-187.0,-1572.0,-1e+200,-1e+200,-1e+200,-1e+200,150378.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-434004664.754,1076116.35794,-434004664.754,-433243735.58,-434765593.928,-434689501.01,-433319828.497,2.0,1158026415830.0,80,0.00390769409408,0.125039974416,1.28632009175e-11,0.125,0.250012469201
240.0,-187.0,-1572.0,-1e+200,-1e+200,-1e+200,-1e+200,200504.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-454861713.13,632852.391709,-454861713.13,-454414218.912,-455309207.348,-455264457.926,-454458968.334,2.0,400502149692.0,105,0.00195384704704,0.125039974416,1.28632009175e-11,0.125,0.125006234601
240.0,-63.0,-2354.0,-1e+200,-1e+200,-1e+200,-1e+200,200504.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-47701295224000.0,2010234.01739,-47701295224000.0,-47701293802500.0,-47701296645400.0,-47701296503300.0,-47701293944700.0,2.0,4041040804670.0,124,0.00390769409408,0.250079948833,1.28632009175e-11,0.125,0.125006234601
240.0,-94.0,-3136.0,-1e+200,-1e+200,-1e+200,-1e+200,200504.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-47906122507900.0,942130.220914,-47906122507900.0,-47906121841700.0,-47906123174100.0,-47906123107500.0,-47906121908300.0,2.0,887609353159.0,118,0.0078103911369,0.249920051167,1.28632009175e-11,0.25,0.125006234601
240.0,-125.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,200504.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-48041969766700.0,2100285.50781,-48041969766700.0,-48041968281500.0,-48041971251800.0,-48041971103300.0,-48041968430000.0,2.0,4411199214320.0,112,0.0078103911369,0.249920051167,1.28632009175e-11,0.25,0.125006234601
240.0,-156.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,200504.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-48246790542200.0,413536.330764,-48246790542200.0,-48246790249800.0,-48246790834600.0,-48246790805400.0,-48246790279000.0,2.0,171012296861.0,106,0.00390769409408,0.125039974416,1.28632009175e-11,0.25,0.125006234601
240.0,-63.0,-2354.0,-1e+200,-1e+200,-1e+200,-1e+200,150378.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-49067978996200.0,373940.1906,-49067978996200.0,-49067978731800.0,-49067979260600.0,-49067979234200.0,-49067978758200.0,2.0,139831266146.0,99,0.00781538818817,0.250079948833,1.28632009175e-11,0.125,0.250012469201
240.0,-94.0,-3136.0,-1e+200,-1e+200,-1e+200,-1e+200,150378.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-49272807076300.0,2652975.90111,-49272807076300.0,-49272805200400.0,-49272808952200.0,-49272808764600.0,-49272805387900.0,2.0,7038281131880.0,93,0.0156207822738,0.249920051167,1.28632009175e-11,0.25,0.250012469201
240.0,-125.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,150378.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-49408653209100.0,379775.721894,-49408653209100.0,-49408652940500.0,-49408653477600.0,-49408653450800.0,-49408652967400.0,2.0,144229598940.0,87,0.0156207822738,0.249920051167,1.28632009175e-11,0.25,0.250012469201
240.0,-156.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,150378.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-49613473972300.0,782873.631868,-49613473972300.0,-49613473418700.0,-49613474525900.0,-49613474470500.0,-49613473474100.0,2.0,612891123475.0,81,0.00781538818817,0.125039974416,1.28632009175e-11,0.25,0.250012469201
240.0,-63.0,-2354.0,-1e+200,-1e+200,-1e+200,-1e+200,100252.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-50434664395800.0,1301261.07645,-50434664395800.0,-50434663475700.0,-50434665315900.0,-50434665223900.0,-50434663567700.0,2.0,1693280389080.0,74,0.00781538818817,0.250079948833,1.28632009175e-11,0.125,0.250012469201
240.0,-94.0,-3136.0,-1e+200,-1e+200,-1e+200,-1e+200,100252.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-50639490357900.0,415523.532838,-50639490357900.0,-50639490064100.0,-50639490651700.0,-50639490622300.0,-50639490093400.0,2.0,172659806342.0,68,0.0156207822738,0.249920051167,1.28632009175e-11,0.25,0.250012469201
240.0,-125.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,100252.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-50775336113800.0,1044885.07248,-50775336113800.0,-50775335375000.0,-50775336852700.0,-50775336778800.0,-50775335448900.0,2.0,1091784814700.0,62,0.0156207822738,0.249920051167,1.28632009175e-11,0.25,0.250012469201
240.0,-156.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,100252.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-50980156904000.0,1268167.54549,-50980156904000.0,-50980156007300.0,-50980157800700.0,-50980157711000.0,-50980156096900.0,2.0,1608248923420.0,56,0.00781538818817,0.125039974416,1.28632009175e-11,0.25,0.250012469201
240.0,-63.0,-2354.0,-1e+200,-1e+200,-1e+200,-1e+200,50126.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-51801345806100.0,1669224.44698,-51801345806100.0,-51801344625800.0,-51801346986400.0,-51801346868400.0,-51801344743800.0,2.0,2786310254390.0,49,0.00781460861388,0.250079948833,1.28632009175e-11,0.125,0.249987530799
240.0,-94.0,-3136.0,-1e+200,-1e+200,-1e+200,-1e+200,50126.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-52006174109500.0,969339.673281,-52006174109500.0,-52006173424000.0,-52006174794900.0,-52006174726300.0,-52006173492600.0,2.0,939619402196.0,43,0.0156192241221,0.249920051167,1.28632009175e-11,0.25,0.249987530799
240.0,-125.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,50126.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-52142020578600.0,1860754.19606,-52142020578600.0,-52142019262800.0,-52142021894300.0,-52142021762700.0,-52142019394400.0,2.0,3462406178160.0,37,0.0156192241221,0.249920051167,1.28632009175e-11,0.25,0.249987530799
240.0,-156.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,50126.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-52346839522100.0,779680.249256,-52346839522100.0,-52346838970800.0,-52346840073400.0,-52346840018300.0,-52346839025900.0,2.0,607901291080.0,31,0.00781460861388,0.125039974416,1.28632009175e-11,0.25,0.249987530799
240.0,-63.0,-2354.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-53167756742500.0,3025.90326621,-53167756742500.0,-53167756740400.0,-53167756744700.0,-53167756744400.0,-53167756740600.0,2.0,9156090.57648,24,0.00390691451979,0.250079948833,1.28632009175e-11,0.125,0.124981296198
240.0,-94.0,-3136.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-53372583135900.0,3506399.28354,-53372583135900.0,-53372580656500.0,-53372585615300.0,-53372585367300.0,-53372580904400.0,2.0,12294835935600.0,18,0.00780883298521,0.249920051167,1.28632009175e-11,0.25,0.124981296198
240.0,-125.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-53508430492500.0,651047.952195,-53508430492500.0,-53508430032100.0,-53508430952800.0,-53508430906800.0,-53508430078200.0,2.0,423863436058.0,12,0.00780883298521,0.249920051167,1.28632009175e-11,0.25,0.124981296198
240.0,-156.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-53713251790700.0,1627365.00164,-53713251790700.0,-53713250640000.0,-53713252941500.0,-53713252826400.0,-53713250755100.0,2.0,2648316848560.0,6,0.00390691451979,0.125039974416,1.28632009175e-11,0.25,0.124981296198
240.0,-63.0,-3136.0,-1e+200,-1e+200,-1e+200,-1e+200,200504.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-101640933496000.0,2928491.14223,-101640933496000.0,-101640931426000.0,-101640935567000.0,-101640935360000.0,-101640931633000.0,2.0,8576060370090.0,123,0.00390519556845,0.249920051167,1.28632009175e-11,0.125,0.125006234601
240.0,-94.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,200504.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-101776780432000.0,97822.2238181,-101776780432000.0,-101776780363000.0,-101776780501000.0,-101776780494000.0,-101776780370000.0,2.0,9569187472.71,117,0.0078103911369,0.249920051167,1.28632009175e-11,0.25,0.125006234601
240.0,-125.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,200504.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-101981603345000.0,129847.388249,-101981603345000.0,-101981603253000.0,-101981603437000.0,-101981603428000.0,-101981603262000.0,2.0,16860344235.0,111,0.00390769409408,0.125039974416,1.28632009175e-11,0.25,0.125006234601
240.0,-63.0,-3136.0,-1e+200,-1e+200,-1e+200,-1e+200,150378.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-103007619409000.0,785998.48589,-103007619409000.0,-103007618853000.0,-103007619964000.0,-103007619909000.0,-103007618908000.0,2.0,617793619821.0,98,0.0078103911369,0.249920051167,1.28632009175e-11,0.125,0.250012469201
240.0,-94.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,150378.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-103143465540000.0,1189650.75653,-103143465540000.0,-103143464699000.0,-103143466381000.0,-103143466297000.0,-103143464783000.0,2.0,1415268922520.0,92,0.0156207822738,0.249920051167,1.28632009175e-11,0.25,0.250012469201
240.0,-125.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,150378.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-103348285409000.0,366363.812129,-103348285409000.0,-103348285150000.0,-103348285668000.0,-103348285642000.0,-103348285176000.0,2.0,134222442837.0,86,0.00781538818817,0.125039974416,1.28632009175e-11,0.25,0.250012469201
240.0,-63.0,-3136.0,-1e+200,-1e+200,-1e+200,-1e+200,100252.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-104374299756000.0,3275055.71036,-104374299756000.0,-104374297440000.0,-104374302072000.0,-104374301840000.0,-104374297672000.0,2.0,10725989906000.0,73,0.0078103911369,0.249920051167,1.28632009175e-11,0.125,0.250012469201
240.0,-94.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,100252.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-104510147338000.0,217158.9559,-104510147338000.0,-104510147185000.0,-104510147492000.0,-104510147476000.0,-104510147200000.0,2.0,47158012127.7,67,0.0156207822738,0.249920051167,1.28632009175e-11,0.25,0.250012469201
240.0,-125.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,100252.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-104714970857000.0,65137.4281975,-104714970857000.0,-104714970811000.0,-104714970903000.0,-104714970898000.0,-104714970815000.0,2.0,4242884552.18,61,0.00781538818817,0.125039974416,1.28632009175e-11,0.25,0.250012469201
240.0,-63.0,-3136.0,-1e+200,-1e+200,-1e+200,-1e+200,50126.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-105740986008000.0,354773.547538,-105740986008000.0,-105740985757000.0,-105740986259000.0,-105740986234000.0,-105740985782000.0,2.0,125864270033.0,48,0.00780961206106,0.249920051167,1.28632009175e-11,0.125,0.249987530799
240.0,-94.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,50126.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-105876831158000.0,1909353.50703,-105876831158000.0,-105876829808000.0,-105876832509000.0,-105876832374000.0,-105876829943000.0,2.0,3645630814790.0,42,0.0156192241221,0.249920051167,1.28632009175e-11,0.25,0.249987530799
240.0,-125.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,50126.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-106081653920000.0,1101979.69137,-106081653920000.0,-106081653141000.0,-106081654699000.0,-106081654621000.0,-106081653219000.0,2.0,1214359240200.0,36,0.00781460861388,0.125039974416,1.28632009175e-11,0.25,0.249987530799
240.0,-63.0,-3136.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-107107395368000.0,2325126.07403,-107107395368000.0,-107107393724000.0,-107107397012000.0,-107107396848000.0,-107107393889000.0,2.0,5406211260150.0,23,0.00390441649261,0.249920051167,1.28632009175e-11,0.125,0.124981296198
240.0,-94.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-107243242411000.0,1645977.69835,-107243242411000.0,-107243241247000.0,-107243243575000.0,-107243243459000.0,-107243241364000.0,2.0,2709242583480.0,17,0.00780883298521,0.249920051167,1.28632009175e-11,0.25,0.124981296198
240.0,-125.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-107448063466000.0,1454986.38899,-107448063466000.0,-107448062438000.0,-107448064495000.0,-107448064392000.0,-107448062541000.0,2.0,2116985392140.0,11,0.00390691451979,0.125039974416,1.28632009175e-11,0.25,0.124981296198
240.0,-63.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,200504.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-155511595180000.0,639865.942334,-155511595180000.0,-155511594727000.0,-155511595632000.0,-155511595587000.0,-155511594772000.0,2.0,409428424160.0,122,0.00390519556845,0.249920051167,1.28632009175e-11,0.125,0.125006234601
240.0,-94.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,200504.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-155716415429000.0,1630511.11858,-155716415429000.0,-155716414276000.0,-155716416582000.0,-155716416467000.0,-155716414392000.0,2.0,2658566507820.0,116,0.00390769409408,0.125039974416,1.28632009175e-11,0.25,0.125006234601
240.0,-63.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,150378.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-156878276829000.0,440682.778812,-156878276829000.0,-156878276518000.0,-156878277141000.0,-156878277110000.0,-156878276549000.0,2.0,194201311541.0,97,0.0078103911369,0.249920051167,1.28632009175e-11,0.125,0.250012469201
240.0,-94.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,150378.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-157083100272000.0,787632.808535,-157083100272000.0,-157083099715000.0,-157083100829000.0,-157083100773000.0,-157083099771000.0,2.0,620365441080.0,91,0.00781538818817,0.125039974416,1.28632009175e-11,0.25,0.250012469201
240.0,-63.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,100252.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-158244957985000.0,182749.891442,-158244957985000.0,-158244957856000.0,-158244958115000.0,-158244958102000.0,-158244957869000.0,2.0,33397522822.2,72,0.0078103911369,0.249920051167,1.28632009175e-11,0.125,0.250012469201
240.0,-94.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,100252.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-158449781338000.0,127562.571559,-158449781338000.0,-158449781248000.0,-158449781428000.0,-158449781419000.0,-158449781257000.0,2.0,16272209662.8,66,0.00781538818817,0.125039974416,1.28632009175e-11,0.25,0.250012469201
240.0,-63.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,50126.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-159611644113000.0,2902393.54346,-159611644113000.0,-159611642061000.0,-159611646165000.0,-159611645960000.0,-159611642266000.0,2.0,8423888281100.0,47,0.00780961206106,0.249920051167,1.28632009175e-11,0.125,0.249987530799
240.0,-94.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,50126.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-159816466769000.0,1857622.59138,-159816466769000.0,-159816465455000.0,-159816468082000.0,-159816467951000.0,-159816465587000.0,2.0,3450761692000.0,41,0.00781460861388,0.125039974416,1.28632009175e-11,0.25,0.249987530799
240.0,-63.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-160978054750000.0,1064785.25596,-160978054750000.0,-160978053997000.0,-160978055503000.0,-160978055427000.0,-160978054072000.0,2.0,1133767641320.0,22,0.00390441649261,0.249920051167,1.28632009175e-11,0.125,0.124981296198
240.0,-94.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-161182876533000.0,468125.902349,-161182876533000.0,-161182876202000.0,-161182876864000.0,-161182876831000.0,-161182876235000.0,2.0,219141860450.0,16,0.00390691451979,0.125039974416,1.28632009175e-11,0.25,0.124981296198
240.0,-63.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,200504.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-209451228136000.0,326258.184956,-209451228136000.0,-209451227905000.0,-209451228366000.0,-209451228343000.0,-209451227928000.0,2.0,106444403251.0,121,0.00195384704704,0.125039974416,1.28632009175e-11,0.125,0.125006234601
240.0,-63.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,150378.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-210817911131000.0,652451.095117,-210817911131000.0,-210817910670000.0,-210817911592000.0,-210817911546000.0,-210817910716000.0,2.0,425692431520.0,96,0.00390769409408,0.125039974416,1.28632009175e-11,0.125,0.250012469201
240.0,-63.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,100252.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-212184593424000.0,887690.053257,-212184593424000.0,-212184592796000.0,-212184594052000.0,-212184593989000.0,-212184592859000.0,2.0,787993630652.0,71,0.00390769409408,0.125039974416,1.28632009175e-11,0.125,0.250012469201
240.0,-63.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,50126.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-213551276698000.0,1001006.5224,-213551276698000.0,-213551275990000.0,-213551277406000.0,-213551277335000.0,-213551276061000.0,2.0,1002014057880.0,46,0.00390730430694,0.125039974416,1.28632009175e-11,0.125,0.249987530799
240.0,-63.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-214917690357000.0,56645.1530953,-214917690357000.0,-214917690317000.0,-214917690397000.0,-214917690393000.0,-214917690321000.0,2.0,3208673369.18,21,0.0019534572599,0.125039974416,1.28632009175e-11,0.125,0.124981296198
