RAVEN_sample_ID,Year,_ROM_Cluster,hour,scaling,Dispatch__NPP__production__reactor_heat,Dispatch__TES_Charger__production__reactor_heat,Dispatch__TES_Charger__production__tes_heat,Dispatch__TES__level__tes_heat,Dispatch__TES__charge__tes_heat,Dispatch__TES__discharge__tes_heat,Dispatch__BOP2__production__tes_heat,Dispatch__BOP2__production__electricity,Dispatch__electricity_market__production__electricity,price,prefix,PointProbability,ProbabilityWeight
0,2018,2,1.0,1.0,158.8,-158.8,158.8,148.83787,-156.88889,0.0,-1.9111111,0.63066667,-0.63066667,32.5403118806,1,1.0,1.0
0,2018,2,2.0,1.0,158.8,-158.8,158.8,0.0,0.0,141.2,-300.0,99.0,-99.0,53.3550078797,1,1.0,1.0
0,2018,2,3.0,1.0,158.8,-158.8,158.8,150.65091,-158.8,0.0,0.0,0.0,0.0,22.2037166448,1,1.0,1.0
0,2018,2,4.0,1.0,158.8,-158.8,158.8,200.0,-52.018511,0.0,-106.78149,35.237891,-35.237891,26.2064036353,1,1.0,1.0
0,2018,2,5.0,1.0,158.8,-158.8,158.8,198.18696,0.0,1.72,-160.52,52.9716,-52.9716,94.447123672,1,1.0,1.0
0,2018,2,6.0,1.0,158.8,-158.8,158.8,49.349092,0.0,141.2,-300.0,99.0,-99.0,126.142619855,1,1.0,1.0
0,2018,2,7.0,1.0,158.8,-158.8,158.8,200.0,-158.8,0.0,0.0,0.0,0.0,72.0389068675,1,1.0,1.0
0,2018,2,8.0,1.0,158.8,-158.8,158.8,51.162131,0.0,141.2,-300.0,99.0,-99.0,166.750416553,1,1.0,1.0
0,2018,2,9.0,1.0,158.8,-158.8,158.8,49.349092,0.0,1.72,-160.52,52.9716,-52.9716,148.598781962,1,1.0,1.0
0,2018,2,10.0,1.0,158.8,-158.8,158.8,200.0,-158.8,0.0,0.0,0.0,0.0,109.62889739,1,1.0,1.0
0,2018,2,11.0,1.0,158.8,-158.8,158.8,51.162131,0.0,141.2,-300.0,99.0,-99.0,162.142243004,1,1.0,1.0
0,2018,2,12.0,1.0,158.8,-158.8,158.8,0.0,0.0,48.53666,-207.33666,68.421098,-68.421098,150.591944323,1,1.0,1.0
0,2018,2,13.0,1.0,158.8,-158.8,158.8,0.0,0.0,0.0,-158.8,52.404,-52.404,116.750548544,1,1.0,1.0
0,2018,2,14.0,1.0,158.8,-158.8,158.8,148.83787,-156.88889,0.0,-1.9111111,0.63066667,-0.63066667,106.086929616,1,1.0,1.0
0,2018,2,15.0,1.0,158.8,-158.8,158.8,0.0,0.0,141.2,-300.0,99.0,-99.0,123.153412159,1,1.0,1.0
0,2018,2,16.0,1.0,158.8,-158.8,158.8,150.65091,-158.8,0.0,0.0,0.0,0.0,26.8461434407,1,1.0,1.0
0,2018,2,17.0,1.0,158.8,-158.8,158.8,49.349092,0.0,96.10334,-254.90334,84.118102,-84.118102,76.6819269659,1,1.0,1.0
0,2018,2,18.0,1.0,158.8,-158.8,158.8,200.0,-158.8,0.0,0.0,0.0,0.0,55.9329767722,1,1.0,1.0
0,2018,2,19.0,1.0,158.8,-158.8,158.8,200.0,0.0,0.0,-158.8,52.404,-52.404,73.295066156,1,1.0,1.0
0,2018,2,20.0,1.0,158.8,-158.8,158.8,200.0,0.0,0.0,-158.8,52.404,-52.404,143.33944073,1,1.0,1.0
0,2018,2,21.0,1.0,158.8,-158.8,158.8,51.162131,0.0,141.2,-300.0,99.0,-99.0,170.906480161,1,1.0,1.0
0,2018,2,22.0,1.0,158.8,-158.8,158.8,0.0,0.0,48.53666,-207.33666,68.421098,-68.421098,163.705891751,1,1.0,1.0
0,2018,2,23.0,1.0,158.8,-158.8,158.8,0.0,0.0,0.0,-158.8,52.404,-52.404,159.869021193,1,1.0,1.0
0,2018,3,0.0,1.0,158.8,-158.8,158.8,180.65091,-158.8,0.0,0.0,0.0,0.0,127.174288892,1,1.0,1.0
0,2018,3,1.0,1.0,158.8,-158.8,158.8,200.0,-20.395734,0.0,-138.40427,45.673408,-45.673408,155.408368606,1,1.0,1.0
0,2018,3,2.0,1.0,158.8,-158.8,158.8,51.162131,0.0,141.2,-300.0,99.0,-99.0,373.700619311,1,1.0,1.0
0,2018,3,3.0,1.0,158.8,-158.8,158.8,51.162131,0.0,0.0,-158.8,52.404,-52.404,214.113452954,1,1.0,1.0
0,2018,3,4.0,1.0,158.8,-158.8,158.8,0.0,0.0,48.53666,-207.33666,68.421098,-68.421098,219.805876813,1,1.0,1.0
0,2018,3,5.0,1.0,158.8,-158.8,158.8,49.349092,-52.018511,0.0,-106.78149,35.237891,-35.237891,89.2974077148,1,1.0,1.0
0,2018,3,6.0,1.0,158.8,-158.8,158.8,200.0,-158.8,0.0,0.0,0.0,0.0,61.1024256878,1,1.0,1.0
0,2018,3,7.0,1.0,158.8,-158.8,158.8,51.162131,0.0,141.2,-300.0,99.0,-99.0,195.268633545,1,1.0,1.0
0,2018,3,8.0,1.0,158.8,-158.8,158.8,200.0,-156.88889,0.0,-1.9111111,0.63066667,-0.63066667,92.7527113483,1,1.0,1.0
0,2018,3,9.0,1.0,158.8,-158.8,158.8,51.162131,0.0,141.2,-300.0,99.0,-99.0,413.315555739,1,1.0,1.0
0,2018,3,10.0,1.0,158.8,-158.8,158.8,200.0,-156.88889,0.0,-1.9111111,0.63066667,-0.63066667,108.027381744,1,1.0,1.0
0,2018,3,11.0,1.0,158.8,-158.8,158.8,51.162131,0.0,141.2,-300.0,99.0,-99.0,142.089951994,1,1.0,1.0
0,2018,3,12.0,1.0,158.8,-158.8,158.8,0.0,0.0,48.53666,-207.33666,68.421098,-68.421098,135.016366436,1,1.0,1.0
0,2018,3,13.0,1.0,158.8,-158.8,158.8,0.0,0.0,0.0,-158.8,52.404,-52.404,125.738378547,1,1.0,1.0
0,2018,3,14.0,1.0,158.8,-158.8,158.8,148.83787,-156.88889,0.0,-1.9111111,0.63066667,-0.63066667,79.2920583394,1,1.0,1.0
0,2018,3,15.0,1.0,158.8,-158.8,158.8,0.0,0.0,141.2,-300.0,99.0,-99.0,193.464998334,1,1.0,1.0
0,2018,3,16.0,1.0,158.8,-158.8,158.8,150.65091,-158.8,0.0,0.0,0.0,0.0,58.1782747026,1,1.0,1.0
0,2018,3,17.0,1.0,158.8,-158.8,158.8,200.0,-52.018511,0.0,-106.78149,35.237891,-35.237891,58.3153270282,1,1.0,1.0
0,2018,3,18.0,1.0,158.8,-158.8,158.8,200.0,0.0,0.0,-158.8,52.404,-52.404,66.4305976688,1,1.0,1.0
0,2018,3,19.0,1.0,158.8,-158.8,158.8,51.162131,0.0,141.2,-300.0,99.0,-99.0,194.525641641,1,1.0,1.0
0,2018,3,20.0,1.0,158.8,-158.8,158.8,200.0,-156.88889,0.0,-1.9111111,0.63066667,-0.63066667,87.4116879539,1,1.0,1.0
0,2018,3,21.0,1.0,158.8,-158.8,158.8,200.0,0.0,0.0,-158.8,52.404,-52.404,129.897108457,1,1.0,1.0
0,2018,3,22.0,1.0,158.8,-158.8,158.8,51.162131,0.0,141.2,-300.0,99.0,-99.0,417.283781772,1,1.0,1.0
0,2018,3,23.0,1.0,158.8,-158.8,158.8,0.0,0.0,48.53666,-207.33666,68.421098,-68.421098,401.136977534,1,1.0,1.0
0,2018,4,0.0,1.0,158.8,-158.8,158.8,180.65091,-158.8,0.0,0.0,0.0,0.0,-26.9445196902,1,1.0,1.0
0,2018,4,1.0,1.0,158.8,-158.8,158.8,200.0,-1404.4384,1245.6384,0.0,0.0,0.0,-3.04920196312,1,1.0,1.0
0,2018,4,2.0,1.0,158.8,-158.8,158.8,51.162131,0.0,141.2,-300.0,99.0,-99.0,484.641745377,1,1.0,1.0
0,2018,4,3.0,1.0,158.8,-158.8,158.8,49.349092,0.0,1.72,-160.52,52.9716,-52.9716,66.8996409612,1,1.0,1.0
0,2018,4,4.0,1.0,158.8,-158.8,158.8,200.0,-158.8,0.0,0.0,0.0,0.0,55.1274912752,1,1.0,1.0
0,2018,4,5.0,1.0,158.8,-158.8,158.8,51.162131,0.0,141.2,-300.0,99.0,-99.0,641.17,1,1.0,1.0
0,2018,4,6.0,1.0,158.8,-158.8,158.8,0.0,0.0,48.53666,-207.33666,68.421098,-68.421098,639.050964535,1,1.0,1.0
0,2018,4,7.0,1.0,158.8,-158.8,158.8,0.0,0.0,0.0,-158.8,52.404,-52.404,71.070950183,1,1.0,1.0
0,2018,4,8.0,1.0,158.8,-158.8,158.8,148.83787,-156.88889,0.0,-1.9111111,0.63066667,-0.63066667,36.0665038057,1,1.0,1.0
0,2018,4,9.0,1.0,158.8,-158.8,158.8,148.83787,0.0,0.0,-158.8,52.404,-52.404,38.7604350469,1,1.0,1.0
0,2018,4,10.0,1.0,158.8,-158.8,158.8,0.0,0.0,141.2,-300.0,99.0,-99.0,163.059855534,1,1.0,1.0
0,2018,4,11.0,1.0,158.8,-158.8,158.8,150.65091,-158.8,0.0,0.0,0.0,0.0,-19.609772179,1,1.0,1.0
0,2018,4,12.0,1.0,158.8,-158.8,158.8,200.0,-1119.8334,961.0334,0.0,0.0,0.0,-17.5402989503,1,1.0,1.0
0,2018,4,13.0,1.0,158.8,-158.8,158.8,51.162131,0.0,141.2,-300.0,99.0,-99.0,447.860157708,1,1.0,1.0
0,2018,4,14.0,1.0,158.8,-158.8,158.8,200.0,-156.88889,0.0,-1.9111111,0.63066667,-0.63066667,225.417215154,1,1.0,1.0
0,2018,4,15.0,1.0,158.8,-158.8,158.8,200.0,0.0,0.0,-158.8,52.404,-52.404,408.705755205,1,1.0,1.0
0,2018,4,16.0,1.0,158.8,-158.8,158.8,200.0,0.0,0.0,-158.8,52.404,-52.404,408.673498867,1,1.0,1.0
0,2018,4,17.0,1.0,158.8,-158.8,158.8,51.162131,0.0,141.2,-300.0,99.0,-99.0,479.938284218,1,1.0,1.0
0,2018,4,18.0,1.0,158.8,-158.8,158.8,0.0,0.0,48.53666,-207.33666,68.421098,-68.421098,413.024083412,1,1.0,1.0
0,2018,4,19.0,1.0,158.8,-158.8,158.8,148.83787,-156.88889,0.0,-1.9111111,0.63066667,-0.63066667,91.2996331753,1,1.0,1.0
0,2018,4,20.0,1.0,158.8,-158.8,158.8,0.0,0.0,141.2,-300.0,99.0,-99.0,552.088158712,1,1.0,1.0
0,2018,4,21.0,1.0,158.8,-158.8,158.8,150.65091,-158.8,0.0,0.0,0.0,0.0,9.75892305831,1,1.0,1.0
0,2018,4,22.0,1.0,158.8,-158.8,158.8,148.83787,0.0,1.72,-160.52,52.9716,-52.9716,11.7134747719,1,1.0,1.0
0,2018,4,23.0,1.0,158.8,-158.8,158.8,0.0,0.0,141.2,-300.0,99.0,-99.0,160.527301734,1,1.0,1.0
0,2018,5,0.0,1.0,158.8,-158.8,158.8,148.83787,-125.26611,0.0,-33.533888,11.066183,-11.066183,20.9310172298,1,1.0,1.0
0,2018,5,1.0,1.0,158.8,-158.8,158.8,0.0,0.0,141.2,-300.0,99.0,-99.0,91.4443609179,1,1.0,1.0
0,2018,5,2.0,1.0,158.8,-158.8,158.8,150.65091,-158.8,0.0,0.0,0.0,0.0,10.5908848878,1,1.0,1.0
0,2018,5,3.0,1.0,158.8,-158.8,158.8,200.0,-52.018511,0.0,-106.78149,35.237891,-35.237891,11.1581937567,1,1.0,1.0
0,2018,5,4.0,1.0,158.8,-158.8,158.8,200.0,0.0,0.0,-158.8,52.404,-52.404,94.4620124665,1,1.0,1.0
0,2018,5,5.0,1.0,158.8,-158.8,158.8,200.0,0.0,0.0,-158.8,52.404,-52.404,128.426042174,1,1.0,1.0
0,2018,5,6.0,1.0,158.8,-158.8,158.8,51.162131,0.0,141.2,-300.0,99.0,-99.0,129.87575212,1,1.0,1.0
0,2018,5,7.0,1.0,158.8,-158.8,158.8,0.0,0.0,48.53666,-207.33666,68.421098,-68.421098,129.653417793,1,1.0,1.0
0,2018,5,8.0,1.0,158.8,-158.8,158.8,150.65091,-158.8,0.0,0.0,0.0,0.0,26.4417217258,1,1.0,1.0
0,2018,5,9.0,1.0,158.8,-158.8,158.8,1.8130392,0.0,141.2,-300.0,99.0,-99.0,118.25269222,1,1.0,1.0
0,2018,5,10.0,1.0,158.8,-158.8,158.8,0.0,0.0,1.72,-160.52,52.9716,-52.9716,82.1736831237,1,1.0,1.0
0,2018,5,11.0,1.0,158.8,-158.8,158.8,0.0,0.0,0.0,-158.8,52.404,-52.404,12.4018397963,1,1.0,1.0
0,2018,5,12.0,1.0,158.8,-158.8,158.8,150.65091,-158.8,0.0,0.0,0.0,0.0,-0.529327709182,1,1.0,1.0
0,2018,5,13.0,1.0,158.8,-158.8,158.8,200.0,-52.018511,0.0,-106.78149,35.237891,-35.237891,9.39155872824,1,1.0,1.0
0,2018,5,14.0,1.0,158.8,-158.8,158.8,200.0,0.0,0.0,-158.8,52.404,-52.404,17.4534052427,1,1.0,1.0
0,2018,5,15.0,1.0,158.8,-158.8,158.8,200.0,0.0,0.0,-158.8,52.404,-52.404,18.1768907157,1,1.0,1.0
0,2018,5,16.0,1.0,158.8,-158.8,158.8,198.18696,0.0,1.72,-160.52,52.9716,-52.9716,33.5099863076,1,1.0,1.0
0,2018,5,17.0,1.0,158.8,-158.8,158.8,49.349092,0.0,141.2,-300.0,99.0,-99.0,36.9426886711,1,1.0,1.0
0,2018,5,18.0,1.0,158.8,-158.8,158.8,200.0,-158.8,0.0,0.0,0.0,0.0,29.5089231783,1,1.0,1.0
0,2018,5,19.0,1.0,158.8,-158.8,158.8,200.0,0.0,0.0,-158.8,52.404,-52.404,49.1810195372,1,1.0,1.0
0,2018,5,20.0,1.0,158.8,-158.8,158.8,51.162131,0.0,141.2,-300.0,99.0,-99.0,126.462063011,1,1.0,1.0
0,2018,5,21.0,1.0,158.8,-158.8,158.8,0.0,0.0,48.53666,-207.33666,68.421098,-68.421098,116.984945309,1,1.0,1.0
0,2018,5,22.0,1.0,158.8,-158.8,158.8,0.0,0.0,0.0,-158.8,52.404,-52.404,76.0072651419,1,1.0,1.0
0,2018,5,23.0,1.0,158.8,-158.8,158.8,0.0,0.0,0.0,-158.8,52.404,-52.404,9.75214107633,1,1.0,1.0
0,2018,6,0.0,1.0,158.8,-158.8,158.8,49.349092,-20.395734,0.0,-138.40427,45.673408,-45.673408,30.6551113223,1,1.0,1.0
0,2018,6,1.0,1.0,158.8,-158.8,158.8,49.349092,0.0,0.0,-158.8,52.404,-52.404,30.7993869692,1,1.0,1.0
0,2018,6,2.0,1.0,158.8,-158.8,158.8,200.0,-158.8,0.0,0.0,0.0,0.0,23.0761184067,1,1.0,1.0
0,2018,6,3.0,1.0,158.8,-158.8,158.8,200.0,0.0,0.0,-158.8,52.404,-52.404,32.0961283896,1,1.0,1.0
0,2018,6,4.0,1.0,158.8,-158.8,158.8,200.0,0.0,0.0,-158.8,52.404,-52.404,35.8286335954,1,1.0,1.0
0,2018,6,5.0,1.0,158.8,-158.8,158.8,148.83787,0.0,48.53666,-207.33666,68.421098,-68.421098,38.1634454408,1,1.0,1.0
0,2018,6,6.0,1.0,158.8,-158.8,158.8,0.0,0.0,141.2,-300.0,99.0,-99.0,39.7163241784,1,1.0,1.0
0,2018,6,7.0,1.0,158.8,-158.8,158.8,0.0,0.0,0.0,-158.8,52.404,-52.404,37.4977751899,1,1.0,1.0
0,2018,6,8.0,1.0,158.8,-158.8,158.8,0.0,0.0,0.0,-158.8,52.404,-52.404,27.1527641294,1,1.0,1.0
0,2018,6,9.0,1.0,158.8,-158.8,158.8,0.0,0.0,0.0,-158.8,52.404,-52.404,27.7092371408,1,1.0,1.0
0,2018,6,10.0,1.0,158.8,-158.8,158.8,150.65091,-158.8,0.0,0.0,0.0,0.0,25.3209825219,1,1.0,1.0
0,2018,6,11.0,1.0,158.8,-158.8,158.8,1.8130392,0.0,141.2,-300.0,99.0,-99.0,29.8866379807,1,1.0,1.0
0,2018,6,12.0,1.0,158.8,-158.8,158.8,152.46395,-158.8,0.0,0.0,0.0,0.0,24.9398213296,1,1.0,1.0
0,2018,6,13.0,1.0,158.8,-158.8,158.8,200.0,-50.1074,0.0,-108.6926,35.868558,-35.868558,25.5467185531,1,1.0,1.0
0,2018,6,14.0,1.0,158.8,-158.8,158.8,200.0,0.0,0.0,-158.8,52.404,-52.404,27.5245546922,1,1.0,1.0
0,2018,6,15.0,1.0,158.8,-158.8,158.8,148.83787,0.0,48.53666,-207.33666,68.421098,-68.421098,41.7130050584,1,1.0,1.0
0,2018,6,16.0,1.0,158.8,-158.8,158.8,0.0,0.0,141.2,-300.0,99.0,-99.0,44.8959440891,1,1.0,1.0
0,2018,6,17.0,1.0,158.8,-158.8,158.8,0.0,0.0,0.0,-158.8,52.404,-52.404,40.0435133958,1,1.0,1.0
0,2018,6,18.0,1.0,158.8,-158.8,158.8,0.0,0.0,0.0,-158.8,52.404,-52.404,41.6797899506,1,1.0,1.0
0,2018,6,19.0,1.0,158.8,-158.8,158.8,150.65091,-158.8,0.0,0.0,0.0,0.0,26.8047354354,1,1.0,1.0
0,2018,6,20.0,1.0,158.8,-158.8,158.8,1.8130392,0.0,141.2,-300.0,99.0,-99.0,36.9676590542,1,1.0,1.0
0,2018,6,21.0,1.0,158.8,-158.8,158.8,0.0,0.0,1.72,-160.52,52.9716,-52.9716,33.5800183019,1,1.0,1.0
0,2018,6,22.0,1.0,158.8,-158.8,158.8,0.0,0.0,0.0,-158.8,52.404,-52.404,21.8857415768,1,1.0,1.0
0,2018,6,23.0,1.0,158.8,-158.8,158.8,0.0,0.0,0.0,-158.8,52.404,-52.404,20.5560285344,1,1.0,1.0
0,2018,7,0.0,1.0,158.8,-158.8,158.8,180.65091,-158.8,0.0,0.0,0.0,0.0,12.2235546692,1,1.0,1.0
0,2018,7,1.0,1.0,158.8,-158.8,158.8,31.813039,0.0,141.2,-300.0,99.0,-99.0,157.621992171,1,1.0,1.0
0,2018,7,2.0,1.0,158.8,-158.8,158.8,182.46395,-158.8,0.0,0.0,0.0,0.0,23.3789028299,1,1.0,1.0
0,2018,7,3.0,1.0,158.8,-158.8,158.8,200.0,-18.484623,0.0,-140.31538,46.304074,-46.304074,36.0388531392,1,1.0,1.0
0,2018,7,4.0,1.0,158.8,-158.8,158.8,51.162131,0.0,141.2,-300.0,99.0,-99.0,189.193761213,1,1.0,1.0
0,2018,7,5.0,1.0,158.8,-158.8,158.8,198.18696,-154.97778,0.0,-3.8222222,1.2613333,-1.2613333,66.8242313086,1,1.0,1.0
0,2018,7,6.0,1.0,158.8,-158.8,158.8,49.349092,0.0,141.2,-300.0,99.0,-99.0,126.975955435,1,1.0,1.0
0,2018,7,7.0,1.0,158.8,-158.8,158.8,200.0,-158.8,0.0,0.0,0.0,0.0,53.2245140498,1,1.0,1.0
0,2018,7,8.0,1.0,158.8,-158.8,158.8,51.162131,0.0,141.2,-300.0,99.0,-99.0,191.498451498,1,1.0,1.0
0,2018,7,9.0,1.0,158.8,-158.8,158.8,0.0,0.0,48.53666,-207.33666,68.421098,-68.421098,87.7047915738,1,1.0,1.0
0,2018,7,10.0,1.0,158.8,-158.8,158.8,148.83787,-156.88889,0.0,-1.9111111,0.63066667,-0.63066667,11.8840479218,1,1.0,1.0
0,2018,7,11.0,1.0,158.8,-158.8,158.8,0.0,0.0,141.2,-300.0,99.0,-99.0,159.737091649,1,1.0,1.0
0,2018,7,12.0,1.0,158.8,-158.8,158.8,150.65091,-158.8,0.0,0.0,0.0,0.0,9.54634790375,1,1.0,1.0
0,2018,7,13.0,1.0,158.8,-158.8,158.8,200.0,-52.018511,0.0,-106.78149,35.237891,-35.237891,10.5612266684,1,1.0,1.0
0,2018,7,14.0,1.0,158.8,-158.8,158.8,51.162131,0.0,141.2,-300.0,99.0,-99.0,165.247188892,1,1.0,1.0
0,2018,7,15.0,1.0,158.8,-158.8,158.8,200.0,-156.88889,0.0,-1.9111111,0.63066667,-0.63066667,27.9741066992,1,1.0,1.0
0,2018,7,16.0,1.0,158.8,-158.8,158.8,51.162131,0.0,141.2,-300.0,99.0,-99.0,197.376717917,1,1.0,1.0
0,2018,7,17.0,1.0,158.8,-158.8,158.8,200.0,-156.88889,0.0,-1.9111111,0.63066667,-0.63066667,55.7090931723,1,1.0,1.0
