npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,prefix,ProbabilityWeight-h2_storage_capacity,PointProbability,ProbabilityWeight-ft_capacity,ProbabilityWeight-htse_capacity
894.0,-614.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1424445370.51,6852772.56715,1424445370.51,1429291012.46,1419599728.56,1420084292.75,1428806448.27,2.0,46960491857100.0,0.0013760884514,664,0.111113311568,1.19052167158e-13,0.111111111111,0.111460957179
894.0,-879.0,-11007.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1422786662.84,4713976.33067,1422786662.84,1426119947.47,1419453378.21,1419786706.67,1425786619.01,2.0,22221572846200.0,0.00068415697019,541,0.111113311568,1.19052167158e-13,0.111111111111,0.0554156171285
894.0,-350.0,-6573.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1422438117.25,2090878.04535,1422438117.25,1423916591.3,1420959643.21,1421107490.61,1423768743.89,2.0,4371771000530.0,0.00136831394038,787,0.111113311568,1.19052167158e-13,0.111111111111,0.110831234257
894.0,-791.0,-11007.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,412380.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1421216661.99,2185786.69078,1421216661.99,1422762246.58,1419671077.4,1419825635.86,1422607688.12,2.0,4777663457570.0,0.00136830232708,572,0.111112368515,1.19052167158e-13,0.111111111111,0.110831234257
894.0,-526.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,530203.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1417224176.14,4343262.99469,1417224176.14,1420295326.85,1414153025.42,1414460140.49,1419988211.78,2.0,18863933441100.0,0.00068416277684,695,0.0555571273102,1.19052167158e-13,0.111111111111,0.110831234257
894.0,-262.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,294557.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1413011004.67,9212444.9877,1413011004.67,1419525186.99,1406496822.35,1407148240.58,1418873768.76,2.0,84869142651400.0,0.0013760884514,858,0.111113311568,1.19052167158e-13,0.111111111111,0.111460957179
894.0,-350.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1411303482.96,12128531.5125,1411303482.96,1419879649.84,1402727316.08,1403584932.77,1419022033.15,2.0,147101276649000.0,0.00136831394038,827,0.111113311568,1.19052167158e-13,0.111111111111,0.110831234257
894.0,-703.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1407726400.36,1512099.21641,1407726400.36,1408795615.97,1406657184.75,1406764106.31,1408688694.41,2.0,2286444040280.0,0.000687921593205,603,0.0555467537293,1.19052167158e-13,0.111111111111,0.111460957179
894.0,-526.0,-6573.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,176734.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1407412399.1,4685334.81701,1407412399.1,1410725431.12,1404099367.08,1404430670.28,1410394127.92,2.0,21952362347500.0,0.00136831394038,735,0.111113311568,1.19052167158e-13,0.111111111111,0.110831234257
894.0,-526.0,-6573.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1406779861.03,3135716.28566,1406779861.03,1408997147.28,1404562574.78,1404784303.4,1408775418.65,2.0,9832716624180.0,0.000684035030532,705,0.0555467537293,1.19052167158e-13,0.111111111111,0.110831234257
894.0,-614.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,412380.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1405303657.24,7423566.07954,1405303657.24,1410552911.15,1400054403.32,1400579328.71,1410027985.76,2.0,55109333337300.0,0.00137607677212,674,0.111112368515,1.19052167158e-13,0.111111111111,0.111460957179
894.0,-879.0,-11007.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1405204178.4,1093886.48417,1405204178.4,1405977672.96,1404430683.85,1404508033.31,1405900323.5,2.0,1196587640260.0,0.000342017515266,501,0.0555467537293,1.19052167158e-13,0.111111111111,0.0554156171285
894.0,-703.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1401032144.85,2834915.34353,1401032144.85,1403036732.71,1399027556.98,1399228015.77,1402836273.92,2.0,8036745004970.0,0.0013760884514,643,0.111113311568,1.19052167158e-13,0.111111111111,0.111460957179
894.0,-879.0,-11007.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,294557.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1400588021.51,3078925.23819,1400588021.51,1402765150.43,1398410892.6,1398628605.49,1402547437.53,2.0,9479780622380.0,0.00068415697019,551,0.111113311568,1.19052167158e-13,0.111111111111,0.0554156171285
894.0,-791.0,-11007.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1399734328.6,1962431.82404,1399734328.6,1401121977.45,1398346679.75,1398485444.64,1400983212.57,2.0,3851138664020.0,0.00136831394038,582,0.111113311568,1.19052167158e-13,0.111111111111,0.110831234257
894.0,-350.0,-6573.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,530203.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1398737936.04,6972135.34588,1398737936.04,1403667980.22,1393807891.86,1394300896.28,1403174975.8,2.0,48610671281200.0,0.00068416277684,797,0.0555571273102,1.19052167158e-13,0.111111111111,0.110831234257
894.0,-791.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,58911.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1397559506.28,2347813.82319,1397559506.28,1399219661.36,1395899351.21,1396065366.71,1399053645.85,2.0,5512229748380.0,0.00136819780737,612,0.11110388104,1.19052167158e-13,0.111111111111,0.110831234257
894.0,-438.0,-6573.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1396044001.59,5715426.25681,1396044001.59,1400085418.26,1392002584.93,1392406726.6,1399681276.59,2.0,32666097297100.0,0.00136831394038,766,0.111113311568,1.19052167158e-13,0.111111111111,0.110831234257
894.0,-438.0,-6573.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,412380.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1384889949.65,8686786.71796,1384889949.65,1391032435.45,1378747463.86,1379361712.43,1390418186.87,2.0,75460263483300.0,0.00136830232708,776,0.111112368515,1.19052167158e-13,0.111111111111,0.110831234257
894.0,-262.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1384746872.66,5368875.17477,1384746872.66,1388543240.7,1380950504.61,1381330141.42,1388163603.9,2.0,28824820642300.0,0.0013760884514,868,0.111113311568,1.19052167158e-13,0.111111111111,0.111460957179
894.0,-350.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,176734.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1382689777.48,8223034.43201,1382689777.48,1388504340.89,1376875214.08,1377456670.42,1387922884.55,2.0,67618295270100.0,0.00136831394038,837,0.111113311568,1.19052167158e-13,0.111111111111,0.110831234257
894.0,-526.0,-6573.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1379980032.49,900016.53258,1379980032.49,1380616440.28,1379343624.7,1379407265.48,1380552799.5,2.0,810029758917.0,0.00136831394038,745,0.111113311568,1.19052167158e-13,0.111111111111,0.110831234257
894.0,-614.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1375245776.99,1863617.53159,1375245776.99,1376563553.58,1373928000.39,1374059778.05,1376431775.92,2.0,3473070304040.0,0.0013760884514,684,0.111113311568,1.19052167158e-13,0.111111111111,0.111460957179
894.0,-791.0,-11007.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,530203.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1374530155.68,6150488.8299,1374530155.68,1378879208.04,1370181103.32,1370616008.56,1378444302.81,2.0,37828512846800.0,0.00068416277684,592,0.0555571273102,1.19052167158e-13,0.111111111111,0.110831234257
894.0,-614.0,-6573.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,58911.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1373926474.82,4686439.34544,1373926474.82,1377240287.86,1370612661.78,1370944043.09,1376908906.56,2.0,21962713738500.0,0.00137597165855,714,0.11110388104,1.19052167158e-13,0.111111111111,0.111460957179
894.0,-879.0,-11007.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1372248396.3,206732.020001,1372248396.3,1372394577.91,1372102214.69,1372116832.85,1372379959.75,2.0,42738128093.5,0.00068415697019,561,0.111113311568,1.19052167158e-13,0.111111111111,0.0554156171285
894.0,-791.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1368347511.63,3393761.48626,1368347511.63,1370747263.39,1365947759.87,1366187735.04,1370507288.21,2.0,11517617025600.0,0.00136831394038,622,0.111113311568,1.19052167158e-13,0.111111111111,0.110831234257
894.0,-350.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1366344288.18,1593170.45847,1366344288.18,1367470829.81,1365217746.54,1365330400.7,1367358175.65,2.0,2538192109730.0,0.00136831394038,847,0.111113311568,1.19052167158e-13,0.111111111111,0.110831234257
894.0,-703.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,294557.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1364720195.95,32683.9945258,1364720195.95,1364743307.02,1364697084.87,1364699395.98,1364740995.91,2.0,1068243498.16,0.0013760884514,653,0.111113311568,1.19052167158e-13,0.111111111111,0.111460957179
894.0,-438.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,58911.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1361294817.84,1047778.52397,1361294817.84,1362035709.14,1360553926.54,1360628015.67,1361961620.01,2.0,1097839835290.0,0.00136819780737,816,0.11110388104,1.19052167158e-13,0.111111111111,0.110831234257
894.0,-262.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,412380.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1360105280.25,3890180.06607,1360105280.25,1362856052.95,1357354507.54,1357629584.81,1362580975.68,2.0,15133500946400.0,0.00137607677212,878,0.111112368515,1.19052167158e-13,0.111111111111,0.111460957179
894.0,-438.0,-6573.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1352423767.34,6158151.69122,1352423767.34,1356778238.16,1348069296.51,1348504743.6,1356342791.07,2.0,37922832252100.0,0.00136831394038,786,0.111113311568,1.19052167158e-13,0.111111111111,0.110831234257
894.0,-526.0,-6573.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,294557.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1350587963.06,989633.312411,1350587963.06,1351287739.48,1349888186.63,1349958164.27,1351217761.84,2.0,979374093034.0,0.00136831394038,755,0.111113311568,1.19052167158e-13,0.111111111111,0.110831234257
894.0,-614.0,-6573.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1347305697.28,2214386.06665,1347305697.28,1348871504.69,1345739889.88,1345896470.62,1348714923.95,2.0,4903505652170.0,0.0013760884514,724,0.111113311568,1.19052167158e-13,0.111111111111,0.111460957179
894.0,-791.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,176734.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1344848704.87,6528882.44593,1344848704.87,1349465321.92,1340232087.82,1340693749.52,1349003660.21,2.0,42626305992800.0,0.00136831394038,632,0.111113311568,1.19052167158e-13,0.111111111111,0.110831234257
894.0,-614.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,530203.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1342975843.47,8730418.21889,1342975843.47,1349149181.4,1336802505.55,1337419839.34,1348531847.61,2.0,76220202276700.0,0.000688050065345,694,0.0555571273102,1.19052167158e-13,0.111111111111,0.111460957179
894.0,-703.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1342716866.29,1869791.50132,1342716866.29,1344039008.54,1341394724.04,1341526938.26,1343906794.31,2.0,3496120258410.0,0.0013760884514,663,0.111113311568,1.19052167158e-13,0.111111111111,0.111460957179
894.0,-262.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,58911.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1342101142.44,1914676.31662,1342101142.44,1343455023.05,1340747261.83,1340882649.89,1343319634.99,2.0,3665985397420.0,0.000687985829275,918,0.11110388104,1.19052167158e-13,0.0555555555556,0.111460957179
894.0,-879.0,-11007.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,412380.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1339961509.02,2565178.61476,1339961509.02,1341775364.21,1338147653.83,1338329039.35,1341593978.69,2.0,6580141325620.0,0.00068415116354,571,0.111112368515,1.19052167158e-13,0.111111111111,0.0554156171285
894.0,-262.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1338053644.53,7831589.3857,1338053644.53,1343591414.49,1332515874.57,1333069651.56,1343037637.5,2.0,61333792306200.0,0.000343960796603,908,0.0555467537293,1.19052167158e-13,0.0555555555556,0.111460957179
894.0,-262.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1336720869.14,6132977.5431,1336720869.14,1341057539.15,1332384199.13,1332817866.13,1340623872.15,2.0,37613413544200.0,0.0013760884514,888,0.111113311568,1.19052167158e-13,0.111111111111,0.111460957179
894.0,-350.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,294557.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1336716436.16,8907615.16552,1336716436.16,1343015071.25,1330417801.07,1331047664.58,1342385207.74,2.0,79345607937000.0,0.00136831394038,857,0.111113311568,1.19052167158e-13,0.111111111111,0.110831234257
894.0,-438.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1336132010.1,6313798.1715,1336132010.1,1340596539.6,1331667480.6,1332113933.55,1340150086.65,2.0,39864047350400.0,0.00136831394038,826,0.111113311568,1.19052167158e-13,0.111111111111,0.110831234257
894.0,-526.0,-6573.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1325331756.81,4175697.68193,1325331756.81,1328284420.95,1322379092.66,1322674359.08,1327989154.54,2.0,17436451130900.0,0.00136831394038,765,0.111113311568,1.19052167158e-13,0.111111111111,0.110831234257
894.0,-438.0,-6573.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,530203.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1322626368.8,6281565.7008,1322626368.8,1327068106.5,1318184631.09,1318628804.86,1326623932.73,2.0,39458067653400.0,0.00068416277684,796,0.0555571273102,1.19052167158e-13,0.111111111111,0.110831234257
894.0,-614.0,-6573.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,176734.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1319083740.8,158831.308485,1319083740.8,1319196051.5,1318971430.11,1318982661.17,1319184820.43,2.0,25227384555.1,0.0013760884514,734,0.111113311568,1.19052167158e-13,0.111111111111,0.111460957179
894.0,-614.0,-6573.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1318591077.46,357878.153761,1318591077.46,1318844135.52,1318338019.39,1318363325.19,1318818829.72,2.0,128076772939.0,0.000687921593205,704,0.0555467537293,1.19052167158e-13,0.111111111111,0.111460957179
894.0,-703.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,412380.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1317786019.06,2255227.66434,1317786019.06,1319380705.83,1316191332.28,1316350800.96,1319221237.15,2.0,5086051818010.0,0.00137607677212,673,0.111112368515,1.19052167158e-13,0.111111111111,0.111460957179
894.0,-438.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1316383637.77,7022343.19366,1316383637.77,1321349184.26,1311418091.28,1311914645.93,1320852629.61,2.0,49313303929600.0,0.000684035030532,806,0.0555467537293,1.19052167158e-13,0.111111111111,0.110831234257
894.0,-879.0,-11007.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1315357248.74,1784121.63706,1315357248.74,1316618813.24,1314095684.23,1314221840.68,1316492656.79,2.0,3183090015840.0,0.00068415697019,581,0.111113311568,1.19052167158e-13,0.111111111111,0.0554156171285
894.0,-791.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1313858346.72,5034270.43228,1313858346.72,1317418113.48,1310298579.96,1310654556.63,1317062136.8,2.0,25343878785400.0,0.00136831394038,642,0.111113311568,1.19052167158e-13,0.111111111111,0.110831234257
894.0,-791.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1313747231.37,4363362.53802,1313747231.37,1316832594.61,1310661868.13,1310970404.46,1316524058.29,2.0,19038932638200.0,0.000684035030532,602,0.0555467537293,1.19052167158e-13,0.111111111111,0.110831234257
894.0,-879.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,58911.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1311514642.15,1627788.7182,1311514642.15,1312665662.6,1310363621.71,1310478723.76,1312550560.55,2.0,2649696111110.0,0.000684098903686,611,0.11110388104,1.19052167158e-13,0.111111111111,0.0554156171285
894.0,-350.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1308771943.64,4039845.93986,1308771943.64,1311628546.09,1305915341.18,1306201001.42,1311342885.85,2.0,16320355217800.0,0.00136831394038,867,0.111113311568,1.19052167158e-13,0.111111111111,0.110831234257
894.0,-262.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,530203.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1305787255.7,2710386.31893,1305787255.7,1307703788.25,1303870723.16,1304062376.41,1307512134.99,2.0,7346193997870.0,0.000688050065345,898,0.0555571273102,1.19052167158e-13,0.111111111111,0.111460957179
894.0,-526.0,-6573.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,412380.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1299981753.3,3336514.66066,1299981753.3,1302341025.44,1297622481.15,1297858408.37,1302105098.22,2.0,11132330080800.0,0.00136830232708,775,0.111112368515,1.19052167158e-13,0.111111111111,0.110831234257
894.0,-438.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,176734.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1298722681.11,1698917.9394,1298722681.11,1299923997.5,1297521364.71,1297641496.35,1299803865.87,2.0,2886322164810.0,0.00136831394038,836,0.111113311568,1.19052167158e-13,0.111111111111,0.110831234257
894.0,-614.0,-6573.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1294917907.01,1181398.00666,1294917907.01,1295753281.56,1294082532.47,1294166069.93,1295669744.1,2.0,1395701250130.0,0.0013760884514,744,0.111113311568,1.19052167158e-13,0.111111111111,0.111460957179
894.0,-703.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1292546972.06,2777457.11871,1292546972.06,1294510930.83,1290583013.3,1290779409.18,1294314534.95,2.0,7714268046270.0,0.0013760884514,683,0.111113311568,1.19052167158e-13,0.111111111111,0.111460957179
894.0,-879.0,-11007.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,530203.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1292405200.62,4243498.39254,1292405200.62,1295405807.11,1289404594.13,1289704654.78,1295105746.46,2.0,18007278607500.0,0.00034208138842,591,0.0555571273102,1.19052167158e-13,0.111111111111,0.0554156171285
894.0,-879.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1289918444.24,2708671.93737,1289918444.24,1291833764.54,1288003123.95,1288194655.98,1291642232.51,2.0,7336903664320.0,0.00068415697019,621,0.111113311568,1.19052167158e-13,0.111111111111,0.0554156171285
894.0,-703.0,-6573.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,58911.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1288576846.39,328725.637024,1288576846.39,1288809290.52,1288344402.26,1288367646.68,1288786046.11,2.0,108060544437.0,0.00137597165855,713,0.11110388104,1.19052167158e-13,0.111111111111,0.111460957179
894.0,-791.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,294557.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1286699777.85,1616639.72214,1286699777.85,1287842914.76,1285556640.94,1285670954.64,1287728601.07,2.0,2613523991190.0,0.00136831394038,652,0.111113311568,1.19052167158e-13,0.111111111111,0.110831234257
894.0,-350.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,412380.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1281063562.66,5743172.51463,1281063562.66,1285124598.89,1277002526.43,1277408630.06,1284718495.27,2.0,32984030532800.0,0.00136830232708,877,0.111112368515,1.19052167158e-13,0.111111111111,0.110831234257
894.0,-791.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1271419371.77,1762708.14135,1271419371.77,1272665794.65,1270172948.89,1270297591.18,1272541152.36,2.0,3107139991570.0,0.00136831394038,662,0.111113311568,1.19052167158e-13,0.111111111111,0.110831234257
894.0,-614.0,-6573.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,294557.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1265169627.79,1659944.90562,1265169627.79,1266343386.09,1263995869.49,1264113245.32,1266226010.26,2.0,2755417089690.0,0.0013760884514,754,0.111113311568,1.19052167158e-13,0.111111111111,0.111460957179
894.0,-703.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,530203.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1264405739.16,1719772.6413,1264405739.16,1265621802.06,1263189676.26,1263311282.55,1265500195.77,2.0,2957617937760.0,0.000688050065345,693,0.0555571273102,1.19052167158e-13,0.111111111111,0.111460957179
894.0,-526.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,58911.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1263916749.21,7384700.8575,1263916749.21,1269138521.27,1258694977.16,1259217154.36,1268616344.06,2.0,54533806754800.0,0.00136819780737,815,0.11110388104,1.19052167158e-13,0.111111111111,0.110831234257
894.0,-438.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1262472023.47,3636390.54627,1262472023.47,1265043339.88,1259900707.05,1260157838.7,1264786208.24,2.0,13223336205000.0,0.00136831394038,846,0.111113311568,1.19052167158e-13,0.111111111111,0.110831234257
894.0,-526.0,-6573.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1260440296.98,1698376.8941,1260440296.98,1261641230.8,1259239363.16,1259359456.54,1261521137.41,2.0,2884484074400.0,0.00136831394038,785,0.111113311568,1.19052167158e-13,0.111111111111,0.110831234257
894.0,-879.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,176734.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1258935797.27,3827461.68092,1258935797.27,1261642221.38,1256229373.16,1256500015.57,1261371578.97,2.0,14649462918900.0,0.00068415697019,631,0.111113311568,1.19052167158e-13,0.111111111111,0.0554156171285
894.0,-703.0,-6573.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1258646637.06,8487921.93961,1258646637.06,1264648504.23,1252644769.9,1253244956.62,1264048317.51,2.0,72044818852900.0,0.0013760884514,723,0.111113311568,1.19052167158e-13,0.111111111111,0.111460957179
894.0,-350.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1250882591.39,221012.530674,1250882591.39,1251038870.85,1250726311.93,1250741939.87,1251023242.9,2.0,48846538714.8,0.00136831394038,887,0.111113311568,1.19052167158e-13,0.111111111111,0.110831234257
894.0,-350.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1247102288.08,2995494.07631,1247102288.08,1249220422.26,1244984153.91,1245195967.32,1249008608.84,2.0,8972984761190.0,0.000342017515266,907,0.0555467537293,1.19052167158e-13,0.0555555555556,0.110831234257
894.0,-350.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,58911.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1246641738.36,4279205.5534,1246641738.36,1249667593.63,1243615883.1,1243918468.62,1249365008.1,2.0,18311600168300.0,0.000684098903686,917,0.11110388104,1.19052167158e-13,0.0555555555556,0.110831234257
894.0,-438.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,294557.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1244395302.91,4191134.86944,1244395302.91,1247358882.8,1241431723.02,1241728081.01,1247062524.81,2.0,17565611493800.0,0.00136831394038,856,0.111113311568,1.19052167158e-13,0.111111111111,0.110831234257
894.0,-526.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1240629082.12,559980.214841,1240629082.12,1241025047.93,1240233116.31,1240272712.89,1240985451.35,2.0,313577841013.0,0.00136831394038,825,0.111113311568,1.19052167158e-13,0.111111111111,0.110831234257
