smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,co2_location_label,fuel_region_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity,prefix,PointProbability,ProbabilityWeight-ft_capacity
720.0,-705.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,226653114.628,2045654.94829,226653114.628,228099611.114,225206618.142,225351267.791,227954961.465,2.0,4184704167470.0,0.000687141726076,0.0556451612903,0.111112744118,331,1.21719856843e-13,0.111136071887
720.0,-636.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,216413694.205,1275725.38866,216413694.205,217315768.278,215511620.131,215601827.539,217225560.871,2.0,1627475267270.0,0.000686939667721,0.111290322581,0.0555560781178,292,1.21719856843e-13,0.111103979461
720.0,-636.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,472511.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,203432187.715,88112.0681398,203432187.715,203494492.356,203369883.074,203376113.538,203488261.892,2.0,7763736551.87,0.001374276181,0.111290322581,0.111112156236,352,1.21719856843e-13,0.111136071887
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,203409139.641,2328095.69594,203409139.641,205055351.895,201762927.387,201927548.612,204890730.669,2.0,5420029569460.0,0.000686943302245,0.0556451612903,0.111112744118,281,1.21719856843e-13,0.111103979461
720.0,-705.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,183852749.047,2160742.4927,183852749.047,185380624.716,182324873.378,182477660.944,185227837.149,2.0,4668808119750.0,0.000687138090502,0.0556451612903,0.111112156236,341,1.21719856843e-13,0.111136071887
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,164241230.28,2231181.16546,164241230.28,165818913.612,162663546.947,162821315.281,165661145.278,2.0,4978169393090.0,0.00034346983386,0.0556451612903,0.0555560781178,291,1.21719856843e-13,0.111103979461
720.0,-705.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,472511.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,147351913.534,602758.198824,147351913.534,147778127.944,146925699.124,146968320.565,147735506.503,2.0,363317446250.0,0.000687138090502,0.0556451612903,0.111112156236,351,1.21719856843e-13,0.111136071887
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-143370014938.0,743.511753453,-143370014938.0,-143370014412.0,-143370015463.0,-143370015411.0,-143370014465.0,2.0,552809.727523,0.000171716744308,0.0556451612903,0.0555501992922,1,1.21719856843e-13,0.0555519897304
720.0,-636.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-326043273734.0,76277.9575537,-326043273734.0,-326043219797.0,-326043327671.0,-326043322277.0,-326043225191.0,2.0,5818326808.56,0.000686866977231,0.111290322581,0.0555501992922,102,1.21719856843e-13,0.111103979461
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-508716333707.0,275165.051358,-508716333707.0,-508716139136.0,-508716528278.0,-508716508821.0,-508716158593.0,2.0,75715805489.0,0.000686866977231,0.111290322581,0.0555501992922,203,1.21719856843e-13,0.111103979461
720.0,-498.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-691387099975.0,836028.556646,-691387099975.0,-691386508814.0,-691387691137.0,-691387632021.0,-691386567930.0,2.0,698943747527.0,0.000682086644385,0.110483870968,0.0555501992922,304,1.21719856843e-13,0.111136071887
720.0,-636.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-86061846606600.0,121983.244939,-86061846606600.0,-86061846520300.0,-86061846692800.0,-86061846684200.0,-86061846528900.0,2.0,14879912045.8,0.00034346983386,0.111290322581,0.0555560781178,92,1.21719856843e-13,0.0555519897304
720.0,-567.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-86244520145100.0,908268.617308,-86244520145100.0,-86244519502900.0,-86244520787400.0,-86244520723100.0,-86244519567100.0,2.0,824951881187.0,0.000686939667721,0.111290322581,0.0555560781178,193,1.21719856843e-13,0.111103979461
720.0,-498.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-86427193164500.0,65741.3305343,-86427193164500.0,-86427193118100.0,-86427193211000.0,-86427193206400.0,-86427193122700.0,2.0,4321922540.41,0.000681961844042,0.110483870968,0.0555560781178,294,1.21719856843e-13,0.111103979461
720.0,-636.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-88357947222700.0,98369.3145444,-88357947222700.0,-88357947153100.0,-88357947292200.0,-88357947285300.0,-88357947160100.0,2.0,9676522043.93,0.000686943302245,0.111290322581,0.111112744118,82,1.21719856843e-13,0.0555519897304
720.0,-567.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-88540619182200.0,562318.303991,-88540619182200.0,-88540618784500.0,-88540619579800.0,-88540619540000.0,-88540618824300.0,2.0,316201875004.0,0.00137388660449,0.111290322581,0.111112744118,183,1.21719856843e-13,0.111103979461
720.0,-498.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-88723292805300.0,769864.905551,-88723292805300.0,-88723292260900.0,-88723293349700.0,-88723293295300.0,-88723292315400.0,2.0,592691972799.0,0.00136393090446,0.110483870968,0.111112744118,284,1.21719856843e-13,0.111103979461
720.0,-636.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-90654071886700.0,336979.978788,-90654071886700.0,-90654071648400.0,-90654072124900.0,-90654072101100.0,-90654071672200.0,2.0,113555506104.0,0.000686943302245,0.111290322581,0.111112744118,72,1.21719856843e-13,0.0555519897304
720.0,-567.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-90836745890300.0,285250.742521,-90836745890300.0,-90836745688600.0,-90836746092000.0,-90836746071800.0,-90836745708700.0,2.0,81367986108.7,0.00137388660449,0.111290322581,0.111112744118,173,1.21719856843e-13,0.111103979461
720.0,-498.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-91019415812000.0,362525.33821,-91019415812000.0,-91019415555600.0,-91019416068300.0,-91019416042700.0,-91019415581300.0,2.0,131424620844.0,0.00136393090446,0.110483870968,0.111112744118,274,1.21719856843e-13,0.111103979461
720.0,-636.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-92950172694700.0,667809.973686,-92950172694700.0,-92950172222500.0,-92950173166900.0,-92950173119700.0,-92950172269700.0,2.0,445970160955.0,0.000686939667721,0.111290322581,0.111112156236,62,1.21719856843e-13,0.0555519897304
720.0,-567.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-93132846225200.0,,-93132846225200.0,-93132846225200.0,-93132846225200.0,-93132846225200.0,-93132846225200.0,1.0,,0.00137387933544,0.111290322581,0.111112156236,163,1.21719856843e-13,0.111103979461
720.0,-498.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-93315517311600.0,3073922.43473,-93315517311600.0,-93315515138000.0,-93315519485200.0,-93315519267800.0,-93315515355400.0,2.0,9448999134720.0,0.00136392368808,0.110483870968,0.111112156236,264,1.21719856843e-13,0.111103979461
720.0,-636.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,472511.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-95246272550300.0,784336.983828,-95246272550300.0,-95246271995700.0,-95246273104900.0,-95246273049500.0,-95246272051200.0,2.0,615184504200.0,0.000686939667721,0.111290322581,0.111112156236,52,1.21719856843e-13,0.0555519897304
720.0,-567.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,472511.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-95428943479400.0,75373.8374183,-95428943479400.0,-95428943426100.0,-95428943532700.0,-95428943527400.0,-95428943431400.0,2.0,5681215367.15,0.00137387933544,0.111290322581,0.111112156236,153,1.21719856843e-13,0.111103979461
720.0,-498.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,472511.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-95611620866200.0,359638.486387,-95611620866200.0,-95611620611900.0,-95611621120500.0,-95611621095000.0,-95611620637300.0,2.0,129339840891.0,0.00136392368808,0.110483870968,0.111112156236,254,1.21719856843e-13,0.111103979461
720.0,-430.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-96545708110000.0,3602766.70145,-96545708110000.0,-96545705562500.0,-96545710657600.0,-96545710402800.0,-96545705817200.0,2.0,12979927905000.0,0.00136431765795,0.110483870968,0.111112156236,345,1.21719856843e-13,0.111136071887
720.0,-636.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-97542373842500.0,601538.721862,-97542373842500.0,-97542373417100.0,-97542374267800.0,-97542374225300.0,-97542373459600.0,2.0,361848833900.0,0.000686939667721,0.111290322581,0.111112156236,42,1.21719856843e-13,0.0555519897304
720.0,-567.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-97725047038100.0,273157.86864,-97725047038100.0,-97725046845000.0,-97725047231300.0,-97725047212000.0,-97725046864300.0,2.0,74615221200.1,0.00137387933544,0.111290322581,0.111112156236,143,1.21719856843e-13,0.111103979461
720.0,-498.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-97907719858200.0,340934.130957,-97907719858200.0,-97907719617100.0,-97907720099300.0,-97907720075200.0,-97907719641200.0,2.0,116236081651.0,0.00136392368808,0.110483870968,0.111112156236,244,1.21719856843e-13,0.111103979461
720.0,-430.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-98841805940400.0,1836965.88098,-98841805940400.0,-98841804641500.0,-98841807239400.0,-98841807109500.0,-98841804771400.0,2.0,3374443647890.0,0.00136432487641,0.110483870968,0.111112744118,335,1.21719856843e-13,0.111136071887
720.0,-636.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-99838472968700.0,987899.259646,-99838472968700.0,-99838472270200.0,-99838473667300.0,-99838473597400.0,-99838472340000.0,2.0,975944947210.0,0.000686943302245,0.111290322581,0.111112744118,32,1.21719856843e-13,0.0555519897304
720.0,-567.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-100021145416000.0,1185739.09706,-100021145416000.0,-100021144577000.0,-100021146254000.0,-100021146170000.0,-100021144661000.0,2.0,1405977206300.0,0.00137388660449,0.111290322581,0.111112744118,133,1.21719856843e-13,0.111103979461
720.0,-498.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-100203820424000.0,67038.9819632,-100203820424000.0,-100203820376000.0,-100203820471000.0,-100203820466000.0,-100203820381000.0,2.0,4494225102.66,0.00136393090446,0.110483870968,0.111112744118,234,1.21719856843e-13,0.111103979461
720.0,-430.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-101137930549000.0,773018.10461,-101137930549000.0,-101137930003000.0,-101137931096000.0,-101137931041000.0,-101137930057000.0,2.0,597556990055.0,0.00136432487641,0.110483870968,0.111112744118,325,1.21719856843e-13,0.111136071887
720.0,-636.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-102134598677000.0,785137.517092,-102134598677000.0,-102134598122000.0,-102134599233000.0,-102134599177000.0,-102134598178000.0,2.0,616440920746.0,0.000686943302245,0.111290322581,0.111112744118,22,1.21719856843e-13,0.0555519897304
720.0,-567.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-102317272331000.0,1310239.96255,-102317272331000.0,-102317271404000.0,-102317273257000.0,-102317273165000.0,-102317271497000.0,2.0,1716728759460.0,0.00137388660449,0.111290322581,0.111112744118,123,1.21719856843e-13,0.111103979461
720.0,-498.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-102499945825000.0,953965.006343,-102499945825000.0,-102499945150000.0,-102499946500000.0,-102499946432000.0,-102499945218000.0,2.0,910049233328.0,0.00136393090446,0.110483870968,0.111112744118,224,1.21719856843e-13,0.111103979461
720.0,-430.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-103434030767000.0,7234.15536183,-103434030767000.0,-103434030762000.0,-103434030772000.0,-103434030771000.0,-103434030762000.0,2.0,52333003.7991,0.00136424547336,0.110483870968,0.11110627741,315,1.21719856843e-13,0.111136071887
720.0,-636.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-104430699360000.0,215597.166943,-104430699360000.0,-104430699208000.0,-104430699512000.0,-104430699497000.0,-104430699223000.0,2.0,46482138393.8,0.000686903322476,0.111290322581,0.11110627741,12,1.21719856843e-13,0.0555519897304
720.0,-567.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-104613371875000.0,1979459.64199,-104613371875000.0,-104613370475000.0,-104613373274000.0,-104613373134000.0,-104613370615000.0,2.0,3918260474270.0,0.00137380664495,0.111290322581,0.11110627741,113,1.21719856843e-13,0.111103979461
720.0,-498.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-104796044681000.0,3501672.02059,-104796044681000.0,-104796042205000.0,-104796047157000.0,-104796046909000.0,-104796042452000.0,2.0,12261706939800.0,0.00136385152434,0.110483870968,0.11110627741,214,1.21719856843e-13,0.111103979461
720.0,-430.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-105729890597000.0,906209.942206,-105729890597000.0,-105729889956000.0,-105729891238000.0,-105729891174000.0,-105729890020000.0,2.0,821216459353.0,0.000682086644385,0.110483870968,0.0555501992922,305,1.21719856843e-13,0.111136071887
720.0,-636.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-106726556434000.0,708849.66682,-106726556434000.0,-106726555933000.0,-106726556936000.0,-106726556885000.0,-106726555983000.0,2.0,502467850150.0,0.000343433488615,0.111290322581,0.0555501992922,2,1.21719856843e-13,0.0555519897304
720.0,-567.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-106909230092000.0,249909.225189,-106909230092000.0,-106909229916000.0,-106909230269000.0,-106909230251000.0,-106909229933000.0,2.0,62454620834.8,0.000686866977231,0.111290322581,0.0555501992922,103,1.21719856843e-13,0.111103979461
720.0,-498.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-107091900020000.0,1351003.60782,-107091900020000.0,-107091899065000.0,-107091900976000.0,-107091900880000.0,-107091899161000.0,2.0,1825210748350.0,0.000681889680294,0.110483870968,0.0555501992922,204,1.21719856843e-13,0.111103979461
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-191465692246000.0,1130100.86402,-191465692246000.0,-191465691447000.0,-191465693045000.0,-191465692965000.0,-191465691527000.0,2.0,1277127962860.0,0.000681961844042,0.110483870968,0.0555560781178,295,1.21719856843e-13,0.111103979461
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-192645032262000.0,1114992.57747,-192645032262000.0,-192645031473000.0,-192645033050000.0,-192645032971000.0,-192645031552000.0,2.0,1243208447810.0,0.00034346983386,0.111290322581,0.0555560781178,93,1.21719856843e-13,0.0555519897304
720.0,-498.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-192827706515000.0,1401647.58986,-192827706515000.0,-192827705524000.0,-192827707506000.0,-192827707407000.0,-192827705623000.0,2.0,1964615966170.0,0.000681961844042,0.110483870968,0.0555560781178,194,1.21719856843e-13,0.111103979461
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-193761794686000.0,529711.19068,-193761794686000.0,-193761794311000.0,-193761795061000.0,-193761795023000.0,-193761794349000.0,2.0,280593945531.0,0.00136393090446,0.110483870968,0.111112744118,285,1.21719856843e-13,0.111103979461
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-194941134716000.0,1059013.36428,-194941134716000.0,-194941133967000.0,-194941135465000.0,-194941135390000.0,-194941134042000.0,2.0,1121509305720.0,0.000686943302245,0.111290322581,0.111112744118,83,1.21719856843e-13,0.0555519897304
720.0,-498.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-195123805489000.0,384147.978569,-195123805489000.0,-195123805218000.0,-195123805761000.0,-195123805734000.0,-195123805245000.0,2.0,147569669438.0,0.00136393090446,0.110483870968,0.111112744118,184,1.21719856843e-13,0.111103979461
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-196057915563000.0,3007917.51909,-196057915563000.0,-196057913436000.0,-196057917690000.0,-196057917477000.0,-196057913649000.0,2.0,9047567801660.0,0.00136393090446,0.110483870968,0.111112744118,275,1.21719856843e-13,0.111103979461
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-197237256901000.0,142935.006691,-197237256901000.0,-197237256800000.0,-197237257002000.0,-197237256992000.0,-197237256810000.0,2.0,20430416137.7,0.000686943302245,0.111290322581,0.111112744118,73,1.21719856843e-13,0.0555519897304
720.0,-498.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-197419929603000.0,12225.2354312,-197419929603000.0,-197419929594000.0,-197419929612000.0,-197419929611000.0,-197419929595000.0,2.0,149456381.349,0.00136393090446,0.110483870968,0.111112744118,174,1.21719856843e-13,0.111103979461
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-198354017714000.0,2438234.8858,-198354017714000.0,-198354015990000.0,-198354019438000.0,-198354019266000.0,-198354016162000.0,2.0,5944989358330.0,0.00136392368808,0.110483870968,0.111112156236,265,1.21719856843e-13,0.111103979461
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-199533358592000.0,2129419.23527,-199533358592000.0,-199533357086000.0,-199533360097000.0,-199533359947000.0,-199533357237000.0,2.0,4534426279550.0,0.000686939667721,0.111290322581,0.111112156236,63,1.21719856843e-13,0.0555519897304
720.0,-498.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-199716031555000.0,2609.13563423,-199716031555000.0,-199716031553000.0,-199716031556000.0,-199716031556000.0,-199716031553000.0,2.0,6807588.75781,0.00136392368808,0.110483870968,0.111112156236,164,1.21719856843e-13,0.111103979461
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,472511.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-200650123362000.0,37420.4665109,-200650123362000.0,-200650123335000.0,-200650123388000.0,-200650123386000.0,-200650123338000.0,2.0,1400291313.89,0.00136392368808,0.110483870968,0.111112156236,255,1.21719856843e-13,0.111103979461
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,472511.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-201829458739000.0,1189084.79489,-201829458739000.0,-201829457898000.0,-201829459579000.0,-201829459495000.0,-201829457982000.0,2.0,1413922649450.0,0.000686939667721,0.111290322581,0.111112156236,53,1.21719856843e-13,0.0555519897304
720.0,-498.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,472511.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-202012133751000.0,1729909.64914,-202012133751000.0,-202012132528000.0,-202012134975000.0,-202012134852000.0,-202012132650000.0,2.0,2992587394200.0,0.00136392368808,0.110483870968,0.111112156236,154,1.21719856843e-13,0.111103979461
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-202946218824000.0,4376125.0791,-202946218824000.0,-202946215729000.0,-202946221918000.0,-202946221609000.0,-202946216039000.0,2.0,19150470707900.0,0.00136392368808,0.110483870968,0.111112156236,245,1.21719856843e-13,0.111103979461
720.0,-361.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-203128886570000.0,1579973.24676,-203128886570000.0,-203128885453000.0,-203128887688000.0,-203128887576000.0,-203128885565000.0,2.0,2496315460470.0,0.001374276181,0.111290322581,0.111112156236,346,1.21719856843e-13,0.111136071887
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-204125560839000.0,864884.732612,-204125560839000.0,-204125560227000.0,-204125561450000.0,-204125561389000.0,-204125560288000.0,2.0,748025600706.0,0.000686939667721,0.111290322581,0.111112156236,43,1.21719856843e-13,0.0555519897304
720.0,-498.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-204308231915000.0,136688.3149,-204308231915000.0,-204308231818000.0,-204308232011000.0,-204308232002000.0,-204308231828000.0,2.0,18683695430.3,0.00136392368808,0.110483870968,0.111112156236,144,1.21719856843e-13,0.111103979461
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-205242322358000.0,191017.737481,-205242322358000.0,-205242322223000.0,-205242322493000.0,-205242322480000.0,-205242322237000.0,2.0,36487776032.5,0.00136393090446,0.110483870968,0.111112744118,235,1.21719856843e-13,0.111103979461
720.0,-361.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-205424993039000.0,1040028.60787,-205424993039000.0,-205424992303000.0,-205424993774000.0,-205424993700000.0,-205424992377000.0,2.0,1081659505180.0,0.00137428345215,0.111290322581,0.111112744118,336,1.21719856843e-13,0.111136071887
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-206421659549000.0,1390345.23927,-206421659549000.0,-206421658566000.0,-206421660532000.0,-206421660434000.0,-206421658664000.0,2.0,1933059884350.0,0.000686943302245,0.111290322581,0.111112744118,33,1.21719856843e-13,0.0555519897304
720.0,-498.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-206604331301000.0,2803181.6007,-206604331301000.0,-206604329319000.0,-206604333284000.0,-206604333085000.0,-206604329517000.0,2.0,7857827086480.0,0.00136393090446,0.110483870968,0.111112744118,134,1.21719856843e-13,0.111103979461
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-207538443599000.0,2847814.20282,-207538443599000.0,-207538441585000.0,-207538445613000.0,-207538445411000.0,-207538441787000.0,2.0,8110045733800.0,0.00136393090446,0.110483870968,0.111112744118,225,1.21719856843e-13,0.111103979461
720.0,-361.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-207721117861000.0,2478152.67669,-207721117861000.0,-207721116109000.0,-207721119614000.0,-207721119438000.0,-207721116284000.0,2.0,6141240688960.0,0.00137428345215,0.111290322581,0.111112744118,326,1.21719856843e-13,0.111136071887
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-208717784927000.0,2084282.22294,-208717784927000.0,-208717783453000.0,-208717786401000.0,-208717786253000.0,-208717783600000.0,2.0,4344232384880.0,0.000686943302245,0.111290322581,0.111112744118,23,1.21719856843e-13,0.0555519897304
720.0,-498.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-208900457179000.0,4406832.91464,-208900457179000.0,-208900454063000.0,-208900460295000.0,-208900459984000.0,-208900454375000.0,2.0,19420176337600.0,0.00136393090446,0.110483870968,0.111112744118,124,1.21719856843e-13,0.111103979461
