smr_capacity,electricity_market_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight-smr_capacity,prefix,ProbabilityWeight
240.0,-1e+200,ref,cooper,nebraska,covid,-776660170.128,7585970.74603,-774340866.458,-766206912.59,-786607736.243,-786108303.265,-767962515.799,10.0,57546952159600.0,0.00104166666667,0.125,1,0.125
480.0,-1e+200,ref,cooper,nebraska,covid,-1552775345.57,19405496.9565,-1550251761.43,-1529352228.08,-1583883803.05,-1580223525.08,-1530125641.18,10.0,376573312127000.0,0.00104166666667,0.25,2,0.25
720.0,-1e+200,ref,cooper,nebraska,covid,-2321043101.62,25840122.5998,-2314798153.11,-2289064398.46,-2384468337.03,-2362100942.07,-2295420343.53,10.0,667711935970000.0,0.00104166666667,0.25,3,0.25
960.0,-1e+200,ref,cooper,nebraska,covid,-3090000929.81,34380993.489,-3083931904.15,-3050136803.17,-3173892945.35,-3146410260.6,-3056738635.74,10.0,1182052713290000.0,0.00104166666667,0.25,4,0.25
1200.0,-1e+200,ref,cooper,nebraska,covid,-3907384509.13,51405808.9349,-3902968904.2,-3831253260.56,-3977052601.38,-3973573044.9,-3841164449.93,10.0,2642557192260000.0,0.00104166666667,0.125,5,0.125
