npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight,ProbabilityWeight-ft_capacity,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity,prefix
1280.0,-785.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171153805494.0,73909944.7971,-171153805494.0,-171101543271.0,-171206067717.0,-171200841495.0,-171106769493.0,2.0,5462679939910000.0,8.40946932138e-15,0.00781246724386,0.25,0.25,0.124999475902,27
1280.0,-185.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171171939900.0,50941013.9056,-171171939900.0,-171135919163.0,-171207960636.0,-171204358562.0,-171139521237.0,2.0,2594986897730000.0,8.40946932138e-15,0.00195311681096,0.125,0.125,0.124999475902,105
1280.0,-385.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171196829215.0,85635705.1414,-171196829215.0,-171136275628.0,-171257382803.0,-171251327445.0,-171142330986.0,2.0,7333473995060000.0,8.40946932138e-15,0.00781246724386,0.25,0.25,0.124999475902,79
1280.0,-585.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171202992192.0,12521732.9119,-171202992192.0,-171194137990.0,-171211846395.0,-171210960975.0,-171195023410.0,2.0,156793795118000.0,8.40946932138e-15,0.00781246724386,0.25,0.25,0.124999475902,53
1280.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,7393661.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-124101378809000.0,195387445.169,-124101378809000.0,-124101240649000.0,-124101516968000.0,-124101503153000.0,-124101254465000.0,2.0,3.81762537296e+16,8.40946932138e-15,0.00390625475492,0.25,0.125,0.125000152158,100
1280.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,7393661.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-124101380486000.0,12218626.5682,-124101380486000.0,-124101371846000.0,-124101389126000.0,-124101388262000.0,-124101372710000.0,2.0,149294835212000.0,8.40946932138e-15,0.00390625475492,0.125,0.25,0.125000152158,22
1280.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,7393661.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-124101394409000.0,37653584.2592,-124101394409000.0,-124101367784000.0,-124101421034000.0,-124101418371000.0,-124101370446000.0,2.0,1417792407560000.0,8.40946932138e-15,0.00781250950985,0.25,0.25,0.125000152158,48
1280.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,7393661.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-124101438262000.0,69269586.7536,-124101438262000.0,-124101389281000.0,-124101487243000.0,-124101482344000.0,-124101394179000.0,2.0,4798275649010000.0,8.40946932138e-15,0.00781250950985,0.25,0.25,0.125000152158,74
1280.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5545246.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-167148227390000.0,49779317.5024,-167148227390000.0,-167148192191000.0,-167148262589000.0,-167148259069000.0,-167148195711000.0,2.0,2477980451000000.0,8.40946932138e-15,0.0156250190197,0.25,0.25,0.250000304315,69
1280.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5545246.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-167148242065000.0,22625939.2995,-167148242065000.0,-167148226067000.0,-167148258064000.0,-167148256465000.0,-167148227666000.0,2.0,511933129184000.0,8.40946932138e-15,0.00781250950985,0.125,0.25,0.250000304315,17
1280.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5545246.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-167148270128000.0,55230993.5603,-167148270128000.0,-167148231074000.0,-167148309182000.0,-167148305277000.0,-167148234979000.0,2.0,3050462649650000.0,8.40946932138e-15,0.0156250190197,0.25,0.25,0.250000304315,43
1280.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5545246.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-167148282859000.0,30529499.5254,-167148282859000.0,-167148261271000.0,-167148304446000.0,-167148302288000.0,-167148263430000.0,2.0,932050341270000.0,8.40946932138e-15,0.00781250950985,0.25,0.125,0.250000304315,95
1280.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3696831.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-210195078603000.0,25083234.7789,-210195078603000.0,-210195060866000.0,-210195096339000.0,-210195094566000.0,-210195062640000.0,2.0,629168666973000.0,8.40946932138e-15,0.0156250232463,0.25,0.25,0.250000371941,38
1280.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3696831.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-210195080016000.0,3147107.15794,-210195080016000.0,-210195077790000.0,-210195082241000.0,-210195082019000.0,-210195078013000.0,2.0,9904283463560.0,8.40946932138e-15,0.00781251162315,0.125,0.25,0.250000371941,12
1280.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3696831.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-210195103145000.0,37631270.3777,-210195103145000.0,-210195076536000.0,-210195129755000.0,-210195127094000.0,-210195079197000.0,2.0,1416112510240000.0,8.40946932138e-15,0.0156250232463,0.25,0.25,0.250000371941,64
1280.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3696831.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-210195124652000.0,125363527.519,-210195124652000.0,-210195036007000.0,-210195213297000.0,-210195204433000.0,-210195044871000.0,2.0,1.57160140319e+16,8.40946932138e-15,0.00781251162315,0.25,0.125,0.250000371941,90
1280.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1848415.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-253241970341000.0,40876186.2471,-253241970341000.0,-253241941437000.0,-253241999245000.0,-253241996355000.0,-253241944328000.0,2.0,1670862602110000.0,8.40946932138e-15,0.00781249049015,0.125,0.25,0.249999695685,7
1280.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1848415.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-253242000437000.0,1665063.25063,-253242000437000.0,-253241999259000.0,-253242001614000.0,-253242001496000.0,-253241999377000.0,2.0,2772435628600.0,8.40946932138e-15,0.0156249809803,0.25,0.25,0.249999695685,33
1280.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1848415.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-253242019364000.0,30691344.3794,-253242019364000.0,-253241997662000.0,-253242041066000.0,-253242038896000.0,-253241999833000.0,2.0,941958619812000.0,8.40946932138e-15,0.0156249809803,0.25,0.25,0.249999695685,59
1280.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1848415.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-253242046848000.0,78587238.7316,-253242046848000.0,-253241991278000.0,-253242102417000.0,-253242096860000.0,-253241996835000.0,2.0,6175954091470000.0,8.40946932138e-15,0.00781249049015,0.25,0.125,0.249999695685,85
1280.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296288605365000.0,13323147.7118,-296288605365000.0,-296288595944000.0,-296288614786000.0,-296288613844000.0,-296288596886000.0,2.0,177506264950000.0,8.40946932138e-15,0.00781246724386,0.25,0.25,0.124999475902,54
1280.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296288610047000.0,2277123.01429,-296288610047000.0,-296288608437000.0,-296288611658000.0,-296288611497000.0,-296288608598000.0,2.0,5185289222210.0,8.40946932138e-15,0.00390623362193,0.125,0.25,0.124999475902,2
1280.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296288613209000.0,45129203.6158,-296288613209000.0,-296288581298000.0,-296288645120000.0,-296288641929000.0,-296288584489000.0,2.0,2036645018990000.0,8.40946932138e-15,0.00781246724386,0.25,0.25,0.124999475902,28
1280.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296288657910000.0,42542974.8383,-296288657910000.0,-296288627827000.0,-296288687992000.0,-296288684984000.0,-296288630836000.0,2.0,1809904708090000.0,8.40946932138e-15,0.00390623362193,0.25,0.125,0.124999475902,80
1280.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,7393661.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-420218784724000.0,54981968.8262,-420218784724000.0,-420218745846000.0,-420218823602000.0,-420218819714000.0,-420218749734000.0,2.0,3023016896010000.0,8.40946932138e-15,0.00390625475492,0.125,0.25,0.125000152158,23
1280.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,7393661.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-420218843776000.0,47686212.5313,-420218843776000.0,-420218810057000.0,-420218877495000.0,-420218874123000.0,-420218813429000.0,2.0,2273974865580000.0,8.40946932138e-15,0.00781250950985,0.25,0.25,0.125000152158,49
1280.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,7393661.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-420218859319000.0,31302626.6349,-420218859319000.0,-420218837185000.0,-420218881454000.0,-420218879240000.0,-420218839398000.0,2.0,979854434245000.0,8.40946932138e-15,0.00390625475492,0.25,0.125,0.125000152158,75
1280.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5545246.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-463265705720000.0,4186929.59998,-463265705720000.0,-463265702759000.0,-463265708680000.0,-463265708384000.0,-463265703055000.0,2.0,17530379475200.0,8.40946932138e-15,0.00781250950985,0.125,0.25,0.250000304315,18
1280.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5545246.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-463265717576000.0,15281671.9218,-463265717576000.0,-463265706771000.0,-463265728382000.0,-463265727302000.0,-463265707851000.0,2.0,233529496725000.0,8.40946932138e-15,0.0156250190197,0.25,0.25,0.250000304315,44
1280.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5545246.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-463265741709000.0,,-463265741709000.0,-463265741709000.0,-463265741709000.0,-463265741709000.0,-463265741709000.0,1.0,,8.40946932138e-15,0.00781250950985,0.25,0.125,0.250000304315,70
1280.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3696831.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-506312540708000.0,26034300.2055,-506312540708000.0,-506312522299000.0,-506312559117000.0,-506312557276000.0,-506312524140000.0,2.0,677784787190000.0,8.40946932138e-15,0.0156250232463,0.25,0.25,0.250000371941,39
1280.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3696831.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-506312580870000.0,23281982.1214,-506312580870000.0,-506312564408000.0,-506312597333000.0,-506312595687000.0,-506312566054000.0,2.0,542050691501000.0,8.40946932138e-15,0.00781251162315,0.125,0.25,0.250000371941,13
1280.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3696831.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-506312597782000.0,23495228.9538,-506312597782000.0,-506312581168000.0,-506312614396000.0,-506312612734000.0,-506312582830000.0,2.0,552025783591000.0,8.40946932138e-15,0.00781251162315,0.25,0.125,0.250000371941,65
1280.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1848415.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-549359511767000.0,12398389.6626,-549359511767000.0,-549359503000000.0,-549359520534000.0,-549359519657000.0,-549359503876000.0,2.0,153720066227000.0,8.40946932138e-15,0.00781249049015,0.125,0.25,0.249999695685,8
1280.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1848415.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-549359512617000.0,82267256.0092,-549359512617000.0,-549359454445000.0,-549359570789000.0,-549359564971000.0,-549359460262000.0,2.0,6767901411290000.0,8.40946932138e-15,0.00781249049015,0.25,0.125,0.249999695685,60
1280.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1848415.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-549359514679000.0,118441432.588,-549359514679000.0,-549359430928000.0,-549359598429000.0,-549359590054000.0,-549359439303000.0,2.0,1.40283729534e+16,8.40946932138e-15,0.0156249809803,0.25,0.25,0.249999695685,34
1280.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406093622000.0,85591007.5009,-592406093622000.0,-592406033100000.0,-592406154144000.0,-592406148092000.0,-592406039152000.0,2.0,7325820565030000.0,8.40946932138e-15,0.00781246724386,0.25,0.25,0.124999475902,29
1280.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406101196000.0,,-592406101196000.0,-592406101196000.0,-592406101196000.0,-592406101196000.0,-592406101196000.0,1.0,,8.40946932138e-15,0.00390623362193,0.25,0.125,0.124999475902,55
1280.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406110590000.0,73105383.7983,-592406110590000.0,-592406058896000.0,-592406162283000.0,-592406157114000.0,-592406064066000.0,2.0,5344397140290000.0,8.40946932138e-15,0.00390623362193,0.125,0.25,0.124999475902,3
1280.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,7393661.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-716336296867000.0,60058495.0603,-716336296867000.0,-716336254399000.0,-716336339335000.0,-716336335088000.0,-716336258646000.0,2.0,3607022828910000.0,8.40946932138e-15,0.00390625475492,0.125,0.25,0.125000152158,24
1280.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,7393661.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-716336390258000.0,4750392.7651,-716336390258000.0,-716336386899000.0,-716336393617000.0,-716336393281000.0,-716336387235000.0,2.0,22566231422700.0,8.40946932138e-15,0.00390625475492,0.25,0.125,0.125000152158,50
1280.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5545246.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-759383145531000.0,71921747.3274,-759383145531000.0,-759383094675000.0,-759383196388000.0,-759383191302000.0,-759383099760000.0,2.0,5172737738630000.0,8.40946932138e-15,0.00781250950985,0.125,0.25,0.250000304315,19
1280.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5545246.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-759383208032000.0,31719551.112,-759383208032000.0,-759383185603000.0,-759383230461000.0,-759383228218000.0,-759383187846000.0,2.0,1006129922750000.0,8.40946932138e-15,0.00781250950985,0.25,0.125,0.250000304315,45
1280.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3696831.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-802429976915000.0,11243543.177,-802429976915000.0,-802429968965000.0,-802429984866000.0,-802429984071000.0,-802429969760000.0,2.0,126417263172000.0,8.40946932138e-15,0.00781251162315,0.25,0.125,0.250000371941,40
1280.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3696831.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-802430033057000.0,35527173.6086,-802430033057000.0,-802430007936000.0,-802430058179000.0,-802430055667000.0,-802430010448000.0,2.0,1262180064610000.0,8.40946932138e-15,0.00781251162315,0.125,0.25,0.250000371941,14
1280.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1848415.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-845476927382000.0,31182277.4143,-845476927382000.0,-845476905332000.0,-845476949431000.0,-845476947226000.0,-845476907537000.0,2.0,972334424743000.0,8.40946932138e-15,0.00781249049015,0.125,0.25,0.249999695685,9
1280.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1848415.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-845477009015000.0,21452291.7947,-845477009015000.0,-845476993846000.0,-845477024184000.0,-845477022667000.0,-845476995363000.0,2.0,460200823243000.0,8.40946932138e-15,0.00781249049015,0.25,0.125,0.249999695685,35
1280.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-888523511482000.0,34007769.8691,-888523511482000.0,-888523487435000.0,-888523535529000.0,-888523533125000.0,-888523489840000.0,2.0,1156528411470000.0,8.40946932138e-15,0.00390623362193,0.125,0.25,0.124999475902,4
1280.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-888523592354000.0,120272211.992,-888523592354000.0,-888523507309000.0,-888523677400000.0,-888523668895000.0,-888523515814000.0,2.0,1.44654049773e+16,8.40946932138e-15,0.00390623362193,0.25,0.125,0.124999475902,30
1280.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,7393661.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1012453784190000.0,30289028.4853,-1012453784190000.0,-1012453762780000.0,-1012453805610000.0,-1012453803470000.0,-1012453764920000.0,2.0,917425246583000.0,8.40946932138e-15,0.00195312737746,0.125,0.125,0.125000152158,25
1280.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5545246.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1055500632840000.0,4067927.24102,-1055500632840000.0,-1055500629960000.0,-1055500635720000.0,-1055500635430000.0,-1055500630250000.0,2.0,16548032038200.0,8.40946932138e-15,0.00390625475492,0.125,0.125,0.250000304315,20
1280.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3696831.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1098547517620000.0,42666456.7187,-1098547517620000.0,-1098547487450000.0,-1098547547790000.0,-1098547544770000.0,-1098547490470000.0,2.0,1820426528930000.0,8.40946932138e-15,0.00390625581157,0.125,0.125,0.250000371941,15
1280.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1848415.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1141594437340000.0,27372323.9403,-1141594437340000.0,-1141594417980000.0,-1141594456700000.0,-1141594454760000.0,-1141594419920000.0,2.0,749244117891000.0,8.40946932138e-15,0.00390624524508,0.125,0.125,0.249999695685,10
1280.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1184640962790000.0,38111178.1375,-1184640962790000.0,-1184640935840000.0,-1184640989740000.0,-1184640987040000.0,-1184640938540000.0,2.0,1452461899020000.0,8.40946932138e-15,0.00195311681096,0.125,0.125,0.124999475902,5
