smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-htse_capacity,PointProbability,ProbabilityWeight-meoh_capacity,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight,prefix
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1843861814.66,69681284.2407,-1843861814.66,-1794589706.05,-1893133923.27,-1888206712.41,-1799516916.91,2.0,4855481373430000.0,0.250453720508,2.6175466018599997e-14,0.125018050542,0.125000249693,0.00391391230429,110
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2011706728.91,72374977.5308,-2011706728.91,-1960529891.51,-2062883566.31,-2057765882.57,-1965647575.25,2.0,5238137372580000.0,0.125226860254,2.6175466018599997e-14,0.125018050542,0.125000249693,0.00195695615214,105
720.0,-667.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-18927995264.2,1568482.13901,-18927995264.2,-18926886179.9,-18929104348.6,-18928993440.1,-18926997088.3,2.0,2460136220380.0,0.125226860254,2.6175466018599997e-14,0.125018050542,0.124999250922,0.00195694051577,1
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-359861930755.0,3717735.96079,-359861930755.0,-359859301919.0,-359864559592.0,-359864296708.0,-359859564803.0,2.0,13821560674100.0,0.250453720508,2.6175466018599997e-14,0.25,0.124999250922,0.00782663186354,7
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-769771996187.0,15543396.5676,-769771996187.0,-769761005346.0,-769782987029.0,-769781887944.0,-769762104430.0,2.0,241597176857000.0,0.249546279492,2.6175466018599997e-14,0.249963898917,0.124999250922,0.00779714839709,13
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-101749798033000.0,2107412.02826,-101749798033000.0,-101749796542000.0,-101749799523000.0,-101749799374000.0,-101749796691000.0,2.0,4441185456860.0,0.249546279492,2.6175466018599997e-14,0.249963898917,0.125000249693,0.00779721069797,118
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-102159659496000.0,26417667.1294,-102159659496000.0,-102159640816000.0,-102159678176000.0,-102159676308000.0,-102159642684000.0,2.0,697893136559000.0,0.125226860254,2.6175466018599997e-14,0.25,0.125000249693,0.0039133472,124
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-102732331301000.0,1924466.88696,-102732331301000.0,-102732329940000.0,-102732332661000.0,-102732332525000.0,-102732330076000.0,2.0,3703572799000.0,0.250453720508,2.6175466018599997e-14,0.125018050542,0.125000249693,0.00391391230429,106
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-103073258649000.0,9695338.62481,-103073258649000.0,-103073251793000.0,-103073265505000.0,-103073264819000.0,-103073252479000.0,2.0,93999591049700.0,0.249546279492,2.6175466018599997e-14,0.25,0.125000249693,0.00779833681159,112
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-135873140172000.0,22531625.2092,-135873140172000.0,-135873124240000.0,-135873156104000.0,-135873154511000.0,-135873125833000.0,2.0,507674134567000.0,0.249546279492,2.6175466018599997e-14,0.249963898917,0.250000499385,0.0155944213959,93
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-136283028082000.0,37876957.7998,-136283028082000.0,-136283001299000.0,-136283054865000.0,-136283052187000.0,-136283003977000.0,2.0,1434663932170000.0,0.125226860254,2.6175466018599997e-14,0.25,0.250000499385,0.0078266944,99
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-136855684793000.0,3902007.17598,-136855684793000.0,-136855682034000.0,-136855687552000.0,-136855687276000.0,-136855682310000.0,2.0,15225660001400.0,0.250453720508,2.6175466018599997e-14,0.125018050542,0.250000499385,0.00782782460857,81
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-137196618835000.0,1500606.46573,-137196618835000.0,-137196617774000.0,-137196619896000.0,-137196619790000.0,-137196617880000.0,2.0,2251819765000.0,0.249546279492,2.6175466018599997e-14,0.25,0.250000499385,0.0155966736232,87
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-169996518211000.0,16257009.1864,-169996518211000.0,-169996506716000.0,-169996529706000.0,-169996528557000.0,-169996507865000.0,2.0,264290347686000.0,0.249546279492,2.6175466018599997e-14,0.249963898917,0.250000499385,0.0155944213959,68
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-170406395830000.0,23491938.1893,-170406395830000.0,-170406379219000.0,-170406412442000.0,-170406410780000.0,-170406380880000.0,2.0,551871159890000.0,0.125226860254,2.6175466018599997e-14,0.25,0.250000499385,0.0078266944,74
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-170979058268000.0,14114441.7425,-170979058268000.0,-170979048288000.0,-170979068249000.0,-170979067251000.0,-170979049286000.0,2.0,199217465701000.0,0.250453720508,2.6175466018599997e-14,0.125018050542,0.250000499385,0.00782782460857,56
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-171319991301000.0,2336454.53234,-171319991301000.0,-171319989649000.0,-171319992954000.0,-171319992788000.0,-171319989815000.0,2.0,5459019781680.0,0.249546279492,2.6175466018599997e-14,0.25,0.250000499385,0.0155966736232,62
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-204119890386000.0,19514563.352,-204119890386000.0,-204119876587000.0,-204119904185000.0,-204119902805000.0,-204119877967000.0,2.0,380818182821000.0,0.249546279492,2.6175466018599997e-14,0.249963898917,0.249999500615,0.0155943590951,43
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-204529778473000.0,19030358.2171,-204529778473000.0,-204529765017000.0,-204529791930000.0,-204529790584000.0,-204529766362000.0,2.0,362154533873000.0,0.125226860254,2.6175466018599997e-14,0.25,0.249999500615,0.00782666313177,49
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-205102429530000.0,2785181.88822,-205102429530000.0,-205102427560000.0,-205102431499000.0,-205102431302000.0,-205102427757000.0,2.0,7757238150480.0,0.250453720508,2.6175466018599997e-14,0.125018050542,0.249999500615,0.00782779333583,31
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-205443370216000.0,423182.769861,-205443370216000.0,-205443369916000.0,-205443370515000.0,-205443370485000.0,-205443369946000.0,2.0,179083656707.0,0.249546279492,2.6175466018599997e-14,0.25,0.249999500615,0.0155966113133,37
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-238242942588000.0,9179625.0769,-238242942588000.0,-238242936097000.0,-238242949079000.0,-238242948430000.0,-238242936746000.0,2.0,84265516552400.0,0.249546279492,2.6175466018599997e-14,0.249963898917,0.124999250922,0.00779714839709,18
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-238652811562000.0,20566189.4613,-238652811562000.0,-238652797020000.0,-238652826104000.0,-238652824650000.0,-238652798474000.0,2.0,422968148958000.0,0.125226860254,2.6175466018599997e-14,0.25,0.124999250922,0.00391331593177,24
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-239225519579000.0,7131171.53471,-239225519579000.0,-239225514536000.0,-239225524621000.0,-239225524117000.0,-239225515041000.0,2.0,50853607457500.0,0.250453720508,2.6175466018599997e-14,0.125018050542,0.124999250922,0.00391388103154,6
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-239566434974000.0,470863.068505,-239566434974000.0,-239566434641000.0,-239566435307000.0,-239566435274000.0,-239566434675000.0,2.0,221712029282.0,0.249546279492,2.6175466018599997e-14,0.25,0.124999250922,0.00779827450171,12
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-340546476608000.0,19458776.4498,-340546476608000.0,-340546462849000.0,-340546490368000.0,-340546488992000.0,-340546464225000.0,2.0,378643980923000.0,0.249546279492,2.6175466018599997e-14,0.25,0.125000249693,0.00779833681159,117
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-340956391416000.0,13600124.0896,-340956391416000.0,-340956381799000.0,-340956401033000.0,-340956400071000.0,-340956382761000.0,2.0,184963375253000.0,0.125226860254,2.6175466018599997e-14,0.249963898917,0.125000249693,0.00391278209571,123
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-341938913389000.0,21039979.4215,-341938913389000.0,-341938898512000.0,-341938928267000.0,-341938926779000.0,-341938899999000.0,2.0,442680734059000.0,0.249546279492,2.6175466018599997e-14,0.125018050542,0.125000249693,0.0038997314626,111
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-374669814172000.0,1332307.04162,-374669814172000.0,-374669813230000.0,-374669815114000.0,-374669815020000.0,-374669813325000.0,2.0,1775042053140.0,0.249546279492,2.6175466018599997e-14,0.25,0.250000499385,0.0155966736232,92
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-375079788758000.0,23833446.6125,-375079788758000.0,-375079771905000.0,-375079805611000.0,-375079803926000.0,-375079773591000.0,2.0,568033177431000.0,0.125226860254,2.6175466018599997e-14,0.249963898917,0.250000499385,0.00782556419142,98
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-376062296130000.0,11018330.993,-376062296130000.0,-376062288339000.0,-376062303921000.0,-376062303142000.0,-376062289118000.0,2.0,121403617871000.0,0.249546279492,2.6175466018599997e-14,0.125018050542,0.250000499385,0.00779946292521,86
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-408793194848000.0,39998593.4798,-408793194848000.0,-408793166565000.0,-408793223132000.0,-408793220303000.0,-408793169393000.0,2.0,1599887480360000.0,0.249546279492,2.6175466018599997e-14,0.25,0.250000499385,0.0155966736232,67
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-409203112623000.0,26529585.1512,-409203112623000.0,-409203093864000.0,-409203131382000.0,-409203129506000.0,-409203095740000.0,2.0,703818888296000.0,0.125226860254,2.6175466018599997e-14,0.249963898917,0.250000499385,0.00782556419142,73
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-410185635102000.0,10673171.9764,-410185635102000.0,-410185627555000.0,-410185642649000.0,-410185641895000.0,-410185628310000.0,2.0,113916600037000.0,0.249546279492,2.6175466018599997e-14,0.125018050542,0.250000499385,0.00779946292521,61
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-442916544149000.0,10588425.8473,-442916544149000.0,-442916536662000.0,-442916551636000.0,-442916550887000.0,-442916537411000.0,2.0,112114761925000.0,0.249546279492,2.6175466018599997e-14,0.25,0.249999500615,0.0155966113133,42
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-443326458666000.0,20617864.3387,-443326458666000.0,-443326444087000.0,-443326473245000.0,-443326471787000.0,-443326445545000.0,2.0,425096329890000.0,0.125226860254,2.6175466018599997e-14,0.249963898917,0.249999500615,0.0078255329277,48
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-444309032109000.0,15883125.2384,-444309032109000.0,-444309020878000.0,-444309043340000.0,-444309042217000.0,-444309022001000.0,2.0,252273667338000.0,0.249546279492,2.6175466018599997e-14,0.125018050542,0.249999500615,0.00779943176577,36
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-477039674094000.0,616919.863246,-477039674094000.0,-477039673658000.0,-477039674530000.0,-477039674487000.0,-477039673701000.0,2.0,380590117668.0,0.249546279492,2.6175466018599997e-14,0.25,0.124999250922,0.00779827450171,17
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-477449542220000.0,3119025.78214,-477449542220000.0,-477449540015000.0,-477449544426000.0,-477449544205000.0,-477449540235000.0,2.0,9728321829680.0,0.125226860254,2.6175466018599997e-14,0.249963898917,0.124999250922,0.00391275083199,23
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-478432112084000.0,29702100.9981,-478432112084000.0,-478432091082000.0,-478432133087000.0,-478432130987000.0,-478432093182000.0,2.0,882214803702000.0,0.249546279492,2.6175466018599997e-14,0.125018050542,0.124999250922,0.00389970030317,11
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-579412131878000.0,7188947.19687,-579412131878000.0,-579412126794000.0,-579412136961000.0,-579412136453000.0,-579412127303000.0,2.0,51680961799400.0,0.249546279492,2.6175466018599997e-14,0.125018050542,0.125000249693,0.0038997314626,116
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-579753051890000.0,31521913.3525,-579753051890000.0,-579753029601000.0,-579753074180000.0,-579753071951000.0,-579753031830000.0,2.0,993631021400000.0,0.125226860254,2.6175466018599997e-14,0.25,0.125000249693,0.0039133472,122
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-613535453959000.0,931494.390274,-613535453959000.0,-613535453300000.0,-613535454617000.0,-613535454551000.0,-613535453366000.0,2.0,867681799112.0,0.249546279492,2.6175466018599997e-14,0.125018050542,0.250000499385,0.00779946292521,91
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-613876403728000.0,16691898.5951,-613876403728000.0,-613876391925000.0,-613876415531000.0,-613876414351000.0,-613876393106000.0,2.0,278619478710000.0,0.125226860254,2.6175466018599997e-14,0.25,0.250000499385,0.0078266944,97
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-647658893656000.0,29224011.7402,-647658893656000.0,-647658872991000.0,-647658914320000.0,-647658912254000.0,-647658875058000.0,2.0,854042862194000.0,0.249546279492,2.6175466018599997e-14,0.125018050542,0.250000499385,0.00779946292521,66
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-647999789401000.0,34348228.7912,-647999789401000.0,-647999765113000.0,-647999813689000.0,-647999811260000.0,-647999767542000.0,2.0,1179800821090000.0,0.125226860254,2.6175466018599997e-14,0.25,0.250000499385,0.0078266944,72
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-681782218207000.0,10995508.7681,-681782218207000.0,-681782210432000.0,-681782225982000.0,-681782225204000.0,-681782211209000.0,2.0,120901213069000.0,0.249546279492,2.6175466018599997e-14,0.125018050542,0.249999500615,0.00779943176577,41
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-682123136833000.0,52246800.689,-682123136833000.0,-682123099889000.0,-682123173777000.0,-682123170083000.0,-682123103583000.0,2.0,2729728182240000.0,0.125226860254,2.6175466018599997e-14,0.25,0.249999500615,0.00782666313177,47
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-715905285664000.0,30122388.2541,-715905285664000.0,-715905264364000.0,-715905306964000.0,-715905304834000.0,-715905266494000.0,2.0,907358274130000.0,0.249546279492,2.6175466018599997e-14,0.125018050542,0.124999250922,0.00389970030317,16
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-716246245244000.0,11972614.1974,-716246245244000.0,-716246236778000.0,-716246253710000.0,-716246252863000.0,-716246237624000.0,2.0,143343490719000.0,0.125226860254,2.6175466018599997e-14,0.25,0.124999250922,0.00391331593177,22
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-818618736601000.0,28345552.745,-818618736601000.0,-818618716558000.0,-818618756644000.0,-818618754640000.0,-818618718562000.0,2.0,803470360422000.0,0.125226860254,2.6175466018599997e-14,0.125018050542,0.125000249693,0.00195695615214,121
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-852742088784000.0,57307108.6336,-852742088784000.0,-852742048262000.0,-852742129306000.0,-852742125254000.0,-852742052314000.0,2.0,3284104699940000.0,0.125226860254,2.6175466018599997e-14,0.125018050542,0.250000499385,0.00391391230429,96
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-886865423042000.0,15822660.4491,-886865423042000.0,-886865411854000.0,-886865434230000.0,-886865433112000.0,-886865412973000.0,2.0,250356583689000.0,0.125226860254,2.6175466018599997e-14,0.125018050542,0.250000499385,0.00391391230429,71
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-920988772774000.0,57649304.917,-920988772774000.0,-920988732010000.0,-920988813539000.0,-920988809462000.0,-920988736087000.0,2.0,3323442357410000.0,0.125226860254,2.6175466018599997e-14,0.125018050542,0.249999500615,0.00391389666791,46
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-955111898777000.0,25995029.9255,-955111898777000.0,-955111880395000.0,-955111917158000.0,-955111915320000.0,-955111882233000.0,2.0,675741580830000.0,0.125226860254,2.6175466018599997e-14,0.125018050542,0.124999250922,0.00195694051577,21
