smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight-htse_capacity,prefix,ProbabilityWeight-meoh_capacity,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-157098203522000.0,2467494.61085,-157098203522000.0,-157098201778000.0,-157098205267000.0,-157098205093000.0,-157098201952000.0,2.0,6088529654590.0,5.2351036610599995e-14,0.125226860254,124,0.25,0.125000399509,0.00391335189026
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-157625766490000.0,4862733.40478,-157625766490000.0,-157625763052000.0,-157625769929000.0,-157625769585000.0,-157625763396000.0,2.0,23646176166000.0,5.2351036610599995e-14,0.250453720508,106,0.125018050542,0.125000399509,0.00391391699522
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-157940206936000.0,12010389.3221,-157940206936000.0,-157940198444000.0,-157940215429000.0,-157940214580000.0,-157940199293000.0,2.0,144249451669000.0,5.2351036610599995e-14,0.249546279492,112,0.25,0.125000399509,0.00779834615812
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-172449252207000.0,441467.844116,-172449252207000.0,-172449251895000.0,-172449252519000.0,-172449252488000.0,-172449251926000.0,2.0,194893857388.0,5.2351036610599995e-14,0.249546279492,93,0.249963898917,0.250000998773,0.0155944525465
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-172827273759000.0,29172618.5565,-172827273759000.0,-172827253131000.0,-172827294387000.0,-172827292324000.0,-172827255194000.0,2.0,851041673441000.0,5.2351036610599995e-14,0.125226860254,99,0.25,0.250000998773,0.00782671003417
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-173354825384000.0,10208354.6266,-173354825384000.0,-173354818166000.0,-173354832603000.0,-173354831881000.0,-173354818888000.0,2.0,104210504183000.0,5.2351036610599995e-14,0.250453720508,81,0.125018050542,0.250000998773,0.00782784024501
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-173669261739000.0,11873423.7993,-173669261739000.0,-173669253343000.0,-173669270135000.0,-173669269295000.0,-173669254183000.0,2.0,140978192717000.0,5.2351036610599995e-14,0.249546279492,87,0.25,0.250000998773,0.0155967047782
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-188178385024000.0,5912012.47195,-188178385024000.0,-188178380844000.0,-188178389204000.0,-188178388786000.0,-188178381262000.0,2.0,34951891468500.0,5.2351036610599995e-14,0.249546279492,68,0.249963898917,0.250000998773,0.0155944525465
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-188556364600000.0,34779203.922,-188556364600000.0,-188556340008000.0,-188556389193000.0,-188556386734000.0,-188556342467000.0,2.0,1209593025450000.0,5.2351036610599995e-14,0.125226860254,74,0.25,0.250000998773,0.00782671003417
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-189083907453000.0,5226886.85636,-189083907453000.0,-189083903757000.0,-189083911149000.0,-189083910779000.0,-189083904126000.0,2.0,27320346209200.0,5.2351036610599995e-14,0.250453720508,56,0.125018050542,0.250000998773,0.00782784024501
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-189398341370000.0,32796822.1281,-189398341370000.0,-189398318179000.0,-189398364561000.0,-189398362242000.0,-189398320498000.0,2.0,1075631541700000.0,5.2351036610599995e-14,0.249546279492,62,0.25,0.250000998773,0.0155967047782
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-203907399384000.0,25771680.99,-203907399384000.0,-203907381160000.0,-203907417607000.0,-203907415785000.0,-203907382983000.0,2.0,664179541052000.0,5.2351036610599995e-14,0.249546279492,43,0.249963898917,0.249999001227,0.0155943279445
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-204285413025000.0,11989667.58,-204285413025000.0,-204285404547000.0,-204285421503000.0,-204285420655000.0,-204285405395000.0,2.0,143752128679000.0,5.2351036610599995e-14,0.125226860254,49,0.25,0.249999001227,0.00782664749759
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-204812935487000.0,5593052.00463,-204812935487000.0,-204812931532000.0,-204812939441000.0,-204812939046000.0,-204812931927000.0,2.0,31282230726400.0,5.2351036610599995e-14,0.250453720508,31,0.125018050542,0.249999001227,0.00782777769939
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-205127372173000.0,5873784.88724,-205127372173000.0,-205127368020000.0,-205127376327000.0,-205127375911000.0,-205127368435000.0,2.0,34501348901600.0,5.2351036610599995e-14,0.249546279492,37,0.25,0.249999001227,0.0155965801582
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-219636221570000.0,16860790.8068,-219636221570000.0,-219636209648000.0,-219636233492000.0,-219636232300000.0,-219636210840000.0,2.0,284286266629000.0,5.2351036610599995e-14,0.249546279492,18,0.249963898917,0.124998601718,0.00779710790134
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-220014229625000.0,25849644.7939,-220014229625000.0,-220014211347000.0,-220014247904000.0,-220014246076000.0,-220014213175000.0,2.0,668204135969000.0,5.2351036610599995e-14,0.125226860254,24,0.25,0.124998601718,0.00391329560733
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-220541757653000.0,6360642.04822,-220541757653000.0,-220541753155000.0,-220541762150000.0,-220541761700000.0,-220541753605000.0,2.0,40457767265600.0,5.2351036610599995e-14,0.250453720508,6,0.125018050542,0.124998601718,0.00391386070417
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-220856203104000.0,22097904.9904,-220856203104000.0,-220856187478000.0,-220856218729000.0,-220856217167000.0,-220856189041000.0,2.0,488317404966000.0,5.2351036610599995e-14,0.249546279492,12,0.25,0.124998601718,0.00779823400012
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-376866504394000.0,4278179.07845,-376866504394000.0,-376866501368000.0,-376866507419000.0,-376866507116000.0,-376866501671000.0,2.0,18302816227300.0,5.2351036610599995e-14,0.249546279492,117,0.25,0.125000399509,0.00779834615812
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-377244523868000.0,1269331.62555,-377244523868000.0,-377244522970000.0,-377244524765000.0,-377244524675000.0,-377244523060000.0,2.0,1611202775620.0,5.2351036610599995e-14,0.125226860254,123,0.249963898917,0.125000399509,0.00391278678529
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-378150080689000.0,13529677.0297,-378150080689000.0,-378150071122000.0,-378150090256000.0,-378150089299000.0,-378150072079000.0,2.0,183052160529000.0,5.2351036610599995e-14,0.249546279492,111,0.125018050542,0.125000399509,0.00389973613654
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-392595559425000.0,11928705.1644,-392595559425000.0,-392595550990000.0,-392595567860000.0,-392595567017000.0,-392595551834000.0,2.0,142294006898000.0,5.2351036610599995e-14,0.249546279492,92,0.25,0.250000998773,0.0155967047782
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-392973570527000.0,588934.653973,-392973570527000.0,-392973570111000.0,-392973570944000.0,-392973570902000.0,-392973570153000.0,2.0,346844026650.0,5.2351036610599995e-14,0.125226860254,98,0.249963898917,0.250000998773,0.00782557982334
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-393879130049000.0,5728560.66654,-393879130049000.0,-393879125998000.0,-393879134099000.0,-393879133694000.0,-393879126403000.0,2.0,32816407310200.0,5.2351036610599995e-14,0.249546279492,86,0.125018050542,0.250000998773,0.00779947850499
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-408324637416000.0,2186541.08882,-408324637416000.0,-408324635870000.0,-408324638962000.0,-408324638808000.0,-408324636025000.0,2.0,4780961933110.0,5.2351036610599995e-14,0.249546279492,67,0.25,0.250000998773,0.0155967047782
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-408702689376000.0,15129889.9486,-408702689376000.0,-408702678678000.0,-408702700075000.0,-408702699005000.0,-408702679748000.0,2.0,228913569856000.0,5.2351036610599995e-14,0.125226860254,73,0.249963898917,0.250000998773,0.00782557982334
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-409608208182000.0,4845761.40572,-409608208182000.0,-409608204756000.0,-409608211609000.0,-409608211266000.0,-409608205098000.0,2.0,23481403601200.0,5.2351036610599995e-14,0.249546279492,61,0.125018050542,0.250000998773,0.00779947850499
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-424053681098000.0,5189132.32609,-424053681098000.0,-424053677429000.0,-424053684767000.0,-424053684400000.0,-424053677795000.0,2.0,26927094297600.0,5.2351036610599995e-14,0.249546279492,42,0.25,0.249999001227,0.0155965801582
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-424431690248000.0,4042491.72622,-424431690248000.0,-424431687389000.0,-424431693106000.0,-424431692820000.0,-424431687675000.0,2.0,16341739356500.0,5.2351036610599995e-14,0.125226860254,48,0.249963898917,0.249999001227,0.00782551729578
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-425337272410000.0,22320286.2282,-425337272410000.0,-425337256627000.0,-425337288193000.0,-425337286614000.0,-425337258205000.0,2.0,498195177310000.0,5.2351036610599995e-14,0.249546279492,36,0.125018050542,0.249999001227,0.00779941618599
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-439782523220000.0,30296255.0282,-439782523220000.0,-439782501797000.0,-439782544643000.0,-439782542500000.0,-439782503940000.0,2.0,917863068734000.0,5.2351036610599995e-14,0.249546279492,17,0.25,0.124998601718,0.00779823400012
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-440160516530000.0,19910062.3832,-440160516530000.0,-440160502452000.0,-440160530609000.0,-440160529201000.0,-440160503859000.0,2.0,396410584102000.0,5.2351036610599995e-14,0.125226860254,23,0.249963898917,0.124998601718,0.00391273051049
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-441066070711000.0,4521817.05093,-441066070711000.0,-441066067514000.0,-441066073909000.0,-441066073589000.0,-441066067834000.0,2.0,20446829442100.0,5.2351036610599995e-14,0.249546279492,11,0.125018050542,0.124998601718,0.00389968004944
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-597076390733000.0,16040050.4411,-597076390733000.0,-597076379391000.0,-597076402075000.0,-597076400941000.0,-597076380525000.0,2.0,257283218154000.0,5.2351036610599995e-14,0.249546279492,116,0.125018050542,0.125000399509,0.00389973613654
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-597390805000000.0,3269823.59527,-597390805000000.0,-597390802688000.0,-597390807312000.0,-597390807081000.0,-597390802919000.0,2.0,10691746344200.0,5.2351036610599995e-14,0.125226860254,122,0.25,0.125000399509,0.00391335189026
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-612805471179000.0,47923204.8491,-612805471179000.0,-612805437292000.0,-612805505066000.0,-612805501677000.0,-612805440681000.0,2.0,2296633563010000.0,5.2351036610599995e-14,0.249546279492,91,0.125018050542,0.250000998773,0.00779947850499
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-613119887054000.0,9243226.56973,-613119887054000.0,-613119880518000.0,-613119893590000.0,-613119892937000.0,-613119881172000.0,2.0,85437237419400.0,5.2351036610599995e-14,0.125226860254,97,0.25,0.250000998773,0.00782671003417
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-628534524700000.0,3231664.66621,-628534524700000.0,-628534522415000.0,-628534526986000.0,-628534526757000.0,-628534522644000.0,2.0,10443656514800.0,5.2351036610599995e-14,0.249546279492,66,0.125018050542,0.250000998773,0.00779947850499
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-628848956561000.0,21114735.0156,-628848956561000.0,-628848941631000.0,-628848971492000.0,-628848969999000.0,-628848943124000.0,2.0,445832034780000.0,5.2351036610599995e-14,0.125226860254,72,0.25,0.250000998773,0.00782671003417
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-644263586718000.0,31949195.8832,-644263586718000.0,-644263564127000.0,-644263609310000.0,-644263607051000.0,-644263566386000.0,2.0,1020751117590000.0,5.2351036610599995e-14,0.249546279492,41,0.125018050542,0.249999001227,0.00779941618599
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-644577999877000.0,17809392.3861,-644577999877000.0,-644577987284000.0,-644578012470000.0,-644578011211000.0,-644577988543000.0,2.0,317174457161000.0,5.2351036610599995e-14,0.125226860254,47,0.25,0.249999001227,0.00782664749759
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-659992403146000.0,30225509.1715,-659992403146000.0,-659992381774000.0,-659992424519000.0,-659992422382000.0,-659992383911000.0,2.0,913581404678000.0,5.2351036610599995e-14,0.249546279492,16,0.125018050542,0.124998601718,0.00389968004944
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-660306798420000.0,991993.209035,-660306798420000.0,-660306797718000.0,-660306799121000.0,-660306799051000.0,-660306797788000.0,2.0,984050526773.0,5.2351036610599995e-14,0.125226860254,22,0.25,0.124998601718,0.00391329560733
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-817600702487000.0,28669617.3964,-817600702487000.0,-817600682215000.0,-817600722760000.0,-817600720732000.0,-817600684242000.0,2.0,821946961654000.0,5.2351036610599995e-14,0.125226860254,121,0.125018050542,0.125000399509,0.00195695849761
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-833329746941000.0,1587295.1828,-833329746941000.0,-833329745819000.0,-833329748064000.0,-833329747952000.0,-833329745931000.0,2.0,2519505997330.0,5.2351036610599995e-14,0.125226860254,96,0.125018050542,0.250000998773,0.0039139201225
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-849058825316000.0,19650054.3584,-849058825316000.0,-849058811421000.0,-849058839210000.0,-849058837821000.0,-849058812810000.0,2.0,386124636288000.0,5.2351036610599995e-14,0.125226860254,71,0.125018050542,0.250000998773,0.0039139201225
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-864787875500000.0,7448033.59637,-864787875500000.0,-864787870233000.0,-864787880766000.0,-864787880240000.0,-864787870760000.0,2.0,55473204452700.0,5.2351036610599995e-14,0.125226860254,46,0.125018050542,0.249999001227,0.0039138888497
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-880516691884000.0,22453706.1409,-880516691884000.0,-880516676007000.0,-880516707761000.0,-880516706174000.0,-880516677595000.0,2.0,504168919462000.0,5.2351036610599995e-14,0.125226860254,21,0.125018050542,0.124998601718,0.00195693035208
