npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,ProbabilityWeight-htse_capacity,ProbabilityWeight-ft_capacity,PointProbability,ProbabilityWeight-h2_storage_capacity,prefix
1280.0,-785.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2686527500.03,43944736.1124,2686527500.03,2717601120.93,2655453879.13,2658561241.22,2714493758.84,2.0,1931139831990000.0,0.0156252662803,0.25,0.25,1.17734560967e-13,0.250004260484,62
1280.0,-785.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2676821527.9,55352749.0638,2676821527.9,2715961832.12,2637681223.68,2641595254.1,2712047801.69,2.0,3063926828920000.0,0.00781207099292,0.25,0.25,1.17734560967e-13,0.124993135887,52
1280.0,-985.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2660722214.61,18653412.1352,2660722214.61,2673912168.82,2647532260.4,2648851255.82,2672593173.4,2.0,347949784284000.0,0.00390633136341,0.125,0.25,1.17734560967e-13,0.125002603629,46
1280.0,-785.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2658240242.7,3274695.23247,2658240242.7,2660555801.91,2655924683.5,2656156239.42,2660324245.99,2.0,10723628865600.0,0.0156253254536,0.25,0.25,1.17734560967e-13,0.250005207258,67
1280.0,-985.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2649729878.13,8160804.02494,2649729878.13,2655500438.0,2643959318.26,2644536374.25,2654923382.01,2.0,66598722333400.0,0.00781266272682,0.125,0.25,1.17734560967e-13,0.250005207258,41
1280.0,-585.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2643274477.49,114984299.327,2643274477.49,2724580655.27,2561968299.7,2570098917.48,2716450037.49,2.0,1.32213890918e+16,0.00781233727318,0.25,0.125,1.17734560967e-13,0.249994792742,108
1280.0,-785.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2636273336.76,18574512.9023,2636273336.76,2649407500.79,2623139172.73,2624452589.13,2648094084.38,2.0,345012529557000.0,0.0156246745464,0.25,0.25,1.17734560967e-13,0.249994792742,82
1280.0,-985.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2635094261.24,22853015.9201,2635094261.24,2651253783.77,2618934738.72,2620550690.97,2649637831.52,2.0,522260336643000.0,0.00781263314013,0.125,0.25,1.17734560967e-13,0.250004260484,36
1280.0,-985.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2632220304.18,28384424.6714,2632220304.18,2652291123.34,2612149485.01,2614156566.93,2650284041.43,2.0,805675563925000.0,0.00390603549646,0.125,0.25,1.17734560967e-13,0.124993135887,26
1280.0,-985.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2606087996.12,28123229.7241,2606087996.12,2625974122.57,2586201869.67,2588190482.32,2623985509.92,2.0,790916050114000.0,0.00781233727318,0.125,0.25,1.17734560967e-13,0.249994792742,56
1280.0,-785.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2600271644.88,32755514.9737,2600271644.88,2623433291.64,2577109998.12,2579426162.8,2621117126.96,2.0,1072923761190000.0,0.0156252662803,0.25,0.25,1.17734560967e-13,0.250004260484,87
1280.0,-985.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2594176411.67,60126242.6721,2594176411.67,2636692085.59,2551660737.75,2555912305.14,2632440518.2,2.0,3615165057860000.0,0.00781266272682,0.125,0.25,1.17734560967e-13,0.250005207258,66
1280.0,-585.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2573059119.19,70345387.7029,2573059119.19,2622800819.86,2523317418.52,2528291588.58,2617826649.79,2.0,4948473571070000.0,0.00781263314013,0.25,0.125,1.17734560967e-13,0.250004260484,113
1280.0,-385.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2571710832.29,21189112.7593,2571710832.29,2586693797.61,2556727866.97,2558226163.5,2585195501.07,2.0,448978499527000.0,0.00390633136341,0.25,0.125,1.17734560967e-13,0.125002603629,124
1280.0,-585.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2567910512.82,53475020.7069,2567910512.82,2605723062.59,2530097963.05,2533879218.03,2601941807.61,2.0,2859577839610000.0,0.00390603549646,0.25,0.125,1.17734560967e-13,0.124993135887,103
1280.0,-985.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2559683803.77,29438105.1865,2559683803.77,2580499687.58,2538867919.97,2540949508.35,2578418099.2,2.0,866602036971000.0,0.00781263314013,0.125,0.25,1.17734560967e-13,0.250004260484,61
1280.0,-785.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2548372219.5,27491228.0738,2548372219.5,2567811453.29,2528932985.71,2530876909.09,2565867529.92,2.0,755767621008000.0,0.00781207099292,0.25,0.25,1.17734560967e-13,0.124993135887,77
1280.0,-585.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2540189581.2,52922357.313,2540189581.2,2577611338.93,2502767823.46,2506509999.24,2573869163.16,2.0,2800775903560000.0,0.00781266272682,0.25,0.125,1.17734560967e-13,0.250005207258,118
1280.0,-785.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2536101610.84,57227606.9294,2536101610.84,2576567639.77,2495635581.91,2499682184.8,2572521036.87,2.0,3274998994860000.0,0.00781266272682,0.25,0.25,1.17734560967e-13,0.125002603629,72
1280.0,-785.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2514373461.31,34637777.3324,2514373461.31,2538866068.54,2489880854.07,2492330114.79,2536416807.82,2.0,1199775618530000.0,0.0156253254536,0.25,0.25,1.17734560967e-13,0.250005207258,92
1280.0,-985.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2501880724.56,54094838.6127,2501880724.56,2540131551.77,2463629897.35,2467454980.07,2536306469.05,2.0,2926251564540000.0,0.00390603549646,0.125,0.25,1.17734560967e-13,0.124993135887,51
1280.0,-785.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2495239859.15,70995365.7941,2495239859.15,2545441163.73,2445038554.56,2450058685.02,2540421033.27,2.0,5040341964240000.0,0.00781233727318,0.25,0.125,1.17734560967e-13,0.249994792742,107
1280.0,-985.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2468479196.16,57406749.1845,2468479196.16,2509071897.8,2427886494.53,2431945764.69,2505012627.63,2.0,3295534851930000.0,0.00390633136341,0.125,0.25,1.17734560967e-13,0.125002603629,71
1280.0,-785.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2468246805.61,98057500.4056,2468246805.61,2537583929.09,2398909682.12,2405843394.47,2530650216.74,2.0,9615273385790000.0,0.00390603549646,0.25,0.125,1.17734560967e-13,0.124993135887,102
1280.0,-585.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2421877198.15,18464441.7983,2421877198.15,2434933530.16,2408820866.15,2410126499.35,2433627896.96,2.0,340935610921000.0,0.00390633136341,0.25,0.125,1.17734560967e-13,0.125002603629,123
1280.0,-985.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2420124064.87,73961285.7033,2420124064.87,2472422591.54,2367825538.21,2373055390.87,2467192738.87,2.0,5470271782890000.0,0.00781263314013,0.125,0.25,1.17734560967e-13,0.250004260484,86
1280.0,-785.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2406932938.15,8835393.55829,2406932938.15,2413180504.85,2400685371.45,2401310128.12,2412555748.18,2.0,78064179329900.0,0.00781266272682,0.25,0.25,1.17734560967e-13,0.125002603629,97
1280.0,-985.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2400646082.93,4126650.49105,2400646082.93,2403564065.48,2397728100.39,2398019898.64,2403272267.23,2.0,17029244275300.0,0.00781233727318,0.125,0.25,1.17734560967e-13,0.249994792742,81
1280.0,-985.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2392487218.02,46835862.0289,2392487218.02,2425605173.66,2359369262.37,2362681057.94,2422293378.1,2.0,2193597971990000.0,0.00390603549646,0.125,0.25,1.17734560967e-13,0.124993135887,76
1280.0,-785.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2383529344.19,4370934.43609,2383529344.19,2386620061.57,2380438626.81,2380747698.55,2386310989.83,2.0,19105067844600.0,0.00781263314013,0.25,0.125,1.17734560967e-13,0.250004260484,112
1280.0,-785.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2342737377.39,52679283.3211,2342737377.39,2379987255.85,2305487498.93,2309212486.77,2376262268.01,2.0,2775106891230000.0,0.00390633136341,0.25,0.125,1.17734560967e-13,0.125002603629,122
1280.0,-985.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2339574057.92,18921386.5102,2339574057.92,2352953498.63,2326194617.21,2327532561.28,2351615554.56,2.0,358018867468000.0,0.00390633136341,0.125,0.25,1.17734560967e-13,0.125002603629,96
1280.0,-985.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2324812914.98,55989994.4795,2324812914.98,2364403819.75,2285222010.2,2289181100.68,2360444729.27,2.0,3134879481810000.0,0.00781266272682,0.125,0.25,1.17734560967e-13,0.250005207258,91
1280.0,-985.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2259200919.0,97275988.2947,2259200919.0,2327985429.97,2190416408.03,2197294859.13,2321106978.88,2.0,9462617898710000.0,0.00390631657006,0.125,0.125,1.17734560967e-13,0.250004260484,111
1280.0,-985.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2252623080.42,940005.129181,2252623080.42,2253287764.42,2251958396.42,2252024864.82,2253221296.02,2.0,883609642887.0,0.00390616863659,0.125,0.125,1.17734560967e-13,0.249994792742,106
1280.0,-785.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2248369934.14,104847966.416,2248369934.14,2322508642.19,2174231226.1,2181645096.9,2315094771.38,2.0,1.09930960616e+16,0.00781266272682,0.25,0.125,1.17734560967e-13,0.250005207258,117
1280.0,-985.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2163208290.05,52203266.9543,2163208290.05,2200121574.11,2126295005.98,2129986334.39,2196430245.71,2.0,2725181080710000.0,0.00390633136341,0.125,0.125,1.17734560967e-13,0.250005207258,116
1280.0,-985.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2099395329.41,54584481.9683,2099395329.41,2137992386.76,2060798272.06,2064657977.8,2134132681.02,2.0,2979465671740000.0,0.00195316568171,0.125,0.125,1.17734560967e-13,0.125002603629,121
1280.0,-985.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2067494228.58,26508033.6058,2067494228.58,2086238238.9,2048750218.26,2050624619.3,2084363837.87,2.0,702675845646000.0,0.00195301774823,0.125,0.125,1.17734560967e-13,0.124993135887,101
1280.0,-185.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-170755130227.0,96185504.8586,-170755130227.0,-170687116804.0,-170823143650.0,-170816342308.0,-170693918147.0,2.0,9251651344900000.0,0.00195301774823,0.125,0.125,1.17734560967e-13,0.124993135887,105
1280.0,-185.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-170780361993.0,89943098.9957,-170780361993.0,-170716762618.0,-170843961368.0,-170837601431.0,-170723122555.0,2.0,8089761056950000.0,0.00390631657006,0.125,0.125,1.17734560967e-13,0.250004260484,115
1280.0,-385.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-170798880835.0,45255871.0311,-170798880835.0,-170766880101.0,-170830881568.0,-170827681495.0,-170770080175.0,2.0,2048093862780000.0,0.00781207099292,0.25,0.25,1.17734560967e-13,0.124993135887,79
1280.0,-585.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-170857207452.0,18321809.8781,-170857207452.0,-170844251976.0,-170870162928.0,-170868867380.0,-170845547524.0,2.0,335688717208000.0,0.00781207099292,0.25,0.25,1.17734560967e-13,0.124993135887,53
1280.0,-185.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-170895196665.0,127269333.283,-170895196665.0,-170805203657.0,-170985189674.0,-170976190373.0,-170814202957.0,2.0,1.61974831944e+16,0.00390616863659,0.125,0.125,1.17734560967e-13,0.249994792742,110
1280.0,-385.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-170936081694.0,24548927.071,-170936081694.0,-170918722981.0,-170953440406.0,-170951704535.0,-170920458852.0,2.0,602649820339000.0,0.0156246745464,0.25,0.25,1.17734560967e-13,0.249994792742,84
1280.0,-585.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-170986250815.0,34139241.5874,-170986250815.0,-170962110725.0,-171010390904.0,-171007976895.0,-170964524734.0,2.0,1165487816170000.0,0.0156246745464,0.25,0.25,1.17734560967e-13,0.249994792742,58
1280.0,-985.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171000125435.0,26255905.6563,-171000125435.0,-170981559706.0,-171018691164.0,-171016834591.0,-170983416279.0,2.0,689372581830000.0,0.00195301774823,0.125,0.125,1.17734560967e-13,0.124993135887,1
1280.0,-785.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171000692109.0,17478971.7386,-171000692109.0,-170988332609.0,-171013051608.0,-171011815658.0,-170989568559.0,2.0,305514453037000.0,0.00781207099292,0.25,0.25,1.17734560967e-13,0.124993135887,27
1280.0,-385.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171005402939.0,11679714.2145,-171005402939.0,-170997144134.0,-171013661744.0,-171012835863.0,-170997970014.0,2.0,136415724134000.0,0.0156252662803,0.25,0.25,1.17734560967e-13,0.250004260484,89
1280.0,-585.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171019226367.0,10552325.4715,-171019226367.0,-171011764746.0,-171026687987.0,-171025941825.0,-171012510908.0,2.0,111351572857000.0,0.0156252662803,0.25,0.25,1.17734560967e-13,0.250004260484,63
1280.0,-185.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171023405372.0,30757857.0657,-171023405372.0,-171001656283.0,-171045154462.0,-171042979553.0,-171003831192.0,2.0,946045771274000.0,0.00390633136341,0.125,0.125,1.17734560967e-13,0.250005207258,120
1280.0,-785.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171032127461.0,67155011.328,-171032127461.0,-170984641697.0,-171079613224.0,-171074864648.0,-170989390273.0,2.0,4509795546470000.0,0.0156246745464,0.25,0.25,1.17734560967e-13,0.249994792742,32
1280.0,-185.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171045658424.0,69684530.5142,-171045658424.0,-170996384020.0,-171094932828.0,-171090005388.0,-171001311460.0,2.0,4855933792990000.0,0.00195316568171,0.125,0.125,1.17734560967e-13,0.125002603629,125
1280.0,-385.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171061077374.0,123783012.653,-171061077374.0,-170973549567.0,-171148605182.0,-171139852401.0,-170982302347.0,2.0,1.53222342214e+16,0.00781266272682,0.25,0.25,1.17734560967e-13,0.125002603629,99
1280.0,-985.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171064248363.0,26582468.6402,-171064248363.0,-171045451720.0,-171083045007.0,-171081165343.0,-171047331384.0,2.0,706627639006000.0,0.00390616863659,0.125,0.125,1.17734560967e-13,0.249994792742,6
1280.0,-385.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171077716941.0,32356985.9915,-171077716941.0,-171054837097.0,-171100596786.0,-171098308801.0,-171057125082.0,2.0,1046974542450000.0,0.0156253254536,0.25,0.25,1.17734560967e-13,0.250005207258,94
1280.0,-585.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171084042338.0,17563397.0185,-171084042338.0,-171071623141.0,-171096461535.0,-171095219615.0,-171072865061.0,2.0,308472914830000.0,0.0156253254536,0.25,0.25,1.17734560967e-13,0.250005207258,68
1280.0,-785.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171091417214.0,13036882.5772,-171091417214.0,-171082198745.0,-171100635682.0,-171099713835.0,-171083120592.0,2.0,169960307332000.0,0.0156252662803,0.25,0.25,1.17734560967e-13,0.250004260484,37
1280.0,-985.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171146922077.0,17801184.4769,-171146922077.0,-171134334739.0,-171159509416.0,-171158250682.0,-171135593473.0,2.0,316882168781000.0,0.00390631657006,0.125,0.125,1.17734560967e-13,0.250004260484,11
1280.0,-585.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171154578333.0,25930254.7847,-171154578333.0,-171136242874.0,-171172913792.0,-171171080246.0,-171138076420.0,2.0,672378113197000.0,0.00781266272682,0.25,0.25,1.17734560967e-13,0.125002603629,73
1280.0,-985.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171195171575.0,649091.996804,-171195171575.0,-171194712598.0,-171195630553.0,-171195584655.0,-171194758496.0,2.0,421320420316.0,0.00390633136341,0.125,0.125,1.17734560967e-13,0.250005207258,16
1280.0,-785.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171195780518.0,65647764.9987,-171195780518.0,-171149360538.0,-171242200498.0,-171237558500.0,-171154002536.0,2.0,4309629049320000.0,0.00781266272682,0.25,0.25,1.17734560967e-13,0.125002603629,47
1280.0,-785.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171202595452.0,33186772.7385,-171202595452.0,-171179128860.0,-171226062044.0,-171223715385.0,-171181475519.0,2.0,1101361884800000.0,0.0156253254536,0.25,0.25,1.17734560967e-13,0.250005207258,42
1280.0,-985.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171249341399.0,8052554.02567,-171249341399.0,-171243647383.0,-171255035414.0,-171254466013.0,-171244216785.0,2.0,64843626336300.0,0.00195316568171,0.125,0.125,1.17734560967e-13,0.125002603629,21
