smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-meoh_capacity,ProbabilityWeight-h2_storage_capacity,prefix,ProbabilityWeight-htse_capacity,PointProbability,ProbabilityWeight
720.0,-529.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-687522410.055,12816448.214,-687522410.055,-678459812.612,-696585007.498,-695678747.754,-679366072.357,2.0,164261344821000.0,0.111128939092,0.055553937791,28,0.111290322581,3.6760970142599995e-14,0.000687067518821
720.0,-598.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1564426.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-690535013.12,4945031.06035,-690535013.12,-687038348.124,-694031678.116,-693682011.616,-687388014.624,2.0,24453332187800.0,0.111096848726,0.111111604332,515,0.111290322581,3.6760970142599995e-14,0.00137378433512
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-691606564.483,26578581.8109,-691606564.483,-672812669.05,-710400459.916,-708521070.373,-674692058.594,2.0,706421011080000.0,0.111128939092,0.111111426772,467,0.111290322581,3.6760970142599995e-14,0.00137417895726
720.0,-460.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-700416803.141,5888994.86851,-700416803.141,-696252654.935,-704580951.347,-704164536.527,-696669069.756,2.0,34680260561300.0,0.111096848726,0.111111604332,635,0.111290322581,3.6760970142599995e-14,0.00137378433512
720.0,-667.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-705372700.259,1925011.07386,-705372700.259,-704011511.875,-706733888.643,-706597769.805,-704147630.713,2.0,3705667634480.0,0.111096848726,0.111111426772,306,0.0556451612903,3.6760970142599995e-14,0.000686891069887
720.0,-460.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-717554068.435,58958.9216759,-717554068.435,-717512378.181,-717595758.688,-717591589.663,-717516547.207,2.0,3476154445.18,0.111128939092,0.111111426772,337,0.111290322581,3.6760970142599995e-14,0.00137417895726
720.0,-529.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-718965333.126,30218267.1365,-718965333.126,-697597791.518,-740332874.734,-738196120.573,-699734545.679,2.0,913143668733000.0,0.111096848726,0.111111426772,426,0.111290322581,3.6760970142599995e-14,0.00137378213977
720.0,-391.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,1564426.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-719557131.744,470728.173271,-719557131.744,-719224276.66,-719889986.827,-719856701.319,-719257562.169,2.0,221585013111.0,0.111096848726,0.111111604332,546,0.110483870968,3.6760970142599995e-14,0.00136382937617
720.0,-323.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-724585097.379,1630611.71056,-724585097.379,-723432080.781,-725738113.977,-725622812.317,-723547382.441,2.0,2658894550600.0,0.111128939092,0.111111426772,457,0.110483870968,3.6760970142599995e-14,0.00136422113873
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-728596259.715,5260520.43308,-728596259.715,-724876510.045,-732316009.386,-731944034.419,-725248485.012,2.0,27673075226800.0,0.111096848726,0.055553937791,49,0.110483870968,3.6760970142599995e-14,0.000681891803981
720.0,-116.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,312885.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-738526978.531,46984893.6666,-738526978.531,-705303641.606,-771750315.456,-768427981.764,-708625975.299,2.0,2207580232870000.0,0.055548424363,0.111109828737,190,0.111290322581,3.6760970142599995e-14,0.000686881190826
720.0,-598.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-742780130.219,12727987.9127,-742780130.219,-733780083.655,-751780176.783,-750880172.127,-734680088.312,2.0,162001676306000.0,0.111128939092,0.111111604332,217,0.111290322581,3.6760970142599995e-14,0.00137418115324
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1564426.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-747021199.593,6038949.54702,-747021199.593,-742751017.417,-751291381.769,-750864363.552,-743178035.635,2.0,36468911631400.0,0.111096848726,0.111111604332,505,0.0556451612903,3.6760970142599995e-14,0.00068689216756
720.0,-529.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,312885.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-747628771.147,3802112.97415,-747628771.147,-744940271.28,-750317271.014,-750048421.027,-745209121.267,2.0,14456063068200.0,0.111128939092,0.111109828737,128,0.111290322581,3.6760970142599995e-14,0.00137415919343
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-748973429.869,1043079.67043,-748973429.869,-748235861.161,-749710998.577,-749637241.707,-748309618.032,2.0,1088015198860.0,0.111096848726,0.111111604332,625,0.111290322581,3.6760970142599995e-14,0.00137378433512
720.0,-254.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-749325145.893,19030053.5641,-749325145.893,-735868865.971,-762781425.814,-761435797.822,-737214493.963,2.0,362142938651000.0,0.111128939092,0.111111426772,368,0.111290322581,3.6760970142599995e-14,0.00137417895726
720.0,-185.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-755838811.683,25899006.2359,-755838811.683,-737525448.747,-774152174.618,-772320838.325,-739356785.041,2.0,670758524007000.0,0.111096848726,0.111111604332,279,0.111290322581,3.6760970142599995e-14,0.00137378433512
720.0,-391.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-760673251.995,31773781.0225,-760673251.995,-738205795.97,-783140708.019,-780893962.417,-740452541.572,2.0,1009573160460000.0,0.111128939092,0.111111604332,248,0.110483870968,3.6760970142599995e-14,0.0013642233188
720.0,-323.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,312885.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-764259568.362,15968368.2774,-764259568.362,-752968226.868,-775550909.855,-774421775.706,-754097361.018,2.0,254988785442000.0,0.111096848726,0.111109828737,159,0.110483870968,3.6760970142599995e-14,0.00136380758179
720.0,-47.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-770637911.155,16263719.9867,-770637911.155,-759137724.465,-782138097.845,-780988079.176,-760287743.134,2.0,264508587805000.0,0.055548424363,0.111111604332,300,0.0556451612903,3.6760970142599995e-14,0.00034344608378
720.0,-598.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-779992066.33,2787953.4573,-779992066.33,-778020685.535,-781963447.125,-781766309.046,-778217823.614,2.0,7772684480060.0,0.111096848726,0.111111426772,416,0.111290322581,3.6760970142599995e-14,0.00137378213977
720.0,-254.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-781786947.59,14553453.9902,-781786947.59,-771496101.584,-792077793.596,-791048708.996,-772525186.185,2.0,211803023045000.0,0.055548424363,0.055553937791,70,0.111290322581,3.6760970142599995e-14,0.00034343455821
720.0,-460.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,1564426.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-790664156.298,4709133.91155,-790664156.298,-787334295.776,-793994016.821,-793661030.768,-787667281.828,2.0,22175942196900.0,0.111096848726,0.111111604332,536,0.111290322581,3.6760970142599995e-14,0.00137378433512
720.0,-185.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,312885.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-791396268.143,8691917.52924,-791396268.143,-785250154.317,-797542381.969,-796927770.587,-785864765.699,2.0,75549430335100.0,0.055548424363,0.111109828737,180,0.111290322581,3.6760970142599995e-14,0.000686881190826
720.0,-598.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-791537998.328,10946473.2173,-791537998.328,-783797672.886,-799278323.77,-798504291.226,-784571705.43,2.0,119825275896000.0,0.111128939092,0.055553937791,18,0.111290322581,3.6760970142599995e-14,0.000687067518821
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-792907121.631,1907788.89557,-792907121.631,-791558111.166,-794256132.096,-794121231.049,-791693012.212,2.0,3639658470070.0,0.111128939092,0.111111426772,447,0.110483870968,3.6760970142599995e-14,0.00136422113873
720.0,-185.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-794761981.202,3299868.4176,-794761981.202,-792428621.867,-797095340.538,-796862004.604,-792661957.801,2.0,10889131573500.0,0.111128939092,0.111111426772,478,0.111290322581,3.6760970142599995e-14,0.00137417895726
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-796537009.578,4728981.62844,-796537009.578,-793193114.601,-799880904.556,-799546515.058,-793527504.098,2.0,22363267242100.0,0.111096848726,0.111111426772,389,0.111290322581,3.6760970142599995e-14,0.00137378213977
720.0,-323.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-796921776.64,5410717.6277,-796921776.64,-793095821.515,-800747731.766,-800365136.253,-793478417.027,2.0,29275865246700.0,0.111096848726,0.111111604332,656,0.110483870968,3.6760970142599995e-14,0.00136382937617
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-797307053.531,9145847.32814,-797307053.531,-790839962.865,-803774144.196,-803127435.13,-791486671.932,2.0,83646523349600.0,0.111128939092,0.111111604332,207,0.0556451612903,3.6760970142599995e-14,0.000687090576621
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-797686083.039,15566228.679,-797686083.039,-786679097.183,-808693068.896,-807592370.31,-787779795.768,2.0,242307475287000.0,0.111096848726,0.111111604332,269,0.111290322581,3.6760970142599995e-14,0.00137378433512
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-797733662.892,23829551.3077,-797733662.892,-780883625.569,-814583700.214,-812898696.482,-782568629.302,2.0,567847515527000.0,0.111128939092,0.111111426772,327,0.111290322581,3.6760970142599995e-14,0.00137417895726
720.0,-667.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,2190197.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-801721523.644,3893010.73961,-801721523.644,-798968749.351,-804474297.937,-804199020.508,-799244026.78,2.0,15155532618700.0,0.111096848726,0.111111426772,704,0.0556451612903,3.6760970142599995e-14,0.000686891069887
720.0,-460.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-802084931.907,3644410.23002,-802084931.907,-799507944.72,-804661919.094,-804404220.376,-799765643.439,2.0,13281725924600.0,0.111096848726,0.055553937791,39,0.111290322581,3.6760970142599995e-14,0.000686869116419
720.0,-460.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-806665532.946,6299308.9062,-806665532.946,-802211248.901,-811119816.99,-810674388.586,-802656677.306,2.0,39681292695700.0,0.111128939092,0.111111604332,238,0.111290322581,3.6760970142599995e-14,0.00137418115324
720.0,-323.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-812714794.309,13064869.6586,-812714794.309,-803476536.378,-821953052.24,-821029226.447,-804400362.171,2.0,170690819196000.0,0.111128939092,0.111111426772,358,0.110483870968,3.6760970142599995e-14,0.00136422113873
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1564426.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-816475633.295,6468266.77218,-816475633.295,-811901877.998,-821049388.592,-820592013.063,-812359253.528,2.0,41838475036200.0,0.111128939092,0.111111604332,567,0.111290322581,3.6760970142599995e-14,0.00137418115324
720.0,-598.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,312885.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-822892890.528,3844543.79206,-822892890.528,-820174387.542,-825611393.513,-825339543.215,-820446237.84,2.0,14780516969100.0,0.111128939092,0.111109828737,118,0.111290322581,3.6760970142599995e-14,0.00137415919343
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,312885.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-823391995.976,4172983.46794,-823391995.976,-820441251.068,-826342740.884,-826047666.393,-820736325.559,2.0,17413791023700.0,0.111096848726,0.111109828737,149,0.110483870968,3.6760970142599995e-14,0.00136380758179
720.0,-667.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-851502605.29,17709594.3347,-851502605.29,-838980031.044,-864025179.536,-862772922.112,-840232288.469,2.0,313629731498000.0,0.111128939092,0.055553937791,8,0.0556451612903,3.6760970142599995e-14,0.000343533759411
720.0,-116.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-853302710.519,13942638.4753,-853302710.519,-843443776.305,-863161644.732,-862175751.311,-844429669.726,2.0,194397167653000.0,0.055548424363,0.111111604332,290,0.111290322581,3.6760970142599995e-14,0.00068689216756
720.0,-391.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-854578553.98,15609079.2367,-854578553.98,-843541268.204,-865615839.756,-864512111.179,-844644996.781,2.0,243643354617000.0,0.111096848726,0.111111604332,646,0.110483870968,3.6760970142599995e-14,0.00136382937617
720.0,-529.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,1564426.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-854660645.747,31988921.9583,-854660645.747,-832041062.107,-877280229.386,-875018271.022,-834303020.471,2.0,1023291128060000.0,0.111096848726,0.111111604332,526,0.111290322581,3.6760970142599995e-14,0.00137378433512
720.0,-323.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-855056795.16,19767372.7052,-855056795.16,-841079151.874,-869034438.446,-867636674.118,-842476916.203,2.0,390749023667000.0,0.055548424363,0.055553937791,60,0.110483870968,3.6760970142599995e-14,0.000340945901991
720.0,-185.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-857776627.527,854273.569522,-857776627.527,-857172564.893,-858380690.161,-858320283.898,-857232971.156,2.0,729783331584.0,0.111096848726,0.111111426772,379,0.111290322581,3.6760970142599995e-14,0.00137378213977
720.0,-391.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-859703573.838,1245956.15671,-859703573.838,-858822549.79,-860584597.885,-860496495.48,-858910652.195,2.0,1552406744440.0,0.111128939092,0.111111426772,348,0.110483870968,3.6760970142599995e-14,0.00136422113873
720.0,-460.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-860535931.322,3698778.60587,-860535931.322,-857920499.888,-863151362.756,-862889819.613,-858182043.031,2.0,13680963175300.0,0.111128939092,0.111111426772,437,0.111290322581,3.6760970142599995e-14,0.00137417895726
720.0,-667.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-864021545.809,32085896.291,-864021545.809,-841333390.961,-886709700.657,-884440885.172,-843602206.446,2.0,1029504740800000.0,0.111096848726,0.111111426772,406,0.0556451612903,3.6760970142599995e-14,0.000686891069887
720.0,-254.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-864173941.534,7819301.92316,-864173941.534,-858644860.12,-869703022.948,-869150114.807,-859197768.262,2.0,61141482565500.0,0.111128939092,0.111111426772,468,0.111290322581,3.6760970142599995e-14,0.00137417895726
720.0,-598.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-864626780.207,12323783.211,-864626780.207,-855912549.528,-873341010.885,-872469587.817,-856783972.596,2.0,151875632631000.0,0.111096848726,0.111111604332,615,0.111290322581,3.6760970142599995e-14,0.00137378433512
720.0,-254.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,312885.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-870945218.289,16874145.7416,-870945218.289,-859013395.408,-882877041.169,-881683858.881,-860206577.696,2.0,284736794510000.0,0.055548424363,0.111109828737,170,0.111290322581,3.6760970142599995e-14,0.000686881190826
720.0,-323.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1564426.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-874523309.577,16024741.2067,-874523309.577,-863192106.403,-885854512.751,-884721392.434,-864325226.721,2.0,256792330741000.0,0.111128939092,0.111111604332,557,0.110483870968,3.6760970142599995e-14,0.0013642233188
720.0,-529.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-875319145.348,10346524.7874,-875319145.348,-868003047.509,-882635243.186,-881903633.402,-868734657.293,2.0,107050575176000.0,0.111128939092,0.111111604332,228,0.111290322581,3.6760970142599995e-14,0.00137418115324
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-887130040.938,6805957.53572,-887130040.938,-882317502.212,-891942579.664,-891461325.791,-882798756.084,2.0,46321057978100.0,0.111096848726,0.055553937791,29,0.111290322581,3.6760970142599995e-14,0.000686869116419
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-891772443.748,1556729.90413,-891772443.748,-890671669.477,-892873218.02,-892763140.593,-890781746.904,2.0,2423407994420.0,0.111096848726,0.111111604332,605,0.0556451612903,3.6760970142599995e-14,0.00068689216756
720.0,-47.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-892504879.225,5748656.446,-892504879.225,-888439965.269,-896569793.181,-896163301.785,-888846456.665,2.0,33047050934200.0,0.055548424363,0.111111426772,400,0.0556451612903,3.6760970142599995e-14,0.000343445534943
720.0,-667.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,312885.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-894943378.591,9330839.83998,-894943378.591,-888345478.466,-901541278.716,-900881488.704,-889005268.479,2.0,87064572119500.0,0.111128939092,0.111109828737,108,0.0556451612903,3.6760970142599995e-14,0.000687079596716
720.0,-598.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-895740487.821,3739065.6191,-895740487.821,-893096569.167,-898384406.476,-898120014.61,-893360961.032,2.0,13980611703900.0,0.111128939092,0.111111426772,317,0.111290322581,3.6760970142599995e-14,0.00137417895726
720.0,-598.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,1564426.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-902982847.335,7779186.02492,-902982847.335,-897482132.145,-908483562.526,-907933491.007,-898032203.664,2.0,60515735210400.0,0.111096848726,0.111111604332,516,0.111290322581,3.6760970142599995e-14,0.00137378433512
720.0,-460.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,312885.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-904077264.472,1280070.58957,-904077264.472,-903172117.878,-904982411.067,-904891896.407,-903262632.538,2.0,1638580714280.0,0.111096848726,0.111109828737,139,0.111290322581,3.6760970142599995e-14,0.00137376238165
720.0,-323.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-905487930.603,51808629.9904,-905487930.603,-868853697.013,-942122164.194,-938458740.835,-872517120.372,2.0,2684134141490000.0,0.111096848726,0.111111604332,259,0.110483870968,3.6760970142599995e-14,0.00136382937617
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1564426.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-925611508.673,4015164.82207,-925611508.673,-922772358.4,-928450658.946,-928166743.919,-923056273.427,2.0,16121548548400.0,0.111128939092,0.111111604332,547,0.110483870968,3.6760970142599995e-14,0.0013642233188
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-926720464.997,4758106.62543,-926720464.997,-923355975.537,-930084954.458,-929748505.512,-923692424.483,2.0,22639578658900.0,0.111128939092,0.111111604332,667,0.111290322581,3.6760970142599995e-14,0.00137418115324
720.0,-460.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-932080106.077,3151612.21264,-932080106.077,-929851579.709,-934308632.444,-934085779.807,-930074432.346,2.0,9932659538880.0,0.111128939092,0.111111426772,338,0.111290322581,3.6760970142599995e-14,0.00137417895726
720.0,-391.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-934524116.759,17020916.2078,-934524116.759,-922488511.486,-946559722.031,-945356161.504,-923692072.013,2.0,289711588552000.0,0.055548424363,0.055553937791,50,0.110483870968,3.6760970142599995e-14,0.000340945901991
720.0,-460.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-937966495.997,13905348.6506,-937966495.997,-928133929.671,-947799062.322,-946815805.69,-929117186.304,2.0,193358721093000.0,0.111096848726,0.111111604332,636,0.111290322581,3.6760970142599995e-14,0.00137378433512
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-951936559.085,23595603.4573,-951936559.085,-935251947.874,-968621170.295,-966952709.174,-936920408.995,2.0,556752502514000.0,0.111128939092,0.111111426772,427,0.111290322581,3.6760970142599995e-14,0.00137417895726
720.0,-598.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-956910458.462,870342.553792,-956910458.462,-956295033.341,-957525883.584,-957464341.072,-956356575.853,2.0,757496160942.0,0.111128939092,0.111111604332,218,0.111290322581,3.6760970142599995e-14,0.00137418115324
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-959938047.482,25071648.4331,-959938047.482,-942209714.86,-977666380.105,-975893546.843,-943982548.122,2.0,628587555154000.0,0.111096848726,0.111111426772,369,0.111290322581,3.6760970142599995e-14,0.00137378213977
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-964813075.077,23744760.2666,-964813075.077,-948022994.074,-981603156.079,-979924147.978,-949702002.175,2.0,563813640119000.0,0.111096848726,0.111111604332,249,0.110483870968,3.6760970142599995e-14,0.00136382937617
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-967400347.795,9177698.9141,-967400347.795,-960910734.657,-973889960.933,-973240999.619,-961559695.971,2.0,84230157357800.0,0.111096848726,0.111111426772,489,0.111290322581,3.6760970142599995e-14,0.00137378213977
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-970754248.663,35292849.9902,-970754248.663,-945798435.107,-995710062.218,-993214480.863,-948294016.463,2.0,1245585260430000.0,0.111128939092,0.111111426772,307,0.0556451612903,3.6760970142599995e-14,0.00068708947863
720.0,-667.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,1564426.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-973154825.203,9933477.04638,-973154825.203,-966130796.223,-980178854.183,-979476451.285,-966833199.121,2.0,98673966231000.0,0.111096848726,0.111111604332,506,0.0556451612903,3.6760970142599995e-14,0.00068689216756
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,312885.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-979731700.031,13674341.42,-979731700.031,-970062480.485,-989400919.577,-988433997.623,-971029402.439,2.0,186987613270000.0,0.111096848726,0.111109828737,129,0.111290322581,3.6760970142599995e-14,0.00137376238165
720.0,-598.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-984544232.586,12834055.1012,-984544232.586,-975469185.194,-993619279.978,-992711775.239,-976376689.933,2.0,164712970341000.0,0.111096848726,0.055553937791,19,0.111290322581,3.6760970142599995e-14,0.000686869116419
720.0,-116.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-986119045.613,12371274.7169,-986119045.613,-977371233.369,-994866857.858,-993992076.633,-978246014.594,2.0,153048438121000.0,0.055548424363,0.111111426772,390,0.111290322581,3.6760970142599995e-14,0.000686891069887
720.0,-529.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-987604191.677,9596104.28599,-987604191.677,-980818721.263,-994389662.091,-993711115.049,-981497268.305,2.0,92085217467500.0,0.111096848726,0.111111604332,626,0.111290322581,3.6760970142599995e-14,0.00137378433512
