smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity,prefix,ProbabilityWeight,ProbabilityWeight-ft_capacity,PointProbability
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3106368943.46,27381298.5098,-3095467008.34,-3071521251.61,-3155432350.18,-3145376578.88,-3073441263.71,10.0,749735508082000.0,0.125226860254,0.12500016534,121,0.00195653099342,0.124990974078,2.4762864257000002e-14
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-160844932750.0,4765.92172379,-160844931870.0,-160844925788.0,-160844941759.0,-160844939720.0,-160844926479.0,10.0,22714009.8773,0.125226860254,0.124999315018,1,0.00195651768399,0.124990974078,2.4762864257000002e-14
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-570846762143.0,8823533.39182,-570849113486.0,-570824441047.0,-570857565090.0,-570855544290.0,-570833220133.0,10.0,77854741516600.0,0.249546279492,0.124999315018,27,0.00779884159372,0.250018051845,2.4762864257000002e-14
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-93754865302600.0,12848418.8397,-93754867868400.0,-93754844043000.0,-93754887778100.0,-93754881408900.0,-93754846905900.0,10.0,165081866681000.0,0.249546279492,0.12500016534,48,0.00779889464623,0.250018051845,2.4762864257000002e-14
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-94095879327700.0,16054455.5523,-94095879215800.0,-94095852938400.0,-94095900008400.0,-94095898406400.0,-94095858275600.0,10.0,257745543080000.0,0.250453720508,0.12500016534,74,0.00782725426312,0.250018051845,2.4762864257000002e-14
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-94505874726800.0,27551465.3722,-94505885844000.0,-94505829833700.0,-94505905614900.0,-94505903100700.0,-94505833580300.0,10.0,759083244158000.0,0.125226860254,0.12500016534,100,0.00391306198685,0.249981948155,2.4762864257000002e-14
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-95078247012700.0,6756565.84546,-95078246947100.0,-95078233365400.0,-95078258179000.0,-95078255693900.0,-95078237503300.0,10.0,45651182024000.0,0.249546279492,0.12500016534,22,0.00389888422603,0.124990974078,2.4762864257000002e-14
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-129827232254000.0,9942311.57054,-129827233399000.0,-129827214792000.0,-129827249154000.0,-129827246454000.0,-129827219260000.0,10.0,98849559365700.0,0.249546279492,0.250000425161,43,0.0155977951872,0.250018051845,2.4762864257000002e-14
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-130168244676000.0,15533834.6747,-130168243338000.0,-130168219767000.0,-130168268232000.0,-130168268230000.0,-130168225438000.0,10.0,241300019702000.0,0.250453720508,0.250000425161,69,0.0156545144424,0.250018051845,2.4762864257000002e-14
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-130578216227000.0,38867194.4358,-130578211518000.0,-130578172783000.0,-130578278302000.0,-130578277773000.0,-130578174263000.0,10.0,1510658803310000.0,0.125226860254,0.250000425161,95,0.00782612693135,0.249981948155,2.4762864257000002e-14
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-131150610131000.0,5209715.04578,-131150610402000.0,-131150598343000.0,-131150616140000.0,-131150615833000.0,-131150602407000.0,10.0,27141130858200.0,0.249546279492,0.250000425161,17,0.00779777139899,0.124990974078,2.4762864257000002e-14
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-165899619450000.0,11043284.2856,-165899616955000.0,-165899605694000.0,-165899632741000.0,-165899632425000.0,-165899607287000.0,10.0,121954127812000.0,0.249546279492,0.250000519641,38,0.0155978010819,0.250018051845,2.4762864257000002e-14
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-166240630953000.0,15749225.1126,-166240627499000.0,-166240610563000.0,-166240665318000.0,-166240654030000.0,-166240612300000.0,10.0,248038091648000.0,0.250453720508,0.250000519641,64,0.0156545203586,0.250018051845,2.4762864257000002e-14
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-166650609122000.0,19458410.7359,-166650604046000.0,-166650587343000.0,-166650640187000.0,-166650640064000.0,-166650589369000.0,10.0,378629748367000.0,0.125226860254,0.250000519641,90,0.007826129889,0.249981948155,2.4762864257000002e-14
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-167222997666000.0,6139402.45825,-167222997622000.0,-167222989584000.0,-167223006100000.0,-167223005893000.0,-167222989785000.0,10.0,37692262544400.0,0.249546279492,0.250000519641,12,0.00779777434592,0.124990974078,2.4762864257000002e-14
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-201972017256000.0,13536335.2489,-201972020756000.0,-201971993004000.0,-201972039399000.0,-201972033800000.0,-201971997502000.0,10.0,183232371969000.0,0.249546279492,0.249999574839,33,0.0155977421347,0.250018051845,2.4762864257000002e-14
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-202313020901000.0,23342289.7866,-202313013219000.0,-202312991511000.0,-202313063007000.0,-202313054081000.0,-202312995764000.0,10.0,544862492481000.0,0.250453720508,0.249999574839,59,0.015654461197,0.250018051845,2.4762864257000002e-14
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-202723008625000.0,22846621.5686,-202723013433000.0,-202722973408000.0,-202723040458000.0,-202723038649000.0,-202722978295000.0,10.0,521968117098000.0,0.125226860254,0.249999574839,85,0.00782610031248,0.249981948155,2.4762864257000002e-14
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-203295385856000.0,8157923.63698,-203295388885000.0,-203295371979000.0,-203295396838000.0,-203295394692000.0,-203295373616000.0,10.0,66551718066800.0,0.249546279492,0.249999574839,7,0.00779774487657,0.124990974078,2.4762864257000002e-14
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-238044118614000.0,14809031.7235,-238044123638000.0,-238044093441000.0,-238044140761000.0,-238044134869000.0,-238044094625000.0,10.0,219307420588000.0,0.249546279492,0.124999315018,28,0.00779884159372,0.250018051845,2.4762864257000002e-14
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-238385129130000.0,14459217.2304,-238385131036000.0,-238385096037000.0,-238385149368000.0,-238385145467000.0,-238385106285000.0,10.0,209068962916000.0,0.250453720508,0.124999315018,54,0.0078272010177,0.250018051845,2.4762864257000002e-14
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-238795112914000.0,19861929.3381,-238795115503000.0,-238795073807000.0,-238795151514000.0,-238795139518000.0,-238795085596000.0,10.0,394496237030000.0,0.125226860254,0.124999315018,80,0.00391303536798,0.249981948155,2.4762864257000002e-14
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-239367505131000.0,9519052.32355,-239367506910000.0,-239367491713000.0,-239367517184000.0,-239367516419000.0,-239367492296000.0,10.0,90612357138500.0,0.249546279492,0.124999315018,2,0.00389885770361,0.124990974078,2.4762864257000002e-14
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-332551520945000.0,13385250.9556,-332551523491000.0,-332551499719000.0,-332551534657000.0,-332551534387000.0,-332551500716000.0,10.0,179164943145000.0,0.249546279492,0.12500016534,23,0.00389888422603,0.124990974078,2.4762864257000002e-14
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-332961513768000.0,18303426.3462,-332961517288000.0,-332961485605000.0,-332961542646000.0,-332961537584000.0,-332961486547000.0,10.0,335015416012000.0,0.250453720508,0.12500016534,49,0.00782725426312,0.250018051845,2.4762864257000002e-14
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-333302529966000.0,32453438.1977,-333302517018000.0,-333302483026000.0,-333302582665000.0,-333302575606000.0,-333302491398000.0,10.0,1053225650850000.0,0.125226860254,0.12500016534,75,0.00391362713156,0.250018051845,2.4762864257000002e-14
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-368623879934000.0,16225297.9656,-368623880727000.0,-368623850741000.0,-368623905211000.0,-368623903548000.0,-368623857506000.0,10.0,263260294071000.0,0.249546279492,0.250000425161,18,0.00779777139899,0.124990974078,2.4762864257000002e-14
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-369033889313000.0,15791051.6698,-369033887452000.0,-369033869060000.0,-369033920046000.0,-369033914146000.0,-369033870532000.0,10.0,249357312837000.0,0.250453720508,0.250000425161,44,0.0156545144424,0.250018051845,2.4762864257000002e-14
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-369374893533000.0,32614167.6711,-369374880518000.0,-369374859359000.0,-369374956637000.0,-369374943122000.0,-369374860343000.0,10.0,1063683932880000.0,0.125226860254,0.250000425161,70,0.0078272572212,0.250018051845,2.4762864257000002e-14
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-404696273091000.0,13627700.0639,-404696268130000.0,-404696253878000.0,-404696299302000.0,-404696292249000.0,-404696257884000.0,10.0,185714209033000.0,0.249546279492,0.250000519641,13,0.00779777434592,0.124990974078,2.4762864257000002e-14
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-405106255809000.0,10480255.8629,-405106253073000.0,-405106244095000.0,-405106271608000.0,-405106271136000.0,-405106244587000.0,10.0,109835762951000.0,0.250453720508,0.250000519641,39,0.0156545203586,0.250018051845,2.4762864257000002e-14
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-405447282000000.0,20179842.3142,-405447283164000.0,-405447251413000.0,-405447309357000.0,-405447305911000.0,-405447252252000.0,10.0,407226035824000.0,0.125226860254,0.250000519641,65,0.00782726017928,0.250018051845,2.4762864257000002e-14
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-440768656546000.0,11719223.0922,-440768656382000.0,-440768633809000.0,-440768676488000.0,-440768673774000.0,-440768640493000.0,10.0,137340189885000.0,0.249546279492,0.249999574839,8,0.00779774487657,0.124990974078,2.4762864257000002e-14
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-441178655165000.0,25016165.7716,-441178654519000.0,-441178615275000.0,-441178697918000.0,-441178688123000.0,-441178617904000.0,10.0,625808549915000.0,0.250453720508,0.249999574839,34,0.015654461197,0.250018051845,2.4762864257000002e-14
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-441519670936000.0,21706440.2391,-441519672378000.0,-441519639214000.0,-441519703766000.0,-441519698991000.0,-441519643014000.0,10.0,471169547853000.0,0.125226860254,0.249999574839,60,0.00782723059849,0.250018051845,2.4762864257000002e-14
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-476840783505000.0,14938542.3608,-476840786180000.0,-476840760306000.0,-476840808617000.0,-476840802455000.0,-476840761188000.0,10.0,223160047866000.0,0.249546279492,0.124999315018,3,0.00389885770361,0.124990974078,2.4762864257000002e-14
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-477250774090000.0,20405276.2039,-477250782548000.0,-477250733144000.0,-477250796302000.0,-477250792464000.0,-477250740334000.0,10.0,416375296958000.0,0.250453720508,0.124999315018,29,0.0078272010177,0.250018051845,2.4762864257000002e-14
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-477591786412000.0,19094333.5066,-477591783819000.0,-477591757216000.0,-477591813304000.0,-477591812689000.0,-477591761053000.0,10.0,364593572062000.0,0.125226860254,0.124999315018,55,0.00391360050885,0.250018051845,2.4762864257000002e-14
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-571758175204000.0,21862582.2505,-571758170208000.0,-571758147239000.0,-571758211003000.0,-571758209895000.0,-571758151071000.0,10.0,477972502660000.0,0.250453720508,0.12500016534,24,0.00391306198685,0.124990974078,2.4762864257000002e-14
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-572168177867000.0,32407453.0468,-572168169205000.0,-572168140112000.0,-572168236663000.0,-572168229176000.0,-572168141781000.0,10.0,1050243012980000.0,0.125226860254,0.12500016534,50,0.00391362713156,0.250018051845,2.4762864257000002e-14
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-607830543246000.0,14187206.4223,-607830542263000.0,-607830528343000.0,-607830575992000.0,-607830564560000.0,-607830529718000.0,10.0,201276826070000.0,0.250453720508,0.250000425161,19,0.00782612693135,0.124990974078,2.4762864257000002e-14
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-608240515156000.0,37047869.3956,-608240520731000.0,-608240438439000.0,-608240570596000.0,-608240560341000.0,-608240462406000.0,10.0,1372544626760000.0,0.125226860254,0.250000425161,45,0.0078272572212,0.250018051845,2.4762864257000002e-14
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-643902928420000.0,28961097.2528,-643902928920000.0,-643902869952000.0,-643902969735000.0,-643902962127000.0,-643902882025000.0,10.0,838745154086000.0,0.250453720508,0.250000519641,14,0.007826129889,0.124990974078,2.4762864257000002e-14
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-644312928417000.0,25045805.1581,-644312934594000.0,-644312875511000.0,-644312955521000.0,-644312953773000.0,-644312890244000.0,10.0,627292356017000.0,0.125226860254,0.250000519641,40,0.00782726017928,0.250018051845,2.4762864257000002e-14
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-679975313646000.0,15974838.0898,-679975315605000.0,-679975281982000.0,-679975332120000.0,-679975331803000.0,-679975290278000.0,10.0,255195451996000.0,0.250453720508,0.249999574839,9,0.00782610031248,0.124990974078,2.4762864257000002e-14
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-680385320571000.0,25622591.2218,-680385312574000.0,-680385293741000.0,-680385368447000.0,-680385360474000.0,-680385295815000.0,10.0,656517180920000.0,0.125226860254,0.249999574839,35,0.00782723059849,0.250018051845,2.4762864257000002e-14
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-716047438899000.0,27873731.4719,-716047430032000.0,-716047407827000.0,-716047501908000.0,-716047483041000.0,-716047407909000.0,10.0,776944906169000.0,0.250453720508,0.124999315018,4,0.00391303536798,0.124990974078,2.4762864257000002e-14
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-716457427072000.0,26938247.4064,-716457431943000.0,-716457383787000.0,-716457475900000.0,-716457461820000.0,-716457388182000.0,10.0,725669173329000.0,0.125226860254,0.124999315018,30,0.00391360050885,0.250018051845,2.4762864257000002e-14
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-810964831254000.0,26166453.7516,-810964824278000.0,-810964802436000.0,-810964877542000.0,-810964874919000.0,-810964804148000.0,10.0,684683301935000.0,0.125226860254,0.12500016534,25,0.00195653099342,0.124990974078,2.4762864257000002e-14
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-847037196027000.0,30077431.3028,-847037193065000.0,-847037156480000.0,-847037244344000.0,-847037237584000.0,-847037160307000.0,10.0,904651873773000.0,0.125226860254,0.250000425161,20,0.00391306346567,0.124990974078,2.4762864257000002e-14
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-883109585237000.0,24706901.7846,-883109582296000.0,-883109550055000.0,-883109629410000.0,-883109627250000.0,-883109556898000.0,10.0,610430995792000.0,0.125226860254,0.250000519641,15,0.0039130649445,0.124990974078,2.4762864257000002e-14
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-919181961308000.0,26098178.5584,-919181967025000.0,-919181899623000.0,-919181986579000.0,-919181985494000.0,-919181920418000.0,10.0,681114924067000.0,0.125226860254,0.249999574839,10,0.00391305015624,0.124990974078,2.4762864257000002e-14
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-955254081752000.0,20927501.8111,-955254090768000.0,-955254044286000.0,-955254101652000.0,-955254101511000.0,-955254049358000.0,10.0,437960332055000.0,0.125226860254,0.124999315018,5,0.00195651768399,0.124990974078,2.4762864257000002e-14
