smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-h2_storage_capacity,prefix,ProbabilityWeight-htse_capacity,PointProbability,ProbabilityWeight-meoh_capacity,ProbabilityWeight
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2246841045.12,10242120.3417,-2246841045.12,-2239598772.37,-2254083317.87,-2253359090.59,-2240322999.65,2.0,104901029094000.0,0.125000249693,120,0.249546279492,2.6175466018599997e-14,0.125018050542,0.0038997314626
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2354454900.73,29024254.4656,-2354454900.73,-2333931653.57,-2374978147.88,-2372925823.16,-2335983978.29,2.0,842407347286000.0,0.125000249693,104,0.125226860254,2.6175466018599997e-14,0.25,0.0039133472
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2378164152.42,42214761.4778,-2378164152.42,-2348313808.31,-2408014496.52,-2405029462.11,-2351298842.72,2.0,1782086086620000.0,0.125000249693,115,0.249546279492,2.6175466018599997e-14,0.125018050542,0.0038997314626
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2574710527.26,10466186.9203,-2574710527.26,-2567309815.52,-2582111239.01,-2581371167.83,-2568049886.69,2.0,109541068651000.0,0.125000249693,110,0.250453720508,2.6175466018599997e-14,0.125018050542,0.00391391230429
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2713826067.01,2371862.20966,-2713826067.01,-2712148907.15,-2715503226.86,-2715335510.87,-2712316623.14,2.0,5625730341630.0,0.125000249693,105,0.125226860254,2.6175466018599997e-14,0.125018050542,0.00195695615214
720.0,-667.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-19034945689.1,3720428.05306,-19034945689.1,-19032314949.2,-19037576429.0,-19037313355.0,-19032578023.2,2.0,13841584898000.0,0.124999250922,1,0.125226860254,2.6175466018599997e-14,0.125018050542,0.00195694051577
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-359942662459.0,3442724.96298,-359942662459.0,-359940228085.0,-359945096833.0,-359944853396.0,-359940471523.0,2.0,11852355170700.0,0.124999250922,7,0.250453720508,2.6175466018599997e-14,0.25,0.00782663186354
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-769841751120.0,21065089.0628,-769841751120.0,-769826855853.0,-769856646388.0,-769855156861.0,-769828345380.0,2.0,443737977222000.0,0.124999250922,13,0.249546279492,2.6175466018599997e-14,0.249963898917,0.00779714839709
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-101750400599000.0,15380548.4087,-101750400599000.0,-101750389724000.0,-101750411475000.0,-101750410387000.0,-101750390811000.0,2.0,236561269351000.0,0.125000249693,118,0.249546279492,2.6175466018599997e-14,0.249963898917,0.00779721069797
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-102160286716000.0,13458021.447,-102160286716000.0,-102160277200000.0,-102160296233000.0,-102160295281000.0,-102160278152000.0,2.0,181118341269000.0,0.125000249693,124,0.125226860254,2.6175466018599997e-14,0.25,0.0039133472
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-102733032317000.0,26760864.1567,-102733032317000.0,-102733013394000.0,-102733051240000.0,-102733049348000.0,-102733015287000.0,2.0,716143850414000.0,0.125000249693,106,0.250453720508,2.6175466018599997e-14,0.125018050542,0.00391391230429
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-103073923272000.0,1367658.39215,-103073923272000.0,-103073922305000.0,-103073924240000.0,-103073924143000.0,-103073922402000.0,2.0,1870489477620.0,0.125000249693,112,0.249546279492,2.6175466018599997e-14,0.25,0.00779833681159
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-135873642329000.0,3467449.4003,-135873642329000.0,-135873639878000.0,-135873644781000.0,-135873644536000.0,-135873640123000.0,2.0,12023205343700.0,0.250000499385,93,0.249546279492,2.6175466018599997e-14,0.249963898917,0.0155944213959
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-136283454911000.0,10853757.9774,-136283454911000.0,-136283447237000.0,-136283462586000.0,-136283461819000.0,-136283448004000.0,2.0,117804062232000.0,0.250000499385,99,0.125226860254,2.6175466018599997e-14,0.25,0.0078266944
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-136856226374000.0,6090659.23266,-136856226374000.0,-136856222068000.0,-136856230681000.0,-136856230251000.0,-136856222498000.0,2.0,37096129888400.0,0.250000499385,81,0.250453720508,2.6175466018599997e-14,0.125018050542,0.00782782460857
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-137197167631000.0,26382667.222,-137197167631000.0,-137197148975000.0,-137197186286000.0,-137197184420000.0,-137197150841000.0,2.0,696045129745000.0,0.250000499385,87,0.249546279492,2.6175466018599997e-14,0.25,0.0155966736232
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-169996878061000.0,29452448.287,-169996878061000.0,-169996857235000.0,-169996898887000.0,-169996896804000.0,-169996859317000.0,2.0,867446710096000.0,0.250000499385,68,0.249546279492,2.6175466018599997e-14,0.249963898917,0.0155944213959
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-170406726545000.0,61549663.7387,-170406726545000.0,-170406683023000.0,-170406770067000.0,-170406765715000.0,-170406687375000.0,2.0,3788361106350000.0,0.250000499385,74,0.125226860254,2.6175466018599997e-14,0.25,0.0078266944
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-170979448571000.0,5371600.67854,-170979448571000.0,-170979444773000.0,-170979452369000.0,-170979451989000.0,-170979445152000.0,2.0,28854093849700.0,0.250000499385,56,0.250453720508,2.6175466018599997e-14,0.125018050542,0.00782782460857
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-171320375632000.0,21699675.135,-171320375632000.0,-171320360288000.0,-171320390976000.0,-171320389441000.0,-171320361822000.0,2.0,470875900964000.0,0.250000499385,62,0.249546279492,2.6175466018599997e-14,0.25,0.0155966736232
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-204120049490000.0,10854685.3148,-204120049490000.0,-204120041814000.0,-204120057165000.0,-204120056398000.0,-204120042582000.0,2.0,117824193284000.0,0.249999500615,43,0.249546279492,2.6175466018599997e-14,0.249963898917,0.0155943590951
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-204529923944000.0,28761525.6111,-204529923944000.0,-204529903606000.0,-204529944281000.0,-204529942247000.0,-204529905640000.0,2.0,827225355478000.0,0.249999500615,49,0.125226860254,2.6175466018599997e-14,0.25,0.00782666313177
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-205102670299000.0,3947462.8504,-205102670299000.0,-205102667507000.0,-205102673090000.0,-205102672811000.0,-205102667787000.0,2.0,15582462955300.0,0.249999500615,31,0.250453720508,2.6175466018599997e-14,0.125018050542,0.00782779333583
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-205443584809000.0,4710505.88804,-205443584809000.0,-205443581479000.0,-205443588140000.0,-205443587807000.0,-205443581812000.0,2.0,22188865721200.0,0.249999500615,37,0.249546279492,2.6175466018599997e-14,0.25,0.0155966113133
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-238243031742000.0,22430589.3397,-238243031742000.0,-238243015882000.0,-238243047603000.0,-238243046017000.0,-238243017468000.0,2.0,503131338127000.0,0.124999250922,18,0.249546279492,2.6175466018599997e-14,0.249963898917,0.00779714839709
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-238652876495000.0,58817950.8346,-238652876495000.0,-238652834905000.0,-238652918086000.0,-238652913927000.0,-238652839064000.0,2.0,3459551340380000.0,0.124999250922,24,0.125226860254,2.6175466018599997e-14,0.25,0.00391331593177
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-239225600554000.0,22231591.4382,-239225600554000.0,-239225584834000.0,-239225616274000.0,-239225614702000.0,-239225586406000.0,2.0,494243657874000.0,0.124999250922,6,0.250453720508,2.6175466018599997e-14,0.125018050542,0.00391388103154
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-239566525035000.0,11331685.6945,-239566525035000.0,-239566517022000.0,-239566533048000.0,-239566532246000.0,-239566517824000.0,2.0,128407100680000.0,0.124999250922,12,0.249546279492,2.6175466018599997e-14,0.25,0.00779827450171
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-340547129790000.0,19695923.0053,-340547129790000.0,-340547115863000.0,-340547143717000.0,-340547142325000.0,-340547117256000.0,2.0,387929383029000.0,0.125000249693,117,0.249546279492,2.6175466018599997e-14,0.25,0.00779833681159
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-340956963337000.0,30089228.0838,-340956963337000.0,-340956942061000.0,-340956984613000.0,-340956982486000.0,-340956944188000.0,2.0,905361646681000.0,0.125000249693,123,0.125226860254,2.6175466018599997e-14,0.249963898917,0.00391278209571
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-341939584955000.0,17719930.5619,-341939584955000.0,-341939572425000.0,-341939597485000.0,-341939596232000.0,-341939573678000.0,2.0,313995939120000.0,0.125000249693,111,0.249546279492,2.6175466018599997e-14,0.125018050542,0.0038997314626
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-374670313487000.0,1344419.55981,-374670313487000.0,-374670312536000.0,-374670314437000.0,-374670314342000.0,-374670312631000.0,2.0,1807463952790.0,0.250000499385,92,0.249546279492,2.6175466018599997e-14,0.25,0.0155966736232
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-375080184105000.0,4733011.68267,-375080184105000.0,-375080180758000.0,-375080187452000.0,-375080187117000.0,-375080181093000.0,2.0,22401399588300.0,0.250000499385,98,0.125226860254,2.6175466018599997e-14,0.249963898917,0.00782556419142
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-376062801806000.0,6007828.95424,-376062801806000.0,-376062797557000.0,-376062806054000.0,-376062805629000.0,-376062797982000.0,2.0,36094008743400.0,0.250000499385,86,0.249546279492,2.6175466018599997e-14,0.125018050542,0.00779946292521
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-408793556473000.0,33479959.4699,-408793556473000.0,-408793532799000.0,-408793580146000.0,-408793577779000.0,-408793535166000.0,2.0,1120907686100000.0,0.250000499385,67,0.249546279492,2.6175466018599997e-14,0.25,0.0155966736232
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-409203392856000.0,15717165.1113,-409203392856000.0,-409203381742000.0,-409203403970000.0,-409203402858000.0,-409203382854000.0,2.0,247029279137000.0,0.250000499385,73,0.125226860254,2.6175466018599997e-14,0.249963898917,0.00782556419142
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-410186006789000.0,792354.02793,-410186006789000.0,-410186006229000.0,-410186007349000.0,-410186007293000.0,-410186006285000.0,2.0,627824905577.0,0.250000499385,61,0.249546279492,2.6175466018599997e-14,0.125018050542,0.00779946292521
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-442916773881000.0,117924.860811,-442916773881000.0,-442916773797000.0,-442916773964000.0,-442916773956000.0,-442916773806000.0,2.0,13906272797.3,0.249999500615,42,0.249546279492,2.6175466018599997e-14,0.25,0.0155966113133
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-443326586209000.0,8835445.86719,-443326586209000.0,-443326579962000.0,-443326592457000.0,-443326591832000.0,-443326580586000.0,2.0,78065103672100.0,0.249999500615,48,0.125226860254,2.6175466018599997e-14,0.249963898917,0.0078255329277
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-444309229375000.0,6169852.9714,-444309229375000.0,-444309225013000.0,-444309233738000.0,-444309233302000.0,-444309225449000.0,2.0,38067085688700.0,0.249999500615,36,0.249546279492,2.6175466018599997e-14,0.125018050542,0.00779943176577
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-477039730381000.0,29172293.1548,-477039730381000.0,-477039709753000.0,-477039751009000.0,-477039748946000.0,-477039711816000.0,2.0,851022687908000.0,0.124999250922,17,0.249546279492,2.6175466018599997e-14,0.25,0.00779827450171
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-477449598236000.0,36873620.7529,-477449598236000.0,-477449572163000.0,-477449624310000.0,-477449621703000.0,-477449574770000.0,2.0,1359663907430000.0,0.124999250922,23,0.125226860254,2.6175466018599997e-14,0.249963898917,0.00391275083199
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-478432184423000.0,5113215.35332,-478432184423000.0,-478432180807000.0,-478432188038000.0,-478432187677000.0,-478432181169000.0,2.0,26144971249400.0,0.124999250922,11,0.249546279492,2.6175466018599997e-14,0.125018050542,0.00389970030317
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-579412766835000.0,12082444.2323,-579412766835000.0,-579412758291000.0,-579412775378000.0,-579412774524000.0,-579412759146000.0,2.0,145985458628000.0,0.125000249693,116,0.249546279492,2.6175466018599997e-14,0.125018050542,0.0038997314626
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-579753666540000.0,35333255.5842,-579753666540000.0,-579753641556000.0,-579753691525000.0,-579753689026000.0,-579753644054000.0,2.0,1248438950180000.0,0.125000249693,122,0.125226860254,2.6175466018599997e-14,0.25,0.0039133472
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-613535995839000.0,25154605.6738,-613535995839000.0,-613535978052000.0,-613536013626000.0,-613536011847000.0,-613535979830000.0,2.0,632754186603000.0,0.250000499385,91,0.249546279492,2.6175466018599997e-14,0.125018050542,0.00779946292521
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-613876905032000.0,24746897.8916,-613876905032000.0,-613876887533000.0,-613876922531000.0,-613876920781000.0,-613876889283000.0,2.0,612408955259000.0,0.250000499385,97,0.125226860254,2.6175466018599997e-14,0.25,0.0078266944
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-647659207333000.0,8942375.88047,-647659207333000.0,-647659201009000.0,-647659213656000.0,-647659213023000.0,-647659201642000.0,2.0,79966086387600.0,0.250000499385,66,0.249546279492,2.6175466018599997e-14,0.125018050542,0.00779946292521
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-648000106050000.0,46689666.6153,-648000106050000.0,-648000073035000.0,-648000139064000.0,-648000135763000.0,-648000076337000.0,2.0,2179924968650000.0,0.250000499385,72,0.125226860254,2.6175466018599997e-14,0.25,0.0078266944
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-681782393007000.0,26894452.6923,-681782393007000.0,-681782373989000.0,-681782412024000.0,-681782410122000.0,-681782375891000.0,2.0,723311585616000.0,0.249999500615,41,0.249546279492,2.6175466018599997e-14,0.125018050542,0.00779943176577
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-682123340078000.0,29440983.567,-682123340078000.0,-682123319261000.0,-682123360896000.0,-682123358815000.0,-682123321342000.0,2.0,866771513390000.0,0.249999500615,47,0.125226860254,2.6175466018599997e-14,0.25,0.00782666313177
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-715905342601000.0,64332733.3443,-715905342601000.0,-715905297111000.0,-715905388091000.0,-715905383542000.0,-715905301660000.0,2.0,4138700579550000.0,0.124999250922,16,0.249546279492,2.6175466018599997e-14,0.125018050542,0.00389970030317
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-716246255048000.0,36004861.9811,-716246255048000.0,-716246229589000.0,-716246280508000.0,-716246277962000.0,-716246232135000.0,2.0,1296350086280000.0,0.124999250922,22,0.125226860254,2.6175466018599997e-14,0.25,0.00391331593177
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-818619373370000.0,12430505.0826,-818619373370000.0,-818619364580000.0,-818619382160000.0,-818619381281000.0,-818619365459000.0,2.0,154517456609000.0,0.125000249693,121,0.125226860254,2.6175466018599997e-14,0.125018050542,0.00195695615214
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-852742537135000.0,22750349.81,-852742537135000.0,-852742521048000.0,-852742553222000.0,-852742551613000.0,-852742522657000.0,2.0,517578416476000.0,0.250000499385,96,0.125226860254,2.6175466018599997e-14,0.125018050542,0.00391391230429
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-886865692539000.0,40436102.2773,-886865692539000.0,-886865663947000.0,-886865721132000.0,-886865718273000.0,-886865666806000.0,2.0,1635078367380000.0,0.250000499385,71,0.125226860254,2.6175466018599997e-14,0.125018050542,0.00391391230429
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-920988979730000.0,8491672.02855,-920988979730000.0,-920988973726000.0,-920988985735000.0,-920988985134000.0,-920988974326000.0,2.0,72108493840500.0,0.249999500615,46,0.125226860254,2.6175466018599997e-14,0.125018050542,0.00391389666791
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-955111882839000.0,13057100.8625,-955111882839000.0,-955111873607000.0,-955111892072000.0,-955111891149000.0,-955111874530000.0,2.0,170487882933000.0,0.124999250922,21,0.125226860254,2.6175466018599997e-14,0.125018050542,0.00195694051577
