npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-ft_capacity,ProbabilityWeight-htse_capacity,PointProbability,prefix
1193.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264036278687000.0,952339.633018,-264036278687000.0,-264036278013000.0,-264036279360000.0,-264036279293000.0,-264036278081000.0,2.0,906950776618.0,0.00781266272682,0.250005207258,0.25,0.125,1.17734560967e-13,95
1193.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264036324114000.0,15805642.4439,-264036324114000.0,-264036312938000.0,-264036335290000.0,-264036334173000.0,-264036314055000.0,2.0,249818333066000.0,0.00390633136341,0.125002603629,0.25,0.125,1.17734560967e-13,100
1193.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264036630005000.0,1290804.82331,-264036630005000.0,-264036629092000.0,-264036630918000.0,-264036630826000.0,-264036629183000.0,2.0,1666177091880.0,0.00781207099292,0.124993135887,0.25,0.25,1.17734560967e-13,54
1193.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264036699264000.0,3754824.33579,-264036699264000.0,-264036696609000.0,-264036701920000.0,-264036701654000.0,-264036696875000.0,2.0,14098705792600.0,0.0156246745464,0.249994792742,0.25,0.25,1.17734560967e-13,59
1193.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264036754303000.0,12991697.2859,-264036754303000.0,-264036745116000.0,-264036763489000.0,-264036762570000.0,-264036746035000.0,2.0,168784198369000.0,0.0156252662803,0.250004260484,0.25,0.25,1.17734560967e-13,64
1193.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264036808066000.0,10390780.5969,-264036808066000.0,-264036800719000.0,-264036815414000.0,-264036814679000.0,-264036801454000.0,2.0,107968321412000.0,0.0156253254536,0.250005207258,0.25,0.25,1.17734560967e-13,69
1193.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264036875802000.0,4120658.35921,-264036875802000.0,-264036872888000.0,-264036878716000.0,-264036878425000.0,-264036873180000.0,2.0,16979825313300.0,0.00781266272682,0.125002603629,0.25,0.25,1.17734560967e-13,74
1193.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264037176900000.0,206038.386989,-264037176900000.0,-264037176754000.0,-264037177045000.0,-264037177031000.0,-264037176769000.0,2.0,42451816913.2,0.00781207099292,0.124993135887,0.25,0.25,1.17734560967e-13,28
1193.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264037227302000.0,8043587.74209,-264037227302000.0,-264037221614000.0,-264037232990000.0,-264037232421000.0,-264037222183000.0,2.0,64699303764700.0,0.0156246745464,0.249994792742,0.25,0.25,1.17734560967e-13,33
1193.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264037281181000.0,10346495.2505,-264037281181000.0,-264037273865000.0,-264037288497000.0,-264037287766000.0,-264037274597000.0,2.0,107049963968000.0,0.0156252662803,0.250004260484,0.25,0.25,1.17734560967e-13,38
1193.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264037345857000.0,4462002.13701,-264037345857000.0,-264037342701000.0,-264037349012000.0,-264037348696000.0,-264037343017000.0,2.0,19909463070700.0,0.0156253254536,0.250005207258,0.25,0.25,1.17734560967e-13,43
1193.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264037405620000.0,1447369.82144,-264037405620000.0,-264037404596000.0,-264037406643000.0,-264037406541000.0,-264037404699000.0,2.0,2094879400020.0,0.00781266272682,0.125002603629,0.25,0.25,1.17734560967e-13,48
1193.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264037695406000.0,2825522.90461,-264037695406000.0,-264037693408000.0,-264037697404000.0,-264037697204000.0,-264037693608000.0,2.0,7983579684490.0,0.00390603549646,0.124993135887,0.125,0.25,1.17734560967e-13,2
1193.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264037755641000.0,4065494.35175,-264037755641000.0,-264037752767000.0,-264037758516000.0,-264037758229000.0,-264037753054000.0,2.0,16528244324100.0,0.00781233727318,0.249994792742,0.125,0.25,1.17734560967e-13,7
1193.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264037807201000.0,693726.641508,-264037807201000.0,-264037806710000.0,-264037807691000.0,-264037807642000.0,-264037806759000.0,2.0,481256653138.0,0.00781263314013,0.250004260484,0.125,0.25,1.17734560967e-13,12
1193.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264037867189000.0,6220474.5028,-264037867189000.0,-264037862790000.0,-264037871587000.0,-264037871147000.0,-264037863230000.0,2.0,38694303039900.0,0.00781266272682,0.250005207258,0.125,0.25,1.17734560967e-13,17
1193.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264037925051000.0,2418244.1595,-264037925051000.0,-264037923341000.0,-264037926761000.0,-264037926590000.0,-264037923512000.0,2.0,5847904814970.0,0.00390633136341,0.125002603629,0.125,0.25,1.17734560967e-13,22
1193.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527918568653000.0,4264994.18863,-527918568653000.0,-527918565637000.0,-527918571668000.0,-527918571367000.0,-527918565938000.0,2.0,18190175429000.0,0.00390603549646,0.124993135887,0.25,0.125,1.17734560967e-13,55
1193.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527918615664000.0,4750452.38304,-527918615664000.0,-527918612305000.0,-527918619024000.0,-527918618688000.0,-527918612641000.0,2.0,22566797843500.0,0.00781233727318,0.249994792742,0.25,0.125,1.17734560967e-13,60
1193.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527918681631000.0,17425678.6374,-527918681631000.0,-527918669310000.0,-527918693953000.0,-527918692721000.0,-527918670542000.0,2.0,303654275972000.0,0.00781263314013,0.250004260484,0.25,0.125,1.17734560967e-13,65
1193.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527918745637000.0,14837671.0886,-527918745637000.0,-527918735145000.0,-527918756128000.0,-527918755079000.0,-527918736194000.0,2.0,220156483333000.0,0.00781266272682,0.250005207258,0.25,0.125,1.17734560967e-13,70
1193.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527918798058000.0,3384185.91954,-527918798058000.0,-527918795665000.0,-527918800451000.0,-527918800212000.0,-527918795905000.0,2.0,11452714338000.0,0.00390633136341,0.125002603629,0.25,0.125,1.17734560967e-13,75
1193.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527919112930000.0,7334044.62449,-527919112930000.0,-527919107744000.0,-527919118116000.0,-527919117598000.0,-527919108263000.0,2.0,53788210554000.0,0.00781207099292,0.124993135887,0.25,0.25,1.17734560967e-13,29
1193.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527919163651000.0,6636187.59549,-527919163651000.0,-527919158959000.0,-527919168344000.0,-527919167875000.0,-527919159428000.0,2.0,44038985802600.0,0.0156246745464,0.249994792742,0.25,0.25,1.17734560967e-13,34
1193.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527919226602000.0,5596291.03982,-527919226602000.0,-527919222645000.0,-527919230559000.0,-527919230163000.0,-527919223040000.0,2.0,31318473402400.0,0.0156252662803,0.250004260484,0.25,0.25,1.17734560967e-13,39
1193.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527919280829000.0,2081319.6665,-527919280829000.0,-527919279357000.0,-527919282301000.0,-527919282153000.0,-527919279504000.0,2.0,4331891554170.0,0.0156253254536,0.250005207258,0.25,0.25,1.17734560967e-13,44
1193.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527919331781000.0,18918456.1825,-527919331781000.0,-527919318404000.0,-527919345159000.0,-527919343821000.0,-527919319742000.0,2.0,357907984330000.0,0.00781266272682,0.125002603629,0.25,0.25,1.17734560967e-13,49
1193.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527919637816000.0,8764903.65727,-527919637816000.0,-527919631619000.0,-527919644014000.0,-527919643394000.0,-527919632238000.0,2.0,76823536121200.0,0.00390603549646,0.124993135887,0.125,0.25,1.17734560967e-13,3
1193.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527919695828000.0,9805498.25992,-527919695828000.0,-527919688895000.0,-527919702762000.0,-527919702068000.0,-527919689588000.0,2.0,96147796125200.0,0.00781233727318,0.249994792742,0.125,0.25,1.17734560967e-13,8
1193.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527919750969000.0,1634427.07594,-527919750969000.0,-527919749813000.0,-527919752124000.0,-527919752009000.0,-527919749929000.0,2.0,2671351866560.0,0.00781263314013,0.250004260484,0.125,0.25,1.17734560967e-13,13
1193.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527919807446000.0,12963224.3497,-527919807446000.0,-527919798279000.0,-527919816612000.0,-527919815696000.0,-527919799196000.0,2.0,168045185542000.0,0.00781266272682,0.250005207258,0.125,0.25,1.17734560967e-13,18
1193.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527919863828000.0,10703432.3459,-527919863828000.0,-527919856260000.0,-527919871397000.0,-527919870640000.0,-527919857017000.0,2.0,114563463983000.0,0.00390633136341,0.125002603629,0.125,0.25,1.17734560967e-13,23
1193.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-791801028582000.0,5981057.84731,-791801028582000.0,-791801024353000.0,-791801032812000.0,-791801032389000.0,-791801024776000.0,2.0,35773052972800.0,0.00390603549646,0.124993135887,0.25,0.125,1.17734560967e-13,30
1193.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-791801101114000.0,18709852.6552,-791801101114000.0,-791801087885000.0,-791801114344000.0,-791801113021000.0,-791801089208000.0,2.0,350058586380000.0,0.00781233727318,0.249994792742,0.25,0.125,1.17734560967e-13,35
1193.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-791801161977000.0,4397375.89177,-791801161977000.0,-791801158868000.0,-791801165087000.0,-791801164776000.0,-791801159179000.0,2.0,19336914733600.0,0.00781263314013,0.250004260484,0.25,0.125,1.17734560967e-13,40
1193.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-791801208354000.0,7540340.64141,-791801208354000.0,-791801203022000.0,-791801213686000.0,-791801213153000.0,-791801203556000.0,2.0,56856736988600.0,0.00781266272682,0.250005207258,0.25,0.125,1.17734560967e-13,45
1193.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-791801267074000.0,1577802.00909,-791801267074000.0,-791801265958000.0,-791801268190000.0,-791801268078000.0,-791801266070000.0,2.0,2489459179900.0,0.00390633136341,0.125002603629,0.25,0.125,1.17734560967e-13,50
1193.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-791801559346000.0,6171148.83296,-791801559346000.0,-791801554982000.0,-791801563710000.0,-791801563273000.0,-791801555419000.0,2.0,38083077918600.0,0.00390603549646,0.124993135887,0.125,0.25,1.17734560967e-13,4
1193.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-791801634341000.0,17366305.0465,-791801634341000.0,-791801622061000.0,-791801646621000.0,-791801645393000.0,-791801623289000.0,2.0,301588550966000.0,0.00781233727318,0.249994792742,0.125,0.25,1.17734560967e-13,9
1193.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-791801696492000.0,2775206.82125,-791801696492000.0,-791801694530000.0,-791801698455000.0,-791801698258000.0,-791801694726000.0,2.0,7701772900700.0,0.00781263314013,0.250004260484,0.125,0.25,1.17734560967e-13,14
1193.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-791801742199000.0,11659931.3136,-791801742199000.0,-791801733954000.0,-791801750444000.0,-791801749619000.0,-791801734779000.0,2.0,135953998237000.0,0.00781266272682,0.250005207258,0.125,0.25,1.17734560967e-13,19
1193.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-791801815143000.0,7857746.3798,-791801815143000.0,-791801809587000.0,-791801820700000.0,-791801820144000.0,-791801810143000.0,2.0,61744178169200.0,0.00390633136341,0.125002603629,0.125,0.25,1.17734560967e-13,24
1193.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1055683501350000.0,14717667.2454,-1055683501350000.0,-1055683490950000.0,-1055683511760000.0,-1055683510720000.0,-1055683491990000.0,2.0,216609729148000.0,0.00195301774823,0.124993135887,0.125,0.125,1.17734560967e-13,5
1193.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1055683553370000.0,4563148.1494,-1055683553370000.0,-1055683550140000.0,-1055683556590000.0,-1055683556270000.0,-1055683550460000.0,2.0,20822321033400.0,0.00390616863659,0.249994792742,0.125,0.125,1.17734560967e-13,10
1193.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1055683622330000.0,7153774.29136,-1055683622330000.0,-1055683617270000.0,-1055683627390000.0,-1055683626890000.0,-1055683617780000.0,2.0,51176486611800.0,0.00390631657006,0.250004260484,0.125,0.125,1.17734560967e-13,15
1193.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1055683664280000.0,9138141.92838,-1055683664280000.0,-1055683657820000.0,-1055683670740000.0,-1055683670100000.0,-1055683658460000.0,2.0,83505637903100.0,0.00390633136341,0.250005207258,0.125,0.125,1.17734560967e-13,20
1193.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1055683718950000.0,9010455.59103,-1055683718950000.0,-1055683712580000.0,-1055683725320000.0,-1055683724690000.0,-1055683713220000.0,2.0,81188309958000.0,0.00195316568171,0.125002603629,0.125,0.125,1.17734560967e-13,25
