npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-ft_capacity,ProbabilityWeight-htse_capacity,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity,prefix,PointProbability
769.0,-159.0,-4007.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-614618219303.0,10996985.0425,-614618219303.0,-614610443260.0,-614625995346.0,-614625217741.0,-614611220865.0,2.0,120933680025000.0,0.125,0.125210084034,0.0039129119137,0.250006184017,120,2.78193391732e-13
769.0,-159.0,-4007.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-614646868025.0,14431300.1674,-614646868025.0,-614636663555.0,-614657072495.0,-614656052048.0,-614637684002.0,2.0,208262424522000.0,0.125,0.125210084034,0.00195644627809,0.125002473607,125,2.78193391732e-13
769.0,-605.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-614920832103.0,9748023.96499,-614920832103.0,-614913939210.0,-614927724997.0,-614927035708.0,-614914628499.0,2.0,95023971222100.0,0.25,0.249579831933,0.00779882955587,0.124991342377,27,2.78193391732e-13
769.0,-605.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-614969849847.0,1647427.32276,-614969849847.0,-614968684940.0,-614971014754.0,-614970898264.0,-614968801431.0,2.0,2714016783760.0,0.25,0.249579831933,0.0155983536443,0.249993815983,32,2.78193391732e-13
769.0,-605.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-615028113664.0,2560744.89732,-615028113664.0,-615026302944.0,-615029924384.0,-615029743312.0,-615026484016.0,2.0,6557414429170.0,0.25,0.249579831933,0.0155991253473,0.250006184017,37,2.78193391732e-13
769.0,-605.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-615086250711.0,66632.7313361,-615086250711.0,-615086203594.0,-615086297827.0,-615086293115.0,-615086208306.0,2.0,4439920885.31,0.25,0.249579831933,0.0155991253473,0.250006184017,42,2.78193391732e-13
769.0,-605.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-615137529277.0,862715.967838,-615137529277.0,-615136919245.0,-615138139310.0,-615138078306.0,-615136980248.0,2.0,744278841163.0,0.25,0.249579831933,0.00779952408848,0.125002473607,47,2.78193391732e-13
769.0,-457.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-202627846433000.0,29384042.4234,-202627846433000.0,-202627825656000.0,-202627867211000.0,-202627865133000.0,-202627827733000.0,2.0,863421949139000.0,0.25,0.249579831933,0.00779882955587,0.124991342377,28,2.78193391732e-13
769.0,-457.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-202627881078000.0,1762794.06985,-202627881078000.0,-202627879832000.0,-202627882325000.0,-202627882200000.0,-202627879956000.0,2.0,3107442932690.0,0.25,0.249579831933,0.0155983536443,0.249993815983,33,2.78193391732e-13
769.0,-457.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-202627936108000.0,2646848.40101,-202627936108000.0,-202627934236000.0,-202627937979000.0,-202627937792000.0,-202627934423000.0,2.0,7005806457910.0,0.25,0.249579831933,0.0155991253473,0.250006184017,38,2.78193391732e-13
769.0,-457.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-202628005848000.0,8832412.13604,-202628005848000.0,-202627999602000.0,-202628012093000.0,-202628011469000.0,-202628000227000.0,2.0,78011504140800.0,0.25,0.249579831933,0.0155991253473,0.250006184017,43,2.78193391732e-13
769.0,-457.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-202628052488000.0,4949059.18824,-202628052488000.0,-202628048989000.0,-202628055988000.0,-202628055638000.0,-202628049339000.0,2.0,24493186848700.0,0.25,0.249579831933,0.00779952408848,0.125002473607,48,2.78193391732e-13
769.0,-308.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203082695483000.0,8093015.54466,-203082695483000.0,-203082689760000.0,-203082701205000.0,-203082700633000.0,-203082690332000.0,2.0,65496900606100.0,0.25,0.250420168067,0.00782508824124,0.124991342377,54,2.78193391732e-13
769.0,-308.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203082720822000.0,21007525.6289,-203082720822000.0,-203082705967000.0,-203082735676000.0,-203082734191000.0,-203082707452000.0,2.0,441316133048000.0,0.25,0.250420168067,0.0156508733536,0.249993815983,59,2.78193391732e-13
769.0,-308.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203082758387000.0,2250554.53765,-203082758387000.0,-203082756796000.0,-203082759978000.0,-203082759819000.0,-203082756955000.0,2.0,5064995726920.0,0.25,0.250420168067,0.0156516476548,0.250006184017,64,2.78193391732e-13
769.0,-308.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203082819452000.0,3169767.94154,-203082819452000.0,-203082817211000.0,-203082821693000.0,-203082821469000.0,-203082817435000.0,2.0,10047428803200.0,0.25,0.250420168067,0.0156516476548,0.250006184017,69,2.78193391732e-13
769.0,-308.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203082893165000.0,21613886.0014,-203082893165000.0,-203082877882000.0,-203082908449000.0,-203082906920000.0,-203082879410000.0,2.0,467160068081000.0,0.25,0.250420168067,0.00782578511235,0.125002473607,74,2.78193391732e-13
769.0,-159.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203537484465000.0,2247379.40723,-203537484465000.0,-203537482876000.0,-203537486054000.0,-203537485895000.0,-203537483034000.0,2.0,5050714200030.0,0.25,0.125210084034,0.00391254412062,0.124991342377,80,2.78193391732e-13
769.0,-159.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203537525478000.0,2845891.27013,-203537525478000.0,-203537523466000.0,-203537527491000.0,-203537527289000.0,-203537523667000.0,2.0,8099097121370.0,0.25,0.125210084034,0.00782543667679,0.249993815983,85,2.78193391732e-13
769.0,-159.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203537592665000.0,16111327.5118,-203537592665000.0,-203537581273000.0,-203537604058000.0,-203537602919000.0,-203537582412000.0,2.0,259574874192000.0,0.25,0.125210084034,0.00782582382741,0.250006184017,90,2.78193391732e-13
769.0,-159.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203537635053000.0,7985765.58766,-203537635053000.0,-203537629406000.0,-203537640700000.0,-203537640135000.0,-203537629971000.0,2.0,63772452021000.0,0.25,0.125210084034,0.00782582382741,0.250006184017,95,2.78193391732e-13
769.0,-159.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203537713288000.0,46095404.5525,-203537713288000.0,-203537680693000.0,-203537745882000.0,-203537742623000.0,-203537683953000.0,2.0,2124786320860000.0,0.25,0.125210084034,0.00391289255617,0.125002473607,100,2.78193391732e-13
769.0,-605.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203537945863000.0,242716.54606,-203537945863000.0,-203537945691000.0,-203537946035000.0,-203537946018000.0,-203537945709000.0,2.0,58911321731.2,0.125,0.249579831933,0.00389941477793,0.124991342377,2,2.78193391732e-13
769.0,-605.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203538006633000.0,8292438.19641,-203538006633000.0,-203538000769000.0,-203538012497000.0,-203538011910000.0,-203538001356000.0,2.0,68764531241200.0,0.125,0.249579831933,0.00779917682217,0.249993815983,7,2.78193391732e-13
769.0,-605.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203538057100000.0,3778595.76317,-203538057100000.0,-203538054428000.0,-203538059772000.0,-203538059505000.0,-203538054696000.0,2.0,14277785941400.0,0.125,0.249579831933,0.00779956267363,0.250006184017,12,2.78193391732e-13
769.0,-605.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203538113428000.0,2350003.07392,-203538113428000.0,-203538111766000.0,-203538115090000.0,-203538114924000.0,-203538111933000.0,2.0,5522514447410.0,0.125,0.249579831933,0.00779956267363,0.250006184017,17,2.78193391732e-13
769.0,-605.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203538174362000.0,3587189.75777,-203538174362000.0,-203538171825000.0,-203538176898000.0,-203538176645000.0,-203538172079000.0,2.0,12867930358300.0,0.125,0.249579831933,0.00389976204424,0.125002473607,22,2.78193391732e-13
769.0,-457.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-405550858087000.0,158572.938322,-405550858087000.0,-405550857975000.0,-405550858200000.0,-405550858188000.0,-405550857986000.0,2.0,25145376768.0,0.125,0.249579831933,0.00389941477793,0.124991342377,3,2.78193391732e-13
769.0,-457.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-405550919061000.0,10221289.3332,-405550919061000.0,-405550911834000.0,-405550926289000.0,-405550925566000.0,-405550912557000.0,2.0,104474755634000.0,0.125,0.249579831933,0.00779917682217,0.249993815983,8,2.78193391732e-13
769.0,-457.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-405550970205000.0,9740607.24738,-405550970205000.0,-405550963317000.0,-405550977092000.0,-405550976404000.0,-405550964006000.0,2.0,94879429547800.0,0.125,0.249579831933,0.00779956267363,0.250006184017,13,2.78193391732e-13
769.0,-457.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-405551031383000.0,4686670.06974,-405551031383000.0,-405551028069000.0,-405551034697000.0,-405551034366000.0,-405551028401000.0,2.0,21964876342600.0,0.125,0.249579831933,0.00779956267363,0.250006184017,18,2.78193391732e-13
769.0,-457.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-405551080072000.0,10600477.0682,-405551080072000.0,-405551072576000.0,-405551087567000.0,-405551086818000.0,-405551073326000.0,2.0,112370114074000.0,0.125,0.249579831933,0.00389976204424,0.125002473607,23,2.78193391732e-13
769.0,-308.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406005688299000.0,11996697.5472,-406005688299000.0,-406005679816000.0,-406005696782000.0,-406005695934000.0,-406005680664000.0,2.0,143920752040000.0,0.25,0.250420168067,0.00782508824124,0.124991342377,29,2.78193391732e-13
769.0,-308.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406005754551000.0,18612174.2503,-406005754551000.0,-406005741390000.0,-406005767712000.0,-406005766396000.0,-406005742706000.0,2.0,346413030323000.0,0.25,0.250420168067,0.0156508733536,0.249993815983,34,2.78193391732e-13
769.0,-308.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406005823272000.0,43940646.9633,-406005823272000.0,-406005792201000.0,-406005854342000.0,-406005851235000.0,-406005795308000.0,2.0,1930780455560000.0,0.25,0.250420168067,0.0156516476548,0.250006184017,39,2.78193391732e-13
769.0,-308.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406005851874000.0,852285.570277,-406005851874000.0,-406005851272000.0,-406005852477000.0,-406005852417000.0,-406005851332000.0,2.0,726390693302.0,0.25,0.250420168067,0.0156516476548,0.250006184017,44,2.78193391732e-13
769.0,-308.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406005906205000.0,7250091.47154,-406005906205000.0,-406005901078000.0,-406005911331000.0,-406005910819000.0,-406005901591000.0,2.0,52563826345700.0,0.25,0.250420168067,0.00782578511235,0.125002473607,49,2.78193391732e-13
769.0,-159.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406460529963000.0,32967758.5854,-406460529963000.0,-406460506651000.0,-406460553274000.0,-406460550943000.0,-406460508982000.0,2.0,1086873106140000.0,0.25,0.125210084034,0.00391254412062,0.124991342377,55,2.78193391732e-13
769.0,-159.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406460579510000.0,14921230.2505,-406460579510000.0,-406460568959000.0,-406460590061000.0,-406460589006000.0,-406460570014000.0,2.0,222643112187000.0,0.25,0.125210084034,0.00782543667679,0.249993815983,60,2.78193391732e-13
769.0,-159.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406460620172000.0,11260454.6963,-406460620172000.0,-406460612209000.0,-406460628134000.0,-406460627338000.0,-406460613005000.0,2.0,126797839968000.0,0.25,0.125210084034,0.00782582382741,0.250006184017,65,2.78193391732e-13
769.0,-159.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406460695765000.0,5863652.26804,-406460695765000.0,-406460691619000.0,-406460699912000.0,-406460699497000.0,-406460692034000.0,2.0,34382417920500.0,0.25,0.125210084034,0.00782582382741,0.250006184017,70,2.78193391732e-13
769.0,-159.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406460745325000.0,36414892.8742,-406460745325000.0,-406460719576000.0,-406460771074000.0,-406460768499000.0,-406460722151000.0,2.0,1326044423040000.0,0.25,0.125210084034,0.00391289255617,0.125002473607,75,2.78193391732e-13
769.0,-308.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-608928747574000.0,2785691.0051,-608928747574000.0,-608928745604000.0,-608928749544000.0,-608928749347000.0,-608928745801000.0,2.0,7760074375920.0,0.125,0.250420168067,0.00391254412062,0.124991342377,4,2.78193391732e-13
769.0,-308.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-608928768328000.0,6285215.67498,-608928768328000.0,-608928763884000.0,-608928772772000.0,-608928772328000.0,-608928764328000.0,2.0,39503936081000.0,0.125,0.250420168067,0.00782543667679,0.249993815983,9,2.78193391732e-13
769.0,-308.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-608928852853000.0,27752451.5527,-608928852853000.0,-608928833230000.0,-608928872477000.0,-608928870515000.0,-608928835192000.0,2.0,770198567188000.0,0.125,0.250420168067,0.00782582382741,0.250006184017,14,2.78193391732e-13
769.0,-308.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-608928898302000.0,28628510.3624,-608928898302000.0,-608928878058000.0,-608928918545000.0,-608928916521000.0,-608928880083000.0,2.0,819591605568000.0,0.125,0.250420168067,0.00782582382741,0.250006184017,19,2.78193391732e-13
769.0,-308.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-608928938053000.0,11306317.7305,-608928938053000.0,-608928930058000.0,-608928946047000.0,-608928945248000.0,-608928930857000.0,2.0,127832820623000.0,0.125,0.250420168067,0.00391289255617,0.125002473607,24,2.78193391732e-13
769.0,-159.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-609383533533000.0,977888.284906,-609383533533000.0,-609383532842000.0,-609383534225000.0,-609383534156000.0,-609383532911000.0,2.0,956265497757.0,0.25,0.125210084034,0.00391254412062,0.124991342377,30,2.78193391732e-13
769.0,-159.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-609383614107000.0,20596422.1211,-609383614107000.0,-609383599543000.0,-609383628671000.0,-609383627215000.0,-609383601000000.0,2.0,424212604190000.0,0.25,0.125210084034,0.00782543667679,0.249993815983,35,2.78193391732e-13
769.0,-159.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-609383661805000.0,10879558.3704,-609383661805000.0,-609383654112000.0,-609383669498000.0,-609383668729000.0,-609383654881000.0,2.0,118364790334000.0,0.25,0.125210084034,0.00782582382741,0.250006184017,40,2.78193391732e-13
769.0,-159.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-609383704656000.0,1755940.76883,-609383704656000.0,-609383703414000.0,-609383705897000.0,-609383705773000.0,-609383703538000.0,2.0,3083327983630.0,0.25,0.125210084034,0.00782582382741,0.250006184017,45,2.78193391732e-13
769.0,-159.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-609383791205000.0,29710713.3377,-609383791205000.0,-609383770196000.0,-609383812213000.0,-609383810112000.0,-609383772297000.0,2.0,882726487037000.0,0.25,0.125210084034,0.00391289255617,0.125002473607,50,2.78193391732e-13
769.0,-159.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-812306576428000.0,2676376.27421,-812306576428000.0,-812306574535000.0,-812306578320000.0,-812306578131000.0,-812306574724000.0,2.0,7162989961150.0,0.125,0.125210084034,0.00195627206031,0.124991342377,5,2.78193391732e-13
769.0,-159.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-812306637655000.0,2617295.46971,-812306637655000.0,-812306635804000.0,-812306639505000.0,-812306639320000.0,-812306635989000.0,2.0,6850235575760.0,0.125,0.125210084034,0.0039127183384,0.249993815983,10,2.78193391732e-13
769.0,-159.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-812306719377000.0,19115795.8524,-812306719377000.0,-812306705860000.0,-812306732894000.0,-812306731543000.0,-812306707212000.0,2.0,365413651070000.0,0.125,0.125210084034,0.0039129119137,0.250006184017,15,2.78193391732e-13
769.0,-159.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-812306731504000.0,601146.299696,-812306731504000.0,-812306731079000.0,-812306731929000.0,-812306731887000.0,-812306731122000.0,2.0,361376873638.0,0.125,0.125210084034,0.0039129119137,0.250006184017,20,2.78193391732e-13
769.0,-159.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-812306813006000.0,27361805.9037,-812306813006000.0,-812306793659000.0,-812306832354000.0,-812306830419000.0,-812306795593000.0,2.0,748668422310000.0,0.125,0.125210084034,0.00195644627809,0.125002473607,25,2.78193391732e-13
