smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-ft_capacity,prefix
1200.0,-985.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3447288940.09,401819.30984,-3447128163.1,-3447013302.11,-3447886132.07,-3447773280.18,-3447029687.8,4.0,161458757760.0,9.302483829449999e-14,0.000771562567202,0.0555555555556,0.124993135887,0.111111111111,201
1200.0,-885.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3466736344.3,700279.686383,-3466840671.18,-3465789544.96,-3467474489.89,-3467388974.11,-3465937656.87,4.0,490391639160.0,9.302483829449999e-14,0.00154324202011,0.111111111111,0.125002603629,0.111111111111,242
1200.0,-585.0,-12191.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3466845064.7,266679.303579,-3466829181.15,-3466563121.96,-3467158774.54,-3467129162.62,-3466583203.75,4.0,71117850957.4,9.302483829449999e-14,0.0015431251344,0.111111111111,0.124993135887,0.111111111111,255
1200.0,-485.0,-12191.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3475070093.82,721656.048698,-3475070185.25,-3474187324.26,-3475952680.5,-3475827115.12,-3474312944.5,4.0,520787452622.0,9.302483829449999e-14,0.00308648404023,0.111111111111,0.250005207258,0.111111111111,286
1200.0,-985.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3479378013.55,1610456.14427,-3479303143.03,-3477498603.78,-3481407164.35,-3481128282.33,-3477732563.5,4.0,2593568992600.0,9.302483829449999e-14,0.00154323617583,0.0555555555556,0.250004260484,0.111111111111,221
1200.0,-585.0,-12191.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3488133577.57,804755.615453,-3488241033.18,-3487138860.79,-3488913383.14,-3488872740.58,-3487243976.72,4.0,647631600603.0,9.302483829449999e-14,0.00308635546595,0.111111111111,0.249994792742,0.111111111111,265
1200.0,-485.0,-12191.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3514002825.83,956910.01201,-3514245511.18,-3512639592.57,-3514880688.37,-3514786875.3,-3512879016.85,4.0,915676771086.0,9.302483829449999e-14,0.00154324202011,0.111111111111,0.125002603629,0.111111111111,296
1200.0,-985.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3520130007.1,572301.180603,-3520171111.48,-3519473389.98,-3520704415.48,-3520673955.75,-3519528512.33,4.0,327528641319.0,9.302483829449999e-14,0.00154324202011,0.0555555555556,0.250005207258,0.111111111111,231
1200.0,-585.0,-12191.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3526968994.33,556041.29058,-3527064510.04,-3526209923.2,-3527537034.04,-3527476993.47,-3526327273.19,4.0,309181916829.0,9.302483829449999e-14,0.00308647235166,0.111111111111,0.250004260484,0.111111111111,275
1200.0,-985.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3562243362.43,1120541.5354,-3562392470.27,-3560907773.34,-3563280735.83,-3563245996.55,-3561031977.33,4.0,1255613332550.0,9.302483829449999e-14,0.000771621010057,0.0555555555556,0.125002603629,0.111111111111,241
1200.0,-585.0,-12191.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3566616935.12,711762.476045,-3566536995.33,-3565846777.82,-3567546971.99,-3567418936.44,-3565926849.5,4.0,506605822306.0,9.302483829449999e-14,0.00308648404023,0.111111111111,0.250005207258,0.111111111111,285
1200.0,-685.0,-12191.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3569587408.75,834432.089459,-3569837293.22,-3568412593.14,-3570262455.42,-3570236638.28,-3568588340.96,4.0,696276911920.0,9.302483829449999e-14,0.0015431251344,0.111111111111,0.124993135887,0.111111111111,254
1200.0,-685.0,-12191.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3580049947.87,1476605.7177,-3579494727.7,-3578978237.78,-3582232098.32,-3581834137.0,-3579043067.0,4.0,2180364445540.0,9.302483829449999e-14,0.00308635546595,0.111111111111,0.249994792742,0.111111111111,264
1200.0,-585.0,-12191.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3607699583.08,260800.527355,-3607729543.12,-3607400114.89,-3607939131.18,-3607932610.82,-3607424611.28,4.0,68016915068.9,9.302483829449999e-14,0.00154324202011,0.111111111111,0.125002603629,0.111111111111,295
1200.0,-685.0,-12191.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3619960995.76,1349808.15984,-3619678409.58,-3618654824.92,-3621832338.95,-3621542492.18,-3618775119.98,4.0,1821982068360.0,9.302483829449999e-14,0.00308647235166,0.111111111111,0.250004260484,0.111111111111,274
1200.0,-685.0,-12191.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3660104073.83,407071.011464,-3660199660.9,-3659533742.13,-3660483231.37,-3660451200.06,-3659623125.68,4.0,165706808375.0,9.302483829449999e-14,0.00308648404023,0.111111111111,0.250005207258,0.111111111111,284
1200.0,-785.0,-12191.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3671883088.69,315438.777252,-3671952756.61,-3671461487.07,-3672165354.46,-3672152252.47,-3671516389.82,4.0,99501622194.3,9.302483829449999e-14,0.0015431251344,0.111111111111,0.124993135887,0.111111111111,253
1200.0,-785.0,-12191.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3672957880.92,609973.833305,-3673026788.5,-3672148994.93,-3673628951.73,-3673543458.96,-3672275832.26,4.0,372068077316.0,9.302483829449999e-14,0.00308635546595,0.111111111111,0.249994792742,0.111111111111,263
1200.0,-685.0,-12191.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3700645128.09,976409.765788,-3700499461.42,-3699717021.71,-3701864567.8,-3701732461.0,-3699761728.51,4.0,953376030725.0,9.302483829449999e-14,0.00154324202011,0.111111111111,0.125002603629,0.111111111111,294
1200.0,-785.0,-12191.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3712964276.9,580179.694622,-3712893069.93,-3712469777.22,-3713601190.5,-3713557676.69,-3712470566.85,4.0,336608478052.0,9.302483829449999e-14,0.00308647235166,0.111111111111,0.250004260484,0.111111111111,273
1200.0,-385.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3720778038.28,599127.462414,-3720680423.78,-3720184193.21,-3721567112.34,-3721464576.81,-3720228160.04,4.0,358953716218.0,9.302483829449999e-14,0.00308635546595,0.111111111111,0.249994792742,0.111111111111,317
1200.0,-785.0,-12191.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3754947197.85,527308.388627,-3754925893.57,-3754491105.72,-3755445898.52,-3755432982.25,-3754491239.43,4.0,278054136717.0,9.302483829449999e-14,0.00308648404023,0.111111111111,0.250005207258,0.111111111111,283
1200.0,-385.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3757873574.14,868274.860844,-3757950818.1,-3756831833.45,-3758760826.93,-3758704478.92,-3756934527.84,4.0,753901233974.0,9.302483829449999e-14,0.00308647235166,0.111111111111,0.250004260484,0.111111111111,327
1200.0,-885.0,-12191.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3767636328.31,695750.16357,-3767673519.17,-3766797693.33,-3768400581.58,-3768334219.14,-3766886370.28,4.0,484068290107.0,9.302483829449999e-14,0.00308635546595,0.111111111111,0.249994792742,0.111111111111,262
1200.0,-885.0,-12191.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3773496035.37,827459.608312,-3773449603.94,-3772569318.92,-3774515614.66,-3774396985.02,-3772660089.7,4.0,684689403388.0,9.302483829449999e-14,0.0015431251344,0.111111111111,0.124993135887,0.111111111111,252
1200.0,-485.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3788302719.53,768124.459002,-3788535530.9,-3787256541.65,-3788883274.69,-3788881992.85,-3787397510.31,4.0,590015184517.0,9.302483829449999e-14,0.0015431251344,0.111111111111,0.124993135887,0.111111111111,306
1200.0,-385.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3797045010.29,715387.100246,-3796752739.4,-3796581063.12,-3798093499.25,-3797916082.3,-3796583117.53,4.0,511778703199.0,9.302483829449999e-14,0.00308648404023,0.111111111111,0.250005207258,0.111111111111,337
1200.0,-785.0,-12191.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3797664285.34,1343333.05262,-3797927184.36,-3795811382.73,-3798991389.9,-3798861935.67,-3796098576.36,4.0,1804543690260.0,9.302483829449999e-14,0.00154324202011,0.111111111111,0.125002603629,0.111111111111,293
1200.0,-885.0,-12191.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3808580004.37,1840613.31191,-3809124417.64,-3805917077.64,-3810154104.57,-3810004189.21,-3806393640.96,4.0,3387857363970.0,9.302483829449999e-14,0.00308647235166,0.111111111111,0.250004260484,0.111111111111,272
1200.0,-485.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3811112572.61,1158655.82063,-3810911941.15,-3809933085.51,-3812693322.65,-3812451434.66,-3810054594.61,4.0,1342483310670.0,9.302483829449999e-14,0.00308635546595,0.111111111111,0.249994792742,0.111111111111,316
1200.0,-385.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3835862208.95,903294.433472,-3835885765.73,-3834894316.83,-3836782987.53,-3836734707.35,-3834956731.07,4.0,815940833541.0,9.302483829449999e-14,0.00154324202011,0.111111111111,0.125002603629,0.111111111111,347
1200.0,-885.0,-12191.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3850054607.71,1040016.99682,-3849940503.3,-3849128123.78,-3851209300.44,-3851126478.59,-3849142482.99,4.0,1081635353680.0,9.302483829449999e-14,0.00308648404023,0.111111111111,0.250005207258,0.111111111111,282
1200.0,-485.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3850080123.52,357312.402394,-3850140539.88,-3849590885.3,-3850448529.04,-3850405012.94,-3849670651.21,4.0,127672152904.0,9.302483829449999e-14,0.00308647235166,0.111111111111,0.250004260484,0.111111111111,326
1200.0,-985.0,-12191.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3862422360.53,1129367.1306,-3862237528.64,-3861275431.27,-3863938953.57,-3863723790.6,-3861379695.1,4.0,1275470115680.0,9.302483829449999e-14,0.00154317773297,0.0555555555556,0.249994792742,0.111111111111,261
1200.0,-985.0,-12191.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3874405696.2,565764.997305,-3874412666.09,-3873739163.94,-3875058288.66,-3874993270.52,-3873808364.02,4.0,320090032176.0,9.302483829449999e-14,0.000771562567202,0.0555555555556,0.124993135887,0.111111111111,251
1200.0,-485.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3891144232.83,587189.246308,-3891086029.89,-3890548912.74,-3891855958.81,-3891783767.09,-3890586182.69,4.0,344791210980.0,9.302483829449999e-14,0.00308648404023,0.111111111111,0.250005207258,0.111111111111,336
1200.0,-585.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3892136913.64,980600.811256,-3891852065.76,-3891388909.2,-3893454613.82,-3893283509.27,-3891389105.02,4.0,961577951036.0,9.302483829449999e-14,0.0015431251344,0.111111111111,0.124993135887,0.111111111111,305
1200.0,-885.0,-12191.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3892455856.33,1062627.52977,-3892404088.92,-3891461536.76,-3893553710.73,-3893496885.08,-3891487301.96,4.0,1129177267030.0,9.302483829449999e-14,0.00154324202011,0.111111111111,0.125002603629,0.111111111111,292
1200.0,-985.0,-12191.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3904630453.68,917180.044469,-3904645741.58,-3903569667.8,-3905660663.74,-3905569961.15,-3903669543.14,4.0,841219233972.0,9.302483829449999e-14,0.00154323617583,0.0555555555556,0.250004260484,0.111111111111,271
1200.0,-585.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3904649872.27,656583.197336,-3904643854.72,-3903866176.0,-3905445603.65,-3905348056.23,-3903960112.89,4.0,431101495024.0,9.302483829449999e-14,0.00308635546595,0.111111111111,0.249994792742,0.111111111111,315
1200.0,-485.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3931261524.65,1112538.74124,-3931619853.23,-3929643247.06,-3932163145.08,-3932098316.44,-3929923072.84,4.0,1237742450770.0,9.302483829449999e-14,0.00154324202011,0.111111111111,0.125002603629,0.111111111111,346
1200.0,-585.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3945365705.51,783875.661923,-3945664064.1,-3944230610.3,-3945904083.56,-3945899375.58,-3944414333.43,4.0,614461053356.0,9.302483829449999e-14,0.00308647235166,0.111111111111,0.250004260484,0.111111111111,325
1200.0,-985.0,-12191.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3947344918.53,1088991.48384,-3947240271.04,-3946154342.37,-3948744789.66,-3948561364.82,-3946274978.72,4.0,1185902451880.0,9.302483829449999e-14,0.00154324202011,0.0555555555556,0.250005207258,0.111111111111,281
1200.0,-585.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3986728472.25,347254.303254,-3986770654.83,-3986331346.56,-3987041232.8,-3987034631.94,-3986363256.97,4.0,120585551129.0,9.302483829449999e-14,0.00308648404023,0.111111111111,0.250005207258,0.111111111111,335
1200.0,-985.0,-12191.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3989483675.74,1708426.83962,-3989375534.91,-3987573089.17,-3991610543.97,-3991354584.92,-3987764163.73,4.0,2918722266340.0,9.302483829449999e-14,0.000771621010057,0.0555555555556,0.125002603629,0.111111111111,291
1200.0,-685.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3995366238.91,472928.948477,-3995283556.19,-3994942316.93,-3995955526.33,-3995893023.87,-3994955209.76,4.0,223661790308.0,9.302483829449999e-14,0.0015431251344,0.111111111111,0.124993135887,0.111111111111,304
1200.0,-685.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-4000269312.92,1292343.20937,-4000350778.21,-3998617850.93,-4001757844.34,-4001571460.95,-3998853113.48,4.0,1670150970800.0,9.302483829449999e-14,0.00308635546595,0.111111111111,0.249994792742,0.111111111111,314
1200.0,-585.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-4028459456.24,1065279.33388,-4028694593.85,-4027017852.83,-4029430784.43,-4029375691.61,-4027214028.22,4.0,1134820059200.0,9.302483829449999e-14,0.00154324202011,0.111111111111,0.125002603629,0.111111111111,345
1200.0,-285.0,-7165.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-4037328615.4,912346.804203,-4037274246.82,-4036455929.56,-4038310038.4,-4038247527.21,-4036485819.61,4.0,832376691139.0,9.302483829449999e-14,0.00308635546595,0.111111111111,0.249994792742,0.111111111111,368
1200.0,-685.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-4041520779.04,786754.728658,-4041594630.64,-4040515910.19,-4042377944.69,-4042294246.97,-4040643918.87,4.0,618983003065.0,9.302483829449999e-14,0.00308647235166,0.111111111111,0.250004260484,0.111111111111,324
1200.0,-285.0,-7165.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-4075305304.61,1006621.24432,-4075527842.79,-4073891157.18,-4076274375.67,-4076167020.04,-4074132035.71,4.0,1013286329510.0,9.302483829449999e-14,0.00308647235166,0.111111111111,0.250004260484,0.111111111111,378
1200.0,-685.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-4083584393.12,891790.911208,-4083871836.73,-4082298186.26,-4084295712.77,-4084258181.68,-4082508183.51,4.0,795291029314.0,9.302483829449999e-14,0.00308648404023,0.111111111111,0.250005207258,0.111111111111,334
1200.0,-785.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-4096185588.65,1020611.61309,-4096300379.79,-4095025813.76,-4097115781.27,-4097093435.34,-4095117034.38,4.0,1041648064780.0,9.302483829449999e-14,0.00308635546595,0.111111111111,0.249994792742,0.111111111111,313
1200.0,-785.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-4097780042.93,1505196.70024,-4097250467.96,-4096644134.65,-4099975101.12,-4099604262.05,-4096697228.75,4.0,2265617106400.0,9.302483829449999e-14,0.0015431251344,0.111111111111,0.124993135887,0.111111111111,303
1200.0,-385.0,-7165.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-4106347437.25,758532.866153,-4106344345.46,-4105528390.42,-4107172667.67,-4107113306.63,-4105585896.39,4.0,575372109034.0,9.302483829449999e-14,0.0015431251344,0.111111111111,0.124993135887,0.111111111111,357
1200.0,-285.0,-7165.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-4114296519.04,1253272.6252,-4114436237.52,-4112788990.79,-4115524610.33,-4115461539.62,-4112935892.59,4.0,1570692273060.0,9.302483829449999e-14,0.00308648404023,0.111111111111,0.250005207258,0.111111111111,388
1200.0,-685.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-4126952613.88,647298.82252,-4127112908.64,-4126032691.67,-4127551946.58,-4127487354.49,-4126193460.61,4.0,418995765635.0,9.302483829449999e-14,0.00154324202011,0.111111111111,0.125002603629,0.111111111111,344
1200.0,-385.0,-7165.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-4131124497.81,919903.766717,-4130846829.42,-4130352724.52,-4132451607.88,-4132228516.66,-4130409214.71,4.0,846222940020.0,9.302483829449999e-14,0.00308635546595,0.111111111111,0.249994792742,0.111111111111,367
1200.0,-785.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-4138627396.53,1318758.73296,-4138186623.0,-4137599508.99,-4140536831.12,-4140221997.07,-4137649878.92,4.0,1739124595750.0,9.302483829449999e-14,0.00308647235166,0.111111111111,0.250004260484,0.111111111111,323
1200.0,-285.0,-7165.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-4156888667.49,633454.504393,-4157109643.76,-4155977727.81,-4157357654.64,-4157345636.21,-4156122332.0,4.0,401264609136.0,9.302483829449999e-14,0.00154324202011,0.111111111111,0.125002603629,0.111111111111,398
1200.0,-385.0,-7165.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-4171325061.44,1069906.53616,-4171558652.51,-4169846327.98,-4172336612.76,-4172255900.23,-4170067195.15,4.0,1144699996110.0,9.302483829449999e-14,0.00308647235166,0.111111111111,0.250004260484,0.111111111111,377
1200.0,-785.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-4180690001.48,586627.374501,-4180920854.03,-4179822039.24,-4181096258.63,-4181079075.73,-4179977733.67,4.0,344131676514.0,9.302483829449999e-14,0.00308648404023,0.111111111111,0.250005207258,0.111111111111,333
1200.0,-885.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-4193841691.57,572922.78062,-4193647980.73,-4193399414.77,-4194671390.04,-4194534870.88,-4193419707.42,4.0,328240512553.0,9.302483829449999e-14,0.00308635546595,0.111111111111,0.249994792742,0.111111111111,312
1200.0,-885.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-4198548542.75,1408383.55557,-4198361480.25,-4197031992.54,-4200439217.97,-4200135821.37,-4197223151.63,4.0,1983544239590.0,9.302483829449999e-14,0.0015431251344,0.111111111111,0.124993135887,0.111111111111,302
1200.0,-385.0,-7165.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-4211891282.81,763475.204615,-4212022969.4,-4210981885.21,-4212537307.21,-4212532844.57,-4211065359.8,4.0,582894388062.0,9.302483829449999e-14,0.00308648404023,0.111111111111,0.250005207258,0.111111111111,387
1200.0,-485.0,-7165.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-4212564117.81,1016948.11714,-4212094187.15,-4211981030.87,-4214087066.08,-4213792268.03,-4211993870.53,4.0,1034183472950.0,9.302483829449999e-14,0.0015431251344,0.111111111111,0.124993135887,0.111111111111,356
1200.0,-785.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-4224485448.98,1335912.68288,-4224858489.48,-4222702044.39,-4225522772.56,-4225519124.09,-4222929517.16,4.0,1784662696290.0,9.302483829449999e-14,0.00154324202011,0.111111111111,0.125002603629,0.111111111111,343
1200.0,-485.0,-7165.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-4227581502.75,970657.37332,-4227766592.44,-4226276251.78,-4228516574.33,-4228449073.53,-4226454806.4,4.0,942175736380.0,9.302483829449999e-14,0.00308635546595,0.111111111111,0.249994792742,0.111111111111,366
1200.0,-885.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-4235476927.66,760533.400465,-4235142749.57,-4235010442.26,-4236611769.21,-4236399907.64,-4235021796.98,4.0,578411053223.0,9.302483829449999e-14,0.00308647235166,0.111111111111,0.250004260484,0.111111111111,322
1200.0,-385.0,-7165.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-4253923967.46,912167.137079,-4253702270.81,-4253097804.53,-4255193523.67,-4255003963.57,-4253154346.64,4.0,832048885967.0,9.302483829449999e-14,0.00154324202011,0.111111111111,0.125002603629,0.111111111111,397
1200.0,-485.0,-7165.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-4269902814.23,1273165.4859,-4270063980.16,-4268342452.22,-4271140844.39,-4271076725.52,-4268503270.65,4.0,1620950354500.0,9.302483829449999e-14,0.00308647235166,0.111111111111,0.250004260484,0.111111111111,376
1200.0,-885.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-4278323439.46,406089.012882,-4278300303.79,-4277853954.08,-4278839196.16,-4278767382.81,-4277911886.03,4.0,164908286383.0,9.302483829449999e-14,0.00308648404023,0.111111111111,0.250005207258,0.111111111111,332
1200.0,-985.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-4290717139.37,807487.963348,-4290799193.1,-4289658652.53,-4291611518.74,-4291505521.69,-4289813881.82,4.0,652036810952.0,9.302483829449999e-14,0.00154317773297,0.0555555555556,0.249994792742,0.111111111111,311
