smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight-meoh_capacity,ProbabilityWeight,ProbabilityWeight-htse_capacity,prefix,ProbabilityWeight-h2_storage_capacity
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-220067753755000.0,3879985.35175,-220067753755000.0,-220067751011000.0,-220067756498000.0,-220067756224000.0,-220067751286000.0,2.0,15054286329800.0,1.83230531396e-13,0.25,0.00779840846903,0.249546279492,112,0.125001398296
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-223619042924000.0,4527864.33861,-223619042924000.0,-223619039722000.0,-223619046126000.0,-223619045805000.0,-223619040042000.0,2.0,20501555468900.0,1.83230531396e-13,0.249963898917,0.0155946083013,0.249546279492,93,0.250003495741
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-224028967729000.0,13599958.2731,-224028967729000.0,-224028958112000.0,-224028977346000.0,-224028976384000.0,-224028959074000.0,2.0,184958865030000.0,1.83230531396e-13,0.25,0.00782678820604,0.125226860254,99,0.250003495741
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-224601510597000.0,1498922.50198,-224601510597000.0,-224601509537000.0,-224601511656000.0,-224601511550000.0,-224601509643000.0,2.0,2246768666950.0,1.83230531396e-13,0.125018050542,0.00782791842816,0.250453720508,81,0.250003495741
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-224942485632000.0,1846163.24098,-224942485632000.0,-224942484327000.0,-224942486937000.0,-224942486807000.0,-224942484457000.0,2.0,3408318712350.0,1.83230531396e-13,0.25,0.0155968605555,0.249546279492,87,0.250003495741
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-228493802927000.0,2097197.5283,-228493802927000.0,-228493801444000.0,-228493804410000.0,-228493804262000.0,-228493801592000.0,2.0,4398237472720.0,1.83230531396e-13,0.249963898917,0.0155946083013,0.249546279492,68,0.250003495741
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-228903725374000.0,10035120.3374,-228903725374000.0,-228903718278000.0,-228903732470000.0,-228903731760000.0,-228903718988000.0,2.0,100703640187000.0,1.83230531396e-13,0.25,0.00782678820604,0.125226860254,74,0.250003495741
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-229476267645000.0,3206121.14085,-229476267645000.0,-229476265378000.0,-229476269912000.0,-229476269685000.0,-229476265605000.0,2.0,10279212769800.0,1.83230531396e-13,0.125018050542,0.00782791842816,0.250453720508,56,0.250003495741
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-229817240472000.0,572904.079205,-229817240472000.0,-229817240067000.0,-229817240877000.0,-229817240837000.0,-229817240108000.0,2.0,328219083969.0,1.83230531396e-13,0.25,0.0155968605555,0.249546279492,62,0.250003495741
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-233368526202000.0,323976.196693,-233368526202000.0,-233368525973000.0,-233368526431000.0,-233368526408000.0,-233368525996000.0,2.0,104960576024.0,1.83230531396e-13,0.249963898917,0.0155941721897,0.249546279492,43,0.249996504259
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-233778453010000.0,2929520.14832,-233778453010000.0,-233778450939000.0,-233778455082000.0,-233778454875000.0,-233778451146000.0,2.0,8582088299420.0,1.83230531396e-13,0.25,0.00782656932572,0.125226860254,49,0.249996504259
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-234350997633000.0,1710675.35033,-234350997633000.0,-234350996423000.0,-234350998842000.0,-234350998722000.0,-234350996544000.0,2.0,2926410154220.0,1.83230531396e-13,0.125018050542,0.00782769951624,0.250453720508,31,0.249996504259
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-234691972794000.0,500348.669979,-234691972794000.0,-234691972440000.0,-234691973148000.0,-234691973112000.0,-234691972476000.0,2.0,250348791550.0,1.83230531396e-13,0.25,0.015596424381,0.249546279492,37,0.249996504259
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-238243016644000.0,2387481.05914,-238243016644000.0,-238243014956000.0,-238243018332000.0,-238243018164000.0,-238243015125000.0,2.0,5700065807770.0,1.83230531396e-13,0.249963898917,0.00779688984465,0.249546279492,18,0.124995105963
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-238652936573000.0,6826151.83226,-238652936573000.0,-238652931747000.0,-238652941400000.0,-238652940918000.0,-238652932229000.0,2.0,46596348837100.0,1.83230531396e-13,0.25,0.00391318616671,0.125226860254,24,0.124995105963
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-239225482365000.0,3809450.76531,-239225482365000.0,-239225479672000.0,-239225485059000.0,-239225484790000.0,-239225479941000.0,2.0,14511915133400.0,1.83230531396e-13,0.125018050542,0.00391375124775,0.250453720508,6,0.124995105963
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-239566454745000.0,1510687.433,-239566454745000.0,-239566453677000.0,-239566455813000.0,-239566455706000.0,-239566453784000.0,2.0,2282176520210.0,1.83230531396e-13,0.25,0.00779801591193,0.249546279492,12,0.124995105963
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-457540973077000.0,606267.211199,-457540973077000.0,-457540972648000.0,-457540973505000.0,-457540973463000.0,-457540972691000.0,2.0,367559931375.0,1.83230531396e-13,0.25,0.00779840846903,0.249546279492,117,0.125001398296
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-457950904451000.0,4690428.91681,-457950904451000.0,-457950901135000.0,-457950907768000.0,-457950907436000.0,-457950901466000.0,2.0,22000123423600.0,1.83230531396e-13,0.249963898917,0.00391281804952,0.125226860254,123,0.125001398296
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-458933374259000.0,1756350.40462,-458933374259000.0,-458933373017000.0,-458933375501000.0,-458933375377000.0,-458933373142000.0,2.0,3084766743830.0,1.83230531396e-13,0.125018050542,0.0038997672965,0.249546279492,111,0.125001398296
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-462415696245000.0,477264.020059,-462415696245000.0,-462415695907000.0,-462415696582000.0,-462415696548000.0,-462415695941000.0,2.0,227780944843.0,1.83230531396e-13,0.25,0.0155968605555,0.249546279492,92,0.250003495741
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-462825633140000.0,11598229.883,-462825633140000.0,-462825624938000.0,-462825641341000.0,-462825640521000.0,-462825625758000.0,2.0,134518936418000.0,1.83230531396e-13,0.249963898917,0.00782565798392,0.125226860254,98,0.250003495741
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-463808109039000.0,3298233.2012,-463808109039000.0,-463808106707000.0,-463808111372000.0,-463808111138000.0,-463808106940000.0,2.0,10878342249500.0,1.83230531396e-13,0.125018050542,0.00779955640487,0.249546279492,86,0.250003495741
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-467290454259000.0,3912818.02107,-467290454259000.0,-467290451492000.0,-467290457026000.0,-467290456749000.0,-467290451769000.0,2.0,15310144866000.0,1.83230531396e-13,0.25,0.0155968605555,0.249546279492,67,0.250003495741
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-467700392570000.0,6152457.65845,-467700392570000.0,-467700388219000.0,-467700396920000.0,-467700396485000.0,-467700388654000.0,2.0,37852735239000.0,1.83230531396e-13,0.249963898917,0.00782565798392,0.125226860254,73,0.250003495741
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-468682861952000.0,4443732.84008,-468682861952000.0,-468682858810000.0,-468682865095000.0,-468682864780000.0,-468682859124000.0,2.0,19746761554000.0,1.83230531396e-13,0.125018050542,0.00779955640487,0.249546279492,61,0.250003495741
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-472165184943000.0,3586553.38377,-472165184943000.0,-472165182407000.0,-472165187479000.0,-472165187226000.0,-472165182661000.0,2.0,12863365174600.0,1.83230531396e-13,0.25,0.015596424381,0.249546279492,42,0.249996504259
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-472575120453000.0,15591437.283,-472575120453000.0,-472575109428000.0,-472575131478000.0,-472575130376000.0,-472575110531000.0,2.0,243092916550000.0,1.83230531396e-13,0.249963898917,0.0078254391352,0.125226860254,48,0.249996504259
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-473557590216000.0,644187.889466,-473557590216000.0,-473557589761000.0,-473557590672000.0,-473557590626000.0,-473557589806000.0,2.0,414978036935.0,1.83230531396e-13,0.125018050542,0.0077993382861,0.249546279492,36,0.249996504259
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-477039669150000.0,1410105.8023,-477039669150000.0,-477039668153000.0,-477039670147000.0,-477039670048000.0,-477039668253000.0,2.0,1988398373690.0,1.83230531396e-13,0.25,0.00779801591193,0.249546279492,17,0.124995105963
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-477449606567000.0,4050765.09653,-477449606567000.0,-477449603702000.0,-477449609431000.0,-477449609144000.0,-477449603989000.0,2.0,16408697867300.0,1.83230531396e-13,0.249963898917,0.00391262108568,0.125226860254,23,0.124995105963
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-478432076216000.0,5184236.5397,-478432076216000.0,-478432072550000.0,-478432079882000.0,-478432079515000.0,-478432072917000.0,2.0,26876308499600.0,1.83230531396e-13,0.125018050542,0.00389957098961,0.249546279492,11,0.124995105963
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-696406594991000.0,1061504.2805,-696406594991000.0,-696406594241000.0,-696406595742000.0,-696406595667000.0,-696406594316000.0,2.0,1126791337520.0,1.83230531396e-13,0.125018050542,0.0038997672965,0.249546279492,116,0.125001398296
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-696747554795000.0,3281017.71434,-696747554795000.0,-696747552475000.0,-696747557115000.0,-696747556883000.0,-696747552707000.0,2.0,10765077241800.0,1.83230531396e-13,0.25,0.003913383159,0.125226860254,122,0.125001398296
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-701281317521000.0,7730462.82816,-701281317521000.0,-701281312055000.0,-701281322987000.0,-701281322440000.0,-701281312601000.0,2.0,59760055537500.0,1.83230531396e-13,0.125018050542,0.00779955640487,0.249546279492,91,0.250003495741
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-701622281369000.0,2447644.90816,-701622281369000.0,-701622279639000.0,-701622283100000.0,-701622282927000.0,-701622279812000.0,2.0,5990965596460.0,1.83230531396e-13,0.25,0.00782678820604,0.125226860254,97,0.250003495741
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-706156075636000.0,5292570.77866,-706156075636000.0,-706156071894000.0,-706156079378000.0,-706156079004000.0,-706156072268000.0,2.0,28011305447100.0,1.83230531396e-13,0.125018050542,0.00779955640487,0.249546279492,66,0.250003495741
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-706497050537000.0,3009354.8904,-706497050537000.0,-706497048409000.0,-706497052665000.0,-706497052452000.0,-706497048622000.0,2.0,9056216856390.0,1.83230531396e-13,0.25,0.00782678820604,0.125226860254,72,0.250003495741
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-711030809738000.0,3932567.73444,-711030809738000.0,-711030806957000.0,-711030812519000.0,-711030812241000.0,-711030807236000.0,2.0,15465088986000.0,1.83230531396e-13,0.125018050542,0.0077993382861,0.249546279492,41,0.249996504259
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-711371770163000.0,14225948.0182,-711371770163000.0,-711371760103000.0,-711371780222000.0,-711371779216000.0,-711371761109000.0,2.0,202377597017000.0,1.83230531396e-13,0.25,0.00782656932572,0.125226860254,47,0.249996504259
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-715905291308000.0,1377011.08362,-715905291308000.0,-715905290334000.0,-715905292282000.0,-715905292184000.0,-715905290432000.0,2.0,1896159524430.0,1.83230531396e-13,0.125018050542,0.00389957098961,0.249546279492,16,0.124995105963
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-716246261809000.0,1711548.87027,-716246261809000.0,-716246260599000.0,-716246263019000.0,-716246262898000.0,-716246260720000.0,2.0,2929399535320.0,1.83230531396e-13,0.25,0.00391318616671,0.125226860254,22,0.124995105963
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-935613183912000.0,4891995.49422,-935613183912000.0,-935613180453000.0,-935613187371000.0,-935613187025000.0,-935613180799000.0,2.0,23931619915500.0,1.83230531396e-13,0.125018050542,0.00195697413424,0.125226860254,121,0.125001398296
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-940487905449000.0,12573494.6249,-940487905449000.0,-940487896558000.0,-940487914340000.0,-940487913451000.0,-940487897447000.0,2.0,158092767083000.0,1.83230531396e-13,0.125018050542,0.00391395921408,0.125226860254,96,0.250003495741
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-945362668990000.0,5912166.28977,-945362668990000.0,-945362664809000.0,-945362673170000.0,-945362672752000.0,-945362665227000.0,2.0,34953710237900.0,1.83230531396e-13,0.125018050542,0.00391395921408,0.125226860254,71,0.250003495741
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-950237395218000.0,8580026.52346,-950237395218000.0,-950237389151000.0,-950237401285000.0,-950237400678000.0,-950237389757000.0,2.0,73616855143300.0,1.83230531396e-13,0.125018050542,0.00391384975812,0.125226860254,46,0.249996504259
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-955111876401000.0,4801789.70537,-955111876401000.0,-955111873005000.0,-955111879796000.0,-955111879457000.0,-955111873345000.0,2.0,23057184374600.0,1.83230531396e-13,0.125018050542,0.00195687562387,0.125226860254,21,0.124995105963
