smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity,prefix,ProbabilityWeight,PointProbability,ProbabilityWeight-ft_capacity
240.0,-194.0,-3311.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1267115.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-728739847.451,4354342.48608,-729828000.509,-720461758.996,-736222074.433,-734242252.522,-722763114.811,10.0,18960298486100.0,0.25,0.250001627723,92,0.0156251017327,1.5260167010100002e-12,0.25
240.0,-225.0,-5657.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1689487.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-738817573.368,2140539.28302,-739568468.228,-734746349.777,-741279714.421,-740996460.334,-735365897.04,10.0,4581908422170.0,0.125,0.125000813861,21,0.00195313771658,1.5260167010100002e-12,0.125
240.0,-132.0,-2529.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1267115.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-747931467.977,12009327.5013,-748954865.481,-727501571.53,-771335137.156,-764664203.876,-731467142.324,10.0,144223947034000.0,0.25,0.250001627723,119,0.00781255086633,1.5260167010100002e-12,0.125
240.0,-225.0,-3311.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1267115.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-769129537.916,6462113.43367,-768440389.007,-759492494.487,-778607386.169,-778407667.104,-760712204.329,10.0,41758910029600.0,0.125,0.250001627723,91,0.00781255086633,1.5260167010100002e-12,0.25
240.0,-194.0,-4875.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1689487.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-777717665.459,4531623.75245,-776384096.933,-771477017.375,-784379206.873,-783959490.984,-772321052.854,10.0,20535613833800.0,0.25,0.125000813861,47,0.00781255086633,1.5260167010100002e-12,0.25
240.0,-163.0,-2529.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1267115.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-786406103.469,6981921.65026,-787976808.549,-777331840.625,-796505741.958,-795607968.397,-777413356.041,10.0,48747229930400.0,0.25,0.250001627723,118,0.00781255086633,1.5260167010100002e-12,0.125
240.0,-225.0,-4875.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1689487.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-801051086.382,3894497.25077,-799381796.198,-797487063.907,-807564809.628,-807385347.509,-797553397.091,10.0,15167108836300.0,0.125,0.125000813861,46,0.00390627543317,1.5260167010100002e-12,0.25
240.0,-194.0,-2529.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1267115.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-815408808.132,8751994.97217,-816852407.274,-801102205.176,-827547056.676,-826759877.845,-801867694.377,10.0,76597415992900.0,0.25,0.250001627723,117,0.00781255086633,1.5260167010100002e-12,0.125
240.0,-163.0,-4093.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1689487.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-819071072.891,4260480.32379,-819042770.83,-812865114.229,-824808102.185,-824690076.125,-813262055.718,10.0,18151692589400.0,0.25,0.125000813861,73,0.00781255086633,1.5260167010100002e-12,0.25
240.0,-194.0,-4093.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1689487.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-841342912.162,4239834.16889,-841495874.135,-834489177.248,-847393129.74,-846872731.062,-835242242.289,10.0,17976193779700.0,0.25,0.125000813861,72,0.00781255086633,1.5260167010100002e-12,0.25
