smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,prefix,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity,ProbabilityWeight-ft_capacity,PointProbability
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1509665232.14,10544406.8814,-1510085124.17,-1499608145.53,-1518882534.69,-1518849330.64,-1499893284.8,4.0,111184516480000.0,0.00779779350107,97,0.125000566882,0.249546279492,0.249981948155,4.95258127397e-14
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1658791793.12,21660014.5026,-1664172017.84,-1628717418.37,-1678105718.44,-1676916158.97,-1633135112.67,4.0,469156228252000.0,0.00779778760718,117,0.250000944804,0.249546279492,0.124990974078,4.95258127397e-14
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1663032034.77,26276888.2083,-1655055227.01,-1642165038.68,-1699852646.37,-1694444897.63,-1642786702.77,4.0,690474853913000.0,0.0039130745569,96,0.125000566882,0.125226860254,0.249981948155,4.95258127397e-14
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1669859862.48,8859495.36377,-1672040825.55,-1658285723.27,-1677072075.53,-1676988057.97,-1659678318.68,4.0,78490658100700.0,0.0039130745569,124,0.125000566882,0.250453720508,0.124990974078,4.95258127397e-14
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1761175639.19,5483288.00759,-1761067349.71,-1755747468.07,-1766820389.27,-1766527113.94,-1755975769.71,4.0,30066447374200.0,0.00389889675053,123,0.125000566882,0.249546279492,0.124990974078,4.95258127397e-14
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1783440048.18,10288438.1988,-1784113807.99,-1770210413.15,-1795322163.58,-1793711271.89,-1772225560.72,4.0,105851960570000.0,0.00391307159924,116,0.250000944804,0.125226860254,0.124990974078,4.95258127397e-14
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1944073250.95,37835701.5017,-1937287381.5,-1909963608.2,-1991754632.59,-1986519226.97,-1911127492.16,4.0,1431540308130000.0,0.00389889675053,122,0.125000566882,0.249546279492,0.124990974078,4.95258127397e-14
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2096996922.0,35958671.559,-2083975987.36,-2071076882.72,-2148958830.59,-2140586587.23,-2071636565.29,4.0,1293026060290000.0,0.00195653727845,121,0.125000566882,0.125226860254,0.124990974078,4.95258127397e-14
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-145828589836.0,6236.51915841,-145828590128.0,-145828583156.0,-145828595930.0,-145828595685.0,-145828583577.0,4.0,38894171.2132,0.00195650474422,1,0.124998488314,0.125226860254,0.124990974078,4.95258127397e-14
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-516665406286.0,5857129.87465,-516665061694.0,-516658651880.0,-516672849875.0,-516671817950.0,-516659477050.0,4.0,34305970368500.0,0.00779879001474,27,0.124998488314,0.249546279492,0.250018051845,4.95258127397e-14
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-150056578288000.0,23806128.1561,-150056569002000.0,-150056562264000.0,-150056612886000.0,-150056607215000.0,-150056562362000.0,4.0,566731737786000.0,0.00779891969886,48,0.125000566882,0.249546279492,0.250018051845,4.95258127397e-14
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-150365044635000.0,43931844.9958,-150365050037000.0,-150364992585000.0,-150365085883000.0,-150365084361000.0,-150364997347000.0,4.0,1930007004740000.0,0.00782727940685,74,0.125000566882,0.250453720508,0.250018051845,4.95258127397e-14
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-150735822539000.0,12473516.1831,-150735818987000.0,-150735811713000.0,-150735840471000.0,-150735837425000.0,-150735812628000.0,4.0,155588605970000.0,0.0039130745569,100,0.125000566882,0.125226860254,0.249981948155,4.95258127397e-14
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-151253580278000.0,4534982.51957,-151253580888000.0,-151253574191000.0,-151253585145000.0,-151253584556000.0,-151253575147000.0,4.0,20566066452800.0,0.00389889675053,22,0.125000566882,0.249546279492,0.124990974078,4.95258127397e-14
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-166370302428000.0,9897074.24582,-166370302393000.0,-166370292859000.0,-166370312069000.0,-166370311726000.0,-166370293180000.0,4.0,97952078627300.0,0.0155978276082,43,0.250000944804,0.249546279492,0.250018051845,4.95258127397e-14
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-166678736037000.0,10078367.8369,-166678735802000.0,-166678724105000.0,-166678748440000.0,-166678746852000.0,-166678725552000.0,4.0,101573498256000.0,0.0156545469814,69,0.250000944804,0.250453720508,0.250018051845,4.95258127397e-14
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-167049561555000.0,16358936.7996,-167049556940000.0,-167049547788000.0,-167049584552000.0,-167049581097000.0,-167049548475000.0,4.0,267614813214000.0,0.00782614319848,95,0.250000944804,0.125226860254,0.249981948155,4.95258127397e-14
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-167567315957000.0,8083671.64811,-167567318506000.0,-167567304658000.0,-167567322158000.0,-167567322047000.0,-167567306299000.0,4.0,65345747314500.0,0.00779778760718,17,0.250000944804,0.249546279492,0.124990974078,4.95258127397e-14
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-182684021044000.0,28670617.396,-182684018864000.0,-182683995222000.0,-182684051226000.0,-182684049516000.0,-182683995624000.0,4.0,822004301870000.0,0.0155978276082,38,0.250000944804,0.249546279492,0.250018051845,4.95258127397e-14
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-182992443986000.0,35825055.5091,-182992428762000.0,-182992421275000.0,-182992497147000.0,-182992487600000.0,-182992421687000.0,4.0,1283434602230000.0,0.0156545469814,64,0.250000944804,0.250453720508,0.250018051845,4.95258127397e-14
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-183363296202000.0,49462561.2485,-183363282406000.0,-183363254839000.0,-183363365155000.0,-183363355099000.0,-183363256618000.0,4.0,2446544965270000.0,0.00782614319848,90,0.250000944804,0.125226860254,0.249981948155,4.95258127397e-14
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-183881017807000.0,4616805.41982,-183881016575000.0,-183881013926000.0,-183881024154000.0,-183881023267000.0,-183881014073000.0,4.0,21314892284500.0,0.00779778760718,12,0.250000944804,0.249546279492,0.124990974078,4.95258127397e-14
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-198997739676000.0,7774015.89064,-198997740117000.0,-198997730040000.0,-198997748430000.0,-198997747542000.0,-198997731193000.0,4.0,60435323068000.0,0.0155977097136,33,0.249999055196,0.249546279492,0.250018051845,4.95258127397e-14
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-199306180453000.0,5965985.24263,-199306180875000.0,-199306174261000.0,-199306185801000.0,-199306185729000.0,-199306174587000.0,4.0,35592979915300.0,0.015654428658,59,0.249999055196,0.250453720508,0.250018051845,4.95258127397e-14
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-199676980379000.0,15825023.0996,-199676977505000.0,-199676965043000.0,-199677001463000.0,-199676998656000.0,-199676966126000.0,4.0,250431356102000.0,0.00782608404535,85,0.249999055196,0.125226860254,0.249981948155,4.95258127397e-14
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-200194754911000.0,4334130.13112,-200194753941000.0,-200194750757000.0,-200194761008000.0,-200194759970000.0,-200194751213000.0,4.0,18784683993500.0,0.00779772866837,7,0.249999055196,0.249546279492,0.124990974078,4.95258127397e-14
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-215311209784000.0,13086611.3209,-215311209531000.0,-215311198343000.0,-215311221730000.0,-215311221544000.0,-215311198378000.0,4.0,171259395865000.0,0.00779879001474,28,0.124998488314,0.249546279492,0.250018051845,4.95258127397e-14
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-215619622849000.0,4789083.3447,-215619622460000.0,-215619617912000.0,-215619628566000.0,-215619628009000.0,-215619618235000.0,4.0,22935319282500.0,0.00782714925116,54,0.124998488314,0.250453720508,0.250018051845,4.95258127397e-14
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-215990484730000.0,43588926.2548,-215990466570000.0,-215990456168000.0,-215990549614000.0,-215990537563000.0,-215990457323000.0,4.0,1899994492050000.0,0.00391300948845,80,0.124998488314,0.125226860254,0.249981948155,4.95258127397e-14
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-216508208169000.0,3428044.83,-216508208664000.0,-216508203888000.0,-216508211461000.0,-216508211293000.0,-216508204353000.0,4.0,11751491356500.0,0.00389883191784,2,0.124998488314,0.249546279492,0.124990974078,4.95258127397e-14
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-366048130682000.0,9484127.56333,-366048132862000.0,-366048118193000.0,-366048138811000.0,-366048138575000.0,-366048119737000.0,4.0,89948675637500.0,0.00389889675053,23,0.125000566882,0.249546279492,0.124990974078,4.95258127397e-14
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-366418941045000.0,11858783.9425,-366418939270000.0,-366418930216000.0,-366418955425000.0,-366418954016000.0,-366418930559000.0,4.0,140630756596000.0,0.00782727940685,49,0.125000566882,0.250453720508,0.250018051845,4.95258127397e-14
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-366727375315000.0,7226792.63364,-366727375916000.0,-366727366126000.0,-366727383305000.0,-366727382490000.0,-366727367300000.0,4.0,52226531769600.0,0.00391363970343,75,0.125000566882,0.125226860254,0.250018051845,4.95258127397e-14
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-382361843861000.0,2270713.42351,-382361843844000.0,-382361841542000.0,-382361846216000.0,-382361846086000.0,-382361841661000.0,4.0,5156139451720.0,0.00779778760718,18,0.250000944804,0.249546279492,0.124990974078,4.95258127397e-14
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-382732679004000.0,12344770.5521,-382732682010000.0,-382732661509000.0,-382732690488000.0,-382732689330000.0,-382732664470000.0,4.0,152393359985000.0,0.0156545469814,44,0.250000944804,0.250453720508,0.250018051845,4.95258127397e-14
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-383041112930000.0,12843630.7003,-383041112559000.0,-383041099417000.0,-383041127186000.0,-383041126098000.0,-383041100282000.0,4.0,164958849566000.0,0.00782727349068,70,0.250000944804,0.125226860254,0.250018051845,4.95258127397e-14
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-398675548970000.0,7421609.8121,-398675550981000.0,-398675539109000.0,-398675554812000.0,-398675554776000.0,-398675540351000.0,4.0,55080292203100.0,0.00779778760718,13,0.250000944804,0.249546279492,0.124990974078,4.95258127397e-14
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-399046401370000.0,29985312.1313,-399046403780000.0,-399046367365000.0,-399046430554000.0,-399046429299000.0,-399046370066000.0,4.0,899118943612000.0,0.0156545469814,39,0.250000944804,0.250453720508,0.250018051845,4.95258127397e-14
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-399354828755000.0,52317473.2616,-399354805804000.0,-399354796672000.0,-399354906741000.0,-399354892325000.0,-399354797317000.0,4.0,2737118008480000.0,0.00782727349068,65,0.250000944804,0.125226860254,0.250018051845,4.95258127397e-14
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-414989293030000.0,19302268.8986,-414989286182000.0,-414989279121000.0,-414989320637000.0,-414989316345000.0,-414989279303000.0,4.0,372577584634000.0,0.00779772866837,8,0.249999055196,0.249546279492,0.124990974078,4.95258127397e-14
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-415360133840000.0,21150113.3012,-415360140342000.0,-415360103277000.0,-415360151401000.0,-415360150152000.0,-415360108427000.0,4.0,447327292655000.0,0.015654428658,34,0.249999055196,0.250453720508,0.250018051845,4.95258127397e-14
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-415668556624000.0,34116639.1408,-415668546369000.0,-415668530211000.0,-415668603545000.0,-415668597043000.0,-415668530561000.0,4.0,1163945066260000.0,0.00782721432901,60,0.249999055196,0.125226860254,0.250018051845,4.95258127397e-14
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-431302751826000.0,19992915.6701,-431302751078000.0,-431302734297000.0,-431302770852000.0,-431302770325000.0,-431302734375000.0,4.0,399716676992000.0,0.00389883191784,3,0.124998488314,0.249546279492,0.124990974078,4.95258127397e-14
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-431673596221000.0,20053481.5139,-431673598186000.0,-431673569903000.0,-431673618611000.0,-431673615779000.0,-431673573914000.0,4.0,402142120827000.0,0.00782714925116,29,0.124998488314,0.250453720508,0.250018051845,4.95258127397e-14
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-431982022815000.0,31727221.3538,-431982021108000.0,-431981985906000.0,-431982063138000.0,-431982057372000.0,-431981990647000.0,4.0,1006616574830000.0,0.00391357462558,55,0.124998488314,0.125226860254,0.250018051845,4.95258127397e-14
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-582410483460000.0,10954045.9897,-582410478229000.0,-582410477503000.0,-582410499879000.0,-582410496675000.0,-582410477568000.0,4.0,119991123544000.0,0.0039130745569,24,0.125000566882,0.250453720508,0.124990974078,4.95258127397e-14
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-582781309067000.0,9016772.08602,-582781312012000.0,-582781296262000.0,-582781315984000.0,-582781315796000.0,-582781298217000.0,4.0,81302178851200.0,0.00391363970343,50,0.125000566882,0.125226860254,0.250018051845,4.95258127397e-14
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-598724220316000.0,16681469.3776,-598724214527000.0,-598724207403000.0,-598724244806000.0,-598724240384000.0,-598724208352000.0,4.0,278271420597000.0,0.00782614319848,19,0.250000944804,0.250453720508,0.124990974078,4.95258127397e-14
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-599095059747000.0,29587419.5562,-599095063151000.0,-599095023886000.0,-599095088801000.0,-599095087260000.0,-599095027469000.0,4.0,875415395993000.0,0.00782727349068,45,0.250000944804,0.125226860254,0.250018051845,4.95258127397e-14
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-615037921896000.0,2906067.61953,-615037921461000.0,-615037918850000.0,-615037925811000.0,-615037925222000.0,-615037919179000.0,4.0,8445229009290.0,0.00782614319848,14,0.250000944804,0.250453720508,0.124990974078,4.95258127397e-14
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-615408751886000.0,21196882.4277,-615408749188000.0,-615408728926000.0,-615408780245000.0,-615408775736000.0,-615408731815000.0,4.0,449307824652000.0,0.00782727349068,40,0.250000944804,0.125226860254,0.250018051845,4.95258127397e-14
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-631351653322000.0,6260475.23192,-631351654382000.0,-631351645259000.0,-631351659267000.0,-631351658945000.0,-631351646217000.0,4.0,39193550129400.0,0.00782608404535,9,0.249999055196,0.250453720508,0.124990974078,4.95258127397e-14
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-631722503306000.0,22965291.7066,-631722503764000.0,-631722475510000.0,-631722530186000.0,-631722527210000.0,-631722478761000.0,4.0,527404623168000.0,0.00782721432901,35,0.249999055196,0.125226860254,0.250018051845,4.95258127397e-14
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-647665110276000.0,4216766.41978,-647665108860000.0,-647665107047000.0,-647665116337000.0,-647665115372000.0,-647665107163000.0,4.0,17781119039000.0,0.00391300948845,4,0.124998488314,0.250453720508,0.124990974078,4.95258127397e-14
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-648035966415000.0,49402945.1055,-648035956515000.0,-648035920287000.0,-648036032342000.0,-648036023676000.0,-648035923013000.0,4.0,2440650985100000.0,0.00391357462558,30,0.124998488314,0.125226860254,0.250018051845,4.95258127397e-14
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-798772893990000.0,37135163.1064,-798772897653000.0,-798772846431000.0,-798772934224000.0,-798772930346000.0,-798772852507000.0,4.0,1379020338940000.0,0.00195653727845,25,0.125000566882,0.125226860254,0.124990974078,4.95258127397e-14
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-815086607330000.0,24842212.7994,-815086605017000.0,-815086580947000.0,-815086638342000.0,-815086634777000.0,-815086583123000.0,4.0,617135536771000.0,0.00391307159924,20,0.250000944804,0.125226860254,0.124990974078,4.95258127397e-14
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-831400293049000.0,10465086.3731,-831400293216000.0,-831400280089000.0,-831400305673000.0,-831400303919000.0,-831400281944000.0,4.0,109518032796000.0,0.00391307159924,15,0.250000944804,0.125226860254,0.124990974078,4.95258127397e-14
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-847714068114000.0,49516706.6087,-847714066360000.0,-847714010588000.0,-847714129147000.0,-847714121612000.0,-847714017070000.0,4.0,2451904233370000.0,0.00391304202267,10,0.249999055196,0.125226860254,0.124990974078,4.95258127397e-14
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-864027498149000.0,11242870.7257,-864027496505000.0,-864027486508000.0,-864027513076000.0,-864027511008000.0,-864027487590000.0,4.0,126402142155000.0,0.00195650474422,5,0.124998488314,0.125226860254,0.124990974078,4.95258127397e-14
