smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-h2_storage_capacity,prefix,ProbabilityWeight-ft_capacity,PointProbability,ProbabilityWeight,ProbabilityWeight-htse_capacity
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1798163813.53,59299785.1729,-1816200444.13,-1688310071.85,-1866374179.27,-1864551634.98,-1709428488.13,10.0,3516464521550000.0,0.250000519641,61,0.250018051845,2.4762864257000002e-14,0.00782726017928,0.125226860254
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1801277166.3,35551417.9881,-1799807524.94,-1750246832.1,-1846026863.88,-1842163123.79,-1751175217.78,10.0,1263903320960000.0,0.250000425161,70,0.250018051845,2.4762864257000002e-14,0.0078272572212,0.125226860254
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1806434478.77,38224869.0078,-1802612559.68,-1749953969.84,-1858817799.77,-1853719305.16,-1756529863.21,10.0,1461140610660000.0,0.250000519641,90,0.249981948155,2.4762864257000002e-14,0.007826129889,0.125226860254
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1813379679.56,36297443.5158,-1798630279.25,-1774916564.06,-1869703639.75,-1868897856.96,-1775203299.15,10.0,1317504405780000.0,0.249999574839,82,0.249981948155,2.4762864257000002e-14,0.0155954897531,0.249546279492
720.0,-154.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1874248304.81,32141682.9662,-1879206499.41,-1818300393.62,-1918593728.75,-1911573072.5,-1825543317.02,10.0,1033087783900000.0,0.249999574839,110,0.124990974078,2.4762864257000002e-14,0.00391305015624,0.125226860254
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1893476677.09,49312875.7262,-1899925099.86,-1814317631.72,-1980898442.65,-1960041497.57,-1823560248.07,10.0,2431759712380000.0,0.12500016534,49,0.250018051845,2.4762864257000002e-14,0.00782725426312,0.250453720508
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1900020808.99,20933053.9419,-1900665909.96,-1873471358.28,-1934177180.1,-1930816362.44,-1875829139.77,10.0,438192747336000.0,0.124999315018,76,0.249981948155,2.4762864257000002e-14,0.00391303536798,0.125226860254
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1923687046.43,36845154.9035,-1917587762.56,-1855609934.49,-1982795643.1,-1969419459.29,-1874795513.52,10.0,1357565439860000.0,0.124999315018,103,0.124990974078,2.4762864257000002e-14,0.00389885770361,0.249546279492
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1933472740.24,30833356.7912,-1930901510.35,-1898253449.12,-1999792356.73,-1981531385.39,-1899833495.02,10.0,950695891012000.0,0.250000425161,69,0.250018051845,2.4762864257000002e-14,0.0156545144424,0.250453720508
720.0,-292.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1959970344.6,29879002.9835,-1957208155.22,-1917574342.19,-1999371242.79,-1998185303.57,-1918537722.75,10.0,892754819287000.0,0.250000519641,89,0.249981948155,2.4762864257000002e-14,0.015652259778,0.250453720508
