npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight-htse_capacity,ProbabilityWeight-meoh_capacity,ProbabilityWeight-h2_storage_capacity,PointProbability,ProbabilityWeight
894.0,-894.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1677712852.07,134078.767471,1677712852.07,1677807660.07,1677618044.06,1677627524.86,1677798179.27,2.0,17977115886.6,2,0.124645892351,0.250014408391,0.124991734973,1.74117872884e-13,0.00389515106407
894.0,-718.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1669038811.21,1961136.76755,1669038811.21,1670425544.32,1667652078.1,1667790751.42,1670286871.01,2.0,3846057421020.0,107,0.25,0.250014408391,0.125002399524,1.74117872884e-13,0.00781310024112
894.0,-541.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1662282247.79,8318047.69968,1662282247.79,1668163995.72,1656400499.85,1656988674.64,1667575820.93,2.0,69189917534100.0,38,0.25,0.249985591609,0.249995200952,1.74117872884e-13,0.0156237995523
894.0,-894.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1653402639.25,1130272.85375,1653402639.25,1654201862.85,1652603415.65,1652683338.01,1654121940.49,2.0,1277516723920.0,52,0.124645892351,0.250014408391,0.250005865503,1.74117872884e-13,0.0077910000469
894.0,-541.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1601757772.53,980563.418568,1601757772.53,1602451135.57,1601064409.49,1601133745.79,1602381799.27,2.0,961504617834.0,63,0.25,0.249985591609,0.250005865503,1.74117872884e-13,0.0156244660483
894.0,-894.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1598609836.75,4305089.46085,1598609836.75,1601653994.7,1595565678.8,1595870094.6,1601349578.91,2.0,18533795265900.0,77,0.124645892351,0.250014408391,0.250004799048,1.74117872884e-13,0.00779096681268
894.0,-541.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1557471294.54,4938393.22468,1557471294.54,1560963265.88,1553979323.21,1554328520.34,1560614068.75,2.0,24387727641500.0,88,0.25,0.249985591609,0.250004799048,1.74117872884e-13,0.0156243993987
894.0,-365.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1554573845.27,2238617.85438,1554573845.27,1556156787.14,1552990903.41,1553149197.59,1555998492.95,2.0,5011409897950.0,19,0.25,0.249985591609,0.124991734973,1.74117872884e-13,0.00781153320336
894.0,-894.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1546451615.48,1532903.18353,1546451615.48,1547535541.72,1545367689.25,1545476081.87,1547427149.09,2.0,2349792170080.0,102,0.124645892351,0.250014408391,0.125002399524,1.74117872884e-13,0.00389548340634
894.0,-718.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1536092204.74,8742315.5058,1536092204.74,1542273955.31,1529910454.16,1530528629.22,1541655780.26,2.0,76428080402900.0,33,0.25,0.249985591609,0.249995200952,1.74117872884e-13,0.0156237995523
894.0,-718.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1511575162.85,475802.405323,1511575162.85,1511911605.96,1511238719.74,1511272364.06,1511877961.65,2.0,226387928911.0,8,0.25,0.249985591609,0.124991734973,1.74117872884e-13,0.00781153320336
894.0,-365.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1497390529.83,1449576.19675,1497390529.83,1498415534.99,1496365524.67,1496468025.19,1498313034.47,2.0,2101271150180.0,44,0.25,0.249985591609,0.249995200952,1.74117872884e-13,0.0156237995523
894.0,-541.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1496580531.76,1655258.33628,1496580531.76,1497750976.15,1495410087.36,1495527131.8,1497633931.71,2.0,2739880159830.0,113,0.25,0.249985591609,0.125002399524,1.74117872884e-13,0.00781219969937
894.0,-718.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1480610439.47,5561671.43974,1480610439.47,1484543135.06,1476677743.88,1477071013.44,1484149865.5,2.0,30932189203700.0,58,0.25,0.249985591609,0.250005865503,1.74117872884e-13,0.0156244660483
894.0,-365.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1454837044.93,9098498.80129,1454837044.93,1461270655.13,1448403434.73,1449046795.75,1460627294.11,2.0,82782680437200.0,69,0.25,0.249985591609,0.250005865503,1.74117872884e-13,0.0156244660483
894.0,-188.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1427954367.25,8790310.96671,1427954367.25,1434170055.75,1421738678.76,1422360247.61,1433548486.9,2.0,77269566891500.0,25,0.125354107649,0.125007204196,0.124991734973,1.74117872884e-13,0.0019586413021
894.0,-718.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1425420901.91,1260938.36264,1425420901.91,1426312519.98,1424529283.84,1424618445.65,1426223358.17,2.0,1589965554370.0,83,0.25,0.249985591609,0.250004799048,1.74117872884e-13,0.0156243993987
894.0,-365.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1404308831.07,2625597.28274,1404308831.07,1406165408.71,1402452253.43,1402637911.19,1405979750.95,2.0,6893761091140.0,94,0.25,0.249985591609,0.250004799048,1.74117872884e-13,0.0156243993987
894.0,-188.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1382626697.54,7600575.67891,1382626697.54,1388001116.14,1377252278.94,1377789720.8,1387463674.28,2.0,57768750650800.0,50,0.125354107649,0.125007204196,0.249995200952,1.74117872884e-13,0.00391746643102
894.0,-894.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1379494729.04,3217457.54574,1379494729.04,1381769815.09,1377219642.99,1377447151.6,1381542306.48,2.0,10352033058600.0,28,0.124645892351,0.249985591609,0.249995200952,1.74117872884e-13,0.00778976974847
894.0,-718.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1370826821.96,2615281.37238,1370826821.96,1372676105.15,1368977538.77,1369162467.09,1372491176.83,2.0,6839696656720.0,108,0.25,0.249985591609,0.125002399524,1.74117872884e-13,0.00781219969937
894.0,-541.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1362757327.4,739181.669956,1362757327.4,1363280007.78,1362234647.03,1362286915.07,1363227739.74,2.0,546389541198.0,39,0.25,0.249985591609,0.249995200952,1.74117872884e-13,0.0156237995523
894.0,-541.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1360612415.26,499783.70659,1360612415.26,1360965815.7,1360259014.81,1360294354.85,1360930475.66,2.0,249783753373.0,14,0.25,0.249985591609,0.124991734973,1.74117872884e-13,0.00781153320336
894.0,-365.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1355786110.42,4103475.70347,1355786110.42,1358687705.91,1352884514.92,1353174674.47,1358397546.36,2.0,16838512848900.0,119,0.25,0.249985591609,0.125002399524,1.74117872884e-13,0.00781219969937
894.0,-188.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1327112663.07,7604597.5608,1327112663.07,1332489925.57,1321735400.57,1322273126.82,1331952199.32,2.0,57829904061700.0,75,0.125354107649,0.125007204196,0.250005865503,1.74117872884e-13,0.00391763354631
894.0,-894.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1324917434.52,5643644.56663,1324917434.52,1328908093.86,1320926775.17,1321325841.11,1328509027.93,2.0,31850723994400.0,53,0.124645892351,0.249985591609,0.250005865503,1.74117872884e-13,0.00779010205243
894.0,-541.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1317816671.23,4172191.8022,1317816671.23,1320766856.35,1314866486.12,1315161504.63,1320471837.84,2.0,17407184434300.0,64,0.25,0.249985591609,0.250005865503,1.74117872884e-13,0.0156244660483
894.0,-894.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1314466164.48,6155637.59004,1314466164.48,1318818857.57,1310113471.4,1310548740.71,1318383588.26,2.0,37891874139900.0,3,0.124645892351,0.249985591609,0.124991734973,1.74117872884e-13,0.00389470210706
894.0,-894.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1269438647.76,2778789.42222,1269438647.76,1271403548.6,1267473746.91,1267670237.0,1271207058.52,2.0,7721670653040.0,78,0.124645892351,0.249985591609,0.250004799048,1.74117872884e-13,0.00779006882203
894.0,-188.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1268092222.13,15149094.6522,1268092222.13,1278804249.68,1257380194.57,1258451397.32,1277733046.93,2.0,229495068781000.0,100,0.125354107649,0.125007204196,0.250004799048,1.74117872884e-13,0.00391761683478
894.0,-541.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1260590154.02,2883855.37566,1260590154.02,1262629347.71,1258550960.33,1258754879.7,1262425428.34,2.0,8316621827730.0,89,0.25,0.249985591609,0.250004799048,1.74117872884e-13,0.0156243993987
894.0,-365.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1230130917.9,2361928.71404,1230130917.9,1231801053.71,1228460782.09,1228627795.67,1231634040.13,2.0,5578707250190.0,45,0.25,0.125007204196,0.249995200952,1.74117872884e-13,0.00781280028334
894.0,-365.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1222929722.18,15296691.9247,1222929722.18,1233746116.77,1212113327.59,1213194967.05,1232664477.31,2.0,233988783838000.0,20,0.25,0.125007204196,0.124991734973,1.74117872884e-13,0.00390621683414
894.0,-894.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1216839160.65,1916564.88836,1216839160.65,1218194376.68,1215483944.62,1215619466.23,1218058855.08,2.0,3673220971290.0,103,0.124645892351,0.249985591609,0.125002399524,1.74117872884e-13,0.00389503441102
894.0,-188.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1208460909.25,482650.990287,1208460909.25,1208802195.04,1208119623.46,1208153752.04,1208768066.46,2.0,232951978425.0,125,0.125354107649,0.125007204196,0.125002399524,1.74117872884e-13,0.00195880841739
894.0,-541.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1204979956.64,1178682.67766,1204979956.64,1205813411.15,1204146502.12,1204229847.57,1205730065.7,2.0,1389292854620.0,114,0.25,0.249985591609,0.125002399524,1.74117872884e-13,0.00781219969937
894.0,-718.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1188642888.76,1300542.32248,1188642888.76,1189562511.06,1187723266.46,1187815228.69,1189470548.83,2.0,1691410332550.0,34,0.25,0.249985591609,0.249995200952,1.74117872884e-13,0.0156237995523
894.0,-365.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1171115745.24,979385.046247,1171115745.24,1171808275.05,1170423215.44,1170492468.42,1171739022.07,2.0,959195068813.0,70,0.25,0.125007204196,0.250005865503,1.74117872884e-13,0.00781313356976
894.0,-718.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1157913494.33,1702077.09844,1157913494.33,1159117044.59,1156709944.07,1156830299.1,1158996689.56,2.0,2897066449020.0,59,0.25,0.249985591609,0.250005865503,1.74117872884e-13,0.0156244660483
894.0,-718.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1155075401.16,13063620.9354,1155075401.16,1164312776.11,1145838026.21,1146761763.7,1163389038.61,2.0,170658191944000.0,9,0.25,0.249985591609,0.124991734973,1.74117872884e-13,0.00781153320336
894.0,-365.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1112829772.88,15577426.9664,1112829772.88,1123844677.13,1101814868.64,1102916359.07,1122743186.7,2.0,242656230895000.0,95,0.25,0.125007204196,0.250004799048,1.74117872884e-13,0.00781310024112
894.0,-718.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1095874253.06,5001118.16547,1095874253.06,1099410577.63,1092337928.49,1092691560.95,1099056945.17,2.0,25011182905000.0,84,0.25,0.249985591609,0.250004799048,1.74117872884e-13,0.0156243993987
894.0,-365.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1054394135.48,16539149.2655,1054394135.48,1066089080.08,1042699190.88,1043868685.34,1064919585.62,2.0,273543458426000.0,120,0.25,0.125007204196,0.125002399524,1.74117872884e-13,0.00390655012056
894.0,-718.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1050272270.55,5759140.54675,1050272270.55,1054344597.88,1046199943.22,1046607175.95,1053937365.15,2.0,33167699837200.0,109,0.25,0.249985591609,0.125002399524,1.74117872884e-13,0.00781219969937
894.0,-541.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1038195556.09,18151618.516,1038195556.09,1051030688.63,1025360423.55,1026643936.8,1049747175.38,2.0,329481254751000.0,40,0.25,0.125007204196,0.249995200952,1.74117872884e-13,0.00781280028334
894.0,-541.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1028960717.64,3156795.17706,1028960717.64,1031192908.92,1026728526.36,1026951745.49,1030969689.79,2.0,9965355789890.0,15,0.25,0.125007204196,0.124991734973,1.74117872884e-13,0.00390621683414
894.0,-894.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1020853958.17,3737527.91686,1020853958.17,1023496789.51,1018211126.84,1018475409.97,1023232506.37,2.0,13969114929300.0,29,0.124645892351,0.249985591609,0.249995200952,1.74117872884e-13,0.00778976974847
894.0,-894.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,981971306.281,2762724.86077,981971306.281,983924847.764,980017764.797,980213118.945,983729493.616,2.0,7632648656320.0,54,0.124645892351,0.249985591609,0.250005865503,1.74117872884e-13,0.00779010205243
894.0,-541.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,976021456.144,3328989.48406,976021456.144,978375407.183,973667505.105,973902900.209,978140012.079,2.0,11082170985000.0,65,0.25,0.125007204196,0.250005865503,1.74117872884e-13,0.00781313356976
894.0,-894.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,963928910.319,6793146.33173,963928910.319,968732390.156,959125430.483,959605778.466,968252042.172,2.0,46146837084300.0,4,0.124645892351,0.249985591609,0.124991734973,1.74117872884e-13,0.00389470210706
894.0,-541.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,930204645.08,10137889.8248,930204645.08,937373215.722,923036074.438,923752931.502,936656358.658,2.0,102776810100000.0,90,0.25,0.125007204196,0.250004799048,1.74117872884e-13,0.00781310024112
894.0,-894.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,919529129.063,5370883.7903,919529129.063,923326917.413,915731340.714,916111119.549,922947138.578,2.0,28846392688900.0,79,0.124645892351,0.249985591609,0.250004799048,1.74117872884e-13,0.00779006882203
894.0,-541.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,885295307.827,3256407.31869,885295307.827,887597935.524,882992680.129,883222942.899,887367672.754,2.0,10604188625200.0,115,0.25,0.125007204196,0.125002399524,1.74117872884e-13,0.00390655012056
894.0,-894.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,872153502.361,7212202.75792,872153502.361,877253299.839,867053704.884,867563684.632,876743320.091,2.0,52015868621300.0,104,0.124645892351,0.249985591609,0.125002399524,1.74117872884e-13,0.00389503441102
894.0,-718.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,842143927.726,4028326.92441,842143927.726,844992385.011,839295470.44,839580316.169,844707539.282,2.0,16227417809900.0,35,0.25,0.125007204196,0.249995200952,1.74117872884e-13,0.00781280028334
894.0,-718.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,827159475.85,10383001.3176,827159475.85,834501366.491,819817585.21,820551774.274,833767177.427,2.0,107806716361000.0,10,0.25,0.125007204196,0.124991734973,1.74117872884e-13,0.00390621683414
894.0,-718.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,790646228.689,10270907.9501,790646228.689,797908857.349,783383600.028,784109862.894,797182594.483,2.0,105491550120000.0,60,0.25,0.125007204196,0.250005865503,1.74117872884e-13,0.00781313356976
894.0,-718.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,730043221.748,3939308.66789,730043221.748,732828733.621,727257709.876,727536261.063,732550182.434,2.0,15518152780900.0,85,0.25,0.125007204196,0.250004799048,1.74117872884e-13,0.00781310024112
894.0,-718.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,681145959.26,280012.840008,681145959.26,681343958.238,680947960.282,680967760.18,681324158.34,2.0,78407190569.5,110,0.25,0.125007204196,0.125002399524,1.74117872884e-13,0.00390655012056
894.0,-894.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,655611495.014,13616026.9155,655611495.014,665239479.978,645983510.049,646946308.545,664276681.482,2.0,185396188965000.0,30,0.124645892351,0.125007204196,0.249995200952,1.74117872884e-13,0.00389533385232
894.0,-894.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,625179554.454,2066441.42431,625179554.454,626640749.198,623718359.71,623864479.184,626494629.723,2.0,4270180160110.0,5,0.124645892351,0.125007204196,0.124991734973,1.74117872884e-13,0.00194757553204
894.0,-894.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,601214987.652,4393193.47379,601214987.652,604321444.549,598108530.756,598419176.445,604010798.859,2.0,19300148898200.0,55,0.124645892351,0.125007204196,0.250005865503,1.74117872884e-13,0.00389550002345
894.0,-894.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,558779822.761,3254063.49393,558779822.761,561080793.124,556478852.398,556708949.434,560850696.087,2.0,10588929222500.0,80,0.124645892351,0.125007204196,0.250004799048,1.74117872884e-13,0.00389548340634
894.0,-894.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,490657351.523,4086949.84433,490657351.523,493547261.473,487767441.574,488056432.569,493258270.478,2.0,16703159030100.0,105,0.124645892351,0.125007204196,0.125002399524,1.74117872884e-13,0.00194774170317
894.0,-718.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-231816821120000.0,2846118.09672,-231816821120000.0,-231816819108000.0,-231816823133000.0,-231816822931000.0,-231816819309000.0,2.0,8100388220490.0,6,0.25,0.125007204196,0.124991734973,1.74117872884e-13,0.00390621683414
894.0,-718.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-231816875920000.0,306877.581326,-231816875920000.0,-231816875703000.0,-231816876137000.0,-231816876115000.0,-231816875725000.0,2.0,94173849920.7,31,0.25,0.125007204196,0.249995200952,1.74117872884e-13,0.00781280028334
894.0,-718.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-231816926275000.0,1950867.72405,-231816926275000.0,-231816924895000.0,-231816927654000.0,-231816927516000.0,-231816925033000.0,2.0,3805884876750.0,56,0.25,0.125007204196,0.250005865503,1.74117872884e-13,0.00781313356976
894.0,-718.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-231816981133000.0,2317292.64567,-231816981133000.0,-231816979494000.0,-231816982772000.0,-231816982608000.0,-231816979658000.0,2.0,5369845205700.0,81,0.25,0.125007204196,0.250004799048,1.74117872884e-13,0.00781310024112
