smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-ft_capacity,prefix,ProbabilityWeight,ProbabilityWeight-htse_capacity
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-166136895.354,18970615.5418,-159058668.95,-152494009.282,-193936234.233,-189185051.589,-152998256.083,4.0,359884254033000.0,4.95258127397e-14,0.124998488314,0.250018051845,51,0.00391357462558,0.125226860254
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-192965053.062,855292.182227,-192672138.079,-192323259.359,-194192676.731,-193998803.95,-192341383.15,4.0,731524716978.0,4.95258127397e-14,0.250000944804,0.124990974078,16,0.00391307159924,0.125226860254
720.0,-567.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-214795479.423,4711586.54822,-215746412.334,-208274586.744,-219414506.281,-218966641.562,-209293011.209,4.0,22199047801400.0,4.95258127397e-14,0.249999055196,0.250018051845,57,0.0155977097136,0.249546279492
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-248223447.303,22757109.7095,-239539879.547,-232043970.161,-281770059.956,-275855783.641,-232748105.823,4.0,517886042330000.0,4.95258127397e-14,0.124998488314,0.249981948155,78,0.00779766383568,0.249546279492
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-260853552.566,17087362.6804,-253572282.912,-250009616.44,-286260028.0,-281633862.466,-250267020.182,4.0,291977963371000.0,4.95258127397e-14,0.250000944804,0.250018051845,36,0.00782727349068,0.125226860254
720.0,-154.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-318795587.831,16388451.6242,-320350269.995,-300121094.569,-334360716.763,-333795826.464,-301618794.166,4.0,268581346638000.0,4.95258127397e-14,0.124998488314,0.124990974078,105,0.00195650474422,0.125226860254
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-335542980.64,2917359.3721,-335847376.762,-331726790.598,-338750378.439,-338389698.038,-332270108.673,4.0,8510985705990.0,4.95258127397e-14,0.249999055196,0.250018051845,56,0.00782721432901,0.125226860254
720.0,-292.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-351214848.644,8836536.04079,-347303786.276,-345826969.377,-364424852.649,-361894467.849,-346010716.755,4.0,78084369200200.0,4.95258127397e-14,0.249999055196,0.249981948155,84,0.0156521680907,0.250453720508
720.0,-430.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-403653913.548,12286383.6789,-400568651.427,-393876893.492,-419601457.846,-417718148.476,-393909045.589,4.0,150955223906000.0,4.95258127397e-14,0.250000944804,0.250018051845,63,0.0155978276082,0.249546279492
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-406414304.8,23250842.1212,-396783970.448,-391366907.304,-440722371.001,-434739534.11,-391571543.583,4.0,540601659344000.0,4.95258127397e-14,0.124998488314,0.249981948155,77,0.00779766383568,0.249546279492
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-438734017.864,7556071.48607,-437107774.575,-431406884.703,-449313637.604,-447547976.266,-432196800.068,4.0,57094216302500.0,4.95258127397e-14,0.250000944804,0.250018051845,42,0.0155978276082,0.249546279492
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-471272064.074,1057152.98264,-471350289.459,-470078519.846,-472309157.533,-472262559.735,-470172052.875,4.0,1117572428710.0,4.95258127397e-14,0.125000566882,0.124990974078,21,0.00195653727845,0.125226860254
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-479721017.068,19204480.38,-480153289.111,-459552641.973,-499024848.075,-498111127.248,-460725726.027,4.0,368812066667000.0,4.95258127397e-14,0.249999055196,0.249981948155,83,0.0155954573367,0.249546279492
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-481773426.115,28888011.5859,-478674982.725,-450418821.098,-519324917.915,-514239928.442,-453644744.536,4.0,834517213384000.0,4.95258127397e-14,0.124998488314,0.124990974078,104,0.00391300948845,0.250453720508
720.0,-567.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-505489218.286,13307613.5017,-505745925.941,-491458327.111,-519006694.15,-518323345.386,-492295700.468,4.0,177092577112000.0,4.95258127397e-14,0.250000944804,0.250018051845,62,0.0155978276082,0.249546279492
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-538814667.935,4038488.31685,-540335919.679,-532944586.869,-541642245.513,-541590433.418,-533909150.011,4.0,16309387885300.0,4.95258127397e-14,0.250000944804,0.250018051845,41,0.00782727349068,0.125226860254
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-555251775.475,10150163.0914,-555927291.142,-543405020.999,-565747498.616,-565079864.092,-544477964.923,4.0,103025810782000.0,4.95258127397e-14,0.124998488314,0.249981948155,76,0.00391300948845,0.125226860254
720.0,-154.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-588159078.971,24670994.4363,-588738896.379,-558840692.34,-616317830.787,-613575338.959,-561931074.612,4.0,608657966475000.0,4.95258127397e-14,0.249999055196,0.124990974078,110,0.00391304202267,0.125226860254
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-595744666.427,14721092.6074,-593565183.76,-580931638.392,-614916659.794,-612490760.888,-582049847.698,4.0,216710567555000.0,4.95258127397e-14,0.249999055196,0.249981948155,82,0.0155954573367,0.249546279492
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-638611026.911,19523041.0752,-632514583.93,-623207751.939,-666207187.844,-662042641.592,-623714432.403,4.0,381149132825000.0,4.95258127397e-14,0.250000944804,0.250018051845,61,0.00782727349068,0.125226860254
720.0,-292.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-648347408.325,13955299.3583,-646699101.784,-633949905.193,-666041524.539,-663951045.827,-635051399.98,4.0,194750380179000.0,4.95258127397e-14,0.250000944804,0.249981948155,89,0.015652286397,0.250453720508
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-650036920.625,47454669.8252,-635005569.544,-611217278.093,-718919265.317,-707098621.25,-614019111.512,4.0,2251945688220000.0,4.95258127397e-14,0.124998488314,0.124990974078,103,0.00389883191784,0.249546279492
720.0,-430.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-671255076.043,5915166.69046,-670437047.009,-665931088.448,-678215121.706,-677597932.471,-666057460.263,4.0,34989196975900.0,4.95258127397e-14,0.250000944804,0.250018051845,68,0.0155978276082,0.249546279492
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-697593066.998,14327292.6617,-695263637.948,-683666860.487,-716178131.609,-713900142.131,-684547192.535,4.0,205271315014000.0,4.95258127397e-14,0.249999055196,0.124990974078,109,0.00782608404535,0.250453720508
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-716193650.285,5471768.01022,-717487222.151,-708575148.699,-721225008.141,-720851628.648,-709724671.311,4.0,29940245157700.0,4.95258127397e-14,0.125000566882,0.250018051845,47,0.00779891969886,0.249546279492
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-728185912.964,6058387.00567,-728444555.562,-720543199.07,-735311341.662,-734375928.305,-721633797.985,4.0,36704053110400.0,4.95258127397e-14,0.249999055196,0.249981948155,81,0.00782608404535,0.125226860254
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-745199526.973,21729444.7529,-738454826.208,-728163453.623,-775725001.855,-771213495.475,-728628139.544,4.0,472168769268000.0,4.95258127397e-14,0.250000944804,0.249981948155,88,0.0155955752144,0.249546279492
720.0,-567.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-796112357.71,10485320.349,-798858242.174,-781134617.357,-805598329.134,-804656844.41,-783723632.76,4.0,109941942821000.0,4.95258127397e-14,0.250000944804,0.250018051845,67,0.0155978276082,0.249546279492
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-813018560.334,42369880.7642,-804052070.371,-772670046.716,-871300053.879,-862713191.799,-775877014.818,4.0,1795206795980000.0,4.95258127397e-14,0.124998488314,0.124990974078,102,0.00389883191784,0.249546279492
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-827579613.356,8907883.15578,-828975128.269,-815454443.454,-836913753.431,-835733727.906,-817471777.927,4.0,79350382317100.0,4.95258127397e-14,0.125000566882,0.250018051845,46,0.00391363970343,0.125226860254
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-857454981.148,22662626.3645,-851550857.882,-837044484.185,-889673724.642,-884385231.623,-838790503.245,4.0,513594633738000.0,4.95258127397e-14,0.249999055196,0.124990974078,108,0.00779772866837,0.249546279492
720.0,-154.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-863836299.794,22171965.6493,-856254580.931,-846613396.119,-896222641.193,-890628801.158,-847658204.837,4.0,491596060754000.0,4.95258127397e-14,0.250000944804,0.124990974078,115,0.00391307159924,0.125226860254
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-896622854.788,28524244.5761,-898159452.339,-867198327.55,-922974186.924,-922391207.996,-868703265.009,4.0,813632528637000.0,4.95258127397e-14,0.250000944804,0.249981948155,87,0.0155955752144,0.249546279492
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-911192161.824,14281211.5717,-906569236.122,-900526887.539,-931103287.511,-928237302.133,-900619117.497,4.0,203953003955000.0,4.95258127397e-14,0.250000944804,0.250018051845,66,0.00782727349068,0.125226860254
720.0,-292.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-921890251.324,15296510.0031,-921896965.115,-904126750.816,-939640324.248,-937874701.739,-905896401.6,4.0,233983218275000.0,4.95258127397e-14,0.250000944804,0.249981948155,94,0.015652286397,0.250453720508
720.0,-430.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-955245262.931,12861292.7858,-953572811.947,-943772182.912,-970063244.918,-968842158.489,-943989798.75,4.0,165412852121000.0,4.95258127397e-14,0.125000566882,0.250018051845,73,0.00779891969886,0.249546279492
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-980425492.898,24702536.6631,-983092963.488,-947826744.163,-1007689300.45,-1004342256.45,-952774270.518,4.0,610215317592000.0,4.95258127397e-14,0.124998488314,0.124990974078,101,0.00195650474422,0.125226860254
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-989976929.429,6164559.07649,-988508254.488,-984744810.137,-998146398.603,-997119282.547,-984890721.228,4.0,38001788607600.0,4.95258127397e-14,0.250000944804,0.124990974078,114,0.00782614319848,0.250453720508
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1023836928.3,6337630.20922,-1022510417.62,-1017988005.71,-1032338872.24,-1031208042.84,-1018322928.7,4.0,40165556668900.0,4.95258127397e-14,0.250000944804,0.249981948155,86,0.00782614319848,0.125226860254
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1025538614.37,28957735.1358,-1012163696.19,-1008988531.86,-1068838533.25,-1060657025.82,-1009145088.38,4.0,838550424197000.0,4.95258127397e-14,0.249999055196,0.124990974078,107,0.00779772866837,0.249546279492
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1037179782.19,23903850.9918,-1029288462.48,-1018597964.22,-1071544239.58,-1066050657.59,-1019356754.38,4.0,571394092240000.0,4.95258127397e-14,0.250000944804,0.249981948155,93,0.0155955752144,0.249546279492
720.0,-567.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1081250159.36,16480792.4539,-1081387037.57,-1063817991.44,-1098408570.86,-1097416063.74,-1064892625.48,4.0,271616519910000.0,4.95258127397e-14,0.125000566882,0.250018051845,72,0.00779891969886,0.249546279492
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1159654852.34,32918574.5792,-1160818342.14,-1125610315.98,-1191372409.12,-1190280073.95,-1127400745.03,4.0,1083632552330000.0,4.95258127397e-14,0.250000944804,0.124990974078,113,0.00779778760718,0.249546279492
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1168539129.86,25831590.0833,-1158055529.21,-1151080319.94,-1206965141.08,-1199713086.22,-1152042214.41,4.0,667271046234000.0,4.95258127397e-14,0.249999055196,0.124990974078,106,0.00391304202267,0.125226860254
720.0,-154.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1171403752.63,56691837.1945,-1163080483.5,-1116276133.43,-1243177910.07,-1235006276.65,-1119453805.38,4.0,3213964404480000.0,4.95258127397e-14,0.250000944804,0.124990974078,120,0.00391307159924,0.125226860254
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1187359358.08,19309252.4513,-1190720364.14,-1163903173.19,-1204093530.85,-1203816541.95,-1166196765.72,4.0,372847230229000.0,4.95258127397e-14,0.250000944804,0.249981948155,92,0.0155955752144,0.249546279492
720.0,-292.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1191905926.48,6249665.39421,-1191118100.9,-1185649833.96,-1199737670.17,-1198861760.56,-1186053048.21,4.0,39058317539600.0,4.95258127397e-14,0.125000566882,0.249981948155,99,0.0078261491138,0.250453720508
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1201556855.74,10495038.4343,-1201793608.88,-1190872689.85,-1211767515.34,-1211393507.68,-1191388749.39,4.0,110145831737000.0,4.95258127397e-14,0.125000566882,0.250018051845,71,0.00391363970343,0.125226860254
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1305949866.7,14368593.596,-1303430494.21,-1291703374.1,-1325235104.31,-1322562459.89,-1292864395.02,4.0,206456481926000.0,4.95258127397e-14,0.250000944804,0.124990974078,119,0.00782614319848,0.250453720508
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1320349752.7,31231997.8726,-1311411812.43,-1295143929.51,-1363431456.43,-1357387968.28,-1295824653.51,4.0,975437691117000.0,4.95258127397e-14,0.250000944804,0.249981948155,91,0.00782614319848,0.125226860254
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1326426862.84,41509058.0303,-1321059328.9,-1282123453.89,-1381465339.68,-1373563225.09,-1286805048.12,4.0,1723001898560000.0,4.95258127397e-14,0.250000944804,0.124990974078,112,0.00779778760718,0.249546279492
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1332091360.65,35476082.2995,-1322515627.08,-1300967118.92,-1382367069.51,-1374428056.16,-1303160692.12,4.0,1258552415320000.0,4.95258127397e-14,0.125000566882,0.249981948155,98,0.00779779350107,0.249546279492
720.0,-154.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1418129721.72,22191086.0288,-1407717671.2,-1405779974.56,-1451303569.9,-1445055981.56,-1405780332.6,4.0,492444299136000.0,4.95258127397e-14,0.125000566882,0.124990974078,125,0.00195653727845,0.125226860254
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1448086817.95,19322769.1653,-1445409770.81,-1427755001.14,-1473772729.02,-1470124128.02,-1429797373.85,4.0,373369408214000.0,4.95258127397e-14,0.250000944804,0.124990974078,118,0.00779778760718,0.249546279492
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1451888342.88,7983433.18855,-1454539085.87,-1440227260.49,-1458247939.31,-1457782074.5,-1442283571.09,4.0,63735205476000.0,4.95258127397e-14,0.125000566882,0.249981948155,97,0.00779779350107,0.249546279492
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1453721154.3,26970904.8201,-1447455048.46,-1430348874.47,-1489625645.83,-1485037613.71,-1431177243.08,4.0,727429706813000.0,4.95258127397e-14,0.250000944804,0.124990974078,111,0.00391307159924,0.125226860254
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1576988081.56,20744892.4307,-1573188198.94,-1556683010.47,-1604892917.89,-1601032181.42,-1558263817.37,4.0,430350561963000.0,4.95258127397e-14,0.125000566882,0.124990974078,124,0.0039130745569,0.250453720508
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1593453131.3,37147933.3416,-1577568477.98,-1569922456.73,-1648753112.51,-1638589392.99,-1570555384.25,4.0,1379968951550000.0,4.95258127397e-14,0.250000944804,0.124990974078,117,0.00779778760718,0.249546279492
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1593472265.82,4391103.10649,-1592746616.14,-1589109601.71,-1599286229.28,-1598516281.79,-1589444159.39,4.0,19281786491800.0,4.95258127397e-14,0.125000566882,0.249981948155,96,0.0039130745569,0.125226860254
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1731964660.51,9329237.49531,-1730054357.91,-1723522278.09,-1744227648.15,-1742703066.87,-1723900677.81,4.0,87034672243900.0,4.95258127397e-14,0.250000944804,0.124990974078,116,0.00391307159924,0.125226860254
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1746732164.8,40036199.4655,-1745188485.22,-1700113983.34,-1796437705.42,-1790092090.2,-1705533390.81,4.0,1602897267640000.0,4.95258127397e-14,0.125000566882,0.124990974078,123,0.00389889675053,0.249546279492
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1907082192.73,29610065.4929,-1920173063.13,-1862843137.0,-1925139507.68,-1924616152.59,-1871221014.32,4.0,876755978491000.0,4.95258127397e-14,0.125000566882,0.124990974078,122,0.00389889675053,0.249546279492
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2059670214.05,47997366.3208,-2060010470.31,-2017356438.67,-2101303476.88,-2101282555.17,-2017581514.15,4.0,2303747173730000.0,4.95258127397e-14,0.125000566882,0.124990974078,121,0.00195653727845,0.125226860254
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-148542875928.0,8393.33705463,-148542872428.0,-148542870505.0,-148542888352.0,-148542886149.0,-148542870607.0,4.0,70448106.9127,4.95258127397e-14,0.124998488314,0.124990974078,1,0.00195650474422,0.125226860254
