smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight-htse_capacity,ProbabilityWeight-meoh_capacity,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity,PointProbability
720.0,-323.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1182074217.92,27590498.6246,-1182074217.92,-1162564789.24,-1201583646.59,-1199632703.72,-1164515732.11,2.0,761235614353000.0,459,0.110483870968,0.111096848726,0.00136382562269,0.111111298535,1.83804491715e-14
720.0,-185.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1182991105.74,50394061.9818,-1182991105.74,-1147357122.79,-1218625088.7,-1215061690.41,-1150920521.08,2.0,2539561483020000.0,480,0.111290322581,0.055548424363,0.00068689027712,0.111111298535,1.83804491715e-14
720.0,-598.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,4380394.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1196494513.07,2815298.60883,-1196494513.07,-1194503796.34,-1198485229.81,-1198286158.14,-1194702868.01,2.0,7925906256870.0,712,0.111290322581,0.111128939092,0.00137417737127,0.111111298535,1.83804491715e-14
720.0,-598.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1200236555.12,4909752.31293,-1200236555.12,-1196764835.96,-1203708274.27,-1203361102.36,-1197112007.88,2.0,24105667774300.0,614,0.111290322581,0.111096848726,0.00137378055424,0.111111298535,1.83804491715e-14
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1207030158.92,8720265.63357,-1207030158.92,-1200863999.96,-1213196317.88,-1212579701.99,-1201480615.85,2.0,76043032720000.0,329,0.111290322581,0.111096848726,0.00137378055424,0.111111298535,1.83804491715e-14
720.0,-667.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,4380394.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1216660816.66,12786571.4655,-1216660816.66,-1207619345.27,-1225702288.06,-1224798140.92,-1208523492.41,2.0,163496409841000.0,702,0.0556451612903,0.111128939092,0.000687088685635,0.111111298535,1.83804491715e-14
720.0,-598.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1221352737.68,9392709.78412,-1221352737.68,-1214711088.9,-1227994386.46,-1227330221.59,-1215375253.78,2.0,88222997088700.0,319,0.111290322581,0.111096848726,0.00137378055424,0.111111298535,1.83804491715e-14
720.0,-460.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1221371259.76,1735262.19551,-1221371259.76,-1220144244.09,-1222598275.42,-1222475573.86,-1220266945.66,2.0,3011134887180.0,438,0.111290322581,0.111128939092,0.00137417737127,0.111111298535,1.83804491715e-14
720.0,-667.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1227243264.38,19027783.8443,-1227243264.38,-1213788589.4,-1240697939.37,-1239352471.87,-1215134056.9,2.0,362056558025000.0,210,0.0556451612903,0.055548424363,0.00034344513856,0.111111298535,1.83804491715e-14
720.0,-460.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1237982201.07,20829628.5912,-1237982201.07,-1223253429.44,-1252710972.69,-1251238095.53,-1224726306.6,2.0,433873427246000.0,635,0.111290322581,0.111096848726,0.00137378055424,0.111111298535,1.83804491715e-14
720.0,-254.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,3128853.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1242647575.04,30195168.405,-1242647575.04,-1221296366.7,-1263998783.38,-1261863662.54,-1223431487.53,2.0,911748195005000.0,568,0.111290322581,0.111128939092,0.00137417737127,0.111111298535,1.83804491715e-14
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,3128853.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1247883549.56,1963787.56646,-1247883549.56,-1246494942.05,-1249272157.06,-1249133296.31,-1246633802.8,2.0,3856461606170.0,589,0.111290322581,0.111096848726,0.00137378055424,0.111111298535,1.83804491715e-14
720.0,-460.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,3128853.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1253217602.38,57803971.4351,-1253217602.38,-1212344022.2,-1294091182.56,-1290003824.55,-1216431380.22,2.0,3341299113670000.0,537,0.111290322581,0.111128939092,0.00137417737127,0.111111298535,1.83804491715e-14
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1255411516.49,8946039.86189,-1255411516.49,-1249085711.04,-1261737321.94,-1261104741.4,-1249718291.59,2.0,80031629210500.0,407,0.0556451612903,0.111128939092,0.000687088685635,0.111111298535,1.83804491715e-14
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,3128853.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1256526619.97,76247897.8222,-1256526619.97,-1202611214.37,-1310442025.57,-1305050485.01,-1208002754.93,2.0,5813741922310000.0,547,0.110483870968,0.111128939092,0.00136421956423,0.111111298535,1.83804491715e-14
720.0,-667.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1268153772.71,1127690.5717,-1268153772.71,-1267356375.06,-1268951170.36,-1268871430.59,-1267436114.82,2.0,1271686025500.0,604,0.0556451612903,0.111096848726,0.00068689027712,0.111111298535,1.83804491715e-14
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,4380394.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1271087374.75,12827074.3414,-1271087374.75,-1262017263.5,-1280157486.0,-1279250474.88,-1262924274.63,2.0,164533836159000.0,723,0.111290322581,0.111128939092,0.00137417737127,0.111111298535,1.83804491715e-14
720.0,-598.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,3128853.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1272599134.31,25091334.9207,-1272599134.31,-1254856881.24,-1290341387.38,-1288567162.07,-1256631106.55,2.0,629575088100000.0,516,0.111290322581,0.111096848726,0.00137378055424,0.111111298535,1.83804491715e-14
720.0,-460.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1278388569.6,45245762.4369,-1278388569.6,-1246394984.16,-1310382155.04,-1307182796.5,-1249594342.71,2.0,2047179018500000.0,340,0.111290322581,0.055548424363,0.00068689027712,0.111111298535,1.83804491715e-14
720.0,-323.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1279412591.86,13267149.011,-1279412591.86,-1270031300.83,-1288793882.89,-1287855753.79,-1270969429.93,2.0,176017242880000.0,656,0.110483870968,0.111096848726,0.00136382562269,0.111111298535,1.83804491715e-14
720.0,-323.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,3128853.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1279612418.42,21736807.4584,-1279612418.42,-1264242174.47,-1294982662.38,-1293445637.98,-1265779198.86,2.0,472488798485000.0,558,0.110483870968,0.111128939092,0.00136421956423,0.111111298535,1.83804491715e-14
720.0,-185.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,3128853.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1282779948.41,1047022.35108,-1282779948.41,-1282039591.8,-1283520305.01,-1283446269.35,-1282113627.46,2.0,1096255803660.0,579,0.111290322581,0.111096848726,0.00137378055424,0.111111298535,1.83804491715e-14
720.0,-529.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1289152137.85,1238961.60983,-1289152137.85,-1288276059.69,-1290028216.0,-1289940608.19,-1288363667.51,2.0,1535025870640.0,428,0.111290322581,0.111128939092,0.00137417737127,0.111111298535,1.83804491715e-14
720.0,-323.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1302773433.26,49222199.6897,-1302773433.26,-1267968082.07,-1337578784.44,-1334098249.32,-1271448617.19,2.0,2422824942290000.0,460,0.110483870968,0.055548424363,0.000681912811344,0.111111298535,1.83804491715e-14
720.0,-598.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1304741198.33,23917755.8867,-1304741198.33,-1287828790.95,-1321653605.71,-1319962364.97,-1289520031.69,2.0,572059046657000.0,418,0.111290322581,0.111128939092,0.00137417737127,0.111111298535,1.83804491715e-14
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1311628435.3,46871.1510982,-1311628435.3,-1311595292.39,-1311661578.21,-1311658263.92,-1311598606.68,2.0,2196904805.27,667,0.111290322581,0.111128939092,0.00137417737127,0.111111298535,1.83804491715e-14
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1312052783.57,499015.900735,-1312052783.57,-1311699926.04,-1312405641.1,-1312370355.34,-1311735211.79,2.0,249016869187.0,625,0.111290322581,0.111096848726,0.00137378055424,0.111111298535,1.83804491715e-14
720.0,-254.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1318713548.44,9914704.01451,-1318713548.44,-1311702794.0,-1325724302.88,-1325023227.44,-1312403869.44,2.0,98301355695300.0,470,0.111290322581,0.055548424363,0.00068689027712,0.111111298535,1.83804491715e-14
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1318930370.57,11941901.896,-1318930370.57,-1310486170.76,-1327374570.39,-1326530150.4,-1311330590.74,2.0,142609020894000.0,309,0.0556451612903,0.111096848726,0.00068689027712,0.111111298535,1.83804491715e-14
720.0,-598.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,4380394.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1321827912.69,9182588.82164,-1321827912.69,-1315334841.87,-1328320983.51,-1327671676.43,-1315984148.95,2.0,84319937467300.0,713,0.111290322581,0.111128939092,0.00137417737127,0.111111298535,1.83804491715e-14
720.0,-391.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1323344965.44,36673755.7835,-1323344965.44,-1297412704.03,-1349277226.85,-1346684000.7,-1300005930.17,2.0,1344964363270000.0,646,0.110483870968,0.111096848726,0.00136382562269,0.111111298535,1.83804491715e-14
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1324501883.49,51195205.6731,-1324501883.49,-1288301406.39,-1360702360.58,-1357082312.87,-1291921454.1,2.0,2620949083910000.0,449,0.110483870968,0.111096848726,0.00136382562269,0.111111298535,1.83804491715e-14
720.0,-667.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,3128853.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1324763842.2,8583371.2564,-1324763842.2,-1318694482.18,-1330833202.22,-1330226266.22,-1319301418.18,2.0,73674262125200.0,506,0.0556451612903,0.111096848726,0.00068689027712,0.111111298535,1.83804491715e-14
720.0,-529.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1337752712.86,7582372.61502,-1337752712.86,-1332391165.77,-1343114259.95,-1342578105.24,-1332927320.47,2.0,57492374473000.0,330,0.111290322581,0.055548424363,0.00068689027712,0.111111298535,1.83804491715e-14
720.0,-391.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,3128853.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1342745501.48,29697059.5799,-1342745501.48,-1321746509.27,-1363744493.7,-1361644594.47,-1323846408.5,2.0,881915347689000.0,548,0.110483870968,0.111128939092,0.00136421956423,0.111111298535,1.83804491715e-14
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,3128853.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1348383921.89,10953727.8392,-1348383921.89,-1340638466.66,-1356129377.13,-1355354831.61,-1341413012.18,2.0,119984153576000.0,527,0.111290322581,0.111128939092,0.00137417737127,0.111111298535,1.83804491715e-14
720.0,-598.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1353525286.23,22278930.5936,-1353525286.23,-1337771703.33,-1369278869.13,-1367703510.84,-1339347061.62,2.0,496350748393000.0,615,0.111290322581,0.111096848726,0.00137378055424,0.111111298535,1.83804491715e-14
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,3128853.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1356639607.16,8045689.57509,-1356639607.16,-1350950445.5,-1362328768.82,-1361759852.65,-1351519361.67,2.0,64733120738700.0,569,0.111290322581,0.111096848726,0.00137378055424,0.111111298535,1.83804491715e-14
720.0,-460.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1357617239.23,56153907.4796,-1357617239.23,-1317910430.46,-1397324048.0,-1393353367.12,-1321881111.34,2.0,3153261325230000.0,439,0.111290322581,0.111096848726,0.00137378055424,0.111111298535,1.83804491715e-14
720.0,-47.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,3128853.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1359217822.12,57685251.1876,-1359217822.12,-1318428189.83,-1400007454.41,-1395928491.18,-1322507153.06,2.0,3327588204570000.0,600,0.0556451612903,0.055548424363,0.00034344513856,0.111111298535,1.83804491715e-14
720.0,-116.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,3128853.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1361011805.34,21081028.0922,-1361011805.34,-1346105267.42,-1375918343.26,-1374427689.47,-1347595921.22,2.0,444409745423000.0,590,0.111290322581,0.055548424363,0.00068689027712,0.111111298535,1.83804491715e-14
720.0,-667.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1365121985.52,762974.582245,-1365121985.52,-1364582481.02,-1365661490.02,-1365607539.57,-1364636431.47,2.0,582130213152.0,801,0.0556451612903,0.055548424363,0.00034344513856,0.111111298535,1.83804491715e-14
720.0,-460.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,4380394.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1376653704.6,18824502.9479,-1376653704.6,-1363342770.92,-1389964638.29,-1388633544.92,-1364673864.28,2.0,354361911237000.0,734,0.111290322581,0.111096848726,0.00137378055424,0.111111298535,1.83804491715e-14
720.0,-667.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,4380394.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1382445643.56,12158960.1477,-1382445643.56,-1373847960.38,-1391043326.73,-1390183558.41,-1374707728.7,2.0,147840311874000.0,703,0.0556451612903,0.111128939092,0.000687088685635,0.111111298535,1.83804491715e-14
720.0,-667.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1383211359.66,17627335.5454,-1383211359.66,-1370746951.16,-1395675768.15,-1394429327.3,-1371993392.01,2.0,310722958430000.0,408,0.0556451612903,0.111128939092,0.000687088685635,0.111111298535,1.83804491715e-14
720.0,-460.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1388179063.72,23892600.6312,-1388179063.72,-1371284443.79,-1405073683.64,-1403384221.65,-1372973905.78,2.0,570856364921000.0,636,0.111290322581,0.111096848726,0.00137378055424,0.111111298535,1.83804491715e-14
720.0,-598.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1393772840.0,2431767.18682,-1393772840.0,-1392053320.93,-1395492359.07,-1395320407.16,-1392225272.84,2.0,5913491650870.0,811,0.111290322581,0.055548424363,0.00068689027712,0.111111298535,1.83804491715e-14
720.0,-529.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1396477385.55,46725521.176,-1396477385.55,-1363437452.68,-1429517318.43,-1426213325.14,-1366741445.96,2.0,2183274329170000.0,626,0.111290322581,0.111096848726,0.00137378055424,0.111111298535,1.83804491715e-14
720.0,-598.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1417804881.31,71950020.1648,-1417804881.31,-1366928534.14,-1468681228.47,-1463593593.76,-1372016168.86,2.0,5176805401710000.0,320,0.111290322581,0.055548424363,0.00068689027712,0.111111298535,1.83804491715e-14
720.0,-529.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,4380394.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1432099453.92,39343589.6078,-1432099453.92,-1404279334.91,-1459919572.93,-1457137561.03,-1407061346.81,2.0,1547918043220000.0,724,0.111290322581,0.111096848726,0.00137378055424,0.111111298535,1.83804491715e-14
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1432099909.2,3941259.51212,-1432099909.2,-1429313017.87,-1434886800.52,-1434608111.39,-1429591707.0,2.0,15533526541900.0,605,0.0556451612903,0.111096848726,0.00068689027712,0.111111298535,1.83804491715e-14
720.0,-323.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1434398380.12,32268197.984,-1434398380.12,-1411581318.51,-1457215441.73,-1454933735.57,-1413863024.67,2.0,1041236601130000.0,657,0.110483870968,0.111128939092,0.00136421956423,0.111111298535,1.83804491715e-14
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,4380394.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1444197779.41,3772701.26175,-1444197779.41,-1441530076.77,-1446865482.06,-1446598711.79,-1441796847.03,2.0,14233274810400.0,745,0.110483870968,0.111096848726,0.00136382562269,0.111111298535,1.83804491715e-14
720.0,-598.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,3128853.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1449452808.92,7509811.17578,-1449452808.92,-1444142570.51,-1454763047.32,-1454232023.48,-1444673594.35,2.0,56397263895900.0,517,0.111290322581,0.111128939092,0.00137417737127,0.111111298535,1.83804491715e-14
720.0,-598.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1455353872.41,11939775.1037,-1455353872.41,-1446911176.47,-1463796568.36,-1462952298.76,-1447755446.07,2.0,142558229526000.0,812,0.111290322581,0.111128939092,0.00137417737127,0.111111298535,1.83804491715e-14
720.0,-185.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1460580776.46,19929585.5159,-1460580776.46,-1446488431.39,-1474673121.52,-1473263887.01,-1447897665.9,2.0,397188378837000.0,678,0.111290322581,0.111128939092,0.00137417737127,0.111111298535,1.83804491715e-14
720.0,-254.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1464009229.22,51469137.0307,-1464009229.22,-1427615053.4,-1500403405.03,-1496763987.45,-1431254470.98,2.0,2649072066690000.0,668,0.111290322581,0.111128939092,0.00137417737127,0.111111298535,1.83804491715e-14
720.0,-323.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,4380394.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1470111854.27,20209823.6173,-1470111854.27,-1455821350.94,-1484402357.6,-1482973307.26,-1457250401.28,2.0,408436970644000.0,755,0.110483870968,0.111096848726,0.00136382562269,0.111111298535,1.83804491715e-14
720.0,-460.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,3128853.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1470959582.86,38828170.0493,-1470959582.86,-1443503920.52,-1498415245.2,-1495669678.97,-1446249486.75,2.0,1507626789380000.0,538,0.111290322581,0.111128939092,0.00137417737127,0.111111298535,1.83804491715e-14
720.0,-598.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,4380394.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1476628395.32,28810307.4558,-1476628395.32,-1456256431.55,-1497000359.09,-1494963162.71,-1458293627.93,2.0,830033815699000.0,714,0.111290322581,0.111096848726,0.00137378055424,0.111111298535,1.83804491715e-14
720.0,-460.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,4380394.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1477714890.29,14786898.2338,-1477714890.29,-1467258974.28,-1488170806.31,-1487125214.71,-1468304565.88,2.0,218652359376000.0,735,0.111290322581,0.111096848726,0.00137378055424,0.111111298535,1.83804491715e-14
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1479096839.98,67660497.0625,-1479096839.98,-1431253643.69,-1526940036.27,-1522155716.64,-1436037963.32,2.0,4577942862750000.0,647,0.110483870968,0.111128939092,0.00136421956423,0.111111298535,1.83804491715e-14
720.0,-323.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,3128853.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1481549125.79,14620018.3551,-1481549125.79,-1471211211.67,-1491887039.91,-1490853248.5,-1472245003.08,2.0,213744936705000.0,559,0.110483870968,0.111096848726,0.00136382562269,0.111111298535,1.83804491715e-14
720.0,-529.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1481600239.23,6074939.0416,-1481600239.23,-1477304608.64,-1485895869.82,-1485466306.76,-1477734171.7,2.0,36904884359200.0,822,0.111290322581,0.111128939092,0.00137417737127,0.111111298535,1.83804491715e-14
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,3128853.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1491063764.67,38776572.8936,-1491063764.67,-1463644587.03,-1518482942.32,-1515741024.55,-1466386504.79,2.0,1503622605380000.0,507,0.0556451612903,0.111128939092,0.000687088685635,0.111111298535,1.83804491715e-14
720.0,-391.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1493002538.99,33078609.541,-1493002538.99,-1469612429.87,-1516392648.11,-1514053637.2,-1471951440.78,2.0,1094194409170000.0,450,0.110483870968,0.055548424363,0.000681912811344,0.111111298535,1.83804491715e-14
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1495991641.58,9373429.36308,-1495991641.58,-1489363626.11,-1502619657.04,-1501956855.5,-1490026427.66,2.0,87861178024600.0,429,0.111290322581,0.111096848726,0.00137378055424,0.111111298535,1.83804491715e-14
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,3128853.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1497274249.52,2159839.84684,-1497274249.52,-1495747012.11,-1498801486.92,-1498648763.18,-1495899735.85,2.0,4664908164010.0,549,0.110483870968,0.111096848726,0.00136382562269,0.111111298535,1.83804491715e-14
720.0,-667.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1497756702.01,9958802.36867,-1497756702.01,-1490714765.32,-1504798638.7,-1504094445.03,-1491418958.99,2.0,99177744618300.0,802,0.0556451612903,0.111128939092,0.000687088685635,0.111111298535,1.83804491715e-14
720.0,-667.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,4380394.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1504610447.25,10421984.9692,-1504610447.25,-1497240991.0,-1511979903.49,-1511242957.87,-1497977936.63,2.0,108617770697000.0,704,0.0556451612903,0.111096848726,0.00068689027712,0.111111298535,1.83804491715e-14
720.0,-667.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1507064248.64,17453429.0214,-1507064248.64,-1494722810.62,-1519405686.65,-1518171542.85,-1495956954.42,2.0,304622184604000.0,310,0.0556451612903,0.055548424363,0.00034344513856,0.111111298535,1.83804491715e-14
720.0,-185.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,3128853.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1517236251.31,86974648.6991,-1517236251.31,-1455735887.42,-1578736615.2,-1572586578.81,-1461885923.81,2.0,7564589516330000.0,580,0.111290322581,0.055548424363,0.00068689027712,0.111111298535,1.83804491715e-14
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1525807445.2,45110982.2594,-1525807445.2,-1493909163.74,-1557705726.66,-1554515898.52,-1497098991.88,2.0,2035000720410000.0,689,0.111290322581,0.111096848726,0.00137378055424,0.111111298535,1.83804491715e-14
720.0,-254.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,3128853.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1535546797.77,45675037.1226,-1535546797.77,-1503249669.29,-1567843926.25,-1564614213.4,-1506479382.14,2.0,2086209016150000.0,570,0.111290322581,0.055548424363,0.00068689027712,0.111111298535,1.83804491715e-14
