npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,prefix,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight,ProbabilityWeight-htse_capacity,ProbabilityWeight-meoh_capacity
894.0,-276.0,-6796.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1433558520.81,8768649.85252,1433960496.24,1441455145.14,1424857945.59,1425204388.63,1441349887.37,4.0,76889220236100.0,1.22325890947e-13,678,0.111113849654,0.00137616561204,0.111460957179,0.111116803279
894.0,-276.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,58607.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1432242956.32,12472162.726,1434815716.78,1444478406.45,1414861985.28,1417719964.1,1443164083.91,4.0,155554843063000.0,1.22325890947e-13,179,0.111103422125,0.00137603646516,0.111460957179,0.111116803279
894.0,-806.0,-11134.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1428458519.44,3873719.73084,1426687444.61,1434256814.98,1426202373.55,1426255785.93,1433140757.7,4.0,15005704553100.0,1.22325890947e-13,216,0.111112901697,0.00136806355072,0.110831234257,0.111091188525
894.0,-453.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,410247.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1426585195.39,7107818.27185,1424168283.15,1436755003.65,1421249211.63,1421387398.98,1435166668.95,4.0,50521080585600.0,1.22325890947e-13,757,0.111112901697,0.00136837899078,0.110831234257,0.111116803279
894.0,-365.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,527460.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1425199564.15,2441225.55719,1425578521.13,1427422135.92,1422219078.41,1422517095.32,1427351493.2,4.0,5959582221060.0,1.22325890947e-13,967,0.055556924827,0.000688082806019,0.111460957179,0.111116803279
894.0,-276.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1423891766.75,7708512.67778,1425217344.91,1430728746.62,1414403630.55,1415372023.52,1430555700.55,4.0,59421167703500.0,1.22325890947e-13,79,0.0555474452555,0.00068796539977,0.111460957179,0.111116803279
894.0,-453.0,-6796.0,-1e+200,-1e+200,-1e+200,-1e+200,58607.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1423686660.35,3886809.58613,1423970410.36,1427950130.68,1418855690.01,1419420387.39,1427555683.31,4.0,15107288758900.0,1.22325890947e-13,158,0.111103422125,0.00136826224785,0.110831234257,0.111116803279
894.0,-629.0,-11134.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1420953651.81,1908175.34121,1421718653.28,1422247658.11,1418129642.59,1418633877.1,1422202424.47,4.0,3641133132790.0,1.22325890947e-13,836,0.111112901697,0.00137583663908,0.111460957179,0.111091188525
894.0,-365.0,-6796.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1420692479.71,7592037.08602,1420514910.11,1430018954.69,1411721143.92,1412794053.0,1428839503.86,4.0,57639027115400.0,1.22325890947e-13,468,0.111112901697,0.00137615387141,0.111460957179,0.111116803279
894.0,-188.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1419910780.3,10975603.4281,1420548435.79,1432670881.66,1405875367.97,1407983533.0,1430945309.92,4.0,120463870610000.0,1.22325890947e-13,489,0.111112901697,0.00136837899078,0.110831234257,0.111116803279
894.0,-894.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1419194127.54,3987384.58694,1417926761.68,1425000127.51,1415922859.29,1416194505.24,1423968062.04,4.0,15899235844200.0,1.22325890947e-13,605,0.111113849654,0.000684037611162,0.0554156171285,0.111091188525
894.0,-806.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,527460.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1417311144.85,4153063.20226,1417600683.77,1422055691.65,1411987520.22,1412739218.13,1421477717.09,4.0,17247933962000.0,1.22325890947e-13,915,0.055556924827,0.000684037611162,0.110831234257,0.111091188525
894.0,-541.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,293033.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1413064524.72,6138710.45429,1412544926.38,1420010081.65,1407158164.48,1407391212.1,1419465275.02,4.0,37683766041600.0,1.22325890947e-13,547,0.111112901697,0.00136837899078,0.110831234257,0.111116803279
894.0,-100.0,-2458.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1411077612.92,11238602.9422,1409117466.52,1426459896.94,1399615621.72,1400849910.78,1424049520.04,4.0,126306196093000.0,1.22325890947e-13,300,0.111112901697,0.000342094747696,0.0554156171285,0.0555584016393
894.0,-629.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1407982285.64,6623273.78599,1406382344.72,1417082425.09,1402082028.03,1402411396.5,1415793092.08,4.0,43867755644100.0,1.22325890947e-13,237,0.111112901697,0.00137615387141,0.111460957179,0.111116803279
894.0,-718.0,-11134.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1406470639.53,2865549.1674,1406601924.94,1409438775.78,1403239932.44,1403498846.19,1409258633.29,4.0,8211372030760.0,1.22325890947e-13,626,0.111113849654,0.001375848377,0.111460957179,0.111091188525
894.0,-276.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1405474010.53,1979183.45939,1406053131.72,1407172763.79,1402617014.9,1403113295.77,1407023955.64,4.0,3917167165940.0,1.22325890947e-13,279,0.111112901697,0.00137615387141,0.111460957179,0.111116803279
894.0,-806.0,-11134.0,-1e+200,-1e+200,-1e+200,-1e+200,175820.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1405436518.95,5404429.24543,1405838971.32,1411621450.9,1398446682.24,1399509483.9,1410800120.66,4.0,29207855468800.0,1.22325890947e-13,316,0.111113849654,0.00136807522232,0.110831234257,0.111091188525
894.0,-453.0,-6796.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1403736641.42,2771027.468,1403638321.78,1407196288.17,1400473633.94,1400881248.98,1406729681.35,4.0,7678593228440.0,1.22325890947e-13,258,0.111112901697,0.00136837899078,0.110831234257,0.111116803279
894.0,-453.0,-6796.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1401162822.16,9617351.59442,1402787078.38,1411073123.84,1388004008.05,1390124519.94,1409927165.68,4.0,92493451690600.0,1.22325890947e-13,58,0.0555474452555,0.000684078589602,0.110831234257,0.111116803279
894.0,-276.0,-6796.0,-1e+200,-1e+200,-1e+200,-1e+200,410247.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1398767033.74,5907368.65354,1399603958.38,1404607543.02,1391252675.2,1392127186.25,1404235186.75,4.0,34897004408900.0,1.22325890947e-13,778,0.111112901697,0.00137615387141,0.111460957179,0.111116803279
894.0,-453.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1395991053.64,9574149.56607,1393450895.1,1409558981.24,1387503443.13,1388136620.4,1407401708.84,4.0,91664339913500.0,1.22325890947e-13,857,0.111112901697,0.00136837899078,0.110831234257,0.111116803279
894.0,-894.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,410247.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1395485960.1,4703955.21064,1397326491.61,1398746642.67,1388544214.51,1389767486.3,1398627689.79,4.0,22127194623700.0,1.22325890947e-13,705,0.111112901697,0.000684031775361,0.0554156171285,0.111091188525
894.0,-365.0,-6796.0,-1e+200,-1e+200,-1e+200,-1e+200,293033.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1394755871.53,6961819.77264,1395445457.6,1401790006.65,1386342564.28,1387186363.17,1401359959.4,4.0,48466934546700.0,1.22325890947e-13,568,0.111112901697,0.00137615387141,0.111460957179,0.111116803279
894.0,-629.0,-11134.0,-1e+200,-1e+200,-1e+200,-1e+200,527460.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1391700235.26,8444265.79188,1388464231.76,1404153262.47,1385719215.06,1385976425.79,1401954449.64,4.0,71305624763900.0,1.22325890947e-13,936,0.055556924827,0.000687924188498,0.111460957179,0.111091188525
894.0,-629.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,175820.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1386849603.67,5998208.38876,1388034869.73,1392641658.82,1378687016.39,1379853210.82,1392186624.03,4.0,35978503875000.0,1.22325890947e-13,337,0.111113849654,0.00137616561204,0.111460957179,0.111116803279
894.0,-188.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,293033.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1386525278.39,4558283.49678,1384669797.41,1393283184.13,1383478334.58,1383582424.72,1392065805.42,4.0,20777948437000.0,1.22325890947e-13,589,0.111112901697,0.00136837899078,0.110831234257,0.111116803279
894.0,-100.0,-2458.0,-1e+200,-1e+200,-1e+200,-1e+200,175820.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1384875109.82,13051681.6565,1385225092.66,1398888392.97,1370161860.98,1371371654.29,1397888589.36,4.0,170346394062000.0,1.22325890947e-13,400,0.111113849654,0.000342097666269,0.0554156171285,0.0555584016393
894.0,-629.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1383124333.31,6445606.24236,1384475427.73,1388840154.08,1374706323.7,1375728578.1,1388628556.33,4.0,41545839831600.0,1.22325890947e-13,37,0.0555474452555,0.00068796539977,0.111460957179,0.111116803279
894.0,-276.0,-6796.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1380417641.32,5228873.31977,1381044975.38,1385130526.58,1374450087.94,1374926096.64,1385030918.32,4.0,27341116194200.0,1.22325890947e-13,878,0.111112901697,0.00137615387141,0.111460957179,0.111116803279
894.0,-541.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1379843184.17,5040780.08979,1377658853.55,1387351010.97,1376704018.61,1376774996.81,1385969434.39,4.0,25409463913600.0,1.22325890947e-13,647,0.111113849654,0.00136839066508,0.110831234257,0.111116803279
894.0,-806.0,-11134.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1377662479.78,8804578.51661,1377669245.49,1385450663.78,1369860764.36,1369914364.68,1385401122.89,4.0,77520602855200.0,1.22325890947e-13,416,0.111112901697,0.00136806355072,0.110831234257,0.111091188525
894.0,-276.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,175820.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1377356444.19,9397717.97474,1376830537.24,1388709358.79,1367055343.49,1367946545.1,1387502613.02,4.0,88317103132700.0,1.22325890947e-13,379,0.111113849654,0.00137616561204,0.111460957179,0.111116803279
894.0,-453.0,-6796.0,-1e+200,-1e+200,-1e+200,-1e+200,175820.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1375898582.69,2901430.485,1376036949.65,1379308295.11,1372212136.37,1372783302.93,1378820148.72,4.0,8418298859290.0,1.22325890947e-13,358,0.111113849654,0.00136839066508,0.110831234257,0.111116803279
894.0,-718.0,-11134.0,-1e+200,-1e+200,-1e+200,-1e+200,410247.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1375674193.37,3205906.34972,1374456181.78,1380420337.44,1373364072.5,1373521299.03,1379532303.95,4.0,10277835523200.0,1.22325890947e-13,726,0.111112901697,0.00137583663908,0.111460957179,0.111091188525
894.0,-894.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1375134212.24,2599127.44472,1374428753.9,1378838449.59,1372840891.58,1373021917.83,1378234148.34,4.0,6755463473890.0,1.22325890947e-13,805,0.111112901697,0.000684031775361,0.0554156171285,0.111091188525
894.0,-453.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,527460.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1372982356.0,4451940.19012,1372267304.75,1378870146.46,1368524668.05,1368876609.1,1378089174.66,4.0,19819771456400.0,1.22325890947e-13,957,0.055556924827,0.000684195332539,0.110831234257,0.111116803279
894.0,-806.0,-11134.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1372614301.12,8148539.36888,1373010790.13,1381397025.31,1363038598.89,1363952983.02,1380720534.59,4.0,66398693846100.0,1.22325890947e-13,16,0.0555474452555,0.000683920895136,0.110831234257,0.111091188525
894.0,-188.0,-2458.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1370944814.24,4839582.32416,1371568159.4,1376175241.02,1364467697.13,1365488125.09,1375528820.16,4.0,23421557072300.0,1.22325890947e-13,90,0.0555474452555,0.000342039294801,0.110831234257,0.0555584016393
894.0,-894.0,-11134.0,-1e+200,-1e+200,-1e+200,-1e+200,58607.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1370453936.5,4513855.73071,1370370911.11,1375694836.4,1365379087.39,1365829934.95,1375194173.61,4.0,20374893557700.0,1.22325890947e-13,106,0.111103422125,0.000683973417348,0.0554156171285,0.111091188525
894.0,-188.0,-2458.0,-1e+200,-1e+200,-1e+200,-1e+200,58607.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1369962570.08,11249239.0746,1373477264.48,1379023669.06,1353872082.32,1356417094.45,1378587473.57,4.0,126545379757000.0,1.22325890947e-13,190,0.111103422125,0.000684131123923,0.110831234257,0.0555584016393
894.0,-365.0,-6796.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1365354457.69,10703133.5566,1361643554.85,1380819707.3,1357311013.76,1357589532.54,1378314646.81,4.0,114557067931000.0,1.22325890947e-13,668,0.111113849654,0.00137616561204,0.111460957179,0.111116803279
894.0,-718.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,58607.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1363599833.7,6014560.7206,1363307926.75,1370964700.95,1356818780.35,1357489716.29,1370118620.84,4.0,36174940661800.0,1.22325890947e-13,127,0.111103422125,0.00137603646516,0.111460957179,0.111116803279
894.0,-629.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1363277081.44,6999029.99036,1364766415.11,1369899303.56,1353676191.96,1355069472.88,1369399622.85,4.0,48986420806000.0,1.22325890947e-13,437,0.111112901697,0.00137615387141,0.111460957179,0.111116803279
894.0,-100.0,-2458.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1360209784.56,9557503.94022,1360867962.49,1368789373.49,1350313839.79,1350827677.12,1368670442.91,4.0,91345881567300.0,1.22325890947e-13,500,0.111112901697,0.000342094747696,0.0554156171285,0.0555584016393
894.0,-188.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1357666349.48,8441579.70141,1355254490.8,1369132286.77,1351024129.53,1351112058.99,1367597242.11,4.0,71260267855300.0,1.22325890947e-13,689,0.111113849654,0.00136839066508,0.110831234257,0.111116803279
894.0,-541.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,410247.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1354589978.14,4424645.64746,1354359686.98,1359922735.66,1349717802.97,1350144711.18,1359357652.75,4.0,19577489105600.0,1.22325890947e-13,747,0.111112901697,0.00136837899078,0.110831234257,0.111116803279
894.0,-894.0,-11134.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1352356687.21,5798644.92674,1353502256.96,1357680307.53,1344741927.38,1345689738.86,1357419837.9,4.0,33624282986400.0,1.22325890947e-13,206,0.111112901697,0.000684031775361,0.0554156171285,0.111091188525
894.0,-276.0,-6796.0,-1e+200,-1e+200,-1e+200,-1e+200,527460.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1352277799.72,7376768.81466,1354773580.43,1357889880.6,1341674157.42,1343361274.48,1357700231.97,4.0,54416718144900.0,1.22325890947e-13,978,0.055556924827,0.000688082806019,0.111460957179,0.111116803279
894.0,-718.0,-11134.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1350525588.64,6630635.24667,1351743257.85,1356767804.12,1341848034.75,1342926134.68,1356420305.71,4.0,43965323774300.0,1.22325890947e-13,826,0.111112901697,0.00137583663908,0.111460957179,0.111091188525
894.0,-365.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,58607.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1348766536.31,6820666.85621,1350505739.12,1354477280.23,1339577386.78,1340786296.83,1354311891.86,4.0,46521496363400.0,1.22325890947e-13,169,0.111103422125,0.00137603646516,0.111460957179,0.111116803279
894.0,-806.0,-11134.0,-1e+200,-1e+200,-1e+200,-1e+200,293033.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1348730772.4,2925631.12494,1348122381.44,1352754143.94,1345924182.77,1346154798.46,1352158493.67,4.0,8559317479190.0,1.22325890947e-13,516,0.111112901697,0.00136806355072,0.110831234257,0.111091188525
894.0,-541.0,-6796.0,-1e+200,-1e+200,-1e+200,-1e+200,58607.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1348360134.46,8472950.58155,1350394661.12,1356258701.2,1336392514.4,1338363679.93,1355508251.67,4.0,71790891557400.0,1.22325890947e-13,148,0.111103422125,0.00136826224785,0.110831234257,0.111116803279
894.0,-453.0,-6796.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1347891739.15,11377352.9753,1346271293.65,1362385553.4,1336638815.89,1337361333.11,1360690768.88,4.0,129444160725000.0,1.22325890947e-13,458,0.111112901697,0.00136837899078,0.110831234257,0.111116803279
894.0,-276.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1346749747.0,5047489.21101,1348828875.35,1350036816.51,1339304420.79,1340601115.22,1349987599.1,4.0,25477147335300.0,1.22325890947e-13,479,0.111112901697,0.00137615387141,0.111460957179,0.111116803279
894.0,-894.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,527460.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1345235555.33,5701837.55022,1347894453.9,1348454951.89,1336698361.63,1338337361.58,1348411291.08,4.0,32510951449100.0,1.22325890947e-13,905,0.055556924827,0.000342018805581,0.0554156171285,0.111091188525
894.0,-365.0,-6796.0,-1e+200,-1e+200,-1e+200,-1e+200,410247.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1343469421.64,4610585.77755,1344617597.63,1347454111.89,1337188379.4,1338047175.17,1347284221.71,4.0,21257501212200.0,1.22325890947e-13,768,0.111112901697,0.00137615387141,0.111460957179,0.111116803279
894.0,-188.0,-2458.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1336079691.27,6916946.43231,1334401503.66,1345340777.39,1330174980.36,1330368223.1,1344140622.09,4.0,47844147947500.0,1.22325890947e-13,290,0.111112901697,0.000684189495392,0.110831234257,0.0555584016393
894.0,-718.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1333929168.56,5408322.72604,1333831006.39,1339171794.05,1328882867.41,1328999565.63,1338996198.52,4.0,29249954709000.0,1.22325890947e-13,227,0.111112901697,0.00137615387141,0.111460957179,0.111116803279
894.0,-629.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,293033.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1332659452.71,6850941.28233,1332778199.68,1340929332.24,1324152079.25,1325434535.8,1339718123.88,4.0,46935396453900.0,1.22325890947e-13,537,0.111112901697,0.00137615387141,0.111460957179,0.111116803279
894.0,-188.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,410247.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1330691586.94,8602262.29063,1327821899.4,1343219943.07,1323902605.87,1324323582.68,1341077153.74,4.0,73998916516800.0,1.22325890947e-13,789,0.111112901697,0.00136837899078,0.110831234257,0.111116803279
894.0,-100.0,-2458.0,-1e+200,-1e+200,-1e+200,-1e+200,293033.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1330420292.41,10834455.2029,1330130991.42,1342458352.79,1318960834.02,1319713188.46,1341532417.76,4.0,117385419544000.0,1.22325890947e-13,600,0.111112901697,0.000342094747696,0.0554156171285,0.0555584016393
894.0,-365.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1328458285.54,8122247.85076,1329547966.71,1335673462.43,1319063746.31,1319848188.42,1335542829.02,4.0,65970910149100.0,1.22325890947e-13,69,0.0555474452555,0.00068796539977,0.111460957179,0.111116803279
894.0,-806.0,-11134.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1327641737.4,5655901.73679,1329759574.29,1331761957.59,1319285843.42,1320809465.5,1331509037.64,4.0,31989224456200.0,1.22325890947e-13,616,0.111113849654,0.00136807522232,0.110831234257,0.111091188525
894.0,-541.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1327266296.02,6510071.24515,1325810521.44,1336422555.52,1321021585.67,1321711658.26,1334859018.18,4.0,42381027616900.0,1.22325890947e-13,847,0.111112901697,0.00136837899078,0.110831234257,0.111116803279
894.0,-718.0,-11134.0,-1e+200,-1e+200,-1e+200,-1e+200,527460.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1325961730.38,4067983.82348,1325343253.77,1331402323.74,1321758090.25,1322161290.28,1330628037.74,4.0,16548492388100.0,1.22325890947e-13,926,0.055556924827,0.000687924188498,0.111460957179,0.111091188525
894.0,-365.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1325526295.08,8530830.97951,1328304311.49,1332204545.43,1313292011.92,1315232561.33,1331930805.86,4.0,72775077201000.0,1.22325890947e-13,269,0.111112901697,0.00137615387141,0.111460957179,0.111116803279
894.0,-276.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,293033.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1323483735.87,8694794.23704,1323878257.38,1331255381.98,1314923046.74,1315244547.74,1331170593.89,4.0,75599446824400.0,1.22325890947e-13,579,0.111112901697,0.00137615387141,0.111460957179,0.111116803279
894.0,-894.0,-11134.0,-1e+200,-1e+200,-1e+200,-1e+200,175820.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1321543146.8,4220155.77529,1322096769.41,1325733790.41,1316245257.95,1316838636.17,1325472585.76,4.0,17809714767700.0,1.22325890947e-13,306,0.111113849654,0.000684037611162,0.0554156171285,0.111091188525
894.0,-453.0,-6796.0,-1e+200,-1e+200,-1e+200,-1e+200,293033.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1320209101.92,7427296.22266,1318955836.53,1329237666.71,1313687067.91,1313820964.54,1328351810.84,4.0,55164729179200.0,1.22325890947e-13,558,0.111112901697,0.00136837899078,0.110831234257,0.111116803279
894.0,-541.0,-6796.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1320155157.16,2543910.89611,1320209219.61,1323196758.42,1317005430.99,1317434419.2,1322800207.68,4.0,6471482647330.0,1.22325890947e-13,248,0.111112901697,0.00136837899078,0.110831234257,0.111116803279
894.0,-365.0,-6796.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1315556516.91,8676345.54928,1313736816.49,1327666869.22,1307085565.46,1307988583.88,1325672030.54,4.0,75278972090600.0,1.22325890947e-13,868,0.111112901697,0.00137615387141,0.111460957179,0.111116803279
894.0,-188.0,-2458.0,-1e+200,-1e+200,-1e+200,-1e+200,175820.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1314276233.44,7721077.79023,1311378885.02,1325686409.93,1308660753.78,1309007531.03,1323601223.63,4.0,59615042242900.0,1.22325890947e-13,390,0.111113849654,0.000684195332539,0.110831234257,0.0555584016393
894.0,-629.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1308089230.3,3892806.03462,1309134395.18,1311424740.74,1302663390.12,1303459379.24,1311255850.55,4.0,15153938823200.0,1.22325890947e-13,637,0.111113849654,0.00137616561204,0.111460957179,0.111116803279
894.0,-718.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,175820.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1306726795.85,6641156.43708,1305967373.56,1315538802.22,1299433634.04,1300353716.85,1314163066.04,4.0,44104958821800.0,1.22325890947e-13,327,0.111113849654,0.00137616561204,0.111460957179,0.111116803279
894.0,-541.0,-6796.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1305992605.24,7695303.42535,1307170213.07,1313307594.13,1296322400.68,1297389752.47,1312946807.04,4.0,59217694808200.0,1.22325890947e-13,48,0.0555474452555,0.000684078589602,0.110831234257,0.111116803279
894.0,-541.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,527460.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1305367592.64,4037210.79854,1304780758.45,1310033157.6,1301875696.05,1301911098.33,1309645654.81,4.0,16299071031900.0,1.22325890947e-13,947,0.055556924827,0.000684195332539,0.110831234257,0.111116803279
894.0,-188.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1304702022.72,8307569.6902,1302849741.97,1316381246.79,1296727360.14,1297600005.99,1314397232.49,4.0,69015714157500.0,1.22325890947e-13,889,0.111112901697,0.00136837899078,0.110831234257,0.111116803279
894.0,-806.0,-11134.0,-1e+200,-1e+200,-1e+200,-1e+200,410247.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1301792981.65,3924722.29374,1301839051.19,1305257565.03,1298236259.19,1298284270.26,1305237195.69,4.0,15403445082900.0,1.22325890947e-13,716,0.111112901697,0.00136806355072,0.110831234257,0.111091188525
