smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-htse_capacity,prefix,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight,ProbabilityWeight-meoh_capacity,PointProbability
720.0,-512.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,2815967.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-176908202746000.0,3128998.97087,-176908202746000.0,-176908200533000.0,-176908204958000.0,-176908204737000.0,-176908200754000.0,2.0,9790634559680.0,0.25,106,0.125000488289,0.00390621511634,0.12499839544,3.6761913905299995e-14
720.0,-202.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,2815967.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-176908875087000.0,9453192.71392,-176908875087000.0,-176908868403000.0,-176908881772000.0,-176908881103000.0,-176908869071000.0,2.0,89362852486500.0,0.25,118,0.125000488289,0.00781253051804,0.25,3.6761913905299995e-14
720.0,-357.0,-12866.6,-1e+200,-1e+200,-1e+200,-1e+200,2815967.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-176911740916000.0,19947002.8347,-176911740916000.0,-176911726812000.0,-176911755021000.0,-176911753611000.0,-176911728222000.0,2.0,397882922087000.0,0.25,112,0.125000488289,0.00781253051804,0.25,3.6761913905299995e-14
720.0,-47.0,-5076.3,-1e+200,-1e+200,-1e+200,-1e+200,2815967.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-176912379529000.0,7256769.21121,-176912379529000.0,-176912374397000.0,-176912384660000.0,-176912384147000.0,-176912374910000.0,2.0,52660699384700.0,0.125,124,0.125000488289,0.00390626525902,0.25,3.6761913905299995e-14
720.0,-512.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,2111975.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-194603404274000.0,7540170.56014,-194603404274000.0,-194603398942000.0,-194603409606000.0,-194603409073000.0,-194603399476000.0,2.0,56854172075900.0,0.25,81,0.250000799018,0.00781242468402,0.12499839544,3.6761913905299995e-14
720.0,-202.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,2111975.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-194604070427000.0,17403343.7195,-194604070427000.0,-194604058121000.0,-194604082733000.0,-194604081502000.0,-194604059351000.0,2.0,302876372619000.0,0.25,93,0.250000799018,0.0156250499386,0.25,3.6761913905299995e-14
720.0,-357.0,-12866.6,-1e+200,-1e+200,-1e+200,-1e+200,2111975.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-194606934044000.0,6966494.05516,-194606934044000.0,-194606929118000.0,-194606938970000.0,-194606938477000.0,-194606929610000.0,2.0,48532039420600.0,0.25,87,0.250000799018,0.0156250499386,0.25,3.6761913905299995e-14
720.0,-47.0,-5076.3,-1e+200,-1e+200,-1e+200,-1e+200,2111975.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-194607575132000.0,8740550.89972,-194607575132000.0,-194607568951000.0,-194607581312000.0,-194607580694000.0,-194607569569000.0,2.0,76397230030600.0,0.125,99,0.250000799018,0.00781252496931,0.25,3.6761913905299995e-14
720.0,-512.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,1407984.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-212298572562000.0,1447852.11246,-212298572562000.0,-212298571538000.0,-212298573585000.0,-212298573483000.0,-212298571640000.0,2.0,2096275739550.0,0.25,56,0.250000799018,0.00781242468402,0.12499839544,3.6761913905299995e-14
720.0,-202.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,1407984.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-212299253967000.0,19592599.9437,-212299253967000.0,-212299240113000.0,-212299267821000.0,-212299266436000.0,-212299241498000.0,2.0,383869972553000.0,0.25,68,0.250000799018,0.0156250499386,0.25,3.6761913905299995e-14
720.0,-357.0,-12866.6,-1e+200,-1e+200,-1e+200,-1e+200,1407984.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-212302110461000.0,16372926.0849,-212302110461000.0,-212302098884000.0,-212302122038000.0,-212302120881000.0,-212302100041000.0,2.0,268072708582000.0,0.25,62,0.250000799018,0.0156250499386,0.25,3.6761913905299995e-14
720.0,-47.0,-5076.3,-1e+200,-1e+200,-1e+200,-1e+200,1407984.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-212302744748000.0,4738081.50571,-212302744748000.0,-212302741398000.0,-212302748099000.0,-212302747764000.0,-212302741733000.0,2.0,22449416354700.0,0.125,74,0.250000799018,0.00781252496931,0.25,3.6761913905299995e-14
720.0,-512.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,703992.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-229993781250000.0,10114458.2044,-229993781250000.0,-229993774098000.0,-229993788402000.0,-229993787687000.0,-229993774813000.0,2.0,102302264769000.0,0.25,31,0.249999200982,0.00781237474604,0.12499839544,3.6761913905299995e-14
720.0,-202.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,703992.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-229994442166000.0,847143.887511,-229994442166000.0,-229994441567000.0,-229994442765000.0,-229994442705000.0,-229994441627000.0,2.0,717652766148.0,0.25,43,0.249999200982,0.0156249500614,0.25,3.6761913905299995e-14
720.0,-357.0,-12866.6,-1e+200,-1e+200,-1e+200,-1e+200,703992.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-229997294125000.0,3820142.61759,-229997294125000.0,-229997291424000.0,-229997296826000.0,-229997296556000.0,-229997291694000.0,2.0,14593489618800.0,0.25,37,0.249999200982,0.0156249500614,0.25,3.6761913905299995e-14
720.0,-47.0,-5076.3,-1e+200,-1e+200,-1e+200,-1e+200,703992.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-229997982575000.0,17849792.9541,-229997982575000.0,-229997969953000.0,-229997995197000.0,-229997993934000.0,-229997971215000.0,2.0,318615108504000.0,0.125,49,0.249999200982,0.00781247503069,0.25,3.6761913905299995e-14
720.0,-512.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-247688717172000.0,3854328.7114,-247688717172000.0,-247688714447000.0,-247688719898000.0,-247688719625000.0,-247688714719000.0,2.0,14855849815500.0,0.25,6,0.124998712693,0.0039061596297,0.12499839544,3.6761913905299995e-14
720.0,-202.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-247689438211000.0,3337812.39842,-247689438211000.0,-247689435851000.0,-247689440572000.0,-247689440336000.0,-247689436087000.0,2.0,11140991607000.0,0.25,18,0.124998712693,0.00781241954334,0.25,3.6761913905299995e-14
720.0,-357.0,-12866.6,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-247692254968000.0,27099366.3375,-247692254968000.0,-247692235806000.0,-247692274130000.0,-247692272214000.0,-247692237722000.0,2.0,734375655896000.0,0.25,12,0.124998712693,0.00781241954334,0.25,3.6761913905299995e-14
720.0,-47.0,-5076.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-247692888224000.0,44077783.4293,-247692888224000.0,-247692857056000.0,-247692919392000.0,-247692916275000.0,-247692860173000.0,2.0,1942850992040000.0,0.125,24,0.124998712693,0.00390620977167,0.25,3.6761913905299995e-14
720.0,-357.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,2815967.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-424598545929000.0,4808016.44349,-424598545929000.0,-424598542529000.0,-424598549329000.0,-424598548989000.0,-424598542869000.0,2.0,23117022120900.0,0.25,111,0.125000488289,0.00390621511634,0.12499839544,3.6761913905299995e-14
720.0,-47.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,2815967.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-424599262559000.0,72466475.61,-424599262559000.0,-424599211317000.0,-424599313800000.0,-424599308676000.0,-424599216442000.0,2.0,5251390087330000.0,0.125,123,0.125000488289,0.00390626525902,0.25,3.6761913905299995e-14
720.0,-202.0,-12866.6,-1e+200,-1e+200,-1e+200,-1e+200,2815967.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-424602094444000.0,43006915.7733,-424602094444000.0,-424602064034000.0,-424602124855000.0,-424602121813000.0,-424602067075000.0,2.0,1849594804340000.0,0.25,117,0.125000488289,0.00781253051804,0.25,3.6761913905299995e-14
720.0,-357.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,2111975.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-442293760464000.0,20979921.3955,-442293760464000.0,-442293745629000.0,-442293775299000.0,-442293773816000.0,-442293747113000.0,2.0,440157101760000.0,0.25,86,0.250000799018,0.00781242468402,0.12499839544,3.6761913905299995e-14
720.0,-47.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,2111975.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-442294423786000.0,24215373.635,-442294423786000.0,-442294406663000.0,-442294440909000.0,-442294439196000.0,-442294408375000.0,2.0,586384320281000.0,0.125,98,0.250000799018,0.00781252496931,0.25,3.6761913905299995e-14
720.0,-202.0,-12866.6,-1e+200,-1e+200,-1e+200,-1e+200,2111975.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-442297270512000.0,3634251.80202,-442297270512000.0,-442297267942000.0,-442297273082000.0,-442297272825000.0,-442297268199000.0,2.0,13207786160500.0,0.25,92,0.250000799018,0.0156250499386,0.25,3.6761913905299995e-14
720.0,-357.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,1407984.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-459988922630000.0,3697439.04077,-459988922630000.0,-459988920015000.0,-459988925244000.0,-459988924983000.0,-459988920276000.0,2.0,13671055460200.0,0.25,61,0.250000799018,0.00781242468402,0.12499839544,3.6761913905299995e-14
720.0,-47.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,1407984.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-459989582191000.0,23416714.6894,-459989582191000.0,-459989565633000.0,-459989598749000.0,-459989597094000.0,-459989567289000.0,2.0,548342526846000.0,0.125,73,0.250000799018,0.00781252496931,0.25,3.6761913905299995e-14
720.0,-202.0,-12866.6,-1e+200,-1e+200,-1e+200,-1e+200,1407984.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-459992448678000.0,498716.446557,-459992448678000.0,-459992448325000.0,-459992449030000.0,-459992448995000.0,-459992448360000.0,2.0,248718094067.0,0.25,67,0.250000799018,0.0156250499386,0.25,3.6761913905299995e-14
720.0,-357.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,703992.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-477684124355000.0,76778.4056022,-477684124355000.0,-477684124301000.0,-477684124410000.0,-477684124404000.0,-477684124307000.0,2.0,5894923566.82,0.25,36,0.249999200982,0.00781237474604,0.12499839544,3.6761913905299995e-14
720.0,-47.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,703992.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-477684794194000.0,36162258.4263,-477684794194000.0,-477684768623000.0,-477684819764000.0,-477684817207000.0,-477684771180000.0,2.0,1307708934490000.0,0.125,48,0.249999200982,0.00781247503069,0.25,3.6761913905299995e-14
720.0,-202.0,-12866.6,-1e+200,-1e+200,-1e+200,-1e+200,703992.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-477687638468000.0,516207.881839,-477687638468000.0,-477687638103000.0,-477687638833000.0,-477687638797000.0,-477687638139000.0,2.0,266470577272.0,0.25,42,0.249999200982,0.0156249500614,0.25,3.6761913905299995e-14
720.0,-357.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-495379087523000.0,26405596.3194,-495379087523000.0,-495379068851000.0,-495379106194000.0,-495379104327000.0,-495379070718000.0,2.0,697255516985000.0,0.25,11,0.124998712693,0.0039061596297,0.12499839544,3.6761913905299995e-14
720.0,-47.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-495379717972000.0,15682972.8745,-495379717972000.0,-495379706883000.0,-495379729062000.0,-495379727953000.0,-495379707992000.0,2.0,245955638183000.0,0.125,23,0.124998712693,0.00390620977167,0.25,3.6761913905299995e-14
720.0,-202.0,-12866.6,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-495382580290000.0,271646.251119,-495382580290000.0,-495382580097000.0,-495382580482000.0,-495382580462000.0,-495382580117000.0,2.0,73791685746.9,0.25,17,0.124998712693,0.00781241954334,0.25,3.6761913905299995e-14
720.0,-202.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,2815967.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-672288907464000.0,22456339.8485,-672288907464000.0,-672288891585000.0,-672288923343000.0,-672288921755000.0,-672288893173000.0,2.0,504287199391000.0,0.25,116,0.125000488289,0.00390621511634,0.12499839544,3.6761913905299995e-14
720.0,-47.0,-12866.6,-1e+200,-1e+200,-1e+200,-1e+200,2815967.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-672292399924000.0,100753.877484,-672292399924000.0,-672292399852000.0,-672292399995000.0,-672292399988000.0,-672292399860000.0,2.0,10151343828.1,0.125,122,0.125000488289,0.00390626525902,0.25,3.6761913905299995e-14
720.0,-202.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,2111975.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-689984095581000.0,3176784.87149,-689984095581000.0,-689984093335000.0,-689984097827000.0,-689984097603000.0,-689984093559000.0,2.0,10091962119700.0,0.25,91,0.250000799018,0.00781242468402,0.12499839544,3.6761913905299995e-14
720.0,-47.0,-12866.6,-1e+200,-1e+200,-1e+200,-1e+200,2111975.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-689987612864000.0,2574695.02618,-689987612864000.0,-689987611043000.0,-689987614684000.0,-689987614502000.0,-689987611225000.0,2.0,6629054477840.0,0.125,97,0.250000799018,0.00781252496931,0.25,3.6761913905299995e-14
720.0,-202.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,1407984.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-707679276918000.0,5666410.62086,-707679276918000.0,-707679272911000.0,-707679280924000.0,-707679280524000.0,-707679273312000.0,2.0,32108209324200.0,0.25,66,0.250000799018,0.00781242468402,0.12499839544,3.6761913905299995e-14
720.0,-47.0,-12866.6,-1e+200,-1e+200,-1e+200,-1e+200,1407984.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-707682811017000.0,5244981.07807,-707682811017000.0,-707682807308000.0,-707682814725000.0,-707682814354000.0,-707682807679000.0,2.0,27509826509300.0,0.125,72,0.250000799018,0.00781252496931,0.25,3.6761913905299995e-14
720.0,-202.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,703992.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-725374488924000.0,10489979.2151,-725374488924000.0,-725374481507000.0,-725374496342000.0,-725374495600000.0,-725374482249000.0,2.0,110039663933000.0,0.25,41,0.249999200982,0.00781237474604,0.12499839544,3.6761913905299995e-14
720.0,-47.0,-12866.6,-1e+200,-1e+200,-1e+200,-1e+200,703992.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-725378020299000.0,65067700.3978,-725378020299000.0,-725377974289000.0,-725378066308000.0,-725378061707000.0,-725377978890000.0,2.0,4233805635060000.0,0.125,47,0.249999200982,0.00781247503069,0.25,3.6761913905299995e-14
720.0,-202.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-743069425125000.0,21457945.1134,-743069425125000.0,-743069409952000.0,-743069440298000.0,-743069438781000.0,-743069411469000.0,2.0,460443408489000.0,0.25,16,0.124998712693,0.0039061596297,0.12499839544,3.6761913905299995e-14
720.0,-47.0,-12866.6,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-743072952501000.0,40401994.8933,-743072952501000.0,-743072923932000.0,-743072981069000.0,-743072978213000.0,-743072926789000.0,2.0,1632321191360000.0,0.125,22,0.124998712693,0.00390620977167,0.25,3.6761913905299995e-14
720.0,-47.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,2815967.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-919979253243000.0,38451721.5588,-919979253243000.0,-919979226053000.0,-919979280432000.0,-919979277713000.0,-919979228772000.0,2.0,1478534890830000.0,0.125,121,0.125000488289,0.00195310755817,0.12499839544,3.6761913905299995e-14
720.0,-47.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,2111975.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-937674465018000.0,57494583.7661,-937674465018000.0,-937674424363000.0,-937674505672000.0,-937674501607000.0,-937674428428000.0,2.0,3305627162440000.0,0.125,96,0.250000799018,0.00390621234201,0.12499839544,3.6761913905299995e-14
720.0,-47.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,1407984.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-955369605796000.0,13932364.9725,-955369605796000.0,-955369595944000.0,-955369615648000.0,-955369614663000.0,-955369596930000.0,2.0,194110793726000.0,0.125,71,0.250000799018,0.00390621234201,0.12499839544,3.6761913905299995e-14
720.0,-47.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,703992.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-973064809607000.0,16733055.5686,-973064809607000.0,-973064797775000.0,-973064821439000.0,-973064820256000.0,-973064798958000.0,2.0,279995148661000.0,0.125,46,0.249999200982,0.00390618737302,0.12499839544,3.6761913905299995e-14
720.0,-47.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-990759765162000.0,2812411.95165,-990759765162000.0,-990759763174000.0,-990759767151000.0,-990759766952000.0,-990759763373000.0,2.0,7909660985770.0,0.125,21,0.124998712693,0.00195307981485,0.12499839544,3.6761913905299995e-14
