smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,ProbabilityWeight-ft_capacity,ProbabilityWeight-h2_storage_capacity,prefix,ProbabilityWeight-htse_capacity,PointProbability
720.0,-705.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1209016610.95,859255.830959,-1209016610.95,-1208409025.32,-1209624196.57,-1209563438.01,-1208469783.89,2.0,738320583037.0,0.00390629171407,0.12499839544,0.250005878895,111,0.125,0.0
720.0,-705.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1257415221.23,2787365.67407,-1257415221.23,-1255444256.06,-1259386186.4,-1259189089.88,-1255641352.57,2.0,7769407400990.0,0.00390629171407,0.12499839544,0.250005878895,116,0.125,0.0
720.0,-705.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1300057257.42,2218846.73159,-1300057257.42,-1298488295.84,-1301626218.99,-1301469322.83,-1298645192.0,2.0,4923280818270.0,0.00195314585703,0.12499839544,0.125002939447,121,0.125,0.0
720.0,-395.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1807666057.42,953372.73569,-1807666057.42,-1806991921.09,-1808340193.75,-1808272780.11,-1807059334.73,2.0,908919573157.0,0.00781194885362,0.25,0.124991181658,53,0.25,2.43433201164e-13
720.0,-85.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2481993511.1,1142959.25131,-2481993511.1,-2481185316.86,-2482801705.34,-2482720885.91,-2481266136.28,2.0,1306355850150.0,0.00195296214393,0.12499839544,0.124991181658,105,0.125,0.0
720.0,-395.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-231890771800000.0,2261151.43874,-231890771800000.0,-231890770201000.0,-231890773398000.0,-231890773239000.0,-231890770361000.0,2.0,5112805828930.0,0.00781268371546,0.25,0.125002939447,48,0.25,2.43433201164e-13
720.0,-85.1,-6033.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-231891466025000.0,537218.388696,-231891466025000.0,-231891465646000.0,-231891466405000.0,-231891466367000.0,-231891465684000.0,2.0,288603597153.0,0.00390634185773,0.25,0.125002939447,100,0.125,0.0
720.0,-550.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-231893523689000.0,887000.447369,-231893523689000.0,-231893523062000.0,-231893524316000.0,-231893524254000.0,-231893523125000.0,2.0,786769793633.0,0.00390639200139,0.12500160456,0.125002939447,22,0.25,2.43433201164e-13
720.0,-240.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-231894236695000.0,1038.80615306,-231894236695000.0,-231894236695000.0,-231894236696000.0,-231894236696000.0,-231894236695000.0,2.0,1079118.22363,0.00781268371546,0.25,0.125002939447,74,0.25,2.43433201164e-13
720.0,-395.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-234505446601000.0,339843.297213,-234505446601000.0,-234505446360000.0,-234505446841000.0,-234505446817000.0,-234505446384000.0,2.0,115493466660.0,0.0156253674309,0.25,0.250005878895,43,0.25,2.43433201164e-13
720.0,-85.1,-6033.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-234506142380000.0,451561.08631,-234506142380000.0,-234506142061000.0,-234506142700000.0,-234506142668000.0,-234506142093000.0,2.0,203907414670.0,0.00781268371546,0.25,0.250005878895,95,0.125,0.0
720.0,-550.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-234508198361000.0,131380.307362,-234508198361000.0,-234508198269000.0,-234508198454000.0,-234508198445000.0,-234508198278000.0,2.0,17260785162.5,0.00781278400279,0.12500160456,0.250005878895,17,0.25,2.43433201164e-13
720.0,-240.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-234508909927000.0,3412847.01241,-234508909927000.0,-234508907514000.0,-234508912340000.0,-234508912099000.0,-234508907755000.0,2.0,11647524730100.0,0.0156253674309,0.25,0.250005878895,69,0.25,2.43433201164e-13
720.0,-395.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-237120123294000.0,1181399.84791,-237120123294000.0,-237120122459000.0,-237120124129000.0,-237120124046000.0,-237120122542000.0,2.0,1395705600640.0,0.0156253674309,0.25,0.250005878895,38,0.25,2.43433201164e-13
720.0,-85.1,-6033.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-237120814858000.0,691600.393514,-237120814858000.0,-237120814369000.0,-237120815347000.0,-237120815299000.0,-237120814418000.0,2.0,478311104309.0,0.00781268371546,0.25,0.250005878895,90,0.125,0.0
720.0,-550.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-237122872792000.0,424168.984947,-237122872792000.0,-237122872492000.0,-237122873092000.0,-237122873062000.0,-237122872522000.0,2.0,179919327791.0,0.00781278400279,0.12500160456,0.250005878895,12,0.25,2.43433201164e-13
720.0,-240.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-237123586576000.0,116309.674243,-237123586576000.0,-237123586494000.0,-237123586659000.0,-237123586650000.0,-237123586502000.0,2.0,13527940322.6,0.0156253674309,0.25,0.250005878895,64,0.25,2.43433201164e-13
720.0,-395.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-239734796615000.0,1127014.80696,-239734796615000.0,-239734795818000.0,-239734797412000.0,-239734797332000.0,-239734795898000.0,2.0,1270162375110.0,0.0156246325691,0.25,0.249994121105,33,0.25,2.43433201164e-13
720.0,-85.1,-6033.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-239735491395000.0,3016628.67689,-239735491395000.0,-239735489262000.0,-239735493528000.0,-239735493315000.0,-239735489475000.0,2.0,9100048574230.0,0.00781231628454,0.25,0.249994121105,85,0.125,0.0
720.0,-550.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-239737547882000.0,483123.305722,-239737547882000.0,-239737547540000.0,-239737548223000.0,-239737548189000.0,-239737547574000.0,2.0,233408128531.0,0.00781241656715,0.12500160456,0.249994121105,7,0.25,2.43433201164e-13
720.0,-240.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-239738261798000.0,141064.13473,-239738261798000.0,-239738261699000.0,-239738261898000.0,-239738261888000.0,-239738261709000.0,2.0,19899090107.2,0.0156246325691,0.25,0.249994121105,59,0.25,2.43433201164e-13
720.0,-395.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-242349224183000.0,665748.083458,-242349224183000.0,-242349223712000.0,-242349224654000.0,-242349224607000.0,-242349223759000.0,2.0,443220510628.0,0.00781194885362,0.25,0.124991181658,28,0.25,2.43433201164e-13
720.0,-85.1,-6033.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-242349919255000.0,5171709.14871,-242349919255000.0,-242349915598000.0,-242349922912000.0,-242349922546000.0,-242349915964000.0,2.0,26746575518800.0,0.00390597442681,0.25,0.124991181658,80,0.125,0.0
720.0,-550.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-242351976430000.0,287387.199369,-242351976430000.0,-242351976227000.0,-242351976633000.0,-242351976613000.0,-242351976247000.0,2.0,82591402361.1,0.00390602456576,0.12500160456,0.124991181658,2,0.25,2.43433201164e-13
720.0,-240.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-242352688856000.0,350222.298935,-242352688856000.0,-242352688608000.0,-242352689103000.0,-242352689079000.0,-242352688633000.0,2.0,122655658672.0,0.00781194885362,0.25,0.124991181658,54,0.25,2.43433201164e-13
720.0,-240.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-474241652990000.0,119220.545599,-474241652990000.0,-474241652906000.0,-474241653075000.0,-474241653066000.0,-474241652915000.0,2.0,14213538493.0,0.00781268371546,0.25,0.125002939447,49,0.25,2.43433201164e-13
720.0,-395.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-474244409843000.0,318062.949945,-474244409843000.0,-474244409618000.0,-474244410067000.0,-474244410045000.0,-474244409640000.0,2.0,101164040127.0,0.00390639200139,0.12500160456,0.125002939447,23,0.25,2.43433201164e-13
720.0,-85.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-474245112837000.0,2971000.49051,-474245112837000.0,-474245110737000.0,-474245114938000.0,-474245114728000.0,-474245110947000.0,2.0,8826843914630.0,0.00390634185773,0.25,0.125002939447,75,0.125,0.0
720.0,-240.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-476856329494000.0,1921569.04184,-476856329494000.0,-476856328135000.0,-476856330853000.0,-476856330717000.0,-476856328271000.0,2.0,3692427582540.0,0.0156253674309,0.25,0.250005878895,44,0.25,2.43433201164e-13
720.0,-395.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-476859083981000.0,1179088.22745,-476859083981000.0,-476859083147000.0,-476859084815000.0,-476859084731000.0,-476859083230000.0,2.0,1390249048120.0,0.00781278400279,0.12500160456,0.250005878895,18,0.25,2.43433201164e-13
720.0,-85.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-476859785322000.0,411766.796044,-476859785322000.0,-476859785030000.0,-476859785613000.0,-476859785584000.0,-476859785060000.0,2.0,169551894324.0,0.00781268371546,0.25,0.250005878895,70,0.125,0.0
720.0,-240.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-479471004073000.0,3081373.49509,-479471004073000.0,-479471001894000.0,-479471006252000.0,-479471006034000.0,-479471002112000.0,2.0,9494862616270.0,0.0156253674309,0.25,0.250005878895,39,0.25,2.43433201164e-13
720.0,-395.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-479473758260000.0,499394.915514,-479473758260000.0,-479473757907000.0,-479473758613000.0,-479473758578000.0,-479473757942000.0,2.0,249395281641.0,0.00781278400279,0.12500160456,0.250005878895,13,0.25,2.43433201164e-13
720.0,-85.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-479474461301000.0,752615.510711,-479474461301000.0,-479474460769000.0,-479474461833000.0,-479474461780000.0,-479474460822000.0,2.0,566430106963.0,0.00781268371546,0.25,0.250005878895,65,0.125,0.0
720.0,-240.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-482085679358000.0,1165723.0696,-482085679358000.0,-482085678534000.0,-482085680183000.0,-482085680100000.0,-482085678617000.0,2.0,1358910275000.0,0.0156246325691,0.25,0.249994121105,34,0.25,2.43433201164e-13
720.0,-395.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-482088432376000.0,893176.89252,-482088432376000.0,-482088431745000.0,-482088433008000.0,-482088432945000.0,-482088431808000.0,2.0,797764961332.0,0.00781241656715,0.12500160456,0.249994121105,8,0.25,2.43433201164e-13
720.0,-85.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-482089133040000.0,4631848.16939,-482089133040000.0,-482089129765000.0,-482089136315000.0,-482089135987000.0,-482089130092000.0,2.0,21454017464300.0,0.00781231628454,0.25,0.249994121105,60,0.125,0.0
720.0,-240.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-484700104610000.0,211446.803691,-484700104610000.0,-484700104460000.0,-484700104759000.0,-484700104744000.0,-484700104475000.0,2.0,44709750791.1,0.00781194885362,0.25,0.124991181658,29,0.25,2.43433201164e-13
720.0,-395.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-484702861750000.0,1009232.78172,-484702861750000.0,-484702861037000.0,-484702862464000.0,-484702862393000.0,-484702861108000.0,2.0,1018550807700.0,0.00390602456576,0.12500160456,0.124991181658,3,0.25,2.43433201164e-13
720.0,-85.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-484703564658000.0,2080265.90062,-484703564658000.0,-484703563187000.0,-484703566129000.0,-484703565982000.0,-484703563335000.0,2.0,4327506217290.0,0.00390597442681,0.25,0.124991181658,55,0.125,0.0
720.0,-85.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-716592531202000.0,713881.39448,-716592531202000.0,-716592530697000.0,-716592531707000.0,-716592531656000.0,-716592530748000.0,2.0,509626645385.0,0.00390634185773,0.25,0.125002939447,50,0.125,0.0
720.0,-240.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-716595288453000.0,499721.731429,-716595288453000.0,-716595288100000.0,-716595288807000.0,-716595288771000.0,-716595288135000.0,2.0,249721808863.0,0.00390639200139,0.12500160456,0.125002939447,24,0.25,2.43433201164e-13
720.0,-85.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-719207205027000.0,2878071.9428,-719207205027000.0,-719207202992000.0,-719207207062000.0,-719207206858000.0,-719207203195000.0,2.0,8283298107960.0,0.00781268371546,0.25,0.250005878895,45,0.125,0.0
720.0,-240.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-719209965014000.0,1354.3746539,-719209965014000.0,-719209965014000.0,-719209965015000.0,-719209965015000.0,-719209965014000.0,2.0,1834330.70312,0.00781278400279,0.12500160456,0.250005878895,19,0.25,2.43433201164e-13
720.0,-85.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-721821879758000.0,208224.73906,-721821879758000.0,-721821879611000.0,-721821879905000.0,-721821879890000.0,-721821879625000.0,2.0,43357541956.5,0.00781268371546,0.25,0.250005878895,40,0.125,0.0
720.0,-240.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-721824640084000.0,977821.640092,-721824640084000.0,-721824639393000.0,-721824640776000.0,-721824640707000.0,-721824639462000.0,2.0,956135159832.0,0.00781278400279,0.12500160456,0.250005878895,14,0.25,2.43433201164e-13
720.0,-85.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-724436552468000.0,2643415.46388,-724436552468000.0,-724436550598000.0,-724436554337000.0,-724436554150000.0,-724436550785000.0,2.0,6987645314660.0,0.00781231628454,0.25,0.249994121105,35,0.125,0.0
720.0,-240.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-724439312417000.0,248826.545271,-724439312417000.0,-724439312241000.0,-724439312593000.0,-724439312575000.0,-724439312258000.0,2.0,61914649631.3,0.00781241656715,0.12500160456,0.249994121105,9,0.25,2.43433201164e-13
720.0,-85.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-727050983438000.0,1416367.67479,-727050983438000.0,-727050982436000.0,-727050984439000.0,-727050984339000.0,-727050982536000.0,2.0,2006097390200.0,0.00390597442681,0.25,0.124991181658,30,0.125,0.0
720.0,-240.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-727053741568000.0,689837.554211,-727053741568000.0,-727053741080000.0,-727053742056000.0,-727053742007000.0,-727053741129000.0,2.0,475875851200.0,0.00390602456576,0.12500160456,0.124991181658,4,0.25,2.43433201164e-13
720.0,-85.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-958946161552000.0,1695980.32349,-958946161552000.0,-958946160353000.0,-958946162751000.0,-958946162631000.0,-958946160473000.0,2.0,2876349257670.0,0.0019531960007,0.12500160456,0.125002939447,25,0.125,0.0
720.0,-85.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-961560839405000.0,578726.506926,-961560839405000.0,-961560838995000.0,-961560839814000.0,-961560839773000.0,-961560839036000.0,2.0,334924369819.0,0.00390639200139,0.12500160456,0.250005878895,20,0.125,0.0
720.0,-85.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-964175514436000.0,2516474.85902,-964175514436000.0,-964175512656000.0,-964175516215000.0,-964175516037000.0,-964175512834000.0,2.0,6332645716090.0,0.00390639200139,0.12500160456,0.250005878895,15,0.125,0.0
720.0,-85.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-966790186904000.0,1382260.55598,-966790186904000.0,-966790185927000.0,-966790187882000.0,-966790187784000.0,-966790186025000.0,2.0,1910644244620.0,0.00390620828358,0.12500160456,0.249994121105,10,0.125,0.0
720.0,-85.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-969404618905000.0,4472577.93539,-969404618905000.0,-969404615742000.0,-969404622067000.0,-969404621751000.0,-969404616058000.0,2.0,20003953388100.0,0.00195301228288,0.12500160456,0.124991181658,5,0.125,0.0
