smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,co2_location_label,fuel_region_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-htse_capacity,PointProbability,ProbabilityWeight,prefix,ProbabilityWeight-meoh_capacity,ProbabilityWeight-h2_storage_capacity
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-866636803.525,14470088.6601,-866636803.525,-856404905.709,-876868701.341,-875845511.559,-857428095.491,2.0,209383465832000.0,0.125226860254,1.83230531396e-13,0.00195687562387,5,0.125018050542,0.124995105963
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-883952769.573,1177360.19045,-883952769.573,-883120250.198,-884785288.947,-884702037.01,-883203502.136,2.0,1386177018070.0,0.125226860254,1.83230531396e-13,0.00391384975812,30,0.125018050542,0.249996504259
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-887198960.505,1914144.62832,-887198960.505,-885845455.858,-888552465.152,-888417114.687,-885980806.323,2.0,3663949658110.0,0.250453720508,1.83230531396e-13,0.00782791842816,85,0.125018050542,0.250003495741
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-957561557.048,279151.339272,-957561557.048,-957364167.243,-957758946.853,-957739207.872,-957383906.223,2.0,77925470217.1,0.125226860254,1.83230531396e-13,0.00391395921408,55,0.125018050542,0.250003495741
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-960543345.558,2268405.94337,-960543345.558,-958939340.333,-962147350.783,-961986950.26,-959099740.855,2.0,5145665523910.0,0.250453720508,1.83230531396e-13,0.00391394826849,110,0.125018050542,0.125001398296
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1033780259.83,3090252.28297,-1033780259.83,-1031595121.48,-1035965398.17,-1035746884.34,-1031813635.32,2.0,9549659172420.0,0.125226860254,1.83230531396e-13,0.00391395921408,80,0.125018050542,0.250003495741
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1114043823.01,1991900.0594,-1114043823.01,-1112635336.97,-1115452309.05,-1115311460.44,-1112776185.57,2.0,3967665846650.0,0.125226860254,1.83230531396e-13,0.00195697413424,105,0.125018050542,0.125001398296
720.0,-667.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-17118890807.0,341512.797469,-17118890807.0,-17118649321.0,-17119132293.0,-17119108144.4,-17118673469.6,2.0,116630990835.0,0.125226860254,1.83230531396e-13,0.00195687562387,1,0.125018050542,0.124995105963
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-320957260829.0,1358861.35489,-320957260829.0,-320956299969.0,-320958221689.0,-320958125603.0,-320956396055.0,2.0,1846504181810.0,0.250453720508,1.83230531396e-13,0.00782637233343,7,0.25,0.124995105963
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-686260698859.0,120373.850743,-686260698859.0,-686260613742.0,-686260783976.0,-686260775465.0,-686260622254.0,2.0,14489863942.6,0.249546279492,1.83230531396e-13,0.00779688984465,13,0.249963898917,0.124995105963
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-194931908062000.0,2516606.31459,-194931908062000.0,-194931906283000.0,-194931909842000.0,-194931909664000.0,-194931906461000.0,2.0,6333307342650.0,0.249546279492,1.83230531396e-13,0.00779728234506,118,0.249963898917,0.125001398296
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-195297189382000.0,2652787.47925,-195297189382000.0,-195297187507000.0,-195297191258000.0,-195297191071000.0,-195297187694000.0,2.0,7037281410070.0,0.125226860254,1.83230531396e-13,0.003913383159,124,0.25,0.125001398296
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-195807458506000.0,1267703.84364,-195807458506000.0,-195807457609000.0,-195807459402000.0,-195807459313000.0,-195807457699000.0,2.0,1607073035180.0,0.250453720508,1.83230531396e-13,0.00391394826849,106,0.125018050542,0.125001398296
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-196111294261000.0,963581.437597,-196111294261000.0,-196111293579000.0,-196111294942000.0,-196111294874000.0,-196111293647000.0,2.0,928489186881.0,0.249546279492,1.83230531396e-13,0.00779840846903,112,0.25,0.125001398296
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-199275960382000.0,253720.806954,-199275960382000.0,-199275960203000.0,-199275960562000.0,-199275960544000.0,-199275960221000.0,2.0,64374247881.2,0.249546279492,1.83230531396e-13,0.0155946083013,93,0.249963898917,0.250003495741
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-199641239653000.0,3199835.4698,-199641239653000.0,-199641237390000.0,-199641241915000.0,-199641241689000.0,-199641237616000.0,2.0,10238947033800.0,0.125226860254,1.83230531396e-13,0.00782678820604,99,0.25,0.250003495741
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-200151514216000.0,1424252.6667,-200151514216000.0,-200151513209000.0,-200151515223000.0,-200151515123000.0,-200151513310000.0,2.0,2028495658620.0,0.250453720508,1.83230531396e-13,0.00782791842816,81,0.125018050542,0.250003495741
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-200455354850000.0,2905996.09783,-200455354850000.0,-200455352795000.0,-200455356905000.0,-200455356699000.0,-200455353001000.0,2.0,8444813320580.0,0.249546279492,1.83230531396e-13,0.0155968605555,87,0.25,0.250003495741
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-203620046426000.0,1903816.22011,-203620046426000.0,-203620045080000.0,-203620047773000.0,-203620047638000.0,-203620045215000.0,2.0,3624516199970.0,0.249546279492,1.83230531396e-13,0.0155946083013,68,0.249963898917,0.250003495741
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-203985327114000.0,2343532.38396,-203985327114000.0,-203985325457000.0,-203985328771000.0,-203985328605000.0,-203985325622000.0,2.0,5492144034650.0,0.125226860254,1.83230531396e-13,0.00782678820604,74,0.25,0.250003495741
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-204495597454000.0,355483.725815,-204495597454000.0,-204495597202000.0,-204495597705000.0,-204495597680000.0,-204495597228000.0,2.0,126368679319.0,0.250453720508,1.83230531396e-13,0.00782791842816,56,0.125018050542,0.250003495741
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-204799434639000.0,2126079.1722,-204799434639000.0,-204799433136000.0,-204799436143000.0,-204799435992000.0,-204799433286000.0,2.0,4520212646450.0,0.249546279492,1.83230531396e-13,0.0155968605555,62,0.25,0.250003495741
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-207964104062000.0,2554376.4896,-207964104062000.0,-207964102256000.0,-207964105868000.0,-207964105688000.0,-207964102436000.0,2.0,6524839250620.0,0.249546279492,1.83230531396e-13,0.0155941721897,43,0.249963898917,0.249996504259
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-208329382278000.0,9351247.4499,-208329382278000.0,-208329375665000.0,-208329388890000.0,-208329388229000.0,-208329376327000.0,2.0,87445828869200.0,0.125226860254,1.83230531396e-13,0.00782656932572,49,0.25,0.249996504259
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-208839654310000.0,300628.503051,-208839654310000.0,-208839654097000.0,-208839654522000.0,-208839654501000.0,-208839654119000.0,2.0,90377496846.4,0.250453720508,1.83230531396e-13,0.00782769951624,31,0.125018050542,0.249996504259
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-209143491448000.0,2835879.4557,-209143491448000.0,-209143489442000.0,-209143493453000.0,-209143493252000.0,-209143489643000.0,2.0,8042212287240.0,0.249546279492,1.83230531396e-13,0.015596424381,37,0.25,0.249996504259
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-212307941949000.0,340112.152469,-212307941949000.0,-212307941708000.0,-212307942189000.0,-212307942165000.0,-212307941732000.0,2.0,115676276257.0,0.249546279492,1.83230531396e-13,0.00779688984465,18,0.249963898917,0.124995105963
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-212673223089000.0,9233678.81622,-212673223089000.0,-212673216559000.0,-212673229618000.0,-212673228965000.0,-212673217212000.0,2.0,85260824481200.0,0.125226860254,1.83230531396e-13,0.00391318616671,24,0.25,0.124995105963
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-213183491522000.0,2954823.94239,-213183491522000.0,-213183489432000.0,-213183493611000.0,-213183493402000.0,-213183489641000.0,2.0,8730984530510.0,0.250453720508,1.83230531396e-13,0.00391375124775,6,0.125018050542,0.124995105963
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-213487329869000.0,4523571.89109,-213487329869000.0,-213487326670000.0,-213487333068000.0,-213487332748000.0,-213487326990000.0,2.0,20462702653900.0,0.249546279492,1.83230531396e-13,0.00779801591193,12,0.25,0.124995105963
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-407732974097000.0,516508.932551,-407732974097000.0,-407732973732000.0,-407732974463000.0,-407732974426000.0,-407732973769000.0,2.0,266781477405.0,0.249546279492,1.83230531396e-13,0.00779840846903,117,0.25,0.125001398296
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-408098273102000.0,6440152.89121,-408098273102000.0,-408098268548000.0,-408098277655000.0,-408098277200000.0,-408098269003000.0,2.0,41475569262100.0,0.125226860254,1.83230531396e-13,0.00391281804952,123,0.249963898917,0.125001398296
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-408973827575000.0,1821640.88829,-408973827575000.0,-408973826287000.0,-408973828864000.0,-408973828735000.0,-408973826416000.0,2.0,3318375525910.0,0.249546279492,1.83230531396e-13,0.0038997672965,111,0.125018050542,0.125001398296
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-412077037993000.0,1287359.79907,-412077037993000.0,-412077037083000.0,-412077038903000.0,-412077038812000.0,-412077037174000.0,2.0,1657295252260.0,0.249546279492,1.83230531396e-13,0.0155968605555,92,0.25,0.250003495741
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-412442329034000.0,744359.685487,-412442329034000.0,-412442328507000.0,-412442329560000.0,-412442329507000.0,-412442328560000.0,2.0,554071341379.0,0.125226860254,1.83230531396e-13,0.00782565798392,98,0.249963898917,0.250003495741
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-413317884027000.0,3921469.47254,-413317884027000.0,-413317881254000.0,-413317886800000.0,-413317886523000.0,-413317881532000.0,2.0,15377922824100.0,0.249546279492,1.83230531396e-13,0.00779955640487,86,0.125018050542,0.250003495741
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-416421113827000.0,4297060.3763,-416421113827000.0,-416421110789000.0,-416421116866000.0,-416421116562000.0,-416421111093000.0,2.0,18464727877600.0,0.249546279492,1.83230531396e-13,0.0155968605555,67,0.25,0.250003495741
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-416786406844000.0,7667534.25791,-416786406844000.0,-416786401422000.0,-416786412266000.0,-416786411723000.0,-416786401964000.0,2.0,58791081596300.0,0.125226860254,1.83230531396e-13,0.00782565798392,73,0.249963898917,0.250003495741
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-417661965308000.0,3704325.50951,-417661965308000.0,-417661962688000.0,-417661967927000.0,-417661967665000.0,-417661962950000.0,2.0,13722027480400.0,0.249546279492,1.83230531396e-13,0.00779955640487,61,0.125018050542,0.250003495741
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-420765177240000.0,1145964.95934,-420765177240000.0,-420765176430000.0,-420765178051000.0,-420765177970000.0,-420765176511000.0,2.0,1313235688030.0,0.249546279492,1.83230531396e-13,0.015596424381,42,0.25,0.249996504259
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-421130470628000.0,3726767.35518,-421130470628000.0,-421130467993000.0,-421130473264000.0,-421130473000000.0,-421130468257000.0,2.0,13888794919600.0,0.125226860254,1.83230531396e-13,0.0078254391352,48,0.249963898917,0.249996504259
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-422006023946000.0,2025725.95909,-422006023946000.0,-422006022514000.0,-422006025379000.0,-422006025236000.0,-422006022657000.0,2.0,4103565661340.0,0.249546279492,1.83230531396e-13,0.0077993382861,36,0.125018050542,0.249996504259
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-425109015275000.0,2864391.10597,-425109015275000.0,-425109013249000.0,-425109017300000.0,-425109017097000.0,-425109013452000.0,2.0,8204736407950.0,0.249546279492,1.83230531396e-13,0.00779801591193,17,0.25,0.124995105963
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-425474302109000.0,5063898.01409,-425474302109000.0,-425474298529000.0,-425474305690000.0,-425474305332000.0,-425474298887000.0,2.0,25643063097100.0,0.125226860254,1.83230531396e-13,0.00391262108568,23,0.249963898917,0.124995105963
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-426349862565000.0,1443350.11826,-426349862565000.0,-426349861545000.0,-426349863586000.0,-426349863484000.0,-426349861647000.0,2.0,2083259563890.0,0.249546279492,1.83230531396e-13,0.00389957098961,11,0.125018050542,0.124995105963
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-620595508504000.0,7601544.53402,-620595508504000.0,-620595503129000.0,-620595513879000.0,-620595513341000.0,-620595503666000.0,2.0,57783479302800.0,0.249546279492,1.83230531396e-13,0.0038997672965,116,0.125018050542,0.125001398296
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-620899335648000.0,530118.660962,-620899335648000.0,-620899335273000.0,-620899336023000.0,-620899335985000.0,-620899335311000.0,2.0,281025794700.0,0.125226860254,1.83230531396e-13,0.003913383159,122,0.25,0.125001398296
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-624939567496000.0,26926.8913928,-624939567496000.0,-624939567477000.0,-624939567515000.0,-624939567513000.0,-624939567479000.0,2.0,725057480.078,0.249546279492,1.83230531396e-13,0.00779955640487,91,0.125018050542,0.250003495741
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-625243398150000.0,4851290.89237,-625243398150000.0,-625243394720000.0,-625243401581000.0,-625243401237000.0,-625243395063000.0,2.0,23535023322300.0,0.125226860254,1.83230531396e-13,0.00782678820604,97,0.25,0.250003495741
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-629283643618000.0,2131280.38451,-629283643618000.0,-629283642111000.0,-629283645125000.0,-629283644974000.0,-629283642262000.0,2.0,4542356077420.0,0.249546279492,1.83230531396e-13,0.00779955640487,66,0.125018050542,0.250003495741
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-629587482549000.0,1926605.58666,-629587482549000.0,-629587481187000.0,-629587483911000.0,-629587483775000.0,-629587481323000.0,2.0,3711809086550.0,0.125226860254,1.83230531396e-13,0.00782678820604,72,0.25,0.250003495741
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-633627709539000.0,2649781.89978,-633627709539000.0,-633627707666000.0,-633627711413000.0,-633627711226000.0,-633627707853000.0,2.0,7021344116400.0,0.249546279492,1.83230531396e-13,0.0077993382861,41,0.125018050542,0.249996504259
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-633931534356000.0,1407.14249456,-633931534356000.0,-633931534355000.0,-633931534357000.0,-633931534357000.0,-633931534356000.0,2.0,1980050.0,0.125226860254,1.83230531396e-13,0.00782656932572,47,0.25,0.249996504259
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-637971547004000.0,5471277.52192,-637971547004000.0,-637971543135000.0,-637971550872000.0,-637971550486000.0,-637971543522000.0,2.0,29934877721800.0,0.249546279492,1.83230531396e-13,0.00389957098961,16,0.125018050542,0.124995105963
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-638275371619000.0,8275143.11584,-638275371619000.0,-638275365768000.0,-638275377471000.0,-638275376885000.0,-638275366353000.0,2.0,68477993587600.0,0.125226860254,1.83230531396e-13,0.00391318616671,22,0.25,0.124995105963
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-833761868460000.0,8819460.48097,-833761868460000.0,-833761862224000.0,-833761874697000.0,-833761874073000.0,-833761862848000.0,2.0,77782883175400.0,0.125226860254,1.83230531396e-13,0.00195697413424,121,0.125018050542,0.125001398296
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-838105928384000.0,2105762.40338,-838105928384000.0,-838105926895000.0,-838105929873000.0,-838105929724000.0,-838105927044000.0,2.0,4434235299500.0,0.125226860254,1.83230531396e-13,0.00391395921408,96,0.125018050542,0.250003495741
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-842450005120000.0,3472075.49174,-842450005120000.0,-842450002665000.0,-842450007575000.0,-842450007330000.0,-842450002911000.0,2.0,12055308220300.0,0.125226860254,1.83230531396e-13,0.00391395921408,71,0.125018050542,0.250003495741
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-846794067616000.0,761743.596344,-846794067616000.0,-846794067078000.0,-846794068155000.0,-846794068101000.0,-846794067132000.0,2.0,580253306571.0,0.125226860254,1.83230531396e-13,0.00391384975812,46,0.125018050542,0.249996504259
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-851137901573000.0,4882389.53699,-851137901573000.0,-851137898120000.0,-851137905025000.0,-851137904680000.0,-851137898465000.0,2.0,23837727590900.0,0.125226860254,1.83230531396e-13,0.00195687562387,21,0.125018050542,0.124995105963
