npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-ft_capacity,ProbabilityWeight-h2_storage_capacity,PointProbability,ProbabilityWeight,prefix,ProbabilityWeight-htse_capacity
522.0,-320.0,-3317.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,203895.0,ref,prairie_island,minnesota,covid,-12401390.3181,589042.909771,-12488447.0903,-11708047.6504,-12920619.4413,-12911458.9452,-11769442.2099,4.0,346971549551.0,0.125026522385,0.250009196248,1.04066742269e-12,0.00779360657253,118,0.24933333333299998
522.0,-320.0,-3317.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,271860.0,ref,prairie_island,minnesota,covid,-35555900.4017,239665.059121,-35619663.1166,-35217453.9033,-35766821.4702,-35752361.5468,-35270171.4556,4.0,57439340563.7,0.125026522385,0.125004598124,1.04066742269e-12,0.00389680328627,123,0.24933333333299998
522.0,-413.0,-3317.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,10.0,ref,prairie_island,minnesota,covid,-62005283.4709,415835.95242800005,-62085560.6055,-61428629.7179,-62421382.9549,-62372515.03,-61525663.9235,4.0,172919539332.0,0.125026522385,0.12498620562799999,1.04066742269e-12,0.0038962299318499997,102,0.24933333333299998
522.0,-413.0,-3317.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,67965.0,ref,prairie_island,minnesota,covid,-62973325.2541,328175.64908400003,-62992321.3589,-62649884.94,-63258773.3586,-63257961.2779,-62662094.6836,4.0,107699256652.0,0.125026522385,0.249990803752,1.04066742269e-12,0.00779303321812,107,0.24933333333299998
522.0,-413.0,-3317.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,135930.0,ref,prairie_island,minnesota,covid,-85298920.2638,202934.754879,-85261512.5525,-85106976.1604,-85565679.7897,-85532029.2178,-85118182.1055,4.0,41182514737.7,0.125026522385,0.250009196248,1.04066742269e-12,0.00779360657253,112,0.24933333333299998
522.0,-413.0,-3317.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,203895.0,ref,prairie_island,minnesota,covid,-108822006.17,554113.5057430001,-108746131.65,-108230603.511,-109565157.871,-109451538.317,-108298698.35200001,4.0,307041777247.0,0.125026522385,0.250009196248,1.04066742269e-12,0.00779360657253,117,0.24933333333299998
522.0,-413.0,-3317.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,271860.0,ref,prairie_island,minnesota,covid,-132396036.412,501852.027554,-132294478.396,-131906619.956,-133088568.89799999,-132982791.24200001,-131951462.802,4.0,251855457560.0,0.125026522385,0.125004598124,1.04066742269e-12,0.00389680328627,122,0.24933333333299998
522.0,-507.0,-3317.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,67965.0,ref,prairie_island,minnesota,covid,-158960672.111,184356.152675,-158981853.731,-158751179.663,-159127801.32,-159124047.709,-158767642.246,4.0,33987191029.1,0.125026522385,0.249990803752,1.04066742269e-12,0.00391735359627,106,0.125333333333
522.0,-507.0,-3317.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,10.0,ref,prairie_island,minnesota,covid,-160350766.066,233218.119309,-160401844.536,-160055311.243,-160544063.95,-160542085.232,-160087937.04299998,4.0,54390691174.2,0.125026522385,0.12498620562799999,1.04066742269e-12,0.00195853269302,101,0.125333333333
522.0,-507.0,-3317.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,135930.0,ref,prairie_island,minnesota,covid,-182181343.596,408538.63908,-182254131.708,-181663572.67200002,-182553538.29400003,-182539276.461,-181721507.373,4.0,166903819621.0,0.125026522385,0.250009196248,1.04066742269e-12,0.00391764180651,111,0.125333333333
522.0,-507.0,-3317.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,203895.0,ref,prairie_island,minnesota,covid,-205724254.13599998,596128.519162,-205648251.001,-205204400.283,-206396114.258,-206345133.17299998,-205209779.48700002,4.0,355369211358.0,0.125026522385,0.250009196248,1.04066742269e-12,0.00391764180651,116,0.125333333333
522.0,-507.0,-3317.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,271860.0,ref,prairie_island,minnesota,covid,-229304972.933,662366.5509350001,-229145001.993,-228686161.4,-230243726.344,-230081957.29400003,-228751947.88599998,4.0,438729447797.0,0.125026522385,0.125004598124,1.04066742269e-12,0.0019588209032600002,121,0.125333333333
