npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight,ProbabilityWeight-htse_capacity,ProbabilityWeight-meoh_capacity,PointProbability
894.0,-718.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-231817093399000.0,814783.013088,-231817093399000.0,-231817092823000.0,-231817093975000.0,-231817093917000.0,-231817092880000.0,2.0,663871358416.0,31,0.249995200952,0.00781280028334,0.25,0.125007204196,1.74117872884e-13
894.0,-718.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-231817143309000.0,161983.97724,-231817143309000.0,-231817143194000.0,-231817143424000.0,-231817143412000.0,-231817143206000.0,2.0,26238808882.5,56,0.250005865503,0.00781313356976,0.25,0.125007204196,1.74117872884e-13
894.0,-718.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-231817195846000.0,870102.805007,-231817195846000.0,-231817195231000.0,-231817196462000.0,-231817196400000.0,-231817195293000.0,2.0,757078891281.0,81,0.250004799048,0.00781310024112,0.25,0.125007204196,1.74117872884e-13
894.0,-718.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-231817249991000.0,2661004.87764,-231817249991000.0,-231817248109000.0,-231817251872000.0,-231817251684000.0,-231817248297000.0,2.0,7080946958830.0,106,0.125002399524,0.00390655012056,0.25,0.125007204196,1.74117872884e-13
894.0,-541.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-238298638524000.0,6482146.43824,-238298638524000.0,-238298633941000.0,-238298643108000.0,-238298642649000.0,-238298634399000.0,2.0,42018222446800.0,12,0.124991734973,0.00781243366828,0.25,0.250014408391,1.74117872884e-13
894.0,-541.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-238298690373000.0,2272992.51632,-238298690373000.0,-238298688766000.0,-238298691981000.0,-238298691820000.0,-238298688927000.0,2.0,5166494979240.0,37,0.249995200952,0.0156256005667,0.25,0.250014408391,1.74117872884e-13
894.0,-541.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-238298744231000.0,4272816.20384,-238298744231000.0,-238298741210000.0,-238298747252000.0,-238298746950000.0,-238298741512000.0,2.0,18256958311800.0,62,0.250005865503,0.0156262671395,0.25,0.250014408391,1.74117872884e-13
894.0,-541.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-238298797926000.0,2758520.29446,-238298797926000.0,-238298795976000.0,-238298799877000.0,-238298799682000.0,-238298796171000.0,2.0,7609434214920.0,87,0.250004799048,0.0156262004822,0.25,0.250014408391,1.74117872884e-13
894.0,-541.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-238298848132000.0,481728.780664,-238298848132000.0,-238298847791000.0,-238298848473000.0,-238298848439000.0,-238298847826000.0,2.0,232062618120.0,112,0.125002399524,0.00781310024112,0.25,0.250014408391,1.74117872884e-13
894.0,-365.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-243299634731000.0,3161473.91045,-243299634731000.0,-243299632496000.0,-243299636967000.0,-243299636743000.0,-243299632719000.0,2.0,9994917286470.0,18,0.124991734973,0.00781153320336,0.25,0.249985591609,1.74117872884e-13
894.0,-365.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-243299696268000.0,4151810.74395,-243299696268000.0,-243299693332000.0,-243299699203000.0,-243299698910000.0,-243299693625000.0,2.0,17237532453600.0,43,0.249995200952,0.0156237995523,0.25,0.249985591609,1.74117872884e-13
894.0,-365.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-243299742090000.0,438338.366279,-243299742090000.0,-243299741780000.0,-243299742400000.0,-243299742369000.0,-243299741811000.0,2.0,192140523352.0,68,0.250005865503,0.0156244660483,0.25,0.249985591609,1.74117872884e-13
894.0,-365.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-243299798040000.0,2201749.49728,-243299798040000.0,-243299796483000.0,-243299799597000.0,-243299799441000.0,-243299796639000.0,2.0,4847700848770.0,93,0.250004799048,0.0156243993987,0.25,0.249985591609,1.74117872884e-13
894.0,-365.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-243299853244000.0,5833246.63225,-243299853244000.0,-243299849119000.0,-243299857368000.0,-243299856956000.0,-243299849531000.0,2.0,34026766272700.0,118,0.125002399524,0.00781219969937,0.25,0.249985591609,1.74117872884e-13
894.0,-188.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-249840132804000.0,6021491.25162,-249840132804000.0,-249840128546000.0,-249840137061000.0,-249840136636000.0,-249840128972000.0,2.0,36258356893300.0,24,0.124991734973,0.0039168310963,0.125354107649,0.249985591609,1.74117872884e-13
894.0,-188.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-249840178021000.0,3045722.27604,-249840178021000.0,-249840175867000.0,-249840180175000.0,-249840179959000.0,-249840176083000.0,2.0,9276424182780.0,49,0.249995200952,0.00783402980386,0.125354107649,0.249985591609,1.74117872884e-13
894.0,-188.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-249840233510000.0,11870209.7338,-249840233510000.0,-249840225117000.0,-249840241904000.0,-249840241064000.0,-249840225956000.0,2.0,140901879124000.0,74,0.250005865503,0.00783436399591,0.125354107649,0.249985591609,1.74117872884e-13
894.0,-188.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-249840288546000.0,11625454.3558,-249840288546000.0,-249840280326000.0,-249840296766000.0,-249840295944000.0,-249840281148000.0,2.0,135151188979000.0,99,0.250004799048,0.00783433057671,0.125354107649,0.249985591609,1.74117872884e-13
894.0,-188.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-249840334905000.0,9510930.94361,-249840334905000.0,-249840328179000.0,-249840341630000.0,-249840340957000.0,-249840328852000.0,2.0,90457807414200.0,124,0.125002399524,0.00391716528835,0.125354107649,0.249985591609,1.74117872884e-13
894.0,-541.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-493881058208000.0,1485201.0728,-493881058208000.0,-493881057157000.0,-493881059258000.0,-493881059153000.0,-493881057262000.0,2.0,2205822226640.0,11,0.124991734973,0.00390621683414,0.25,0.125007204196,1.74117872884e-13
894.0,-541.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-493881110538000.0,2693633.34779,-493881110538000.0,-493881108633000.0,-493881112442000.0,-493881112252000.0,-493881108823000.0,2.0,7255660612310.0,36,0.249995200952,0.00781280028334,0.25,0.125007204196,1.74117872884e-13
894.0,-541.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-493881160370000.0,1983081.89592,-493881160370000.0,-493881158968000.0,-493881161772000.0,-493881161632000.0,-493881159108000.0,2.0,3932613805910.0,61,0.250005865503,0.00781313356976,0.25,0.125007204196,1.74117872884e-13
894.0,-541.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-493881212787000.0,2245913.66326,-493881212787000.0,-493881211199000.0,-493881214375000.0,-493881214217000.0,-493881211358000.0,2.0,5044128182810.0,86,0.250004799048,0.00781310024112,0.25,0.125007204196,1.74117872884e-13
894.0,-541.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-493881272956000.0,2956317.55078,-493881272956000.0,-493881270865000.0,-493881275046000.0,-493881274837000.0,-493881271074000.0,2.0,8739813461070.0,111,0.125002399524,0.00390655012056,0.25,0.125007204196,1.74117872884e-13
894.0,-365.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-498882069026000.0,1925331.73379,-498882069026000.0,-498882067664000.0,-498882070387000.0,-498882070251000.0,-498882067800000.0,2.0,3706902285160.0,17,0.124991734973,0.00781243366828,0.25,0.250014408391,1.74117872884e-13
894.0,-365.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-498882117324000.0,7772193.70712,-498882117324000.0,-498882111828000.0,-498882122819000.0,-498882122270000.0,-498882112378000.0,2.0,60406995021000.0,42,0.249995200952,0.0156256005667,0.25,0.250014408391,1.74117872884e-13
894.0,-365.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-498882173285000.0,16140961.1637,-498882173285000.0,-498882161872000.0,-498882184699000.0,-498882183557000.0,-498882163013000.0,2.0,260530627289000.0,67,0.250005865503,0.0156262671395,0.25,0.250014408391,1.74117872884e-13
894.0,-365.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-498882228050000.0,1424233.44224,-498882228050000.0,-498882227043000.0,-498882229057000.0,-498882228956000.0,-498882227143000.0,2.0,2028440897990.0,92,0.250004799048,0.0156262004822,0.25,0.250014408391,1.74117872884e-13
894.0,-365.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-498882283005000.0,5848731.91721,-498882283005000.0,-498882278870000.0,-498882287141000.0,-498882286727000.0,-498882279283000.0,2.0,34207665039400.0,117,0.125002399524,0.00781310024112,0.25,0.250014408391,1.74117872884e-13
894.0,-188.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-505363638127000.0,2463914.15357,-505363638127000.0,-505363636385000.0,-505363639870000.0,-505363639695000.0,-505363636559000.0,2.0,6070872956160.0,23,0.124991734973,0.0039168310963,0.125354107649,0.249985591609,1.74117872884e-13
894.0,-188.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-505363705410000.0,7471700.06259,-505363705410000.0,-505363700126000.0,-505363710693000.0,-505363710165000.0,-505363700655000.0,2.0,55826301825300.0,48,0.249995200952,0.00783402980386,0.125354107649,0.249985591609,1.74117872884e-13
894.0,-188.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-505363759697000.0,5039863.80815,-505363759697000.0,-505363756133000.0,-505363763260000.0,-505363762904000.0,-505363756489000.0,2.0,25400227204700.0,73,0.250005865503,0.00783436399591,0.125354107649,0.249985591609,1.74117872884e-13
894.0,-188.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-505363801915000.0,8498550.94009,-505363801915000.0,-505363795906000.0,-505363807925000.0,-505363807324000.0,-505363796507000.0,2.0,72225368081400.0,98,0.250004799048,0.00783433057671,0.125354107649,0.249985591609,1.74117872884e-13
894.0,-188.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-505363867728000.0,7603304.92055,-505363867728000.0,-505363862352000.0,-505363873105000.0,-505363872567000.0,-505363862890000.0,2.0,57810245714900.0,123,0.125002399524,0.00391716528835,0.125354107649,0.249985591609,1.74117872884e-13
894.0,-365.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-754464481891000.0,2075708.24386,-754464481891000.0,-754464480423000.0,-754464483359000.0,-754464483212000.0,-754464480570000.0,2.0,4308564713640.0,16,0.124991734973,0.00390621683414,0.25,0.125007204196,1.74117872884e-13
894.0,-365.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-754464538205000.0,4872614.66962,-754464538205000.0,-754464534759000.0,-754464541650000.0,-754464541306000.0,-754464535104000.0,2.0,23742373718600.0,41,0.249995200952,0.00781280028334,0.25,0.125007204196,1.74117872884e-13
894.0,-365.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-754464585985000.0,1651543.1701,-754464585985000.0,-754464584817000.0,-754464587153000.0,-754464587036000.0,-754464584934000.0,2.0,2727594842700.0,66,0.250005865503,0.00781313356976,0.25,0.125007204196,1.74117872884e-13
894.0,-365.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-754464639030000.0,2852989.98139,-754464639030000.0,-754464637013000.0,-754464641048000.0,-754464640846000.0,-754464637215000.0,2.0,8139551833930.0,91,0.250004799048,0.00781310024112,0.25,0.125007204196,1.74117872884e-13
894.0,-365.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-754464702934000.0,855770.767019,-754464702934000.0,-754464702329000.0,-754464703539000.0,-754464703478000.0,-754464702389000.0,2.0,732343605683.0,116,0.125002399524,0.00390655012056,0.25,0.125007204196,1.74117872884e-13
894.0,-188.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-760946073908000.0,8219436.27135,-760946073908000.0,-760946068096000.0,-760946079720000.0,-760946079138000.0,-760946068677000.0,2.0,67559132618700.0,22,0.124991734973,0.00391728260421,0.125354107649,0.250014408391,1.74117872884e-13
894.0,-188.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-760946140925000.0,870364.743875,-760946140925000.0,-760946140309000.0,-760946141540000.0,-760946141479000.0,-760946140371000.0,2.0,757534787381.0,47,0.249995200952,0.00783493286205,0.125354107649,0.250014408391,1.74117872884e-13
894.0,-188.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-760946192053000.0,2285987.21651,-760946192053000.0,-760946190437000.0,-760946193670000.0,-760946193508000.0,-760946190598000.0,2.0,5225737554050.0,72,0.250005865503,0.00783526709262,0.125354107649,0.250014408391,1.74117872884e-13
894.0,-188.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-760946232285000.0,4085229.34846,-760946232285000.0,-760946229396000.0,-760946235174000.0,-760946234885000.0,-760946229685000.0,2.0,16689098829500.0,97,0.250004799048,0.00783523366957,0.125354107649,0.250014408391,1.74117872884e-13
894.0,-188.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-760946292518000.0,14158457.3276,-760946292518000.0,-760946282506000.0,-760946302529000.0,-760946301528000.0,-760946283507000.0,2.0,200461913898000.0,122,0.125002399524,0.00391761683478,0.125354107649,0.250014408391,1.74117872884e-13
894.0,-188.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1016528499570000.0,4256285.5499,-1016528499570000.0,-1016528496560000.0,-1016528502580000.0,-1016528502280000.0,-1016528496860000.0,2.0,18115966682300.0,21,0.124991734973,0.0019586413021,0.125354107649,0.125007204196,1.74117872884e-13
894.0,-188.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1016528558800000.0,7962354.69635,-1016528558800000.0,-1016528553170000.0,-1016528564430000.0,-1016528563870000.0,-1016528553740000.0,2.0,63399092310400.0,46,0.249995200952,0.00391746643102,0.125354107649,0.125007204196,1.74117872884e-13
894.0,-188.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1016528606880000.0,1321154.95121,-1016528606880000.0,-1016528605950000.0,-1016528607820000.0,-1016528607720000.0,-1016528606040000.0,2.0,1745450405110.0,71,0.250005865503,0.00391763354631,0.125354107649,0.125007204196,1.74117872884e-13
894.0,-188.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1016528658880000.0,11344711.861,-1016528658880000.0,-1016528650860000.0,-1016528666900000.0,-1016528666100000.0,-1016528651660000.0,2.0,128702487208000.0,96,0.250004799048,0.00391761683478,0.125354107649,0.125007204196,1.74117872884e-13
894.0,-188.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1016528713340000.0,6911059.35839,-1016528713340000.0,-1016528708460000.0,-1016528718230000.0,-1016528717740000.0,-1016528708950000.0,2.0,47762741455200.0,121,0.125002399524,0.00195880841739,0.125354107649,0.125007204196,1.74117872884e-13
