npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity,prefix,ProbabilityWeight-ft_capacity,ProbabilityWeight
1193.0,-985.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1091492660.22,13177435.7766,1091795983.13,1107197791.23,1075180883.4,1077372675.7,1105187992.67,4.0,173644813647000.0,5.88667788813e-14,0.125,0.249997869776,106,0.125,0.00390621671525
1193.0,-785.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,792178.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1065878055.62,15479470.0336,1064642425.34,1082494612.32,1051732759.48,1052027449.07,1081458544.56,4.0,239613992520000.0,5.88667788813e-14,0.25,0.250002130224,117,0.125,0.0078125665695
1193.0,-985.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,984130315.989,9298490.72779,982375500.96,996853496.443,974916765.593,975766030.32,994951342.699,4.0,86461929814800.0,5.88667788813e-14,0.125,0.250002603607,111,0.125,0.00390629068136
1193.0,-785.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1056237.0,1e+200,-1e+200,ref,braidwood,illinois,covid,960946331.62,12127941.7768,962999237.484,973343588.536,944443262.975,946950300.353,972068294.677,4.0,147086971740000.0,5.88667788813e-14,0.25,0.125001065112,122,0.125,0.00390628328475
1193.0,-985.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,792178.0,1e+200,-1e+200,ref,braidwood,illinois,covid,874194220.511,12282235.2159,875091209.378,885205995.854,861388467.435,862078531.712,885054124.897,4.0,150853301898000.0,5.88667788813e-14,0.125,0.250002130224,116,0.125,0.00390628328475
1193.0,-985.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1056237.0,1e+200,-1e+200,ref,braidwood,illinois,covid,771524683.277,11354744.9927,775093908.888,780566910.838,755344004.493,757859805.95,780192644.748,4.0,128930233850000.0,5.88667788813e-14,0.125,0.125001065112,121,0.125,0.00195314164237
1193.0,-985.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-151950292312.0,1304734.37998,-151950061238.0,-151948993528.0,-151952053245.0,-151951803336.0,-151949104793.0,4.0,1702331802310.0,5.88667788813e-14,0.125,0.124996331281,1,0.125,0.00195306767627
1193.0,-785.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-152161692913.0,2080312.04795,-152162217959.0,-152158739151.0,-152163596582.0,-152163420361.0,-152159230399.0,4.0,4327698216830.0,5.88667788813e-14,0.25,0.124996331281,27,0.25,0.00781227070507
1193.0,-585.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-152363140656.0,2760165.88244,-152363071962.0,-152359863707.0,-152366554995.0,-152366103692.0,-152360273794.0,4.0,7618515698580.0,5.88667788813e-14,0.25,0.124996331281,53,0.25,0.00781227070507
1193.0,-385.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-152544982780.0,9088720.29436,-152541260082.0,-152538909142.0,-152558501812.0,-152555986247.0,-152539191089.0,4.0,82604836589100.0,5.88667788813e-14,0.25,0.124996331281,79,0.25,0.00781227070507
1193.0,-185.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-152731706803.0,10900925.7709,-152733917649.0,-152716557682.0,-152742434232.0,-152741311952.0,-152719006470.0,4.0,118830182663000.0,5.88667788813e-14,0.125,0.124996331281,105,0.125,0.00195306767627
1193.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1056237.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-242113595125000.0,3227716.57705,-242113595347000.0,-242113591578000.0,-242113598227000.0,-242113598113000.0,-242113591826000.0,4.0,10418154301800.0,5.88667788813e-14,0.25,0.125001065112,22,0.125,0.00390628328475
1193.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1056237.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-242113799024000.0,9919234.08279,-242113795793000.0,-242113791338000.0,-242113813173000.0,-242113810977000.0,-242113791595000.0,4.0,98391204789200.0,5.88667788813e-14,0.25,0.125001065112,48,0.25,0.0078125665695
1193.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1056237.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-242114004088000.0,6428297.23338,-242114005750000.0,-242113995021000.0,-242114009829000.0,-242114009409000.0,-242113996438000.0,4.0,41323005320600.0,5.88667788813e-14,0.25,0.125001065112,74,0.25,0.0078125665695
1193.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1056237.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-242114185288000.0,6502725.30739,-242114183376000.0,-242114179802000.0,-242114194597000.0,-242114193091000.0,-242114180161000.0,4.0,42285436423400.0,5.88667788813e-14,0.125,0.125001065112,100,0.25,0.00390628328475
1193.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,792178.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-247593713169000.0,2436309.45607,-247593712922000.0,-247593710456000.0,-247593716376000.0,-247593715879000.0,-247593710806000.0,4.0,5935603765760.0,5.88667788813e-14,0.25,0.250002130224,17,0.125,0.0078125665695
1193.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,792178.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-247593921859000.0,6205603.8719,-247593922022000.0,-247593915016000.0,-247593928375000.0,-247593927965000.0,-247593915524000.0,4.0,38509519414900.0,5.88667788813e-14,0.25,0.250002130224,43,0.25,0.015625133139
1193.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,792178.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-247594119214000.0,9484025.21667,-247594119314000.0,-247594109490000.0,-247594128740000.0,-247594128301000.0,-247594109989000.0,4.0,89946734310400.0,5.88667788813e-14,0.25,0.250002130224,69,0.25,0.015625133139
1193.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,792178.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-247594298661000.0,6147241.03955,-247594300555000.0,-247594289786000.0,-247594303748000.0,-247594303401000.0,-247594291270000.0,4.0,37788572398300.0,5.88667788813e-14,0.125,0.250002130224,95,0.25,0.0078125665695
1193.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-253073836429000.0,5586011.19713,-253073836189000.0,-253073829839000.0,-253073843500000.0,-253073842431000.0,-253073830764000.0,4.0,31203521094500.0,5.88667788813e-14,0.25,0.250002603607,12,0.125,0.00781258136272
1193.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-253074037928000.0,7391715.70699,-253074035552000.0,-253074031924000.0,-253074048682000.0,-253074046815000.0,-253074032367000.0,4.0,54637461093000.0,5.88667788813e-14,0.25,0.250002603607,38,0.25,0.0156251627254
1193.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-253074240070000.0,4964260.86426,-253074240035000.0,-253074234033000.0,-253074246176000.0,-253074245303000.0,-253074234885000.0,4.0,24643885928400.0,5.88667788813e-14,0.25,0.250002603607,64,0.25,0.0156251627254
1193.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-253074425018000.0,19795870.708,-253074423753000.0,-253074403145000.0,-253074449421000.0,-253074446623000.0,-253074405183000.0,4.0,391876497089000.0,5.88667788813e-14,0.125,0.250002603607,90,0.25,0.00781258136272
1193.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-258553978896000.0,5058654.46387,-258553979078000.0,-258553972866000.0,-258553984560000.0,-258553984043000.0,-258553973493000.0,4.0,25589984984800.0,5.88667788813e-14,0.25,0.249997869776,7,0.125,0.0078124334305
1193.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-258554180689000.0,8657570.33945,-258554179830000.0,-258554172747000.0,-258554190349000.0,-258554189639000.0,-258554172941000.0,4.0,74953524182600.0,5.88667788813e-14,0.25,0.249997869776,33,0.25,0.015624866861
1193.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-258554383921000.0,7766615.9064,-258554384903000.0,-258554374708000.0,-258554391171000.0,-258554390914000.0,-258554375553000.0,4.0,60320322637600.0,5.88667788813e-14,0.25,0.249997869776,59,0.25,0.015624866861
1193.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-258554568256000.0,8124915.3094,-258554568219000.0,-258554560447000.0,-258554576138000.0,-258554575868000.0,-258554560695000.0,4.0,66014248784900.0,5.88667788813e-14,0.125,0.249997869776,85,0.25,0.0078124334305
1193.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264033889250000.0,2897042.54725,-264033889928000.0,-264033885216000.0,-264033891926000.0,-264033891723000.0,-264033885827000.0,4.0,8392855520550.0,5.88667788813e-14,0.25,0.124996331281,2,0.125,0.00390613535253
1193.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264034096573000.0,6561936.42527,-264034095793000.0,-264034089588000.0,-264034105118000.0,-264034103982000.0,-264034090256000.0,4.0,43059009649300.0,5.88667788813e-14,0.25,0.124996331281,28,0.25,0.00781227070507
1193.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264034297175000.0,11488452.6413,-264034297104000.0,-264034285112000.0,-264034309380000.0,-264034308607000.0,-264034285843000.0,4.0,131984544092000.0,5.88667788813e-14,0.25,0.124996331281,54,0.25,0.00781227070507
1193.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264034485499000.0,13781797.0459,-264034491774000.0,-264034464885000.0,-264034493563000.0,-264034493406000.0,-264034468807000.0,4.0,189937929813000.0,5.88667788813e-14,0.125,0.124996331281,80,0.25,0.00390613535253
1193.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1056237.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-505995536955000.0,7729181.12863,-505995536076000.0,-505995529612000.0,-505995546058000.0,-505995545239000.0,-505995529904000.0,4.0,59740240919100.0,5.88667788813e-14,0.25,0.125001065112,23,0.125,0.00390628328475
1193.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1056237.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-505995737784000.0,10214035.8335,-505995734428000.0,-505995729592000.0,-505995752687000.0,-505995750067000.0,-505995730199000.0,4.0,104326528009000.0,5.88667788813e-14,0.25,0.125001065112,49,0.25,0.0078125665695
1193.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1056237.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-505995922347000.0,12401461.5548,-505995920977000.0,-505995909983000.0,-505995937451000.0,-505995935909000.0,-505995910704000.0,4.0,153796248694000.0,5.88667788813e-14,0.125,0.125001065112,75,0.25,0.00390628328475
1193.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,792178.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-511475657564000.0,1888019.00826,-511475657253000.0,-511475655628000.0,-511475660122000.0,-511475659740000.0,-511475655823000.0,4.0,3564615775560.0,5.88667788813e-14,0.25,0.250002130224,18,0.125,0.0078125665695
1193.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,792178.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-511475867551000.0,5431580.52987,-511475866923000.0,-511475862326000.0,-511475874033000.0,-511475873422000.0,-511475862561000.0,4.0,29502067052500.0,5.88667788813e-14,0.25,0.250002130224,44,0.25,0.015625133139
1193.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,792178.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-511476048898000.0,16671745.254,-511476049034000.0,-511476033342000.0,-511476064181000.0,-511476063916000.0,-511476033688000.0,4.0,277947089813000.0,5.88667788813e-14,0.125,0.250002130224,70,0.25,0.0078125665695
1193.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-516955773449000.0,8889424.00168,-516955772107000.0,-516955764309000.0,-516955785272000.0,-516955783635000.0,-516955765141000.0,4.0,79021859081700.0,5.88667788813e-14,0.25,0.250002603607,13,0.125,0.00781258136272
1193.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-516955973920000.0,6806345.92781,-516955972524000.0,-516955968312000.0,-516955982318000.0,-516955981459000.0,-516955968334000.0,4.0,46326344889000.0,5.88667788813e-14,0.25,0.250002603607,39,0.25,0.0156251627254
1193.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-516956164628000.0,11219188.0196,-516956163508000.0,-516956154975000.0,-516956176521000.0,-516956175826000.0,-516956154998000.0,4.0,125870179818000.0,5.88667788813e-14,0.125,0.250002603607,65,0.25,0.00781258136272
1193.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-522435923510000.0,4468787.32781,-522435923154000.0,-522435918668000.0,-522435929065000.0,-522435928424000.0,-522435919095000.0,4.0,19970060181200.0,5.88667788813e-14,0.25,0.249997869776,8,0.125,0.0078124334305
1193.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-522436115331000.0,7960346.11914,-522436114643000.0,-522436107688000.0,-522436124348000.0,-522436123638000.0,-522436107986000.0,4.0,63367110336400.0,5.88667788813e-14,0.25,0.249997869776,34,0.25,0.015624866861
1193.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-522436322087000.0,15372972.9365,-522436324592000.0,-522436301095000.0,-522436338069000.0,-522436336112000.0,-522436304555000.0,4.0,236328296907000.0,5.88667788813e-14,0.125,0.249997869776,60,0.25,0.0078124334305
1193.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527915834881000.0,4938974.59772,-527915835356000.0,-527915829660000.0,-527915839154000.0,-527915839138000.0,-527915829961000.0,4.0,24393470077000.0,5.88667788813e-14,0.25,0.124996331281,3,0.125,0.00390613535253
1193.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527916037056000.0,6124184.67486,-527916039551000.0,-527916027963000.0,-527916041157000.0,-527916040996000.0,-527916029621000.0,4.0,37505637931800.0,5.88667788813e-14,0.25,0.124996331281,29,0.25,0.00781227070507
1193.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527916232624000.0,6979400.9051,-527916231965000.0,-527916224892000.0,-527916241675000.0,-527916240419000.0,-527916225753000.0,4.0,48712036994100.0,5.88667788813e-14,0.125,0.124996331281,55,0.25,0.00390613535253
1193.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1056237.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-769877476494000.0,4655214.12029,-769877476850000.0,-769877471121000.0,-769877481153000.0,-769877480907000.0,-769877471581000.0,4.0,21671018505700.0,5.88667788813e-14,0.25,0.125001065112,24,0.125,0.00390628328475
1193.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1056237.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-769877672695000.0,6363492.58091,-769877672213000.0,-769877665499000.0,-769877680855000.0,-769877679732000.0,-769877666334000.0,4.0,40494037827300.0,5.88667788813e-14,0.125,0.125001065112,50,0.25,0.00390628328475
1193.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,792178.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-775357591685000.0,11683486.2132,-775357594895000.0,-775357575718000.0,-775357601229000.0,-775357600974000.0,-775357577900000.0,4.0,136503850095000.0,5.88667788813e-14,0.25,0.250002130224,19,0.125,0.0078125665695
1193.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,792178.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-775357793286000.0,12330782.515,-775357793588000.0,-775357778083000.0,-775357807887000.0,-775357806104000.0,-775357780047000.0,4.0,152048197433000.0,5.88667788813e-14,0.125,0.250002130224,45,0.25,0.0078125665695
1193.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-780837717973000.0,6321300.97613,-780837716979000.0,-780837711385000.0,-780837726548000.0,-780837725217000.0,-780837712120000.0,4.0,39958846030800.0,5.88667788813e-14,0.25,0.250002603607,14,0.125,0.00781258136272
1193.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-780837908430000.0,13933169.6298,-780837906421000.0,-780837895170000.0,-780837925707000.0,-780837923875000.0,-780837895797000.0,4.0,194133215931000.0,5.88667788813e-14,0.125,0.250002603607,40,0.25,0.00781258136272
1193.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-786317853289000.0,13945686.5566,-786317855556000.0,-786317834822000.0,-786317867222000.0,-786317866126000.0,-786317837278000.0,4.0,194482173535000.0,5.88667788813e-14,0.25,0.249997869776,9,0.125,0.0078124334305
1193.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-786318051172000.0,14760729.9041,-786318049635000.0,-786318037754000.0,-786318067663000.0,-786318066448000.0,-786318038048000.0,4.0,217879147300000.0,5.88667788813e-14,0.125,0.249997869776,35,0.25,0.0078124334305
1193.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-791797767964000.0,9862653.78766,-791797768247000.0,-791797756155000.0,-791797779209000.0,-791797778103000.0,-791797757430000.0,4.0,97271939735200.0,5.88667788813e-14,0.25,0.124996331281,4,0.125,0.00390613535253
1193.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-791797974639000.0,8698046.67003,-791797975079000.0,-791797964210000.0,-791797984188000.0,-791797983369000.0,-791797965293000.0,4.0,75656015874000.0,5.88667788813e-14,0.125,0.124996331281,30,0.25,0.00390613535253
1193.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1056237.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1033759404500000.0,19088498.1654,-1033759404230000.0,-1033759386240000.0,-1033759423300000.0,-1033759422570000.0,-1033759386800000.0,4.0,364370762211000.0,5.88667788813e-14,0.125,0.125001065112,25,0.125,0.00195314164237
1193.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,792178.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1039239538120000.0,6594100.64037,-1039239539470000.0,-1039239529300000.0,-1039239544270000.0,-1039239543900000.0,-1039239530470000.0,4.0,43482163255400.0,5.88667788813e-14,0.125,0.250002130224,20,0.125,0.00390628328475
1193.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1044719654860000.0,5326762.1015,-1044719652480000.0,-1044719651660000.0,-1044719662820000.0,-1044719661320000.0,-1044719651740000.0,4.0,28374394486000.0,5.88667788813e-14,0.125,0.250002603607,15,0.125,0.00390629068136
1193.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1050199782480000.0,9859344.39888,-1050199783050000.0,-1050199769880000.0,-1050199793940000.0,-1050199792410000.0,-1050199771760000.0,4.0,97206671975800.0,5.88667788813e-14,0.125,0.249997869776,10,0.125,0.00390621671525
1193.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1055679699130000.0,11308518.2918,-1055679697280000.0,-1055679688180000.0,-1055679713800000.0,-1055679712000000.0,-1055679688860000.0,4.0,127882585956000.0,5.88667788813e-14,0.125,0.124996331281,5,0.125,0.00195306767627
