smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,PointProbability,prefix,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-ft_capacity
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1688538573.53,20941074.1927,-1689648467.59,-1661970876.75,-1712886482.18,-1709804094.08,-1665719201.28,4.0,438528588346000.0,0.00391307159924,4.95258127397e-14,111,0.125226860254,0.250000944804,0.124990974078
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1721033087.65,28708685.3106,-1714503387.29,-1696383001.44,-1758742574.59,-1754112605.69,-1697095150.12,4.0,824188612266000.0,0.00779778760718,4.95258127397e-14,118,0.249546279492,0.250000944804,0.124990974078
720.0,-154.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1730718400.51,22962851.7292,-1734061471.29,-1699703804.64,-1755046854.83,-1752153309.19,-1704603192.75,4.0,527292559536000.0,0.00195653727845,4.95258127397e-14,125,0.125226860254,0.125000566882,0.124990974078
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1781507737.27,18254842.5905,-1779647896.85,-1761189091.78,-1805546063.6,-1801815457.06,-1763803794.06,4.0,333239278005000.0,0.00779779350107,4.95258127397e-14,97,0.249546279492,0.125000566882,0.249981948155
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1868222254.1,14868017.6388,-1867414473.89,-1852428291.49,-1885631777.12,-1884008208.65,-1853567191.84,4.0,221057948507000.0,0.00779778760718,4.95258127397e-14,117,0.249546279492,0.250000944804,0.124990974078
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1877423446.98,19013457.2222,-1869563108.12,-1865113474.22,-1905454097.48,-1900586937.39,-1865264430.99,4.0,361511555541000.0,0.0039130745569,4.95258127397e-14,124,0.250453720508,0.125000566882,0.124990974078
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1932535784.85,12814192.8314,-1929622014.31,-1920770528.09,-1950128582.68,-1947610858.39,-1921539990.05,4.0,164203537919000.0,0.0039130745569,4.95258127397e-14,96,0.125226860254,0.125000566882,0.249981948155
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2036833115.47,13114915.1957,-2032813260.59,-2025855834.01,-2055850106.67,-2052526113.28,-2026767914.47,4.0,172001000591000.0,0.00391307159924,4.95258127397e-14,116,0.125226860254,0.250000944804,0.124990974078
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2082839116.71,31475318.3391,-2075936227.12,-2053079974.83,-2126404037.75,-2119858259.38,-2055484019.45,4.0,990695664550000.0,0.00389889675053,4.95258127397e-14,123,0.249546279492,0.125000566882,0.124990974078
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2243395805.23,17556587.1869,-2241969342.86,-2223414770.53,-2266229764.68,-2262592273.36,-2226196384.43,4.0,308233753650000.0,0.00389889675053,4.95258127397e-14,122,0.249546279492,0.125000566882,0.124990974078
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2441437106.42,23548553.6716,-2432592604.1,-2424652186.61,-2475911030.86,-2470058159.56,-2425198356.53,4.0,554534380024000.0,0.00195653727845,4.95258127397e-14,121,0.125226860254,0.125000566882,0.124990974078
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-148429320994.0,2103.24337509,-148429320818.0,-148429319139.0,-148429323201.0,-148429323078.0,-148429319156.0,4.0,4423632.69485,0.00195650474422,4.95258127397e-14,1,0.125226860254,0.124998488314,0.124990974078
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-526423446918.0,4203086.60088,-526423482624.0,-526418458214.0,-526428364211.0,-526427842196.0,-526419001653.0,4.0,17665936974500.0,0.00779879001474,4.95258127397e-14,27,0.249546279492,0.124998488314,0.250018051845
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-152943158975000.0,13053256.9892,-152943157898000.0,-152943146778000.0,-152943173327000.0,-152943172329000.0,-152943147130000.0,4.0,170387518025000.0,0.00779891969886,4.95258127397e-14,48,0.249546279492,0.125000566882,0.250018051845
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-153257547679000.0,11666991.1916,-153257547120000.0,-153257536562000.0,-153257559914000.0,-153257559225000.0,-153257536916000.0,4.0,136118683464000.0,0.00782727940685,4.95258127397e-14,74,0.250453720508,0.125000566882,0.250018051845
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-153635520375000.0,31292511.0316,-153635509157000.0,-153635496984000.0,-153635566204000.0,-153635558305000.0,-153635498151000.0,4.0,979221246664000.0,0.0039130745569,4.95258127397e-14,100,0.125226860254,0.125000566882,0.249981948155
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-154163167263000.0,8926505.53789,-154163165224000.0,-154163159986000.0,-154163178617000.0,-154163177349000.0,-154163160030000.0,4.0,79682501117900.0,0.00389889675053,4.95258127397e-14,22,0.249546279492,0.125000566882,0.124990974078
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-169570611180000.0,3395947.95766,-169570610589000.0,-169570607740000.0,-169570615801000.0,-169570615109000.0,-169570608078000.0,4.0,11532462531200.0,0.0155978276082,4.95258127397e-14,43,0.249546279492,0.250000944804,0.250018051845
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-169885002683000.0,7572684.84985,-169885001149000.0,-169884995325000.0,-169885013108000.0,-169885011539000.0,-169884995973000.0,4.0,57345555835200.0,0.0156545469814,4.95258127397e-14,69,0.250453720508,0.250000944804,0.250018051845
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-170263002021000.0,33314222.7268,-170262994793000.0,-170262970978000.0,-170263047519000.0,-170263041077000.0,-170262973083000.0,4.0,1109837435890000.0,0.00782614319848,4.95258127397e-14,95,0.125226860254,0.250000944804,0.249981948155
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-170790632130000.0,7012109.58958,-170790629930000.0,-170790626890000.0,-170790641771000.0,-170790640438000.0,-170790626903000.0,4.0,49169680896300.0,0.00779778760718,4.95258127397e-14,17,0.249546279492,0.250000944804,0.124990974078
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-186198063304000.0,23052568.7766,-186198054031000.0,-186198047574000.0,-186198097580000.0,-186198091062000.0,-186198048528000.0,4.0,531420927199000.0,0.0155978276082,4.95258127397e-14,38,0.249546279492,0.250000944804,0.250018051845
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-186512446365000.0,10618955.0415,-186512446554000.0,-186512434800000.0,-186512457551000.0,-186512456846000.0,-186512435619000.0,4.0,112762206174000.0,0.0156545469814,4.95258127397e-14,64,0.250453720508,0.250000944804,0.250018051845
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-186890425040000.0,10495870.8189,-186890423280000.0,-186890414553000.0,-186890439050000.0,-186890437135000.0,-186890415411000.0,4.0,110163304248000.0,0.00782614319848,4.95258127397e-14,90,0.125226860254,0.250000944804,0.249981948155
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-187418071205000.0,6777606.31558,-187418069375000.0,-187418065150000.0,-187418080919000.0,-187418079218000.0,-187418065753000.0,4.0,45935947369000.0,0.00779778760718,4.95258127397e-14,12,0.249546279492,0.250000944804,0.124990974078
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-202825525988000.0,16552174.0067,-202825520167000.0,-202825513815000.0,-202825549803000.0,-202825546018000.0,-202825514107000.0,4.0,273974464348000.0,0.0155977097136,4.95258127397e-14,33,0.249546279492,0.249999055196,0.250018051845
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-203139908644000.0,3310540.49301,-203139908363000.0,-203139905072000.0,-203139912776000.0,-203139912294000.0,-203139905385000.0,4.0,10959678355800.0,0.015654428658,4.95258127397e-14,59,0.250453720508,0.249999055196,0.250018051845
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-203517904391000.0,15105930.1981,-203517906737000.0,-203517885029000.0,-203517919061000.0,-203517918181000.0,-203517887316000.0,4.0,228189127151000.0,0.00782608404535,4.95258127397e-14,85,0.125226860254,0.249999055196,0.249981948155
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-204045535687000.0,7973518.34891,-204045532845000.0,-204045529780000.0,-204045547279000.0,-204045545358000.0,-204045529995000.0,4.0,63576994860400.0,0.00779772866837,4.95258127397e-14,7,0.249546279492,0.249999055196,0.124990974078
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-219452719439000.0,6713179.82181,-219452718195000.0,-219452712654000.0,-219452728711000.0,-219452727165000.0,-219452713453000.0,4.0,45066783320000.0,0.00779879001474,4.95258127397e-14,28,0.249546279492,0.124998488314,0.250018051845
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-219767126689000.0,16591156.513,-219767123832000.0,-219767110150000.0,-219767148943000.0,-219767145853000.0,-219767111526000.0,4.0,275266474439000.0,0.00782714925116,4.95258127397e-14,54,0.250453720508,0.124998488314,0.250018051845
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-220145090278000.0,24693005.0018,-220145083965000.0,-220145068995000.0,-220145124185000.0,-220145119438000.0,-220145069955000.0,4.0,609744496017000.0,0.00391300948845,4.95258127397e-14,80,0.125226860254,0.124998488314,0.249981948155
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-220672726861000.0,3098017.51558,-220672727128000.0,-220672723572000.0,-220672729616000.0,-220672729582000.0,-220672723766000.0,4.0,9597712526830.0,0.00389883191784,4.95258127397e-14,2,0.249546279492,0.124998488314,0.124990974078
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-373089459191000.0,13349492.431,-373089458147000.0,-373089444006000.0,-373089476464000.0,-373089473915000.0,-373089445929000.0,4.0,178208948166000.0,0.00389889675053,4.95258127397e-14,23,0.249546279492,0.125000566882,0.124990974078
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-373467436898000.0,12719633.6508,-373467433259000.0,-373467426004000.0,-373467455068000.0,-373467452133000.0,-373467426756000.0,4.0,161789080211000.0,0.00782727940685,4.95258127397e-14,49,0.250453720508,0.125000566882,0.250018051845
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-373781816723000.0,5535134.07404,-373781815558000.0,-373781811360000.0,-373781824417000.0,-373781823206000.0,-373781811871000.0,4.0,30637709217600.0,0.00391363970343,4.95258127397e-14,75,0.125226860254,0.125000566882,0.250018051845
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-389716919004000.0,6767468.65685,-389716918790000.0,-389716911065000.0,-389716927369000.0,-389716926302000.0,-389716912004000.0,4.0,45798632021500.0,0.00779778760718,4.95258127397e-14,18,0.249546279492,0.250000944804,0.124990974078
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-390094915506000.0,15351860.9864,-390094917484000.0,-390094896889000.0,-390094930166000.0,-390094929508000.0,-390094898733000.0,4.0,235679635747000.0,0.0156545469814,4.95258127397e-14,44,0.250453720508,0.250000944804,0.250018051845
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-390409310239000.0,25850791.9376,-390409306814000.0,-390409284120000.0,-390409343209000.0,-390409339295000.0,-390409285979000.0,4.0,668263443802000.0,0.00782727349068,4.95258127397e-14,70,0.125226860254,0.250000944804,0.250018051845
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-406344355639000.0,4190462.78538,-406344355233000.0,-406344351896000.0,-406344360195000.0,-406344359895000.0,-406344351952000.0,4.0,17559978355700.0,0.00779778760718,4.95258127397e-14,13,0.249546279492,0.250000944804,0.124990974078
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-406722355861000.0,26532812.6095,-406722350997000.0,-406722333210000.0,-406722388241000.0,-406722385034000.0,-406722333499000.0,4.0,703990144973000.0,0.0156545469814,4.95258127397e-14,39,0.250453720508,0.250000944804,0.250018051845
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-407036731026000.0,15754414.9471,-407036725863000.0,-407036718516000.0,-407036753863000.0,-407036750049000.0,-407036719232000.0,4.0,248201590326000.0,0.00782727349068,4.95258127397e-14,65,0.125226860254,0.250000944804,0.250018051845
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-422971829783000.0,12608915.1608,-422971830530000.0,-422971817287000.0,-422971840786000.0,-422971840742000.0,-422971817779000.0,4.0,158984741532000.0,0.00779772866837,4.95258127397e-14,8,0.249546279492,0.249999055196,0.124990974078
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-423349820049000.0,9165706.82165,-423349817164000.0,-423349813226000.0,-423349832642000.0,-423349830904000.0,-423349813234000.0,4.0,84010181540500.0,0.015654428658,4.95258127397e-14,34,0.250453720508,0.249999055196,0.250018051845
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-423664208400000.0,25763315.0453,-423664204421000.0,-423664181502000.0,-423664243255000.0,-423664237918000.0,-423664184451000.0,4.0,663748402122000.0,0.00782721432901,4.95258127397e-14,60,0.125226860254,0.249999055196,0.250018051845
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-439599013021000.0,6419356.52887,-439599014533000.0,-439599004142000.0,-439599018874000.0,-439599018482000.0,-439599005442000.0,4.0,41208138244700.0,0.00389883191784,4.95258127397e-14,3,0.249546279492,0.124998488314,0.124990974078
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-439976997097000.0,7598556.83874,-439976998312000.0,-439976988083000.0,-439977003679000.0,-439977003591000.0,-439976988900000.0,4.0,57738066031600.0,0.00782714925116,4.95258127397e-14,29,0.250453720508,0.124998488314,0.250018051845
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-440291381954000.0,6737196.0465,-440291382165000.0,-440291375108000.0,-440291388379000.0,-440291388181000.0,-440291375432000.0,4.0,45389810568900.0,0.00391357462558,4.95258127397e-14,55,0.125226860254,0.124998488314,0.250018051845
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-593613737639000.0,9812330.09514,-593613737234000.0,-593613728531000.0,-593613747559000.0,-593613747108000.0,-593613728739000.0,4.0,96281821895900.0,0.0039130745569,4.95258127397e-14,24,0.250453720508,0.125000566882,0.124990974078
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-593991723467000.0,23581628.3056,-593991721390000.0,-593991696859000.0,-593991754229000.0,-593991749549000.0,-593991700293000.0,4.0,556093193545000.0,0.00391363970343,4.95258127397e-14,50,0.125226860254,0.125000566882,0.250018051845
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-610241214622000.0,18761975.6388,-610241218252000.0,-610241189516000.0,-610241232469000.0,-610241231290000.0,-610241192873000.0,4.0,352011729872000.0,0.00782614319848,4.95258127397e-14,19,0.250453720508,0.250000944804,0.124990974078
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-610619202944000.0,30444806.1228,-610619201733000.0,-610619174168000.0,-610619234139000.0,-610619232593000.0,-610619174989000.0,4.0,926886219856000.0,0.00782727349068,4.95258127397e-14,45,0.125226860254,0.250000944804,0.250018051845
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-626868657829000.0,26655426.775,-626868658428000.0,-626868630843000.0,-626868683618000.0,-626868682720000.0,-626868632100000.0,4.0,710511776559000.0,0.00782614319848,4.95258127397e-14,14,0.250453720508,0.250000944804,0.124990974078
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-627246654331000.0,29593853.32,-627246650053000.0,-627246623351000.0,-627246693869000.0,-627246688170000.0,-627246626483000.0,4.0,875796154324000.0,0.00782727349068,4.95258127397e-14,40,0.125226860254,0.250000944804,0.250018051845
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-643496124141000.0,24223971.551,-643496113510000.0,-643496109302000.0,-643496160241000.0,-643496153583000.0,-643496109582000.0,4.0,586800797702000.0,0.00782608404535,4.95258127397e-14,9,0.250453720508,0.249999055196,0.124990974078
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-643874091983000.0,14183101.8057,-643874088074000.0,-643874080634000.0,-643874111148000.0,-643874108617000.0,-643874080821000.0,4.0,201160376832000.0,0.00782721432901,4.95258127397e-14,35,0.125226860254,0.249999055196,0.250018051845
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-660123309720000.0,9056807.6962,-660123308692000.0,-660123300422000.0,-660123321074000.0,-660123319784000.0,-660123301096000.0,4.0,82025765645900.0,0.00391300948845,4.95258127397e-14,4,0.250453720508,0.124998488314,0.124990974078
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-660501316948000.0,36608766.5445,-660501327577000.0,-660501265083000.0,-660501347554000.0,-660501345932000.0,-660501273083000.0,4.0,1340201787910000.0,0.00391357462558,4.95258127397e-14,30,0.125226860254,0.124998488314,0.250018051845
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-814138015069000.0,8045747.79817,-814138018464000.0,-814138003188000.0,-814138020160000.0,-814138020120000.0,-814138005265000.0,4.0,64734057631800.0,0.00195653727845,4.95258127397e-14,25,0.125226860254,0.125000566882,0.124990974078
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-830765497311000.0,22998193.364,-830765496021000.0,-830765475453000.0,-830765521750000.0,-830765520282000.0,-830765476147000.0,4.0,528916898010000.0,0.00391307159924,4.95258127397e-14,20,0.125226860254,0.250000944804,0.124990974078
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-847392941478000.0,20224178.4527,-847392943387000.0,-847392917313000.0,-847392961823000.0,-847392960637000.0,-847392919644000.0,4.0,409017394087000.0,0.00391307159924,4.95258127397e-14,15,0.125226860254,0.250000944804,0.124990974078
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-864020390622000.0,6544618.54703,-864020391362000.0,-864020382814000.0,-864020396949000.0,-864020396656000.0,-864020383551000.0,4.0,42832031926200.0,0.00391304202267,4.95258127397e-14,10,0.125226860254,0.249999055196,0.124990974078
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-880647591627000.0,14713682.4845,-880647588911000.0,-880647578065000.0,-880647610620000.0,-880647608370000.0,-880647578685000.0,4.0,216492452256000.0,0.00195650474422,4.95258127397e-14,5,0.125226860254,0.124998488314,0.124990974078
