smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-ft_capacity,ProbabilityWeight,PointProbability,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity,prefix
720.0,-154.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-412629915.883,24845897.6515,-410266921.196,-389305958.045,-440679863.096,-438513187.113,-390054837.216,4.0,617318630107000.0,0.124990974078,0.00391294293863,3.46688419418e-13,0.125226860254,0.249992724848,110
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-415149393.481,10613744.6319,-410890636.534,-408054468.988,-430761831.868,-428073450.92,-408187595.768,4.0,112651575111000.0,0.250018051845,0.00391371513664,3.46688419418e-13,0.125226860254,0.125002976198,71
720.0,-154.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-453331499.408,18784463.4135,-454997896.607,-430773866.06,-472556338.358,-471323981.496,-433006061.241,4.0,352856065734000.0,0.124990974078,0.00391317068328,3.46688419418e-13,0.125226860254,0.250007275152,115
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-460795173.008,10812426.9743,-459459993.474,-450812695.67,-473448009.415,-472341488.547,-451118108.817,4.0,116908577074000.0,0.249981948155,0.0155959701145,3.46688419418e-13,0.249546279492,0.250007275152,93
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-480584446.901,10932937.4518,-479511405.93,-468566445.992,-494748529.754,-492818415.943,-469852735.219,4.0,119529121324000.0,0.249981948155,0.00779794379918,3.46688419418e-13,0.249546279492,0.125002976198,98
720.0,-154.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-486395669.404,14614474.4704,-489759033.798,-466955109.888,-499109500.132,-498646960.603,-469435668.054,4.0,213582864046000.0,0.124990974078,0.00391317068328,3.46688419418e-13,0.125226860254,0.250007275152,120
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-503150886.908,22921435.1272,-507839114.79,-474703220.615,-522222097.439,-522074976.922,-477663277.86,4.0,525392188291000.0,0.249981948155,0.0155950624366,3.46688419418e-13,0.249546279492,0.249992724848,82
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-523454097.777,6597168.1343,-521613008.873,-517809928.712,-532780444.651,-531341341.666,-518144378.355,4.0,43522627392300.0,0.249981948155,0.0077971186374,3.46688419418e-13,0.249546279492,0.12498974865,77
720.0,-154.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-526804998.142,14925792.4354,-521125570.438,-516094839.56,-548874012.131,-544864612.219,-516696582.849,4.0,222779279826000.0,0.124990974078,0.00195657498961,3.46688419418e-13,0.125226860254,0.125002976198,125
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-540406276.217,39841241.2721,-529328609.864,-507760985.26,-595206899.882,-587569451.043,-508751834.287,4.0,1587324506110000.0,0.249981948155,0.0155959701145,3.46688419418e-13,0.249546279492,0.250007275152,87
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-546355871.6,19567602.9865,-542491738.744,-528194571.991,-572245436.922,-568938004.52,-529183524.679,4.0,382891086636000.0,0.124990974078,0.00391273589804,3.46688419418e-13,0.250453720508,0.12498974865,104
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-549030116.218,19608625.089,-555056416.678,-520950374.94,-565057256.578,-564189277.3,-525434134.494,4.0,384498177881000.0,0.124990974078,0.00782588587727,3.46688419418e-13,0.250453720508,0.249992724848,109
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-577632083.737,18817636.5322,-585882343.757,-549550424.595,-589213222.836,-588911295.018,-554802508.425,4.0,354103444656000.0,0.249981948155,0.0155959701145,3.46688419418e-13,0.249546279492,0.250007275152,92
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-594571950.936,5298534.69785,-595428282.686,-587361032.492,-600070205.882,-599451036.183,-588494001.241,4.0,28074469944300.0,0.124990974078,0.00782634136657,3.46688419418e-13,0.250453720508,0.250007275152,114
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-607344760.408,8390805.91987,-608689578.38,-596089925.351,-615909959.522,-615118648.556,-597688127.1,4.0,70405623984900.0,0.249981948155,0.00779794379918,3.46688419418e-13,0.249546279492,0.125002976198,97
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-608251613.925,14624581.0246,-603421849.693,-596615069.912,-629547686.402,-625889698.929,-597375198.846,4.0,213878370145000.0,0.124990974078,0.00782634136657,3.46688419418e-13,0.250453720508,0.250007275152,119
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-609684328.648,5038695.32415,-608537664.399,-605051468.544,-616610517.25,-615614361.683,-605359625.561,4.0,25388450569600.0,0.249981948155,0.00782588587727,3.46688419418e-13,0.125226860254,0.249992724848,81
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-656425308.911,4650965.09027,-656621620.254,-650698991.028,-661759004.109,-661189036.083,-651386745.859,4.0,21631476270900.0,0.249981948155,0.00782634136657,3.46688419418e-13,0.125226860254,0.250007275152,86
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-676088562.138,26042663.6674,-681039447.261,-642138493.865,-700136860.164,-698965025.617,-646280859.486,4.0,678220330895000.0,0.124990974078,0.00391314997922,3.46688419418e-13,0.250453720508,0.125002976198,124
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-683631524.835,14710257.076,-678077002.825,-673043289.881,-705328803.81,-701468196.414,-673571184.071,4.0,216391663243000.0,0.124990974078,0.0038985593187,3.46688419418e-13,0.249546279492,0.12498974865,103
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-691889608.777,26785249.4977,-688747644.336,-663243016.7,-726820129.736,-722125701.236,-666052266.535,4.0,717449590656000.0,0.124990974078,0.00779753121829,3.46688419418e-13,0.249546279492,0.249992724848,108
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-699424608.597,17766418.5655,-695683954.506,-683072275.823,-723258249.552,-720091380.826,-683994752.095,4.0,315645628644000.0,0.249981948155,0.00391273589804,3.46688419418e-13,0.125226860254,0.12498974865,76
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-703305215.693,9769240.49295,-704577428.388,-690454732.973,-713611273.024,-712619422.58,-692209911.034,4.0,95438059809100.0,0.249981948155,0.00782634136657,3.46688419418e-13,0.125226860254,0.250007275152,91
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-751449087.212,33890837.0001,-761908348.076,-702209509.96,-779770142.738,-777154164.651,-711101044.564,4.0,1148588832560000.0,0.124990974078,0.00779798505727,3.46688419418e-13,0.249546279492,0.250007275152,113
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-768615708.516,25515608.1803,-766518558.575,-741009147.581,-800416569.332,-796718559.719,-743448867.23,4.0,651046260813000.0,0.249981948155,0.00391314997922,3.46688419418e-13,0.125226860254,0.125002976198,96
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-783926255.46,19840208.6272,-782966899.31,-765900990.124,-803870233.094,-803000647.922,-766194961.606,4.0,393633878372000.0,0.124990974078,0.00779798505727,3.46688419418e-13,0.249546279492,0.250007275152,118
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-801610717.418,9960671.14139,-802352402.577,-789956952.225,-811781112.294,-811169674.022,-791013401.592,4.0,99214969587000.0,0.124990974078,0.00389897189959,3.46688419418e-13,0.249546279492,0.125002976198,123
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-819420973.286,10047226.2305,-819024190.695,-810118857.254,-829516654.499,-829075623.868,-810321818.331,4.0,100946754927000.0,0.124990974078,0.00779753121829,3.46688419418e-13,0.249546279492,0.249992724848,107
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-850431925.694,20860063.1301,-842235231.471,-835956481.664,-881300758.172,-875752550.522,-836586672.78,4.0,435142233793000.0,0.124990974078,0.0038985593187,3.46688419418e-13,0.249546279492,0.12498974865,102
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-872570692.28,17762084.4232,-868433212.854,-857453303.221,-895963040.192,-893072769.757,-857861086.001,4.0,315491643058000.0,0.124990974078,0.00779798505727,3.46688419418e-13,0.249546279492,0.250007275152,112
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-930550206.718,27059030.2395,-930095484.306,-898768321.186,-963241537.073,-959418615.838,-902318408.974,4.0,732191117503000.0,0.124990974078,0.00779798505727,3.46688419418e-13,0.249546279492,0.250007275152,117
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-970411958.993,38462941.2167,-954852117.574,-944821500.833,-1027122099.99,-1017248285.83,-945359410.141,4.0,1479397847040000.0,0.124990974078,0.00389897189959,3.46688419418e-13,0.249546279492,0.125002976198,122
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1011480908.95,29449518.4701,-999181644.88,-992234772.39,-1055325573.64,-1047174613.31,-993006174.278,4.0,867274138122000.0,0.124990974078,0.00391294293863,3.46688419418e-13,0.125226860254,0.249992724848,106
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1031727191.42,27313335.8853,-1032844249.15,-1000875445.61,-1060344821.79,-1058506338.99,-1003384163.05,4.0,746018317181000.0,0.124990974078,0.00195636794902,3.46688419418e-13,0.125226860254,0.12498974865,101
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1035183243.34,36128006.8671,-1031896633.26,-1003949070.92,-1072990635.91,-1070919533.06,-1004048207.72,4.0,1305232880190000.0,0.124990974078,0.00391317068328,3.46688419418e-13,0.125226860254,0.250007275152,111
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1064280778.18,26455527.612,-1054142592.37,-1045533559.77,-1103304368.22,-1096402309.17,-1046352707.34,4.0,699894941227000.0,0.124990974078,0.00391317068328,3.46688419418e-13,0.125226860254,0.250007275152,116
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1127401136.83,26176107.5693,-1126122411.77,-1096685523.46,-1160674200.29,-1155631739.75,-1100960748.97,4.0,685188607480000.0,0.124990974078,0.00195657498961,3.46688419418e-13,0.125226860254,0.125002976198,121
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-149094335492.0,2074.70154286,-149094335429.0,-149094333448.0,-149094337665.0,-149094337541.0,-149094333532.0,4.0,4304386.49196,0.124990974078,0.00195636794902,3.46688419418e-13,0.125226860254,0.12498974865,1
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-149138263749.0,6277.71928192,-149138261652.0,-149138259089.0,-149138272604.0,-149138271285.0,-149138259150.0,4.0,39409759.3826,0.124990974078,0.00391294293863,3.46688419418e-13,0.125226860254,0.249992724848,6
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-149182192313.0,3294.45069776,-149182192161.0,-149182188752.0,-149182196181.0,-149182195812.0,-149182189029.0,4.0,10853405.4,0.124990974078,0.00391317068328,3.46688419418e-13,0.125226860254,0.250007275152,11
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-149226122296.0,3736.0056414,-149226120857.0,-149226119650.0,-149226127821.0,-149226126825.0,-149226119783.0,4.0,13957738.1526,0.124990974078,0.00391317068328,3.46688419418e-13,0.125226860254,0.250007275152,16
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-149270057884.0,8884.54498117,-149270055334.0,-149270050916.0,-149270069953.0,-149270068337.0,-149270051002.0,4.0,78935139.5225,0.124990974078,0.00195657498961,3.46688419418e-13,0.125226860254,0.125002976198,21
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-527002179811.0,5912984.60471,-527000104623.0,-526997742131.0,-527010767867.0,-527009346800.0,-526997918086.0,4.0,34963386935600.0,0.250018051845,0.00779824473773,3.46688419418e-13,0.249546279492,0.12498974865,27
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-527043682374.0,3312943.52209,-527043906381.0,-527039724854.0,-527047191879.0,-527046932589.0,-527040118549.0,4.0,10975594780600.0,0.250018051845,0.0155973147564,3.46688419418e-13,0.249546279492,0.249992724848,32
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-527088240555.0,5855440.62025,-527086040699.0,-527084001042.0,-527096879778.0,-527095334007.0,-527084226900.0,4.0,34286184857300.0,0.250018051845,0.0155982225654,3.46688419418e-13,0.249546279492,0.250007275152,37
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-527130290729.0,2547711.06713,-527130236920.0,-527127470279.0,-527133218796.0,-527132953324.0,-527127703466.0,4.0,6490831681590.0,0.250018051845,0.0155982225654,3.46688419418e-13,0.249546279492,0.250007275152,42
