smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-h2_storage_capacity,PointProbability,ProbabilityWeight-htse_capacity,prefix,ProbabilityWeight,ProbabilityWeight-meoh_capacity
720.0,-529.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,420692844.74,1078751.67586,420692844.74,421455637.366,419930052.115,420006331.378,421379358.103,2.0,1163705178170.0,0.111106553709,1.2866453778e-13,0.111290322581,124,0.0013737218892,0.111096848726
720.0,-529.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,417647966.449,4284318.58441,417647966.449,420677437.173,414618495.725,414921442.798,420374490.1,2.0,18355385732700.0,0.0555501695353,1.2866453778e-13,0.111290322581,24,0.000686822525691,0.111096848726
720.0,-598.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,369689812.587,777457.983682,369689812.587,370239558.4,369140066.775,369195041.356,370184583.818,2.0,604440916391.0,0.111106553709,1.2866453778e-13,0.111290322581,114,0.0013737218892,0.111096848726
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,354878761.181,3407580.70228,354878761.181,357288284.603,352469237.759,352710190.101,357047332.261,2.0,11611606242500.0,0.111106553709,1.2866453778e-13,0.110483870968,145,0.00136376738276,0.111096848726
720.0,-598.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,339056998.901,3955053.86561,339056998.901,341853644.309,336260353.492,336540018.033,341573979.768,2.0,15642451079900.0,0.0555501695353,1.2866453778e-13,0.111290322581,14,0.000686822525691,0.111096848726
720.0,-460.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,312503266.286,1413988.60192,312503266.286,313503107.215,311503425.357,311603409.45,313403123.122,2.0,1999363766350.0,0.0555501695353,1.2866453778e-13,0.111290322581,35,0.000686822525691,0.111096848726
720.0,-667.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,312410165.201,1046237.47167,312410165.201,313149966.812,311670363.59,311744343.751,313075986.651,2.0,1094612847130.0,0.111106553709,1.2866453778e-13,0.0556451612903,104,0.0006868609446,0.111096848726
720.0,-460.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,311735822.302,1289358.87618,311735822.302,312647536.707,310824107.897,310915279.338,312556365.266,2.0,1662446311580.0,0.111106553709,1.2866453778e-13,0.111290322581,135,0.0013737218892,0.111096848726
720.0,-323.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,287616589.041,1965789.48835,287616589.041,289006612.118,286226565.963,286365568.271,288867609.811,2.0,3864328312500.0,0.0555501695353,1.2866453778e-13,0.110483870968,56,0.000681845550867,0.111096848726
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,255839035.658,140551.79911,255839035.658,255938420.788,255739650.528,255749589.041,255928482.275,2.0,19754808233.0,0.111106553709,1.2866453778e-13,0.111290322581,125,0.0013737218892,0.111096848726
720.0,-667.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,254808493.809,1307392.27404,254808493.809,255732959.751,253884027.866,253976474.46,255640513.157,2.0,1709274558230.0,0.0555501695353,1.2866453778e-13,0.0556451612903,4,0.000343411262846,0.111096848726
720.0,-323.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,243644401.088,3471278.18317,243644401.088,246098965.431,241189836.746,241435293.18,245853508.997,2.0,12049772224900.0,0.111106553709,1.2866453778e-13,0.110483870968,156,0.00136376738276,0.111096848726
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,228561033.859,2238421.1158,228561033.859,230143836.609,226978231.109,227136511.384,229985556.334,2.0,5010529091660.0,0.0555501695353,1.2866453778e-13,0.111290322581,25,0.000686822525691,0.111096848726
720.0,-391.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,203158066.23,5118856.18896,203158066.23,206777644.153,199538488.307,199900446.099,206415686.361,2.0,26202688683300.0,0.0555501695353,1.2866453778e-13,0.110483870968,46,0.000681845550867,0.111096848726
720.0,-391.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,200536489.261,2235711.01739,200536489.261,202117375.683,198955602.84,199113691.482,201959287.04,2.0,4998403753270.0,0.111106553709,1.2866453778e-13,0.110483870968,146,0.00136376738276,0.111096848726
720.0,-598.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,195984850.667,2113998.23205,195984850.667,197479673.152,194490028.181,194639510.43,197330190.903,2.0,4468988525130.0,0.111106553709,1.2866453778e-13,0.111290322581,115,0.0013737218892,0.111096848726
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,182242534.754,5921563.00428,182242534.754,186429712.11,178055357.398,178474075.134,186010994.374,2.0,35064908413700.0,0.0555501695353,1.2866453778e-13,0.111290322581,67,0.000687020914636,0.111128939092
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,150367876.553,4450288.84881,150367876.553,153514705.976,147221047.129,147535730.072,153200023.034,2.0,19805070837900.0,0.111106553709,1.2866453778e-13,0.111290322581,167,0.00137411868928,0.111128939092
720.0,-598.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,147475715.782,3197829.68661,147475715.782,149736922.838,145214508.725,145440629.431,149510802.133,2.0,10226114704600.0,0.0555501695353,1.2866453778e-13,0.111290322581,15,0.000686822525691,0.111096848726
720.0,-460.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,141785261.188,32029.0336193,141785261.188,141807909.135,141762613.241,141764878.036,141805644.34,2.0,1025858994.58,0.111106553709,1.2866453778e-13,0.111290322581,136,0.0013737218892,0.111096848726
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,129480689.477,1736520.39196,129480689.477,130708594.822,128252784.132,128375574.667,130585804.287,2.0,3015503071680.0,0.111106553709,1.2866453778e-13,0.0556451612903,105,0.0006868609446,0.111096848726
720.0,-460.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,118984931.768,908308.01501,118984931.768,119627202.525,118342661.011,118406888.087,119562975.449,2.0,825023450132.0,0.0555501695353,1.2866453778e-13,0.111290322581,36,0.000686822525691,0.111096848726
720.0,-323.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,98636479.3941,6375703.59316,98636479.3941,103144782.64,94128176.1486,94579006.4731,102693952.315,2.0,40649596307800.0,0.0555501695353,1.2866453778e-13,0.110483870968,57,0.000682042502211,0.111128939092
720.0,-323.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,97769160.0731,2152625.4501,97769160.0731,99291296.1262,96247024.02,96399237.6253,99139082.5209,2.0,4633796328400.0,0.111106553709,1.2866453778e-13,0.110483870968,157,0.00136416130748,0.111128939092
720.0,-185.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,84771043.6486,1377563.69909,84771043.6486,85745128.2817,83796959.0154,83894367.4788,85647719.8184,2.0,1897681745060.0,0.0555501695353,1.2866453778e-13,0.111290322581,78,0.000687020914636,0.111128939092
720.0,-529.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,81357447.6428,4225769.75153,81357447.6428,84345518.0898,78369377.1958,78668184.2405,84046711.0451,2.0,17857129992900.0,0.111106553709,1.2866453778e-13,0.111290322581,126,0.0013737218892,0.111096848726
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,61814305.9682,2119699.43499,61814305.9682,63313159.8127,60315452.1236,60465337.5081,63163274.4283,2.0,4493125694680.0,0.0555501695353,1.2866453778e-13,0.0556451612903,5,0.000343411262846,0.111096848726
720.0,-185.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,44289548.5453,4321316.97106,44289548.5453,47345181.0792,41233916.0114,41539479.2648,47039617.8258,2.0,18673780364300.0,0.111106553709,1.2866453778e-13,0.111290322581,178,0.00137411868928,0.111128939092
720.0,-529.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,38825583.3644,7074127.96325,38825583.3644,43827747.2182,33823419.5106,34323635.896,43327530.8328,2.0,50043286440400.0,0.0555501695353,1.2866453778e-13,0.111290322581,26,0.000686822525691,0.111096848726
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,34059547.5077,601074.981363,34059547.5077,34484571.7031,33634523.3124,33677025.7319,34442069.2835,2.0,361291133221.0,0.111106553709,1.2866453778e-13,0.110483870968,147,0.00136416130748,0.111128939092
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,16810159.8514,6010836.51403,16810159.8514,21060463.111,12559856.5917,12984886.9177,20635432.7851,2.0,36130155598300.0,0.0555501695353,1.2866453778e-13,0.110483870968,47,0.000682042502211,0.111128939092
720.0,-598.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,15733835.2009,2107450.83697,15733835.2009,17224027.9787,14243642.423,14392661.7008,17075008.7009,2.0,4441349030230.0,0.111106553709,1.2866453778e-13,0.111290322581,116,0.0013737218892,0.111096848726
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,9724448.62786,5611422.54043,9724448.62786,13692323.5583,5756573.69741,6153361.19046,13295536.0653,2.0,31488062927200.0,0.0555501695353,1.2866453778e-13,0.111290322581,89,0.000686822525691,0.111096848726
720.0,-254.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,6532293.00761,5002371.78366,6532293.00761,10069504.0178,2995081.99737,3348803.09839,9715782.91683,2.0,25023723461900.0,0.0555501695353,1.2866453778e-13,0.111290322581,68,0.000687020914636,0.111128939092
720.0,-254.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-5094621.59419,8217965.80261,-5094621.59419,716357.752393,-10905600.9408,-10324503.0061,135259.817734,2.0,67534961932800.0,0.111106553709,1.2866453778e-13,0.111290322581,168,0.00137411868928,0.111128939092
720.0,-460.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-29180771.645,1962143.16943,-29180771.645,-27793326.9043,-30568216.3858,-30429471.9117,-27932071.3783,2.0,3850005817350.0,0.111106553709,1.2866453778e-13,0.111290322581,137,0.00137411868928,0.111128939092
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-37516228.0844,3389975.13062,-37516228.0844,-35119153.6815,-39913302.4873,-39673595.047,-35358861.1218,2.0,11491931386200.0,0.111106553709,1.2866453778e-13,0.111290322581,189,0.0013737218892,0.111096848726
720.0,-598.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-39582446.7948,676331.797583,-39582446.7948,-39104207.9944,-40060685.5952,-40012861.7152,-39152031.8744,2.0,457424700422.0,0.0555501695353,1.2866453778e-13,0.111290322581,16,0.000686822525691,0.111096848726
720.0,-667.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-54670862.2239,2701184.39473,-54670862.2239,-52760836.4212,-56580888.0267,-56389885.4464,-52951839.0015,2.0,7296397134310.0,0.111106553709,1.2866453778e-13,0.0556451612903,106,0.0006868609446,0.111096848726
720.0,-47.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-59773464.039,7877796.19692,-59773464.039,-54203020.9273,-65343907.1506,-64786862.8395,-54760065.2385,2.0,62059672920200.0,0.0555501695353,1.2866453778e-13,0.0556451612903,100,0.000171705631423,0.055548424363
720.0,-323.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-66973463.9794,3195537.55994,-66973463.9794,-64713877.7012,-69233050.2575,-69007091.6297,-64939836.329,2.0,10211460297000.0,0.111106553709,1.2866453778e-13,0.110483870968,158,0.00136416130748,0.111128939092
720.0,-323.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-68381688.1469,1229802.22134,-68381688.1469,-67512086.6567,-69251289.6372,-69164329.4882,-67599046.8057,2.0,1512413503620.0,0.0555501695353,1.2866453778e-13,0.110483870968,58,0.000682042502211,0.111128939092
720.0,-460.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-68751016.8241,5937929.22362,-68751016.8241,-64552266.8039,-72949766.8443,-72529891.8423,-64972141.8059,2.0,35259003464700.0,0.0555501695353,1.2866453778e-13,0.111290322581,37,0.000687020914636,0.111128939092
720.0,-185.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-79798393.9686,7192960.77744,-79798393.9686,-74712202.6261,-84884585.3112,-84375966.1769,-75220821.7604,2.0,51738684745800.0,0.0555501695353,1.2866453778e-13,0.111290322581,79,0.000686822525691,0.111096848726
720.0,-185.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-92445819.3351,1528064.14127,-92445819.3351,-91365314.8187,-93526323.8515,-93418273.3999,-91473365.2704,2.0,2334980019830.0,0.111106553709,1.2866453778e-13,0.111290322581,179,0.0013737218892,0.111096848726
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-102965820.777,8726870.85571,-102965820.777,-96794991.2161,-109136650.337,-108519567.381,-97412074.1722,2.0,76158274932200.0,0.111106553709,1.2866453778e-13,0.111290322581,127,0.00137411868928,0.111128939092
720.0,-667.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-124066013.053,3494029.4432,-124066013.053,-121595361.14,-126536664.966,-126289599.775,-121842426.331,2.0,12208241750000.0,0.0555501695353,1.2866453778e-13,0.0556451612903,6,0.000343411262846,0.111096848726
720.0,-391.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-140061819.708,10419394.6913,-140061819.708,-132694195.066,-147429444.35,-146692681.886,-133430957.53,2.0,108563785734000.0,0.111106553709,1.2866453778e-13,0.110483870968,148,0.00136416130748,0.111128939092
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-148517693.294,682492.226745,-148517693.294,-148035098.412,-149000288.176,-148952028.687,-148083357.9,2.0,465795639568.0,0.0555501695353,1.2866453778e-13,0.111290322581,27,0.000687020914636,0.111128939092
720.0,-116.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-154456942.395,9737656.73825,-154456942.395,-147571379.282,-161342505.507,-160653949.196,-148259935.593,2.0,94821958752000.0,0.0555501695353,1.2866453778e-13,0.111290322581,90,0.000343411262846,0.055548424363
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-161067070.367,163382.330464,-161067070.367,-160951541.613,-161182599.121,-161171046.245,-160963094.488,2.0,26693785908.0,0.111106553709,1.2866453778e-13,0.111290322581,169,0.0013737218892,0.111096848726
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-168277632.918,5058651.08276,-168277632.918,-164700626.433,-171854639.402,-171496938.754,-165058327.082,2.0,25589950777100.0,0.0555501695353,1.2866453778e-13,0.111290322581,69,0.000686822525691,0.111096848726
720.0,-391.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-168745486.182,11905939.4084,-168745486.182,-160326715.689,-177164256.674,-176322379.624,-161168592.739,2.0,141751393197000.0,0.0555501695353,1.2866453778e-13,0.110483870968,48,0.000682042502211,0.111128939092
720.0,-116.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-175472066.654,54852.7181762,-175472066.654,-175433279.925,-175510853.383,-175506974.71,-175437158.598,2.0,3008820691.32,0.111106553709,1.2866453778e-13,0.111290322581,190,0.0006868609446,0.055548424363
720.0,-598.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-180699877.252,1299525.61916,-180699877.252,-179780973.875,-181618780.63,-181526890.292,-179872864.213,2.0,1688766834840.0,0.111106553709,1.2866453778e-13,0.111290322581,117,0.00137411868928,0.111128939092
720.0,-460.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-213909714.017,788237.308301,-213909714.017,-213352346.071,-214467081.963,-214411345.168,-213408082.866,2.0,621318054198.0,0.111106553709,1.2866453778e-13,0.111290322581,138,0.00137411868928,0.111128939092
720.0,-598.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-233703088.937,42017.7672489,-233703088.937,-233673377.889,-233732799.985,-233729828.881,-233676348.994,2.0,1765492764.58,0.0555501695353,1.2866453778e-13,0.111290322581,17,0.000687020914636,0.111128939092
720.0,-185.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-239365115.756,2985169.9111,-239365115.756,-237254281.869,-241475949.643,-241264866.254,-237465365.257,2.0,8911239398150.0,0.0555501695353,1.2866453778e-13,0.111290322581,80,0.000343411262846,0.055548424363
720.0,-323.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-241860498.453,3303549.35175,-241860498.453,-239524536.304,-244196460.601,-243962864.386,-239758132.519,2.0,10913438319400.0,0.111106553709,1.2866453778e-13,0.110483870968,159,0.00136376738276,0.111096848726
720.0,-460.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-246600633.119,2933298.28054,-246600633.119,-244526478.014,-248674788.225,-248467372.714,-244733893.524,2.0,8604238802640.0,0.0555501695353,1.2866453778e-13,0.111290322581,38,0.000687020914636,0.111128939092
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-251406662.121,2136712.9257,-251406662.121,-249895777.922,-252917546.32,-252766457.9,-250046866.342,2.0,4565542126860.0,0.111106553709,1.2866453778e-13,0.0556451612903,107,0.000687059344642,0.111128939092
720.0,-323.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-253588927.683,11592831.344,-253588927.683,-245391558.026,-261786297.339,-260966560.374,-246211294.992,2.0,134393738570000.0,0.0555501695353,1.2866453778e-13,0.110483870968,59,0.000681845550867,0.111096848726
720.0,-185.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-257662661.471,6737149.20422,-257662661.471,-252898777.583,-262426545.359,-261950156.97,-253375165.972,2.0,45389179399900.0,0.111106553709,1.2866453778e-13,0.111290322581,180,0.0006868609446,0.055548424363
720.0,-529.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-290043241.051,6608.7907941,-290043241.051,-290038567.93,-290047914.171,-290047446.859,-290039035.242,2.0,43676115.7602,0.111106553709,1.2866453778e-13,0.111290322581,128,0.00137411868928,0.111128939092
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-311224380.788,8163537.77502,-311224380.788,-305451887.869,-316996873.707,-316419624.415,-306029137.16,2.0,66643349004200.0,0.0555501695353,1.2866453778e-13,0.0556451612903,7,0.000343510457318,0.111128939092
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-321348791.373,5573023.83737,-321348791.373,-317408068.426,-325289514.32,-324895442.025,-317802140.72,2.0,31058594691900.0,0.111106553709,1.2866453778e-13,0.110483870968,149,0.00136376738276,0.111096848726
720.0,-254.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-325158309.326,679469.633727,-325158309.326,-324677851.741,-325638766.912,-325590721.153,-324725897.499,2.0,461678983157.0,0.0555501695353,1.2866453778e-13,0.111290322581,70,0.000343411262846,0.055548424363
720.0,-529.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-326460793.53,1928801.50288,-326460793.53,-325096924.908,-327824662.153,-327688275.29,-325233311.77,2.0,3720275237520.0,0.0555501695353,1.2866453778e-13,0.111290322581,28,0.000687020914636,0.111128939092
