npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-h2_storage_capacity,PointProbability,prefix,ProbabilityWeight-ft_capacity,ProbabilityWeight-htse_capacity,ProbabilityWeight
522.0,-507.0,-3317.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-39964462.3848,902461.077732,-40184962.2507,-38710667.5163,-40777257.5214,-40724135.6139,-38896089.3434,4.0,814435996822.0,0.250009196248,1.0406674226900002e-12,111,0.125026522385,0.125333333333,0.00391764180651
522.0,-507.0,-3317.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-61380873.4385,516087.457068,-61282170.1201,-60875507.0432,-62083646.4704,-61981878.3627,-60918053.1599,4.0,266346263343.0,0.250009196248,1.0406674226900002e-12,116,0.125026522385,0.125333333333,0.00391764180651
522.0,-507.0,-3317.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-82451045.1549,346865.487305,-82572715.47,-81942441.5066,-82716308.1731,-82699853.2806,-82031898.5881,4.0,120315666283.0,0.125004598124,1.0406674226900002e-12,121,0.125026522385,0.125333333333,0.00195882090326
522.0,-507.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-109560073595.0,36.6022250699,-109560073598.0,-109560073549.0,-109560073635.0,-109560073632.0,-109560073555.0,4.0,1339.72288007,0.124986205628,1.0406674226900002e-12,1,0.124973477615,0.125333333333,0.00195770175
522.0,-413.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-440368929464.0,144415.359237,-440368962101.0,-440368726235.0,-440369067419.0,-440369052701.0,-440368760536.0,4.0,20855795983.6,0.124986205628,1.0406674226900002e-12,27,0.25,0.249333333333,0.00779080681749
522.0,-320.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-118933794925000.0,248116.983463,-118933794936000.0,-118933794611000.0,-118933795217000.0,-118933795178000.0,-118933794657000.0,4.0,61562037482.8,0.125004598124,1.0406674226900002e-12,48,0.25,0.249333333333,0.00779195328306
522.0,-226.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-119211455840000.0,474265.659015,-119211455848000.0,-119211455253000.0,-119211456413000.0,-119211456332000.0,-119211455338000.0,4.0,224927915321.0,0.125004598124,1.0406674226900002e-12,74,0.25,0.250666666667,0.00783362148244
522.0,-132.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-119542257943000.0,246866.557884,-119542257994000.0,-119542257603000.0,-119542258180000.0,-119542258160000.0,-119542257654000.0,4.0,60943097401.7,0.125004598124,1.0406674226900002e-12,100,0.25,0.125333333333,0.00391681074122
522.0,-413.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-119938515854000.0,169160.55095,-119938515891000.0,-119938515622000.0,-119938516014000.0,-119938516002000.0,-119938515656000.0,4.0,28615291997.6,0.125004598124,1.0406674226900002e-12,22,0.124973477615,0.249333333333,0.00389514999679
522.0,-320.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-120361537417000.0,176346.080935,-120361537394000.0,-120361537248000.0,-120361537632000.0,-120361537610000.0,-120361537256000.0,4.0,31097940261.0,0.250009196248,1.0406674226900002e-12,43,0.25,0.249333333333,0.0155839065661
522.0,-226.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-120639198619000.0,111736.895473,-120639198573000.0,-120639198547000.0,-120639198784000.0,-120639198755000.0,-120639198548000.0,4.0,12485133810.0,0.250009196248,1.0406674226900002e-12,69,0.25,0.250666666667,0.0156672429649
522.0,-132.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-120970001001000.0,438628.351158,-120970001027000.0,-120970000449000.0,-120970001499000.0,-120970001444000.0,-120970000520000.0,4.0,192394830439.0,0.250009196248,1.0406674226900002e-12,95,0.25,0.125333333333,0.00783362148244
522.0,-413.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-121366258343000.0,33485.4283706,-121366258335000.0,-121366258315000.0,-121366258389000.0,-121366258383000.0,-121366258316000.0,4.0,1121273913.16,0.250009196248,1.0406674226900002e-12,17,0.124973477615,0.249333333333,0.00779029999359
522.0,-320.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-121789280061000.0,76719.2953521,-121789280083000.0,-121789279957000.0,-121789280121000.0,-121789280120000.0,-121789279971000.0,4.0,5885850279.33,0.250009196248,1.0406674226900002e-12,38,0.25,0.249333333333,0.0155839065661
522.0,-226.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-122066941155000.0,244202.026236,-122066941217000.0,-122066940808000.0,-122066941378000.0,-122066941358000.0,-122066940866000.0,4.0,59634629618.0,0.250009196248,1.0406674226900002e-12,64,0.25,0.250666666667,0.0156672429649
522.0,-132.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-122397743049000.0,219876.130837,-122397743054000.0,-122397742829000.0,-122397743260000.0,-122397743253000.0,-122397742839000.0,4.0,48345512912.0,0.250009196248,1.0406674226900002e-12,90,0.25,0.125333333333,0.00783362148244
522.0,-413.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-122794000922000.0,59507.0007167,-122794000945000.0,-122794000835000.0,-122794000966000.0,-122794000963000.0,-122794000851000.0,4.0,3541083134.3,0.250009196248,1.0406674226900002e-12,12,0.124973477615,0.249333333333,0.00779029999359
522.0,-320.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-123217022732000.0,186630.00524,-123217022798000.0,-123217022457000.0,-123217022874000.0,-123217022863000.0,-123217022507000.0,4.0,34830758855.8,0.249990803752,1.0406674226900002e-12,33,0.25,0.249333333333,0.0155827601005
522.0,-226.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-123494683683000.0,249984.876447,-123494683629000.0,-123494683479000.0,-123494683994000.0,-123494683961000.0,-123494683480000.0,4.0,62492438452.1,0.249990803752,1.0406674226900002e-12,59,0.25,0.250666666667,0.0156660903685
522.0,-132.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-123825485654000.0,493064.375785,-123825485696000.0,-123825485138000.0,-123825486085000.0,-123825486082000.0,-123825485166000.0,4.0,243112478668.0,0.249990803752,1.0406674226900002e-12,85,0.25,0.125333333333,0.00783304518423
522.0,-413.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124221743557000.0,89228.0254326,-124221743580000.0,-124221743430000.0,-124221743638000.0,-124221743630000.0,-124221743451000.0,4.0,7961640522.59,0.249990803752,1.0406674226900002e-12,7,0.124973477615,0.249333333333,0.00778972688243
522.0,-320.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124644555148000.0,244933.57125,-124644555204000.0,-124644554818000.0,-124644555364000.0,-124644555354000.0,-124644554862000.0,4.0,59992454325.2,0.124986205628,1.0406674226900002e-12,28,0.25,0.249333333333,0.00779080681749
522.0,-226.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124922215983000.0,173720.164921,-124922216031000.0,-124922215737000.0,-124922216132000.0,-124922216123000.0,-124922215775000.0,4.0,30178695700.3,0.124986205628,1.0406674226900002e-12,54,0.25,0.250666666667,0.00783246888603
522.0,-132.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125253017967000.0,108891.930025,-125253017957000.0,-125253017848000.0,-125253018107000.0,-125253018089000.0,-125253017860000.0,4.0,11857452424.6,0.124986205628,1.0406674226900002e-12,80,0.25,0.125333333333,0.00391623444301
522.0,-413.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125649276003000.0,85465.4596679,-125649276027000.0,-125649275884000.0,-125649276076000.0,-125649276073000.0,-125649275902000.0,4.0,7304344796.25,0.124986205628,1.0406674226900002e-12,2,0.124973477615,0.249333333333,0.00389457688563
522.0,-320.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-244142702117000.0,178979.602099,-244142702089000.0,-244142701961000.0,-244142702331000.0,-244142702311000.0,-244142701964000.0,4.0,32033697967.6,0.125004598124,1.0406674226900002e-12,23,0.124973477615,0.249333333333,0.00389514999679
522.0,-226.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-244473509008000.0,328482.532079,-244473509060000.0,-244473508561000.0,-244473509351000.0,-244473509311000.0,-244473508633000.0,4.0,107900773881.0,0.125004598124,1.0406674226900002e-12,49,0.25,0.250666666667,0.00783362148244
522.0,-132.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-244751168561000.0,216510.590868,-244751168493000.0,-244751168392000.0,-244751168865000.0,-244751168820000.0,-244751168396000.0,4.0,46876835958.1,0.125004598124,1.0406674226900002e-12,75,0.25,0.125333333333,0.00391681074122
522.0,-320.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-245570444669000.0,135695.817629,-245570444643000.0,-245570444532000.0,-245570444857000.0,-245570444825000.0,-245570444548000.0,4.0,18413354922.1,0.250009196248,1.0406674226900002e-12,18,0.124973477615,0.249333333333,0.00779029999359
522.0,-226.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-245901251718000.0,296233.734869,-245901251744000.0,-245901251382000.0,-245901252002000.0,-245901251991000.0,-245901251408000.0,4.0,87754425674.5,0.250009196248,1.0406674226900002e-12,44,0.25,0.250666666667,0.0156672429649
522.0,-132.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-246178910737000.0,382318.525643,-246178910642000.0,-246178910384000.0,-246178911279000.0,-246178911188000.0,-246178910418000.0,4.0,146167455050.0,0.250009196248,1.0406674226900002e-12,70,0.25,0.125333333333,0.00783362148244
522.0,-320.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-246998187397000.0,176204.597804,-246998187420000.0,-246998187170000.0,-246998187578000.0,-246998187564000.0,-246998187198000.0,4.0,31048060287.2,0.250009196248,1.0406674226900002e-12,13,0.124973477615,0.249333333333,0.00779029999359
522.0,-226.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-247328994089000.0,313657.364487,-247328994082000.0,-247328993716000.0,-247328994476000.0,-247328994425000.0,-247328993763000.0,4.0,98380942297.0,0.250009196248,1.0406674226900002e-12,39,0.25,0.250666666667,0.0156672429649
522.0,-132.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-247606653555000.0,349064.926952,-247606653632000.0,-247606653069000.0,-247606653887000.0,-247606653858000.0,-247606653145000.0,4.0,121846323228.0,0.250009196248,1.0406674226900002e-12,65,0.25,0.125333333333,0.00783362148244
522.0,-320.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-248425929897000.0,57685.5443868,-248425929900000.0,-248425929832000.0,-248425929954000.0,-248425929951000.0,-248425929837000.0,4.0,3327622031.21,0.249990803752,1.0406674226900002e-12,8,0.124973477615,0.249333333333,0.00778972688243
522.0,-226.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-248756736603000.0,210722.715812,-248756736533000.0,-248756736434000.0,-248756736911000.0,-248756736855000.0,-248756736448000.0,4.0,44404062959.0,0.249990803752,1.0406674226900002e-12,34,0.25,0.250666666667,0.0156660903685
522.0,-132.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-249034396007000.0,264609.121184,-249034395948000.0,-249034395765000.0,-249034396368000.0,-249034396318000.0,-249034395780000.0,4.0,70017987014.0,0.249990803752,1.0406674226900002e-12,60,0.25,0.125333333333,0.00783304518423
522.0,-320.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-249853462392000.0,232484.873376,-249853462382000.0,-249853462117000.0,-249853462685000.0,-249853462642000.0,-249853462155000.0,4.0,54049216348.9,0.124986205628,1.0406674226900002e-12,3,0.124973477615,0.249333333333,0.00389457688563
522.0,-226.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250184269116000.0,219000.103264,-250184269121000.0,-250184268861000.0,-250184269360000.0,-250184269339000.0,-250184268885000.0,4.0,47961045229.6,0.124986205628,1.0406674226900002e-12,29,0.25,0.250666666667,0.00783246888603
522.0,-132.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250461928266000.0,557818.646575,-250461928356000.0,-250461927578000.0,-250461928775000.0,-250461928758000.0,-250461927649000.0,4.0,311161642467.0,0.124986205628,1.0406674226900002e-12,55,0.25,0.125333333333,0.00391623444301
522.0,-226.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-369682416392000.0,137850.427643,-369682416440000.0,-369682416190000.0,-369682416499000.0,-369682416491000.0,-369682416226000.0,4.0,19002740401.4,0.125004598124,1.0406674226900002e-12,24,0.124973477615,0.250666666667,0.00391597967592
522.0,-132.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-370013221521000.0,243992.642423,-370013221479000.0,-370013221273000.0,-370013221852000.0,-370013221803000.0,-370013221297000.0,4.0,59532409556.4,0.125004598124,1.0406674226900002e-12,50,0.25,0.125333333333,0.00391681074122
522.0,-226.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-371110158730000.0,319761.051571,-371110158691000.0,-371110158391000.0,-371110159149000.0,-371110159092000.0,-371110158424000.0,4.0,102247130102.0,0.250009196248,1.0406674226900002e-12,19,0.124973477615,0.250666666667,0.00783195935184
522.0,-132.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-371440963780000.0,167879.903842,-371440963819000.0,-371440963565000.0,-371440963917000.0,-371440963916000.0,-371440963589000.0,4.0,28183662114.1,0.250009196248,1.0406674226900002e-12,45,0.25,0.125333333333,0.00783362148244
522.0,-226.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-372537901201000.0,204146.56797,-372537901160000.0,-372537901000000.0,-372537901484000.0,-372537901439000.0,-372537901021000.0,4.0,41675821213.8,0.250009196248,1.0406674226900002e-12,14,0.124973477615,0.250666666667,0.00783195935184
522.0,-132.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-372868706676000.0,381716.944076,-372868706715000.0,-372868706218000.0,-372868707057000.0,-372868707035000.0,-372868706263000.0,4.0,145707825395.0,0.250009196248,1.0406674226900002e-12,40,0.25,0.125333333333,0.00783362148244
522.0,-226.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-373965643867000.0,291411.050865,-373965643792000.0,-373965643602000.0,-373965644282000.0,-373965644212000.0,-373965643628000.0,4.0,84920400566.0,0.249990803752,1.0406674226900002e-12,9,0.124973477615,0.250666666667,0.00783138317592
522.0,-132.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-374296449083000.0,232577.234089,-374296449144000.0,-374296448756000.0,-374296449289000.0,-374296449275000.0,-374296448806000.0,4.0,54092169816.7,0.249990803752,1.0406674226900002e-12,35,0.25,0.125333333333,0.00783304518423
522.0,-226.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375393176344000.0,527446.244254,-375393176540000.0,-375393175580000.0,-375393176714000.0,-375393176708000.0,-375393175704000.0,4.0,278199540578.0,0.124986205628,1.0406674226900002e-12,4,0.124973477615,0.250666666667,0.0039154035
522.0,-132.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375723981663000.0,100041.349651,-375723981645000.0,-375723981562000.0,-375723981799000.0,-375723981779000.0,-375723981572000.0,4.0,10008271640.1,0.124986205628,1.0406674226900002e-12,30,0.25,0.125333333333,0.00391623444301
522.0,-132.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-495222128519000.0,131380.336448,-495222128540000.0,-495222128362000.0,-495222128634000.0,-495222128632000.0,-495222128377000.0,4.0,17260792805.1,0.125004598124,1.0406674226900002e-12,25,0.124973477615,0.125333333333,0.00195798983796
522.0,-132.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-496649871102000.0,174467.313473,-496649871175000.0,-496649870846000.0,-496649871213000.0,-496649871213000.0,-496649870890000.0,4.0,30438843470.6,0.250009196248,1.0406674226900002e-12,20,0.124973477615,0.125333333333,0.00391597967592
522.0,-132.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-498077613416000.0,447282.059465,-498077613461000.0,-498077612835000.0,-498077613909000.0,-498077613855000.0,-498077612915000.0,4.0,200061240719.0,0.250009196248,1.0406674226900002e-12,15,0.124973477615,0.125333333333,0.00391597967592
522.0,-132.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-499505356124000.0,498645.398404,-499505356084000.0,-499505355605000.0,-499505356724000.0,-499505356663000.0,-499505355641000.0,4.0,248647233350.0,0.249990803752,1.0406674226900002e-12,10,0.124973477615,0.125333333333,0.00391569158796
522.0,-132.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-500932888787000.0,344393.743705,-500932888847000.0,-500932888322000.0,-500932889131000.0,-500932889101000.0,-500932888388000.0,4.0,118607050703.0,0.124986205628,1.0406674226900002e-12,5,0.124973477615,0.125333333333,0.00195770175
