,index,npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-ft_capacity,ProbabilityWeight,prefix,ProbabilityWeight-h2_storage_capacity,PointProbability,ProbabilityWeight-htse_capacity
66,66,522.0,-413.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,11327.0,ref,prairie_island,minnesota,covid,894620726.392,236994.655748,894691413.4610001,894820802.125,894279276.523,894336488.663,894806002.2260001,4.0,56166466852.9,0.111137306677,0.0013755192499600001,323,0.111127462523,4.3848457759400005e-12,0.111374407583
67,60,522.0,-413.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,5664.0,ref,prairie_island,minnesota,covid,893910006.884,119865.593331,893916973.412,894038018.234,893768062.478,893781866.8360001,894028393.7919999,4.0,14367760464.7,0.111137306677,0.00137430487788,313,0.11102935405400001,4.3848457759400005e-12,0.111374407583
68,69,522.0,-413.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,16991.0,ref,prairie_island,minnesota,covid,893618089.9810001,184100.947647,893612084.602,893838194.757,893409995.963,893429778.1719999,893814809.3210001,4.0,33893158924.7,0.111137306677,0.0013756406871600001,333,0.11113727336899999,4.3848457759400005e-12,0.111374407583
69,79,522.0,-413.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,22655.0,ref,prairie_island,minnesota,covid,893002141.263,475101.709408,892815867.869,893705232.373,892671596.9419999,892686386.102,893578679.1769999,4.0,225721634283.0,0.111137306677,0.0013756406871600001,343,0.11113727336899999,4.3848457759400005e-12,0.111374407583
70,77,522.0,-413.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,28319.0,ref,prairie_island,minnesota,covid,891980091.9360001,186184.246098,892030917.375,892127633.041,891730899.9510001,891762928.5419999,892126099.714,4.0,34664573495.2,0.111137306677,0.0013755192499600001,353,0.111127462523,4.3848457759400005e-12,0.111374407583
71,87,522.0,-413.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,33982.0,ref,prairie_island,minnesota,covid,890936750.166,143181.53304500002,890945279.508,891092648.712,890763792.9380001,890782054.258,891079504.997,4.0,20500951405.2,0.111137306677,0.0013755192499600001,363,0.111127462523,4.3848457759400005e-12,0.111374407583
72,84,522.0,-413.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,39646.0,ref,prairie_island,minnesota,covid,889872824.5389999,232906.85981199998,889822509.17,890197809.143,889648470.6719999,889670172.608,890145917.9860001,4.0,54245605347.6,0.111137306677,0.0013756406871600001,373,0.11113727336899999,4.3848457759400005e-12,0.111374407583
73,92,522.0,-413.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,45310.0,ref,prairie_island,minnesota,covid,888811385.1939999,195569.46344000002,888829356.9530001,889000033.777,888586793.093,888605408.408,888992201.517,4.0,38247415030.2,0.111137306677,0.0013756406871600001,383,0.11113727336899999,4.3848457759400005e-12,0.111374407583
74,59,522.0,-413.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,10.0,ref,prairie_island,minnesota,covid,888462562.125,78736.2246421,888471794.334,888548862.7,888357797.131,888374678.857,888537520.2989999,4.0,6199393070.89,0.111137306677,0.0006866059715060001,303,0.055470528216,4.3848457759400005e-12,0.111374407583
75,95,522.0,-413.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,50974.0,ref,prairie_island,minnesota,covid,887755070.135,158684.07512999998,887738816.498,887940805.3189999,887601842.224,887608543.928,887924351.4330001,4.0,25180635699.9,0.111137306677,0.000687820343581,393,0.055568636684699996,4.3848457759400005e-12,0.111374407583
76,71,522.0,-460.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,16991.0,ref,prairie_island,minnesota,covid,857081863.447,372939.863488,857170879.455,857391175.2360001,856594519.641,856653268.862,857385835.621,4.0,139084141779.0,0.111137306677,0.0013756406871600001,332,0.11113727336899999,4.3848457759400005e-12,0.111374407583
77,72,522.0,-460.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,22655.0,ref,prairie_island,minnesota,covid,856807257.088,300184.870422,856805516.01,857175266.5189999,856442729.8139999,856492385.7080001,857124565.978,4.0,90110956430.5,0.111137306677,0.0013756406871600001,342,0.11113727336899999,4.3848457759400005e-12,0.111374407583
78,63,522.0,-460.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,11327.0,ref,prairie_island,minnesota,covid,856700239.2010001,401109.490877,856671316.222,857217308.8110001,856241015.548,856300002.498,857140968.0739999,4.0,160888823671.0,0.111137306677,0.0013755192499600001,322,0.111127462523,4.3848457759400005e-12,0.111374407583
79,75,522.0,-460.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,28319.0,ref,prairie_island,minnesota,covid,855409028.4380001,161618.007171,855418992.959,855579514.911,855218612.921,855236651.73,855567454.8160001,4.0,26120380242.0,0.111137306677,0.0013755192499600001,352,0.111127462523,4.3848457759400005e-12,0.111374407583
80,80,522.0,-460.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,33982.0,ref,prairie_island,minnesota,covid,854488066.102,481034.27629799995,854430822.897,855071230.6910001,854019387.925,854043172.4169999,855013100.275,4.0,231393974973.0,0.111137306677,0.0013755192499600001,362,0.111127462523,4.3848457759400005e-12,0.111374407583
81,64,522.0,-460.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,5664.0,ref,prairie_island,minnesota,covid,854455141.508,105083.588124,854445104.484,854582361.964,854347995.098,854354868.392,854569466.4560001,4.0,11042560492.9,0.111137306677,0.00137430487788,312,0.11102935405400001,4.3848457759400005e-12,0.111374407583
82,82,522.0,-460.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,39646.0,ref,prairie_island,minnesota,covid,853870402.635,209926.61306,853802530.9430001,854170745.435,853705803.2210001,853712307.626,854123518.0139999,4.0,44069182870.7,0.111137306677,0.0013756406871600001,372,0.11113727336899999,4.3848457759400005e-12,0.111374407583
83,88,522.0,-460.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,45310.0,ref,prairie_island,minnesota,covid,852586405.728,420619.532538,852755334.8089999,852866205.741,851968747.553,852074231.256,852862079.487,4.0,176920791153.0,0.111137306677,0.0013756406871600001,382,0.11113727336899999,4.3848457759400005e-12,0.111374407583
84,90,522.0,-460.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,50974.0,ref,prairie_island,minnesota,covid,851460931.695,408976.155547,851464533.52,851920419.603,850994240.138,851036160.3889999,851880660.447,4.0,167261495806.0,0.111137306677,0.000687820343581,392,0.055568636684699996,4.3848457759400005e-12,0.111374407583
85,58,522.0,-460.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,10.0,ref,prairie_island,minnesota,covid,845594008.618,69096.0509247,845613733.263,845651125.0339999,845497442.912,845511604.499,845648798.234,4.0,4774264253.39,0.111137306677,0.0006866059715060001,302,0.055470528216,4.3848457759400005e-12,0.111374407583
86,73,522.0,-507.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,22655.0,ref,prairie_island,minnesota,covid,818923580.762,251094.77502399997,818963121.3360001,819156288.212,818611792.162,818644746.741,819147057.977,4.0,63048586044.1,0.111137306677,0.000687820343581,341,0.11113727336899999,4.3848457759400005e-12,0.0556872037915
87,70,522.0,-507.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,16991.0,ref,prairie_island,minnesota,covid,818666909.719,633342.6881680001,818462840.634,819566479.752,818175477.8560001,818190650.642,819428865.515,4.0,401122960656.0,0.111137306677,0.000687820343581,331,0.11113727336899999,4.3848457759400005e-12,0.0556872037915
88,74,522.0,-507.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,28319.0,ref,prairie_island,minnesota,covid,818615034.643,441052.07547,818658004.0439999,818996248.6830001,818147881.8010001,818175067.222,818994844.903,4.0,194526933276.0,0.111137306677,0.000687759624978,351,0.111127462523,4.3848457759400005e-12,0.0556872037915
89,81,522.0,-507.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,33982.0,ref,prairie_island,minnesota,covid,817762977.6860001,261660.318943,817794227.2080001,818033144.837,817430311.49,817469978.479,818012227.5619999,4.0,68466122509.4,0.111137306677,0.000687759624978,361,0.111127462523,4.3848457759400005e-12,0.0556872037915
90,62,522.0,-507.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,11327.0,ref,prairie_island,minnesota,covid,817586351.761,478091.90348999994,817640916.244,818111729.021,816951845.537,817051622.3889999,818044690.858,4.0,228571868182.0,0.111137306677,0.000687759624978,321,0.111127462523,4.3848457759400005e-12,0.0556872037915
91,83,522.0,-507.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,39646.0,ref,prairie_island,minnesota,covid,816753918.5619999,794983.641019,816531224.214,817863634.344,816089591.475,816118484.906,817701124.3039999,4.0,631998989487.0,0.111137306677,0.000687820343581,371,0.11113727336899999,4.3848457759400005e-12,0.0556872037915
92,89,522.0,-507.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,45310.0,ref,prairie_island,minnesota,covid,815326160.893,232430.63218400002,815283118.5910001,815647238.244,815091168.147,815119177.972,815593403.038,4.0,54023998777.4,0.111137306677,0.000687820343581,381,0.11113727336899999,4.3848457759400005e-12,0.0556872037915
93,91,522.0,-507.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,50974.0,ref,prairie_island,minnesota,covid,814538513.8080001,788432.017938,814498953.375,815538713.36,813617435.123,813737588.095,815394824.128,4.0,621625046910.0,0.111137306677,0.00034391017179100005,391,0.055568636684699996,4.3848457759400005e-12,0.0556872037915
94,65,522.0,-507.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,5664.0,ref,prairie_island,minnesota,covid,813690682.475,206232.104123,813689017.257,813944895.6389999,813439799.748,813476673.4710001,813907022.785,4.0,42531680771.0,0.111137306677,0.00068715243894,311,0.11102935405400001,4.3848457759400005e-12,0.0556872037915
95,98,522.0,-320.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,10.0,ref,prairie_island,minnesota,covid,807897478.4139999,111544.594272,807879141.629,808034926.5510001,807796703.845,807799818.871,808020809.454,4.0,12442196511.3,0.111090154659,0.000679013446613,405,0.055470528216,4.3848457759400005e-12,0.11018957346
96,109,522.0,-320.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,5664.0,ref,prairie_island,minnesota,covid,807017922.238,145694.774759,807009982.425,807199913.777,806851810.325,806869882.978,807177077.237,4.0,21226967392.1,0.111090154659,0.0013591077423599999,415,0.11102935405400001,4.3848457759400005e-12,0.11018957346
97,110,522.0,-320.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,11327.0,ref,prairie_island,minnesota,covid,805896093.636,210340.551014,805975518.3130001,806046859.3889999,805586478.5289999,805640697.845,806040294.879,4.0,44243147400.9,0.111090154659,0.0013603086858499998,425,0.111127462523,4.3848457759400005e-12,0.11018957346
98,113,522.0,-320.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,16991.0,ref,prairie_island,minnesota,covid,804997469.124,189303.012807,805037742.129,805176646.6989999,804737745.54,804775471.87,805163084.1719999,4.0,35835630657.7,0.111090154659,0.0013604287802,435,0.11113727336899999,4.3848457759400005e-12,0.11018957346
99,118,522.0,-320.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,22655.0,ref,prairie_island,minnesota,covid,804133082.5580001,95277.5788168,804134536.8189999,804230519.607,804032736.985,804038720.271,804225408.878,4.0,9077817025.19,0.111090154659,0.0013604287802,445,0.11113727336899999,4.3848457759400005e-12,0.11018957346
100,125,522.0,-320.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,28319.0,ref,prairie_island,minnesota,covid,803017269.108,94175.8216225,803005176.4089999,803138566.7060001,802920156.9089999,802927967.905,803123500.09,4.0,8869085378.27,0.111090154659,0.0013603086858499998,455,0.111127462523,4.3848457759400005e-12,0.11018957346
101,55,522.0,-507.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,10.0,ref,prairie_island,minnesota,covid,802950807.113,194581.926167,803008763.718,803108097.241,802677603.776,802718099.413,803102375.5669999,4.0,37862125990.7,0.111137306677,0.00034330298575300003,301,0.055470528216,4.3848457759400005e-12,0.0556872037915
102,128,522.0,-320.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,33982.0,ref,prairie_island,minnesota,covid,802180683.751,127475.50254000002,802182197.852,802322210.004,802036129.298,802048660.229,802310587.5339999,4.0,16250003747.9,0.111090154659,0.0013603086858499998,465,0.111127462523,4.3848457759400005e-12,0.11018957346
103,136,522.0,-320.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,39646.0,ref,prairie_island,minnesota,covid,801043100.3119999,93891.3173563,801054750.67,801142013.148,800920886.761,800936919.994,801132970.129,4.0,8815579474.9,0.111090154659,0.0013604287802,475,0.11113727336899999,4.3848457759400005e-12,0.11018957346
104,144,522.0,-320.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,45310.0,ref,prairie_island,minnesota,covid,800201381.0619999,98529.18016189999,800230287.381,800285999.7360001,800058949.75,800084393.883,800277899.3939999,4.0,9707999343.37,0.111090154659,0.0013604287802,485,0.11113727336899999,4.3848457759400005e-12,0.11018957346
105,143,522.0,-320.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,50974.0,ref,prairie_island,minnesota,covid,799241987.612,258298.288636,799222779.5730001,799574178.254,798948213.0489999,798983823.752,799527042.727,4.0,66718005912.4,0.111090154659,0.000680214390098,495,0.055568636684699996,4.3848457759400005e-12,0.11018957346
106,107,522.0,-366.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,11327.0,ref,prairie_island,minnesota,covid,771486975.072,450245.579801,771599894.247,771898405.777,770849706.0189999,770953187.6889999,771862675.6110001,4.0,202721082130.0,0.111090154659,0.0013603086858499998,424,0.111127462523,4.3848457759400005e-12,0.11018957346
107,108,522.0,-366.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,5664.0,ref,prairie_island,minnesota,covid,771308868.474,306299.36202,771399721.502,771565756.8130001,770870274.0810001,770941079.122,771549463.588,4.0,93819299173.8,0.111090154659,0.0013591077423599999,414,0.11102935405400001,4.3848457759400005e-12,0.11018957346
108,112,522.0,-366.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,16991.0,ref,prairie_island,minnesota,covid,770637811.972,191786.972211,770599579.386,770892951.527,770459137.59,770469385.885,770859763.68,4.0,36782242710.0,0.111090154659,0.0013604287802,434,0.11113727336899999,4.3848457759400005e-12,0.11018957346
109,122,522.0,-366.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,22655.0,ref,prairie_island,minnesota,covid,769789444.6,192291.55174300002,769802249.2,769977384.592,769575895.407,769591576.928,769969385.8310001,4.0,36976040871.9,0.111090154659,0.0013604287802,444,0.11113727336899999,4.3848457759400005e-12,0.11018957346
110,124,522.0,-366.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,28319.0,ref,prairie_island,minnesota,covid,768614087.262,263603.729497,768616169.8089999,768865048.3,768358961.129,768367471.0189999,768857787.9380001,4.0,69486926204.8,0.111090154659,0.0013603086858499998,454,0.111127462523,4.3848457759400005e-12,0.11018957346
111,127,522.0,-366.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,33982.0,ref,prairie_island,minnesota,covid,767930432.871,237645.798848,767916772.8119999,768165454.94,767722730.918,767723639.215,768156350.608,4.0,56475525710.0,0.111090154659,0.0013603086858499998,464,0.111127462523,4.3848457759400005e-12,0.11018957346
112,137,522.0,-366.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,39646.0,ref,prairie_island,minnesota,covid,766765999.105,263631.973779,766789346.743,767037429.719,766447873.217,766479962.168,767019349.3510001,4.0,69501817598.6,0.111090154659,0.0013604287802,474,0.11113727336899999,4.3848457759400005e-12,0.11018957346
113,139,522.0,-366.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,45310.0,ref,prairie_island,minnesota,covid,765668102.627,478913.803278,765660363.491,766174504.0439999,765177179.483,765203362.266,766143677.78,4.0,229358430970.0,0.111090154659,0.0013604287802,484,0.11113727336899999,4.3848457759400005e-12,0.11018957346
114,97,522.0,-366.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,10.0,ref,prairie_island,minnesota,covid,765311450.14,242011.31733000002,765221031.178,765669269.0739999,765134469.132,765147372.06,765602114.7689999,4.0,58569477715.9,0.111090154659,0.000679013446613,404,0.055470528216,4.3848457759400005e-12,0.11018957346
115,142,522.0,-366.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,50974.0,ref,prairie_island,minnesota,covid,764783985.277,292871.658355,764742198.825,765149994.2030001,764501549.255,764516407.896,765110063.6910001,4.0,85773808267.6,0.111090154659,0.000680214390098,494,0.055568636684699996,4.3848457759400005e-12,0.11018957346
116,115,522.0,-413.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,16991.0,ref,prairie_island,minnesota,covid,733663723.717,201469.109328,733612029.526,733950855.636,733479980.1819999,733498220.095,733901599.2080001,4.0,40589802013.2,0.111090154659,0.00137505704665,433,0.11113727336899999,4.3848457759400005e-12,0.111374407583
117,106,522.0,-413.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,11327.0,ref,prairie_island,minnesota,covid,733589209.013,120794.05813499998,733551137.825,733759434.6860001,733495125.717,733497673.365,733734044.325,4.0,14591204480.7,0.111090154659,0.00137493566096,423,0.111127462523,4.3848457759400005e-12,0.111374407583
118,123,522.0,-413.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,22655.0,ref,prairie_island,minnesota,covid,733158350.525,378052.69713000004,733128328.5569999,733563262.48,732813482.507,732820448.838,733538282.969,4.0,142923841807.0,0.111090154659,0.00137505704665,443,0.11113727336899999,4.3848457759400005e-12,0.111374407583
119,121,522.0,-413.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,28319.0,ref,prairie_island,minnesota,covid,731912505.2739999,411083.09061199997,731764165.364,732511625.615,731610064.75,731621300.9169999,732411385.503,4.0,168989307387.0,0.111090154659,0.00137493566096,453,0.111127462523,4.3848457759400005e-12,0.111374407583
120,103,522.0,-413.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,5664.0,ref,prairie_island,minnesota,covid,731356132.403,144705.75551,731344509.3460001,731521949.5580001,731213561.363,731220331.827,731508205.259,4.0,20939755677.7,0.111090154659,0.0013737218041099998,413,0.11102935405400001,4.3848457759400005e-12,0.111374407583
121,126,522.0,-413.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,33982.0,ref,prairie_island,minnesota,covid,731001753.6789999,303694.776297,730951093.345,731411877.5760001,730692950.4489999,730722186.493,731352245.3310001,4.0,92230517149.8,0.111090154659,0.00137493566096,463,0.111127462523,4.3848457759400005e-12,0.111374407583
122,133,522.0,-413.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,39646.0,ref,prairie_island,minnesota,covid,730025820.535,309484.905632,730029096.9419999,730389752.543,729655335.713,729697322.359,730349731.741,4.0,95780906814.1,0.111090154659,0.00137505704665,473,0.11113727336899999,4.3848457759400005e-12,0.111374407583
123,138,522.0,-413.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,45310.0,ref,prairie_island,minnesota,covid,729001624.67,251060.71595399998,728978012.624,729307392.0439999,728743081.387,728760686.955,729275619.249,4.0,63031483095.5,0.111090154659,0.00137505704665,483,0.11113727336899999,4.3848457759400005e-12,0.111374407583
124,141,522.0,-413.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,50974.0,ref,prairie_island,minnesota,covid,727873530.655,292540.283982,728016554.386,728026210.3210001,727434803.525,727521435.9480001,728025392.137,4.0,85579817752.4,0.111090154659,0.000687528523325,493,0.055568636684699996,4.3848457759400005e-12,0.111374407583
125,96,522.0,-413.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,10.0,ref,prairie_island,minnesota,covid,722260962.0519999,197052.17714,722247996.393,722475707.1669999,722072148.255,722078857.0630001,722461218.963,4.0,38829560515.5,0.111090154659,0.0006863146664689999,403,0.055470528216,4.3848457759400005e-12,0.111374407583
126,114,522.0,-460.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,16991.0,ref,prairie_island,minnesota,covid,695385379.4269999,153562.996854,695427800.877,695520954.88,695164961.0760001,695202961.374,695508407.4510001,4.0,23581594002.8,0.111090154659,0.00137505704665,432,0.11113727336899999,4.3848457759400005e-12,0.111374407583
127,117,522.0,-460.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,22655.0,ref,prairie_island,minnesota,covid,695040625.1789999,436350.574661,695019207.6,695533569.5339999,694590515.982,694617365.4089999,695493869.5589999,4.0,190401824007.0,0.111090154659,0.00137505704665,442,0.11113727336899999,4.3848457759400005e-12,0.111374407583
128,120,522.0,-460.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,28319.0,ref,prairie_island,minnesota,covid,694339255.955,173268.958323,694264263.3889999,694596535.195,694231961.847,694233266.963,694550234.54,4.0,30022131918.3,0.111090154659,0.00137493566096,452,0.111127462523,4.3848457759400005e-12,0.111374407583
129,105,522.0,-460.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,11327.0,ref,prairie_island,minnesota,covid,693832393.921,229502.654435,693800625.6930001,694129050.8410001,693599273.457,693617086.3080001,694092177.053,4.0,52671468392.9,0.111090154659,0.00137493566096,422,0.111127462523,4.3848457759400005e-12,0.111374407583
130,131,522.0,-460.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,33982.0,ref,prairie_island,minnesota,covid,693471447.739,407536.931199,693371520.214,694048061.1639999,693094689.363,693129625.835,693953168.1769999,4.0,166086350291.0,0.111090154659,0.00137493566096,462,0.111127462523,4.3848457759400005e-12,0.111374407583
131,132,522.0,-460.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,39646.0,ref,prairie_island,minnesota,covid,692326637.787,509958.462001,692452513.64,692798749.847,691602774.023,691725972.626,692751076.756,4.0,260057632966.0,0.111090154659,0.00137505704665,472,0.11113727336899999,4.3848457759400005e-12,0.111374407583
132,135,522.0,-460.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,45310.0,ref,prairie_island,minnesota,covid,691914309.868,260615.196825,692037186.73,692059168.0239999,691523697.987,691600576.2739999,692056015.855,4.0,67920280816.1,0.111090154659,0.00137505704665,482,0.11113727336899999,4.3848457759400005e-12,0.111374407583
133,140,522.0,-460.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,50974.0,ref,prairie_island,minnesota,covid,690244995.87,222548.689638,690232858.38,690511811.7260001,690002454.995,690022678.004,690484306.223,4.0,49527919259.5,0.111090154659,0.000687528523325,492,0.055568636684699996,4.3848457759400005e-12,0.111374407583
