smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight-ft_capacity,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity,ProbabilityWeight,prefix
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-571355971715.0,1334116.97997,-571355828683.0,-571354716226.0,-571357513266.0,-571357383636.0,-571354760037.0,4.0,1779868116250.0,3.46688419418e-13,0.250018051845,0.125002976198,0.249546279492,0.00779907001867,47
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-238044388755000.0,3244074.07985,-238044389261000.0,-238044384419000.0,-238044392076000.0,-238044391772000.0,-238044385028000.0,4.0,10524016635500.0,3.46688419418e-13,0.250018051845,0.12498974865,0.249546279492,0.00779824473773,28
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-238044438037000.0,1685268.58766,-238044438168000.0,-238044436235000.0,-238044439575000.0,-238044439544000.0,-238044436345000.0,4.0,2840130212550.0,3.46688419418e-13,0.250018051845,0.249992724848,0.249546279492,0.0155973147564,33
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-238044479993000.0,2881308.14876,-238044480302000.0,-238044476661000.0,-238044482707000.0,-238044482612000.0,-238044476942000.0,4.0,8301936648130.0,3.46688419418e-13,0.250018051845,0.250007275152,0.249546279492,0.0155982225654,38
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-238044525717000.0,3685035.63893,-238044525613000.0,-238044522340000.0,-238044529303000.0,-238044529180000.0,-238044522401000.0,4.0,13579487660200.0,3.46688419418e-13,0.250018051845,0.250007275152,0.249546279492,0.0155982225654,43
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-238044568255000.0,1311103.08877,-238044568026000.0,-238044567081000.0,-238044569886000.0,-238044569714000.0,-238044567116000.0,4.0,1718991309370.0,3.46688419418e-13,0.250018051845,0.125002976198,0.249546279492,0.00779907001867,48
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-238385317139000.0,3171151.95349,-238385317714000.0,-238385313193000.0,-238385319937000.0,-238385319866000.0,-238385313609000.0,4.0,10056204712200.0,3.46688419418e-13,0.250018051845,0.12498974865,0.250453720508,0.00782660199132,54
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-238385367298000.0,1352159.53759,-238385367867000.0,-238385365298000.0,-238385368162000.0,-238385368149000.0,-238385365651000.0,4.0,1828335415090.0,3.46688419418e-13,0.250018051845,0.249992724848,0.250453720508,0.0156540322646,59
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-238385410147000.0,6141881.11809,-238385408787000.0,-238385404386000.0,-238385418629000.0,-238385417374000.0,-238385404825000.0,4.0,37722703668700.0,3.46688419418e-13,0.250018051845,0.250007275152,0.250453720508,0.0156549433748,64
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-238385455703000.0,5888614.23903,-238385458333000.0,-238385446900000.0,-238385459244000.0,-238385459149000.0,-238385448573000.0,4.0,34675777656200.0,3.46688419418e-13,0.250018051845,0.250007275152,0.250453720508,0.0156549433748,69
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-238385499142000.0,6736564.04107,-238385500145000.0,-238385490500000.0,-238385505775000.0,-238385505348000.0,-238385491530000.0,4.0,45381295079400.0,3.46688419418e-13,0.250018051845,0.125002976198,0.250453720508,0.00782743027329,74
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-238795218280000.0,5734281.75132,-238795220023000.0,-238795210145000.0,-238795222928000.0,-238795222724000.0,-238795211394000.0,4.0,32881987203500.0,3.46688419418e-13,0.249981948155,0.12498974865,0.125226860254,0.00391273589804,80
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-238795261550000.0,5788880.47718,-238795259585000.0,-238795257122000.0,-238795269909000.0,-238795268554000.0,-238795257298000.0,4.0,33511137179100.0,3.46688419418e-13,0.249981948155,0.249992724848,0.125226860254,0.00782588587727,85
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-238795306652000.0,6764141.79533,-238795307883000.0,-238795298556000.0,-238795312286000.0,-238795312270000.0,-238795299310000.0,4.0,45753614227300.0,3.46688419418e-13,0.249981948155,0.250007275152,0.125226860254,0.00782634136657,90
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-238795352485000.0,3336174.88429,-238795351286000.0,-238795349969000.0,-238795357398000.0,-238795356504000.0,-238795350143000.0,4.0,11130062858500.0,3.46688419418e-13,0.249981948155,0.250007275152,0.125226860254,0.00782634136657,95
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-238795396733000.0,5520698.03874,-238795394707000.0,-238795392762000.0,-238795404756000.0,-238795403435000.0,-238795392867000.0,4.0,30478106835000.0,3.46688419418e-13,0.249981948155,0.125002976198,0.125226860254,0.00391314997922,100
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-239367860081000.0,894921.368304,-239367859679000.0,-239367859547000.0,-239367861420000.0,-239367861161000.0,-239367859564000.0,4.0,800884255447.0,3.46688419418e-13,0.124990974078,0.12498974865,0.249546279492,0.0038985593187,2
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-239367906366000.0,1675436.74608,-239367906836000.0,-239367903957000.0,-239367907835000.0,-239367907700000.0,-239367904374000.0,4.0,2807088290110.0,3.46688419418e-13,0.124990974078,0.249992724848,0.249546279492,0.00779753121829,7
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-239367950988000.0,1253739.46838,-239367950790000.0,-239367949924000.0,-239367952447000.0,-239367952323000.0,-239367949930000.0,4.0,1571862654580.0,3.46688419418e-13,0.124990974078,0.250007275152,0.249546279492,0.00779798505727,12
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-239367996016000.0,1672089.14933,-239367995815000.0,-239367994325000.0,-239367998109000.0,-239367997875000.0,-239367994439000.0,4.0,2795882123320.0,3.46688419418e-13,0.124990974078,0.250007275152,0.249546279492,0.00779798505727,17
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-239368042268000.0,1469247.03631,-239368042611000.0,-239368040213000.0,-239368043636000.0,-239368043523000.0,-239368040532000.0,4.0,2158686853710.0,3.46688419418e-13,0.124990974078,0.125002976198,0.249546279492,0.00389897189959,22
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-476841073703000.0,882983.630069,-476841073537000.0,-476841072879000.0,-476841074860000.0,-476841074716000.0,-476841072923000.0,4.0,779660090970.0,3.46688419418e-13,0.124990974078,0.12498974865,0.249546279492,0.0038985593187,3
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-476841123240000.0,1309317.99826,-476841123221000.0,-476841121825000.0,-476841124694000.0,-476841124581000.0,-476841121927000.0,4.0,1714313620560.0,3.46688419418e-13,0.124990974078,0.249992724848,0.249546279492,0.00779753121829,8
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-476841168690000.0,3186055.07816,-476841167885000.0,-476841165859000.0,-476841173130000.0,-476841172470000.0,-476841166036000.0,4.0,10150946961100.0,3.46688419418e-13,0.124990974078,0.250007275152,0.249546279492,0.00779798505727,13
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-476841212957000.0,1668318.9404,-476841212906000.0,-476841210966000.0,-476841215050000.0,-476841214730000.0,-476841211254000.0,4.0,2783288086890.0,3.46688419418e-13,0.124990974078,0.250007275152,0.249546279492,0.00779798505727,18
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-476841259258000.0,1770961.39482,-476841258897000.0,-476841257769000.0,-476841261469000.0,-476841261235000.0,-476841257787000.0,4.0,3136304261940.0,3.46688419418e-13,0.124990974078,0.125002976198,0.249546279492,0.00389897189959,23
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-477250985524000.0,3032487.93698,-477250986038000.0,-477250981443000.0,-477250988580000.0,-477250988308000.0,-477250982023000.0,4.0,9195983087950.0,3.46688419418e-13,0.250018051845,0.12498974865,0.250453720508,0.00782660199132,29
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-477251027848000.0,4848395.85153,-477251029172000.0,-477251021093000.0,-477251031956000.0,-477251031763000.0,-477251022079000.0,4.0,23506942333100.0,3.46688419418e-13,0.250018051845,0.249992724848,0.250453720508,0.0156540322646,34
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-477251075988000.0,3679705.55004,-477251075804000.0,-477251071782000.0,-477251080561000.0,-477251079996000.0,-477251072237000.0,4.0,13540232935000.0,3.46688419418e-13,0.250018051845,0.250007275152,0.250453720508,0.0156549433748,39
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-477251122618000.0,5369991.28319,-477251124069000.0,-477251115118000.0,-477251127217000.0,-477251126979000.0,-477251116226000.0,4.0,28836806381600.0,3.46688419418e-13,0.250018051845,0.250007275152,0.250453720508,0.0156549433748,44
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-477251164522000.0,5753830.08311,-477251163388000.0,-477251159409000.0,-477251171902000.0,-477251171051000.0,-477251159580000.0,4.0,33106560625300.0,3.46688419418e-13,0.250018051845,0.125002976198,0.250453720508,0.00782743027329,49
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-477591910594000.0,3529648.3568,-477591911299000.0,-477591905704000.0,-477591914074000.0,-477591913722000.0,-477591906480000.0,4.0,12458417522700.0,3.46688419418e-13,0.250018051845,0.12498974865,0.125226860254,0.00391330099566,55
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-477591952504000.0,5314517.41982,-477591952210000.0,-477591946654000.0,-477591958942000.0,-477591958249000.0,-477591947171000.0,4.0,28244095405600.0,3.46688419418e-13,0.250018051845,0.249992724848,0.125226860254,0.0078270161323,60
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-477592000146000.0,3221955.0185,-477592000864000.0,-477591995783000.0,-477592003075000.0,-477592002911000.0,-477591996378000.0,4.0,10380994141300.0,3.46688419418e-13,0.250018051845,0.250007275152,0.125226860254,0.00782747168739,65
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-477592043800000.0,4212533.01592,-477592044239000.0,-477592039248000.0,-477592047476000.0,-477592047448000.0,-477592039539000.0,4.0,17745434410200.0,3.46688419418e-13,0.250018051845,0.250007275152,0.125226860254,0.00782747168739,70
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-477592089688000.0,4041570.87725,-477592089598000.0,-477592085289000.0,-477592094267000.0,-477592093879000.0,-477592085623000.0,4.0,16334295155900.0,3.46688419418e-13,0.250018051845,0.125002976198,0.125226860254,0.00391371513664,75
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-716047668562000.0,3174433.10381,-716047669579000.0,-716047664062000.0,-716047671028000.0,-716047670954000.0,-716047664746000.0,4.0,10077025530600.0,3.46688419418e-13,0.124990974078,0.12498974865,0.250453720508,0.00391273589804,4
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-716047715241000.0,4734779.76307,-716047715192000.0,-716047710484000.0,-716047720094000.0,-716047719845000.0,-716047710704000.0,4.0,22418139404700.0,3.46688419418e-13,0.124990974078,0.249992724848,0.250453720508,0.00782588587727,9
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-716047763420000.0,2715933.13247,-716047762998000.0,-716047760929000.0,-716047766755000.0,-716047766415000.0,-716047761016000.0,4.0,7376292780030.0,3.46688419418e-13,0.124990974078,0.250007275152,0.250453720508,0.00782634136657,14
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-716047808560000.0,2202939.15141,-716047808461000.0,-716047805969000.0,-716047811348000.0,-716047810939000.0,-716047806318000.0,4.0,4852940904800.0,3.46688419418e-13,0.124990974078,0.250007275152,0.250453720508,0.00782634136657,19
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-716047854379000.0,387185.121661,-716047854525000.0,-716047853815000.0,-716047854651000.0,-716047854645000.0,-716047853909000.0,4.0,149912318435.0,3.46688419418e-13,0.124990974078,0.125002976198,0.250453720508,0.00391314997922,24
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-716457573615000.0,7705590.0417,-716457572418000.0,-716457566217000.0,-716457583408000.0,-716457582286000.0,-716457566620000.0,4.0,59376117890700.0,3.46688419418e-13,0.250018051845,0.12498974865,0.125226860254,0.00391330099566,30
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-716457623215000.0,7076355.6218,-716457624049000.0,-716457614688000.0,-716457630073000.0,-716457629742000.0,-716457615520000.0,4.0,50074808886200.0,3.46688419418e-13,0.250018051845,0.249992724848,0.125226860254,0.0078270161323,35
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-716457668816000.0,10029377.4965,-716457672743000.0,-716457653959000.0,-716457675820000.0,-716457675471000.0,-716457656664000.0,4.0,100588412968000.0,3.46688419418e-13,0.250018051845,0.250007275152,0.125226860254,0.00782747168739,40
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-716457709769000.0,6146262.38843,-716457712498000.0,-716457700615000.0,-716457713465000.0,-716457713425000.0,-716457702293000.0,4.0,37776541347400.0,3.46688419418e-13,0.250018051845,0.250007275152,0.125226860254,0.00782747168739,45
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-716457756955000.0,2669670.68434,-716457757581000.0,-716457753189000.0,-716457759468000.0,-716457759218000.0,-716457753814000.0,4.0,7127141562830.0,3.46688419418e-13,0.250018051845,0.125002976198,0.125226860254,0.00391371513664,50
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-955254255921000.0,4424358.26763,-955254257638000.0,-955254249398000.0,-955254259009000.0,-955254258895000.0,-955254250543000.0,4.0,19574946080400.0,3.46688419418e-13,0.124990974078,0.12498974865,0.125226860254,0.00195636794902,5
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-955254305422000.0,7209909.04568,-955254304812000.0,-955254297448000.0,-955254314616000.0,-955254313428000.0,-955254298270000.0,4.0,51982788447000.0,3.46688419418e-13,0.124990974078,0.249992724848,0.125226860254,0.00391294293863,10
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-955254352739000.0,8162300.93902,-955254353742000.0,-955254342053000.0,-955254361420000.0,-955254360574000.0,-955254343501000.0,4.0,66623156619100.0,3.46688419418e-13,0.124990974078,0.250007275152,0.125226860254,0.00391317068328,15
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-955254398039000.0,5627326.78984,-955254398601000.0,-955254390679000.0,-955254404276000.0,-955254403546000.0,-955254391747000.0,4.0,31666806799600.0,3.46688419418e-13,0.124990974078,0.250007275152,0.125226860254,0.00391317068328,20
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-955254438522000.0,4261721.16699,-955254438007000.0,-955254434716000.0,-955254443358000.0,-955254442981000.0,-955254434784000.0,4.0,18162267305200.0,3.46688419418e-13,0.124990974078,0.125002976198,0.125226860254,0.00195657498961,25
