smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,PointProbability,ProbabilityWeight,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-meoh_capacity
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-325253777837.0,252580.758552,-325253777837.0,-325253599235.0,-325253956438.0,-325253938578.0,-325253617095.0,2.0,63797039590.6,7,3.66466187075e-13,0.00782604400407,0.250453720508,0.12498986221,0.25
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-695261258995.0,300935.309795,-695261258995.0,-695261046202.0,-695261471788.0,-695261450509.0,-695261067481.0,2.0,90562060681.3,13,3.66466187075e-13,0.00779656275213,0.249546279492,0.12498986221,0.249963898917
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-206108292603000.0,153534.117496,-206108292603000.0,-206108292494000.0,-206108292712000.0,-206108292701000.0,-206108292505000.0,2.0,23572725235.3,118,3.66466187075e-13,0.00779743498747,0.249546279492,0.125003845369,0.249963898917
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-206478281609000.0,272963.856217,-206478281609000.0,-206478281416000.0,-206478281802000.0,-206478281783000.0,-206478281436000.0,2.0,74509266801.0,124,3.66466187075e-13,0.0039134597688,0.125226860254,0.125003845369,0.25
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-206994047217000.0,269319.803517,-206994047217000.0,-206994047027000.0,-206994047408000.0,-206994047389000.0,-206994047046000.0,2.0,72533156566.7,106,3.66466187075e-13,0.00391402488934,0.250453720508,0.125003845369,0.125018050542
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-207301843210000.0,16673.73258,-207301843210000.0,-207301843198000.0,-207301843222000.0,-207301843221000.0,-207301843199000.0,2.0,278013358.149,112,3.66466187075e-13,0.00779856113348,0.249546279492,0.125003845369,0.25
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-208306867303000.0,110821.39867,-208306867303000.0,-208306867225000.0,-208306867382000.0,-208306867374000.0,-208306867233000.0,2.0,12281382403.1,93,3.66466187075e-13,0.0155947827514,0.249546279492,0.250006292421,0.249963898917
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-208676856444000.0,512067.683246,-208676856444000.0,-208676856082000.0,-208676856806000.0,-208676856770000.0,-208676856118000.0,2.0,262213312225.0,99,3.66466187075e-13,0.00782687576092,0.125226860254,0.250006292421,0.25
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-209192621419000.0,169042.074062,-209192621419000.0,-209192621300000.0,-209192621539000.0,-209192621527000.0,-209192621312000.0,2.0,28575222803.1,81,3.66466187075e-13,0.00782800599569,0.250453720508,0.250006292421,0.125018050542
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-209500417386000.0,137677.800355,-209500417386000.0,-209500417289000.0,-209500417484000.0,-209500417474000.0,-209500417299000.0,2.0,18955176710.6,87,3.66466187075e-13,0.0155970350308,0.249546279492,0.250006292421,0.25
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-210505417421000.0,305411.505901,-210505417421000.0,-210505417205000.0,-210505417637000.0,-210505417616000.0,-210505417227000.0,2.0,93276187936.7,68,3.66466187075e-13,0.0155947827514,0.249546279492,0.250006292421,0.249963898917
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-210875406434000.0,702058.944749,-210875406434000.0,-210875405938000.0,-210875406931000.0,-210875406881000.0,-210875405987000.0,2.0,492886761903.0,74,3.66466187075e-13,0.00782687576092,0.125226860254,0.250006292421,0.25
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-211391171454000.0,292775.684498,-211391171454000.0,-211391171247000.0,-211391171661000.0,-211391171640000.0,-211391171268000.0,2.0,85717601433.2,56,3.66466187075e-13,0.00782800599569,0.250453720508,0.250006292421,0.125018050542
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-211698967867000.0,23908.0978641,-211698967867000.0,-211698967850000.0,-211698967884000.0,-211698967882000.0,-211698967852000.0,2.0,571597143.481,62,3.66466187075e-13,0.0155970350308,0.249546279492,0.250006292421,0.25
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-212703992276000.0,243946.469917,-212703992276000.0,-212703992103000.0,-212703992448000.0,-212703992431000.0,-212703992121000.0,2.0,59509880185.1,43,3.66466187075e-13,0.0155939977396,0.249546279492,0.249993707579,0.249963898917
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-213073981067000.0,1051725.63453,-213073981067000.0,-213073980323000.0,-213073981811000.0,-213073981736000.0,-213073980398000.0,2.0,1106126810330.0,49,3.66466187075e-13,0.00782648177084,0.125226860254,0.249993707579,0.25
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-213589745937000.0,264449.495077,-213589745937000.0,-213589745750000.0,-213589746124000.0,-213589746106000.0,-213589745769000.0,2.0,69933535446.3,31,3.66466187075e-13,0.00782761194871,0.250453720508,0.249993707579,0.125018050542
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-213897542221000.0,381233.394902,-213897542221000.0,-213897541951000.0,-213897542490000.0,-213897542463000.0,-213897541978000.0,2.0,145338901389.0,37,3.66466187075e-13,0.0155962499057,0.249546279492,0.249993707579,0.25
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-214902320152000.0,90994.6106613,-214902320152000.0,-214902320088000.0,-214902320216000.0,-214902320210000.0,-214902320094000.0,2.0,8280019169.39,18,3.66466187075e-13,0.00779656275213,0.249546279492,0.12498986221,0.249963898917
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-215272309881000.0,282258.089846,-215272309881000.0,-215272309681000.0,-215272310080000.0,-215272310061000.0,-215272309701000.0,2.0,79669629283.6,24,3.66466187075e-13,0.00391302200204,0.125226860254,0.12498986221,0.25
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-215788074541000.0,44795.5239474,-215788074541000.0,-215788074509000.0,-215788074572000.0,-215788074569000.0,-215788074512000.0,2.0,2006638965.72,6,3.66466187075e-13,0.00391358705936,0.250453720508,0.12498986221,0.125018050542
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-216095870329000.0,410033.080702,-216095870329000.0,-216095870039000.0,-216095870619000.0,-216095870590000.0,-216095870068000.0,2.0,168127127270.0,12,3.66466187075e-13,0.00779768877217,0.249546279492,0.12498986221,0.25
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-421508902185000.0,393556.365749,-421508902185000.0,-421508901906000.0,-421508902463000.0,-421508902435000.0,-421508901934000.0,2.0,154886613021.0,117,3.66466187075e-13,0.00779856113348,0.249546279492,0.125003845369,0.25
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-421878902084000.0,634624.093474,-421878902084000.0,-421878901636000.0,-421878902533000.0,-421878902488000.0,-421878901681000.0,2.0,402747740018.0,123,3.66466187075e-13,0.00391289464826,0.125226860254,0.125003845369,0.249963898917
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-422764663544000.0,287056.185007,-422764663544000.0,-422764663341000.0,-422764663747000.0,-422764663726000.0,-422764663361000.0,2.0,82401253350.8,111,3.66466187075e-13,0.00389984363975,0.249546279492,0.125003845369,0.125018050542
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-423707476194000.0,410971.919633,-423707476194000.0,-423707475903000.0,-423707476484000.0,-423707476455000.0,-423707475932000.0,2.0,168897918727.0,92,3.66466187075e-13,0.0155970350308,0.249546279492,0.250006292421,0.25
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-424077476677000.0,655876.89489,-424077476677000.0,-424077476214000.0,-424077477141000.0,-424077477095000.0,-424077476260000.0,2.0,430174501250.0,98,3.66466187075e-13,0.00782574552616,0.125226860254,0.250006292421,0.249963898917
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-424963238157000.0,321008.756795,-424963238157000.0,-424963237930000.0,-424963238384000.0,-424963238361000.0,-424963237952000.0,2.0,103046621939.0,86,3.66466187075e-13,0.00779964365513,0.249546279492,0.250006292421,0.125018050542
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-425906026379000.0,189553.496114,-425906026379000.0,-425906026245000.0,-425906026513000.0,-425906026500000.0,-425906026258000.0,2.0,35930527889.1,67,3.66466187075e-13,0.0155970350308,0.249546279492,0.250006292421,0.25
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-426276026400000.0,85344.164567,-426276026400000.0,-426276026340000.0,-426276026460000.0,-426276026454000.0,-426276026346000.0,2.0,7283626425.63,73,3.66466187075e-13,0.00782574552616,0.125226860254,0.250006292421,0.249963898917
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-427161788002000.0,247109.778394,-427161788002000.0,-427161787827000.0,-427161788176000.0,-427161788159000.0,-427161787844000.0,2.0,61063242578.0,61,3.66466187075e-13,0.00779964365513,0.249546279492,0.250006292421,0.125018050542
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-428104600988000.0,348066.595525,-428104600988000.0,-428104600742000.0,-428104601234000.0,-428104601209000.0,-428104600766000.0,2.0,121150354920.0,42,3.66466187075e-13,0.0155962499057,0.249546279492,0.249993707579,0.25
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-428474600300000.0,278584.073497,-428474600300000.0,-428474600103000.0,-428474600497000.0,-428474600477000.0,-428474600123000.0,2.0,77609086005.9,48,3.66466187075e-13,0.00782535159296,0.125226860254,0.249993707579,0.249963898917
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-429360362701000.0,37332.0560661,-429360362701000.0,-429360362675000.0,-429360362728000.0,-429360362725000.0,-429360362677000.0,2.0,1393682410.12,36,3.66466187075e-13,0.00779925103585,0.249546279492,0.249993707579,0.125018050542
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-430302929428000.0,22772.1529173,-430302929428000.0,-430302929412000.0,-430302929444000.0,-430302929443000.0,-430302929414000.0,2.0,518570948.488,17,3.66466187075e-13,0.00779768877217,0.249546279492,0.12498986221,0.25
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-430672929705000.0,1149798.22939,-430672929705000.0,-430672928892000.0,-430672930518000.0,-430672930437000.0,-430672928973000.0,2.0,1322035968320.0,23,3.66466187075e-13,0.00391245694471,0.125226860254,0.12498986221,0.249963898917
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-431558690735000.0,299222.001372,-431558690735000.0,-431558690523000.0,-431558690946000.0,-431558690925000.0,-431558690544000.0,2.0,89533806104.8,11,3.66466187075e-13,0.00389940739611,0.249546279492,0.12498986221,0.125018050542
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-636971722777000.0,807463.883378,-636971722777000.0,-636971722206000.0,-636971723348000.0,-636971723291000.0,-636971722263000.0,2.0,651997922960.0,116,3.66466187075e-13,0.00389984363975,0.249546279492,0.125003845369,0.125018050542
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-637279511294000.0,19545.5804807,-637279511294000.0,-637279511280000.0,-637279511308000.0,-637279511307000.0,-637279511282000.0,2.0,382029716.328,122,3.66466187075e-13,0.0039134597688,0.125226860254,0.125003845369,0.25
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-639170296924000.0,183490.585796,-639170296924000.0,-639170296794000.0,-639170297054000.0,-639170297041000.0,-639170296807000.0,2.0,33668795075.6,91,3.66466187075e-13,0.00779964365513,0.249546279492,0.250006292421,0.125018050542
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-639478086127000.0,967841.534982,-639478086127000.0,-639478085442000.0,-639478086811000.0,-639478086743000.0,-639478085511000.0,2.0,936717236837.0,97,3.66466187075e-13,0.00782687576092,0.125226860254,0.250006292421,0.25
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-641368846616000.0,240976.687728,-641368846616000.0,-641368846445000.0,-641368846786000.0,-641368846769000.0,-641368846462000.0,2.0,58069764028.1,66,3.66466187075e-13,0.00779964365513,0.249546279492,0.250006292421,0.125018050542
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-641676636120000.0,1239544.57561,-641676636120000.0,-641676635244000.0,-641676636996000.0,-641676636909000.0,-641676635331000.0,2.0,1536470754940.0,72,3.66466187075e-13,0.00782687576092,0.125226860254,0.250006292421,0.25
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-643567421964000.0,9685.94868869,-643567421964000.0,-643567421957000.0,-643567421971000.0,-643567421970000.0,-643567421958000.0,2.0,93817602.0,41,3.66466187075e-13,0.00779925103585,0.249546279492,0.249993707579,0.125018050542
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-643875209974000.0,21924.2876926,-643875209974000.0,-643875209959000.0,-643875209990000.0,-643875209988000.0,-643875209960000.0,2.0,480674390.828,47,3.66466187075e-13,0.00782648177084,0.125226860254,0.249993707579,0.25
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-645765749880000.0,100810.622804,-645765749880000.0,-645765749809000.0,-645765749951000.0,-645765749944000.0,-645765749816000.0,2.0,10162781670.0,16,3.66466187075e-13,0.00389940739611,0.249546279492,0.12498986221,0.125018050542
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-646073539054000.0,204956.137964,-646073539054000.0,-646073538909000.0,-646073539199000.0,-646073539184000.0,-646073538923000.0,2.0,42007018489.0,22,3.66466187075e-13,0.00391302200204,0.125226860254,0.12498986221,0.25
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-852742332578000.0,599291.028279,-852742332578000.0,-852742332155000.0,-852742333002000.0,-852742332960000.0,-852742332197000.0,2.0,359149736575.0,121,3.66466187075e-13,0.00195701244467,0.125226860254,0.125003845369,0.125018050542
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-854940906824000.0,490570.797409,-854940906824000.0,-854940906477000.0,-854940907171000.0,-854940907136000.0,-854940906512000.0,2.0,240659707271.0,96,3.66466187075e-13,0.00391400299785,0.125226860254,0.250006292421,0.125018050542
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-857139456750000.0,400073.061844,-857139456750000.0,-857139456467000.0,-857139457033000.0,-857139457005000.0,-857139456495000.0,2.0,160058454813.0,71,3.66466187075e-13,0.00391400299785,0.125226860254,0.250006292421,0.125018050542
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-859338030439000.0,471078.161549,-859338030439000.0,-859338030105000.0,-859338030772000.0,-859338030738000.0,-859338030139000.0,2.0,221914634288.0,46,3.66466187075e-13,0.00391380597435,0.125226860254,0.249993707579,0.125018050542
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-861536358987000.0,157785.132979,-861536358987000.0,-861536358875000.0,-861536359099000.0,-861536359087000.0,-861536358887000.0,2.0,24896148189.3,21,3.66466187075e-13,0.00195679352968,0.125226860254,0.12498986221,0.125018050542
