npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight-ft_capacity,ProbabilityWeight,PointProbability,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity
1193.0,-985.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,2297863045.01,4157621.11485,2297863045.01,2300802927.09,2294923162.93,2295217151.13,2300508938.89,2.0,17285813334700.0,61,0.25,0.00781263314013,1.17734560967e-13,0.250004260484,0.125
1193.0,-985.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,2286644247.79,1767338.6754,2286644247.79,2287893944.95,2285394550.63,2285519520.34,2287768975.24,2.0,3123485993550.0,51,0.25,0.00390603549646,1.17734560967e-13,0.124993135887,0.125
1193.0,-985.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,2238398415.43,1783045.82161,2238398415.43,2239659219.22,2237137611.64,2237263692.02,2239533138.84,2.0,3179252401960.0,66,0.25,0.00781266272682,1.17734560967e-13,0.250005207258,0.125
1193.0,-585.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,2198200055.48,2139710.10285,2198200055.48,2199713059.0,2196687051.95,2196838352.31,2199561758.65,2.0,4578359324240.0,78,0.25,0.00781207099292,1.17734560967e-13,0.124993135887,0.25
1193.0,-585.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,2191964292.28,54955.7173486,2191964292.28,2192003151.85,2191925432.72,2191929318.68,2191999265.89,2.0,3020130869.3,83,0.25,0.0156246745464,1.17734560967e-13,0.249994792742,0.25
1193.0,-985.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,2173880982.8,3383816.53072,2173880982.8,2176273702.42,2171488263.19,2171727535.15,2176034430.46,2.0,11450214313600.0,71,0.25,0.00390633136341,1.17734560967e-13,0.125002603629,0.125
1193.0,-585.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,2136283269.78,8911313.12664,2136283269.78,2142584519.72,2129982019.84,2130612144.83,2141954394.72,2.0,79411501641000.0,88,0.25,0.0156252662803,1.17734560967e-13,0.250004260484,0.25
1193.0,-585.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,2070485691.83,3329188.28141,2070485691.83,2072839783.44,2068131600.22,2068367009.38,2072604374.28,2.0,11083494613100.0,93,0.25,0.0156253254536,1.17734560967e-13,0.250005207258,0.25
1193.0,-785.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,2030397049.38,4667794.80936,2030397049.38,2033697678.74,2027096420.02,2027426482.95,2033367615.81,2.0,21788308382300.0,82,0.25,0.0156246745464,1.17734560967e-13,0.249994792742,0.25
1193.0,-585.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,2025513620.77,5476313.82648,2025513620.77,2029385959.42,2021641282.13,2022028516.0,2028998725.55,2.0,29990013126100.0,98,0.25,0.00781266272682,1.17734560967e-13,0.125002603629,0.25
1193.0,-785.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1993908466.82,23463756.6945,1993908466.82,2010499848.29,1977317085.35,1978976223.5,2008840710.14,2.0,550547878219000.0,77,0.25,0.00781207099292,1.17734560967e-13,0.124993135887,0.25
1193.0,-785.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1965204779.69,14378660.6224,1965204779.69,1975372028.12,1955037531.26,1956054256.1,1974355303.27,2.0,206745881294000.0,87,0.25,0.0156252662803,1.17734560967e-13,0.250004260484,0.25
1193.0,-785.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1918932710.79,9238703.08034,1918932710.79,1925465460.39,1912399961.19,1913053236.15,1924812185.43,2.0,85353634606700.0,92,0.25,0.0156253254536,1.17734560967e-13,0.250005207258,0.25
1193.0,-385.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1903470797.34,11425254.0319,1903470797.34,1911549671.94,1895391922.73,1896199810.2,1910741784.48,2.0,130536429694000.0,104,0.125,0.00390603549646,1.17734560967e-13,0.124993135887,0.25
1193.0,-385.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1887111661.78,8396415.58049,1887111661.78,1893048824.17,1881174499.38,1881768215.62,1892455107.93,2.0,70499794600200.0,109,0.125,0.00781233727318,1.17734560967e-13,0.249994792742,0.25
1193.0,-785.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1869005828.46,2512154.91339,1869005828.46,1870782190.23,1867229466.68,1867407102.86,1870604554.05,2.0,6310922308850.0,97,0.25,0.00781266272682,1.17734560967e-13,0.125002603629,0.25
1193.0,-985.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1858321577.58,2775676.28042,1858321577.58,1860284277.1,1856358878.06,1856555148.01,1860088007.14,2.0,7704378813670.0,81,0.25,0.00781233727318,1.17734560967e-13,0.249994792742,0.125
1193.0,-385.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1828698986.01,3323009.23222,1828698986.01,1831048708.37,1826349263.64,1826584235.88,1830813736.13,2.0,11042390357400.0,114,0.125,0.00781263314013,1.17734560967e-13,0.250004260484,0.25
1193.0,-985.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1803149283.84,7573126.9166,1803149283.84,1808504293.23,1797794274.44,1798329775.38,1807968792.29,2.0,57352251294900.0,86,0.25,0.00781263314013,1.17734560967e-13,0.250004260484,0.125
1193.0,-985.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1787466847.3,941640.318492,1787466847.3,1788132687.55,1786801007.04,1786867591.07,1788066103.53,2.0,886686489410.0,76,0.25,0.00390603549646,1.17734560967e-13,0.124993135887,0.125
1193.0,-385.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1775881407.96,21325108.994,1775881407.96,1790960537.14,1760802278.78,1762310191.7,1789452624.22,2.0,454760273605000.0,119,0.125,0.00781266272682,1.17734560967e-13,0.250005207258,0.25
1193.0,-985.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1752430523.19,434660.919461,1752430523.19,1752737874.87,1752123171.5,1752153906.67,1752707139.7,2.0,188930114906.0,91,0.25,0.00781266272682,1.17734560967e-13,0.250005207258,0.125
1193.0,-585.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1715913318.36,19428160.0875,1715913318.36,1729651102.1,1702175534.62,1703549312.99,1728277323.73,2.0,377453404386000.0,108,0.125,0.00781233727318,1.17734560967e-13,0.249994792742,0.25
1193.0,-385.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1714695719.22,20704091.5342,1714695719.22,1729335722.74,1700055715.69,1701519716.05,1727871722.39,2.0,428659406256000.0,124,0.125,0.00390633136341,1.17734560967e-13,0.125002603629,0.25
1193.0,-585.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1693854907.42,5004775.57962,1693854907.42,1697393818.17,1690315996.67,1690669887.74,1697039927.1,2.0,25047778602300.0,103,0.125,0.00390603549646,1.17734560967e-13,0.124993135887,0.25
1193.0,-985.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1688280945.46,944745.866649,1688280945.46,1688948981.67,1687612909.25,1687679712.87,1688882178.05,2.0,892544752551.0,96,0.25,0.00390633136341,1.17734560967e-13,0.125002603629,0.125
1193.0,-585.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1646280337.14,768874.209154,1646280337.14,1646824013.31,1645736660.98,1645791028.59,1646769645.7,2.0,591167549503.0,113,0.125,0.00781263314013,1.17734560967e-13,0.250004260484,0.25
1193.0,-585.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1594790142.99,2273960.62089,1594790142.99,1596398075.97,1593182210.02,1593343003.31,1596237282.67,2.0,5170896905370.0,118,0.125,0.00781266272682,1.17734560967e-13,0.250005207258,0.25
1193.0,-585.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1529891157.92,7914417.98729,1529891157.92,1535487496.55,1524294819.3,1524854453.16,1534927862.69,2.0,62638012077500.0,123,0.125,0.00390633136341,1.17734560967e-13,0.125002603629,0.25
1193.0,-785.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1514311292.76,1780741.14894,1514311292.76,1515570466.9,1513052118.62,1513178036.03,1515444549.49,2.0,3171039039520.0,107,0.125,0.00781233727318,1.17734560967e-13,0.249994792742,0.25
1193.0,-785.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1510041803.71,3166311.65102,1510041803.71,1512280724.15,1507802883.27,1508026775.32,1512056832.11,2.0,10025529471400.0,102,0.125,0.00390603549646,1.17734560967e-13,0.124993135887,0.25
1193.0,-785.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1457189031.75,5335100.04967,1457189031.75,1460961517.17,1453416546.32,1453793794.86,1460584268.63,2.0,28463292540000.0,112,0.125,0.00781263314013,1.17734560967e-13,0.250004260484,0.25
1193.0,-785.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1410291525.76,9105578.64448,1410291525.76,1416730142.17,1403852909.36,1404496771.0,1416086280.53,2.0,82911562450800.0,117,0.125,0.00781266272682,1.17734560967e-13,0.250005207258,0.25
1193.0,-785.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1354185821.52,22621673.9751,1354185821.52,1370181760.59,1338189882.45,1339789476.36,1368582166.68,2.0,511740133434000.0,122,0.125,0.00390633136341,1.17734560967e-13,0.125002603629,0.25
1193.0,-985.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1334566823.06,4864297.58943,1334566823.06,1338006400.87,1331127245.25,1331471203.03,1337662443.09,2.0,23661391038600.0,106,0.125,0.00390616863659,1.17734560967e-13,0.249994792742,0.125
1193.0,-985.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1330034267.42,10226379.5917,1330034267.42,1337265409.78,1322803125.07,1323526239.3,1336542295.54,2.0,104578839553000.0,101,0.125,0.00195301774823,1.17734560967e-13,0.124993135887,0.125
1193.0,-985.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1280527240.58,8224417.23537,1280527240.58,1286342781.78,1274711699.38,1275293253.5,1285761227.66,2.0,67641038861400.0,111,0.125,0.00390631657006,1.17734560967e-13,0.250004260484,0.125
1193.0,-985.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1229474401.37,299519.616587,1229474401.37,1229686193.72,1229262609.02,1229283788.25,1229665014.49,2.0,89712000720.6,116,0.125,0.00390633136341,1.17734560967e-13,0.250005207258,0.125
1193.0,-985.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1169382208.34,9830544.40339,1169382208.34,1176333452.95,1162430963.73,1163126088.19,1175638328.49,2.0,96639603267000.0,121,0.125,0.00195316568171,1.17734560967e-13,0.125002603629,0.125
1193.0,-985.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-151598016016.0,820777.48329,-151598016016.0,-151597435638.0,-151598596393.0,-151598538355.0,-151597493676.0,2.0,673675677076.0,1,0.125,0.00195301774823,1.17734560967e-13,0.124993135887,0.125
1193.0,-985.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-151650125061.0,237156.130942,-151650125061.0,-151649957366.0,-151650292756.0,-151650275986.0,-151649974136.0,2.0,56243030443.5,6,0.125,0.00390616863659,1.17734560967e-13,0.249994792742,0.125
1193.0,-985.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-151712265700.0,58579.3340729,-151712265700.0,-151712224278.0,-151712307121.0,-151712302979.0,-151712228420.0,2.0,3431538380.43,11,0.125,0.00390631657006,1.17734560967e-13,0.250004260484,0.125
1193.0,-985.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-151767521427.0,3687277.52867,-151767521427.0,-151764914128.0,-151770128726.0,-151769867996.0,-151765174858.0,2.0,13596015573500.0,16,0.125,0.00390633136341,1.17734560967e-13,0.250005207258,0.125
1193.0,-985.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-151822545721.0,1118385.46322,-151822545721.0,-151821754903.0,-151823336539.0,-151823257457.0,-151821833984.0,2.0,1250786044340.0,21,0.125,0.00195316568171,1.17734560967e-13,0.125002603629,0.125
1193.0,-785.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-151903980304.0,6857396.81644,-151903980304.0,-151899131392.0,-151908829216.0,-151908344325.0,-151899616284.0,2.0,47023891098100.0,27,0.25,0.00781207099292,1.17734560967e-13,0.124993135887,0.25
1193.0,-785.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-151960985859.0,7326545.3112,-151960985859.0,-151955805209.0,-151966166509.0,-151965648444.0,-151956323274.0,2.0,53678266197100.0,32,0.25,0.0156246745464,1.17734560967e-13,0.249994792742,0.25
1193.0,-785.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-152020546138.0,629565.011346,-152020546138.0,-152020100968.0,-152020991308.0,-152020946791.0,-152020145485.0,2.0,396352103511.0,37,0.25,0.0156252662803,1.17734560967e-13,0.250004260484,0.25
1193.0,-785.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-152077344852.0,2938188.33313,-152077344852.0,-152075267239.0,-152079422465.0,-152079214703.0,-152075475000.0,2.0,8632950680950.0,42,0.25,0.0156253254536,1.17734560967e-13,0.250005207258,0.25
1193.0,-785.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-152134604759.0,5004758.82143,-152134604759.0,-152131065860.0,-152138143658.0,-152137789768.0,-152131419750.0,2.0,25047610860600.0,47,0.25,0.00781266272682,1.17734560967e-13,0.125002603629,0.25
1193.0,-585.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-152210883362.0,10341501.3265,-152210883362.0,-152203570816.0,-152218195907.0,-152217464653.0,-152204302071.0,2.0,106946649686000.0,53,0.25,0.00781207099292,1.17734560967e-13,0.124993135887,0.25
1193.0,-585.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-152275186683.0,4632002.41077,-152275186683.0,-152271911363.0,-152278462003.0,-152278134471.0,-152272238895.0,2.0,21455446333300.0,58,0.25,0.0156246745464,1.17734560967e-13,0.249994792742,0.25
1193.0,-585.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-152322039222.0,2327455.78458,-152322039222.0,-152320393462.0,-152323684982.0,-152323520406.0,-152320558038.0,2.0,5417050429180.0,63,0.25,0.0156252662803,1.17734560967e-13,0.250004260484,0.25
1193.0,-585.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-152377327001.0,12120981.5905,-152377327001.0,-152368756173.0,-152385897829.0,-152385040746.0,-152369613255.0,2.0,146918194716000.0,68,0.25,0.0156253254536,1.17734560967e-13,0.250005207258,0.25
1193.0,-585.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-152444415631.0,5193101.85545,-152444415631.0,-152440743553.0,-152448087709.0,-152447720501.0,-152441110761.0,2.0,26968306881100.0,73,0.25,0.00781266272682,1.17734560967e-13,0.125002603629,0.25
1193.0,-385.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-152509499880.0,13867014.2804,-152509499880.0,-152499694420.0,-152519305340.0,-152518324794.0,-152500674966.0,2.0,192294085053000.0,79,0.25,0.00781207099292,1.17734560967e-13,0.124993135887,0.25
1193.0,-385.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-152551305627.0,722266.612304,-152551305627.0,-152550794907.0,-152551816347.0,-152551765275.0,-152550845979.0,2.0,521669059249.0,84,0.25,0.0156246745464,1.17734560967e-13,0.249994792742,0.25
1193.0,-385.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-152622022709.0,1243745.76996,-152622022709.0,-152621143248.0,-152622902170.0,-152622814224.0,-152621231194.0,2.0,1546903540290.0,89,0.25,0.0156252662803,1.17734560967e-13,0.250004260484,0.25
1193.0,-385.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-152666877863.0,9651486.34074,-152666877863.0,-152660053232.0,-152673702494.0,-152673020031.0,-152660735695.0,2.0,93151188585400.0,94,0.25,0.0156253254536,1.17734560967e-13,0.250005207258,0.25
1193.0,-385.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-152722738194.0,3124437.57582,-152722738194.0,-152720528883.0,-152724947505.0,-152724726574.0,-152720749814.0,2.0,9762110165170.0,99,0.25,0.00781266272682,1.17734560967e-13,0.125002603629,0.25
1193.0,-185.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-152792327463.0,1815773.61823,-152792327463.0,-152791043517.0,-152793611409.0,-152793483015.0,-152791171912.0,2.0,3297033832640.0,105,0.125,0.00195301774823,1.17734560967e-13,0.124993135887,0.125
1193.0,-185.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-152847767086.0,5451513.03846,-152847767086.0,-152843912284.0,-152851621888.0,-152851236408.0,-152844297765.0,2.0,29718994408500.0,110,0.125,0.00390616863659,1.17734560967e-13,0.249994792742,0.125
1193.0,-185.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-152910026930.0,2794957.73222,-152910026930.0,-152908050596.0,-152912003263.0,-152911805630.0,-152908248229.0,2.0,7811788724890.0,115,0.125,0.00390631657006,1.17734560967e-13,0.250004260484,0.125
1193.0,-185.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-152947513592.0,14859555.6831,-152947513592.0,-152937006300.0,-152958020885.0,-152956970155.0,-152938057029.0,2.0,220806395099000.0,120,0.125,0.00390633136341,1.17734560967e-13,0.250005207258,0.125
1193.0,-185.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-153008938378.0,20659520.396,-153008938378.0,-152994329891.0,-153023546865.0,-153022086016.0,-152995790740.0,2.0,426815782993000.0,125,0.125,0.00195316568171,1.17734560967e-13,0.125002603629,0.125
1193.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264033564215000.0,3061449.4799,-264033564215000.0,-264033562051000.0,-264033566380000.0,-264033566164000.0,-264033562267000.0,2.0,9372472918000.0,2,0.125,0.00390603549646,1.17734560967e-13,0.124993135887,0.25
1193.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264033618343000.0,4824608.57153,-264033618343000.0,-264033614931000.0,-264033621754000.0,-264033621413000.0,-264033615272000.0,2.0,23276847868500.0,7,0.125,0.00781233727318,1.17734560967e-13,0.249994792742,0.25
